,(35+50)_ln,148_adde_ln,0.627_degree_ln,50_cos_exp,((72/50)-33.6_adde),(148_degree-0_cos),(148_mmnorm-0_radian),((0.627*50)-50),((0+0.627)-(33.6*0.627)),((148/50)-72_radian),(148_degree-6_cos),(72_radian-33.6_recip),((35+0)-6),((72/50)-0_recip),((72+33.6)-0_radian),(33.6_adde-0_cos),(0_radian-0_cos),(33.6_adde-6_cos),((0/0.627)-(72+33.6)),(33.6_adde-0.627),((0/0.627)-6_adde),(6+148)_radian,72_radian_radian,(33.6*50)_radian,(33.6*0.627)_radian,33.6_adde_radian,0_radian_radian,(148/50)_negative,6_adde_negative,148_mmnorm_negative,33.6_adde_negative,(0+0.627)_negative,(148_radian/50),(148_degree/0_cos),((148/50)/(6+148)),((148/50)/50),((35+0)/50),((0+0.627)/0_cos),((148*33.6)/50),(6_adde/0.627_degree),(35_mmnorm/(35+50)),50_cos_recip,(0.627*50)_recip,(72/50)_recip,(33.6*0.627)_recip,148_radian_recip,(0_cos+148_recip),((148*33.6)+33.6),(148_degree+(35+50)),((148/50)+6_cos),(72_radian+(72*0)),(72_radian+(6*50)),(148_recip+72),((72+33.6)+(33.6*50)),((0+33.6)+6_cos),(6_cos+148),((72/50)+148_adde),(148_degree+50),(148_radian+0_recip),(0_radian+(6*50)),((0/0.627)+(72*0)),(148_adde+0_recip),((6+148)+50_cos),(72+33.6)_mmnorm,72_radian_mmnorm,(148/50)_mmnorm,(6*50)_mmnorm,148_mmnorm_mmnorm,1
173,4.0430512,4.353091,3.0539746,0.986811,-30.478888,4297.161,-0.5830467,-20.79,44.380997,1.1557165,4297.599,-28.58299,77.0,-53.060608,92.74007,32.396156,0.93780434,32.834427,54.948654,32.048283,143.93037,1.3439035,0.019495515,17.105972,0.19179423,0.56580573,0.016753959,-2.2727273,-4.7182817,-0.37688443,-32.41828,-55.37,0.039666574,194207.55,0.029515939,0.06887052,2.3939395,2502.4001,67.5,0.22256637,0.004253057,-75.31965,0.08190008,1.939394,10.989,1.3089969,75.022125,2257.2,4354.183,1.8565804,3521.117,67.11701,139.0,1073.8,84.28385,74.583855,79.65768,4330.183,56.309,66.95993,3668.6487,132.71829,76.986725,0.5290796,0.52459013,0.25125626,0.08260325,0.37688443,0.0
174,4.356709,5.2024574,3.718333,0.8798853,-33.41828,10256.312,-1.3694305,-10.116001,107.207695,3.7155852,10256.09,-31.443363,164.0,-128.0,102.43107,35.785572,2.6362195,35.56378,76.10669,34.69928,170.08841,3.2637656,0.021932455,20.546017,0.41034958,0.6181656,0.039600264,-4.9722223,-10.718282,-0.89949745,-35.41828,-130.719,0.08678165,-27923.186,0.026589423,0.13811728,4.7777777,-355.90002,162.59167,0.26017985,0.005439006,-7.814717,0.038633905,2.0,23.5113,3.1241393,178.6327,5886.0005,10333.944,4.826722,9361.257,289.25662,251.0,1281.9,162.5545,178.8545,183.71828,10291.944,133.12415,290.26892,9540.807,311.71826,186.87204,0.5911914,0.59016395,0.54969287,0.36045057,0.89949745,1.0
175,3.7376697,4.47413,3.0858922,0.67032987,-32.06114,4869.141,0.42713568,-25.956,-11.5364,0.6624526,4869.181,-29.838644,-6.0,1.8571428,109.2,32.91828,-1.0,32.95811,-109.2,33.53628,-8.718282,1.5882496,0.023760159,22.870794,0.20801532,0.5919857,0.0,-2.0238094,-8.718282,-0.42713568,-33.91828,-0.382,0.035322137,4870.141,0.022239665,0.048185937,0.0,0.382,63.142857,0.39833176,0.0,-2.5000918,0.062328596,1.8571428,11.9184,1.4835298,86.0,2683.2,4912.141,2.9839797,1.3613569,253.36136,163.0,1419.6,32.16017,85.96017,89.575424,4912.141,1.4835298,252.0,0.0,87.718285,90.60001,0.61660075,0.6393443,0.22373772,0.31539425,0.42713568,0.0
176,4.276666,4.8806653,2.9056628,1.9096488,-65.58752,7391.5225,-1.6206868,-17.706,108.9141,3.041676,7390.1553,-65.18014,176.0,-125.76923,174.83109,70.18558,2.6362195,68.81828,230.4235,69.49928,404.8052,2.2514746,0.033507917,30.449013,0.37358597,1.2185589,0.039600264,-4.9615383,-2.7182817,-0.6482412,-69.81828,-130.319,0.08659518,-20123.414,0.038461536,0.1908284,6.769231,-354.81097,332.91922,0.14872403,0.006453423,1.5457878,0.12056908,4.230769,21.4049,2.2514746,128.6327,8722.999,7463.1553,5.9615383,14301.92,1.9198622,239.0,1921.7,198.1,130.0,135.94905,7417.1553,132.25148,2.268928,14707.523,261.71826,129.64693,1.0,0.9016393,0.54851174,0.0,0.6482412,1.0
177,3.8501475,4.981675,2.3874958,0.3707099,-46.05871,8192.296,0.71859294,-38.07,-8.360001,1.6811963,8193.013,-43.63864,-5.0,1.6595745,123.0,46.71828,-1.0,47.43462,-123.0,47.528282,-7.7182817,2.5830872,0.023760159,36.91371,0.14922565,0.8328411,0.0,-3.0425532,-7.7182817,-0.71859294,-47.71828,-0.19,0.053102568,8193.296,0.020557791,0.064735174,0.0,0.19,136.91489,0.7089971,0.0,-1.0077237,0.11198208,1.6595745,8.55,2.4958208,144.0,6480.0,8240.296,3.3262153,1.3613569,236.36136,221.0,2238.0,45.28366,143.28366,147.37785,8240.296,2.4958208,235.0,0.0,145.71828,147.00766,0.69452286,0.6393443,0.33636266,0.29411766,0.71859294,0.0
178,3.6109178,4.888229,4.0032296,2.1498845,-39.602062,7447.451,0.6532663,-1.6280022,-36.423595,2.0823436,7448.1675,-37.668827,-5.0,2.2162163,121.1,40.81828,-1.0,41.53462,-121.1,40.862278,-7.7182817,2.3561945,0.024978628,25.249678,0.65239704,0.7298667,0.0,-3.5135136,-7.7182817,-0.6532663,-41.81828,-0.956,0.06132238,7448.451,0.026026027,0.094959825,0.0,0.956,137.37837,0.14090945,0.0,1.3064824,0.02827095,2.2162163,37.379597,2.268928,131.0,5122.1,7485.451,3.797176,1.43117,186.43117,212.0,1567.7999,39.38366,130.28366,134.9345,7485.451,2.268928,185.0,0.0,132.71828,135.76541,0.68379444,0.6721311,0.38842863,0.23153943,0.6532663,1.0
179,3.465736,4.4966745,1.5712885,2.3030248,-23.418282,4983.7324,0.4371859,-29.312,-1.8648001,1.3224866,4983.7725,-21.803738,-6.0,2.5,103.2,24.918282,-1.0,24.95811,-103.2,25.834282,-8.718282,1.6231562,0.024369393,12.957325,0.034012977,0.45235935,0.0,-2.71875,-8.718282,-0.4371859,-25.918282,-0.084,0.04745114,4984.7324,0.029233871,0.08496094,0.0,0.084,63.075,1.8114611,0.0,1.1987197,0.37202382,2.5,1.9488001,1.5184364,88.0,2041.6,5016.7324,3.6789203,1.3962634,193.39627,167.0,845.60004,24.160172,87.96017,92.218285,5016.7324,1.5184364,192.0,0.0,89.718285,93.83422,0.5827216,0.65573764,0.3005653,0.24030039,0.4371859,0.0
180,3.713572,4.801709,3.7266433,0.5869398,-34.835674,6818.8237,-1.007713,-6.324999,67.4225,4.0569024,6817.1973,-33.78299,110.0,-89.21739,97.2943,38.244728,2.2321472,36.618282,27.996544,36.893284,124.17826,2.0769417,0.019495515,14.009758,0.44161195,0.65656286,0.028024802,-5.173913,-2.7182817,-0.5979899,-37.618282,-92.725,0.09030181,-10883.961,0.04347826,0.22495274,4.7826085,-148.01791,180.56956,0.065438576,0.0044345898,-1.8767605,0.05997001,2.7826087,25.302502,2.0769417,118.37356,4188.0,6859.1973,6.173913,5889.117,1.1170107,183.0,901.60004,127.9,120.0,124.50089,6841.1973,94.07694,1.6057029,6014.8965,213.71829,118.46717,0.5584416,0.52459013,0.5719904,0.0,0.5979899,0.0
181,3.713572,0.99999994,2.8409152,0.57826144,-26.894472,0.53283304,-0.40142572,-14.721001,15.0167,-1.2915436,-0.5403023,-26.408457,42.0,-19.47619,101.29857,30.951115,0.93425876,29.87798,-24.776917,30.119282,73.204796,0.017453292,0.022541689,10.15258,0.14455341,0.53089917,0.0070062005,-0.0,-3.7182817,-0.0,-30.418282,-23.299,0.0,-0.0,0.0,0.0,2.047619,-43.726643,0.0,0.21704435,0.004927322,-1.8257196,0.15926103,3.5238094,8.2823,0.0,-0.53283304,27.7,41.0,0.5403023,1703.2915,22.291544,74.0,683.4,51.240303,0.5403023,6.242091,21.0,23.0,21.401426,1778.9231,25.71828,0.45227075,0.57425183,0.6065573,0.0,0.026282854,0.0,0.0
182,3.295837,4.3270197,2.7314587,0.7466649,-27.296059,4181.592,0.36683416,-19.764,-6.9143996,1.6565061,4182.308,-25.752802,-5.0,2.2222223,86.8,28.51828,-1.0,29.234617,-86.8,29.25028,-7.7182817,1.3613569,0.018277045,12.629202,0.12535653,0.5151912,0.0,-2.7037036,-7.7182817,-0.36683416,-29.51828,-0.268,0.047188528,4182.592,0.03466287,0.100137174,0.0,0.268,72.45926,0.50264716,0.0,-3.4230301,0.1381979,2.2222223,7.1823997,1.2740903,74.0,1983.2,4209.592,2.9873657,1.0471976,136.0472,133.0,810.39996,27.083662,73.28366,77.940506,4209.592,1.2740903,135.0,0.0,75.718285,77.70786,0.4901186,0.49180326,0.2989019,0.1689612,0.36683416,0.0
183,3.6888795,4.967855,2.6376398,0.51327777,-28.468283,8077.7046,0.7085427,-30.24,-6.4904003,2.2334566,8079.3584,-26.308456,-4.0,1.85,101.6,29.318283,-1.0,30.971928,-101.6,30.074284,-6.7182817,2.5307274,0.022541689,19.268435,0.117537454,0.5291539,0.0,-3.525,-6.7182817,-0.7085427,-30.318283,-0.244,0.061522853,8078.7046,0.024310345,0.088125005,0.0,0.244,97.29,0.48055798,0.0,-1.4993896,0.10245901,1.85,6.7344003,2.4609141,142.0,3919.2002,8118.7046,2.8713565,1.2915436,161.29155,215.0,1205.6,26.946358,140.34636,145.56828,8118.7046,2.4609141,160.0,0.0,143.71828,144.33307,0.57368714,0.6065573,0.38969848,0.20025031,0.7085427,0.0
184,4.2341065,5.2817726,3.7538557,0.37256667,-36.959747,11114.381,0.9748744,-10.455,-26.0005,3.5448833,11114.627,-34.713177,21.0,1.6585366,103.9,37.618282,-1.0,37.86438,-103.9,37.873283,-9.718282,3.5081117,0.020713983,25.6895,0.46679705,0.6740162,0.0,-4.731707,-9.718282,-0.9748744,-38.618282,-0.745,0.08258387,11115.381,0.023540832,0.11540749,0.68292683,0.745,169.8683,0.22767252,0.0040989607,-1.0128231,0.03273858,1.6585366,26.7455,3.3859386,195.0,7000.5,11184.381,5.4856095,1.1868238,288.18683,262.0,1575.8,36.653904,194.7539,198.37682,11156.381,3.3859386,287.0,0.0,196.71828,200.01266,0.5866742,0.557377,0.5231033,0.35919902,0.9748744,1.0
185,4.564348,5.2134037,3.562094,0.38580894,-31.68495,10370.337,-7.7298317,-23.099998,477.1035,1.8298428,10370.681,-28.913177,523.0,-493.86667,89.46062,32.62044,8.441536,32.963783,706.7781,32.20328,794.1598,3.2986722,0.020713983,31.520645,0.32308665,0.5727871,0.15078561,-3.0166667,-10.718282,-0.90954775,-32.818283,-495.615,0.052650765,52417.973,0.0159612,0.050277777,8.85,2505.0908,90.80167,0.30417773,0.003787879,-1.0499647,0.02710027,1.1333333,18.511501,3.159046,181.19785,5478.2,10466.535,2.8711667,33661.188,481.18683,249.0,1904.1,524.95447,180.8545,184.85161,10430.535,498.15906,488.63937,34464.88,678.71826,188.04759,0.5539243,0.557377,0.33350083,0.6007509,0.90954775,1.0
186,4.304065,4.8730445,4.326616,0.986811,-31.748585,7333.74,-0.36907488,10.5929985,17.049,2.1683655,7333.319,-30.289577,98.0,-55.030304,128.9877,34.599102,0.8931108,34.17798,-86.09387,33.39728,40.18785,2.2514746,0.029852506,18.430677,0.7377856,0.6059483,0.01766781,-3.878788,-3.7182817,-0.6432161,-34.71828,-59.321,0.06769762,61535.92,0.030068124,0.11753903,3.0,497.74234,124.121216,0.049126618,0.0055965055,-75.31965,0.022939464,2.969697,42.272,2.2340214,128.11919,4128.0,7407.8594,4.4190903,5685.7104,34.710423,226.0,1186.0,90.5403,128.5403,133.68797,7366.8594,60.23402,34.01229,5727.9062,188.71828,128.98672,0.73404855,0.8032786,0.42881072,0.041301627,0.6432161,1.0
187,4.248495,4.7159805,3.6019397,2.4961321,-28.16667,6244.62,-1.4419366,-11.16,96.784,2.1896787,6245.3853,-26.57355,145.0,-111.548386,101.910324,29.998762,1.3701546,30.763783,74.225,29.978283,167.40672,2.042035,0.023150925,15.095352,0.31164598,0.53438985,0.034726385,-3.516129,-10.718282,-0.5477387,-30.618282,-114.64,0.061368026,10080.762,0.030052384,0.11342352,4.935484,185.04631,98.1,0.2922958,0.0056277057,1.093204,0.050403226,2.451613,17.855999,1.9024088,109.61952,3068.9998,6315.2397,3.370629,8665.326,249.32645,185.0,968.8,141.7545,108.8545,114.1699,6276.2397,115.90241,249.98967,8842.125,225.71829,117.91474,0.5866742,0.6229508,0.38871777,0.310388,0.5477387,1.0
188,4.0943446,4.953841,3.0293496,2.6944735,-31.118282,7965.0884,-2.0940342,-15.975,148.9534,4.1637363,7963.829,-30.203737,190.0,-156.8,108.80747,35.29391,3.768156,34.034622,331.61328,33.957283,435.495,2.5132742,0.024369393,13.788101,0.19910018,0.598967,0.048738785,-5.56,-7.7182817,-0.69849247,-34.318283,-160.361,0.09704031,-8163.052,0.03861111,0.2224,7.8,-164.36671,175.696,0.37315634,0.005892256,1.0088753,0.11080333,3.2,11.4076,2.4260077,138.02437,4424.0,8024.113,5.8436623,12801.396,126.39626,219.0,901.6,191.88367,139.28366,144.91827,7989.113,162.42601,127.79253,13243.213,301.71826,144.9912,0.63015246,0.65573764,0.6146733,0.15644556,0.69849247,1.0
189,3.0445225,4.733724,2.0962987,0.57826144,-22.365902,6358.831,0.55778897,-18.018,-3.0672002,4.20361,6360.8213,-21.517897,-3.0,2.952381,84.6,24.318283,-1.0,26.308275,-84.6,25.176283,-5.7182817,1.9896753,0.01888628,8.283333,0.056011107,0.4418874,0.0,-5.285714,-5.7182817,-0.55778897,-25.318283,-0.142,0.09225312,6359.831,0.046365913,0.25170067,0.0,0.142,119.457146,0.70283693,0.0,-1.8257196,0.3353454,2.952381,3.2092001,1.9373155,112.0,2531.2002,6380.831,4.2957215,1.0821041,64.08211,173.0,559.2,21.610008,110.01001,116.67066,6380.831,1.9373155,63.0,0.0,113.718285,113.45227,0.4776962,0.50819665,0.5843503,0.07884856,0.55778897,0.0
190,4.4308167,4.8340435,3.0647275,0.51327777,-34.06828,7046.411,-1.0225191,-25.039999,81.9946,1.8532696,7048.2915,-31.878267,129.0,-92.25,101.45939,34.84882,0.67115015,36.72941,148.23688,35.44428,239.6186,2.3038347,0.021323219,23.10816,0.2160613,0.6251469,0.028634038,-3.075,-11.718282,-0.61809045,-35.81828,-94.374,0.053668875,7269.392,0.023295455,0.076875,3.45,97.34704,101.78249,0.5468519,0.005291005,-1.4993896,0.06684492,1.75,12.3794,2.146755,123.96946,4104.4,7131.3804,2.1638699,6581.2217,361.22174,193.0,1427.1,126.188866,122.08887,127.468285,7087.3804,96.14675,361.6406,6831.337,219.71829,131.33307,0.58215696,0.57377046,0.33994973,0.45056322,0.61809045,0.0
191,3.583519,5.085856,3.0885065,0.8798853,-31.284948,9109.028,0.79899496,-22.212002,-11.260199,3.264749,9109.274,-29.248083,-7.0,1.8333334,96.4,32.118282,-1.0,32.36438,-96.4,32.735283,-9.718282,2.8972466,0.020104751,19.100883,0.20321216,0.5780231,0.0,-4.4166665,-9.718282,-0.79899496,-33.118282,-0.383,0.077085376,9110.028,0.026606426,0.12268518,0.0,0.383,134.26666,0.4428617,0.0,-7.814717,0.07252684,1.8333334,11.643199,2.7750735,160.0,4864.0,9146.028,5.170569,1.1519173,253.15192,225.0,1190.8,31.153902,159.7539,163.5516,9146.028,2.7750735,252.0,0.0,161.71828,165.87204,0.54432523,0.5409836,0.48827466,0.31539425,0.79899496,1.0
192,3.6888795,4.92521,3.5000455,0.51327777,-55.01828,7733.9297,0.67839193,-16.88,-29.651402,3.375,7734.9253,-52.3,-11.0,0.0,52.3,54.01828,-1.0,55.013855,-52.3,54.44028,-13.718282,2.5481806,0.0,36.512287,0.52760255,0.96025014,0.0,-3.375,-13.718282,-0.67839193,-55.01828,-0.578,0.058904864,7734.9297,0.023116438,0.084375,0.0,0.578,176.5125,0.41423738,0.0,-1.4993896,0.043252595,0.0,30.2294,2.3561945,136.0,7112.8,7774.9297,3.3794258,0.0,440.0,135.0,2144.3,52.304424,135.00443,137.71828,7774.9297,2.3561945,440.0,0.0,137.71828,145.33307,0.29531336,0.0,0.37311557,0.5506884,0.67839193,1.0
193,4.1271343,4.47413,2.0531266,0.67032987,-25.808758,4869.141,0.42713568,-36.288,-3.1824002,1.0638783,4870.2866,-23.44007,12.0,1.3095238,79.4,26.118282,-1.0,27.263783,-79.4,26.982283,-10.718282,1.6231562,0.016753959,17.886133,0.057917006,0.47330332,0.0,-2.0238094,-10.718282,-0.42713568,-27.118282,-0.136,0.035322137,4870.141,0.021761391,0.048185937,0.47619048,0.136,49.38095,1.3755096,0.0032583904,-2.5000918,0.17507002,1.3095238,3.3184001,1.4835298,86.0,2098.4,4932.141,1.8783094,0.9599311,336.95993,140.0,1104.2,24.2545,84.8545,89.02781,4912.141,1.4835298,336.0,0.0,87.718285,92.60001,0.44833428,0.45081964,0.22373772,0.42052567,0.42713568,0.0
194,4.248495,5.079653,3.1193573,0.473285,-39.22173,9053.616,-2.8712215,-17.545,194.832,3.9821994,9052.449,-37.933926,246.0,-207.10345,119.73481,43.00216,4.549069,41.83462,408.24557,41.72328,523.9273,2.8448865,0.025587864,19.942133,0.2716256,0.7351027,0.06396966,-5.448276,-7.7182817,-0.79396987,-42.118282,-210.395,0.095090345,-10242.067,0.033425007,0.18787159,8.655172,-238.03639,214.66208,0.34103653,0.005916306,-1.3367956,0.087298125,2.8965516,15.563001,2.75762,157.11612,6264.6,9122.732,5.7319384,17641.467,146.46608,242.0,1266.0001,249.68365,158.28366,163.61482,9081.732,212.75761,148.66519,18171.646,370.71826,162.25194,0.69678146,0.6885246,0.6023219,0.18147685,0.79396987,1.0
195,3.0445225,4.679519,2.3715804,0.57826144,-24.256374,6015.0566,0.5276382,-17.073,-4.3571,3.987709,6015.516,-23.287708,-1.0,2.7619047,82.3,26.01828,-1.0,26.477978,-82.3,26.83128,-3.7182817,1.850049,0.01766781,8.906415,0.0793095,0.47155795,0.0,-5.0,-3.7182817,-0.5276382,-27.01828,-0.187,0.08726646,6016.0566,0.047169812,0.23809524,0.0,0.187,121.5,0.34703884,0.0,-1.8257196,0.2546473,2.7619047,4.5441,1.8325957,106.0,2575.8,6037.0566,5.5403023,1.012291,22.012291,163.0,592.6,24.840302,105.5403,110.48019,6037.0566,1.8325957,21.0,0.0,107.718285,105.45227,0.46470922,0.4754098,0.5527638,0.026282854,0.5276382,0.0
196,3.583519,4.697916,3.6596189,0.5869398,-22.92263,6131.288,-0.30006963,-7.406,33.151802,3.5700698,6131.638,-21.817896,58.0,-45.304348,84.06224,26.258427,1.4779024,26.608274,-14.1035385,24.940283,65.07818,1.9198622,0.01888628,9.192649,0.2709833,0.44712338,0.014621637,-4.652174,-5.7182817,-0.53768843,-25.618282,-48.678,0.08119576,-9576.978,0.04229249,0.20226844,2.652174,-76.04223,106.53478,0.14720185,0.003647587,-1.8767605,0.06412723,2.6956522,15.526199,1.8675023,106.359856,2473.2,6166.648,3.6621814,2977.082,70.08211,169.0,611.60004,69.91001,106.01001,112.41394,6153.648,49.867504,69.83776,3046.7964,157.71829,109.46717,0.47939017,0.50819665,0.51431066,0.08635795,0.53768843,1.0
197,4.248495,4.7159805,3.9484065,1.9096488,-35.05674,6245.1997,-1.1801373,-2.4700012,68.411,3.0752969,6245.8936,-33.682987,139.0,-96.53846,97.07213,37.47846,1.688055,38.171925,10.592262,36.61328,102.67398,1.9722221,0.019495515,15.7917385,0.549674,0.6548175,0.030157125,-4.1923075,-6.7182817,-0.5477387,-37.51828,-99.905,0.073169574,156833.3,0.037100065,0.16124259,5.5,2508.8596,145.8923,0.1295648,0.0063492064,1.5457878,0.04249894,2.4615386,31.493998,1.9024088,109.03982,3828.0,6315.2397,3.5386639,6337.117,105.11701,173.0,1003.6,133.14636,108.34636,114.179825,6271.2397,100.90241,105.727875,6445.392,210.71829,113.64692,0.5578769,0.52459013,0.46347114,0.1301627,0.5477387,1.0
198,4.0253515,5.0154123,2.151107,0.473285,-31.549316,8480.541,-4.8064284,-24.65,313.51498,4.0562506,8480.429,-29.852802,341.0,-315.93103,85.34985,34.38368,6.3155417,34.271927,2029.1,33.46828,2113.2817,2.6529005,0.018277045,15.6398945,0.08089601,0.58674973,0.096868336,-5.1034484,-6.7182817,-0.74371856,-33.618282,-318.15,0.089071974,-11078.959,0.03357532,0.17598099,11.896552,-415.6679,157.69655,0.7817076,0.00487013,-1.3367956,0.22988504,2.0689654,4.635,2.5830872,147.2346,4604.0996,8535.775,4.449805,19081.047,117.047195,208.0,987.0,348.24634,147.34636,152.78725,8508.775,320.5831,121.55015,21200.0,468.71826,151.25194,0.51326936,0.49180326,0.5642003,0.14518148,0.74371856,1.0
199,3.6109178,4.7511587,3.913552,0.57826144,-29.908756,6473.423,0.5678392,-2.646,-26.22,3.984689,6473.423,-29.603737,16.0,3.8095238,111.0,32.71828,-1.0,32.71828,-111.0,32.84428,-2.7182817,1.9722221,0.024369393,11.362093,0.4728795,0.588495,0.0,-5.3809524,-2.7182817,-0.5678392,-33.71828,-0.874,0.093915336,6474.423,0.04761905,0.25623584,0.7619048,0.874,166.80952,0.054282576,0.0043680044,-1.8257196,0.054484036,3.8095238,27.094,1.9722221,114.0,3534.0,6511.423,6.3809524,1.3962634,1.3962634,193.0,762.0,32.0,114.0,119.52781,6495.423,1.9722221,0.0,0.0,115.718285,112.45227,0.62676454,0.65573764,0.59487915,0.0,0.5678392,0.0
200,3.3322046,4.9467597,2.6043034,0.3818964,-39.88971,7905.8174,0.6934673,-21.392,-9.2276,3.4974012,7906.277,-38.668827,-1.0,2.9285715,122.1,41.81828,-1.0,42.277977,-122.1,42.58228,-3.7182817,2.4260077,0.024978628,19.596556,0.16517098,0.74731994,0.0,-4.928571,-3.7182817,-0.6934673,-42.81828,-0.236,0.0860198,7906.8174,0.035457347,0.1760204,0.0,0.236,197.63571,0.27498418,0.0,-1.0388467,0.15133172,2.9285715,9.4636,2.4085543,139.0,5573.9,7934.8174,5.4688735,1.43117,29.43117,220.0,1244.8999,40.6403,138.5403,143.64685,7934.8174,2.4085543,28.0,0.0,140.71828,138.0374,0.68944097,0.6721311,0.54486716,0.035043806,0.6934673,0.0
201,3.9512436,4.706989,3.8086998,2.3030248,-27.89328,6186.944,0.5427136,-6.816,-20.6981,2.1881762,6186.944,-26.113174,20.0,2.125,95.3,29.01828,-1.0,29.01828,-95.3,29.23128,-2.7182817,1.8849555,0.020713983,15.247196,0.37498572,0.5239178,0.0,-3.375,-2.7182817,-0.5427136,-30.01828,-0.787,0.05890486,6187.944,0.03125,0.10546875,0.625,0.787,92.1375,0.060283314,0.0038850037,1.1987197,0.03970775,2.125,21.4851,1.8849555,109.0,2975.7,6239.944,4.375,1.1868238,1.1868238,176.0,968.89996,28.3,109.0,112.843285,6219.944,1.8849555,0.0,0.0,110.718285,108.83422,0.5381141,0.557377,0.37311557,0.0,0.5427136,0.0
202,3.7612002,4.622207,2.6000571,0.7466649,-20.52569,5671.2817,-0.27045745,-20.655,39.441,2.4449363,5672.6978,-19.178268,58.0,-41.407406,89.63206,22.118439,-0.23189843,23.53443,96.83404,22.883282,182.51576,1.7627826,0.021323219,9.613274,0.08367108,0.40349013,0.013403166,-3.6666667,-4.7182817,-0.49748743,-23.118282,-44.235,0.063995406,5673.171,0.036303632,0.13580248,2.2222223,44.241932,74.799995,0.35042366,0.0037585155,-3.4230301,0.15760441,2.5925925,4.7939997,1.727876,99.99984,2040.0,5715.2817,3.25052,3081.2217,55.22173,169.0,641.2,63.983856,98.583855,104.310875,5699.2817,45.727875,54.767944,3267.2341,145.71829,100.70786,0.5104461,0.57377046,0.40536013,0.067584485,0.49748743,0.0
203,4.465908,4.660778,2.921215,1.0223733,-39.10919,5901.3984,-2.7985377,-37.18,178.1092,0.6160902,5900.505,-36.443363,216.0,-188.6909,106.38387,40.351974,3.2498188,39.45811,476.71973,40.09428,577.7015,1.9024088,0.021932455,36.189404,0.21318847,0.70543206,0.05787731,-1.8727273,-8.718282,-0.51758796,-40.41828,-190.324,0.032685257,89002.33,0.017180985,0.034049585,4.0363636,2870.3516,70.60182,0.46963805,0.003715314,45.194153,0.056116723,1.3090909,12.2148,1.7976891,103.06631,3920.8,5988.465,2.8328977,13681.257,331.25662,175.0,2183.2,228.66017,103.96017,107.027374,5956.465,191.79768,333.31613,14266.42,295.7183,109.022125,0.61942405,0.59016395,0.20703517,0.4130163,0.51758796,0.0
204,4.0073333,4.733724,3.1492848,0.7466649,-23.951616,6358.831,0.55778897,-16.011,-9.3203,2.854474,6359.5474,-22.643362,23.0,2.6666667,95.9,25.618282,-1.0,26.33462,-95.9,26.211283,-7.7182817,2.024582,0.021932455,11.2626095,0.1697734,0.46457666,0.0,-4.111111,-7.7182817,-0.55778897,-26.618282,-0.407,0.07175242,6359.831,0.035440613,0.15226337,1.037037,0.407,98.255554,0.3309814,0.005142332,-3.4230301,0.09100009,2.6666667,9.7273,1.9373155,112.0,2676.7998,6414.831,4.3947735,1.2566371,136.25664,183.0,741.2,24.183662,111.28366,116.38495,6386.831,1.9373155,135.0,0.0,113.718285,115.70786,0.541502,0.59016395,0.45449468,0.1689612,0.55778897,0.0
205,4.454347,5.291888,3.5457,2.4592755,-38.88495,11230.895,-3.9019973,-22.515,257.9175,2.1121464,11230.118,-36.17355,301.0,-278.66666,108.613075,41.140022,5.8086615,40.36378,349.3099,39.61328,452.0916,3.5604715,0.023150925,37.30641,0.39597157,0.70194143,0.085292876,-3.4385965,-10.718282,-0.9849246,-40.21828,-280.605,0.06001483,-12183.455,0.016855866,0.060326256,5.4210525,-304.4298,128.94737,0.30920547,0.0034061545,1.1112756,0.028998114,1.3333334,22.6875,3.4208453,195.07826,7387.5,11315.973,3.2930965,21281.326,457.32645,272.0,2251.0,317.3545,195.8545,200.0516,11286.973,283.42084,460.88693,21742.81,478.71826,204.89987,0.6408808,0.6229508,0.38014632,0.5707134,0.9849246,1.0
206,3.9512436,5.1042366,2.1577513,0.849599,-38.41828,9280.916,0.81407034,-44.148,-5.5417,1.3002422,9281.633,-35.884857,-5.0,2.0,141.7,39.41828,-1.0,40.13462,-141.7,40.26728,-7.7182817,2.9146998,0.03168021,34.215435,0.09935635,0.70543206,0.0,-3.1153846,-7.7182817,-0.81407034,-40.41828,-0.151,0.05437372,9281.916,0.018654998,0.059911244,0.0,0.151,117.45,0.89211553,0.0,-6.1353164,0.1273561,2.0,5.6927,2.8274333,163.0,6145.1,9333.916,3.399047,1.8151424,261.81516,266.0,2102.1,37.98366,162.28366,166.71828,9333.916,2.8274333,260.0,0.0,164.71828,166.837,0.8001129,0.85245895,0.34441435,0.32540676,0.81407034,1.0
207,3.871201,4.5922704,2.8068984,0.57826144,-32.870663,5499.8247,-1.0360243,-14.931,77.6942,3.4544182,5499.854,-32.08299,113.0,-83.95238,95.681564,35.34853,0.9486861,35.37798,203.83806,35.62928,297.31976,1.6929693,0.019495515,12.168436,0.16746084,0.62689227,0.026501715,-4.571429,-3.7182817,-0.48241204,-35.91828,-87.289,0.07978648,9654.044,0.047128133,0.21768709,5.428571,153.20572,151.77144,0.22455454,0.0056818184,-1.8257196,0.16477178,3.047619,9.5948,1.6755161,96.56975,3220.4001,5548.3945,5.111731,5569.117,22.11701,160.0,794.4,120.740295,96.5403,101.76591,5521.3945,88.675514,22.518436,5869.038,185.71829,96.45227,0.54884243,0.52459013,0.5053841,0.026282854,0.48241204,0.0
