,((6_adde_negative-(6+148))+(33.6*50)_radian_negative),((148_mmnorm_negative*((148*33.6)+33.6))+(33.6*0.627)_radian_zscore),((((72/50)+148_adde)-50)*(33.6*50)),((50_cos_recip-148_adde)*((72/50)-33.6_adde))
513,-118.44158999999999,-1274.4647,49132.515999999996,2590.165
514,-187.16095,-4245.4253,124065.13,5305.9253
515,-193.74652,-3222.7559,154774.45,4666.2837
516,-175.1867,-2976.1929,150348.58,4881.9595
517,-128.18947,-965.29486,52691.55,2715.2324
518,-164.24335,-1652.0342,86104.695,2764.0066
519,-85.626595,-590.28705,30323.93,1737.0387
520,-147.78396999999998,-2586.3452,89596.03,4110.835
521,-128.71828,-1.2040024,0.0,313.07132
522,-177.57889,-2926.2309999999998,137392.44,4625.9634
523,-146.95485,-2501.8374,80492.75,3999.212
524,-103.708405,-839.1474599999999,32767.229,1982.9473
525,-108.38893,-870.17303,31250.932,1814.6587
526,-135.7348,-1794.6711,61732.38,3017.8108
527,-131.54463,-2136.8289999999997,68246.71,3684.1155
528,-127.02816999999999,-1536.7595,64679.965,2840.5745
529,-140.16066,-2246.669,69130.1,3745.2756
530,-128.6935,-2629.37,96635.71,4815.304
531,-111.62208999999999,-1551.0508,74250.39,3759.1165
532,-121.84163999999998,-1253.7375,57939.152,3012.0083
533,-95.666954,-1002.9830000000001,46394.85,2605.894
534,-155.92519,-2902.9043,84537.22,4865.2803
535,-131.48268000000002,-1656.2675,86699.61,3340.7698
536,-85.09362,-360.46506,-9284.891,1450.1696
537,-144.29002,-2964.2207,92003.08,4676.89
538,-158.04787,-3065.9368,119500.66,4730.4575
539,-148.28766000000002,-1998.8739,104090.33,4076.7732
540,-151.98641999999998,-2688.2043,93065.555,4353.102
541,-146.82901,-1435.2979,74728.73,3304.8590000000004
542,-111.95341499999999,-1417.9509,64501.805,3309.9502
543,-108.91493999999999,-1259.7113,59770.566,2948.3975
544,-226.9974,-6030.113,196773.38,6519.278
545,-240.04935,-7700.2124,319242.16,8564.254
546,-157.89398,-2876.9983,100230.49,4499.5015
547,-197.34167,-4460.4727,194107.58,5613.0205
548,-218.12277000000003,-5142.584,166285.42,5378.2397
549,-130.76091,-1869.4761,58145.098,3228.765
550,-106.63728,-1144.2881,51389.53,2733.9832
551,-160.74158,-1832.1162,95504.31,3435.612
552,-104.72091999999999,-1176.9889,48423.668,2770.6873
553,-106.75103,-1323.7998,63029.335999999996,3276.1992
554,-157.18546,-1987.0652,86434.21,3301.64
555,-121.6674,-1820.55,82355.0,3588.1582
556,-156.85997,-1706.4094,90340.56,3047.1943
557,-161.58466,-2487.6572,126780.56,5118.646
558,-128.10533,-1106.1841,57766.117,2727.278
559,-171.57402,-2676.011,137119.4,4526.638
560,-220.90126,-8176.9890000000005,202457.22,8405.431999999999
561,-107.46813,-1446.5903,61860.98,3274.7144
562,-128.74208000000002,-1338.4037,61627.5,2788.7427
563,-108.98643,-1362.7665,60957.155999999995,3123.6099
564,-111.73997,-1195.8239999999998,44886.84,2602.584
565,-117.86591999999999,-1920.2667,68209.44,3923.2522
566,-132.40953000000002,-1376.8313,73697.31,3238.0068
567,-184.93094,-3754.8066,140899.34,4984.419
568,-143.47366,-2545.0664,104947.83,6969.9663
569,-108.84033000000001,-1006.8772,55152.92,2572.5312
570,-145.00162,-1934.7925,55191.094000000005,2791.3647
571,-131.04547,-1843.1505,61236.164000000004,3393.5879999999997
572,-118.04213,-1692.4246,62175.54,3528.7112
573,-159.8012,-3113.782,87546.47,4291.9385
574,-139.20808,-2547.8667,87399.48,4400.858
575,-137.37904,-1419.4229,64659.36,2847.1882
576,-140.44196000000002,-3026.033,93268.2,5123.4126
577,-172.68288,-2418.749,98762.164,3994.4358
578,-241.26729,-6801.1990000000005,298716.12,7193.745
579,-169.14873,-4855.661,121125.234,6304.597
580,-135.49925,-1507.0842,58684.84,2935.6497
581,-176.39404,-1966.4634,103470.14,3417.6758
582,-147.08687,-1964.8021,101632.7,4167.5693
583,-168.76556000000002,-2235.0955,113690.77,3979.8613
584,-106.357666,-988.89026,37750.55,2192.8777
585,-186.6922,-3612.2140000000004,152144.78,5283.5703
586,-130.01762,-1308.7809,55667.17,2648.8015
587,-214.9404,-5211.0825,222289.16,6352.389
588,-84.9249,-573.41675,26753.895,1779.45
589,-172.47491000000002,-2921.5383,148651.9,5328.1504
590,-135.22212,-2506.4277,88856.414,4367.271
591,-167.13558999999998,-3034.9326,140063.19,4720.2637
592,-101.153755,-972.1607,44031.277,2439.1484
593,-157.65691999999999,-2574.4973,107198.16,4339.948
594,-203.0054,-5713.1924,121401.67,5941.5444
595,-106.087456,-1037.639,52866.97,3339.8503
596,-103.90751999999999,-1118.9783,41952.535,2747.8948
597,-202.12497,-5567.5522,195308.45,6562.5576
598,-124.20073000000001,-1392.2758,52360.207,2683.4434
599,-124.06991000000001,-1603.4813,58786.37,2833.8098
600,-122.30028999999999,-1109.8704,46928.655999999995,2635.4120000000003
601,-143.27432,-2166.3142,82720.25,3372.796
602,-199.8935,-4005.739,190389.3,5614.203
603,-211.56252999999998,-4806.1855,153071.95,6022.414000000001
604,-141.83966,-2788.2124,81627.0,4584.0254
605,-201.07718,-6618.7919999999995,145432.08,7235.9385
606,-105.22676000000001,-838.8739,35196.664,1849.6627
607,-174.27469,-4850.2,146511.33,6512.456
608,-125.3525,-1500.2828,51564.496,2776.897
609,-127.661644,-1761.6456,64495.68,3336.3552
610,-203.38995,-5033.88,168574.94,6275.445
611,-211.3869,-5448.9854,203099.12,6667.972
612,-134.46631000000002,-1816.6948,71651.945,3412.5283
613,-194.22146999999998,-3479.3872,166417.88,5215.485
614,-126.87625,-1471.2582,58782.555,2899.034
615,-146.74556,-1991.9696,80002.64,3195.3074
616,-82.78694,-474.7172,23306.365,1460.8033
617,-157.32742,-1791.8512,93565.18,3328.413
618,-135.28996,-2325.833,75985.74,4191.7456
619,-137.48407,-2442.631,96541.91,4404.1943
620,-110.54463,-1038.4816,47047.51,2317.7053
621,-229.76252999999997,-6900.166,262193.94,7615.33
622,-112.66186499999999,-1952.0634,72213.66,4226.0547
623,-126.00707,-1822.8229999999999,60000.99,3429.2903
624,-119.79997,-1551.7137,72980.805,3516.1362
625,-136.7713,-1955.707,57034.375,3132.3984
626,-146.59349,-2858.5759999999996,79901.12,4288.0273
627,-167.89305,-2871.7466,136231.34,4578.138
628,-113.77131000000001,-1109.3162,40880.574,2396.8901
629,-146.97777,-1804.7368,78813.95,3328.9238
630,-119.16961,-1821.9563,69525.74,3477.02
631,-128.23564,-1637.2799,56238.844000000005,3041.2578
632,-143.27753,-2282.7668,68029.56,3489.3513
633,-128.73154,-1114.4369,52765.207,2492.139
634,-153.4109,-1712.1542,83718.8,3383.9678
635,-140.84572,-1581.2426,83303.34,3245.8809
636,-113.40333600000001,-1417.6367,55980.047,3057.8203
637,-136.56116,-1952.1747,91738.09,4063.27
638,-114.24778,-990.67615,42239.184,2031.0898
639,-118.52558,-1546.481,64002.734000000004,3118.0488
640,-153.08583000000002,-2846.4326,90251.484,4377.3096
641,-187.46188,-3225.9307,149444.47,4552.3859999999995
642,-115.86774399999999,-1152.2354,53571.473,2814.565
643,-124.72448,-1485.3191,60648.066,3017.9338
644,-184.34807,-4912.1320000000005,156242.6,6076.0293
645,-185.19571000000002,-3299.4363,107305.46,5850.491
646,-196.23244,-6120.0444,134711.7,6988.1630000000005
647,-181.46326000000002,-2650.3071,117336.54,4097.914000000001
648,-120.315926,-1533.9878,54239.344000000005,2958.3386
649,-105.83421000000001,-1060.9174,42349.12,2444.409
650,-137.64616,-2344.9155,86642.7,4223.2617
651,-152.38268,-2614.0232,95824.81,4331.9785
652,-139.34749,-1955.7114,70708.945,3471.192
653,-123.85014,-1950.0538,67640.836,3701.508
654,-178.60433999999998,-4702.8223,130417.336,6164.678000000001
655,-116.08888,-1129.5015,40456.484,2291.4375
656,-152.55453,-2836.0144,133444.48,4908.0493
657,-186.43288,-3186.4758,160704.66,5088.601
658,-104.83465600000001,-1111.4102,54254.668,2918.575
659,-210.82492000000002,-3676.4204,167939.2,4789.022
660,-220.19069,-8576.546999999999,172878.52,8547.362
661,-213.93675,-5301.7534,208863.7,6356.1836
662,-192.17746,-4031.1975,166332.9,5762.53
663,-153.24532,-2259.6462,106786.25,4162.8765
664,-131.29527,-2213.8257,78551.91,3841.0476
665,-195.42451,-3458.0209999999997,179474.1,4975.583
666,-152.9169,-1718.892,83015.11,3280.0490000000004
667,-138.235,-1657.6934,86356.13,3498.6338
668,-198.98708,-3707.2566,157754.47,4936.2583
669,-208.45337,-4624.1953,197742.56,5742.2812
670,-113.02787,-1263.7317,44528.33,2625.5007
671,-119.8391,-837.43097,43336.957,2579.4797
672,-153.7199,-4388.932,136477.27,7029.4233
673,-151.96921,-1497.2806,65178.01,3393.7913
674,-226.43677999999997,-5935.0776,161862.44,6166.205
675,-199.65887,-3053.0288,141088.89,4138.311
676,-111.12082,-1551.1974,64526.887,3373.3862
677,-145.42623999999998,-2671.3606,90718.46,4495.8623
678,-117.43278500000001,-1252.8525,46331.4,2576.154
679,-72.010414,-388.75097999999997,20904.014,1455.5043
680,-187.22603999999998,-6581.393,182660.69,8059.938
681,-114.84345,-2043.9122,77149.17,4384.0005
682,-150.9393,-2556.2625,90420.414,4203.7764
683,-148.71828,-1.2040024,0.0,210.6817
684,-150.20451,-2797.4849,91032.98,4307.957
685,-147.58803999999998,-1977.4883,57745.43,3063.3787
686,-126.0422,-1644.1958,67660.49,3253.2632
687,-154.39264,-2390.2727,68143.24,3412.5715
688,-185.72972,-4837.026,217363.36,7009.8267
689,-140.31622,-1428.0942,65298.777,2768.575
690,-219.20235,-5340.36,222058.25,6776.4204
691,-143.41403,-2898.9785,93312.95,4869.923
692,-174.6122,-3244.3347,149491.1,5149.499
693,-106.97209,-968.0151400000001,41194.492,2184.3606
694,-181.53322,-3102.9229,135702.12,4434.0317
695,-193.89574,-4317.298,132644.38,5158.198
696,-111.3176,-1244.4298,43845.055,2847.1753
697,-154.57816,-2817.8481,101295.85,4455.6045
698,-148.91173999999998,-3138.1155,112704.055,5306.2715
699,-145.00919,-2706.9658,94872.055,4396.668
700,-163.32211,-2184.4114,108611.41,3573.3264
701,-204.48328,-4992.3047,219147.27,6371.3228
702,-163.2683,-3244.7395,143198.8,5470.9478
703,-134.10147,-1743.4756,67887.18,3287.2017
704,-114.16823600000001,-1296.6553,64162.055,3321.903
705,-137.71828,-1.2040024,0.0,302.36908
706,-146.92693,-2810.815,83103.6,4578.7197
707,-210.47933999999998,-4460.965999999999,182214.58,5568.2554
708,-114.97246000000001,-1668.5355,65987.78,3702.3337
709,-179.78731000000002,-3939.2131,104371.45,4949.0303
710,-159.38298,-2380.3887,107351.234,3954.4868
711,-179.04315,-3471.7688,149279.73,5525.6553
712,-146.39438,-2400.3594,65685.41,3651.5176
713,-127.19418999999999,-1558.348,70829.06,3095.8333
714,-223.83495,-5987.909000000001,181175.89,6709.5796
715,-200.00583,-5111.4517,154272.2,5937.6284
716,-139.29587,-1036.7314,54336.37,2343.995
717,-127.588486,-2100.0867,76013.98,3870.461
718,-142.02782,-1700.7267,91041.69,3901.4185
719,-111.105255,-1027.0111,54041.55,2562.4863
720,-132.68266,-2510.351,79098.8,4466.1953
721,-175.1963,-3291.1357,137011.7,4688.12
722,-158.38007,-2713.0754,130991.57,4860.7056
723,-141.47933999999998,-2049.6204,104511.39,3737.897
724,-148.84935,-2506.2405,117935.83,4554.3125
725,-136.46988000000002,-2461.8652,87396.55,4202.0234
726,-156.15898,-3259.9746,89482.39,4529.698
727,-190.51125,-3544.9440000000004,80466.06,3863.5833
728,-110.275856,-1295.0222,49719.25,2915.0676
729,-155.57118,-2430.9014,97537.56,3859.4614
730,-149.6231,-2072.8320000000003,65371.18,3366.2754
731,-199.3584,-6808.1353,167019.12,7593.6934
732,-123.853485,-1653.0958,56950.265999999996,3200.7937
733,-133.27135,-1303.3485,69319.1,2677.0056
734,-123.01799,-1622.7727,71228.77,3552.8298
735,-138.7609,-2203.395,64337.496,3397.152
736,-107.17551,-689.5576,36869.375,2317.4868
737,-119.13288999999999,-1820.7164,64236.07,3775.3320000000003
738,-135.6733,-2085.6643,106972.63,4337.667
739,-180.15544,-3085.0293,155092.0,5387.7573
740,-124.69488,-1626.2985,64392.8,3283.5652
741,-124.6615,-1717.8785,57906.363,3221.7058
742,-186.4008,-3243.0427,146866.23,4693.2676
743,-209.35381999999998,-4804.6123,188384.5,6240.088000000001
744,-150.80383,-1522.6768,80791.234,3244.6733
745,-174.95035,-5389.6323,167984.48,7432.9890000000005
746,-111.57708000000001,-1542.6008,80052.01,3854.1404
747,-218.58907000000002,-6430.592,203980.44,7343.0596
748,-197.92403000000002,-3225.3179999999998,140889.31,4219.44
749,-158.69821000000002,-2919.5295,82299.43,4294.4473
750,-144.77728000000002,-2893.4666,107566.37,4857.1157
751,-128.06293,-1538.8026,57328.887,2878.5864
752,-203.36719,-7168.236999999999,181369.62,7766.68
753,-198.16518,-3886.4578,165412.47,5168.48
754,-156.28894,-3026.7815,129778.52,4767.5176
755,-175.49998,-3040.3901,128576.414,4406.8009999999995
756,-158.66312,-2782.6228,141764.23,4962.1343
757,-127.73524499999999,-2137.94,83500.33,3997.0203
758,-245.61133999999998,-6474.2793,300166.9,7133.5605
759,-105.6231,-1117.2421,44582.383,2612.3137
760,-223.7399,-6427.3604,248682.98,7690.8047
761,-122.67735,-906.6084,44993.324,3898.5806
762,-159.89372,-1703.9607,86897.2,3534.2424
763,-146.05988,-2775.208,99668.88,4731.706
764,-147.43657,-1944.2438,75548.98,3108.8806
765,-155.40945,-2420.7888,117412.85,4091.7769
766,-109.92163000000001,-1335.9192,52972.625,2935.1519
