,16_sin,id_sin,14_sin,15_sin,6_rbfFeature,5_rbfFeature,13_rbfFeature,14_rbfFeature,16_exp,17_square,7_square,3_square,4_square,11_square,16_degree,8_degree,17_degree,2_degree,4_relu,10_relu,2_relu,3_relu,6_tanh,10_tanh,14_tanh,2_tanh,9_recip,14_recip,4_recip,8_recip,8_zscore,6_zscore,2_zscore,9_zscore,Class
150,0.4871366,0.20214988,0.0,0.0,0.3125558,-0.14883915,-0.074032836,0.054780237,1.6633073,0.012511541,289.0,1089.0,1024.0,0.0,29.15255,222.84418,6.408819,1890.7606,32.0,0.073505,33.0,33.0,1.0,0.0733729,0.0,1.0,0.928398,0.0,0.03125,0.25711137,-1.0298911,-0.14087541,-0.2119629,-1.0262259,1.0
151,0.5029297,0.9333205,0.00389899,0.00389899,0.23406386,-0.0766509,-0.18235588,0.31389093,1.6938177,0.015563061,121.0,256.0,256.0,0.00821561,30.194014,916.53656,7.147763,916.7324,16.0,0.860597,16.0,16.0,1.0,0.69656515,0.00389898,1.0,6.311696,0.003899,0.0625,0.06251335,-0.8227881,-0.7562364,-0.8757718,-0.7769219,0.0
152,0.49407363,0.8064006,0.0,0.0,-0.18828861,0.293395,0.1287151,0.28050026,1.6766018,0.010135053,2116.0,6724.0,6400.0,0.068513066,29.60868,1719.8834,5.7681375,4984.7324,80.0,2.193125,87.0,82.0,1.0,0.9754114,0.0,1.0,6.742002,0.0,0.0125,0.033313755,-0.5829476,2.218008,1.8966066,-0.75699425,0.0
153,0.53806514,-0.061920337,0.0,0.0,0.11706184,0.025215568,0.23986419,0.23807633,1.7649812,0.008450021,16.0,289.0,225.0,0.030893689,32.55202,1084.565,5.2668567,974.0282,15.0,1.572806,17.0,17.0,1.0,0.91747093,0.0,1.0,6.081112,0.0,0.06666667,0.052828353,-0.772623,-0.9613567,-0.8367242,-0.78760046,0.0
154,0.5084528,-0.873312,0.0,0.0,-0.30731308,0.08480114,-0.09920402,-0.31462872,1.7046963,0.019299878,289.0,576.0,400.0,0.009066276,30.560823,1414.8644,7.9597588,1375.0986,20.0,1.311188,24.0,24.0,1.0,0.8645757,0.0,1.0,5.27285,0.0,0.05,0.040495593,-0.6740115,-0.55111605,-0.5633911,-0.82503164,1.0
155,0.51379025,-0.8817846,0.0,0.0,0.0014565589,0.044351198,-0.15398616,-0.18020296,1.7153153,0.0118603,1156.0,2809.0,2601.0,0.0009682054,30.916628,1336.033,6.2397966,3151.2676,51.0,1.814051,55.0,53.0,1.0,0.94824195,0.0,1.0,3.723004,0.0,0.019607844,0.042885005,-0.6975468,0.7308859,0.6470839,-0.896806,1.0
156,0.46065852,-0.07954854,0.94036055,0.5728757,-0.12435328,0.31338447,0.11155267,0.020452732,1.6140347,0.007366961,25.0,121.0,100.0,671.09485,27.429607,8371.261,4.9177537,630.25354,10.0,40.271896,11.0,11.0,0.99999976,1.0,0.95774424,1.0,54.69347,1.917904,0.1,0.0068443427,1.4028322,-1.0639169,-1.0710098,1.463669,1.0
157,0.49036717,0.7958241,0.0,0.0,0.2826701,-0.100747906,-0.30549833,-0.050305475,1.6694779,0.018336682,676.0,2025.0,2025.0,0.006651381,29.364716,1633.1874,7.758593,2692.9014,45.0,1.572641,47.0,45.0,1.0,0.9174448,0.0,1.0,7.675472,0.0,0.022222223,0.03508218,-0.6088308,0.37192538,0.33470327,-0.7137646,1.0
158,0.5068908,0.9395197,0.0,0.0,-0.3009006,0.21346223,0.30261356,-0.17036667,1.7016085,0.014438907,900.0,1849.0,1764.0,0.0,30.456945,679.91364,6.884775,2463.7183,42.0,0.631619,43.0,43.0,1.0,0.5591661,0.0,1.0,2.805312,0.0,0.023809524,0.084269196,-0.8934323,0.42320547,0.17851292,-0.9393049,0.0
159,0.4780322,0.21942526,0.0015909993,0.0,0.28644332,-0.2820698,-0.3134101,-0.30211452,1.646107,0.0068412754,3025.0,4356.0,4356.0,19.694368,28.55696,2926.0999,4.7390485,3838.817,66.0,15.032962,67.0,66.0,1.0,1.0,0.0015909987,1.0,25.920767,0.001591,0.015151516,0.019580936,-0.22282965,1.6539273,1.1156548,0.13118668,1.0
160,0.5006002,-0.7024078,0.0,0.0,-0.05957296,0.25680128,-0.040379453,-0.20707905,1.6892624,0.010137067,289.0,900.0,900.0,0.003109512,30.039717,724.4598,5.768711,1718.8733,30.0,0.19517,30.0,30.0,1.0,0.19272909,0.0,1.0,2.65183,0.0,0.033333335,0.07908759,-0.880133,-0.24343556,-0.32910562,-0.9464127,0.0
161,0.49442658,-0.97845036,0.060307384,0.051037814,0.2350121,-0.13009065,0.16282679,0.2071483,1.6772826,0.009202757,1089.0,2116.0,2116.0,0.3189493,29.631945,2668.88,5.4964414,2692.9014,46.0,4.016728,47.0,46.0,1.0,0.9993514,0.06027086,1.0,22.864096,0.060344,0.02173913,0.0214681,-0.29962313,0.7308859,0.33470327,-0.01036973,0.0
162,0.5269654,-0.35491017,0.14297931,0.10637635,-0.30154455,0.31148726,-0.28872287,-0.1005595,1.7419863,0.012477337,49.0,324.0,144.0,3.3499138,31.800646,8150.633,6.400053,1088.6198,12.0,10.064476,19.0,18.0,1.0,1.0,0.14249463,1.0,22.516716,0.143471,0.083333336,0.0070296107,1.3369634,-0.9613567,-0.7586291,-0.026457105,1.0
163,0.5373055,0.59493273,0.0,0.0,-0.30762568,-0.13079679,-0.22539067,0.12709524,1.7633915,0.009509176,100.0,441.0,441.0,1.950768,32.500397,2185.2917,5.587198,1203.2113,21.0,9.885579,21.0,21.0,1.0,1.0,0.0,1.0,21.298893,0.0,0.04761905,0.026218822,-0.44399917,-0.7562364,-0.6805339,-0.08285527,0.0
164,0.5092129,0.99779725,0.0,0.0,-0.3000864,-0.03822331,0.0998533,-0.19061218,1.7062021,0.0153195085,1936.0,6241.0,5625.0,0.15687065,30.611414,1542.5107,7.091613,4526.366,75.0,2.359398,79.0,79.0,1.0,0.9823061,0.0,1.0,9.965169,0.0,0.013333334,0.037144493,-0.6359025,1.9616077,1.5842259,-0.6077273,1.0
165,0.46574563,0.48329154,0.0,0.0,-0.08574489,-0.052641235,0.17511146,-0.31330886,1.6233257,0.012088563,81.0,361.0,361.0,0.0025436892,27.758486,751.4372,6.2995563,1088.6198,19.0,0.15433,19.0,19.0,1.0,0.1531163,0.0,1.0,5.845388,0.0,0.05263158,0.07624826,-0.87207884,-0.7049563,-0.7586291,-0.798517,0.0
166,0.52979344,-0.47555017,0.021441357,0.011231763,0.15131211,-0.18212569,0.31617633,0.26887906,1.7477984,0.011715031,289.0,1369.0,961.0,1.193707,31.991497,4657.7607,6.2014656,2119.9438,31.0,8.286166,37.0,37.0,1.0,0.9999999,0.021439714,1.0,23.867018,0.021443,0.032258064,0.012301141,0.2941606,-0.34599572,-0.055772565,0.036076233,1.0
167,0.49032706,-0.9971733,0.0,0.0,0.3161033,-0.19463478,0.29358912,-0.032727495,1.6694012,0.012356768,1764.0,4096.0,3969.0,1.8753576,29.36208,2128.496,6.3690557,3666.9297,63.0,8.665897,64.0,64.0,1.0,0.99999994,0.0,1.0,17.395094,0.0,0.015873017,0.026918434,-0.46095562,1.6026472,0.9985121,-0.26364273,0.0
168,0.48280331,-0.6019999,0.0,0.0,-0.25347647,0.31293264,0.2159715,-0.12048422,1.6550859,0.016316231,9.0,9.0,9.0,0.0007492264,28.86865,5685.6875,7.318676,171.88733,3.0,2.046803,3.0,3.0,0.9950548,0.9671893,0.0,0.9950548,8.685988,0.0,0.33333334,0.010077194,0.6010498,-1.3203173,-1.3833903,-0.666967,0.0
169,0.4753713,0.34664944,0.0019399988,0.0019399988,0.018526064,-0.17511342,0.23176168,0.31422058,1.6411315,0.0058716973,49.0,144.0,144.0,0.021737078,28.383526,1033.2509,4.3904037,687.5493,12.0,1.106733,12.0,12.0,1.0,0.8029045,0.0019399977,1.0,3.298859,0.00194,0.083333336,0.055451952,-0.7879429,-0.9613567,-1.0319622,-0.9164484,1.0
170,0.49980447,0.9765909,0.0,0.0,-0.15719408,-0.13411634,0.20343256,0.28313163,1.6877109,0.008367676,49.0,169.0,169.0,0.021592539,29.987062,3200.546,5.2411313,802.14087,13.0,3.260012,14.0,13.0,1.0,0.9970571,0.0,1.0,16.08889,0.0,0.07692308,0.017901877,-0.14089336,-0.9613567,-0.95386696,-0.32413384,0.0
171,0.5292913,0.7086591,0.0,0.0,0.286858,0.24518965,-0.3103607,-0.31509155,1.7467642,0.012838703,676.0,2304.0,2025.0,0.037043933,31.957579,1509.6288,6.4920697,2807.4932,45.0,2.556415,49.0,48.0,1.0,0.98803395,0.0,1.0,13.666809,0.0,0.022222223,0.03795355,-0.64571947,0.42320547,0.41279843,-0.43630198,1.0
172,0.5150114,-0.21081054,0.0,0.0,0.05748351,0.18242672,-0.20797187,0.3030402,1.7177597,0.016313678,625.0,1600.0,1600.0,0.0038865248,30.998219,1344.7863,7.3181033,2349.127,40.0,1.669545,41.0,40.0,1.0,0.9314915,0.0,1.0,7.033986,0.0,0.025,0.042605862,-0.6949335,0.37192538,0.100417756,-0.7434722,0.0
173,0.5259494,-0.936462,0.0,0.0,-0.24254254,0.31198475,0.19719319,-0.2638829,1.739906,0.0069697453,64.0,196.0,196.0,0.017404733,31.732176,2291.7507,4.783338,802.14087,14.0,6.321156,14.0,14.0,1.0,0.99999356,0.0,1.0,26.133902,0.0,0.071428575,0.025000876,-0.41221562,-0.9100766,-0.95386696,0.14105707,1.0
174,0.52240247,-0.8011346,0.0,0.0,0.14116243,-0.2439987,-0.25081447,0.31606355,1.7326741,0.017824385,36.0,169.0,169.0,0.002253306,31.49354,1776.422,7.649444,744.8451,13.0,0.994879,13.0,13.0,1.0,0.75943506,0.0,1.0,14.292234,0.0,0.07692308,0.03225347,-0.5660679,-0.9100766,-0.99291456,-0.40733814,0.0
175,0.46258172,0.07075223,0.0,0.0,-0.18403666,0.23959248,0.15442042,-0.14036554,1.6175376,0.010452813,100.0,256.0,256.0,3.2429419,27.553825,3744.0303,5.857863,916.7324,16.0,14.034021,16.0,16.0,1.0,1.0,0.0,1.0,29.05095,0.0,0.0625,0.0153032355,0.021364791,-0.8075164,-0.8757718,0.2761474,1.0
176,0.459133,0.8775898,0.0,0.0,0.2623516,0.30141157,0.29515585,0.24359259,1.6112641,0.00640272,3025.0,4900.0,4761.0,0.0750234,27.331175,1715.3582,4.584636,4182.592,69.0,3.431496,73.0,70.0,1.0,0.9979106,0.0,1.0,10.345269,0.0,0.014492754,0.03340164,-0.5842986,1.8590475,1.3499404,-0.5901246,1.0
177,0.53658086,0.87757534,0.0,0.0,0.15873784,0.08664647,-0.028121969,0.30304417,1.7618775,0.012499686,16.0,49.0,49.0,0.047771968,32.451183,3874.8608,6.405782,401.07043,7.0,7.135179,7.0,7.0,0.9999877,0.99999875,0.0,0.99999833,46.181244,0.0,0.14285715,0.014786538,0.060424473,-1.166477,-1.2272,1.0694623,0.0
178,0.5097963,0.07072216,0.0,0.0,0.23231874,0.21483935,-0.09136379,0.24153744,1.7073594,0.008400272,1444.0,4096.0,3481.0,0.16063182,30.65026,1648.7462,5.2513294,3781.5212,59.0,3.151944,66.0,64.0,1.0,0.9963483,0.0,1.0,13.842765,0.0,0.016949153,0.03475112,-0.60418576,0.98728627,1.0766072,-0.42815337,1.0
179,0.49949002,-0.80115265,0.0,0.0,-0.06382902,0.010309958,0.19033906,-0.1576354,1.6870981,0.010600966,1156.0,3249.0,3249.0,0.0,29.966265,656.20306,5.89923,3437.7466,57.0,0.11356,60.0,57.0,1.0,0.113074355,0.0,1.0,3.467365,0.0,0.01754386,0.08731409,-0.9005111,1.2436867,0.8423218,-0.9086448,1.0
180,0.50710195,-0.9364514,0.008278905,0.0020699985,-0.12447695,0.03038689,-0.3072359,-0.16624025,1.7020255,0.012033871,100.0,1225.0,900.0,0.128217,30.470982,1403.9304,6.28529,2119.9438,30.0,2.160861,37.0,35.0,1.0,0.9737939,0.008278811,1.0,10.713234,0.008279,0.033333335,0.04081098,-0.67727584,-0.60239613,-0.055772565,-0.57308394,1.0
181,0.51677954,-0.21078107,0.0,0.0,0.3150736,-0.169809,0.30600244,0.26796946,1.7213088,0.006620751,49.0,144.0,144.0,0.014521938,31.116476,1144.5569,4.6620426,687.5493,12.0,0.841486,12.0,12.0,1.0,0.68659526,0.0,1.0,3.580179,0.0,0.083333336,0.050059352,-0.7547123,-0.9613567,-1.0319622,-0.90342027,0.0
182,0.5059199,0.70868045,0.05440313,0.007188938,-0.3087762,0.17365229,0.31577706,-0.063616104,1.6996936,0.014191957,576.0,4900.0,3721.0,32.346653,30.392431,16406.148,6.825646,4182.592,61.0,27.72947,73.0,70.0,1.0,1.0,0.054376315,1.0,49.69142,0.05443,0.016393442,0.0034923353,3.8016615,0.5770457,1.3499404,1.232021,1.0
183,0.47884184,0.9765844,0.0,0.0,-0.31603003,0.094371065,-0.10243566,-0.014730431,1.6476251,0.010295754,1089.0,2401.0,2401.0,1.6369872,28.609785,2265.9753,5.813688,2864.7888,49.0,4.616793,50.0,49.0,1.0,0.9998046,0.0,1.0,17.201994,0.0,0.020408163,0.02528526,-0.41991094,0.67960584,0.451846,-0.2725853,0.0
184,0.50552297,0.3466212,0.0015769993,0.0,-0.12270865,0.31588864,-0.040249582,-0.15136735,1.6989119,0.013245477,1849.0,3969.0,3969.0,0.023870869,30.366074,800.7753,6.5941133,3896.1128,63.0,0.665307,68.0,63.0,1.0,0.5818844,0.0015769987,1.0,4.694983,0.001577,0.015873017,0.07155038,-0.8573488,1.5513672,1.1547024,-0.85179305,1.0
185,0.4682286,-0.60202396,0.0,0.0,-0.2532819,-0.3152626,-0.11679744,-0.26237336,1.6278906,0.009133052,64.0,484.0,361.0,2.7631216,27.919373,11375.122,5.4755855,1375.0986,19.0,16.580961,24.0,22.0,1.0,1.0,0.0,1.0,37.607845,0.0,0.05263158,0.0050369375,2.2996397,-0.7049563,-0.5633911,0.67242277,1.0
186,0.4909161,-0.99717104,0.035187736,0.0,0.24499857,-0.27431044,-0.0031488643,0.10151679,1.67053,0.014782669,2116.0,3969.0,3600.0,0.1272727,29.40081,485.9875,6.9662495,3666.9297,60.0,1.467007,64.0,63.0,1.0,0.899005,0.03518048,1.0,3.428348,0.035195,0.016666668,0.11789558,-0.9513293,1.2949667,0.9985121,-0.91045165,1.0
187,0.49016234,-0.47552368,0.0,0.0,0.035056297,0.30781463,0.11546103,0.31245714,1.6690857,0.010852847,900.0,2116.0,2116.0,0.26648515,29.351252,2001.9952,5.968902,2635.6057,46.0,3.484501,46.0,46.0,1.0,0.9981206,0.0,1.0,19.05047,0.0,0.02173913,0.028619338,-0.49872264,0.782166,0.29565567,-0.18698117,0.0
188,0.48978403,0.48331794,0.14234486,0.059607644,-0.25725996,-0.31593293,0.30826712,0.30778617,1.6683615,0.012770808,1369.0,6724.0,5776.0,37.855278,29.326385,3110.6438,6.474881,5099.324,76.0,15.273359,89.0,82.0,1.0,1.0,0.1418666,1.0,24.805279,0.14283,0.013157895,0.018419268,-0.16773379,1.3975269,1.9747018,0.079527706,1.0
189,0.49396318,0.9977993,0.0,0.0,-0.23871931,0.30909437,0.23432593,-0.31428534,1.6763887,0.009000887,289.0,3025.0,2304.0,0.038416788,29.601402,3765.7798,5.4358225,3437.7466,48.0,8.442675,60.0,55.0,1.0,0.9999999,0.0,1.0,30.54084,0.0,0.020833334,0.015214851,0.027858142,-0.24343556,0.8423218,0.34514523,1.0
190,0.5426569,0.5949086,0.0,0.0,0.22958781,0.31593093,-0.3145961,0.021415243,1.774639,0.008518921,3025.0,8464.0,8464.0,0.00079292926,32.864685,1089.2126,5.2882857,5328.5073,92.0,0.944886,93.0,92.0,1.0,0.73745906,0.0,1.0,5.390854,0.0,0.010869565,0.05260293,-0.7712354,2.5769687,2.130892,-0.8195668,1.0
191,0.510542,-0.35493836,0.037626114,0.0335597,0.31079212,-0.14993984,-0.1347339,-0.24166802,1.7088404,0.009534741,81.0,1225.0,900.0,6.0489883,30.699936,9670.254,5.594703,2406.4226,30.0,18.557907,42.0,35.0,1.0,1.0,0.037617236,1.0,54.775578,0.037635,0.033333335,0.0059249504,1.7906489,-0.60239613,0.13946533,1.4674715,1.0
192,0.52388793,-0.97845656,0.0,0.0,-0.1194079,-0.31337672,0.24570978,0.3111566,1.7356969,0.010607146,729.0,1849.0,1849.0,0.01293929,31.593407,1075.995,5.9009495,2463.7183,43.0,1.441869,43.0,43.0,1.0,0.89407337,0.0,1.0,8.466755,0.0,0.023255814,0.053249113,-0.7751816,0.3206453,0.17851292,-0.67711985,0.0
193,0.5119291,-0.7023863,0.0,0.0,0.30579942,-0.19555603,0.105359666,0.30528948,1.7116005,0.015336097,625.0,1444.0,1444.0,0.0,30.79241,1166.196,7.0954514,2177.2395,38.0,0.857701,38.0,38.0,1.0,0.6950713,0.0,1.0,3.262627,0.0,0.02631579,0.049130484,-0.7482519,0.37192538,-0.016724985,-0.91812634,0.0
194,0.52029127,0.21945468,0.0,0.0,0.22222714,-0.29572314,0.20843498,0.31522074,1.7283928,0.006757169,1681.0,5329.0,5329.0,0.06540244,31.35179,2928.542,4.7098274,4239.8877,73.0,3.772144,74.0,73.0,1.0,0.9989423,0.0,1.0,13.356251,0.0,0.01369863,0.019564608,-0.22210059,1.7052073,1.388988,-0.45068413,0.0
195,0.45931154,0.9395301,0.0,0.0,-0.11217143,0.29009044,0.31075445,-0.28298274,1.611588,0.015467897,9.0,16.0,16.0,0.44755164,27.34269,4390.8765,7.125876,229.1831,4.0,9.332797,4.0,4.0,0.9993293,1.0,0.0,0.9993293,36.24696,0.0,0.25,0.013048825,0.2144818,-1.2690371,-1.3443427,0.60939926,0.0
196,0.4951253,0.7958058,0.019916683,0.016852202,0.09155013,-0.16684483,-0.29685396,-0.14931163,1.6786317,0.00902329,1369.0,4489.0,4096.0,0.52740276,29.67801,1879.5427,5.442583,4182.592,64.0,5.871082,73.0,67.0,1.0,0.9999841,0.019915367,1.0,12.143579,0.019918,0.015625,0.030483892,-0.535281,1.1411265,1.3499404,-0.50684375,1.0
197,0.4904247,-0.07957859,0.0,0.0,0.31590745,-0.3020585,0.21178725,0.118825234,1.6695882,0.010855348,729.0,2025.0,1764.0,0.09962229,29.368498,1909.4701,5.9695897,2578.31,42.0,2.895828,45.0,45.0,1.0,0.99391276,0.0,1.0,13.394355,0.0,0.023809524,0.030006114,-0.52634615,0.3206453,0.25660807,-0.4489195,1.0
198,0.46239197,-0.8817988,0.0,0.0,-0.2172488,-0.25638577,-0.29927474,-0.007865153,1.6171914,0.011099044,36.0,81.0,81.0,3.057011,27.541563,12270.203,6.0362244,515.662,9.0,14.763404,9.0,9.0,0.9999877,1.0,0.0,0.99999994,31.265108,0.0,0.11111111,0.004669505,2.5668678,-1.166477,-1.1491048,0.37868655,0.0
199,0.5335091,-0.8732973,0.0,0.0,0.026119843,-0.23441076,0.31590375,-0.099452354,1.755483,0.01355548,196.0,529.0,484.0,0.0,32.242855,457.35248,6.6708326,1317.8029,22.0,0.0,23.0,23.0,1.0,0.0,0.0,1.0,3.447823,0.0,0.045454547,0.12527707,-0.9598783,-0.60239613,-0.6024387,-0.90954983,1.0
200,0.51233286,-0.061890252,0.0,0.0,0.14077336,-0.26485687,-0.13706066,0.30911675,1.7124053,0.008899658,81.0,289.0,196.0,0.067169085,30.819342,2297.3691,5.405169,974.0282,14.0,4.927334,17.0,17.0,1.0,0.999895,0.0,1.0,22.94688,0.0,0.071428575,0.024939734,-0.4105383,-0.9613567,-0.8367242,-0.0065359194,0.0
201,0.49811974,0.8064184,0.0,0.0,-0.30719414,-0.30735698,-0.27470174,-0.058261186,1.6844329,0.015321488,784.0,1369.0,1369.0,0.0069807693,29.875679,3011.9067,7.092071,2119.9438,37.0,4.8042,37.0,37.0,1.0,0.9998657,0.0,1.0,24.539326,0.0,0.027027028,0.01902309,-0.19721188,0.26936522,-0.055772565,0.06721125,0.0
202,0.49383625,0.93330973,0.011185767,0.0015979992,-0.17535219,-0.19471097,-0.295403,0.16469246,1.6761441,0.009815459,1156.0,2025.0,1849.0,131.67381,29.593039,7339.4136,5.6764646,2807.4932,43.0,47.879555,49.0,45.0,1.0,1.0,0.011185533,1.0,81.06111,0.011186,0.023255814,0.007806588,1.0947726,0.47448552,0.41279843,2.6847713,1.0
203,0.4793992,0.20212036,0.0,0.0,-0.20718761,-0.046021465,0.2961234,-0.043389082,1.6486717,0.008671335,576.0,2401.0,2401.0,4.5041914,28.646168,6331.4883,5.335383,2807.4932,49.0,11.784233,49.0,49.0,1.0,1.0,0.0,1.0,36.71163,0.0,0.020408163,0.009049337,0.7938547,0.21808514,0.41279843,0.63091856,1.0
204,0.518088,-0.7148975,0.0009709998,0.0009709998,0.23203142,-0.00826643,-0.13884838,-0.18301181,1.7239429,0.00797967,81.0,256.0,256.0,0.042773273,31.204082,4322.3096,5.118174,974.0282,16.0,5.237412,17.0,16.0,1.0,0.9999435,0.0009709997,1.0,20.3525,0.000971,0.0625,0.013255824,0.19401108,-0.85879654,-0.8367242,-0.1266833,1.0
205,0.4810053,-0.9746419,0.0,0.0,0.3121591,0.31620663,0.26597205,-0.100482844,1.6516932,0.013348566,1521.0,6084.0,5476.0,0.13783029,28.75108,1536.658,6.6197248,4640.958,74.0,1.970273,81.0,78.0,1.0,0.961866,0.0,1.0,11.903282,0.0,0.013513514,0.037285965,-0.63764983,1.6026472,1.6623211,-0.51797205,1.0
206,0.48596415,-0.33830503,0.0,0.0,0.040970616,0.0069714966,0.29192036,-0.06137629,1.6610765,0.007250863,49.0,121.0,100.0,0.0076001775,29.075659,2546.2375,4.87885,630.25354,10.0,1.235718,11.0,11.0,0.99999976,0.84422994,0.0,1.0,7.945495,0.0,0.1,0.022502134,-0.33623818,-1.0639169,-1.0710098,-0.7012597,0.0
207,0.51297504,0.6090679,0.0,0.0,0.31416792,0.3113693,0.05772585,0.09992977,1.7136867,0.01203804,121.0,256.0,225.0,0.0,30.862198,279.20468,6.286378,916.7324,15.0,0.0,16.0,16.0,1.0,0.0,0.0,1.0,0.043887,0.0,0.06666667,0.20521066,-1.0130646,-0.7562364,-0.8757718,-1.0671881,0.0
208,0.4961996,0.99646664,0.10833695,0.08246524,-0.14991106,0.22591755,-0.22387509,0.082231864,1.6807095,0.009875788,1600.0,5625.0,4761.0,0.3573517,29.748884,1890.3622,5.6938825,4583.662,69.0,2.518051,80.0,75.0,1.0,0.9870859,0.10812564,1.0,9.871923,0.10855,0.014492754,0.030309418,-0.53205085,1.448807,1.6232735,-0.6120456,1.0
209,0.5363133,0.4677185,0.0,0.0,0.3003949,-0.13608691,-0.13783097,-0.14171566,1.761319,0.007426131,961.0,2209.0,2116.0,0.011274192,32.433018,1144.5211,4.9374638,2692.9014,46.0,2.234394,47.0,47.0,1.0,0.97733736,0.0,1.0,9.419231,0.0,0.02173913,0.050060917,-0.754723,0.37192538,0.33470327,-0.63301,0.0
210,0.45685282,-0.49104783,0.0,0.0,0.08284508,-0.28138807,0.2536239,-0.21328954,1.6071365,0.016316231,4.0,25.0,25.0,0.11124292,27.18421,4810.2915,7.318676,286.47888,5.0,3.585707,5.0,5.0,0.9993293,0.9984647,0.0,0.9999092,12.215938,0.0,0.2,0.011911082,0.33969888,-1.2690371,-1.3052951,-0.5034928,0.0
211,0.4619681,-0.9983471,0.0,0.0,0.065544724,0.09181404,-0.16750705,0.21421884,1.6164187,0.019129103,1296.0,3136.0,2809.0,0.025620483,27.514175,874.0942,7.924464,3380.4507,53.0,1.274297,59.0,56.0,1.0,0.854958,0.0,1.0,6.582832,0.0,0.018867925,0.06554875,-0.83545935,0.8847261,0.8032742,-0.7643655,1.0
212,0.4575323,-0.5877706,0.0,0.0,-0.25286072,0.0927059,-0.21259788,-0.29318023,1.6083648,0.013354575,100.0,256.0,256.0,6.7712464,27.227983,12229.511,6.6212144,916.7324,16.0,19.069685,16.0,16.0,1.0,1.0,0.0,1.0,40.048164,0.0,0.0625,0.0046850424,2.554719,-0.85879654,-0.8757718,0.7854355,1.0
213,0.5133681,0.36319944,0.0,0.0,-0.047143213,-0.21814947,0.27183512,-0.31373423,1.7144717,0.013530342,144.0,529.0,529.0,6.2086043,30.88844,7886.119,6.6646447,1375.0986,23.0,20.508116,24.0,23.0,1.0,1.0,0.0,1.0,68.00768,0.0,0.04347826,0.007265396,1.2579923,-0.7049563,-0.5633911,2.0802588,1.0
214,0.47493485,0.98024565,0.0,0.0,0.011131501,-0.2952289,-0.31592715,-0.27840692,1.6403177,0.020564996,169.0,256.0,256.0,0.0,28.355106,492.55142,8.216501,916.7324,16.0,0.045767,16.0,16.0,1.0,0.045735072,0.0,1.0,5.836869,0.0,0.0625,0.116324455,-0.9493696,-0.7562364,-0.8757718,-0.7989116,0.0
215,0.47064883,0.6960585,0.0038219907,0.0019109988,0.13177067,-0.28033832,0.102515504,0.026231287,1.6323586,0.013146685,121.0,289.0,289.0,0.3646614,28.07642,5598.357,6.569476,974.0282,17.0,11.536633,17.0,17.0,1.0,1.0,0.0038219814,1.0,45.02478,0.003822,0.05882353,0.010234392,0.57497704,-0.7562364,-0.8367242,1.0159057,0.0
216,0.494304,-0.22808161,0.25206834,0.22594303,0.065560974,-0.30379054,-0.11266268,-0.21860059,1.6770461,0.014468722,2116.0,6084.0,5476.0,0.53699,29.623863,638.8599,6.89188,4526.366,74.0,1.699833,79.0,78.0,1.0,0.9353882,0.24944134,1.0,3.472471,0.254817,0.013513514,0.08968441,-0.90568894,1.5513672,1.5842259,-0.9084083,1.0
217,0.47021908,-0.94252455,0.0,0.0,-0.08032558,0.11873038,-0.2902294,-0.15368578,1.6315639,0.01643242,16.0,100.0,100.0,0.1600584,28.048517,16060.915,7.344688,572.95776,10.0,14.662112,10.0,10.0,0.99999833,1.0,0.0,1.0,28.260464,0.0,0.1,0.0035674043,3.698591,-1.115197,-1.1100572,0.23953952,0.0
218,0.4988046,-0.79041475,0.0,0.0,-0.25391495,-0.119929686,0.29157498,0.30067754,1.6857643,0.012730158,1521.0,4624.0,3969.0,5.87326,29.920942,2819.0803,6.464568,3896.1128,63.0,13.009211,68.0,68.0,1.0,1.0,0.0,1.0,28.095694,0.0,0.015873017,0.020324279,-0.25478053,1.2949667,1.1547024,0.23190892,0.0
219,0.5201982,0.08839871,0.0,0.0,-0.16626774,0.17691183,-0.16077544,0.30826333,1.7282046,0.015950426,784.0,1600.0,1600.0,0.0028103783,31.345547,791.5119,7.2361703,2291.831,40.0,1.772807,40.0,40.0,1.0,0.94391626,0.0,1.0,5.73161,0.0,0.025,0.07238776,-0.86011446,0.42320547,0.06137018,-0.80378616,0.0
220,0.51070964,0.8859388,0.0,0.0,-0.10546157,0.26512375,0.15849824,0.3153562,1.7091737,0.008054704,3364.0,6724.0,6724.0,0.12887597,30.711111,1463.9932,5.1421814,4755.5493,82.0,1.733559,83.0,82.0,1.0,0.9394751,0.0,1.0,4.10323,0.0,0.0121951215,0.03913664,-0.6593441,2.5256886,1.7404163,-0.8791975,0.0
221,0.5183548,0.86895084,0.0038459904,0.0038459904,0.099368125,0.11084706,0.12792248,0.3084021,1.7244807,0.00699565,196.0,676.0,576.0,1.6994487,31.221958,3470.0024,4.7922187,1489.6902,24.0,16.513592,26.0,26.0,1.0,1.0,0.003845981,1.0,29.497963,0.003846,0.041666668,0.01651174,-0.060446676,-0.34599572,-0.48529595,0.2968489,0.0
222,0.54077566,0.053053487,0.0,0.0,-0.28504583,0.10955777,-0.16241331,-0.072724536,1.7706717,0.006838463,1.0,1.0,1.0,0.014024954,32.736458,3441.0137,4.7380743,57.295776,1.0,4.499223,1.0,1.0,0.7615942,0.9997528,0.0,0.7615942,26.562466,0.0,1.0,0.016650843,-0.06910128,-1.4228774,-1.4614855,0.16090415,0.0
