,INDUS_square_negative,NOX_exp_negative,LSTAT_tanh_negative,LSTAT_recip_negative,PTRATIO_zscore_negative,RM_zscore_abs,RM_negative_abs,NOX_exp_relu,ZN_tanh_relu,RM_relu_relu,LSTAT_square_relu,ZN_recip_relu,NOX_tanh_sigmoid,PTRATIO_radian_sigmoid,LSTAT_recip_sigmoid,CRIM_radian_sigmoid,NOX_tanh_cos,RM_negative_cos,RM_tanh_cos,LSTAT_radian_cos,RM_relu_cos,RM_zscore_tanh,LSTAT_recip_tanh,RM_adde_tanh,NOX_exp_tanh,RM_tanh_tanh,INDUS_square_mmnorm,PTRATIO_relu_mmnorm,NOX_exp_mmnorm,RM_relu_mmnorm,NOX_tanh_mmnorm,LSTAT_square_mmnorm,RM_zscore_recip,LSTAT_radian_recip,LSTAT_adde_recip,ZN_recip_recip,LSTAT_square_recip,NOX_tanh_adde,RM_negative_adde,LSTAT_adde_adde,LSTAT_square_adde,RM_adde_adde,MEDV
110,-73.273605,-1.6820277,-1.0,-0.07692308,-1.1302292,0.12769817,6.195,1.6820277,0.0,6.195,169.0,0.0,0.6172046,0.59019554,0.5192213,0.50047094,0.88805467,0.9961142,0.5403093,0.97437006,0.9961142,-0.12700854,0.076771714,0.99999994,0.9331242,0.7615906,0.094972566,0.88297856,0.23096335,0.5046944,0.3304808,0.11538462,-7.830966,4.4073677,0.06362019,0.0,0.00591716,3.1959817,-3.4767184,18.436563,171.71828,11.631564,21.7
111,-100.2001,-1.728061,-1.0,-0.098425195,0.30309457,0.6131243,6.715,1.728061,0.0,6.715,103.22559,0.0,0.6220523,0.5770485,0.52458644,0.50043994,0.8784114,0.9082077,0.5403048,0.984319,0.9082077,0.5463227,0.09810859,1.0,0.9388264,0.761593,0.12997404,0.5531914,0.2810166,0.60433036,0.3919083,0.06966758,1.6309906,5.6393485,0.077650115,0.0,0.00968752,3.21655,-3.9967184,15.596563,105.94388,12.151564,22.8
112,-100.2001,-1.728061,-1.0,-0.06169032,0.30309457,0.52945197,5.913,1.728061,0.0,5.913,262.76407,0.0,0.6220523,0.5770485,0.51541764,0.500538,0.8784114,0.93226033,0.5403146,0.96024495,0.93226033,-0.48496208,0.06161218,0.99999994,0.9388264,0.761588,0.12997404,0.5531914,0.2810166,0.450661,0.3919083,0.18055612,-1.8887454,3.5345948,0.052831,0.0,0.0038056953,3.21655,-3.1947184,21.64656,265.48236,11.349564,18.8
113,-100.2001,-1.728061,-1.0,-0.05851375,0.30309457,0.27443823,6.092,1.728061,0.0,6.092,292.0681,0.0,0.6220523,0.5770485,0.51462424,0.5009692,0.8784114,0.9817797,0.5403109,0.95584434,0.9817797,-0.2677498,0.058447063,0.99999994,0.9388264,0.7615898,0.12997404,0.5531914,0.2810166,0.48495883,0.3919083,0.20092414,-3.6438072,3.3525908,0.05048394,0.0,0.003423859,3.21655,-3.3737183,22.526562,294.7864,11.5285635,18.7
114,-100.2001,-1.728061,-1.0,-0.09569378,0.30309457,0.04364328,6.254,1.728061,0.0,6.254,109.2025,0.0,0.6220523,0.5770485,0.5239052,0.50062096,0.8784114,0.9995741,0.54030854,0.9834136,0.9995741,-0.04361559,0.09540275,0.99999994,0.9388264,0.761591,0.12997404,0.5531914,0.2810166,0.51599926,0.3919083,0.07382187,-22.913034,5.4828496,0.07594005,0.0,0.0091573,3.21655,-3.5357184,15.886563,111.920784,11.690564,18.5
115,-100.2001,-1.728061,-1.0,-0.063451774,0.30309457,0.5080823,5.928,1.728061,0.0,5.928,248.37761,0.0,0.6220523,0.5770485,0.5158576,0.5007476,0.8784114,0.9375821,0.54031426,0.9624078,0.9375821,-0.46844962,0.063366756,0.99999994,0.9388264,0.76158816,0.12997404,0.5531914,0.2810166,0.45353514,0.3919083,0.1705567,-1.9681852,3.6355188,0.054117583,0.0,0.004026128,3.21655,-3.2097182,21.196564,251.09589,11.364564,18.3
116,-100.2001,-1.728061,-1.0,-0.08305648,0.30309457,0.15476675,6.176,1.728061,0.0,6.176,144.9616,0.0,0.6220523,0.5770485,0.5207522,0.5005741,0.8784114,0.99426115,0.5403096,0.9780022,0.99426115,-0.15354279,0.08286602,0.99999994,0.9388264,0.7615906,0.12997404,0.5531914,0.2810166,0.50105387,0.3919083,0.09867653,-6.461336,4.7587857,0.06775857,0.0,0.006898379,3.21655,-3.4577184,17.476562,147.67987,11.612563,21.2
117,-100.2001,-1.728061,-1.0,-0.097087376,0.30309457,0.37558913,6.021,1.728061,0.0,6.021,106.090004,0.0,0.6220523,0.5770485,0.52425283,0.5006588,0.8784114,0.96582586,0.54031223,0.98388505,0.96582586,-0.35887077,0.096783474,0.99999994,0.9388264,0.76158917,0.12997404,0.5531914,0.2810166,0.47135466,0.3919083,0.07165851,-2.662484,5.562697,0.076815054,0.0,0.009425959,3.21655,-3.3027182,15.736564,108.80829,11.457563,19.2
118,-100.2001,-1.728061,-1.0,-0.06506181,0.30309457,0.58786285,5.872,1.728061,0.0,5.872,236.2369,0.0,0.6220523,0.5770485,0.51625973,0.50056976,0.8784114,0.9166478,0.5403156,0.9642343,0.9166478,-0.5283568,0.06497016,0.99999994,0.9388264,0.76158756,0.12997404,0.5531914,0.2810166,0.4428051,0.3919083,0.16211818,-1.7010771,3.727767,0.05528441,0.0,0.004233039,3.21655,-3.1537185,20.806564,238.95517,11.308564,20.4
119,-100.2001,-1.728061,-1.0,-0.07347539,0.30309457,0.7887401,5.731,1.728061,0.0,5.731,185.23209,0.0,0.6220523,0.5770485,0.5183606,0.50063163,0.8784114,0.8513802,0.54032004,0.97191995,0.8513802,-0.65769464,0.07334345,0.9999999,0.9388264,0.76158535,0.12997404,0.5531914,0.2810166,0.41578847,0.3919083,0.12666687,-1.2678448,4.20983,0.061243434,0.0,0.0053986325,3.21655,-3.0127182,19.046562,187.95036,11.167563,19.3
120,-657.9225,-1.7878253,-1.0,-0.06958942,-0.29797715,0.5907126,5.87,1.7878253,0.0,5.87,206.4969,0.0,0.62794054,0.5825762,0.5173904,0.500301,0.86612886,0.9158464,0.5403157,0.9687132,0.9158464,-0.5304079,0.069477305,0.99999994,0.9455306,0.76158744,0.8549517,0.69148934,0.3460002,0.44242185,0.46693945,0.14144716,-1.6928706,3.9871805,0.058519635,0.0,0.004842688,3.2416735,-3.1517181,19.806564,209.21518,11.306563,22.0
121,-657.9225,-1.7878253,-1.0,-0.070077084,-0.29797715,0.39980793,6.004,1.7878253,0.0,6.004,203.63292,0.0,0.62794054,0.5825762,0.51751214,0.5003126,0.86612886,0.9612803,0.5403126,0.96914494,0.9612803,-0.37978458,0.0699626,0.99999994,0.9455306,0.76158905,0.8549517,0.69148934,0.3460002,0.4680974,0.46693945,0.13945653,-2.501201,4.015121,0.058864105,0.0,0.0049107973,3.2416735,-3.2857184,19.706562,206.3512,11.440564,20.3
122,-657.9225,-1.7878253,-1.0,-0.055772446,-0.29797715,0.46106857,5.961,1.7878253,0.0,5.961,321.48492,0.0,0.62794054,0.5825762,0.5139395,0.5004058,0.86612886,0.9485457,0.5403135,0.95143336,0.9485457,-0.43095475,0.05571469,0.99999994,0.9455306,0.7615885,0.8549517,0.69148934,0.3460002,0.45985812,0.46693945,0.22137055,-2.1688747,3.195526,0.048430182,0.0,0.0031105657,3.2416735,-3.2427182,23.366562,324.20322,11.397563,20.5
123,-657.9225,-1.7878253,-1.0,-0.039354585,-0.29797715,0.61065775,5.856,1.7878253,0.0,5.856,645.6681,0.0,0.62794054,0.5825762,0.5098374,0.5006561,0.86612886,0.9101355,0.5403161,0.9032604,0.9101355,-0.54459,0.039334282,0.99999994,0.9455306,0.76158726,0.8549517,0.69148934,0.3460002,0.4397394,0.46693945,0.4466968,-1.6375785,2.2548516,0.03555141,0.0,0.0015487834,3.2416735,-3.1377182,30.846561,648.38635,11.292563,17.3
124,-657.9225,-1.7878253,-1.0,-0.05688282,-0.29797715,0.5778903,5.879,1.7878253,0.0,5.879,309.0564,0.0,0.62794054,0.5825762,0.51421684,0.50042975,0.86612886,0.91942316,0.5403155,0.9532962,0.91942316,-0.5211304,0.056821547,0.99999994,0.9455306,0.7615876,0.8549517,0.69148934,0.3460002,0.44414634,0.46693945,0.21273199,-1.7304323,3.2591455,0.04926525,0.0,0.0032356554,3.2416735,-3.1607184,23.016563,311.7747,11.315564,18.8
125,-657.9225,-1.7878253,-1.0,-0.067521945,-0.29797715,0.42545196,5.986,1.7878253,0.0,5.986,219.3361,0.0,0.62794054,0.5825762,0.5168741,0.5007375,0.86612886,0.95616454,0.54031295,0.9667788,0.95616454,-0.40151343,0.067419514,0.99999994,0.9455306,0.76158875,0.8549517,0.69148934,0.3460002,0.46464843,0.46693945,0.15037115,-2.3504417,3.8687224,0.057050657,0.0,0.004559213,3.2416735,-3.2677183,20.246563,222.05438,11.422564,21.4
126,-657.9225,-1.7878253,-1.0,-0.036683787,-0.29797715,0.9568499,5.613,1.7878253,0.0,5.613,743.1076,0.0,0.62794054,0.5825762,0.50916994,0.50169015,0.86612886,0.78370655,0.54032475,0.88893723,0.78370655,-0.7428685,0.03666734,0.9999999,0.9455306,0.761583,0.8549517,0.69148934,0.3460002,0.39317876,0.46693945,0.5144229,-1.045096,2.101826,0.033357482,0.0,0.0013457001,3.2416735,-2.8947182,32.696564,745.82587,11.049563,15.7
127,-479.17206,-1.8663787,-1.0,-0.058173355,-1.2689384,0.8428773,5.693,1.8663787,0.0,5.693,295.49612,0.0,0.63504153,0.59146136,0.51453924,0.50113076,0.8504759,0.8308375,0.5403214,0.95532995,0.8308375,-0.6873301,0.05810782,0.9999999,0.9532647,0.76158464,0.62259585,0.91489375,0.43141353,0.4085073,0.5580729,0.20330681,-1.1864122,3.333088,0.050230347,0.0,0.0033841392,3.2721887,-2.974718,22.626564,298.21442,11.129563,16.2
128,-479.17206,-1.8663787,-1.0,-0.06497726,-1.2689384,0.20852138,6.431,1.8663787,0.0,6.431,236.85211,0.0,0.63504153,0.59146136,0.51623863,0.50141996,0.8504759,0.9890953,0.5403067,0.9641417,0.9890953,0.20555079,0.06488597,1.0,0.9532647,0.76159203,0.62259585,0.91489375,0.43141353,0.5499138,0.5580729,0.1625458,4.7956715,3.7229226,0.05522335,0.0,0.004222044,3.2721887,-3.7127185,20.826565,239.57039,11.867564,18.0
129,-479.17206,-1.8663787,-1.0,-0.054525625,-1.2689384,0.92265785,5.637,1.8663787,0.0,5.637,336.3556,0.0,0.63504153,0.59146136,0.513628,0.5038451,0.8504759,0.79838663,0.5403237,0.94920605,0.79838663,-0.72715235,0.054471657,0.9999999,0.9532647,0.76158357,0.62259585,0.91489375,0.43141353,0.39777738,0.5580729,0.23170653,-1.0838253,3.1240883,0.047487255,0.0,0.002973044,3.2721887,-2.9187183,23.776562,339.07388,11.073564,14.3
130,-479.17206,-1.8663787,-1.0,-0.079365075,-1.2689384,0.24698709,6.458,1.8663787,0.0,6.458,158.76001,0.0,0.63504153,0.59146136,0.5198308,0.5014838,0.8504759,0.98475873,0.5403064,0.97591674,0.98475873,0.2420844,0.07919886,1.0,0.9532647,0.76159203,0.62259585,0.91489375,0.43141353,0.55508715,0.5580729,0.10826723,4.0487947,4.547284,0.06528147,0.0,0.0062988154,3.2721887,-3.7397184,18.036564,161.47829,11.894564,19.2
131,-479.17206,-1.8663787,-1.0,-0.081566066,-1.2689384,0.05893218,6.326,1.8663787,0.0,6.326,150.3076,0.0,0.63504153,0.59146136,0.52038026,0.505205,0.8504759,0.9990836,0.5403077,0.9771941,0.9990836,0.058864053,0.08138566,1.0,0.9532647,0.7615915,0.62259585,0.91489375,0.43141353,0.529795,0.5580729,0.102392316,16.968657,4.6733913,0.066763334,0.0,0.0066530234,3.2721887,-3.6077185,17.696564,153.02588,11.762564,19.6
132,-479.17206,-1.8663787,-1.0,-0.08992806,-1.2689384,0.12446649,6.372,1.8663787,0.0,6.372,123.654396,0.0,0.63504153,0.59146136,0.5224669,0.50257456,0.8504759,0.9960585,0.5403072,0.98122543,0.9960585,0.1238277,0.08968643,1.0,0.9532647,0.7615917,0.62259585,0.91489375,0.43141353,0.53860897,0.5580729,0.08386678,8.034291,5.1524982,0.07226331,0.0,0.008087056,3.2721887,-3.6537185,16.556564,126.37268,11.808564,23.0
133,-479.17206,-1.8663787,-1.0,-0.0665336,-1.2689384,0.65909606,5.822,1.8663787,0.0,5.822,225.9009,0.0,0.63504153,0.59146136,0.51662725,0.5014391,0.8504759,0.8955257,0.54031706,0.96579015,0.8955257,-0.5777616,0.0664356,0.99999994,0.9532647,0.76158684,0.62259585,0.91489375,0.43141353,0.43322474,0.5580729,0.15493406,-1.5172296,3.8120944,0.056343485,0.0,0.00442672,3.2721887,-3.1037183,20.466564,228.61917,11.258563,18.4
134,-479.17206,-1.8663787,-1.0,-0.057770077,-1.2689384,0.751699,5.757,1.8663787,0.0,5.757,299.63608,0.0,0.63504153,0.59146136,0.5144385,0.5042593,0.8504759,0.8647292,0.5403191,0.9547089,0.8647292,-0.63616145,0.057705894,0.99999994,0.9532647,0.7615858,0.62259585,0.91489375,0.43141353,0.42077023,0.5580729,0.20618431,-1.3303198,3.3099816,0.049929395,0.0,0.0033373819,3.2721887,-3.0387182,22.746563,302.35437,11.193563,15.6
135,-479.17206,-1.8663787,-1.0,-0.058962267,-1.2689384,0.07175386,6.335,1.8663787,0.0,6.335,287.64157,0.0,0.63504153,0.59146136,0.5147363,0.5024338,0.8504759,0.99865794,0.5403076,0.95650864,0.99865794,0.07163096,0.058894034,1.0,0.9532647,0.7615915,0.62259585,0.91489375,0.43141353,0.5315195,0.5580729,0.19784744,13.936533,3.3782892,0.05081745,0.0,0.003476549,3.2721887,-3.6167183,22.39656,290.35986,11.771564,18.1
136,-479.17206,-1.8663787,-1.0,-0.0591716,-1.2689384,0.48813716,5.942,1.8663787,0.0,5.942,285.61,0.0,0.63504153,0.59146136,0.5147886,0.50140774,0.8504759,0.9423587,0.54031396,0.9568136,0.9423587,-0.4527367,0.059102636,0.99999994,0.9532647,0.76158834,0.62259585,0.91489375,0.43141353,0.4562176,0.5580729,0.19643536,-2.0486045,3.3902829,0.05097286,0.0,0.003501278,3.2721887,-3.2237182,22.336563,288.32828,11.378564,17.4
137,-479.17206,-1.8663787,-1.0,-0.0685401,-1.2689384,0.24128819,6.454,1.8663787,0.0,6.454,212.8681,0.0,0.63504153,0.59146136,0.51712835,0.5015373,0.8504759,0.98544663,0.54030645,0.9677532,0.98544663,0.23671213,0.068432964,1.0,0.9532647,0.76159203,0.62259585,0.91489375,0.43141353,0.55432075,0.5580729,0.14587551,4.1444216,3.9270585,0.057775814,0.0,0.0046977447,3.2721887,-3.7357183,20.026562,215.58638,11.890563,17.1
138,-479.17206,-1.8663787,-1.0,-0.046904314,-1.2689384,0.6092332,5.857,1.8663787,0.0,5.857,454.5424,0.0,0.63504153,0.59146136,0.51172394,0.50109,0.8504759,0.91054934,0.54031605,0.9315644,0.91054934,-0.54358715,0.04686995,0.99999994,0.9532647,0.76158726,0.62259585,0.91489375,0.43141353,0.43993098,0.5580729,0.31385326,-1.6414076,2.6874192,0.041600313,0.0,0.002200015,3.2721887,-3.1387181,26.756561,457.26068,11.293563,13.3
139,-479.17206,-1.8663787,-1.0,-0.054171182,-1.2689384,0.19038334,6.151,1.8663787,0.0,6.151,340.77158,0.0,0.63504153,0.59146136,0.5135395,0.5023759,0.8504759,0.99127626,0.5403099,0.948545,0.99127626,-0.18811601,0.05411826,0.99999994,0.9532647,0.76159036,0.62259585,0.91489375,0.43141353,0.49626368,0.5580729,0.23477589,-5.25256,3.1037803,0.04721819,0.0,0.002934517,3.2721887,-3.4327183,23.89656,343.48987,11.5875635,17.8
140,-479.17206,-1.8663787,-1.0,-0.04139073,-1.2689384,0.15761654,6.174,1.8663787,0.0,6.174,583.70557,0.0,0.63504153,0.59146136,0.5103462,0.5012693,0.8504759,0.9940452,0.5403096,0.9124061,0.9940452,-0.15632416,0.04136711,0.99999994,0.9532647,0.76159054,0.62259585,0.91489375,0.43141353,0.5006706,0.5580729,0.4036292,-6.344512,2.371514,0.03720476,0.0,0.0017131926,3.2721887,-3.455718,29.596561,586.4238,11.610563,14.0
141,-479.17206,-1.8663787,-1.0,-0.02906132,-1.2689384,1.8030969,5.019,1.8663787,0.0,5.019,1184.0481,0.0,0.63504153,0.59146136,0.50726485,0.5071058,0.8504759,0.3018295,0.5403759,0.8250149,0.3018295,-0.9471258,0.02905314,0.99999964,0.9532647,0.76155746,0.62259585,0.91489375,0.43141353,0.2793638,0.5580729,0.8209023,-0.5546014,1.6650909,0.026933648,0.0,0.0008445603,3.2721887,-2.3007183,39.84656,1186.7664,10.455564,14.4
142,-383.3764,-2.389299,-1.0,-0.037285607,1.7364178,1.2560283,5.403,2.389299,0.0,5.403,719.3124,0.0,0.66860485,0.56379133,0.5093203,0.51448673,0.76362854,0.6370082,0.54033643,0.8924284,0.6370082,-0.84996545,0.037268337,0.9999998,0.98332465,0.7615772,0.49807206,0.22340417,1.0000001,0.3529411,1.0000001,0.49788386,-0.7961604,2.136308,0.033854373,0.0,0.0013902166,3.4201636,-2.6847181,32.25656,722.03064,10.839563,13.4
143,-383.3764,-2.389299,-1.0,-0.03785011,1.7364178,1.1634253,5.468,2.389299,0.0,5.468,698.0164,0.0,0.66860485,0.56379133,0.5094614,0.51787066,0.76362854,0.6857335,0.54033226,0.8955565,0.6857335,-0.82215303,0.037832048,0.9999998,0.98332465,0.76157916,0.49807206,0.22340417,1.0000001,0.3653956,1.0000001,0.48308194,-0.85953087,2.1686518,0.034319114,0.0,0.001432631,3.4201636,-2.7497182,31.856564,700.7347,10.904563,15.6
144,-383.3764,-2.389299,-1.0,-0.034141343,1.7364178,1.9683574,4.903,2.389299,0.0,4.903,857.9042,0.0,0.66860485,0.56379133,0.5085345,0.5121265,0.76362854,0.18945876,0.540395,0.87215465,0.18945876,-0.96172243,0.03412808,0.9999995,0.98332465,0.76154786,0.49807206,0.22340417,1.0000001,0.2571373,1.0000001,0.59421325,-0.5080378,1.9561551,0.031241914,0.0,0.0011656313,3.4201636,-2.1847181,34.726562,860.62244,10.339563,11.8
145,-383.3764,-2.389299,-1.0,-0.035971224,1.7364178,0.22030105,6.13,2.389299,0.0,6.13,772.83997,0.0,0.66860485,0.56379133,0.50899184,0.5103803,0.76362854,0.9882901,0.54031026,0.88458097,0.9882901,-0.21680498,0.035955716,0.99999994,0.98332465,0.7615902,0.49807206,0.22340417,1.0000001,0.4922399,1.0000001,0.53508866,-4.539243,2.0609994,0.032767247,0.0,0.001293929,3.4201636,-3.4117184,33.23656,775.5582,11.566564,13.8
146,-383.3764,-2.389299,-1.0,-0.06006006,1.7364178,0.9354802,5.628,2.389299,0.0,5.628,277.22247,0.0,0.66860485,0.56379133,0.5150105,0.50940204,0.76362854,0.7929349,0.5403241,0.9580729,0.7929349,-0.73313874,0.05998795,0.9999999,0.98332465,0.7615832,0.49807206,0.22340417,1.0000001,0.39605278,1.0000001,0.19060555,-1.0689697,3.4411879,0.051630806,0.0,0.0036072112,3.4201636,-2.909718,22.086563,279.94077,11.064563,15.6
147,-383.3764,-2.389299,-1.0,-0.033863865,1.7364178,1.93559,4.926,2.389299,0.0,4.926,872.02094,0.0,0.66860485,0.56379133,0.5084651,0.51033354,0.76362854,0.21199034,0.54039085,0.87009776,0.21199034,-0.95918286,0.033850927,0.9999995,0.98332465,0.76154995,0.49807206,0.22340417,1.0000001,0.26154435,1.0000001,0.6040252,-0.51663834,1.9402566,0.031009402,0.0,0.0011467615,3.4201636,-2.2077184,34.966564,874.7392,10.362564,14.6
148,-383.3764,-2.389299,-1.0,-0.035310734,1.7364178,1.5651791,5.186,2.389299,0.0,5.186,802.0224,0.0,0.66860485,0.56379133,0.5088268,0.51016945,0.76362854,0.45610267,0.54035497,0.8803118,0.45610267,-0.91625553,0.035296068,0.9999997,0.98332465,0.76156783,0.49807206,0.22340417,1.0000001,0.31136227,1.0000001,0.5553721,-0.6389045,2.0231562,0.03221828,0.0,0.0012468479,3.4201636,-2.4677181,33.75656,804.74066,10.622563,17.8
149,-383.3764,-2.389299,-1.0,-0.046620045,1.7364178,0.9796441,5.597,2.389299,0.0,5.597,460.10254,0.0,0.66860485,0.56379133,0.5116529,0.51192695,0.76362854,0.77366865,0.54032546,0.930737,0.77366865,-0.75291175,0.0465863,0.9999999,0.98332465,0.7615826,0.49807206,0.22340417,1.0000001,0.39011306,1.0000001,0.31771788,-1.0207789,2.6711318,0.041376546,0.0,0.0021734287,3.4201636,-2.8787184,26.886562,462.82083,11.033564,15.4
150,-383.3764,-2.389299,-1.0,-0.07092199,1.7364178,0.23169817,6.122,2.389299,0.0,6.122,198.81001,0.0,0.66860485,0.56379133,0.5177231,0.5072278,0.76362854,0.9870378,0.54031044,0.969872,0.9870378,-0.22763914,0.070803314,0.99999994,0.98332465,0.7615901,0.49807206,0.22340417,1.0000001,0.4907071,1.0000001,0.13610432,-4.31596,4.0635304,0.0594591,0.0,0.005029928,3.4201636,-3.4037185,19.536564,201.52829,11.558564,21.5
151,-383.3764,-2.389299,-1.0,-0.07530121,1.7364178,1.2546037,5.404,2.389299,0.0,5.404,176.3584,0.0,0.66860485,0.56379133,0.5188164,0.50652856,0.76362854,0.6377787,0.5403364,0.9732591,0.6377787,-0.84956956,0.0751592,0.9999998,0.98332465,0.7615772,0.49807206,0.22340417,1.0000001,0.35313267,1.0000001,0.12049914,-0.7970644,4.314441,0.06250671,0.0,0.0056702713,3.4201636,-2.685718,18.716564,179.07668,10.840564,19.6
152,-383.3764,-2.389299,-1.0,-0.08250825,1.7364178,1.8130695,5.012,2.389299,0.0,5.012,146.8944,0.0,0.66860485,0.56379133,0.5206154,0.5049155,0.76362854,0.29514867,0.5403769,0.97771,0.29514867,-0.9481428,0.08232154,0.99999964,0.98332465,0.7615569,0.49807206,0.22340417,1.0000001,0.2780226,1.0000001,0.10001994,-0.55155087,4.7273746,0.06739325,0.0,0.006807612,3.4201636,-2.2937183,17.556564,149.61267,10.448564,15.3
153,-383.3764,-2.389299,-1.0,-0.063331224,1.7364178,0.82008237,5.709,2.389299,0.0,5.709,249.3241,0.0,0.66860485,0.56379133,0.51582754,0.50937647,0.76362854,0.83963513,0.5403208,0.9622655,0.83963513,-0.67511475,0.06324669,0.9999999,0.98332465,0.761585,0.49807206,0.22340417,1.0000001,0.4115731,1.0000001,0.17121455,-1.2193897,3.6286116,0.054029867,0.0,0.0040108436,3.4201636,-2.9907184,21.226562,252.04237,11.145564,19.4
154,-383.3764,-2.389299,-1.0,-0.06613757,1.7364178,0.2217256,6.129,2.389299,0.0,6.129,228.6144,0.0,0.66860485,0.56379133,0.51652837,0.5061688,0.76362854,0.988137,0.54031026,0.9653816,0.988137,-0.21816213,0.066041306,0.99999994,0.98332465,0.7615902,0.49807206,0.22340417,1.0000001,0.49204832,1.0000001,0.1568201,-4.5100794,3.7894034,0.05605921,0.0,0.0043741777,3.4201636,-3.4107184,20.556564,231.33267,11.565564,17.0
155,-383.3764,-2.389299,-1.0,-0.0665779,1.7364178,0.1889588,6.152,2.389299,0.0,6.152,225.60042,0.0,0.66860485,0.56379133,0.51663834,0.5154195,0.76362854,0.9914075,0.5403099,0.9658354,0.9914075,-0.1867415,0.0664797,0.99999994,0.98332465,0.76159036,0.49807206,0.22340417,1.0000001,0.49645525,1.0000001,0.15472521,-5.292159,3.8146322,0.056375246,0.0,0.004432616,3.4201636,-3.4337182,20.456562,228.3187,11.588563,15.6
156,-383.3764,-2.389299,-1.0,-0.06195787,1.7364178,1.4426585,5.272,2.389299,0.0,5.272,260.49957,0.0,0.66860485,0.56379133,0.5154846,0.510674,0.76362854,0.53085643,0.5403466,0.9605853,0.53085643,-0.8942316,0.061878707,0.99999976,0.98332465,0.76157206,0.49807206,0.22340417,1.0000001,0.3278405,1.0000001,0.17898217,-0.6931647,3.5499244,0.053027105,0.0,0.0038387778,3.4201636,-2.553718,21.576561,263.21786,10.708563,13.1
157,-383.3764,-1.8312522,-0.9997939,-0.21786492,1.7364178,0.937946,6.943,1.8312522,0.0,6.943,21.068102,0.0,0.6319515,0.56379133,0.55425185,0.50533867,0.85740113,0.79010594,0.5403039,0.99679285,0.79010594,0.7342771,0.21448214,1.0,0.94994843,0.76159334,0.49807206,0.22340417,0.39321947,0.64801675,0.51832557,0.012563321,1.0661595,12.48274,0.13683106,0.0,0.04746512,3.2588797,-4.224718,10.026564,23.786385,12.379563,41.3
158,-383.3764,-1.8312522,-0.9999948,-0.155521,1.7364178,0.3114794,6.066,1.8312522,0.0,6.066,41.3449,0.0,0.6319515,0.56379133,0.5388021,0.505859,0.85740113,0.97650784,0.5403114,0.99370944,0.97650784,-0.30178234,0.15427917,0.99999994,0.94994843,0.76158965,0.49807206,0.22340417,0.39321947,0.47997695,0.51832557,0.026656877,-3.2104852,8.910697,0.10931015,0.0,0.02418678,3.2588797,-3.3477182,11.866563,44.06318,11.502563,24.3
159,-383.3764,-2.389299,-0.9999992,-0.135318,1.7364178,0.3210694,6.51,2.389299,0.0,6.51,54.6121,0.0,0.66860485,0.56379133,0.53377795,0.5062175,0.76362854,0.9743876,0.54030603,0.9916936,0.9743876,0.31047356,0.13449806,1.0,0.98332465,0.7615924,0.49807206,0.22340417,1.0000001,0.5650508,1.0000001,0.035878357,3.1145916,7.75315,0.09892878,0.0,0.01831096,3.4201636,-3.7917185,12.826564,57.33038,11.946564,23.3
160,-383.3764,-1.8312522,-0.9999666,-0.18181819,1.7364178,0.04934218,6.25,1.8312522,0.0,6.25,30.25,0.0,0.6319515,0.56379133,0.54532975,0.5055563,0.85740113,0.99944943,0.5403086,0.9953962,0.99944943,-0.04930218,0.17984082,0.99999994,0.94994843,0.761591,0.49807206,0.22340417,0.39321947,0.51523274,0.51832557,0.018945277,-20.266636,10.417415,0.12167994,0.0,0.03305785,3.2588797,-3.5317183,10.9365635,32.96828,11.6865635,27.0
161,-383.3764,-1.8312522,-0.9390559,-0.5780347,1.7364178,1.7158097,7.489,1.8312522,0.0,7.489,2.9929001,0.0,0.6319515,0.56379133,0.64061505,0.5063848,0.85740113,0.35693228,0.5403028,0.9995442,0.35693228,0.9373565,0.5212355,1.0,0.94994843,0.7615939,0.49807206,0.22340417,0.39321947,0.7526346,0.51832557,0.0,0.58281523,33.118946,0.2248059,0.0,0.3341241,3.2588797,-4.770718,7.1665635,5.7111816,12.925563,50.0
162,-383.3764,-1.8312522,-0.95791733,-0.5208334,1.7364178,2.1617281,7.802,1.8312522,0.0,7.802,3.6864,0.0,0.6319515,0.56379133,0.6273426,0.5080007,0.85740113,0.05195818,0.54030263,0.9994386,0.05195818,0.97383875,0.47834295,1.0,0.94994843,0.76159394,0.49807206,0.22340417,0.39321947,0.8126078,0.51832557,0.00048202276,0.46259287,29.841553,0.21559708,0.0,0.27126735,3.2588797,-5.0837183,7.3565636,6.4046817,13.238564,50.0
163,-383.3764,-1.8312522,-0.9973894,-0.30120483,1.7364178,2.9780574,8.375,1.8312522,0.0,8.375,11.0224,0.0,0.6319515,0.56379133,0.5747371,0.5066276,0.85740113,-0.49776363,0.5403024,0.99832165,-0.49776363,0.99483347,0.2924148,1.0,0.94994843,0.7615941,0.49807206,0.22340417,0.39321947,0.92239887,0.51832557,0.005580971,0.33578935,17.257765,0.16561003,0.0,0.09072434,3.2588797,-5.6567183,8.756563,13.740682,13.8115635,50.0
