,(PTRATIO_radian_sigmoid-LSTAT_tanh),(LSTAT_square_relu-ZN_tanh),(LSTAT_adde_recip-ZN_negative),(RM_zscore_abs-NOX_tanh_cos),(LSTAT_square_mmnorm-PTRATIO_negative),(NOX_exp_mmnorm-PTRATIO),(RM_tanh_cos-NOX_tanh),(PTRATIO_relu_mmnorm-ZN_recip_recip),(NOX_exp_negative-ZN_tanh),(LSTAT_square_mmnorm-LSTAT_tanh),(RM_adde_adde-DIS),(NOX_exp_relu-NOX_exp_tanh),(NOX_tanh_cos-NOX_exp_mmnorm),(NOX_tanh_sigmoid-LSTAT_recip),(INDUS_square_negative-ZN_recip_relu),(RM_negative_abs-RM_adde_tanh),(PTRATIO_radian_sigmoid-CRIM_radian_sigmoid),(LSTAT_square_adde-NOX_exp),(RM_relu_cos-LSTAT_tanh),(NOX_exp_negative-RM),(LSTAT_recip_tanh-RM_negative),(RM_zscore_recip-RAD),(ZN_recip_relu-RM_relu_cos),(NOX_exp_negative-PTRATIO_zscore),(INDUS_square_mmnorm-TAX),(RM_relu_cos*RM_relu_mmnorm),(PTRATIO_radian_sigmoid*RM_zscore_tanh),(INDUS_square_mmnorm*RM_negative_adde),(NOX_tanh_sigmoid*TAX),(NOX_exp_mmnorm*PTRATIO_radian),(LSTAT_adde_adde*LSTAT_square),(RM_negative_cos*RM_adde),(LSTAT_tanh_negative*LSTAT_radian_cos),(RM_zscore_abs*RM_negative_abs),(RM_zscore_abs*RM_tanh_tanh),(RM_relu_relu*RAD),(LSTAT_adde_recip*LSTAT_radian),(CRIM_radian_sigmoid*RM_tanh_cos),(LSTAT_radian_cos*LSTAT_square_mmnorm),(RM_relu_cos*INDUS_zscore),(PTRATIO_radian_sigmoid*LSTAT_radian_recip),(LSTAT_recip_tanh*RM_relu),(NOX_tanh_cos*PTRATIO_relu_mmnorm),(ZN_recip_recip*LSTAT_recip),(RM_negative_abs*LSTAT_square_adde),(ZN_recip_relu*RM),(ZN_tanh_relu*ZN),(RM_negative_abs*INDUS_square_mmnorm),(RM_zscore_abs*TAX_adde),(LSTAT_square_relu*PTRATIO_zscore),(PTRATIO_relu_mmnorm*NOX),(PTRATIO_zscore_negative*NOX_exp_tanh),(RM_negative_abs*LSTAT_recip_tanh),(NOX_exp_mmnorm*NOX_tanh),(NOX_tanh_mmnorm*LSTAT_square),(LSTAT_square_mmnorm*RM_adde),(RM_tanh_cos*NOX_exp),(RM_adde_tanh*AGE_relu),(RM_negative_abs*LSTAT_square_mmnorm),(RM_tanh_tanh*CRIM_square),(NOX_tanh_adde*CRIM),(LSTAT_recip_tanh*LSTAT_recip),(RM_zscore_abs*LSTAT_adde),(PTRATIO_zscore_negative*RM_relu_mmnorm),(NOX_exp_relu*DIS),(NOX_exp_tanh*PTRATIO_relu),(LSTAT_radian_cos*LSTAT),(LSTAT_tanh_negative*RM_relu),(RM_relu_mmnorm*RM_zscore_recip),(LSTAT_recip_negative*PTRATIO_relu),(RM_adde_tanh*ZN_tanh),(ZN_recip_relu*CRIM_radian),(ZN_recip_relu*RM_zscore_tanh),(ZN_recip_relu*RM_zscore_recip),(LSTAT_square_relu/RM_relu),(INDUS_square_negative/LSTAT_recip_sigmoid),(RM_negative_abs/NOX_tanh),(RM_zscore_abs/DIS),(CRIM_radian_sigmoid/INDUS),(RM_relu_relu/NOX_exp_tanh),(RM_negative_cos/DIS),(RM_zscore_tanh/RM_negative),(PTRATIO_radian_sigmoid/RM),(NOX_tanh_mmnorm/LSTAT_tanh),(PTRATIO_radian_sigmoid/DIS_recip),(NOX_tanh_cos/RAD),(ZN_tanh_relu/LSTAT_radian),(RM_tanh_cos/LSTAT_recip_tanh),(ZN_tanh_relu/PTRATIO_negative),(PTRATIO_zscore_negative/RM_tanh_cos),(LSTAT_square_recip/DIS_recip),(NOX_exp_mmnorm/INDUS),(LSTAT_radian_cos/LSTAT_adde_adde),(LSTAT_recip_sigmoid/AGE_relu),(LSTAT_square_relu/INDUS),(RM_adde_adde/RM_zscore),(NOX_tanh_cos/TAX),LSTAT_adde_recip_degree,PTRATIO_zscore_negative_degree,RM_negative_abs_degree,NOX_tanh_cos_degree,RM_tanh_tanh_degree,LSTAT_tanh_negative_degree,RM_relu_relu_square,LSTAT_recip_tanh_square,NOX_exp_relu_square,RM_relu_cos_square,NOX_tanh_cos_square,PTRATIO_relu_mmnorm_square,LSTAT_recip_sigmoid_recip,NOX_tanh_cos_recip,RM_relu_mmnorm_recip,RM_zscore_recip_recip,RM_adde_tanh_recip,NOX_tanh_sigmoid_recip,RM_negative_abs_sigmoid,LSTAT_recip_sigmoid_sigmoid,NOX_tanh_sigmoid_sigmoid,MEDV
279,-0.43522787,22.5225,20.13213,-0.16337872,14.9142685,-14.804747,0.124259025,-19.75532,-2.5572166,-0.98560816,8.147863,0.64224815,0.81944185,0.39635098,-31.0889,5.812,0.06373167,24.683563,-0.13647169,-8.369216,7.015312,-3.6690016,19.136595,0.08672893,-215.98586,0.5378294,0.3590794,-0.057882275,130.1479,0.024770802,241.96568,8.228499,-0.9962973,5.117962,0.57219684,34.059998,0.011184635,0.27064812,0.014218177,-0.98348993,6.6705236,1.3849654,0.22380811,4.123711,178.75218,136.23999,20.0,0.09631685,164.32646,-38.669704,0.10836911,1.5041581,1.3849654,0.039629363,3.4424987,0.13599014,0.8413709,32.2,0.09720226,0.03370792,0.65939975,0.041920125,5.6861687,1.0240402,6.385678,13.633028,4.832634,-6.811165,0.8291005,-3.0721648,1.0,0.07343648,12.718663,26.61997,3.4530973,-20.111738,16.373215,0.18321644,0.1504258,7.445066,0.21055083,-0.09335484,0.08289043,0.14636713,2.3154585,0.18293887,11.813563,2.6575055,-0.06711409,3.0426285,0.17433096,0.028604358,0.09686611,0.017123122,7.0638137,16.302818,0.0042346963,7.570513,94.19113,390.29883,52.408123,43.63607,-57.288754,46.40334,0.041336015,2.4249234,0.7454695,0.8366658,0.059868675,1.8136821,1.0932614,0.62291616,0.75131565,1.0,1.6596503,0.99890065,0.6344521,0.6462365,35.1
280,-0.43426675,13.1376,20.154362,1.2726779,14.907745,-14.804747,0.12425724,-19.75532,-2.5572166,-0.9911701,8.561865,0.64224815,0.81944185,0.3365791,-31.0889,6.82,0.06449348,15.298664,-0.9649414,-9.377216,8.07986,-4.5428305,19.966024,0.08672893,-215.98586,0.027725462,0.55060697,-0.07213469,130.1479,0.024770802,130.01733,0.35803732,-0.99676615,17.105251,1.6658899,39.100002,0.010129905,0.27023563,0.007729543,-0.038700223,8.604265,2.0320992,0.22380811,5.319149,131.81299,156.40001,20.0,0.11056926,478.41827,-23.241444,0.10836911,1.5041581,2.0320992,0.039629363,2.0690262,0.08163182,0.8413681,64.5,0.06057542,0.0009749992,0.11214623,0.069111496,14.170414,1.3415526,7.310664,13.633028,3.7519066,-7.811526,0.37307626,-3.962766,1.0,0.012489577,19.50261,9.143392,1.8078772,-19.588226,18.796028,0.46592376,0.15019703,8.546743,0.007236868,-0.124696985,0.07220583,0.14650796,2.6508603,0.18293887,15.238239,2.0792124,-0.06711409,3.0426385,0.3320719,0.028604358,0.10850221,0.008776748,4.245526,6.0604978,0.0042346963,8.844286,94.19113,448.05298,52.408123,43.636127,-57.23369,61.1524,0.067526825,2.4249234,0.0011542954,0.8366658,0.059868675,1.7664716,1.0932614,0.81605667,2.1873722,1.0,1.6596503,0.99959856,0.6378628,0.6462365,45.4
281,-0.4351443,20.068102,20.136831,0.05886823,14.912563,-14.804747,0.12425849,-19.75532,-2.5572166,-0.98723054,7.159863,0.64224815,0.81944185,0.38467163,-31.0889,5.968,0.064487934,22.229168,-0.22525758,-8.525216,7.1824822,-3.9728446,19.225464,0.08672893,-215.98586,0.50562274,0.42363715,-0.060088005,130.1479,0.024770802,211.24066,7.5023766,-0.9965874,6.783784,0.7414588,34.84,0.010961621,0.27023926,0.012523028,-0.8822603,7.048374,1.4945116,0.22380811,4.3572984,165.74353,139.36,20.0,0.09852258,212.93593,-34.63481,0.10836911,1.5041581,1.4945116,0.039629363,3.0832996,0.12169186,0.84137005,37.2,0.087541215,0.0010454413,0.11612683,0.046728134,7.11507,1.0731792,8.167133,13.633028,4.575279,-6.9665637,0.6705342,-3.2461872,1.0,0.01293289,15.005312,20.543106,3.0235507,-20.00697,16.748175,0.1856279,0.1501987,7.615564,0.14767982,-0.10767302,0.08103467,0.14637937,2.9614177,0.18293887,12.48274,2.5191088,-0.06711409,3.0426316,0.24894032,0.028604358,0.099415205,0.014899243,6.3267574,12.741413,0.0042346963,7.839842,94.19113,399.23697,52.408123,43.63608,-57.283966,48.553024,0.04600259,2.4249234,0.5999065,0.8366658,0.059868675,1.8042339,1.0932614,0.65280706,0.97356266,1.0,1.6596503,0.9990594,0.63512146,0.6462365,35.4
282,-0.43050283,8.0601,20.174572,1.0233624,14.904217,-14.804747,0.124257356,-19.75532,-2.5572166,-0.9909354,7.869663,0.64224815,0.81944185,0.27031064,-31.0889,6.645,0.064382195,10.221165,-0.7876886,-9.202216,7.9655194,-4.4840193,19.792536,0.08672893,-215.98586,0.16234569,0.5417133,-0.069660306,130.1479,0.024770802,76.52671,2.1500058,-0.9937795,14.816443,1.4760121,38.225,0.009171058,0.27029583,0.00421124,-0.23631829,10.748185,2.4503713,0.22380811,6.6445184,90.04572,152.9,20.0,0.108094886,423.88843,-14.89431,0.10836911,1.5041581,2.4503713,0.039629363,1.3259382,0.043702558,0.84136826,49.7,0.032239407,0.0028609,0.19210291,0.10648487,11.101735,1.286429,8.116057,13.633028,3.0058475,-7.60794,0.40376803,-4.950166,1.0,0.021394247,19.187592,10.319615,1.1851013,-19.043247,18.3754,0.37185222,0.15023045,8.35548,0.039805792,-0.12549113,0.07385868,0.1470621,2.9428973,0.18293887,19.035143,1.6857096,-0.06711409,3.0426378,0.5752586,0.028604358,0.118228,0.0117163155,2.7207508,6.749835,0.0042346963,10.002262,94.19113,438.0262,52.408123,43.636112,-57.01803,58.446026,0.10273272,2.4249234,0.043041237,0.8366658,0.059868675,1.7173252,1.0932614,0.78252536,1.9380567,1.0,1.6596503,0.99952185,0.6415967,0.6462365,46.0
283,-0.4373424,8.9856,90.17012,1.4057457,13.60486,-13.574227,0.15949824,-89.893616,-2.4933171,-0.9915462,7.4745626,0.58938396,0.9025931,0.2776114,-91.4641,6.923,0.058998644,11.210565,-1.06537,-9.416317,8.229299,-0.57157147,90.06896,0.7516991,-197.99837,-0.057639115,0.54866374,-0.008473866,117.62528,0.0061175856,85.84185,-0.7338594,-0.9948915,18.493166,1.7776457,7.923,0.009382403,0.27018666,0.004852945,0.099887334,10.136713,2.4268038,0.098762326,28.481012,100.652855,713.07,90.0,0.012899533,468.49887,-22.417835,0.04265957,2.029345,2.4268038,0.009814441,0.4104251,0.05172019,0.80684304,24.8,0.038508434,0.00017158723,0.046517283,0.09692994,13.720566,1.8763672,8.788173,12.293493,3.1551952,-7.894529,0.35807723,-4.3037977,1.0,0.023577651,88.325714,38.558563,1.2603308,-2.53103,20.805964,0.39662048,0.41327727,8.765027,-0.011718512,-0.12386682,0.070562184,0.041249923,3.2900927,0.928366,18.131575,1.7639731,-0.07352941,4.15511,0.5893486,0.021299941,0.11614868,0.02332501,8.2525625,5.7236176,0.0046887174,9.747028,128.62996,453.95444,53.191452,43.636127,-57.089886,62.773926,0.09381884,2.2299964,0.004755957,0.86186343,0.011317335,1.7287273,1.0771614,0.83579224,2.3341117,1.0,1.6833116,0.99963784,0.640713,0.64429784,50.0
284,-0.43363476,60.622498,90.09462,0.2158379,15.340752,-15.27585,0.1603545,-89.71277,-2.4918246,-0.9592487,5.2172637,0.5881647,0.9045337,0.46647227,-98.8209,6.088,0.066325426,62.848957,-0.30675477,-8.579824,7.2147036,-0.12627238,89.306755,-0.032824397,-284.9888,0.46849486,0.46211472,-0.048902135,169.25034,0.006448876,818.7512,6.7981553,-0.9906287,8.112368,0.8716601,7.088,0.012964108,0.27017307,0.04036912,-0.8260771,4.133799,0.89807725,0.26674956,11.464969,456.04745,637.92,90.0,0.07932281,329.29977,-89.90724,0.11489363,1.3184401,0.89807725,0.009175728,2.375387,0.39961576,0.806038,20.8,0.28884304,6.251434e-05,0.028069971,0.016140625,12.095625,0.9859922,10.90121,13.825997,7.7764378,-7.087998,0.59046507,-1.9490446,1.0,0.0142314145,73.43379,78.63548,8.693919,-16.586746,18.655136,0.15662713,0.16836347,7.8436584,0.09487019,-0.11511443,0.079904765,0.038547408,4.1385984,0.9286836,7.2988257,4.2643003,-0.06535947,2.7003348,0.1185817,0.008131278,0.07455871,0.025567507,20.748316,10.943057,0.003258539,5.421485,83.59455,406.11246,53.20965,43.636093,-57.29576,50.239742,0.01605388,2.2255406,0.48058853,0.86245316,0.08250341,1.8803915,1.0767931,0.6757999,1.1445215,1.0,1.6838963,0.99916565,0.6299038,0.6442505,32.2
285,-0.43363494,66.732895,55.09134,-0.6922836,15.344998,-15.293595,0.16980866,-54.712765,-2.4755044,-0.95500183,4.5822635,0.5748822,0.92574257,0.47007257,-60.0625,5.453,0.06631714,68.97568,-0.014383793,-7.9285045,6.573912,3.1690354,54.014385,-0.016504288,-299.99368,0.5461586,0.13330358,-0.023549775,177.47377,0.001710265,925.6759,9.039363,-0.9897013,1.54784,0.18267824,6.453,0.013119922,0.27017906,0.044534657,-1.278013,3.942931,0.7802466,0.26774442,6.682868,454.62146,354.915,55.0,0.04069027,72.61111,-98.82231,0.111734055,1.3140081,0.7802466,0.0023729044,0.69909686,0.41269004,0.7972246,31.9,0.29037258,9.148365e-05,0.03385302,0.014691645,2.6260946,0.8084746,10.781955,13.779522,8.145242,-6.452999,2.3101842,-1.8590524,1.0,0.010520845,12.945182,229.29695,10.496342,-9.545774,17.417109,0.032825205,0.22224347,7.1650457,0.13488102,-0.036474034,0.0877677,0.01032138,4.1385984,0.9321472,6.96182,4.468584,-0.06535947,2.7003198,0.107884064,0.002846506,0.07241772,0.016625058,30.103508,49.568012,0.0031071573,5.2333126,83.59455,369.72964,53.408096,43.636005,-57.29577,41.64121,0.014619768,2.1771135,0.97143906,0.8688984,0.08250341,1.8855851,1.0727919,0.5541292,0.23986363,1.0,1.6903906,0.9984267,0.62956226,0.6437274,22.0
286,-0.4212486,166.1849,80.0639,-0.8555577,18.314123,-18.2,0.17326704,-79.40426,-2.4696143,-0.88587695,2.577364,0.57011044,0.933393,0.5134044,-83.0976,5.23,0.078665674,168.43356,-0.001414001,-7.6996145,6.3071856,-13.847636,79.00141,-1.3514653,-240.99625,0.5106775,-0.044956554,-0.013174147,142.3693,0.0,3070.6123,8.935629,-0.9746442,0.4849141,0.059278682,6.23,0.01442146,0.27020073,0.111229345,-1.3662251,2.5645792,0.48086676,0.55606395,6.1871614,1058.4968,498.4,80.0,0.023371732,18.969893,-19.752712,0.22936171,0.10627538,0.48086676,0.0,0.0,1.0212051,0.79404557,31.499998,0.7109865,0.00029406737,0.060626607,0.0059695025,1.2179892,0.06042142,13.357618,16.37097,12.60215,-6.23,-6.5702896,-1.4075792,0.99999994,0.027436575,-6.214282,-1027.8109,26.835459,-5.9646626,16.973543,0.008563496,0.2841396,6.9260406,0.109865114,0.012468463,0.09289749,0.0,5.260387,0.933393,4.4312277,7.000118,-0.05494505,0.21866919,0.054366153,0.0,0.053066224,0.016486516,94.991425,-149.88777,0.003873,3.6614738,6.7694325,356.9527,53.479477,43.635944,-57.295776,38.8129,0.0059576286,2.1597662,0.997174,0.8712225,0.35491177,1.9255755,1.0713601,0.51140064,-0.07783533,1.0000001,1.6927807,0.9980344,0.62698996,0.64353585,20.1
287,-0.42807,49.9796,52.601437,-0.81933844,16.633354,-16.56772,0.15609014,-52.074467,-2.4993024,-0.9666452,4.328364,0.59428024,0.8948108,0.45483422,-80.8024,5.209,0.07175982,52.198578,-0.0027492046,-7.7083025,6.3481474,-15.280481,51.50275,-0.6413734,-292.96347,0.5059813,-0.061389644,-0.1274634,174.30284,0.00935251,641.1482,8.902728,-0.9922442,0.6690386,0.08206371,37.254,0.012640793,0.27024582,0.033094916,-0.846388,4.5895104,0.8639662,0.39450696,7.3529415,333.41016,325.9725,52.5,0.22672132,31.864542,-43.736877,0.17234041,0.77644473,0.8639662,0.012402852,2.6152437,0.29775664,0.8100868,31.299997,0.20709226,0.0011412166,0.12009781,0.019488432,1.0622598,0.43529332,10.9706955,15.023368,7.0846324,-6.2089925,-4.7087016,-2.3249302,0.99999994,0.03546989,-5.635241,-487.22528,8.210597,-52.905945,16.160055,0.0147259915,0.09401671,6.8606057,0.1362884,0.017287472,0.092112854,0.051299874,4.184917,0.15451525,8.024619,3.8829985,-0.06024096,1.5878484,0.14353192,0.0060677975,0.07889639,0.017091276,9.582631,-108.07644,0.0031641347,5.8119435,49.15571,355.74948,53.118427,43.635937,-57.295704,38.55168,0.019361999,2.2479076,0.99450666,0.8594986,0.18107736,1.8693093,1.0786422,0.50737685,-0.10775303,1.0000001,1.6809824,0.99799275,0.6306385,0.6444864,23.2
288,-0.42807078,56.76,52.596916,-0.8838308,16.638067,-16.56772,0.15608883,-52.074467,-2.4993024,-0.9619332,4.434363,0.59428024,0.8948108,0.46331128,-80.8024,5.315,0.07172847,58.978977,-0.0005055666,-7.8143024,6.445825,17.115662,51.500507,-0.6413734,-292.96347,0.5274202,0.024726622,-0.13133399,174.30284,0.00935251,752.9919,9.02871,-0.99121505,0.2731914,0.032946985,37.89,0.012855341,0.27026212,0.037731938,-0.8482928,4.3117237,0.8261588,0.39450696,6.907895,381.92035,331.5375,52.5,0.23059191,12.792984,-49.553978,0.17234041,0.77644473,0.8261588,0.012402852,2.963077,0.34386387,0.8100848,45.6,0.24038889,0.0016045282,0.14240478,0.017213795,0.4463762,0.4527182,10.9706955,15.023368,7.533238,-6.314997,12.19784,-2.1842105,1.0,0.04205807,2.2697716,1213.5723,9.146477,-53.1154,16.43594,0.0059121945,0.0940226,6.97773,0.13659513,-0.006846199,0.0905667,0.051299836,4.184917,0.15451525,7.538918,4.1300097,-0.06024096,1.5878522,0.12668283,0.0060677975,0.0760335,0.01168525,10.857142,271.64517,0.0031641347,5.552841,49.15571,361.82285,53.118427,43.635967,-57.29575,39.879227,0.017115137,2.2479076,0.99898815,0.8594986,0.18107736,1.8767099,1.0786422,0.52768725,0.043260712,1.0,1.6809824,0.9981943,0.630147,0.6444864,22.3
289,-0.42807126,89.4401,52.58178,-0.5276661,16.660782,-16.56772,0.15608668,-52.074467,-2.4993024,-0.9392191,4.684363,0.59428024,0.8948108,0.48973778,-80.8024,5.565,0.07174128,91.65908,-0.039447665,-8.064302,6.669767,-3.4964035,51.539448,-0.6413734,-292.96347,0.55288345,0.21702246,-0.14046273,174.30284,0.00935251,1351.7688,8.917078,-0.9862568,2.6222277,0.30419937,39.39,0.013573519,0.27025414,0.059945587,-0.81524223,3.4457521,0.68779284,0.39450696,5.5205045,611.58484,344.6625,52.5,0.23972064,118.11739,-77.59119,0.17234041,0.77644473,0.68779284,0.012402852,4.63956,0.5642463,0.8100816,22.9,0.3990267,0.0014062204,0.13331446,0.011016468,4.8842864,0.4938146,10.9706955,15.023368,9.379302,-6.565,1.4410429,-1.745531,1.0,0.03937332,19.921501,131.43881,13.776101,-53.77986,17.08661,0.05458719,0.094020195,7.2539663,0.13127321,-0.057800025,0.08711786,0.05129981,4.184917,0.15451525,6.0247927,5.1572313,-0.06024096,1.5878586,0.080906585,0.0060677975,0.06598552,0.022980958,17.00002,30.047071,0.0031641347,4.6855135,49.15571,376.1468,53.118427,43.636032,-57.295776,43.099224,0.0109760435,2.2479076,0.92266077,0.8594986,0.18107736,1.9001871,1.0786422,0.5755891,0.3994254,1.0,1.6809824,0.99859315,0.6286113,0.6444864,24.8
290,-0.4144404,10.0889,80.16534,-0.10404247,19.205627,-19.15791,0.15098271,-79.297874,-2.5083253,-0.9918138,7.1808634,0.6016839,0.8830752,0.29581904,-104.5025,5.861,0.082847774,12.298856,-0.15978277,-8.369326,7.1525874,-2.7821577,79.16234,-1.8525388,-244.96843,0.52965546,0.39392263,-0.13080837,146.04924,0.014105033,97.21154,8.024164,-0.9957568,5.6337337,0.6253627,27.444,0.009609252,0.27023467,0.0056176907,-0.7561615,10.031074,2.000581,0.6495853,24.024025,94.73107,548.88,80.0,0.21663946,203.4075,3.8169494,0.28857455,-0.31207827,2.000581,0.016387166,0.7378369,0.05390446,0.8149545,27.9,0.038608164,0.0009340183,0.10882827,0.087563775,4.966391,-0.21764794,7.7176485,17.407516,3.3243773,-6.843443,0.7700478,-5.765766,1.0,0.048897147,54.05451,97.42738,1.616222,-42.648945,17.622969,0.16047928,0.10104098,7.56749,0.16371064,-0.09848147,0.08497312,0.06670904,2.9830394,0.2312917,17.20594,1.8529751,-0.052083332,-0.63707364,0.4614254,0.008503355,0.11387718,0.020591969,2.240182,14.976494,0.003776191,9.473067,-19.721983,393.10632,53.00815,43.636074,-57.149155,47.073322,0.0850232,2.2750454,0.7016713,0.8559336,0.49298346,1.7405957,1.0808862,0.63230497,0.8211244,1.0,1.6775165,0.9989532,0.63980454,0.644768,28.5
291,-0.41538316,11.673599,80.15928,0.3048342,19.20673,-19.15791,0.15098187,-79.297874,-2.5083253,-0.9916551,7.467863,0.6016839,0.8830752,0.31522048,-104.5025,6.148,0.0826565,13.883555,-0.34960246,-8.656325,7.4217367,-3.1869926,79.35122,-1.8525388,-244.96843,0.445905,0.4912244,-0.13987054,146.04924,0.014105033,114.01884,6.401059,-0.99645716,8.792047,0.93676084,28.592,0.009896613,0.27033758,0.0067156665,-0.58566064,9.382998,1.9566706,0.6495853,22.471909,110.021164,571.83997,80.0,0.22570162,304.69373,4.3624244,0.28857455,-0.31207827,1.9566706,0.016387166,0.8432802,0.06638677,0.8149532,27.7,0.048096396,0.004736274,0.2450656,0.07689236,7.7222924,-0.2365767,7.7176485,17.407516,3.5531301,-7.136447,0.55877703,-5.3932586,1.0,0.11010933,67.40637,65.040596,1.7730274,-43.00445,18.360147,0.2403895,0.10107962,7.8840427,0.12679681,-0.11787628,0.081561364,0.06664605,2.9830394,0.2312917,16.09432,1.973806,-0.052083332,-0.6370746,0.40372905,0.008503355,0.11093907,0.02056919,2.5603232,10.231344,0.003776191,9.126029,-19.721983,409.5502,53.00815,43.636097,-57.20317,51.0939,0.07493184,2.2750454,0.42091718,0.8559336,0.49298346,1.7551047,1.0808862,0.68729633,1.230001,1.0,1.6775165,0.9992142,0.63870937,0.644768,37.3
292,-0.41683394,21.089998,80.1348,-0.43313852,19.213274,-19.15791,0.15098372,-79.297874,-2.5083253,-0.98656094,6.9498634,0.6016839,0.8830752,0.38335338,-104.5025,5.63,0.08284283,23.299955,-0.059374392,-8.138326,6.8396125,-1.9675965,79.05954,-1.8525388,-244.96843,0.5530316,0.26574612,-0.123514436,146.04924,0.014105033,223.91667,8.791686,-0.9964725,3.2621474,0.37472516,26.52,0.01105788,0.27023783,0.013228964,-0.8489617,7.107123,1.3897306,0.6495853,17.021276,164.47891,530.4,80.0,0.20934552,121.88439,7.603677,0.28857455,-0.31207827,1.3897306,0.016387166,1.4698317,0.12408533,0.814956,23.4,0.088003956,0.0009952666,0.11233986,0.044598397,3.6500041,-0.20241258,7.7176485,17.407516,4.6841955,-6.628903,1.1951419,-4.085107,1.0,0.050474923,36.465984,162.59229,3.3318248,-44.308975,17.029629,0.09616125,0.10104198,7.3127036,0.18380208,-0.06875185,0.08793373,0.066549346,2.9830394,0.2312917,12.190593,2.5776389,-0.052083332,-0.63707244,0.23162971,0.008503355,0.098321036,0.023632126,4.462626,24.524126,0.003776191,7.7235913,-19.721983,379.871,53.00815,43.636047,-57.286297,43.9569,0.04393738,2.2750454,0.8844653,0.8559336,0.49298346,1.8083452,1.0808862,0.58804363,0.4920283,1.0,1.6775165,0.9986816,0.6348294,0.644768,27.9
293,-0.43063694,73.6164,0.08850903,-0.69208455,16.049088,-15.914708,0.1291556,0.36170208,-1.5480561,-0.9509125,6.0608635,0.63459194,0.83136785,0.4848146,-193.7664,5.127,0.06900239,74.78663,-0.012172103,-7.675056,6.2430253,-8.452848,-0.98782784,-0.4127096,-288.7484,0.48568043,-0.12575781,-0.8576333,173.7944,0.023818048,1031.849,8.737616,-0.98880845,1.3759733,0.17103441,24.508,0.013254161,0.27035,0.048538096,0.40115488,3.8021092,0.7108866,0.3315578,0.0,467.7026,0.0,0.0,1.5415528,65.51275,-83.580124,0.15806381,1.0370984,0.7108866,0.03506825,9.698468,0.4341924,0.8364307,18.399998,0.30075884,0.0052024396,0.25864792,0.013522754,2.5373158,0.55821025,8.518488,14.615427,8.483977,-6.1269994,-2.1893098,-1.8648019,0.0,0.0,-0.0,-0.0,12.015081,-366.2157,14.901933,0.040811855,0.035945445,6.707433,0.17951694,0.03604939,0.09292688,0.13174333,3.1330338,0.22916499,0.0,4.6568346,-0.0,2.101286,0.074748285,0.0061273063,0.07054572,0.028755685,5.2885346,-51.490788,0.0031718337,5.0711937,65.05056,351.0512,52.520744,43.635902,-57.295773,37.540127,0.013461854,2.3964777,0.97580385,0.84026545,0.1308284,1.8899854,1.0909171,0.49166507,-0.22457537,1.0000001,1.6628844,0.9978217,0.62927425,0.6459685,23.9
294,-0.430637,108.15999,0.0762295,-0.5239748,16.073097,-15.914708,0.12915769,0.36170208,-1.5480561,-0.9269027,5.9428635,0.63459194,0.83136785,0.5052109,-193.7664,5.009,0.06900525,109.330215,-0.037353933,-7.557056,6.1048584,-6.5465693,-0.96264607,-0.4127096,-288.7484,0.4515343,-0.21275543,-0.82794446,173.7944,0.023818048,1712.8824,8.401283,-0.98357147,2.359645,0.29906473,24.036,0.013836739,0.2703495,0.07189639,0.39092863,3.1367402,0.5760144,0.3315578,0.0,666.2675,0.0,0.0,1.511864,114.55344,-122.799065,0.15806381,1.0370984,0.5760144,0.03506825,14.249355,0.6379404,0.83643395,42.299995,0.43924147,0.0051196767,0.2565825,0.009217175,5.1513543,0.5325404,8.518488,14.615427,10.229143,-6.009,-1.194482,-1.5384616,0.0,0.0,-0.0,-0.0,17.999666,-369.76913,14.614936,0.07136227,0.03594524,6.578254,0.17494068,0.06218551,0.09475171,0.13174331,3.1330338,0.22916499,0.0,5.6365557,-0.0,2.1012778,0.05087556,0.0061273063,0.062107634,0.012388179,7.770114,-29.146921,0.0031718337,4.367628,65.05056,344.2903,52.520744,43.635838,-57.295776,36.108078,0.009188874,2.3964777,0.9266875,0.84026545,0.1308284,1.9083242,1.0909171,0.46905535,-0.39268517,1.0000001,1.6628844,0.9975495,0.6280873,0.6459685,21.7
