,NOX_exp,ZN_negative,RM_negative,PTRATIO_negative,RM_zscore,PTRATIO_zscore,INDUS_zscore,ZN_recip,LSTAT_recip,DIS_recip,AGE_relu,RM_relu,PTRATIO_relu,LSTAT_tanh,NOX_tanh,ZN_tanh,RM_tanh,CRIM_radian,PTRATIO_radian,LSTAT_radian,CRIM_square,LSTAT_square,INDUS_square,RM_adde,LSTAT_adde,TAX_adde,MEDV
93,1.5904229,-28.0,-6.211,-18.2,-0.10490392,-0.11814889,0.5695164,28.0,0.16103059,0.27278432,28.9,6.211,18.2,0.99999195,0.43333873,1.0,0.99999195,0.00050178217,0.31764993,0.108384944,0.0008265625,38.564102,226.2016,8.929281,8.928282,272.7183,25.0
94,1.5904229,-28.0,-6.249,-18.2,-0.050766736,-0.11814889,0.5695164,28.0,0.0944287,0.2766252,77.3,6.249,18.2,1.0,0.43333873,1.0,0.99999255,0.00074944436,0.31764993,0.18483037,0.0018438435,112.1481,226.2016,8.967281,13.308282,272.7183,20.6
95,1.5604903,-0.0,-6.625,-18.0,0.48490483,-0.21062173,-1.203282,0.0,0.15037593,0.28610668,57.8,6.625,18.0,0.99999666,0.41778037,0.0,0.9999965,0.00213,0.31415927,0.1160644,0.014893763,44.2225,8.3521,9.343282,9.368282,278.7183,28.4
96,1.5604903,-0.0,-6.163,-18.0,-0.17328733,-0.21062173,-1.203282,0.0,0.08818342,0.28610668,69.6,6.163,18.0,1.0,0.41778037,0.0,0.9999911,0.0020078267,0.31415927,0.19792034,0.013234201,128.5956,8.3521,8.881282,14.058282,278.7183,21.4
97,1.5604903,-0.0,-8.069,-18.0,2.5421124,-0.21062173,-1.203282,0.0,0.2375297,0.28610668,76.0,8.069,18.0,0.9995593,0.41778037,0.0,0.9999998,0.0021088813,0.31415927,0.07347836,0.014599889,17.7241,8.3521,10.787282,6.928282,278.7183,38.7
98,1.5604903,-0.0,-7.82,-18.0,2.1873722,-0.21062173,-1.203282,0.0,0.28011206,0.28610668,36.9,7.82,18.0,0.99841577,0.41778037,0.0,0.9999997,0.001428901,0.31415927,0.06230825,0.0067026964,12.7449,8.3521,10.538282,6.2882814,278.7183,43.8
99,1.5604903,-0.0,-7.416,-18.0,1.6118097,-0.21062173,-1.203282,0.0,0.1615509,0.28610668,62.5,7.416,18.0,0.9999916,0.41778037,0.0,0.9999993,0.0011972958,0.31415927,0.10803588,0.00470596,38.3161,8.3521,10.134281,8.908281,278.7183,33.2
100,1.6820277,-0.0,-6.727,-20.9,0.63022035,1.1302292,-0.37597606,0.0,0.10615711,0.35999712,79.9,6.727,20.9,1.0,0.4777,0.0,0.99999714,0.0025946065,0.3647738,0.16441001,0.022099797,88.736404,73.273605,9.445282,12.138282,386.7183,27.5
101,1.6820277,-0.0,-6.781,-20.9,0.7071518,1.1302292,-0.37597606,0.0,0.1303781,0.3501278,71.3,6.781,20.9,0.9999996,0.4777,0.0,0.99999744,0.0019952604,0.3647738,0.13386676,0.013069063,58.8289,73.273605,9.499282,10.388282,386.7183,26.5
102,1.6820277,-0.0,-6.405,-20.9,0.17148021,1.1302292,-0.37597606,0.0,0.09407338,0.36836484,85.4,6.405,20.9,1.0,0.4777,0.0,0.9999945,0.0039926153,0.3647738,0.1855285,0.05233114,112.9969,73.273605,9.1232815,13.348282,386.7183,18.6
103,1.6820277,-0.0,-6.137,-20.9,-0.21032847,1.1302292,-0.37597606,0.0,0.07440476,0.36836484,87.4,6.137,20.9,1.0,0.4777,0.0,0.99999064,0.0036932912,0.3647738,0.23457225,0.044778794,180.63359,73.273605,8.855282,16.158281,386.7183,19.3
104,1.6820277,-0.0,-6.167,-20.9,-0.16758911,1.1302292,-0.37597606,0.0,0.081103005,0.41305247,90.0,6.167,20.9,1.0,0.4777,0.0,0.9999912,0.0024364796,0.3647738,0.2151991,0.019488158,152.0289,73.273605,8.885282,15.048282,386.7183,20.1
105,1.6820277,-0.0,-5.851,-20.9,-0.6177812,1.1302292,-0.37597606,0.0,0.060716458,0.47463098,96.7,5.851,20.9,1.0,0.4777,0.0,0.99998343,0.0023146558,0.3647738,0.2874557,0.017588066,271.26086,73.273605,8.569282,19.188282,386.7183,19.5
106,1.6820277,-0.0,-5.836,-20.9,-0.6391509,1.1302292,-0.37597606,0.0,0.05359057,0.45228404,91.9,5.836,20.9,1.0,0.4777,0.0,0.99998295,0.002988004,0.3647738,0.32567844,0.029309442,348.1956,73.273605,8.554281,21.37828,386.7183,19.5
107,1.6820277,-0.0,-6.127,-20.9,-0.22457539,1.1302292,-0.37597606,0.0,0.07097232,0.4711647,85.2,6.127,20.9,1.0,0.4777,0.0,0.99999046,0.0022893485,0.3647738,0.24591689,0.01720557,198.5281,73.273605,8.845282,16.80828,386.7183,20.4
108,1.6820277,-0.0,-6.474,-20.9,0.26978132,1.1302292,-0.37597606,0.0,0.08149959,0.4110321,97.1,6.474,20.9,1.0,0.4777,0.0,0.99999523,0.0022343704,0.3647738,0.2141519,0.01638912,150.55292,73.273605,9.192282,14.988282,386.7183,19.8
109,1.6820277,-0.0,-6.229,-20.9,-0.07925988,1.1302292,-0.37597606,0.0,0.06430868,0.39291188,91.2,6.229,20.9,1.0,0.4777,0.0,0.99999225,0.0046012113,0.3647738,0.2713987,0.06950078,241.8025,73.273605,8.947282,18.268282,386.7183,19.4
110,1.6820277,-0.0,-6.195,-20.9,-0.12769817,1.1302292,-0.37597606,0.0,0.07692308,0.35999712,54.4,6.195,20.9,1.0,0.4777,0.0,0.99999166,0.0018837338,0.3647738,0.2268928,0.011648884,169.0,73.273605,8.913282,15.718282,386.7183,21.7
111,1.728061,-0.0,-6.715,-17.8,0.6131243,-0.30309457,-0.1644075,0.0,0.098425195,0.37348273,81.6,6.715,17.8,1.0,0.49826837,0.0,0.9999971,0.00175999,0.3106686,0.17732544,0.010168706,103.22559,100.2001,9.433282,12.878282,434.7183,22.8
112,1.728061,-0.0,-5.913,-17.8,-0.52945197,-0.30309457,-0.1644075,0.0,0.06169032,0.42491713,92.9,5.913,17.8,1.0,0.49826837,0.0,0.9999854,0.0021518164,0.3106686,0.28291786,0.015200425,262.76407,100.2001,8.631282,18.92828,434.7183,18.8
113,1.728061,-0.0,-6.092,-17.8,-0.27443823,-0.30309457,-0.1644075,0.0,0.05851375,0.39246467,95.4,6.092,17.8,1.0,0.49826837,0.0,0.99998975,0.0038767254,0.3106686,0.29827678,0.049337294,292.0681,100.2001,8.810282,19.80828,434.7183,18.7
114,1.728061,-0.0,-6.254,-17.8,-0.04364328,-0.30309457,-0.1644075,0.0,0.09569378,0.4431642,84.2,6.254,17.8,1.0,0.49826837,0.0,0.9999926,0.002483778,0.3106686,0.1823869,0.020252135,109.2025,100.2001,8.972282,13.168282,434.7183,18.5
115,1.728061,-0.0,-5.928,-17.8,-0.5080823,-0.30309457,-0.1644075,0.0,0.063451774,0.40599245,88.2,5.928,17.8,1.0,0.49826837,0.0,0.9999858,0.0029904472,0.3106686,0.2750639,0.029357396,248.37761,100.2001,8.646282,18.478283,434.7183,18.3
116,1.728061,-0.0,-6.176,-17.8,-0.15476675,-0.30309457,-0.1644075,0.0,0.08305648,0.36628696,72.5,6.176,17.8,1.0,0.49826837,0.0,0.99999136,0.002296504,0.3106686,0.21013764,0.017313296,144.9616,100.2001,8.894281,14.758282,434.7183,21.2
117,1.728061,-0.0,-6.021,-17.8,-0.37558913,-0.30309457,-0.1644075,0.0,0.097087376,0.36398047,82.6,6.021,17.8,1.0,0.49826837,0.0,0.9999882,0.002635098,0.3106686,0.17976892,0.022794958,106.090004,100.2001,8.739282,13.018282,434.7183,19.2
118,1.728061,-0.0,-5.872,-17.8,-0.58786285,-0.30309457,-0.1644075,0.0,0.06506181,0.4036327,73.1,5.872,17.8,1.0,0.49826837,0.0,0.99998415,0.0022790509,0.3106686,0.2682571,0.017051134,236.2369,100.2001,8.590282,18.088282,434.7183,20.4
119,1.728061,-0.0,-5.731,-17.8,-0.7887401,-0.30309457,-0.1644075,0.0,0.07347539,0.36242387,65.2,5.731,17.8,1.0,0.49826837,0.0,0.99997896,0.0025265387,0.3106686,0.2375393,0.020955456,185.23209,100.2001,8.449282,16.328281,434.7183,19.3
120,1.7878253,-0.0,-5.87,-19.1,-0.5907126,0.29797715,2.1176145,0.0,0.06958942,0.44292864,69.7,5.87,19.1,1.0,0.5233918,0.0,0.9999841,0.0012041026,0.3333579,0.2508038,0.00475962,206.4969,657.9225,8.588282,17.088282,190.71828,22.0
121,1.7878253,-0.0,-6.004,-19.1,-0.39980793,0.29797715,2.1176145,0.0,0.070077084,0.45508325,84.1,6.004,19.1,1.0,0.5233918,0.0,0.9999878,0.0012505284,0.3333579,0.24905849,0.0051337224,203.63292,657.9225,8.722282,16.988281,190.71828,20.3
122,1.7878253,-0.0,-5.961,-19.1,-0.46106857,0.29797715,2.1176145,0.0,0.055772446,0.47917965,92.9,5.961,19.1,1.0,0.5233918,0.0,0.9999867,0.0016229817,0.3333579,0.31293753,0.008647141,321.48492,657.9225,8.679281,20.648281,190.71828,20.5
123,1.7878253,-0.0,-5.856,-19.1,-0.61065775,0.29797715,2.1176145,0.0,0.039354585,0.5142975,97.0,5.856,19.1,1.0,0.5233918,0.0,0.9999836,0.002624626,0.3333579,0.44348815,0.022614144,645.6681,657.9225,8.574282,28.12828,190.71828,17.3
124,1.7878253,-0.0,-5.879,-19.1,-0.5778903,0.29797715,2.1176145,0.0,0.05688282,0.49842995,95.8,5.879,19.1,1.0,0.5233918,0.0,0.9999843,0.0017189748,0.3333579,0.3068289,0.00970028,309.0564,657.9225,8.597282,20.298283,190.71828,18.8
125,1.7878253,-0.0,-5.986,-19.1,-0.42545196,0.29797715,2.1176145,0.0,0.067521945,0.50178134,88.4,5.986,19.1,1.0,0.5233918,0.0,0.99998736,0.0029499554,0.3333579,0.25848326,0.02856776,219.3361,657.9225,8.704282,17.528282,190.71828,21.4
126,1.7878253,-0.0,-5.613,-19.1,-0.9568499,0.29797715,2.1176145,0.0,0.036683787,0.5690872,95.6,5.613,19.1,1.0,0.5233918,0.0,0.99997336,0.0067605325,0.3333579,0.47577676,0.15004002,743.1076,657.9225,8.331282,29.978283,190.71828,15.7
127,1.8663787,-0.0,-5.693,-21.2,-0.8428773,1.2689384,1.5689954,0.0,0.058173355,0.5591903,96.0,5.693,21.2,1.0,0.5539069,0.0,0.9999773,0.0045230207,0.3700098,0.3000221,0.06715872,295.49612,479.17206,8.411282,19.908283,439.7183,16.2
128,1.8663787,-0.0,-6.431,-21.2,0.20852138,1.2689384,1.5689954,0.0,0.06497726,0.55172414,98.8,6.431,21.2,1.0,0.5539069,0.0,0.9999948,0.005679825,0.3700098,0.2686062,0.10590469,236.85211,479.17206,9.149282,18.108282,439.7183,18.0
129,1.8663787,-0.0,-5.637,-21.2,-0.92265785,1.2689384,1.5689954,0.0,0.054525625,0.505076,94.7,5.637,21.2,1.0,0.5539069,0.0,0.9999746,0.015380714,0.3700098,0.3200934,0.7766016,336.3556,479.17206,8.355282,21.05828,439.7183,14.3
130,1.8663787,-0.0,-6.458,-21.2,0.24698709,1.2689384,1.5689954,0.0,0.079365075,0.4720321,98.9,6.458,21.2,1.0,0.5539069,0.0,0.9999951,0.0059351665,0.3700098,0.21991149,0.115640804,158.76001,479.17206,9.176282,15.318282,439.7183,19.2
131,1.8663787,-0.0,-6.326,-21.2,0.05893218,1.2689384,1.5689954,0.0,0.081566066,0.44033468,97.7,6.326,21.2,1.0,0.5539069,0.0,0.9999936,0.020820731,0.3700098,0.21397737,1.4231058,150.3076,479.17206,9.044282,14.978282,439.7183,19.6
132,1.8663787,-0.0,-6.372,-21.2,0.12446649,1.2689384,1.5689954,0.0,0.08992806,0.42966402,97.9,6.372,21.2,1.0,0.5539069,0.0,0.99999416,0.0102983145,0.3700098,0.1940806,0.348159,123.654396,479.17206,9.090282,13.838282,439.7183,23.0
133,1.8663787,-0.0,-5.822,-21.2,-0.65909606,1.2689384,1.5689954,0.0,0.0665336,0.4048747,95.4,5.822,21.2,1.0,0.5539069,0.0,0.9999825,0.005756445,0.3700098,0.262323,0.10878123,225.9009,479.17206,8.540281,17.748281,439.7183,18.4
134,1.8663787,-0.0,-5.757,-21.2,-0.751699,1.2689384,1.5689954,0.0,0.057770077,0.42625746,98.4,5.757,21.2,1.0,0.5539069,0.0,0.99998003,0.01703738,0.3700098,0.30211648,0.95290786,299.63608,479.17206,8.475282,20.028282,439.7183,15.6
135,1.8663787,-0.0,-6.335,-21.2,0.07175386,1.2689384,1.5689954,0.0,0.058962267,0.4737765,98.2,6.335,21.2,1.0,0.5539069,0.0,0.99999374,0.009735098,0.3700098,0.2960078,0.31111857,287.64157,479.17206,9.053282,19.67828,439.7183,18.1
136,1.8663787,-0.0,-5.942,-21.2,-0.48813716,1.2689384,1.5689954,0.0,0.0591716,0.50841427,93.5,5.942,21.2,1.0,0.5539069,0.0,0.9999862,0.00563113,0.3700098,0.29496065,0.10409657,285.61,479.17206,8.660282,19.618282,439.7183,17.4
137,1.8663787,-0.0,-6.454,-21.2,0.24128819,1.2689384,1.5689954,0.0,0.0685401,0.540599,98.4,6.454,21.2,1.0,0.5539069,0.0,0.99999505,0.0061493185,0.3700098,0.25464353,0.124136426,212.8681,479.17206,9.172281,17.30828,439.7183,17.1
138,1.8663787,-0.0,-5.857,-21.2,-0.6092332,1.2689384,1.5689954,0.0,0.046904314,0.5993048,98.2,5.857,21.2,1.0,0.5539069,0.0,0.99998367,0.0043598325,0.3700098,0.3721042,0.06240004,454.5424,479.17206,8.575281,24.03828,439.7183,13.3
139,1.8663787,-0.0,-6.151,-21.2,-0.19038334,1.2689384,1.5689954,0.0,0.054171182,0.5992689,97.9,6.151,21.2,1.0,0.5539069,0.0,0.99999094,0.009503667,0.3700098,0.32218775,0.29650205,340.77158,479.17206,8.869282,21.17828,439.7183,17.8
140,1.8663787,-0.0,-6.174,-21.2,-0.15761654,1.2689384,1.5689954,0.0,0.04139073,0.6203859,93.6,6.174,21.2,1.0,0.5539069,0.0,0.9999913,0.0050771628,0.3700098,0.42167154,0.08462281,583.70557,479.17206,8.892282,26.87828,439.7183,14.0
141,1.8663787,-0.0,-5.019,-21.2,-1.8030969,1.2689384,1.5689954,0.0,0.02906132,0.6947339,100.0,5.019,21.2,1.0,0.5539069,0.0,0.99991256,0.028425131,0.3700098,0.6005678,2.6524684,1184.0481,479.17206,7.737282,37.12828,439.7183,14.4
142,2.389299,-0.0,-5.403,-14.7,-1.2560283,-1.7364178,1.2319449,0.0,0.037285607,0.7566586,100.0,5.403,14.7,1.0,0.7018818,0.0,0.99995947,0.057963256,0.2565634,0.4680973,11.029372,719.3124,383.3764,8.121282,29.53828,405.7183,13.4
143,2.389299,-0.0,-5.468,-14.7,-1.1634253,-1.7364178,1.2319449,0.0,0.03785011,0.7083156,100.0,5.468,14.7,1.0,0.7018818,0.0,0.9999644,0.071513124,0.2565634,0.461116,16.788689,698.0164,383.3764,8.186281,29.138283,405.7183,15.6
144,2.389299,-0.0,-4.903,-14.7,-1.9683574,-1.7364178,1.2319449,0.0,0.034141343,0.7429972,97.8,4.903,14.7,1.0,0.7018818,0.0,0.9998898,0.048515618,0.2565634,0.5112069,7.726955,857.9042,383.3764,7.6212816,32.00828,405.7183,11.8
145,2.389299,-0.0,-6.13,-14.7,-0.22030105,-1.7364178,1.2319449,0.0,0.035971224,0.704672,100.0,6.13,14.7,1.0,0.7018818,0.0,0.9999905,0.041527316,0.2565634,0.4852015,5.6612587,772.83997,383.3764,8.848282,30.51828,405.7183,13.8
146,2.389299,-0.0,-5.628,-14.7,-0.9354802,-1.7364178,1.2319449,0.0,0.06006006,0.65936965,100.0,5.628,14.7,1.0,0.7018818,0.0,0.99997413,0.037612718,0.2565634,0.29059732,4.644241,277.22247,383.3764,8.346281,19.368282,405.7183,15.6
147,2.389299,-0.0,-4.926,-14.7,-1.93559,-1.7364178,1.2319449,0.0,0.033863865,0.68455637,95.7,4.926,14.7,1.0,0.7018818,0.0,0.99989474,0.041340217,0.2565634,0.51539576,5.61036,872.02094,383.3764,7.644282,32.248283,405.7183,14.6
148,2.389299,-0.0,-5.186,-14.7,-1.5651791,-1.7364178,1.2319449,0.0,0.035310734,0.6537657,93.8,5.186,14.7,1.0,0.7018818,0.0,0.9999374,0.040683452,0.2565634,0.49427724,5.4335146,802.0224,383.3764,7.9042816,31.03828,405.7183,17.8
149,2.389299,-0.0,-5.597,-14.7,-0.9796441,-1.7364178,1.2319449,0.0,0.046620045,0.6554369,94.9,5.597,14.7,1.0,0.7018818,0.0,0.99997246,0.047716778,0.2565634,0.37437314,7.4745917,460.10254,383.3764,8.315282,24.168282,405.7183,15.4
150,2.389299,-0.0,-6.122,-14.7,-0.23169817,-1.7364178,1.2319449,0.0,0.07092199,0.61804694,97.3,6.122,14.7,1.0,0.7018818,0.0,0.99999034,0.028913124,0.2565634,0.24609143,2.7443235,198.81001,383.3764,8.840282,16.818283,405.7183,21.5
151,2.389299,-0.0,-5.404,-14.7,-1.2546037,-1.7364178,1.2319449,0.0,0.07530121,0.6282986,100.0,5.404,14.7,1.0,0.7018818,0.0,0.9999595,0.02611571,0.2565634,0.23177972,2.2389736,176.3584,383.3764,8.122282,15.9982815,405.7183,19.6
152,2.389299,-0.0,-5.012,-14.7,-1.8130695,-1.7364178,1.2319449,0.0,0.08250825,0.6210408,88.0,5.012,14.7,1.0,0.7018818,0.0,0.99991137,0.01966253,0.2565634,0.2115339,1.2691824,146.8944,383.3764,7.730282,14.838282,405.7183,15.3
153,2.389299,-0.0,-5.709,-14.7,-0.82008237,-1.7364178,1.2319449,0.0,0.063331224,0.616067,98.5,5.709,14.7,1.0,0.7018818,0.0,0.999978,0.037510265,0.2565634,0.2755875,4.618974,249.3241,383.3764,8.427282,18.508282,405.7183,19.4
154,2.389299,-0.0,-6.129,-14.7,-0.2217256,-1.7364178,1.2319449,0.0,0.06613757,0.5716246,96.0,6.129,14.7,1.0,0.7018818,0.0,0.9999905,0.024676336,0.2565634,0.26389378,1.9989717,228.6144,383.3764,8.847282,17.838282,405.7183,17.0
155,2.389299,-0.0,-6.152,-14.7,-0.1889588,-1.7364178,1.2319449,0.0,0.0665779,0.5729018,82.6,6.152,14.7,1.0,0.7018818,0.0,0.99999094,0.061697565,0.2565634,0.26214847,12.496296,225.60042,383.3764,8.870281,17.738281,405.7183,15.6
156,2.389299,-0.0,-5.272,-14.7,-1.4426585,-1.7364178,1.2319449,0.0,0.06195787,0.5759042,94.0,5.272,14.7,1.0,0.7018818,0.0,0.9999473,0.042702623,0.2565634,0.28169614,5.9862432,260.49957,383.3764,7.9902816,18.85828,405.7183,13.1
157,1.8312522,-0.0,-6.943,-14.7,0.937946,-1.7364178,1.2319449,0.0,0.21786492,0.5326799,97.4,6.943,14.7,0.9997939,0.5405979,0.0,0.99999815,0.0213555,0.2565634,0.08011062,1.497148,21.068102,383.3764,9.661282,7.308282,405.7183,41.3
158,1.8312522,-0.0,-6.066,-14.7,-0.3114794,-1.7364178,1.2319449,0.0,0.155521,0.5690548,100.0,6.066,14.7,0.9999948,0.5405979,0.0,0.9999892,0.023436978,0.2565634,0.11222467,1.8032192,41.3449,383.3764,8.784282,9.148281,405.7183,24.3
159,2.389299,-0.0,-6.51,-14.7,0.3210694,-1.7364178,1.2319449,0.0,0.135318,0.56628346,100.0,6.51,14.7,0.9999992,0.7018818,0.0,0.9999956,0.02487129,0.2565634,0.12897983,2.0306818,54.6121,383.3764,9.228282,10.108282,405.7183,23.3
160,1.8312522,-0.0,-6.25,-14.7,-0.04934218,-1.7364178,1.2319449,0.0,0.18181819,0.5560498,92.6,6.25,14.7,0.9999666,0.5405979,0.0,0.99999255,0.022226071,0.2565634,0.09599311,1.6217004,30.25,383.3764,8.968282,8.218282,405.7183,27.0
161,1.8312522,-0.0,-7.489,-14.7,1.7158097,-1.7364178,1.2319449,0.0,0.5780347,0.5073824,90.8,7.489,14.7,0.9390559,0.5405979,0.0,0.9999994,0.025540449,0.2565634,0.030194197,2.1414223,2.9929001,383.3764,10.207281,4.448282,405.7183,50.0
162,1.8312522,-0.0,-7.802,-14.7,2.1617281,-1.7364178,1.2319449,0.0,0.5208334,0.49002793,98.2,7.802,14.7,0.95791733,0.5405979,0.0,0.99999964,0.032005325,0.2565634,0.03351032,3.3627126,3.6864,383.3764,10.520282,4.638282,405.7183,50.0
163,1.8312522,-0.0,-8.375,-14.7,2.9780574,-1.7364178,1.2319449,0.0,0.30120483,0.4625347,93.9,8.375,14.7,0.9973894,0.5405979,0.0,0.9999999,0.0265119,0.2565634,0.05794493,2.3074217,11.0224,383.3764,11.093282,6.0382814,405.7183,50.0
164,1.8312522,-0.0,-5.854,-14.7,-0.61350685,-1.7364178,1.2319449,0.0,0.08591065,0.41288194,91.8,5.854,14.7,1.0,0.5405979,0.0,0.99998355,0.039136566,0.2565634,0.20315632,5.0281787,135.48961,383.3764,8.572282,14.358282,405.7183,22.7
165,1.8312522,-0.0,-6.101,-14.7,-0.26161656,-1.7364178,1.2319449,0.0,0.101936795,0.4379434,93.0,6.101,14.7,1.0,0.5405979,0.0,0.99999,0.051033426,0.2565634,0.1712168,8.549776,96.23611,383.3764,8.819282,12.528282,405.7183,25.0
166,1.8312522,-0.0,-7.929,-14.7,2.3426597,-1.7364178,1.2319449,0.0,0.27027026,0.4887824,96.2,7.929,14.7,0.9987782,0.5405979,0.0,0.99999976,0.035084434,0.2565634,0.064577185,4.040864,13.690001,383.3764,10.647282,6.4182816,405.7183,50.0
167,1.8312522,-0.0,-5.877,-14.7,-0.58074003,-1.7364178,1.2319449,0.0,0.08237232,0.41221815,79.2,5.877,14.7,1.0,0.5405979,0.0,0.99998426,0.031420812,0.2565634,0.21188298,3.241008,147.37961,383.3764,8.595282,14.858282,405.7183,23.8
168,1.8312522,-0.0,-6.319,-14.7,0.048958935,-1.7364178,1.2319449,0.0,0.09009009,0.4761905,96.1,6.319,14.7,1.0,0.5405979,0.0,0.9999935,0.040149555,0.2565634,0.19373155,5.29184,123.21001,383.3764,9.037281,13.818282,405.7183,23.8
169,1.8312522,-0.0,-6.402,-14.7,0.16720586,-1.7364178,1.2319449,0.0,0.088339224,0.44198895,95.2,6.402,14.7,1.0,0.5405979,0.0,0.9999945,0.042752363,0.2565634,0.19757126,6.0001965,128.1424,383.3764,9.120281,14.038281,405.7183,22.3
170,1.8312522,-0.0,-5.875,-14.7,-0.58358914,-1.7364178,1.2319449,0.0,0.06930007,0.41221815,94.6,5.875,14.7,1.0,0.5405979,0.0,0.9999842,0.021073455,0.2565634,0.25185102,1.4578631,208.22491,383.3764,8.593282,17.148281,405.7183,17.4
171,1.8312522,-0.0,-5.88,-14.7,-0.5764657,-1.7364178,1.2319449,0.0,0.083125524,0.41863775,97.3,5.88,14.7,1.0,0.5405979,0.0,0.9999844,0.04038517,0.2565634,0.2099631,5.354133,144.72089,383.3764,8.598282,14.7482815,405.7183,19.1
172,1.6652912,-0.0,-5.572,-16.6,-1.0152607,-0.857929,-1.0340272,0.0,0.06807352,0.38519317,88.5,5.572,16.6,1.0,0.4699452,0.0,0.9999711,0.002428451,0.28972465,0.25638884,0.019359939,215.79608,16.402502,8.290281,17.408281,298.7183,23.1
173,1.6652912,-0.0,-6.416,-16.6,0.187151,-0.857929,-1.0340272,0.0,0.11061947,0.3778861,84.1,6.416,16.6,1.0,0.4699452,0.0,0.99999464,0.0016018632,0.28972465,0.15777776,0.008423569,81.721596,16.402502,9.134281,11.758282,298.7183,23.6
174,1.6652912,-0.0,-5.859,-16.6,-0.6063834,-0.857929,-1.0340272,0.0,0.10373443,0.37010992,68.7,5.859,16.6,1.0,0.4699452,0.0,0.9999837,0.0014742796,0.28972465,0.16824974,0.0071351803,92.9296,16.402502,8.577282,12.358282,298.7183,22.6
175,1.6652912,-0.0,-6.546,-16.6,0.3723568,-0.857929,-1.0340272,0.0,0.18761726,0.31925422,33.1,6.546,16.6,0.9999531,0.4699452,0.0,0.9999959,0.0011630873,0.28972465,0.09302605,0.004440889,28.4089,16.402502,9.264282,8.048282,298.7183,29.4
176,1.6652912,-0.0,-6.02,-16.6,-0.37701368,-0.857929,-1.0340272,0.0,0.09891197,0.28130186,47.2,6.02,16.6,1.0,0.4699452,0.0,0.9999882,0.0012255702,0.28972465,0.17645279,0.0049308487,102.21209,16.402502,8.738281,12.828281,298.7183,23.2
177,1.6652912,-0.0,-6.315,-16.6,0.043260712,-0.857929,-1.0340272,0.0,0.15898252,0.3014318,73.4,6.315,16.6,0.99999315,0.4699452,0.0,0.99999344,0.0009468411,0.28972465,0.109781206,0.0029430622,39.5641,16.402502,9.033281,9.008282,298.7183,24.6
178,1.6652912,-0.0,-6.86,-16.6,0.81969976,-0.857929,-1.0340272,0.0,0.14450867,0.34301788,74.4,6.86,16.6,0.99999803,0.4699452,0.0,0.9999978,0.0011592476,0.28972465,0.12077679,0.004411616,47.886402,16.402502,9.578281,9.638282,298.7183,29.9
179,1.6290548,-0.0,-6.98,-17.8,0.99065864,-0.30309457,-1.2660232,0.0,0.1984127,0.3534818,58.4,6.98,17.8,0.9999162,0.45262766,0.0,0.9999983,0.0010088002,0.3106686,0.087964594,0.0033408399,25.4016,6.0516,9.698282,7.7582817,195.71828,37.2
180,1.6290548,-0.0,-7.765,-17.8,2.1090155,-0.30309457,-1.2660232,0.0,0.13227513,0.36483037,83.3,7.765,17.8,0.99999946,0.45262766,0.0,0.99999964,0.001149823,0.3106686,0.13194689,0.0043401746,57.1536,6.0516,10.483282,10.278282,195.71828,39.8
181,1.6290548,-0.0,-6.144,-17.8,-0.20035592,-0.30309457,-1.2660232,0.0,0.105820104,0.3849263,62.2,6.144,17.8,1.0,0.45262766,0.0,0.99999076,0.0012021827,0.3106686,0.1649336,0.0047444543,89.3025,6.0516,8.862282,12.168282,195.71828,36.2
182,1.6290548,-0.0,-7.155,-17.8,1.2399741,-0.30309457,-1.2660232,0.0,0.20746887,0.3702881,92.2,7.155,17.8,0.9998699,0.45262766,0.0,0.9999988,0.0015887732,0.3106686,0.08412487,0.008286461,23.2324,6.0516,9.8732815,7.538282,195.71828,37.9
183,1.6290548,-0.0,-6.563,-17.8,0.3965763,-0.30309457,-1.2660232,0.0,0.17605634,0.35124695,95.6,6.563,17.8,0.9999767,0.45262766,0.0,0.999996,0.0017467255,0.3106686,0.0991347,0.010016006,32.262398,6.0516,9.281282,8.398281,195.71828,32.5
184,1.6290548,-0.0,-5.604,-17.8,-0.96967155,-0.30309457,-1.2660232,0.0,0.07153076,0.3346832,89.8,5.604,17.8,1.0,0.45262766,0.0,0.9999729,0.0014500195,0.3106686,0.24399702,0.006902287,195.44038,6.0516,8.322282,16.69828,195.71828,26.4
185,1.6290548,-0.0,-6.153,-17.8,-0.18753423,-0.30309457,-1.2660232,0.0,0.07604563,0.30490592,68.8,6.153,17.8,1.0,0.45262766,0.0,0.99999094,0.0010554006,0.3106686,0.22951078,0.0036566209,172.92249,6.0516,8.871282,15.868281,195.71828,29.6
186,1.6290548,-0.0,-7.831,-17.8,2.203043,-0.30309457,-1.2660232,0.0,0.2247191,0.31257814,53.6,7.831,17.8,0.99972725,0.45262766,0.0,0.9999997,0.0009777334,0.3106686,0.07766715,0.0031382402,19.802498,6.0516,10.549282,7.1682816,195.71828,50.0
187,1.5480561,-45.0,-6.782,-15.2,0.7085763,-1.5052366,-1.123032,45.0,0.1497006,0.26394975,41.1,6.782,15.2,0.99999684,0.41115472,1.0,0.99999744,0.0013744468,0.26529005,0.11658799,0.0062015625,44.6224,11.8336,9.500282,9.398281,400.7183,32.0
