,(oz1_negative+oz4),((oz2_mmnorm+oz2)*oz1_mmnorm_adde),(oz2_sin_exp+oz1),(oz1_negative+oz4)_negative,oz4_negative_zscore_radian
409,-2.3409376,4.137202,2.462341,2.3409376,0.027641768
410,0.40781015,1.9608141,1.6474388,-0.40781015,-0.017169686
411,-2.9650068,8.550524,4.57771,2.9650068,0.018833276
412,-1.177202,3.3280258,2.4382882,1.177202,0.002900102
413,1.34507,0.9000151,0.42589617,-1.34507,-0.016038489
414,-0.16269504,2.5018632,1.4755142,0.16269504,-0.001431468
415,0.78480273,3.418759,2.3019319,-0.78480273,-0.028294817
416,0.27453938,5.7491302,2.4054844,-0.27453938,-0.0064099515
417,2.3964543,-2.5043757,-1.0133172,-2.3964543,-0.016863883
418,2.3215358,-4.0606995,-0.9297408,-2.3215358,-0.017855184
419,-3.2353358,6.4277396,3.8067722,3.2353358,0.030895418
420,0.7911217,0.62036246,1.0802826,-0.7911217,-0.01888667
421,0.6088166,0.026838385,-0.051036417,-0.6088166,0.0023420579
422,1.6355774,-4.5522237,-1.3845193,-1.6355774,0.0020596927
423,1.6127465,-2.9165447,-1.1795864,-1.6127465,-0.0006406246
424,-0.013972223,7.2610483,3.177898,0.013972223,-0.009486726
425,0.1359938,5.0738215,2.1075382,-0.1359938,-0.0023833113
426,-1.3045318,4.74482,2.9545088,1.3045318,0.003850673
427,1.7087457,-3.3790092,-0.28559083,-1.7087457,-0.018084675
428,0.12463629,-3.8760118,-0.5759065,-0.12463629,0.014415867
429,0.18031496,1.6645654,1.4793894,-0.18031496,-0.011452731
430,0.5024801,8.392704,3.3572931,-0.5024801,-0.019952046
431,-0.8728151,9.315122,3.9630868,0.8728151,-0.0067494237
432,-2.4809997,9.051117,4.2193656,2.4809997,0.017116264
433,-2.463862,3.7157,2.418461,2.463862,0.028013954
434,-1.1542457,2.4162931,0.76758826,1.1542457,0.028500488
435,0.25225005,1.0970153,0.704656,-0.25225005,-0.0011495495
436,-0.03199148,7.793866,3.4458208,0.03199148,-0.012863986
437,2.2136087,-2.9829338,-0.6665921,-2.2136087,-0.020059552
438,-0.59444577,-2.7579882,-0.08695701,0.59444577,0.019151451
439,1.092354,4.7618327,2.070856,-1.092354,-0.020497808
440,-0.96039623,5.246593,2.448824,0.96039623,0.011103875
441,-2.491031,5.4967437,2.994923,2.491031,0.028576506
442,-2.8690147,6.8807745,3.673773,2.8690147,0.029339595
443,-1.807878,5.4794183,2.957399,1.807878,0.017278105
444,-1.1205249,5.526286,2.9790518,1.1205249,0.005133031
445,0.8120278,7.378748,3.042692,-0.8120278,-0.021018162
446,0.35126328,-4.5336366,-1.622753,-0.35126328,0.028671457
447,3.4422991,-4.601378,-1.6014806,-3.4422991,-0.025691481
448,-1.4068284,4.925642,2.1879528,1.4068284,0.021956673
449,1.3189702,-1.8439517,-0.40758887,-1.3189702,-0.007735775
450,-1.3787459,8.484118,4.036094,1.3787459,0.00087500864
451,0.39104676,6.6116056,3.7717452,-0.39104676,-0.030820275
452,2.275104,2.2467642,0.58421725,-2.275104,-0.028969735
453,-0.65614456,4.4035783,2.9260755,0.65614456,-0.009077117
454,-2.0761805,4.874537,2.7443137,2.0761805,0.022291137
455,0.8641924,4.59376,2.661395,-0.8641924,-0.029281281
456,-0.59936225,0.82901454,1.1749208,0.59936225,0.0044234423
457,-0.6429407,4.214155,2.685229,0.6429407,-0.005839859
458,-0.704698,1.2110437,1.0717208,0.704698,0.009474655
459,0.80018365,-2.6488214,-0.64593774,-0.80018365,0.0045438497
460,-0.92388916,2.3764448,1.0722723,0.92388916,0.018630767
461,1.0082239,-1.7236072,-0.16839206,-1.0082239,-0.006270539
462,0.16014308,0.66167444,0.84342283,-0.16014308,-0.0035543416
463,-2.4483175,5.372931,3.4381618,2.4483175,0.018292056
464,-0.69085985,4.461512,2.961813,0.69085985,-0.008800833
465,0.11391078,2.5271254,0.9967321,-0.11391078,0.0027227683
466,1.9868146,-2.005439,0.053204298,-1.9868146,-0.027575415
467,-0.10603231,-2.3217185,-0.08581793,0.10603231,0.01102017
468,-1.9533389,7.6264377,4.3815355,1.9533389,0.0025693355
469,1.9206928,-4.582296,-1.4234635,-1.9206928,-0.0022344035
470,-1.0833651,0.48148,0.5154215,1.0833651,0.023358973
471,2.079406,-1.1437192,-0.35220665,-2.079406,-0.020857148
472,-0.28168517,8.300606,3.8804865,0.28168517,-0.015675958
473,-0.57986885,0.1890398,0.92392516,0.57986885,0.006515053
474,0.09138036,-1.5230298,-0.398432,-0.09138036,0.01402435
475,-1.2687743,0.73608845,0.4453283,1.2687743,0.028690087
476,0.30244377,0.68491507,0.49601898,-0.30244377,0.00016641748
477,-0.61710536,5.167686,2.9991732,0.61710536,-0.006332786
478,1.1059299,-0.5965372,0.77296567,-1.1059299,-0.022255167
479,0.0715047,-0.83270687,0.7502082,-0.0715047,-0.0042789
480,0.2403295,3.888005,2.6229763,-0.2403295,-0.022086937
481,2.0253465,-3.0547717,-0.6260061,-2.0253465,-0.017522674
482,-1.0146855,6.486618,3.2449312,1.0146855,0.003500203
483,0.23863977,-3.3652592,-0.56900513,-0.23863977,0.012517367
484,0.78575313,4.845887,2.3047988,-0.78575313,-0.019213583
485,-2.5899415,7.2105217,3.7846904,2.5899415,0.023677839
486,1.1706581,0.57197464,0.7349065,-1.1706581,-0.019590799
487,-0.5664365,8.703176,3.4310663,0.5664365,-0.0025969783
488,1.969665,-4.3293447,-0.4361444,-1.969665,-0.02034653
489,-0.80608374,1.2950046,0.47147518,0.80608374,0.02229686
490,0.628397,-1.450377,-0.4616171,-0.628397,0.005850768
491,1.0910504,3.2285974,1.2606288,-1.0910504,-0.015086902
492,0.48418105,2.0895844,1.8016349,-0.48418105,-0.020715203
493,-3.1828094,8.245406,4.492573,3.1828094,0.02366175
494,-0.12952179,4.2583838,2.7912567,0.12952179,-0.016578538
495,0.6560068,2.7233322,2.11263,-0.6560068,-0.026328648
496,-2.8664298,5.094687,3.283163,2.8664298,0.026913656
497,-0.4420056,2.0588963,1.6783302,0.4420056,-0.0024375776
498,-0.38409644,3.3828385,2.516686,0.38409644,-0.012118973
499,-1.0864267,2.889526,2.0714397,1.0864267,0.0057479567
