,oz13_mmnorm,oz2_mmnorm,oz42_mmnorm,oz1_mmnorm,oz11_mmnorm,oz35_mmnorm,oz1_negative,oz49_negative,oz22_negative,oz50_negative,oz37_negative,oz4_negative,oz6_adde,oz36_adde,oz23_adde,oz19_adde,oz2_adde,oz31_adde,oz47_sin,oz49_sin,oz42_sin,oz46_sin,oz25_sin,oz2_sin,(oz2-oz28),(oz27-oz34),(oz12-oz30),(oz9-oz13),(oz17-oz44),(oz47-oz48),(oz28-oz37),(oz29-oz38),(oz7-oz23),(oz9-oz24),(oz2-oz25),(oz1-oz10),(oz23-oz34),(oz21-oz38),(oz23-oz32),(oz5-oz36),oz10_abs,oz34_abs,oz6_abs,oz5_abs,oz2_abs,oz1_abs,oz3_abs,(oz40+oz46),(oz20+oz41),(oz16+oz36),(oz1+oz37),(oz24+oz45),(oz5+oz21),(oz13+oz28),(oz2+oz42),(oz13+oz33),(oz30+oz32),(oz4+oz40),(oz20+oz39),(oz4+oz14),(oz24+oz32),(oz39+oz42),(oz9+oz18),(oz2+oz10),(oz31+oz50),oz5_square,oz2_square,oz36_square,oz7_square,oz42_square,oz35_square,oz51
108,0.91441673,0.7968367,0.11607785,0.7243074,0.11837762,0.8115418,-1.0151598,0.6922051,-1.7058606,-1.0467182,0.9645913,-0.6377722,2.345694,2.4423075,2.4621258,3.4981134,3.7416272,3.175869,0.9610934,-0.6382363,-0.9538979,-0.6621425,0.9998222,0.8538541,0.7495055,2.5722723,0.059340954,-0.7484564,2.3727696,2.6365004,1.2384312,0.264331,1.1714618,-0.55082935,-0.5663079,1.1203052,1.261591,0.61174524,-2.1023922,-0.7103851,0.10514537,1.5177469,0.37258762,0.9863595,1.0233454,1.0151598,0.5659786,0.313052,-1.6331311,0.41717547,0.05056852,2.4736576,-0.24033844,1.7165961,-0.2426207,2.5666971,2.7724664,1.6744984,0.8199662,0.027388334,3.0913656,0.3217709,0.20633817,0.91819996,1.5043056,0.97290504,1.0472357,0.07616187,0.8377848,1.6026701,1.1090798,-1.2726794
109,0.18917802,0.22606802,0.28868398,0.3600615,0.1454299,0.98469245,0.523559,1.2246363,1.7327859,0.09523879,1.0726148,0.42258632,2.1060193,3.5184605,4.1180077,1.4337084,1.7949729,4.1938257,-0.2081982,-0.94068253,-0.6167444,-0.37095702,-0.9388588,-0.7976018,0.1483177,1.4823458,-1.1132717,-0.09694874,-1.785778,-1.5805355,0.000988245,0.121355414,0.35187376,-2.502532,0.2959919,0.5476947,1.9388072,-2.1523318,-0.027290821,-1.1511953,1.0712537,0.5390814,0.6122624,0.35101664,0.92330885,0.523559,0.53568524,-1.986522,-1.4427786,-0.15939474,-1.5961738,1.9036014,-1.3984687,-2.1222594,-1.587909,-2.133215,1.9248738,-2.029069,-1.9712731,0.25331098,2.7819672,-2.194556,-2.6794245,-1.9945625,1.3803053,0.12321268,0.85249925,0.64028597,3.0681014,0.44169325,2.7365696,0.26395473
110,0.26623267,0.80566436,0.8935085,0.8490628,0.63219875,0.20368135,-1.5421758,-1.5660135,-1.475473,0.3594955,-1.2962493,0.057146855,2.0407138,2.6655412,1.8002232,4.3210726,3.7717347,1.6389683,0.28720334,0.99998856,0.991798,-0.5247071,0.9992557,0.86913615,0.94366133,2.5209687,-0.6533609,2.3185577,1.0181617,-0.06648913,-1.1864576,-0.5454818,0.12802052,2.3296394,-0.55592704,0.15537894,0.58565533,-0.83335006,0.71952283,-1.150386,1.3867968,1.5037138,0.67756796,1.2031264,1.053453,1.5421758,1.6994487,0.53417534,3.009286,-0.38379517,2.8384252,0.52688265,-2.3712826,-0.6759253,2.4960833,-1.045582,-0.43086696,1.0293994,2.710187,0.20249203,-2.43438,2.5795002,2.9502409,2.44025,-1.4388089,1.4475132,1.1097631,0.0027815583,0.62416005,2.0811822,1.117647,-0.084524155
111,0.32861716,0.5138815,0.2970435,0.57430714,0.060467076,0.10523305,-0.3814992,-1.314421,-0.9110808,0.7012602,-0.51359683,0.24079023,1.5649623,2.2686467,3.9635494,2.9273472,2.7765849,3.4962983,-0.98227936,0.9673155,-0.59356004,0.9620488,0.9905334,0.058270108,-0.51814,-0.23175034,-0.5228668,1.4527378,-0.9078351,-1.0841298,0.0628463,-1.0769029,-2.6365855,1.845007,-1.3747865,0.4451892,1.3072016,-1.8200207,-0.49464452,-1.2475748,0.06369001,0.06193402,1.1533195,1.69721,0.058303133,0.3814992,0.5210993,-0.5986655,2.0201967,1.2278657,0.89509606,-2.4238138,-2.644917,0.0052056313,-0.5771721,-1.9051766,1.0798395,-2.1338694,1.8106614,0.096596465,0.77640545,0.57099384,0.5006561,-0.005386874,0.07675636,2.8805215,0.0033992552,0.20217174,1.9357654,0.40382874,1.9571241,-0.3604586
112,0.90531456,0.77759004,0.076826476,0.76280344,0.8642868,0.2881121,-1.1777823,-0.13368867,-0.009462301,1.4971848,0.89727294,-0.33058727,3.7358625,2.3960123,2.8352945,3.6858797,3.6759849,4.073119,-0.5546356,0.1332908,-0.98590827,0.9854137,-0.8887871,0.8178721,-0.20295763,0.06630957,0.19864926,-2.341943,0.61996853,-0.5094798,2.0579338,0.80191076,-0.8475104,0.010836899,2.0523949,0.2007153,0.9413027,1.2054678,0.25000623,-0.102896065,0.977067,0.8242899,1.0175807,0.4251656,0.9577031,1.1777823,0.48685628,2.1696844,-1.5176629,-1.6703619,0.28050935,-1.0763489,1.0387204,2.5721235,-0.44501615,2.8298361,0.32878757,1.1004835,-1.0028925,1.8710278,-1.0743105,-2.0407531,-1.8931508,1.9347701,-0.1423471,0.18076578,0.91719526,0.10385765,0.53362674,1.9676213,0.5838014,-1.517273
113,0.48400292,0.81628823,0.24233407,0.63014865,0.08343093,0.61563945,-0.6173958,0.11475511,1.5294985,0.53191596,0.5163182,-0.48719332,1.2563508,3.2821531,2.1753178,1.9010057,3.8079684,3.4221196,0.27248064,-0.11450341,-0.7352835,-0.121934496,-0.83608603,0.88648194,2.580162,-0.7524494,0.9379461,-0.88840085,-0.20002668,-0.087473035,-0.9741571,-0.13169742,2.2811146,-1.2690773,2.079796,-0.85468155,-1.0347966,2.4117937,-0.45651835,-1.7752883,1.4720774,0.4918326,1.461931,1.2114171,1.0896866,0.6173958,1.1695653,1.326779,1.0241458,1.771074,0.101077616,0.58629006,-0.4513592,-1.5274925,0.26360178,-1.6563978,-0.30075914,1.936211,0.4332164,0.63931245,0.25721356,-1.2118499,-1.6745918,2.561764,0.17192185,1.4675313,1.1874169,0.31795087,3.0211675,0.6824162,0.13913785,-1.741236
114,0.53364134,0.40271282,0.01834497,0.49658394,0.00794844,0.3735829,-0.053165775,-1.1324323,0.663582,0.9331676,-1.3377976,0.9028493,2.3157256,1.9816735,3.061507,2.849038,2.3974347,1.2054366,-0.99995315,0.9054473,-0.9993637,0.68297833,0.93694097,-0.31537044,0.48056677,0.2532122,2.6947026,-1.2726487,0.25796318,-1.5097412,-2.1392114,-1.1275327,-1.3678,-1.0364474,-1.5346192,-0.656447,1.6125903,-0.7483095,-0.90037495,1.9388922,0.7096128,1.2693651,0.40255615,1.202284,0.320847,0.053165775,0.3405382,0.91908514,-1.1233184,-2.418636,1.3909634,1.5999773,0.07227349,-0.6677729,-1.927318,1.3995125,0.08393109,-0.73559654,-0.89821744,-1.5790075,1.1410398,-1.8401594,-0.8678321,0.38876578,-2.4460127,1.4454868,0.1029428,0.54259175,1.0497534,2.5807488,0.21840566,0.49373606
115,0.19291586,0.2518108,0.23644741,0.2647007,0.08421785,0.8954711,0.92640066,0.8000142,-0.9709368,-0.41605812,-1.5733905,-1.4994397,2.849406,3.7566,2.4718728,2.780967,1.8827708,1.6647049,-0.99898314,-0.717366,-0.74902827,0.46940663,0.17775327,-0.7416394,0.644796,-0.2876206,-2.460775,-0.44888484,1.8801564,-0.6524761,-3.0536976,-0.2154625,1.8127613,-2.5149713,-1.0142138,-0.41629416,-1.2700497,1.0252782,-1.3884505,-2.151584,0.5101065,1.0236406,0.13112418,1.1132658,0.83551097,0.92640066,0.33493248,0.6199331,-3.294198,1.1464381,0.6469898,2.4833379,-0.77289486,-2.518089,-1.6821051,-0.14660144,2.8653708,1.6307541,-0.054924726,1.9429204,2.1703458,0.7221238,-1.4062244,-1.3456175,-0.6375187,1.2393607,0.6980786,1.0781046,2.4534593,0.71672165,1.807699,0.90816855
116,0.12610464,0.86657894,0.14195165,0.8798451,0.6896056,0.31730783,-1.6722125,-1.046913,0.425127,1.5079427,1.5842092,1.2621676,3.1831894,2.2783558,2.5005255,2.3424203,3.9794888,1.9904006,-0.89541733,0.8658831,-0.923006,0.70508856,-0.5834821,0.9524588,1.983974,-0.11010824,-1.5287298,2.6987236,2.0743446,-1.2777215,0.8614424,0.07563418,0.0047513843,1.3322105,1.8842168,3.1804624,-0.56098455,-0.50967914,1.2043226,1.6590791,1.5082499,0.3432283,0.46490753,1.2191533,1.2612071,1.6722125,1.5093015,0.3591109,1.5275677,0.15156719,0.08800328,1.1068592,-0.045830846,-1.9902475,0.085386276,-0.7027679,0.06389463,-1.6856047,1.239511,0.17833936,-1.3230464,-0.6395675,0.49124813,-0.24704278,-2.2358239,1.4863347,1.5906434,0.19353473,0.04537107,1.3825547,0.43918425,0.63221675
117,0.5105982,0.419366,0.52255124,0.5716406,0.19508067,0.88607985,-0.37023482,-0.60728407,0.36600628,-0.39196974,-1.3499686,-0.5976772,1.3026081,3.821745,4.0670195,3.3020754,2.4542317,4.2088547,0.9994437,0.57063925,0.14963774,0.90032685,-0.88311255,-0.26099226,0.46653342,0.07100597,0.50766635,1.4076165,2.230914,2.08908,-2.0805519,1.1899267,-2.466428,2.2767973,0.8184057,0.29316574,1.1589484,0.06578654,1.9982662,-1.970294,0.07706909,0.18978947,1.4156736,0.86683095,0.26404995,0.37023482,1.7843277,1.7748244,-0.35064203,2.429335,1.7202034,0.37970513,-1.1648856,-0.6761655,-0.11384806,0.7591276,-1.3113289,1.2519815,0.023642898,-0.24615431,-1.4642915,-0.6099992,2.4452467,-0.18698086,1.8825426,0.7513959,0.06972238,1.2176307,1.2492313,0.022560608,1.7210901,1.5575846
118,0.4584291,0.9120644,0.79050773,0.62407017,0.20644204,0.700577,-0.5917179,-0.5738319,1.7330066,0.3527953,-0.50792986,-0.9294825,2.116934,1.1718073,3.5107322,1.9552064,4.1346207,2.692621,0.9576101,0.5428542,0.8837294,-0.6453073,-0.99211425,0.98809516,1.700774,-2.667972,-0.8062343,0.70298016,2.464747,1.1837109,-0.7923647,-0.74256736,0.10977793,-0.89447474,3.112803,1.5616765,-0.45508933,0.82194746,0.5062432,2.4050121,0.96995866,1.2475399,0.60134774,0.85853755,1.4163392,0.5917179,1.4353093,-0.23822007,1.0863485,-1.8118811,1.0996478,2.9390278,0.72009915,-0.40937564,2.500111,-1.5991585,0.5770627,1.3926879,-0.7519975,0.4034407,1.7587215,0.0561229,1.2065748,0.4463805,-0.37845612,0.7370867,2.0060167,2.3915832,0.8140162,1.1745619,0.44607803,-0.56610745
119,0.22651786,0.6414567,0.44069862,0.6913116,0.5829496,0.006464377,-0.8757723,-1.2946056,0.7771298,0.022047084,0.8671031,0.43319848,2.3031783,1.424123,1.125376,3.6654248,3.211691,3.5810642,0.71970236,0.96210116,-0.13456608,-0.9986786,0.75315684,0.47363117,-0.31617314,0.0171206,2.023742,-0.17953444,0.023699999,-0.3665958,1.6766853,0.38753211,1.9707689,-1.9288003,-0.3594386,-0.5370427,-2.664483,-1.3019936,-2.7848616,1.3698196,1.412815,1.0715773,0.41510332,0.07566096,0.49340916,0.8757723,1.590936,-1.0262024,-0.123791456,-0.88892144,0.008669198,0.9727646,-0.30982566,-0.11267525,0.3584336,-1.0308492,0.83267677,0.05998203,-0.99733365,0.089476496,2.018964,0.034339994,-0.32648796,1.9062241,0.8407353,0.0057245805,0.2434526,1.6748468,0.14278056,0.0182184,3.0341074,-1.4508739
120,0.4448329,0.79000574,0.3922093,0.66193,0.90704507,0.05662216,-0.75165296,0.6368224,-1.0747033,-0.90813607,-1.670642,-0.65226865,3.8319464,1.3772986,2.8495529,1.3367549,3.7183297,2.0024014,0.026640343,-0.5946437,-0.29925728,-0.9997852,0.7887729,0.8414969,2.3537755,0.81076705,0.8407928,-1.4617262,0.8618079,0.22835635,-3.0243697,1.9822092,-1.2706912,-0.4685428,0.09123784,-0.04444945,0.3475132,0.5124614,0.18238057,1.4899801,0.7961024,0.21624215,1.1136646,0.148997,1.0000479,0.75165296,0.0056191273,-0.96919674,-0.5473029,-0.97142386,2.422295,-1.8805757,-0.42665166,-1.5254126,0.69613373,0.62672114,-1.6742051,1.2745969,-1.9476933,0.7509514,-1.2159778,-1.1871597,-1.5914385,1.7961503,0.1922558,0.022200104,1.0000958,1.7982358,1.298278,0.09236382,2.4577947,-1.4229919
121,0.18944587,0.94612426,0.162193,0.88108057,0.30059636,0.04692544,-1.6774317,-1.5602356,-0.5254815,1.1661236,-0.6849582,-1.0106212,3.81676,3.5017116,2.3562734,1.6945183,4.250785,2.4624193,0.99497145,0.9999442,-0.89359856,0.9960625,0.5852342,0.9992669,1.2688506,1.7957683,0.4553005,-0.3204279,0.48608205,0.81836766,-0.42130557,-1.145895,-0.5185483,-1.4140195,0.9073343,1.7498724,1.1981853,-0.86392707,-1.2065201,0.47701555,0.072440766,1.5601937,1.0984784,1.2604454,1.5325032,1.6774317,0.9837585,1.8192924,-2.0390549,1.4936014,2.36239,-1.2458502,0.0894773,-0.78605926,0.427204,-0.44072604,0.6313856,1.1703473,-2.7807622,-0.25407982,0.8883913,-2.8159468,-1.96972,1.4600625,-1.4219861,1.5887225,2.3485663,0.61376226,0.77538,1.2216864,2.5644813,1.508747
122,0.19583753,0.42523238,0.3002049,0.569621,0.517145,0.17826134,-0.36170334,0.2708696,0.44285893,0.35326263,-0.20828383,-0.6487523,3.6785803,1.7925164,3.9670398,1.1516367,2.4742396,3.181127,-0.9907145,-0.26756945,-0.5846599,0.547995,-0.022667388,-0.24162693,-1.2478561,2.3266559,2.8743477,0.08552235,-2.8166618,-0.8764112,0.79553014,-1.0819361,0.43852973,0.46904665,-0.22137278,0.8565366,2.151574,-1.3484734,1.9181612,1.1201738,0.4948333,0.9028158,0.9602985,0.19440846,0.24404211,0.36170334,1.5084187,-0.09845716,-0.7389222,-1.4084793,0.5699872,-0.78943413,0.59458345,-0.023923278,-0.86850286,-1.0787871,-1.9032512,-0.029670238,-1.7638878,-0.6474119,-2.0806646,-0.77220464,0.19702977,-0.7388754,0.1095826,0.03779465,0.05955655,0.85704154,2.84694,0.38995123,1.3120311,1.3800842
123,0.046073288,0.75041896,0.70457655,0.5388096,0.07471609,0.5587718,-0.23154365,0.24745342,-1.5024339,-1.6738253,-0.018845722,0.30713242,3.2548194,4.126034,1.1033274,3.5128345,3.5833156,3.5925217,-0.77630335,-0.24493575,0.7063897,-0.15379724,-0.93170875,0.7611173,1.5620629,-1.0695868,-0.26582825,0.9705009,0.6784425,-0.68077546,-0.7158747,-0.16903886,1.6922047,-1.6889315,2.0641234,1.793634,-1.7412835,-1.438547,-2.084149,-0.14047194,1.5620904,0.12632915,0.53653777,1.2672803,0.8650339,0.23154365,0.4878304,0.330056,-0.04395315,1.2750056,0.25038937,2.0429654,-0.5254109,-2.2396595,1.6494186,-1.4607089,-0.9288662,0.17733368,-0.2675661,-0.5979698,1.5859964,0.03435886,-1.9992733,-0.6970565,2.5480652,1.6059995,0.7482837,1.9817665,0.005967609,0.61525923,0.030829668,-1.2055935
124,0.42504334,0.9470732,0.8370282,0.76501465,0.64471495,0.60625136,-1.1871232,-0.54987985,-1.2376995,-1.1268544,1.5361156,0.043467086,3.8933702,2.3441942,1.4043267,2.1834126,4.2540216,1.3257488,0.5251475,0.5225848,0.94766814,-0.87061524,0.25017652,0.9993856,-0.037690878,0.22232157,-0.3080083,-0.007854074,-3.0631986,-0.3733623,3.1095462,-2.8402817,-0.20656729,0.8305016,1.2828772,1.6594052,-0.13043666,-3.4480329,0.16593313,1.6549697,0.472282,1.1835184,1.1750884,1.280882,1.5357398,1.1871232,0.14077997,-1.44532,0.17813301,0.8704888,-0.34899247,-1.5285046,-0.43480444,1.3337088,2.7815907,0.5060266,-0.96865153,-0.43233556,1.5700767,-0.33944726,-2.5579658,1.7941554,1.2613313,1.0634577,-0.26567852,1.6406587,2.3584967,0.13994156,2.3119884,1.5521445,0.115885235,0.35110348
125,0.95210135,0.66892254,0.0126003325,0.5825154,0.5316953,0.6339706,-0.41617432,1.3289552,-0.3136786,1.0413115,-0.8026872,0.82456213,1.9362189,1.1727755,1.3630239,3.0396774,3.305365,2.4147172,-0.93153095,-0.9708987,-0.99844974,0.18139195,-0.61932063,0.55393517,-0.22861797,0.34842747,-0.93710387,-1.7890937,-1.2954944,-1.231513,0.013014197,0.5146532,1.9616389,-1.610317,1.2549605,0.97654426,-1.6367116,-0.9157202,-1.063358,2.870193,0.5603699,0.28145373,0.7820629,1.3246866,0.58708346,0.41617432,0.042477533,0.29099783,-2.2007709,-2.589933,1.2188616,0.087976694,-0.26230037,2.3880184,-1.039402,2.23747,1.2520033,-0.715966,-0.83978486,-2.2171454,1.1016402,-1.3083061,-0.07267916,0.02671355,-1.3448762,1.7547947,0.344667,2.3885896,0.36769792,2.645455,0.19066541,-1.281289
126,0.4076999,0.9835493,0.08571593,0.6854215,0.26267445,0.18807566,-0.8508905,1.2513773,0.5014692,1.7086864,1.2168171,0.708961,3.5945137,1.2561922,4.249546,1.846237,4.378426,2.8303587,0.35512415,-0.949418,-0.98025525,0.99119264,0.9710813,0.99601114,1.3792495,-0.96268606,-1.0216651,0.09074491,-1.7577915,1.9893243,1.4977121,-1.603476,0.14642489,-1.8590524,0.33042562,1.79879,-0.18469155,0.3422854,1.9134544,1.2037905,0.9478995,1.7159556,0.87623197,0.258299,1.6601444,0.8508905,0.8728803,1.4001466,0.57346123,-0.026167989,-0.36592662,0.9336538,0.93649423,-0.018454015,0.28839636,-0.109177545,0.28965682,-0.74679255,-1.6073606,0.77863944,1.268258,-2.137756,0.8284981,0.7122449,-1.5966092,0.06671837,2.7560797,2.1377058,2.8146403,1.8816928,1.235136,-0.6004386
127,0.7613415,0.22776662,0.48700488,0.18044133,0.09894621,0.642907,1.2823457,-0.40808824,-1.3099802,-1.010903,-0.40304795,0.5507327,1.7722316,2.6705258,2.726501,1.8749589,1.8007661,1.3019338,-0.18659538,0.3968553,0.026354017,0.8035279,0.90337056,-0.7940941,-1.5456858,-0.8447422,0.37300926,-1.4974942,-1.2319381,0.7649019,0.22512224,0.54143584,-0.1894799,0.8996971,-2.0450807,0.011449099,0.63975275,0.01947084,1.2611817,-1.7050042,1.2937948,0.6315335,0.9460501,1.7527602,0.91751564,1.2823457,1.2565774,0.5205798,0.56325877,-0.641492,-0.87929773,0.24404728,-1.3498962,1.54465,-0.8911586,2.019555,-2.3942654,-0.96335113,-0.543571,-2.1964338,-2.733674,-0.30892712,0.04686314,-2.2113104,-0.40544498,3.072168,0.84183496,0.0022806285,0.03285543,0.00069469505,0.21872194,0.019078542
128,0.26063088,0.35078695,0.5360221,0.5319736,0.22902423,0.18059336,-0.20266564,-1.6560185,0.77283496,1.6789407,-0.9718891,-0.7318528,3.06392,1.8032782,1.3021787,3.579578,2.2203372,1.9411707,0.039558392,0.9963708,0.19586049,-0.84568906,-0.9789333,-0.47762066,0.5850285,-0.35161227,-0.08924725,-0.5996781,-1.2553601,-0.033935875,-2.054862,-1.4503194,1.7997621,-1.1566523,1.2784783,-0.35355252,-2.377193,0.5721134,-3.2471976,2.069164,0.55621815,0.9610901,0.3456384,1.1541604,0.4979445,0.20266564,1.7506105,-2.047341,-0.6957614,-1.0076143,1.1745547,-1.0313561,1.6572695,-1.887949,-0.30080965,-0.68143785,1.9962538,-0.30763322,0.8510757,-0.5459278,1.5830928,1.7387574,-1.0347166,0.058273643,-2.4560518,1.3320862,0.24794874,0.8372316,0.14719433,0.03886215,1.2935495,2.1861615
129,0.44229716,0.10160493,0.7070608,0.06895115,0.9031111,0.9155186,1.7533243,1.4891585,-0.3685983,-1.5258687,-1.4885662,0.99659437,3.0232415,4.244107,3.059998,3.8347688,1.3704811,1.1527005,-0.99356216,-0.9966695,0.7124896,0.99950224,0.77022445,-0.97523934,-2.2430475,-1.7147554,-2.091855,0.47400716,0.2287842,-2.940418,-0.5933193,-1.4368968,-1.0114574,1.7409734,-2.2269936,-0.9251306,-1.338967,1.0278461,-0.1374628,-2.3140936,0.82819366,1.6806833,0.30495977,0.78826845,1.3478006,1.7533243,0.92799914,1.0324085,-1.5440005,2.3146937,-0.2647581,-0.44720125,0.08272785,0.71484405,-0.5547607,-1.3982882,2.2296355,-1.5034292,-1.134118,-0.40357023,-0.96818995,-0.36093104,0.71444213,-2.1759944,-0.03971255,0.62136716,1.8165665,2.328142,0.4485533,0.6289123,1.9996965,-0.63827616
130,0.85520875,0.9969419,0.058572933,0.7194218,0.1909808,0.34553722,-0.99452096,1.5687995,0.55778503,-0.44153315,-0.73518664,-0.39589036,2.552735,3.8357408,1.8619859,2.2481909,4.424103,2.0493667,-0.9808397,-0.99999803,-0.99454683,-0.13580732,0.9364792,0.990898,2.318914,1.4652385,-1.205776,0.25305915,1.1120075,-0.41679394,-1.3482792,-0.59288925,2.4746878,0.81364393,0.4933679,0.54904413,0.23551893,-0.14142716,-0.9849391,-0.5271593,0.44547686,1.0918148,0.16554675,0.5902998,1.7058212,0.99452096,0.7126521,0.27193192,-1.8855565,2.724976,1.7297076,1.6552429,-0.17685509,0.6261052,0.23950589,2.3321934,0.38468665,0.80405056,-0.5689426,2.096188,0.80725634,-0.5294469,2.3179846,2.151298,-0.22738189,0.34845385,2.9098258,1.2487148,2.6191926,2.1500804,0.3188923,0.5702578
131,0.88058573,0.36259332,0.5344996,0.5827986,0.727978,0.65178853,-0.41737047,0.30592328,0.99026424,-1.1308873,-0.86124307,-0.84082013,1.2386267,4.417029,4.1556005,4.1043744,2.260604,2.230991,-0.65996724,-0.30117372,0.19065608,0.5370219,-0.24476898,-0.44186613,1.0541972,1.0007436,2.1114247,-2.1870382,-0.20247042,-0.0026347637,-2.3731182,0.45385903,-1.8974059,-0.35704303,-0.21039642,-1.0950334,3.0832663,-1.0425849,1.6106733,-3.3580651,1.5124038,1.6459475,1.479655,1.659318,0.45767784,0.41737047,1.3176992,1.7438835,0.87839997,2.3462753,1.2786136,0.42712116,-2.1016774,-0.18543065,-0.26584738,2.1921399,-1.125413,2.0178008,-0.5367583,0.81072253,-0.6769052,-0.049258813,-1.5117459,1.054726,0.6435965,2.7533362,0.209469,2.885742,0.2116801,0.036798917,0.24851336,1.2051766
132,0.7236456,0.3520179,0.3632029,0.48440072,0.7380625,0.20916186,-0.0016990826,-1.213052,-1.253727,-1.3109643,0.88110656,0.2189529,3.343255,1.31931,3.133154,2.4642885,2.2245355,4.418556,-0.7185172,0.9366891,-0.39399442,0.053815745,0.9980749,-0.473928,-1.8948348,2.1675658,-2.5099897,-0.7002932,0.5987079,-0.5673698,2.282195,-0.7532402,-1.6369174,0.58259475,-2.1266022,1.3369596,1.4753183,-0.02055858,0.38382208,3.0354903,1.3352605,1.0604461,0.6249733,1.6365185,0.49374622,0.0016990826,1.2129679,1.5866686,0.74234873,-0.96611726,-0.87940747,-1.2773848,1.465616,2.187969,-0.8987197,0.21325988,1.5969524,1.313874,0.311908,0.4265144,-0.46495742,-1.7382228,1.5497441,-1.8290067,3.0112386,2.6781926,0.24378534,1.9571221,1.4933944,0.16400354,1.0777793,1.4891587
133,0.91542083,0.867101,0.5116983,0.61660224,0.99026567,0.81271774,-0.5601706,0.9437339,1.735016,-1.1863894,-0.48086047,1.7538755,2.0462365,2.7636385,4.4630256,4.45274,3.9812694,1.2812837,-0.8393533,-0.80975467,0.11215352,-0.8888712,0.830156,0.9529998,-0.41046333,-2.1505747,0.88735634,-2.5375946,-1.249633,-0.8014344,1.1925906,-2.1274602,-0.5011493,-2.4890127,0.2836002,1.0664006,-0.03563547,-0.35734242,2.412706,-0.8062472,0.50623006,1.7803794,0.6720451,0.7608905,1.2629877,0.5601706,1.6279683,-0.42596674,-1.1692145,-0.7789641,1.0410311,0.21852767,0.20256168,3.1196594,1.3753777,0.005928397,-0.34081495,-1.0849668,1.6790017,-3.4620945,0.7296645,1.3527694,-1.3773781,0.7567577,-0.25060856,0.57895434,1.5951381,0.0020572315,1.5465276,0.012631508,1.1176955,-1.7903476
134,0.40398002,0.7304352,0.8776241,0.5629316,0.25579637,0.5144286,-0.33344457,0.75325835,-1.1404253,0.21826278,0.018404262,-1.1461765,3.3041658,2.0955663,3.6761508,3.4085002,3.5151594,2.8121443,0.7304578,-0.6840192,0.98320967,-0.56404215,0.47056723,0.7151772,1.338719,0.31618035,0.83623147,-0.92766404,0.38840443,2.3092794,-0.5234372,-1.7324549,0.11409533,-2.5791426,0.30694404,-0.76720464,2.299377,-1.0374805,0.39060646,-0.17783695,1.1006492,1.3415079,0.5858841,0.80055255,0.79687756,0.33344457,0.27880543,0.84348947,-0.23821151,0.43174458,0.3150403,1.963416,-1.5425603,-0.8539796,2.1841662,-0.5964029,1.2903495,2.5889387,-1.6740041,0.73782635,1.9066031,0.94343764,-2.0663173,1.8975267,-0.124400295,0.6408844,0.6350139,0.3877747,1.1491079,1.9245696,0.00046815551,-1.193823
135,0.19157638,0.7848269,0.32425383,0.74481976,0.009304939,0.64890414,-1.101812,1.6951891,-1.0199051,-0.37475553,1.5329349,-0.23781718,2.2808328,2.1338363,2.8576777,1.5880843,3.7006667,2.795161,0.8781337,-0.9922732,-0.51471347,0.9286783,-0.908802,0.8318234,-0.66569227,-1.298405,-0.9075663,1.5597682,-0.3113681,2.3281226,3.1810122,0.26000684,-0.90166575,0.314058,2.1227884,-0.21180165,-0.5436623,-0.9182815,1.0937604,1.9504681,1.3136137,0.6830582,0.4374489,1.3660225,0.98238486,1.101812,0.81973004,1.4622087,-1.2389739,-0.7621684,-0.4311229,1.0559554,0.85644484,0.6056899,0.44171143,-1.9649551,-1.6348045,0.5091929,-0.27423087,1.7693573,-0.7510416,-0.10340795,1.4873275,2.2959986,0.45163473,1.8660173,0.96508,0.34157667,0.58105534,0.29232776,0.23862965,-1.048641
136,0.271268,0.3346415,0.37884554,0.44878972,0.81324804,0.7812742,0.1487359,0.49434507,-0.97875416,0.11158728,-0.12004548,-0.24073437,1.9591701,2.7944767,1.6797079,1.3365418,2.1652718,1.7568831,-0.020373236,-0.47445524,-0.343343,0.9967889,0.09842158,-0.525251,-0.6873814,-2.8917005,-1.0955018,-0.40422273,2.3473017,-0.75221294,0.014325932,0.9300804,0.11843902,-2.2459238,-0.6515912,1.2035627,-2.7287488,1.5576138,-0.5389173,-0.6531749,1.3522986,1.690175,0.75911164,0.5769799,0.55301,0.1487359,1.0853529,1.3826215,-1.1455343,0.061800182,-0.028690413,1.2201662,0.82653344,-0.6340339,-0.9034839,-1.5726738,0.21907154,-0.02759996,0.22925147,1.2235237,0.57363915,-0.033742428,-1.0244299,-1.9053086,-1.0729859,0.33290577,0.30582005,0.0058056773,0.84664816,0.122831985,0.89879537,0.88118815
