,oz42_sin_exp,oz2_sin_exp,oz2_adde_ln,oz10_abs_ln,oz6_adde_ln,oz3_abs_ln,oz1_mmnorm_relu,oz47_sin_relu,oz36_adde_relu,oz3_abs_relu,oz2_adde_relu,(oz2+oz10)_relu,(oz23-oz32)_relu,(oz2-oz28)_relu,(oz27-oz34)_mmnorm,oz6_adde_mmnorm,oz2_mmnorm_mmnorm,(oz5+oz21)_mmnorm,oz42_sin_mmnorm,oz2_adde_mmnorm,(oz2-oz25)_mmnorm,oz1_negative_mmnorm,((oz2+oz10)+(oz31+oz50)),(oz6_adde+oz4),((oz40+oz46)+oz37),(oz34_abs+oz14),((oz24+oz32)+oz1),(oz19_adde+(oz23-oz32)),((oz28-oz37)+oz23),(oz49_negative+oz50_negative),(oz2_mmnorm+oz29),(oz23_adde+oz5),((oz27-oz34)+oz37),(oz1_abs+oz15),((oz20+oz41)+oz17),(oz1_negative+(oz39+oz42)),(oz31_adde+oz19),(oz1_negative+oz4),((oz47-oz48)+oz7_square),(oz13_mmnorm+oz17),(oz2_abs+oz2),(oz46_sin+(oz24+oz45)),((oz16+oz36)+oz16),(oz47_sin+oz47),(oz4_negative+(oz4+oz14)),(oz11_mmnorm+oz47_sin),(oz34_abs+oz39),(oz6_abs+(oz4+oz14)),((oz1+oz37)+oz48),((oz20+oz41)+(oz4+oz40)),(oz1_mmnorm+oz41),((oz9-oz13)+oz26),(oz3_abs+oz22),(oz2_sin+oz23),(oz2_mmnorm+oz2),(oz23_adde+oz49),((oz40+oz46)+oz41),(oz1_negative+(oz1-oz10)),(oz47_sin+oz41),(oz36_adde+oz24),(oz2_square+oz17),oz2_mmnorm_zscore,oz4_negative_zscore,(oz31+oz50)_zscore,oz42_sin_zscore,(oz2+oz10)_zscore,(oz13+oz33)_zscore,(oz39+oz42)_zscore,oz19_adde_zscore,(oz20+oz41)_adde,oz6_adde_adde,oz50_negative_adde,oz1_abs_adde,oz1_mmnorm_adde,oz49_sin_adde,oz2_abs_adde,oz42_sin_adde,oz2_adde_tanh,(oz39+oz42)_tanh,oz31_adde_tanh,(oz30+oz32)_tanh,oz6_abs_tanh,oz2_abs_tanh,oz3_abs_tanh,oz25_sin_tanh,oz51
129,2.0390613,0.37710208,0.31516188,-0.18850826,1.1063297,-0.07472447,0.06895115,-0.0,4.244107,0.92799914,1.3704811,-0.0,-0.0,-0.0,0.23847498,0.5942092,0.10160493,0.53218275,0.8562465,0.10160493,0.16287442,0.93104887,-2.2157068,2.026647,2.5209746,2.2737074,-2.7215142,3.697306,-0.25160304,-0.036710143,-1.4921416,2.2717295,-0.22618926,3.0352473,0.09550345,1.3923932,2.2691877,0.7567299,-2.4918647,2.0818012,0.0,0.552301,3.1035624,-2.4508266,0.59302413,-0.09045106,0.5267123,-0.09861046,1.2183954,-3.0474296,-1.4949024,0.091444105,1.2965975,-0.6335231,-1.2461957,1.5708395,-0.531445,0.82819366,-2.5574157,2.7967377,3.4560704,-1.3491504,0.99759245,-0.027850479,0.98450834,-1.5585891,-0.9666466,-0.26102084,1.1176052,1.1742812,5.7415233,1.1924131,4.4716063,2.7872329,1.7216122,4.0660825,3.4307714,0.8788018,-0.34603384,0.8186467,0.97712314,0.29584488,0.8735331,0.7296597,0.6470599,-0.63827616
130,0.36989102,2.6936524,1.4870675,-0.80860996,0.9371654,-0.33876193,0.7194218,-0.0,3.8357408,0.7126521,4.424103,2.151298,-0.0,2.318914,0.7020439,0.45037982,0.9969419,0.49149507,0.002726174,0.9969419,0.5847555,0.28057823,1.9239161,2.9486256,1.0071186,2.7921124,1.8017774,1.2632518,-2.204575,1.1272664,-0.22167504,2.4522858,2.2004251,1.8193817,-1.6783143,-1.5239679,1.5792757,-0.5986306,2.2023988,1.0624509,3.4116423,1.5194356,4.3324933,-2.3555658,1.7002977,-0.78985894,2.0286832,2.2617347,0.7717755,-1.0815059,0.33967638,-0.09552619,0.15486705,0.13460219,2.702763,0.29318643,-0.10781351,-0.44547683,-1.3605852,4.5143538,3.1170678,1.7075294,-0.39628685,-0.15946332,-1.336751,1.5409,1.6122619,-0.38288942,-0.47056165,0.8327253,5.271017,2.2767487,3.7128026,3.4377036,1.7182837,4.424103,1.7237349,0.99971277,-0.48495814,0.96735436,0.36677063,0.16405083,0.93613285,0.6123372,0.7336004,0.5702578
131,1.2100432,0.6428357,0.815632,0.41370034,0.21400328,0.2758872,0.5827986,-0.0,4.417029,1.3176992,2.260604,1.054726,1.6106733,1.0541972,0.63433135,0.04866928,0.36259332,0.18979359,0.59532905,0.36259332,0.4756138,0.41720143,1.6983225,2.0794468,2.6051266,1.6158499,-0.25953475,5.715048,-0.93579936,-0.824964,1.4166777,2.4962826,1.8619866,2.0560927,1.3417921,-0.46662927,3.6170835,0.42344967,0.20904534,1.3439779,0.0,0.96414304,2.9938035,-1.3807423,-0.030097604,0.06801075,1.4048582,2.2903776,0.5604732,2.8962007,1.7568676,-1.1791732,0.32743496,0.99545264,-0.09508452,3.8496773,2.9179525,-1.5124038,0.5141018,3.9134781,0.6728612,-0.45813623,-0.8416622,0.45135534,0.27490956,0.75546354,1.5154419,-0.035623364,1.3874809,3.5966816,3.9569085,1.5873945,3.1356523,3.3010802,2.417108,3.1759596,2.908938,0.97848225,-0.049219012,0.97718436,-0.8094435,0.9014033,0.42818972,0.8662106,-0.23999515,1.2051766
132,0.67435783,0.6225521,0.7995481,0.2891264,1.206945,0.19307014,0.48440072,-0.0,1.31931,1.2129679,2.2245355,-0.0,0.38382208,-0.0,0.8044268,0.6920343,0.3520179,0.7489401,0.3030031,0.35201788,0.17844339,0.51559925,1.1822319,3.1243021,0.70556206,1.7059134,-0.46325833,2.8481107,2.6970673,-2.5240164,-0.55156624,4.7696724,1.2864592,0.47483063,1.5219305,-1.7399219,4.164563,-0.22065198,0.92602456,1.5032274,0.0,-1.223569,-0.5332627,-1.5201852,0.6454673,0.019545317,-0.2728032,1.0514877,-1.1137056,2.0562227,-0.4184079,-2.4034038,2.4666948,-0.059055805,-0.14172831,4.3462057,0.68386,1.3352605,-1.6213257,0.8233024,1.023367,-0.4942407,0.21917218,2.1117868,-0.5201089,-1.3100538,0.14742807,-1.2570611,-0.25424764,3.4606304,6.061537,1.4073174,2.7199807,3.2026825,3.654971,3.212028,2.3242874,0.9768913,-0.9400202,0.99970955,0.9212085,0.5545812,0.4571847,0.83756757,0.7607845,1.4891587
133,1.1186846,2.5934777,1.3816007,-0.6807641,0.7160023,0.48733282,0.61660224,-0.0,2.7636385,1.6279683,3.9812694,0.7567577,2.412706,-0.0,0.1749427,0.295548,0.867101,0.5509658,0.55607766,0.86710095,0.55222416,0.38339776,0.5061491,0.29236102,0.054893732,0.07216036,1.2898351,6.865446,2.9373345,-0.24265558,0.060435295,3.702135,-1.6697142,-1.0827498,-1.0571517,0.7925988,3.0157423,-2.3140461,0.7450932,1.0274836,2.5259755,-0.6703435,-1.6032848,-1.8354458,-1.708219,0.15091234,3.0207586,-2.7900496,0.8463731,-2.2541814,-0.9912346,-3.5164979,-0.10704768,2.6977437,2.1300888,3.5192916,-2.0338035,0.50623006,-2.4471903,4.161265,1.7072009,1.2642527,1.755632,-0.17575222,0.16816035,0.5420392,0.0040983474,0.978306,1.7361954,1.5490673,4.7645183,1.5318923,3.2784524,3.334884,1.9085271,3.9812694,2.8304353,0.9993037,0.8747054,0.85682654,-0.32820475,0.5863235,0.8518857,0.9257717,0.68055975,-1.7903476
134,2.673022,2.044549,1.2570848,0.09590022,1.195184,-1.2772411,0.5629316,0.7304578,2.0955663,0.27880543,3.5151594,1.8975267,0.39060646,1.338719,0.53453803,0.6800851,0.7304352,0.277431,0.99160683,0.7304352,0.55584437,0.4370684,1.7731265,4.450342,0.8250852,0.9331578,2.2400477,3.7991066,0.43443197,0.97152114,-0.70654696,2.8755982,0.29777607,1.732686,-0.76638174,0.6099931,3.5023627,0.81273186,3.4583874,-0.12419021,1.5937551,1.3993738,1.4862047,1.5494498,-0.4083501,0.98625416,0.897657,1.3237104,-1.1752472,2.350727,1.5548732,-2.3384752,1.4192307,1.6730464,1.5273128,2.9228926,1.8354311,-1.1006492,1.7223995,3.4349067,0.10684365,0.79767567,-1.1473243,-0.08724214,1.3526384,1.3591324,-0.41229755,0.6822824,0.6909097,2.48007,6.0224476,2.9365444,3.0517263,3.2812133,2.0342627,3.5151594,3.7014914,0.99823225,0.73679775,0.9928077,0.85921806,0.52692896,0.66228753,0.27179912,0.43865752,-1.193823
135,0.5976718,2.2975042,1.3085129,0.27278185,0.8245406,-0.19878021,0.74481976,0.8781337,2.1338363,0.81973004,3.7006667,2.2959986,1.0937604,-0.0,0.29916915,0.36726186,0.7848269,0.6534571,0.24264343,0.7848269,0.83745044,0.25518024,2.7476332,2.51865,-0.070726156,2.2145984,0.3507704,2.6818447,3.320408,1.3204336,1.4535376,4.2237,-2.8313398,1.2632551,0.031090498,-1.20522,1.6649636,-0.86399484,2.909178,1.4616407,1.9647697,1.9846337,-0.9398912,1.9500809,1.5315402,0.88743865,1.1203237,2.2068062,-1.6872983,-0.729781,0.21734232,3.1233926,1.8396351,0.9712193,1.7672117,1.1624886,0.9347313,-1.3136137,0.35065627,2.3371592,2.2351444,0.9833688,-0.23805536,0.31673223,-0.68426484,1.6445439,-1.3583875,-0.07478335,-1.1313293,1.4793079,4.9991145,2.3435261,3.8200936,3.4631014,1.7260085,3.7006667,2.2035682,0.9987799,-0.103040926,0.99256015,-0.92674273,0.4115276,0.7540964,0.6749229,-0.72055674,-1.048641
136,0.7093949,0.59140694,0.7725459,0.30180582,0.672521,0.081905186,0.44878972,-0.0,2.7944767,1.0853529,2.1652718,-0.0,-0.0,-0.0,0.06690386,0.2689326,0.3346415,0.6487687,0.32832888,0.3346415,0.4071921,0.5512103,-2.9782944,2.1999044,1.502667,2.6729646,0.42490327,0.79762447,-1.0242479,0.60593235,1.1106215,1.102728,-2.771655,-0.47339678,-0.54360074,0.11499347,0.37514317,0.38947028,0.094435215,0.87320155,0.0,2.2169552,0.04740537,-0.04074788,0.9827894,0.7928748,2.0069065,1.9826354,0.7031479,-1.1731342,-0.6092645,-1.4745117,2.064107,-1.5638249,-0.2183685,1.1853628,0.32456732,1.3522986,-1.0784274,3.8677726,0.9077536,-0.5535638,-0.24097547,-0.7524869,-0.45123214,-1.3647063,-1.0872005,-0.024402106,-1.3831238,1.5727475,4.677452,2.829869,2.8670177,3.1670713,2.2438264,3.2712917,2.3749387,0.9740211,-0.033729628,0.9421539,0.21563296,0.6405534,0.5027727,0.79517573,0.09810501,0.88118815
137,0.49838352,0.45701054,0.5981379,-0.1885418,0.1840654,0.14055368,0.40938982,-0.0,3.6473548,1.1509109,1.818729,-0.0,2.8399842,0.57959235,0.53865075,0.037501704,0.23303343,0.6620838,0.15180726,0.23303343,0.23113523,0.59061015,-1.9513316,-0.37933052,-2.8761554,-0.18248022,-2.643238,4.491662,1.4260442,-0.624624,0.64818865,5.0755544,-0.8474468,0.98963344,-1.1437039,-2.1784167,0.7079711,-1.2662483,-0.74264705,0.91322434,0.0,-0.12878603,3.2591274,-1.0396878,-0.31744766,-0.14744109,-1.5882776,-0.3826853,-0.65568596,-4.691288,-0.41647384,1.8800554,2.652212,0.93030053,-0.6665193,4.336161,-2.5101793,0.8281659,-1.3333206,2.4459283,1.4368966,-0.9004536,1.5830088,-0.15682025,-0.9313056,-1.2375047,-1.4786714,-1.8033358,-1.0676719,0.9468763,3.9203763,1.9981878,3.0334582,3.1276715,2.6229568,3.6178346,2.0218964,0.9487116,-0.98644286,0.94410866,0.35509995,0.9080309,0.71608007,0.8180556,0.65003484,0.39509055
138,1.5698005,1.1156943,1.0395622,-2.100679,1.3051682,-0.7709854,0.43198267,0.7339197,4.406022,0.46255702,2.8279786,0.23207012,-0.0,-0.0,0.70120233,0.79751414,0.5289504,0.617167,0.7254756,0.5289504,0.52075833,0.56801736,1.714208,2.0850844,2.448957,0.17194404,0.7242269,1.4133444,1.6300721,-0.001263082,2.0761795,3.4983137,1.219621,0.8999949,0.617947,1.8617765,2.6977868,-1.3834891,-0.59789884,-1.2586116,0.21939357,-0.8125867,3.534583,1.5579945,0.04577124,0.91606474,1.300386,-0.5874261,1.0121334,2.1215918,1.6666329,0.9036664,1.2838583,1.2633182,0.6386472,3.2300704,3.923452,-0.12237333,1.96857,3.750523,-1.4335611,0.10980669,1.6048304,1.039426,0.62886,0.16622375,0.09981165,1.1875036,-0.8601777,4.781823,6.406591,2.074966,2.9380174,3.1502645,2.119441,2.8279786,3.1692302,0.99303114,0.9277573,0.9983744,0.8700929,0.74871635,0.10925888,0.43216592,0.028981406,-0.19130273
139,0.5091277,2.4530869,1.3433876,-1.0206429,0.98515785,-0.20346892,0.65685046,0.99638724,1.7626281,0.81589556,3.8320029,0.75335795,0.94407654,-0.0,0.80021256,0.48874384,0.8233353,0.48930255,0.16247174,0.8233353,0.81850755,0.34314954,0.2914465,3.7269053,0.5617727,0.93727887,1.6261821,5.2043333,2.331922,0.36052302,1.8972982,3.981458,2.252395,1.5376225,-0.26387417,-1.318018,4.2132854,0.31847596,2.569136,0.19716963,2.2274423,-0.22680733,-2.4182606,2.4821548,-0.63221216,1.494654,1.7227092,0.45650595,-0.20836282,0.87642336,0.008625388,0.5511856,0.8306688,1.9260192,1.9370564,3.801371,-0.2001903,0.36036313,0.34816217,2.5740197,1.4372433,1.1148366,-1.0497211,-0.3239393,-0.90230215,0.53960407,-0.058825158,-0.42510638,1.5435193,2.257539,5.3965163,3.1332219,3.4484768,3.375132,2.7726722,3.8320029,2.0432253,0.9990616,-0.5283281,0.99047893,-0.1033877,0.040025834,0.8053738,0.67282975,-0.6499023,-1.0630823
140,2.7038107,1.0759202,1.0265875,0.055679336,1.3489,0.14650102,0.5697389,-0.0,3.231401,1.1577761,2.7915235,-0.0,-0.0,1.8554325,0.10318039,0.847915,0.5182616,0.54466844,0.99733305,0.51826155,0.5169689,0.4302611,0.22131383,3.3920226,1.3401629,2.9245038,2.7835143,1.2149117,-1.3494563,-0.9177885,-1.0580146,3.1897857,-2.5739489,-0.90063524,2.216383,0.003304094,2.26837,-0.82336336,-2.3286247,1.1555462,0.14648364,0.37766927,3.219492,-2.601317,1.686873,-0.96896267,0.13570881,2.3606138,1.1588991,1.4779383,1.7490482,1.2182612,0.27358085,0.5748123,0.59150344,2.787865,2.4505706,1.0572586,0.17978972,3.953109,1.1138226,0.073315196,0.46162397,0.8453005,1.3682117,-0.704817,-0.78737295,0.26432893,-0.30570695,3.8262064,6.5714664,1.3684404,3.080483,3.2880206,2.2995458,2.7915235,3.712944,0.992506,0.35005403,0.98843986,0.7990503,0.8126906,0.07311114,0.8203138,0.016971009,0.20160149
141,2.7165766,1.84759,1.217654,0.21922104,0.820094,-0.9691442,0.5786011,-0.0,3.8757453,0.37940758,3.3792508,1.9060755,-0.0,1.4447403,0.30397695,0.36416844,0.69058615,0.6444963,0.9996882,0.69058615,0.43933403,0.4213989,3.5724924,0.6865982,2.2606335,-0.4971835,2.3753436,2.366583,-2.2633853,-0.24243313,0.6354309,2.3870618,-0.9611317,0.104132056,-1.7116581,1.8167524,5.475483,-1.9837538,-2.9046059,-0.780653,1.321938,2.5679543,1.7980785,-2.6135473,-0.51642644,-0.2928061,0.7002654,-1.6529732,2.138771,-1.0134416,1.1257939,-1.3933526,0.14996965,-0.5614393,1.3515551,1.2736717,2.5035334,-1.2451065,-0.45185226,5.072567,-1.2136412,0.66163105,1.5857016,1.1686611,1.3746169,1.3652556,1.7719221,1.6028665,1.6041106,2.6571448,4.988995,2.20656,3.1179204,3.2968829,2.452236,3.3792508,3.7176542,0.9976808,0.97651625,0.9991354,0.9797028,0.41989818,0.579008,0.3621929,0.71316755,-1.6860797
142,1.2021861,0.8225873,0.92494035,-0.49623796,0.7913276,0.23804322,0.3173426,-0.0,3.3095658,1.268764,2.5217178,-0.0,-0.0,-0.0,0.57480973,0.3444851,0.43915322,0.9220946,0.59207183,0.43915322,0.5319698,0.6826574,-3.1278138,2.7142556,-0.57952297,-1.2968091,0.18851084,3.309567,2.1565754,1.1863184,0.92052466,4.6037397,-1.0117486,2.1539357,-1.5035655,2.029052,2.7381952,1.2119524,-1.6260306,1.2214714,0.0,-1.3916303,-1.7027769,-2.3162985,-1.4133013,-0.9060789,1.2563251,-0.39341116,-1.0062828,0.035855293,-0.04780391,0.9667914,1.9451435,0.44348907,0.24258925,3.647847,0.65951586,0.60881674,-1.3391528,3.2893405,0.5084822,-0.19676079,-0.5084406,-1.6287264,0.2660511,-0.5768662,0.7200532,0.95824623,0.8661188,0.7448714,4.9246054,4.195376,3.4223022,3.0356243,3.0049772,2.9148457,2.9024234,0.98717964,0.8680297,0.95386016,0.9792409,0.47146955,0.19407094,0.85346234,-0.3296942,1.8651849
143,0.5739101,0.73104566,0.8753177,-0.22363345,0.909658,-2.3086538,0.43747833,-0.0,2.7079442,0.09939497,2.3996375,-0.0,0.0020091534,-0.0,0.7514974,0.4292071,0.40335867,0.25422773,0.22235885,0.40335867,0.7341395,0.56252164,1.4694461,2.7409472,1.572583,0.693624,0.20640151,2.4767244,-2.097992,-1.2936754,0.6286721,1.2217159,3.617838,-1.2365881,1.8688956,0.64417285,3.995842,0.45399398,0.42550576,0.8516363,0.0,2.1273024,1.7839022,-2.1368341,-0.32615426,-0.7003103,2.0561342,0.16612871,1.0068238,1.479656,2.047203,-0.31605482,0.66379267,-1.5555351,0.08471444,1.7031298,1.3689501,0.7996082,0.6764145,4.35513,0.35708266,-0.31896338,-0.25773215,1.8147575,-0.7394314,-0.8009653,-0.24206541,0.3237372,-0.24381045,4.331629,5.2017546,1.65171,2.9148014,3.15576,2.9434383,3.036926,2.1629992,0.98366314,0.419968,0.99958444,0.3432469,0.23058636,0.3082805,0.09906894,-0.7527059,0.9079704
144,2.7020338,0.3706983,0.23989996,0.4148281,1.4299709,-0.010851035,0.073210254,0.9910953,2.0297298,0.9892076,1.271122,0.06695068,0.46902922,0.3043697,0.6044416,0.94738454,0.072472334,0.538502,0.99700433,0.072472334,0.20128877,0.92678976,-1.9042431,3.836996,0.062158883,0.015514225,-4.0251865,3.5619113,-2.9625282,1.3109595,0.2790928,2.052416,1.5957222,1.0203872,1.5721296,3.8404045,2.267343,1.3937509,3.158633,1.4595658,0.0,-2.163044,1.1682484,2.4283404,-0.4940549,1.283234,0.9342887,0.6246593,0.22840875,0.3093071,1.3425473,2.9550104,1.680094,-1.4033486,-1.3746874,2.141995,0.531479,-1.5141104,2.2604322,0.6198864,3.4203496,-1.4486091,0.34192333,-1.3824017,1.3673177,0.047954444,-0.7767862,1.5223621,0.37497556,2.9643333,6.896859,3.8639364,4.4536138,2.791492,2.5537286,4.1654415,3.7122865,0.8541014,0.9707458,0.9556118,-0.96207285,0.89770997,0.89512986,0.7570242,0.46789446,-0.44234976
145,2.711454,0.4109617,0.48400962,0.51555485,1.2347217,0.26477584,0.4134943,-0.0,1.8726158,1.3031389,1.6225673,-0.0,1.2153624,-0.0,0.58625007,0.7208201,0.17551784,0.89744663,0.9987445,0.17551784,0.1437252,0.5865057,-3.038243,3.428541,3.6410704,1.0599749,0.25581834,2.480506,-0.06393337,0.48992765,-0.42587167,5.141628,2.4420285,0.68108696,1.6862173,2.0569925,1.3761513,0.28895703,-1.4776436,1.008955,0.0,0.09035446,-4.309143,-2.244804,0.20222764,-0.6095494,1.1170437,0.9124867,1.8457477,2.5831187,-0.37495935,-1.3975959,3.081317,0.45938492,-0.9201966,3.9559639,1.0815036,1.6745673,-1.7479717,2.2929943,1.939698,-1.0968118,0.008889629,-0.18792175,1.3720503,-1.9842565,-1.6543057,1.2721989,-1.4545937,3.6653912,6.1557035,3.0972512,3.0161195,3.131776,2.607551,3.8139963,3.7157667,0.9249958,0.94240856,0.9930493,0.8971225,0.6163762,0.79895437,0.86252904,0.7399975,1.0513839
146,1.0775448,1.05525,1.0195999,-1.5531077,0.6174976,-1.0400208,0.56789625,0.86135644,1.3212793,0.35344732,2.7720854,-0.0,-0.0,0.5602534,0.50338966,0.23686934,0.5125623,0.67258936,0.53734344,0.5125623,0.45168677,0.43210375,0.19052188,0.6530247,-1.3978715,2.1675968,2.1053054,1.0706345,-0.2882372,-1.98911,1.5150753,1.4473507,-0.93670976,-0.02522859,3.0484304,0.45774278,1.2129056,-1.5556746,2.349483,0.87103266,0.10760742,-0.023249567,-2.769212,1.8992903,1.6245008,1.790937,1.2805014,1.2872429,-1.4484409,0.94068694,2.0354156,1.9451544,-0.8936347,-0.7672282,0.56636596,2.7455168,1.1088665,0.21158937,2.328876,2.9583406,0.71483666,0.05385766,1.2024605,0.2442687,0.11721008,-0.11301639,-1.9185458,0.58734393,-0.71352845,5.0547705,4.572564,1.5774127,3.0726988,3.286178,3.4684,2.7720854,2.7929668,0.9922101,0.67078,0.95838606,-0.4706441,0.69831264,0.053751852,0.33942923,0.3853923,-0.53845334
147,0.3679228,0.42482197,0.5251043,-1.2417154,1.3938254,-1.1003702,0.3217796,0.6708747,2.4866457,0.3327479,1.6906351,-0.0,-0.0,-0.0,0.4210254,0.9020386,0.19547565,0.16816972,5.8531903e-05,0.19547565,0.2217768,0.6782204,0.80274594,2.9279492,-1.9900055,-1.7140646,-1.1647259,-0.5296056,0.06333268,-3.1087346,-1.37789,0.760778,-1.5315928,1.503896,-0.767421,-1.3574626,1.1040262,-0.41701216,1.174598,-0.6175886,0.0,-0.9478586,2.394168,1.4062624,-1.841239,0.8989385,-0.36012453,-1.6315715,-1.177277,-1.7063437,1.2152345,0.41463614,1.3747805,-2.197369,-0.832171,3.0206156,-0.027452111,-0.28888822,1.5643296,1.7912362,-0.29192972,-1.0286758,1.103393,1.0810597,-1.344006,-0.52914697,0.8935268,-1.4772837,-1.6923361,3.2988482,6.74852,1.2531648,3.4035585,3.0400615,3.7156315,3.7459283,1.7183996,0.93422806,-0.966926,0.9925528,0.1607796,0.8647696,0.77296275,0.32098776,0.62357163,0.03890291
148,0.6419512,2.2596395,1.3005636,0.22557066,0.7884648,0.48077536,0.87021536,0.38283825,2.8848321,1.6173279,3.6713653,2.206121,-0.0,0.09467822,0.4467394,0.342557,0.7762355,0.7469981,0.27837878,0.7762355,0.6456429,0.12978467,1.4139225,0.6750814,0.72700965,-0.5142966,3.2063289,3.142417,2.6887517,0.50952184,-0.14412075,3.6491191,-1.7141105,1.2690208,-1.1904944,-1.5273184,4.1661844,-3.1564674,2.1789963,-1.3227017,1.906167,2.1434588,1.9893985,0.7757049,-0.6078199,1.1027075,0.65695065,-1.6144893,-1.5803044,-0.3984816,2.2728758,-0.96119964,2.3849988,1.2175426,1.7293191,4.0569544,3.5576792,-1.2530376,1.7854986,3.6871827,-0.5091403,0.95403796,1.5264621,-0.5555702,-0.5870779,1.5801678,-0.34271625,0.07536641,0.79503924,2.9452958,4.918298,4.164139,4.3498144,3.5884972,3.523673,3.6713653,2.2750387,0.9987063,0.10383855,0.99764663,0.46848863,0.47636023,0.7411758,0.92423564,0.0669528,-0.45109084
149,1.957193,2.6012316,1.3841121,0.45696527,0.6694577,-0.16876015,0.8926258,-0.0,1.8810418,0.8447115,3.9912806,2.8522727,-0.0,1.977322,0.09494061,0.2671008,0.87003624,0.47303644,0.83575726,0.8700363,0.7210881,0.107374206,1.7711797,0.48608065,-0.8914994,0.140468,0.7622435,0.75927746,-0.41715539,2.230092,0.43738902,1.1870403,-3.175843,2.0723472,0.10015082,-0.985851,0.996335,-3.1933002,0.4326668,1.4713664,2.5459974,-3.647364,2.038411,-0.62867165,-1.3529624,0.46773002,1.4975362,-2.0549555,0.5000907,-2.3152144,0.8272117,0.070144475,1.4922645,0.76668364,2.143035,1.0294982,-0.4804442,-1.579274,-0.37710923,0.51884294,2.867147,1.2742735,1.4685664,-0.75817245,0.92878526,2.0429838,-0.22471444,0.5354135,-1.3728373,1.5718113,4.6714597,3.4488919,4.4444847,3.6109076,1.7208235,3.9912806,3.389793,0.9993175,0.629358,0.9825983,0.8478844,0.6440735,0.8546083,0.68829644,-0.09897626,-0.2054972
150,0.37539166,0.41534188,0.4978908,0.5511021,1.1655077,0.37392476,0.16232562,0.9329117,3.8975563,1.4534278,1.6452475,0.66213,-0.0,-0.0,0.22666521,0.6505509,0.18216778,0.60640126,0.010106916,0.18216778,0.23932834,0.8376744,-0.729674,3.805645,-2.9224935,2.585691,0.99535346,1.6439981,1.986352,3.0227199,0.84113526,3.024208,-3.3413835,0.7832086,1.7154454,-1.2674105,2.0845008,1.9569676,5.1376057,0.19207618,0.0,1.7067975,2.6582916,2.1353273,1.2885292,1.0907075,0.040263653,2.3758924,-4.0878696,0.4692402,0.0384693,0.3009423,1.2943777,-0.14591652,-0.8908665,1.7839262,-1.5007343,-1.7351644,0.8090554,5.042367,1.2745295,-1.074109,-0.59869295,-0.9760746,-1.3166782,0.4742607,0.012623274,-1.899296,-0.59820276,4.3106003,5.9258327,4.0739093,4.077155,2.8806074,1.7229147,3.791316,1.7384963,0.92820257,-0.9895864,0.9906813,0.8259933,0.4536363,0.7906017,0.89636856,0.5468552,0.46700054
151,2.024983,0.37068138,0.023930987,-0.082897484,1.448503,-0.6935442,0.1933614,-0.0,4.1629763,0.49980152,1.0242196,-0.0,0.33955395,-0.0,0.34593597,0.97127736,7.934275e-05,0.45919955,0.85278225,7.934275e-05,0.2407334,0.8066386,-1.8117405,3.7049477,-0.25096864,3.0232515,1.4119946,2.212361,1.4476464,0.45738554,1.3509521,5.3582664,-0.27397025,-0.50536203,-1.4909652,3.6234684,1.6404945,0.6759761,-1.4882631,1.6463165,0.0,2.2485285,1.6263343,-2.6620893,1.5718954,-0.6925702,3.0638435,2.5585613,0.15646088,-4.2550263,-1.111872,1.0846088,1.8165479,0.74845546,-1.6939827,2.9666839,-2.2598252,0.9204455,-2.3006396,5.401423,3.9454608,-1.6957587,0.55234265,0.562982,0.975087,-1.8726809,0.185079,1.7325422,-0.84632134,0.15170193,6.9750195,1.6832018,3.9460478,2.911643,1.721348,4.412344,3.423843,0.7715796,0.9835351,0.986236,0.9227284,0.9118605,0.93466264,0.461961,0.030868728,-0.46036318
152,0.5453789,2.704321,1.4794663,-2.3913162,1.4020014,0.377976,0.6319662,0.36584592,3.2974644,1.4593279,4.3906016,1.7638292,0.72057843,1.9729443,0.41878465,0.9121526,0.98711926,0.75038904,0.19686285,0.9871192,0.9331045,0.36803383,2.7793036,4.574544,-0.062232494,-0.054217488,1.1997799,3.5759928,-0.06520766,2.232936,0.93543977,4.0837746,-0.14279857,2.1594338,-1.9828718,0.48931623,4.5137134,-0.11385399,0.89539385,-0.7081352,3.34464,-0.84686583,-0.75606674,0.7403875,-0.42818844,0.4029688,2.1397285,1.4280734,2.5526552,0.6166683,0.108722866,-0.015013695,1.1448852,1.5653344,2.6594393,1.6986543,-0.92054284,-0.09150916,-0.15739739,4.0222654,1.6499338,1.6739949,-0.5117319,0.7121539,-0.8087711,1.2633696,-0.4503523,0.8059131,0.13726997,1.8821304,6.7816057,3.3611064,3.3433557,3.3502479,1.7184682,4.3906016,2.1120074,0.99969286,0.80560875,0.99968415,0.83022654,0.87287796,0.93185776,0.897522,-0.70435065,-0.37449384
