,(a23/a27),(a19/a27),(a05/a27),(a08/a27),(a24/a27),a01_sigmoid,(a08+a09),(a01+a08),(a14+a29),(a32+a34),(a04+a14),(a08+a18),(a16+a31),(a11+a29),(a06+a27),(a03+a30),(a19+a34),(a13+a22),(a13+a14),(a13+a18),(a04+a10),(a06+a09),(a06+a14),(a08+a21),(a33+a34),(a01+a05),(a15+a25),(a04+a11),(a16+a32),(a20-a21),(a16-a30),(a11-a25),(a18-a29),(a01-a33),(a23-a33),(a08-a14),(a16-a19),(a23-a34),(a04-a27),(a16-a21),(a07-a21),(a05-a17),(a13-a25),(a07-a31),(a21-a30),(a03-a26),(a01-a23),(a05-a24),(a11-a22),(a11-a21),(a10-a22),(a06-a12),(a12*a27),(a23*a25),(a17*a28),(a06*a27),(a20*a26),(a15*a27),(a03*a15),(a01*a17),(a04*a19),(a27*a33),(a17*a21),(a12*a25),(a19*a28),(a19*a27),(a03*a28),(a17*a23),(a12*a32),(a24*a33),(a18*a21),(a16*a27),(a14*a26),(a13*a16),(a12*a20),a15_degree,a08_degree,a21_degree,a22_degree,a03_degree,a34_degree,a24_mmnorm,a13_mmnorm,a21_mmnorm,a06_mmnorm,a28_mmnorm,a19_mmnorm,a15_relu,a03_relu,a06_relu,a14_relu,a31_relu,a21_relu,a01_sin,a27_sin,a06_sin,a25_sin,a21_sin,class
79,1.0,-1.0,1.0,1.0,1.0,0.5,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,2.0,-1.0,-1.0,-1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,-2.0,2.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.0,0.0,-1.0,-1.0,1.0,0.0,-0.0,-1.0,-0.0,0.0,-1.0,0.0,0.0,0.0,57.295776,-57.295776,57.295776,57.295776,57.295776,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,0.841471,-0.841471,0.841471,-0.841471,1.0
80,1.0,1.0,1.0,0.09557,-1.0,0.7310586,1.09557,1.09557,0.59441,-1.26807,-0.47163,0.14452,0.84149003,2.0,1.62937,0.0,0.51748,0.73427,0.59441,1.04895,0.13676,1.62937,0.22377998,1.09557,0.51748,2.0,2.0,0.93396,-0.94405997,-1.61538,0.84149003,0.0,-0.95105,0.0,0.0,0.50116,-1.15851,1.48252,-1.06604,-1.15851,0.0,0.0,0.0,0.0,2.0,1.58042,0.0,2.0,1.26573,0.0,0.46853,1.62937,-1.0,1.0,-0.81372,0.62937,0.35717887,1.0,1.0,1.0,-0.06604,1.0,1.0,-1.0,-0.81372,1.0,-0.81372,1.0,0.78555,-1.0,0.04895,-0.15851,0.23541255,-0.15851,0.61538,57.295776,5.475757,57.295776,-15.225206,57.295776,-27.646358,0.0,1.0,1.0,0.814685,0.093140006,1.0,1.0,1.0,0.62937,-0.0,1.0,1.0,0.841471,0.841471,0.58863556,0.841471,0.841471,0.0
81,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,0.0,-2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,2.0,-2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,2.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,57.295776,57.295776,57.295776,57.295776,57.295776,-57.295776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,0.0,0.841471,0.841471,0.841471,0.841471,1.0
82,1.8242472,2.7309887,4.938929,1.3119105,3.6420465,0.7310586,1.08729,1.24618,0.56677,1.4658101,0.54787,0.88818,0.59211004,0.88495,0.35016,1.6331501,1.2075601,1.37691,1.17699,1.34916,0.43001,1.00362,0.63234,0.64521,0.65486,1.92679,0.94489,0.86605,1.33548,0.25021002,-0.14561999,0.55108,0.54506004,1.04023,0.38255,-0.22365001,0.052290022,-0.35277,-0.10961,0.16573003,0.49798998,0.3222,0.47022998,0.86967,-0.31135002,0.16131002,0.65768003,0.24335998,0.118260026,0.38898,-0.31778,-0.25945002,0.07918079,0.08110587,0.44670132,0.030495,0.4943703,0.1328487,0.65328425,0.60459,0.039993156,-0.007549159,0.24124955,0.09997498,0.37863848,0.096164994,0.6817886,0.20696324,0.32521302,-0.027494388,0.25617728,0.105977215,0.35775676,0.3993757,0.27395332,40.563118,14.105074,22.862734,38.373844,52.870827,39.82572,0.841715,0.85358,0.699515,0.581255,0.869425,0.756235,0.70796,0.92277,0.16251,0.46983,0.02735,0.39903,0.841471,0.18655066,0.16179563,0.2347195,0.38852474,0.0
83,0.019239683,-2.4494667,-19.084839,-7.6175237,-5.78025,0.7310586,0.58657,1.32862,0.39744002,0.1165,0.27209002,0.7403,0.34284,0.95221,0.17594,0.78547,0.15153,0.31805,0.45583,0.42228,0.4099,0.47703,0.66431,0.37186998,0.0057299994,1.8233199,-0.01802,0.82686,0.45933,0.32028002,0.2852,1.02862,0.45947,1.04013,0.039300002,-0.11661002,0.28302,-0.04669,-0.13,0.34544,0.42318,0.63650995,0.03922,0.51228,-0.060240004,0.48793,1.00083,0.57395995,0.69255,0.95675,0.27559,0.37102002,0.006554692,2.37546e-05,0.027051957,-0.009451112,0.070543,-0.000457284,0.0072289878,0.18681,-0.018295703,0.0017312083,0.0080795325,0.004348523,0.015302073,-0.0045586037,0.09875753,-0.0001550523,-0.010733042,-0.010006817,0.01780516,-0.016768087,0.08639688,0.004120114,-0.055234753,0.6073352,18.828537,2.4780421,17.615585,39.074574,2.6275842,0.62468,0.5053,0.521625,0.60954,0.572405,0.552835,0.0106,0.68198,0.21908,0.44523,-0.0,0.04325,0.841471,-0.04312662,0.21733171,-0.028616093,0.043236516,1.0
84,0.5673753,1.0814142,1.0765624,0.046075165,-0.30551228,0.7310586,0.88758004,1.02811,0.6139,-0.11094001,0.050290003,-0.25,0.64202,1.17012,0.55831003,0.53698003,0.68935,0.78551,0.79438,0.43787,-0.0029600002,0.80769,0.02662,0.81509,0.5932,1.6568,1.38462,0.60651,-0.088750005,-0.80177,0.26332,-0.019230008,-0.81360996,0.43638998,-0.21746,-0.050290003,-0.60798,0.31656,-0.63820004,-0.7352,0.019230008,-0.12870002,0.062129974,0.21596998,0.99851996,0.72041,0.65384996,0.84318995,0.56509,-0.15235996,-0.04438,-0.13905999,0.053248655,0.22633019,-0.05213364,-0.03159046,-0.0004157469,0.44583547,0.54699594,0.7855,-0.018545853,0.34385285,0.61817276,0.057068028,-0.043788273,0.402513,-0.049679276,0.27190083,-0.012265459,-0.10505127,-0.218867,0.03159046,0.002203824,0.037073445,-0.0012908712,41.870033,1.6105843,45.09063,3.9837754,42.887035,1.695382,0.406805,0.85799,0.89348996,0.47411,0.466815,0.82988,0.73077,0.74852,-0.0,0.0784,0.59024,0.78698,0.841471,0.57294124,-0.051756866,0.60824686,0.7082244,0.0
85,1.6875013,0.9459125,1.9765966,2.0280273,0.92319864,0.7310586,1.35821,2.0,-0.49627003,0.26276,-0.88433003,0.89552,1.07028,0.86941004,0.53637,0.36567,0.59397,0.76359004,-0.20523,0.51119006,0.08956,0.40149,-0.77762,1.65574,0.47166002,1.97464,1.0485101,0.48135,0.81430995,-0.77141005,0.70522,0.07463002,-0.42911,0.65589,0.48798,1.8209,0.21267998,0.70454,-0.55652,0.023359954,0.34425998,0.30673003,0.14552003,0.60881996,0.68186,0.22761,0.16790998,0.51942,0.39686,-0.11096001,0.005070001,-0.08732,0.06439756,0.39120713,0.09771523,0.021340936,-0.018990701,0.28518355,0.22659567,0.66791,-0.029585019,0.16967721,0.43797532,0.06140159,0.068237245,0.22998704,0.057318877,0.5557612,0.017658427,0.15664576,-0.06851172,0.3348574,-0.13477536,0.4181015,-0.015106503,33.137585,57.295776,37.571133,8.475191,22.447912,7.3080764,0.72761,0.807835,0.82787,0.52164,0.57315,0.73320997,0.57836,0.39179,0.04328,-0.0,0.39118,0.65574,0.841471,0.47335005,0.04326649,0.45302,0.609746,1.0
86,1.0010285,0.8376012,1.0418888,0.05107869,-0.19918524,0.7310586,0.69812,1.03774,0.5283,0.04529,-0.09434001,0.12453,0.84151,1.3132,0.6332,0.69811,0.62642,0.43018,0.5283,0.75471,0.0,0.55472,-0.24528,0.79623,0.73963,1.76981,1.5698099,0.69056,0.0151,-0.83774,-0.04528,-0.20378,-0.58112997,0.26792002,0.0075399876,0.17736,-0.64151,0.73206997,-0.69358003,-0.78113,0.015089989,0.0,-0.18114,-0.09056997,0.73585004,0.82641,0.26038003,0.91698,0.88302,-0.11321002,0.19246,-0.11698,0.008363895,0.6279817,-0.04465668,-0.07806795,0.011961995,0.53253335,0.486845,0.76981,0.028022433,0.54090464,0.58389324,0.009611359,-0.03590065,0.4572583,-0.039184015,0.5693669,0.0004272168,-0.107740216,0.06582935,-0.01672779,0.021074245,-0.015121708,-0.00089711,41.29593,2.1623425,43.458275,-13.621497,38.701576,0.43258312,0.426415,0.83396,0.87924504,0.44717,0.470995,0.809435,0.72075,0.67547,-0.0,-0.0,0.86415,0.75849,0.841471,0.67344564,-0.10546351,0.7506597,0.68782616,0.0
87,1.7310028,1.1726159,1.5661261,1.2763153,-1.7549402,0.7310586,1.39091,1.72727,0.51832,1.14643,0.045590002,0.94545,1.48927,0.90454996,0.60444,0.80909,1.66818,0.51809,0.91368,1.03627,-0.10909,0.69826,0.13021,1.72727,2.0,1.89241,1.14091,0.43181998,1.14643,-0.9,0.91818,-0.09091002,-0.20455,0.0,-0.0136399865,0.63168,0.33182,-0.0136399865,-0.61982,0.0,0.0,0.38786,0.24536002,0.51073,0.91818,0.4,0.0136399865,1.89241,0.78182,-0.51818,0.24091001,0.2028,-0.095832326,0.564918,0.07403262,0.019727167,0.032727,0.32376033,0.4132203,0.50455,-0.033409,0.56982,0.50455,-0.09632173,0.098042056,0.3807423,0.106712334,0.49766794,-0.024626598,-1.0,0.21818,0.56982,0.03128374,0.81809,-0.016818,32.554317,41.6695,57.295776,-17.188734,41.6695,57.295776,0.0,0.909045,1.0,0.51731,0.573365,0.83409,0.56818,0.72727,0.03462,0.09559,0.48927,1.0,0.841471,0.5394805,0.034613084,0.5419284,0.841471,1.0
88,1.1941935,1.0328182,0.831094,0.26627025,0.16944097,0.7310586,0.52941,1.12941,0.5451,0.40784,0.06666,0.1451,0.39608002,1.02746,0.48601,0.65882003,0.67451,0.53334,0.54902,0.48236,-0.07451,0.4,0.08235,0.58823,0.60392,1.4039199,1.02353,0.54902,0.18039,-0.45882,-0.13725,0.06667003,-0.44706,0.56863,0.14901999,0.047059998,-0.55685997,0.40783998,-0.5017,-0.51372,-0.07450998,-0.17646998,-0.031369984,-0.06667,0.37646997,0.57255,0.41961002,0.32156998,0.49804002,0.105890036,-0.12549001,-0.14118,0.068614885,0.2890574,0.05826535,0.0,0.0,0.2553934,0.30292922,0.58039,-0.007875753,0.20965013,0.2662945,0.07031328,0.050391763,0.24395756,0.057871826,0.33685252,0.033218242,0.035523318,0.007198886,-0.026681948,0.000322812,-0.025620185,0.0,30.108356,7.414646,26.288446,3.8199093,33.029297,9.886386,0.541175,0.733335,0.72941,0.5,0.550195,0.75098,0.52549,0.57647,0.0,0.08235,0.45098,0.45882,0.841471,0.46710163,0.0,0.47770455,0.44289044,0.0
89,1.8690201,3.4874134,-3.5101793,-2.8036304,-3.6469762,0.7310586,0.24318999,1.27955,-0.66364,-0.13778,0.46118,0.6841,0.24406001,-0.95483,0.025289997,-0.58068,-0.41087002,-0.14013,0.14545001,0.21363999,0.568,0.088640004,0.46136,0.07926999,-0.068399996,1.35,-0.27353,0.16999,0.19858,0.32755,1.2732201,0.1852,1.40455,1.00526,-0.1811,-0.05681002,0.62095,-0.123220004,0.22453001,0.4735,0.4321,0.32273,-0.05088,0.26098,0.79972,0.46734,1.18636,-0.013640016,-0.0056099966,0.24544999,0.3924,-0.23694,-0.036089037,0.02609599,-0.0019399878,-0.01246375,-0.0061115054,0.013311285,-0.055979215,0.02727,-0.04340366,0.0005244746,-0.0054616355,-0.050682455,0.024737513,0.03467216,-0.029830424,-0.0050820373,-0.0270152,-0.0019127465,-0.08102327,-0.027242767,-0.016152008,-0.05216043,0.0460641,-7.648986,16.017033,-11.475198,2.9094794,24.025265,-3.6176553,0.68182003,0.404545,0.39986,0.5625,0.46443,0.32613498,-0.0,0.41932,0.125,0.33636,-0.0,-0.0,0.841471,-0.09954486,0.12467473,-0.13957281,-0.19894373,1.0
90,1.4324391,1.0174615,1.4324391,0.27511424,0.49950582,0.7310586,1.04292,1.19206,1.05901,1.25108,0.030039996,0.77146,0.68348,1.7145901,1.06184,1.46889,1.25215,1.1276801,1.10193,1.43133,-0.16095,1.2145901,0.61373,0.92382,1.06546,2.0,1.34657,0.68561995,0.96245,-0.34120002,-0.33262,0.33797997,-0.22961003,0.47639,0.47639,-0.057940006,-0.45708004,0.45815003,-0.91806996,-0.47854003,0.09226996,0.30794,0.28433,0.39376998,0.14592004,0.36266005,0.0,0.65129,0.62983,0.17381996,-0.21674001,0.40665,-0.02996288,0.5676,0.36841813,0.25392357,0.20324351,0.54380673,0.6878695,0.69206,-0.1562376,0.36553738,0.50642186,-0.024361392,0.37812823,0.49586755,0.47009167,0.69206,-0.030440152,0.18258804,0.42398176,0.17677541,0.1300975,0.21572572,-0.016762836,44.63169,11.004227,41.926758,15.799311,50.595036,31.045715,0.67435503,0.925965,0.86588,0.681865,0.76617503,0.85515,0.77897,0.88305,0.36373,0.25,0.43026,0.73176,0.841471,0.64277095,0.3557627,0.53760993,0.6681801,0.0
91,-0.48147628,1.1001241,-0.447857,-0.7961824,1.1418132,0.7310586,0.24212998,0.43565,1.4185,-1.38037,0.55386,-0.67779,-0.89419,1.67398,-0.096710026,0.70448005,0.18111998,0.32316,0.45472002,-0.29838,-0.04004,0.0009499788,-0.16587001,-0.63394,-0.78361,0.68255,0.58913,0.80934,-1.46235,-0.087699994,-0.53955996,0.10582,-0.89228,1.18494,-0.15634002,-1.20401,-1.4604399,0.25739,-0.79462,-0.61106,-0.02002,-1.1744599,-0.97426,0.12393,0.0715,0.88275003,1.34128,-1.12679,0.38704002,0.96473,-0.46233997,-0.7979,-0.0054082964,-0.26937914,-0.2167207,-0.5709758,0.0058480417,-0.14189866,-0.16927466,0.85701,-0.06690598,-0.13108917,-0.059639327,-0.0060225115,-0.1971933,0.55273074,-0.21382776,-0.29248038,0.005964371,-0.14967933,0.00789429,-0.48245832,-0.023782559,0.1258794,0.0012001226,-11.470041,-32.334873,-3.9872131,29.111982,48.44759,-34.30126,0.90467,0.40753,0.465205,0.097234994,0.37356,0.88989496,-0.0,0.84557,-0.0,0.63966,-0.0,-0.0,0.841471,0.65093845,-0.7211979,0.7098745,-0.06953385,1.0
92,1.0664129,0.72275186,1.2887642,0.7662928,-0.07700781,0.7310586,1.03478,1.38261,0.25305,-0.10434,-0.47826,-0.04348001,1.02174,0.98348,0.54278,0.66422,0.5087,0.69565,0.34783,0.15217,-0.06522,0.69565,-0.18695,0.65217996,0.65218,1.6434801,0.81738997,0.25217,0.12608999,-0.53044,0.42273998,0.18696001,-0.90957,0.49565,0.028109968,0.61304,0.017389983,0.38462996,-0.74713004,0.10868999,0.18260002,0.25652,0.26522002,-0.19130999,0.31405,0.83044,0.46754003,0.68193,0.38261,0.23043,0.065220006,-0.22608998,0.1345963,0.16668126,-0.016499974,0.021709565,0.031758316,0.25182196,0.35743284,0.38696,-0.089434415,0.25182196,0.10431281,0.084386185,-0.015387497,0.1801824,-0.030218968,0.20604071,-0.067977466,-0.019392258,-0.11486108,0.18886521,0.028052548,0.21873263,-0.07032273,28.897125,21.921936,15.445222,6.725951,40.60552,8.470035,0.480775,0.78913,0.634785,0.52174,0.47868,0.680435,0.50435,0.7087,0.04348,-0.0,0.64348,0.26957,0.841471,0.47881112,0.043466303,0.3079523,0.26631698,0.0
93,-1.5424446,0.8161459,-0.8161459,-0.33694494,-1.4900358,0.7310586,0.17957,0.86068,-0.061920002,0.46842,0.23839,0.31269002,-0.13081,0.05573,1.14723,-0.43034002,0.24768001,0.54489,0.56346,0.92569,0.0805,1.05264,0.82352996,0.36531997,0.43653998,0.66253996,1.56347,0.35604,0.4034,-0.47057998,-0.26626,-0.79257,0.60371,0.47368002,-1.1640899,-0.2291,-0.49226,-0.54798996,-0.26487002,-0.65944,0.0154800415,-0.50155,-0.52632,0.49613002,0.39317998,-1.19815,1.6377699,0.27864,0.13622001,-0.29720998,-0.13931999,0.88545,-0.06272492,-0.63777,-0.06582634,0.30339095,0.022355283,0.23298359,-0.30528808,0.16409,0.050149933,0.21762279,0.08280637,-0.1517,-0.13537546,0.13953297,0.2173485,-0.104651675,-0.08467894,-0.32426575,0.22810233,-0.06400671,0.058927108,-0.073325664,-0.005166902,32.28445,-7.9824476,28.91374,4.080032,-31.042852,-5.144015,0.19195,0.73684,0.75232,0.866875,0.29942,0.66873,0.56347,-0.0,0.73375,0.08978,0.02399,0.50464,0.841471,0.4017985,0.6696593,0.841471,0.48349234,1.0
94,0.5595307,0.84268105,0.89997816,-0.010105422,-0.41460025,0.7310586,0.52123,0.99491,0.29881,-0.05094,0.08828,-0.2292,0.74702996,0.87097,0.67177,0.39049,0.39219,0.53989,0.42613998,0.24956998,0.34465,0.69439995,0.12054,0.34466,0.36333,1.45331,1.07249,0.66043997,0.020370001,-0.39219,-0.05942,0.0073099732,-0.57046,0.60441,-0.113759995,0.042450003,-0.3854,0.31409,-0.36787,-0.3107,0.16808,-0.36333,-0.043630034,-0.19014996,0.25128,0.32378,0.71817,0.66214,0.45841,0.17486998,0.14262,0.33446002,-0.083803944,0.1457935,-0.027365606,0.08466022,0.0013478944,0.27963862,0.16212367,0.81664,0.0576488,0.19925474,0.28561985,-0.086070046,-0.0142233195,0.21379122,-0.00978559,0.23015366,0.0031079785,-0.08261106,-0.07838248,0.019669095,0.0015098704,0.018497204,0.0070611676,31.80947,-0.2916355,20.039198,3.7935534,16.731512,-1.8483617,0.395585,0.73684,0.674875,0.58404,0.48324502,0.712225,0.55518,0.29202,0.16808,-0.0,0.70798,0.34975,0.841471,0.48266056,0.16728972,0.49454394,0.34266296,0.0
95,1.246764,1.4935279,-0.0,-0.20131202,-0.69481057,0.7310586,0.46342,1.06874,-0.46785003,0.1286,0.70066,1.0199599,-0.8714,-0.61641,-0.34146,1.48558,-0.50998,0.36363998,0.50776,0.92683,1.16851,0.39468,0.53215,-0.033259995,0.0,1.0,-0.67849004,0.5521,0.2572,0.95122,-0.56541,1.29933,1.95122,1.0,-0.42572,-0.46340996,0.63858,-0.42572,0.50997,0.2306,0.66741,0.02661,0.89135003,1.56541,-0.79601,-0.01552999,1.42572,-0.23725,-0.00443998,0.48559,0.61197,-0.99557,-0.3399473,0.38984886,-0.023482794,-0.0,0.68540543,-0.081011385,0.18779999,-0.02661,-0.08593673,-0.0,0.00271422,-0.91168326,-0.4500472,0.17413777,0.69854474,0.011328409,0.1280303,0.0,-0.09702443,-0.043911755,0.42949823,-0.003136554,0.8454579,13.593423,3.9385118,-5.844169,22.23248,45.35362,0.0,0.618625,0.487805,0.449,0.5,0.94124,0.24500999,0.23725,0.79157,0.0,0.53215,-0.0,-0.0,0.841471,-0.33486316,0.0,-0.79301363,-0.101823226,1.0
96,0.7952647,0.40001947,-1.1037666,-0.7031207,-0.7489143,0.7310586,1.10299,1.5051501,0.15124005,-0.25428998,1.041,1.3791101,0.13563001,-0.28065997,-0.34465,1.01334,-0.48643,0.90336,1.11905,1.11808,0.89603996,0.97163,1.24872,0.03880003,-0.87602997,1.79299,-0.61721003,0.6091,0.79513,1.26252,0.7382,1.12462,1.59765,1.67699,0.105639994,-0.36978,1.1377699,-0.37230998,0.88451,1.31673,1.19625,0.91910005,0.92571,1.4446499,-0.57853,0.50165,1.57135,0.25494003,-0.21621001,0.90937996,0.07072997,-0.43772998,-0.58302844,0.38942644,-0.03258052,-0.2685457,0.31807786,-0.046253163,0.05801668,-0.12611,-0.047726855,0.48637667,0.0588114,-0.5531239,-0.07424721,0.20647247,0.2328147,0.07205295,-0.04483648,-0.36425444,-0.40757126,-0.610947,0.3495433,0.20759477,0.64610785,3.6887019,28.942963,-26.719885,37.771667,51.632664,-11.404151,0.76902497,0.62206,0.26682502,0.686895,0.629175,0.356305,0.06438,0.90116,0.37379,0.87493,-0.0,-0.0,0.841471,-0.65821105,0.36514634,-0.6300286,-0.44962904,0.0
97,0.92911154,0.6258852,-0.9924263,-0.7049476,-0.40253738,0.7310586,1.067,1.5873201,0.11579001,-0.83362,1.12994,1.5035601,0.17000997,-0.50957,-0.37055,0.78393,-1.01845,0.59797,1.04234,1.01913,1.03327,0.94227004,1.40204,-0.09541994,-1.0964301,1.82683,-0.9863,0.50458,0.50627995,1.4779899,1.0361099,1.16785,1.7399,1.5994301,-0.17464995,-0.35213,1.36435,-0.27707997,1.02363,1.52564,1.40045,1.14703,0.95665,1.3906,-0.48952997,0.79865,1.77408,0.49146003,-0.18098998,0.99683,0.3477,-0.46383998,-0.7718459,0.66087854,0.0043483158,-0.38540223,0.14194417,0.11042438,-0.12951013,-0.3202,-0.099331014,0.49940914,0.21861334,-0.79094887,0.0070812907,0.43444085,-0.013269561,0.2478604,-0.31185487,-0.20103085,-0.62555367,-0.7022537,0.16768244,0.08672598,0.73674345,-7.593982,33.650955,-39.11812,28.365993,55.985996,-28.476002,0.66768503,0.551445,0.15863001,0.731295,0.49321,0.23927501,-0.0,0.97714,0.46259,0.93945,-0.0,-0.0,0.841471,-0.74004686,0.4462674,-0.75375664,-0.6309212,0.0
98,1.0,-0.36482,-0.0,0.78502,1.0,0.7310586,-0.17916,0.21498,-1.0,-1.0,-1.0,-1.05212,1.0,-2.0,-1.0,-2.0,0.36482,-1.0,0.0,-0.2671,-0.67101,0.60586,0.0,0.18566,0.0,1.0,1.0,-2.0,-1.0,-1.60586,1.0,-2.0,0.7329,1.0,-1.0,-0.78502,-0.36482,-1.0,0.0,-0.97068,-0.46253997,-1.0,-1.0,-0.49185997,1.97068,-0.40390998,2.0,1.0,0.0,-1.97068,1.32899,0.41368,0.41368,-1.0,-1.0,-0.0,0.37862447,-0.0,-0.0,1.0,-0.36482,-0.0,0.97068,-0.41368,-0.36482,-0.36482,1.0,-1.0,0.41368,-0.0,-0.25926864,-0.0,-0.0,0.0,0.26276127,0.0,-44.97833,55.615864,-57.295776,-57.295776,0.0,0.0,0.5,0.98534,0.5,0.0,0.68241,0.0,-0.0,0.0,0.0,1.0,0.97068,0.841471,-0.841471,0.0,0.841471,0.82526994,1.0
99,1.0627358,0.9915053,1.2324886,0.059119675,0.18992175,0.7310586,0.70023,1.03793,0.73055,0.29811,0.123220004,-0.040599998,0.68201005,1.3350799,0.66701,0.91623,0.78726995,0.87289,0.83282,0.68081,0.14922,0.68773,0.098910004,0.73814,0.72569,1.79074,1.41711,0.72775,0.23139,-0.70021,-0.09097,0.007849991,-0.7356,0.42545003,0.107280016,-0.035550002,-0.55170995,0.53068995,-0.59183997,-0.61578995,0.08554,0.083930016,0.08917999,0.18815994,0.52481997,0.58639,0.31817,0.66889,0.56446,-0.022199988,-0.014069997,-0.28609002,0.199865,0.4569352,0.096182704,0.016315378,0.0,0.47922814,0.5533704,0.70681,0.031641107,0.36861977,0.49491543,0.20876825,0.08656456,0.40812826,0.10081351,0.48192427,0.045784097,0.07000891,-0.05498749,0.054162186,0.011348986,0.064103484,0.0,42.797077,2.1732287,40.119076,6.505935,42.447002,8.659684,0.560925,0.87967,0.850105,0.512715,0.56804,0.818065,0.74695,0.74084,0.02543,0.07348,0.59759,0.70021,0.841471,0.598462,0.02542726,0.6211114,0.64437824,0.0
100,-0.18382,-0.73529,-0.0,0.99265,1.0,0.7310586,-0.18382996,0.0073500276,1.0,-1.0,-1.0,-1.76471,1.0,0.58088,-1.0,0.0,0.73529,0.0,0.0,-0.77206,-0.44853002,0.80882,0.0,-0.99265,0.0,1.0,-1.0,-1.4191201,-1.0,-0.60294,1.0,0.58088,-1.7720599,1.0,0.18382,-0.99265,-0.73529,0.18382,0.0,0.0,0.77941,-0.72059,1.0,-0.22059,1.0,2.0,0.81618,1.0,-0.41912,-0.41912,0.55147,0.94853,0.94853,-0.18382,-0.72059,-0.0,0.60294,-0.0,0.0,0.72059,-0.73529,-0.0,0.0,0.94853,-0.73529,-0.73529,-1.0,0.13245885,0.94853,-0.0,-0.0,-0.0,-0.0,0.0,0.5719067,0.0,-56.87465,0.0,0.0,57.295776,0.0,0.0,0.5,0.5,0.5,0.0,0.867645,0.0,1.0,0.0,0.0,1.0,0.0,0.841471,-0.841471,0.0,-0.841471,0.0,1.0
101,1.0363768,1.018862,0.99714994,-0.035609905,-0.19973053,0.7310586,0.96564,0.96564,0.85597,-0.45857,-0.07293,-0.17693001,0.80709,1.93625,0.93348,0.82877,0.75014,0.80653995,0.90171,0.84915996,-0.03362,0.96858,-0.12144,0.96564,0.63715,1.96215,1.98971,1.00735,-0.38288,-1.11813,0.013960004,0.00055003166,-1.08856,0.12989002,0.12989002,0.055660002,-1.14037,1.23296,-0.94781,-1.15727,0.0,-0.037850022,0.0020200014,0.03564,1.17123,1.22083,0.0,1.15487,1.17545,-0.009739995,0.13448,0.039499998,-0.06843071,0.98971,-0.20243,-0.030317158,0.026086647,0.9649,1.0,1.0,0.016801178,0.83956915,1.0,-0.07019023,-0.19900893,0.9485932,-0.20243,1.0,0.016000262,-0.1676876,-0.14257,-0.15174982,0.019879116,-0.15596937,0.008377779,57.295776,-1.9686828,57.295776,-10.610605,57.295776,-13.347624,0.40364,0.995865,1.0,0.48429,0.398785,0.99154997,1.0,1.0,-0.0,-0.0,0.96436,1.0,0.841471,0.821992,-0.03141483,0.8358668,0.841471,0.0
102,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841471,0.0,0.0,0.0,1.0
