,checking_status_'<0'_tanh,other_parties_none_tanh,property_magnitude_car_tanh,existing_credits_tanh,property_magnitude_car_sigmoid,housing_own_sigmoid,checking_status_'<0'_sigmoid,duration_sigmoid,credit_history_kterm_ln,residence_since_ln,other_payment_plans_kterm_ln,own_telephone_kterm_ln,age_ln,(age+employment_kterm),(personal_status_kterm+housing_own),(checking_status_kterm+housing_kterm),(checking_status_kterm+savings_status_'<100'),(employment_'>=7'+foreign_worker_yes),(duration+job_skilled),(existing_credits+savings_status_kterm),(credit_amount+personal_status_kterm),(other_payment_plans_kterm+credit_history_'existing paid'),(credit_amount+residence_since),(savings_status_kterm+own_telephone_yes),(savings_status_kterm+own_telephone_kterm),(personal_status_kterm+credit_history_'existing paid'),(checking_status_kterm+credit_history_kterm),(own_telephone_kterm+other_payment_plans_none),(installment_commitment+housing_kterm),(credit_history_kterm+checking_status_'no checking'),(installment_commitment+checking_status_'<0'),(credit_history_'critical/other existing credit'+foreign_worker_yes),(foreign_worker_kterm+other_payment_plans_none),(age+other_parties_none),(credit_amount+other_parties_kterm),(duration+num_dependents),(housing_kterm+property_magnitude_'real estate'),(existing_credits+foreign_worker_yes),(savings_status_kterm*checking_status_'no checking'),(installment_commitment*other_parties_none),(own_telephone_kterm*employment_'>=7'),(own_telephone_kterm*foreign_worker_kterm),(other_payment_plans_none*own_telephone_yes),(savings_status_'<100'*job_skilled),(other_parties_kterm*foreign_worker_kterm),(credit_history_kterm*savings_status_'<100'),(own_telephone_kterm*housing_own),(residence_since*job_skilled),(credit_amount*other_parties_none),(existing_credits*checking_status_'no checking'),(duration*credit_amount),(installment_commitment*personal_status_'male single'),(credit_history_kterm*employment_kterm),(residence_since*housing_own),(checking_status_kterm*employment_kterm),(installment_commitment*employment_kterm),(employment_kterm*property_magnitude_car),(credit_history_'existing paid'*savings_status_'<100'),(own_telephone_kterm*personal_status_'male single'),(installment_commitment*savings_status_'<100'),(foreign_worker_kterm*property_magnitude_'real estate'),(checking_status_'<0'*other_parties_none),(age*credit_history_kterm),checking_status_kterm_mmnorm,job_kterm_mmnorm,other_payment_plans_kterm_mmnorm,foreign_worker_kterm_mmnorm,credit_history_kterm_mmnorm,(age-other_payment_plans_none),(other_payment_plans_kterm-own_telephone_kterm),(installment_commitment-num_dependents),(job_kterm-purpose),(credit_amount-other_payment_plans_kterm),(age-employment_kterm),(existing_credits-checking_status_'<0'),(other_payment_plans_none-purpose),(credit_history_kterm-job_skilled),(installment_commitment-purpose),(checking_status_kterm-other_parties_kterm),(credit_history_'existing paid'-personal_status_'male single'),(residence_since-foreign_worker_kterm),(purpose_kterm-other_parties_kterm),(purpose_kterm-checking_status_'<0'),(credit_history_'critical/other existing credit'-job_skilled),(housing_kterm-own_telephone_yes),(credit_history_'critical/other existing credit'-personal_status_'male single'),(credit_history_kterm-own_telephone_yes),(checking_status_kterm-savings_status_'<100'),(age-personal_status_'male single'),(purpose_kterm-foreign_worker_kterm),(checking_status_'<0'-checking_status_'no checking'),(employment_kterm-own_telephone_yes),(num_dependents-job_kterm),checking_status_'no checking'_negative,checking_status_'<0'_negative,own_telephone_kterm_negative,duration_negative,credit_history_'critical/other existing credit'_negative,purpose_kterm_negative,installment_commitment_degree,credit_history_'critical/other existing credit'_degree,employment_kterm_degree,checking_status_'<0'_degree,purpose_kterm_degree,residence_since_degree,class
108,0.7615942,0.7615942,0.0,0.7615942,0.5,0.7310586,0.7310586,1.0,6.272877,0.6931472,6.7019606,6.001415,3.4011974,202.0,311.0,987.0,274.0,0.0,25.0,184.0,8031.0,815.0,7723.0,184.0,587.0,311.0,804.0,405.0,714.0,530.0,2.0,0.0,38.0,31.0,8628.0,25.0,713.0,1.0,0.0,1.0,0.0,14948.0,1.0,0.0,33559.0,0.0,404.0,2.0,7721.0,0.0,185304.0,0.0,91160.0,2.0,47128.0,172.0,0.0,0.0,0.0,0.0,0.0,1.0,15900.0,0.63746226,1.0,0.99999994,0.0,0.99999994,29.0,410.0,0.0,625.0,6907.0,-142.0,0.0,-4.0,529.0,-4.0,-633.0,1.0,-35.0,-726.0,180.0,-1.0,712.0,0.0,529.0,274.0,30.0,144.0,1.0,171.0,-629.0,-0.0,-1.0,-404.0,-24.0,-0.0,-181.0,57.295776,0.0,9854.873,57.295776,10370.535,114.59155,1.0
109,0.0,0.7615942,0.0,0.7615942,0.5,0.7310586,0.5,0.99999917,6.272877,0.6931472,6.7019606,6.001415,3.5553482,288.0,93.0,982.0,269.0,2.0,15.0,64.0,1502.0,815.0,1412.0,64.0,467.0,93.0,799.0,405.0,714.0,530.0,1.0,1.0,964.0,36.0,2317.0,15.0,714.0,2.0,0.0,1.0,404.0,389052.0,1.0,0.0,873441.0,0.0,404.0,2.0,1410.0,0.0,19740.0,0.0,134090.0,2.0,68057.0,253.0,0.0,0.0,0.0,0.0,963.0,0.0,18550.0,0.62235653,1.0,0.99999994,1.0,0.99999994,34.0,410.0,0.0,627.0,596.0,-218.0,1.0,-2.0,529.0,-2.0,-638.0,1.0,-961.0,-810.0,97.0,-1.0,712.0,0.0,529.0,269.0,35.0,-866.0,0.0,252.0,-629.0,-0.0,-0.0,-404.0,-14.0,-0.0,-97.0,57.295776,0.0,14495.831,0.0,5557.6904,114.59155,1.0
110,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.5,0.9975274,4.477337,0.6931472,4.934474,6.3902407,3.4339871,284.0,51.0,982.0,269.0,2.0,7.0,105.0,1499.0,139.0,1451.0,103.0,699.0,50.0,357.0,596.0,714.0,88.0,1.0,1.0,963.0,32.0,2356.0,8.0,713.0,3.0,0.0,1.0,596.0,573948.0,0.0,0.0,873441.0,0.0,596.0,2.0,1449.0,0.0,8694.0,0.0,22264.0,2.0,68057.0,253.0,253.0,0.0,0.0,0.0,0.0,0.0,2728.0,0.62235653,1.0,0.11994785,1.0,0.09795918,31.0,-457.0,-1.0,627.0,1310.0,-222.0,2.0,-3.0,87.0,-2.0,-638.0,0.0,-961.0,-810.0,97.0,-1.0,713.0,0.0,88.0,269.0,31.0,-866.0,0.0,253.0,-628.0,-0.0,-0.0,-596.0,-6.0,-0.0,-97.0,57.295776,0.0,14495.831,0.0,5557.6904,114.59155,1.0
111,0.0,0.7615942,0.0,0.7615942,0.5,0.5,0.5,0.99999964,6.272877,1.3862944,6.7019606,6.001415,3.1354942,195.0,310.0,242.0,64.0,1.0,16.0,604.0,702.0,815.0,396.0,604.0,1007.0,311.0,593.0,405.0,183.0,530.0,4.0,1.0,964.0,24.0,1299.0,16.0,179.0,2.0,0.0,4.0,0.0,389052.0,1.0,1.0,873441.0,530.0,0.0,4.0,392.0,0.0,5880.0,0.0,91160.0,0.0,10836.0,688.0,0.0,1.0,0.0,4.0,0.0,0.0,12190.0,0.0,1.0,0.99999994,1.0,0.99999994,22.0,410.0,3.0,626.0,-422.0,-149.0,1.0,-3.0,529.0,0.0,-844.0,1.0,-959.0,-857.0,50.0,-1.0,178.0,0.0,529.0,62.0,23.0,-913.0,0.0,171.0,-629.0,-0.0,-0.0,-404.0,-15.0,-0.0,-50.0,229.1831,0.0,9854.873,0.0,2864.7888,229.1831,1.0
112,0.0,0.7615942,0.0,0.7615942,0.5,0.5,0.5,1.0,6.272877,1.0986123,6.7019606,6.3902407,3.3322046,202.0,548.0,448.0,270.0,1.0,18.0,604.0,6808.0,815.0,6263.0,603.0,1199.0,549.0,799.0,597.0,182.0,530.0,3.0,1.0,964.0,29.0,7167.0,19.0,180.0,2.0,0.0,3.0,0.0,573948.0,0.0,0.0,873441.0,530.0,0.0,0.0,6260.0,0.0,112680.0,3.0,92220.0,0.0,46806.0,522.0,0.0,1.0,596.0,3.0,963.0,0.0,14840.0,0.62235653,0.29276314,0.99999994,1.0,0.99999994,27.0,218.0,2.0,199.0,5446.0,-146.0,1.0,0.0,530.0,2.0,-638.0,0.0,-960.0,-673.0,234.0,0.0,179.0,-1.0,530.0,268.0,27.0,-729.0,0.0,174.0,-199.0,-0.0,-0.0,-596.0,-18.0,-0.0,-234.0,171.88733,0.0,9969.465,0.0,13407.212,171.88733,1.0
113,0.0,0.7615942,0.0,0.9640276,0.5,0.7310586,0.5,1.0,5.6801724,0.6931472,3.8501477,6.001415,3.218876,364.0,311.0,1107.0,395.0,1.0,37.0,605.0,8165.0,47.0,7857.0,604.0,1007.0,310.0,687.0,404.0,717.0,294.0,4.0,2.0,963.0,26.0,8762.0,37.0,714.0,3.0,603.0,4.0,0.0,389052.0,0.0,1.0,873441.0,293.0,404.0,2.0,7855.0,2.0,282780.0,0.0,99327.0,2.0,133566.0,1356.0,0.0,0.0,0.0,4.0,963.0,0.0,7325.0,1.0,1.0,0.0,1.0,0.5163265,25.0,-357.0,3.0,629.0,7808.0,-314.0,2.0,-1.0,292.0,3.0,-513.0,0.0,-961.0,-673.0,234.0,0.0,712.0,1.0,292.0,393.0,25.0,-729.0,-1.0,338.0,-629.0,-1.0,-0.0,-404.0,-36.0,-1.0,-234.0,229.1831,57.295776,19423.268,0.0,13407.212,114.59155,0.0
114,0.7615942,0.7615942,0.0,0.7615942,0.5,0.7310586,0.7310586,0.9999938,6.272877,0.0,6.7019606,6.3902407,3.5553482,288.0,93.0,987.0,274.0,2.0,13.0,64.0,1772.0,815.0,1681.0,63.0,659.0,93.0,804.0,597.0,716.0,530.0,4.0,1.0,964.0,36.0,2587.0,13.0,714.0,2.0,0.0,3.0,596.0,573948.0,0.0,0.0,873441.0,0.0,596.0,1.0,1680.0,0.0,20160.0,0.0,134090.0,1.0,69322.0,759.0,0.0,0.0,0.0,0.0,963.0,1.0,18550.0,0.63746226,1.0,0.99999994,1.0,0.99999994,34.0,218.0,2.0,623.0,866.0,-218.0,0.0,-6.0,529.0,-4.0,-633.0,1.0,-962.0,-627.0,279.0,-1.0,713.0,0.0,530.0,274.0,35.0,-683.0,1.0,253.0,-629.0,-0.0,-1.0,-596.0,-12.0,-0.0,-280.0,171.88733,0.0,14495.831,57.295776,16042.817,57.295776,1.0
115,0.0,0.7615942,0.0,0.7615942,0.5,0.7310586,0.5,1.0,5.6801724,0.0,6.7019606,6.001415,3.8501477,300.0,549.0,1107.0,394.0,2.0,49.0,184.0,4126.0,814.0,3579.0,184.0,587.0,548.0,687.0,405.0,717.0,294.0,4.0,2.0,964.0,48.0,4485.0,49.0,714.0,2.0,183.0,4.0,404.0,389052.0,1.0,0.0,873441.0,0.0,404.0,1.0,3578.0,1.0,171744.0,4.0,74129.0,1.0,99682.0,1012.0,0.0,0.0,404.0,0.0,963.0,0.0,13771.0,1.0,1.0,0.99999994,1.0,0.5163265,46.0,410.0,3.0,623.0,2764.0,-206.0,1.0,-6.0,292.0,-3.0,-513.0,-1.0,-962.0,-627.0,280.0,0.0,712.0,0.0,292.0,394.0,46.0,-683.0,-1.0,252.0,-629.0,-1.0,-0.0,-404.0,-48.0,-1.0,-280.0,229.1831,57.295776,14495.831,0.0,16042.817,57.295776,1.0
116,0.7615942,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.7310586,1.0,6.272877,1.0986123,6.7019606,6.001415,3.4011974,204.0,311.0,987.0,274.0,1.0,42.0,184.0,7484.0,815.0,7177.0,184.0,587.0,311.0,804.0,405.0,717.0,530.0,5.0,1.0,964.0,31.0,8081.0,43.0,713.0,2.0,0.0,4.0,0.0,389052.0,1.0,0.0,873441.0,0.0,404.0,0.0,7174.0,0.0,301308.0,0.0,92220.0,3.0,47676.0,696.0,174.0,0.0,0.0,0.0,0.0,1.0,15900.0,0.63746226,0.20723684,0.99999994,1.0,0.99999994,29.0,410.0,3.0,141.0,6360.0,-144.0,0.0,-6.0,530.0,-3.0,-633.0,1.0,-960.0,-627.0,279.0,0.0,712.0,0.0,529.0,274.0,30.0,-683.0,1.0,173.0,-147.0,-0.0,-1.0,-404.0,-42.0,-0.0,-280.0,229.1831,0.0,9969.465,57.295776,16042.817,171.88733,0.0
117,0.7615942,0.0,0.0,0.9640276,0.5,0.5,0.7310586,0.9999546,5.6801724,1.0986123,6.7019606,6.3902407,3.295837,199.0,310.0,453.0,274.0,0.0,11.0,185.0,2442.0,814.0,2135.0,183.0,779.0,310.0,567.0,597.0,181.0,293.0,3.0,1.0,38.0,27.0,2173.0,11.0,180.0,2.0,0.0,0.0,0.0,22052.0,0.0,0.0,1517.0,0.0,0.0,3.0,0.0,0.0,21320.0,0.0,50396.0,0.0,47128.0,344.0,0.0,0.0,0.0,0.0,37.0,0.0,7911.0,0.63746226,1.0,0.99999994,0.0,0.5163265,26.0,218.0,1.0,625.0,1318.0,-145.0,1.0,-4.0,292.0,-3.0,233.0,0.0,-34.0,140.0,180.0,0.0,179.0,1.0,293.0,274.0,27.0,144.0,1.0,172.0,-629.0,-0.0,-1.0,-596.0,-10.0,-1.0,-181.0,114.59155,57.295776,9854.873,57.295776,10370.535,171.88733,1.0
118,0.7615942,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.7310586,1.0,5.6801724,1.3862944,6.7019606,6.3902407,3.1354942,362.0,311.0,987.0,274.0,1.0,34.0,65.0,4591.0,814.0,4285.0,63.0,659.0,310.0,567.0,597.0,714.0,293.0,2.0,2.0,964.0,24.0,5188.0,34.0,713.0,3.0,0.0,1.0,0.0,573948.0,0.0,0.0,873441.0,0.0,596.0,4.0,4281.0,0.0,141273.0,0.0,99327.0,4.0,92886.0,339.0,339.0,0.0,0.0,0.0,0.0,1.0,6739.0,0.63746226,1.0,0.99999994,1.0,0.5163265,22.0,218.0,0.0,625.0,3467.0,-316.0,1.0,-4.0,292.0,-4.0,-633.0,0.0,-959.0,-726.0,180.0,0.0,713.0,1.0,293.0,274.0,23.0,-782.0,1.0,339.0,-629.0,-0.0,-1.0,-596.0,-33.0,-1.0,-181.0,57.295776,57.295776,19423.268,57.295776,10370.535,229.1831,0.0
119,0.0,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.5,0.9999938,5.6801724,1.0986123,6.7019606,6.001415,3.583519,210.0,51.0,982.0,269.0,1.0,12.0,64.0,2416.0,814.0,2369.0,64.0,467.0,50.0,562.0,405.0,716.0,293.0,3.0,2.0,964.0,37.0,3273.0,13.0,713.0,2.0,0.0,3.0,0.0,389052.0,1.0,0.0,873441.0,0.0,404.0,0.0,2366.0,0.0,28392.0,0.0,50982.0,3.0,46806.0,522.0,174.0,0.0,0.0,0.0,0.0,0.0,10548.0,0.62235653,0.20723684,0.99999994,1.0,0.5163265,35.0,410.0,2.0,147.0,1552.0,-138.0,1.0,0.0,293.0,2.0,-638.0,0.0,-960.0,-673.0,234.0,1.0,712.0,1.0,292.0,269.0,36.0,-729.0,0.0,173.0,-147.0,-0.0,-0.0,-404.0,-12.0,-1.0,-234.0,171.88733,57.295776,9969.465,0.0,13407.212,171.88733,1.0
120,0.7615942,0.7615942,0.0,0.9640276,0.5,0.7310586,0.7310586,1.0,6.272877,0.6931472,6.7019606,6.001415,3.218876,364.0,311.0,987.0,275.0,1.0,22.0,605.0,2145.0,815.0,1837.0,604.0,1007.0,311.0,804.0,405.0,716.0,530.0,4.0,1.0,964.0,26.0,2742.0,22.0,714.0,3.0,0.0,3.0,0.0,389052.0,1.0,1.0,873441.0,530.0,404.0,2.0,1835.0,0.0,38535.0,0.0,179670.0,2.0,92886.0,1017.0,0.0,1.0,0.0,3.0,963.0,1.0,13250.0,0.63746226,1.0,0.99999994,1.0,0.99999994,24.0,410.0,2.0,623.0,1021.0,-314.0,1.0,-6.0,529.0,-4.0,-633.0,1.0,-961.0,-627.0,279.0,-1.0,712.0,0.0,529.0,273.0,25.0,-683.0,1.0,338.0,-629.0,-0.0,-1.0,-404.0,-21.0,-0.0,-280.0,171.88733,0.0,19423.268,57.295776,16042.817,114.59155,0.0
121,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.5,0.5,1.0,5.6801724,0.6931472,6.7019606,6.001415,3.713572,294.0,310.0,573.0,395.0,2.0,24.0,605.0,4178.0,814.0,3870.0,604.0,1007.0,310.0,687.0,405.0,183.0,294.0,4.0,2.0,964.0,42.0,4775.0,25.0,179.0,3.0,603.0,4.0,404.0,389052.0,1.0,0.0,873441.0,293.0,0.0,0.0,3868.0,2.0,92832.0,0.0,74129.0,0.0,99682.0,1012.0,253.0,0.0,0.0,4.0,0.0,0.0,12013.0,1.0,0.20723684,0.99999994,1.0,0.5163265,40.0,410.0,3.0,146.0,3054.0,-212.0,2.0,-1.0,293.0,2.0,-513.0,0.0,-961.0,-804.0,103.0,1.0,178.0,1.0,292.0,393.0,41.0,-860.0,-1.0,252.0,-147.0,-1.0,-0.0,-404.0,-24.0,-1.0,-103.0,229.1831,57.295776,14495.831,0.0,5901.465,114.59155,1.0
122,0.0,0.7615942,0.0,0.7615942,0.5,0.5,0.5,0.9999938,6.272877,0.6931472,6.7019606,6.3902407,3.1780539,363.0,548.0,573.0,395.0,1.0,12.0,604.0,2316.0,815.0,1770.0,603.0,1199.0,549.0,924.0,597.0,182.0,531.0,3.0,1.0,964.0,25.0,2675.0,13.0,180.0,2.0,603.0,3.0,0.0,573948.0,0.0,0.0,873441.0,530.0,0.0,0.0,1768.0,1.0,21216.0,3.0,179670.0,0.0,133566.0,1017.0,0.0,1.0,596.0,3.0,963.0,0.0,12720.0,1.0,0.29276314,0.99999994,1.0,0.99999994,23.0,218.0,2.0,195.0,954.0,-315.0,1.0,-4.0,530.0,-2.0,-513.0,0.0,-961.0,-726.0,181.0,0.0,179.0,-1.0,530.0,393.0,23.0,-782.0,-1.0,339.0,-199.0,-1.0,-0.0,-596.0,-12.0,-0.0,-181.0,171.88733,0.0,19423.268,0.0,10370.535,114.59155,1.0
123,0.0,0.7615942,0.0,0.9640276,0.5,0.5,0.5,0.9999546,5.6801724,1.3862944,6.7019606,6.001415,4.1431346,316.0,548.0,171.0,64.0,2.0,11.0,605.0,1329.0,814.0,785.0,604.0,1007.0,548.0,356.0,405.0,112.0,293.0,4.0,2.0,964.0,64.0,1688.0,11.0,108.0,3.0,0.0,4.0,404.0,389052.0,1.0,1.0,873441.0,293.0,0.0,4.0,781.0,0.0,7810.0,4.0,74129.0,0.0,15939.0,1012.0,0.0,0.0,404.0,4.0,0.0,0.0,18459.0,0.0,1.0,0.99999994,1.0,0.5163265,62.0,410.0,3.0,629.0,-33.0,-190.0,2.0,0.0,292.0,3.0,-844.0,-1.0,-959.0,-673.0,234.0,0.0,107.0,0.0,292.0,62.0,62.0,-729.0,0.0,252.0,-629.0,-0.0,-0.0,-404.0,-10.0,-1.0,-234.0,229.1831,57.295776,14495.831,0.0,13407.212,229.1831,1.0
124,0.0,0.7615942,0.0,0.7615942,0.5,0.5,0.5,1.0,6.272877,1.0986123,6.7019606,6.3902407,3.295837,199.0,310.0,448.0,269.0,1.0,19.0,184.0,2234.0,815.0,1927.0,183.0,779.0,311.0,799.0,597.0,183.0,530.0,4.0,1.0,964.0,28.0,2831.0,19.0,180.0,2.0,0.0,4.0,0.0,573948.0,0.0,0.0,873441.0,0.0,0.0,3.0,1924.0,0.0,34632.0,0.0,91160.0,0.0,46268.0,688.0,0.0,0.0,0.0,0.0,963.0,0.0,14310.0,0.62235653,1.0,0.99999994,1.0,0.99999994,26.0,218.0,3.0,625.0,1110.0,-145.0,1.0,-4.0,529.0,-1.0,-638.0,1.0,-960.0,-726.0,181.0,-1.0,179.0,0.0,530.0,269.0,27.0,-782.0,0.0,172.0,-629.0,-0.0,-0.0,-596.0,-18.0,-0.0,-181.0,229.1831,0.0,9854.873,0.0,10370.535,171.88733,0.0
125,0.7615942,0.7615942,0.0,0.9640276,0.5,0.7310586,0.7310586,0.9999938,5.6801724,0.6931472,6.7019606,6.3902407,3.4011974,369.0,549.0,987.0,275.0,1.0,13.0,605.0,2669.0,814.0,2123.0,603.0,1199.0,548.0,567.0,597.0,717.0,293.0,5.0,2.0,964.0,31.0,3028.0,13.0,713.0,3.0,0.0,4.0,0.0,573948.0,0.0,1.0,873441.0,293.0,596.0,2.0,2121.0,0.0,25452.0,4.0,99327.0,2.0,92886.0,1356.0,0.0,0.0,596.0,4.0,0.0,1.0,8790.0,0.63746226,1.0,0.99999994,1.0,0.5163265,29.0,218.0,3.0,629.0,1307.0,-309.0,1.0,0.0,292.0,3.0,-633.0,-1.0,-961.0,-673.0,233.0,0.0,713.0,0.0,293.0,273.0,29.0,-729.0,1.0,339.0,-629.0,-0.0,-1.0,-596.0,-12.0,-1.0,-234.0,229.1831,57.295776,19423.268,57.295776,13407.212,114.59155,1.0
126,0.7615942,0.7615942,0.0,0.7615942,0.5,0.7310586,0.7310586,0.9999938,6.272877,0.6931472,6.7019606,6.3902407,3.6888795,379.0,93.0,987.0,275.0,1.0,12.0,604.0,793.0,815.0,703.0,603.0,1199.0,93.0,804.0,597.0,717.0,530.0,5.0,1.0,964.0,41.0,1608.0,13.0,714.0,2.0,0.0,4.0,0.0,573948.0,0.0,0.0,873441.0,530.0,596.0,0.0,701.0,0.0,8412.0,0.0,179670.0,2.0,92886.0,1356.0,0.0,1.0,0.0,4.0,963.0,1.0,21200.0,0.63746226,0.29276314,0.99999994,1.0,0.99999994,39.0,218.0,3.0,193.0,-113.0,-299.0,0.0,-6.0,530.0,-3.0,-633.0,1.0,-961.0,-627.0,279.0,0.0,713.0,0.0,530.0,273.0,40.0,-683.0,1.0,339.0,-199.0,-0.0,-1.0,-596.0,-12.0,-0.0,-280.0,229.1831,0.0,19423.268,57.295776,16042.817,114.59155,1.0
127,0.0,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.5,0.9999938,6.272877,0.6931472,6.7019606,6.3902407,3.4011974,369.0,549.0,982.0,270.0,1.0,13.0,604.0,1187.0,815.0,641.0,603.0,1199.0,549.0,799.0,597.0,717.0,530.0,4.0,1.0,964.0,31.0,1546.0,13.0,713.0,2.0,0.0,4.0,0.0,573948.0,0.0,1.0,873441.0,530.0,596.0,2.0,639.0,0.0,7668.0,4.0,179670.0,2.0,91191.0,1356.0,339.0,1.0,596.0,4.0,0.0,0.0,15900.0,0.62235653,1.0,0.99999994,1.0,0.99999994,29.0,218.0,3.0,622.0,-175.0,-309.0,1.0,-7.0,529.0,-4.0,-638.0,0.0,-961.0,-885.0,22.0,-1.0,713.0,-1.0,530.0,268.0,29.0,-941.0,0.0,339.0,-629.0,-0.0,-0.0,-596.0,-12.0,-0.0,-22.0,229.1831,0.0,19423.268,0.0,1260.5071,114.59155,0.0
128,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.5,0.9999938,5.6801724,0.6931472,6.7019606,6.001415,3.5263605,96.0,549.0,982.0,270.0,1.0,12.0,605.0,2408.0,814.0,1862.0,604.0,1007.0,548.0,562.0,405.0,717.0,293.0,4.0,2.0,964.0,35.0,2767.0,13.0,713.0,3.0,0.0,4.0,0.0,389052.0,1.0,0.0,873441.0,293.0,404.0,0.0,1860.0,0.0,22320.0,4.0,18166.0,2.0,16678.0,248.0,62.0,0.0,404.0,4.0,0.0,0.0,9962.0,0.62235653,0.20723684,0.99999994,1.0,0.5163265,33.0,410.0,3.0,146.0,1046.0,-28.0,2.0,-1.0,293.0,2.0,-638.0,-1.0,-961.0,-804.0,103.0,1.0,712.0,0.0,292.0,268.0,33.0,-860.0,0.0,61.0,-147.0,-0.0,-0.0,-404.0,-12.0,-1.0,-103.0,229.1831,57.295776,3552.3381,0.0,5901.465,114.59155,1.0
129,0.7615942,0.0,0.0,0.9640276,0.5,0.7310586,0.7310586,0.9999938,5.6801724,0.6931472,6.7019606,6.3902407,3.3672957,368.0,311.0,987.0,275.0,1.0,13.0,605.0,3809.0,814.0,3501.0,603.0,1199.0,310.0,567.0,597.0,716.0,293.0,4.0,2.0,964.0,29.0,3540.0,13.0,714.0,3.0,0.0,0.0,0.0,573948.0,0.0,1.0,39483.0,293.0,596.0,2.0,0.0,0.0,41988.0,0.0,99327.0,2.0,92886.0,1017.0,0.0,0.0,0.0,3.0,963.0,0.0,8497.0,0.63746226,1.0,0.99999994,1.0,0.5163265,28.0,218.0,2.0,629.0,2685.0,-310.0,1.0,0.0,292.0,2.0,233.0,0.0,-961.0,193.0,233.0,0.0,713.0,1.0,293.0,273.0,29.0,-729.0,1.0,339.0,-629.0,-0.0,-1.0,-596.0,-12.0,-1.0,-234.0,171.88733,57.295776,19423.268,57.295776,13407.212,114.59155,0.0
130,0.0,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.5,1.0,6.272877,0.6931472,6.7019606,6.3902407,3.1780539,198.0,311.0,982.0,269.0,1.0,49.0,184.0,8797.0,815.0,8489.0,183.0,779.0,311.0,799.0,597.0,714.0,530.0,1.0,1.0,964.0,25.0,9394.0,49.0,713.0,2.0,0.0,1.0,0.0,573948.0,0.0,0.0,873441.0,0.0,596.0,2.0,8487.0,0.0,407376.0,0.0,92220.0,2.0,46806.0,174.0,174.0,0.0,0.0,0.0,0.0,0.0,12720.0,0.62235653,1.0,0.99999994,1.0,0.99999994,23.0,218.0,0.0,629.0,7673.0,-150.0,1.0,0.0,529.0,0.0,-638.0,1.0,-961.0,-673.0,234.0,-1.0,713.0,0.0,530.0,269.0,24.0,-729.0,0.0,174.0,-629.0,-0.0,-0.0,-596.0,-48.0,-0.0,-234.0,57.295776,0.0,9969.465,0.0,13407.212,114.59155,1.0
131,0.7615942,0.7615942,0.0,0.7615942,0.5,0.7310586,0.7310586,1.0,4.477337,1.0986123,3.8501477,6.001415,3.3672957,368.0,549.0,987.0,275.0,1.0,37.0,604.0,7435.0,47.0,6890.0,604.0,1007.0,548.0,362.0,404.0,717.0,88.0,5.0,1.0,963.0,30.0,7794.0,37.0,713.0,2.0,0.0,4.0,0.0,389052.0,0.0,1.0,873441.0,88.0,404.0,3.0,6887.0,0.0,247932.0,4.0,29832.0,3.0,92886.0,1356.0,0.0,0.0,404.0,4.0,0.0,1.0,2552.0,0.63746226,1.0,0.0,1.0,0.09795918,29.0,-357.0,3.0,626.0,6840.0,-310.0,0.0,-4.0,87.0,0.0,-633.0,-1.0,-960.0,-857.0,49.0,-1.0,712.0,-1.0,87.0,273.0,28.0,-913.0,1.0,338.0,-629.0,-0.0,-1.0,-404.0,-36.0,-0.0,-50.0,229.1831,0.0,19423.268,57.295776,2864.7888,171.88733,0.0
132,0.0,0.7615942,0.0,0.9640276,0.5,0.7310586,0.5,0.99999964,6.272877,1.0986123,4.934474,6.3902407,3.295837,199.0,549.0,1107.0,395.0,1.0,15.0,605.0,3256.0,140.0,2711.0,603.0,1199.0,549.0,924.0,596.0,715.0,531.0,2.0,1.0,963.0,28.0,3615.0,16.0,713.0,3.0,603.0,2.0,0.0,573948.0,0.0,0.0,873441.0,530.0,596.0,0.0,2708.0,2.0,40620.0,2.0,91160.0,3.0,67768.0,344.0,0.0,1.0,596.0,2.0,0.0,0.0,14310.0,1.0,0.29276314,0.11994785,1.0,0.99999994,27.0,-457.0,1.0,195.0,2569.0,-145.0,2.0,-5.0,530.0,-3.0,-513.0,0.0,-960.0,-726.0,181.0,0.0,713.0,-1.0,530.0,393.0,26.0,-782.0,-1.0,172.0,-199.0,-1.0,-0.0,-596.0,-15.0,-0.0,-181.0,114.59155,0.0,9854.873,0.0,10370.535,171.88733,1.0
