,(duration_negative/age),(((job_kterm-purpose)*checking_status_'<0')+(duration+num_dependents)),(((personal_status_kterm+housing_own)-(savings_status_kterm+own_telephone_yes))+(checking_status_kterm_mmnorm*employment_'>=7')),(((savings_status_kterm*checking_status_'no checking')-job_kterm_mmnorm)+((job_kterm-purpose)/checking_status_kterm)),(((savings_status_'<100'*job_skilled)-(credit_amount*other_parties_none))+((credit_amount+other_parties_kterm)*(credit_history_kterm-job_skilled))),(((employment_kterm*property_magnitude_car)+(credit_history_kterm-job_skilled))+((credit_amount+personal_status_kterm)/other_parties_kterm)),(((duration+job_skilled)*(installment_commitment*savings_status_'<100'))+((checking_status_kterm*employment_kterm)*checking_status_'<0')),((existing_credits_tanh-checking_status_'<0'_degree)+(duration_negative/age)),(((savings_status_kterm+own_telephone_yes)-(age-other_payment_plans_none))+((age-employment_kterm)+duration)),(checking_status_'no checking'_negative_exp+((checking_status_kterm-savings_status_'<100')*other_payment_plans_kterm)),(((installment_commitment-purpose)/own_telephone_kterm)+(checking_status_kterm+savings_status_'<100')),(((existing_credits+foreign_worker_yes)-(residence_since-foreign_worker_kterm))*(duration_sigmoid/checking_status_kterm)),(((residence_since*housing_own)-duration)*(credit_amount+residence_since)_zscore),(((duration+job_skilled)+(own_telephone_kterm*foreign_worker_kterm))*(duration+num_dependents)),(((duration+num_dependents)-own_telephone_yes)*((checking_status_kterm*employment_kterm)+job_kterm_mmnorm)),((checking_status_'<0'_degree-age)*((checking_status_kterm-savings_status_'<100')*other_payment_plans_kterm)),(((housing_kterm+property_magnitude_'real estate')-credit_history_'critical/other existing credit')*((age+other_parties_none)*purpose)),(((personal_status_kterm+credit_history_'existing paid')-(duration*credit_amount))*(residence_since_ln*purpose_kterm_degree)),(((credit_amount+personal_status_kterm)+employment_kterm)*(checking_status_kterm+savings_status_'<100')_zscore),(((savings_status_kterm+own_telephone_yes)-(age-other_payment_plans_none))*((duration+num_dependents)-own_telephone_yes)),(((age*credit_history_kterm)+(checking_status_kterm-other_parties_kterm))*((credit_amount+personal_status_kterm)/other_parties_kterm)),((credit_amount+other_parties_kterm)*(credit_history_kterm-job_skilled))_degree,((existing_credits_tanh+credit_amount)/duration),(((residence_since*housing_own)-duration)/(duration*credit_amount)),((credit_history_kterm_mmnorm*(installment_commitment-purpose))/(other_payment_plans_kterm_ln/(credit_amount+other_parties_kterm))),((credit_history_kterm_mmnorm*(installment_commitment-purpose))/((installment_commitment+checking_status_'<0')*(age-employment_kterm))),(((credit_amount*other_parties_none)+(job_kterm-purpose))-(own_telephone_kterm_ln*(credit_history_kterm+checking_status_'no checking'))),(((credit_amount+other_parties_kterm)*(credit_history_kterm-job_skilled))-(employment_kterm*property_magnitude_car)),(((duration+job_skilled)*checking_status_'no checking')-duration_sigmoid),(((residence_since*housing_own)+(checking_status_'<0'*other_parties_none))-(credit_history_kterm*employment_kterm)),(((savings_status_kterm*checking_status_'no checking')-job_kterm_mmnorm)-(installment_commitment-purpose))
234,-0.0952381,6.0,-54.0,603.1971,716599.0,295.30652000000003,8.0,0.8998166999999999,434.0,319902.38,394.9916,2.4076784,1.8385863000000002,3443712.0,411337.75,-13435884.0,214613.0,-0.0,2310.4407,3372.0,27200.612999999998,41146560.0,386.24875,-0.00048575127999999994,-944.1388,0.00977891,-141.73071000000002,718143.0,3.0179862999999996,-50981.0,607.7072
235,-0.8,167.0,-54.0,0.30736172,1445077.0,594.61414,17084.0,-57.334182999999996,565.0,12832.0,274.99496,3.5145986000000002,11.299621,14923272.0,441693.38,350232.1,154721.0,-480418780.0,-911.5227,14898.0,39909.652,82901256.0,75.99006999999999,-0.00050283415,-2127.1910000000003,0.018749999,-1422.8276,1446838.0,-1.0,-32857.0,2.7927632
236,-0.26086956,7.0,365.0,0.078066915,8180305.0,546.6516,0.0,0.5007246,129.0,218967.0,269.0,3.571074,-15.996410000000001,2723406.0,100068.0,-5036218.0,17112.0,-806470660.0,-6738.7617,972.0,192359.27,469530880.0,2425.9602,-4.5803274e-05,0.0,-0.0,11395.25,8194860.0,-0.9975274,-32858.0,0.0
237,-0.3442623,22.0,-52.377644000000004,0.43957886,1944453.0,786.10583,0.0,0.6197653000000001,-129.0,37392.0,269.00167999999996,3.5836432,3.7595956,12627318.0,1497260.4,-2280851.0,33294.0,-223648980.0,-1364.1937,924.0,98430.39,111567480.0,131.80782,-0.00036140223,744.5575,-0.0013020833,-422.82764000000003,1946967.0,-1.0,-134090.0,-1.2927631000000002
238,-0.34285715,13.0,-292.0,603.5812400000001,640526.0,293.76517,52.0,0.6211704,277.0,319902.38,394.99496,2.4466853,7.021808,7461493.0,1736371.0,-11196570.0,179424.0,-168824350.0,1978.0472,7397.0,17196.188000000002,36773348.0,107.66366599999999,-0.00064549444,-508.0091,0.0012738317999999998,35.269287,641816.0,12.000005999999999,-99325.0,605.0
239,-0.7692308000000001,655.0,-53.362536999999996,1.2737226000000001,1361647.0,588.03845,69353.0,-57.303413,381.0,222223.0,274.98992999999996,3.5109489999999997,7.168812299999999,18367328.0,2218336.0,4065724.0,194649.0,-1323819000.0,-1244.9609,18080.0,1233431.5,78016570.0,84.09205,-0.00035685964,-2304.4001,0.01401869,-2763.8276,1361646.0,-1.0,-134087.0,5.0
240,-0.82758623,654.0,128.63747,1.2956204,962923.0,783.3506,69322.0,-57.36176999999999,-46.0,38087.0,274.00504,3.5145986000000002,18.3799,14349325.0,1733075.0,1077673.0,21390.0,-201187860.0,-570.9049,3850.0,19903.887,55223850.0,38.156734,-0.0010018215,1107.7168,-0.0026785713,-1842.8276,963585.0,-1.0,-134087.0,-4.0
241,-0.11764706,8.0,-54.0,603.5812400000001,1321964.0,531.3627299999999,21.0,0.6439471,436.0,319902.38,394.9933,2.4381192000000005,2.3777251,4591640.0,548456.0,-16315002.0,259532.0,-100313816.0,2362.4410000000003,4424.0,62652.625,75834280.0,265.96027000000004,-0.00041797282999999995,-1493.2943,0.010840108000000001,-1175.2178,1323558.0,6.0024724,-92218.0,606.0
242,-2.0,678.0,-54.362536999999996,1.2919707,210364.0,44.681366,69469.0,-58.33175,399.0,222223.0,275.00167999999996,3.5109489999999997,-22.710720000000002,28699850.0,3466150.0,7399054.0,5400.0,-1803882000.0,-2025.3563,29000.0,1857.807,12316758.0,95.95758000000001,-0.00021715526,0.0,-0.0,4977.3906,214968.0,-1.0,-10119.0,-2.0
243,-0.44444445,13.0,-292.0,603.5914,609680.0,293.6483,39.0,0.5195831,277.0,319902.38,395.0,2.4466853,7.397514,7461493.0,1736371.0,-8637354.0,59892.0,-53585456.0,1869.9684,7501.0,12194.058,34999930.0,98.83033,-0.0007032348700000001,0.0,-0.0,-66.73071,610864.0,12.000005999999999,-99325.0,602.0
244,-0.34285715,14.0,248.0,63.192009999999996,209899.0,53.142227,0.0,0.41873702,-263.0,320716.38,393.9916,2.4416094,-0.56110334,8035440.0,1869928.1,-11225060.0,231336.0,-23257610.0,4128.7397,406.0,4978.957,12223825.0,287.31345,-0.0002175805,-59.6627,7.552361e-05,3318.488,213346.0,11.000005999999999,-16608.0,67.70724
245,-0.96,25.0,-55.0,603.5914,1144028.0,530.99115,100.0,-0.1984058,455.0,319902.38,395.00247,2.4467006000000002,16.427332,9726925.0,1645368.0,-7997550.0,55692.0,-0.0,2018.8317,13920.0,25361.656000000003,65619990.0,52.4484,-0.0007617911999999999,323.0398,-0.0016778522,-1301.7512,1145285.0,24.0,-92219.0,601.0
246,-0.23076923,13.0,-53.0,603.5812400000001,473492.0,293.3947,52.0,0.76428556,363.0,319902.38,394.99496,2.4441473,7.239361,7461493.0,1295879.0,-16634904.0,264523.0,-179165970.0,1547.771,7176.0,20534.283,27170116.0,59.832919999999994,-0.0009298001,-375.3443,0.0019265914000000002,-538.7307,474208.0,12.000005999999999,-74125.0,605.0
247,-0.17142858,7.0,445.0,103.59644,81125.0,40.931644,0.0,0.5901656,-230.0,54766.367,394.00504,0.09367643,4.400229,154413.0,934969.0,-1916810.0,6444.0,-0.0,2107.7136,476.0,1713.3672,4717104.0,200.7936,-0.00083056476,0.0,-0.0,1571.0001,82329.0,6.0024724,-13560.0,99.0
248,-0.9230769,25.0,-54.0,8.920635,1496204.0,531.72656,50.0,-0.16148275,289.0,50469.0,63.994965,15.285715,10.504258,14349325.0,533950.0,-1312168.0,96390.0,-328153400.0,-7947.3486,14450.0,35270.92,85836410.0,80.24006999999999,-0.00047619047,-1267.6887,0.0047923317,-836.8276400000001,1498128.0,-1.0,-179668.0,2.0
249,-0.8181818000000001,19.0,-293.0,603.5812400000001,250747.0,547.12195,57.0,-0.056587636,560.0,319902.38,394.9933,2.4390862,18.100456,10905373.0,464151.0,-7037844.0,27720.0,-166422420.0,820.7876,11058.0,217699.02,14366687.0,24.097866,-0.0023094688,-282.90225,0.03333333,-2770.2178,250746.0,18.0,-32860.0,606.0
250,-0.15384616,206.0,262.0,0.43351419999999996,460223.0,294.07608,47676.0,-56.485595999999994,-118.0,223037.0,274.00494,3.5022678,1.845993,2723406.0,286057.75,4080616.8,28520.0,-68509256.0,-444.20883,66.0,11615.153,26406994.0,111.160675,-0.0005005005,242.37134,-0.0019123203,-893.41455,460889.0,-0.9975274,-50977.0,-2.2927632
251,-0.26086956,13.0,-292.0,2.802475,1671489.0,871.8236,12.0,0.5007246,277.0,50469.0,63.99329,15.285620000000002,3.6191907,7461480.0,277644.8,-2321528.0,167555.0,-191934990.0,-8196.056999999999,7254.0,66456.12,95898230.0,187.64678999999998,-0.00037020585,-1884.8214,0.013651877,-940.8276400000001,1673401.0,-0.9999938,-179668.0,3.7072367999999996
252,-1.25,31.0,-292.0,1.33829,1164859.0,576.3077,124.0,-0.48840582,294.0,37253.0,270.00504,3.5799255,11.136088,17793348.0,2826952.0,-894048.0,17112.0,-596519360.0,-1211.2502,17949.0,612019.6,66741444.0,71.69205,-0.00043410852,1338.7444,-0.0023809522,-2757.8276,1164858.0,-1.0,-179668.0,-4.0
253,-0.6857143,25.0,446.0,103.58629599999999,435895.0,92.18082,0.0,0.27831328,-211.0,320716.38,393.99496,2.4441624,-6.549272,14349325.0,3339175.0,-11225060.0,128340.0,-1128792400.0,5078.269,1725.0,13299.153999999999,25212778.0,172.99849,-0.00021079257999999997,-221.79071000000002,0.00048335120000000004,4207.2686,440046.0,24.0,-29829.0,105.0
254,-0.375,10.0,365.0,1.32342,1551643.0,705.84235,0.0,0.38659418,20.0,218967.0,268.99258,3.5832010000000003,3.5248367999999997,3890620.0,421263.0,-5255184.0,89125.0,-0.0,-1222.8864,1449.0,34341.12,89018904.0,225.64018,-0.00043787629999999996,-1314.6897,0.009999999,-525.7497599999999,1553499.0,-0.9998766,-92219.0,2.0
255,-2.2222223,61.0,366.0,0.424709,725182.0,96.7828,0.0,-1.4606282,-95.0,218967.0,268.98992999999996,3.5836432,-86.67775999999999,35014490.0,5562668.5,-5912082.0,139944.0,-0.0,-3690.4329,9577.0,15264.508,41974884.0,123.64603000000001,-0.00013256044,-730.0939999999999,0.0018838304,7048.6587,732600.0,-1.0,-29831.0,5.707237
256,-0.6857143,25.0,-54.0,603.1971,1049479.0,296.5634,96.0,0.27831328,289.0,319902.38,394.99496,2.4467006000000002,4.5858307,14349300.0,3339157.5,-11196570.0,179676.0,-710214300.0,3641.0342,14225.0,34714.6,60284496.0,111.87350500000001,-0.00034153004999999995,-829.9639,0.0012738317999999998,998.2693,1052163.0,23.0,-99325.0,605.7072
257,-0.41379312,636.0,-553.0,1.2737226000000001,144540.0,50.424477,92938.0,-56.947975,277.0,222223.0,274.99496,3.5182263999999996,4.781116,7461493.0,1207531.0,6287944.0,22680.0,-0.0,-950.86096,7475.0,1910.4874,8404603.0,179.14678999999998,-0.00046533269999999996,-25.125751,3.5549696e-05,2458.8782,146688.0,-0.9999938,-16610.0,2.0
258,-0.65217394,16.0,207.0,103.59391,2492539.0,705.5447,0.0,0.10942024,-52.0,320716.38,393.99753,2.4390852,-2.1127656000000004,6225088.0,1016535.0,-7376468.0,34224.0,-465254820.0,4328.3223,1230.0,53067.914000000004,143030370.0,254.1841,-0.00019237494999999998,-704.12225,0.006711409000000001,1253.2488,2496179.0,15.0,-91156.0,103.0
259,-0.19298245,12.0,208.0,103.19708,602719.0,294.6141,0.0,0.80207235,53.0,320716.38,393.99496,2.4441216,5.2502112,6887508.0,293139.5,-18280812.0,289478.0,-275421000.0,1538.1975,564.0,26129.254,34599372.0,104.99954,-0.0005514416,-476.3452,0.07744898,-531.7307,603873.0,10.000017,-18162.0,105.70723999999998
260,-0.44444445,638.0,-54.0,1.2810218,1354700.0,531.4311,92912.0,-56.978626,277.0,222223.0,274.99496,3.5145767,5.7245607000000005,7461493.0,1207531.0,6732388.0,99960.0,-138985920.0,-953.1088,7501.0,33250.04,77713470.0,138.1468,-0.0005029169,-1147.7238,0.003205128,-1104.8276,1356356.0,-0.9999938,-179667.0,2.0
261,-0.43636364,648.0,-291.36255,1.2737226000000001,1326188.0,784.1091299999999,69422.0,-56.970546999999996,375.0,222223.0,274.99496,3.5072992,11.817738,14349325.0,1733075.0,510172.03,279496.0,-848703170.0,-811.4913,13725.0,60146.664000000004,76076760.0,66.8234,-0.0005198586,-1123.5516,0.0030303027,-1160.8276,1327537.0,-1.0,-134085.0,2.0
262,-0.5,166.0,-55.362536999999996,0.3292595,1813935.0,299.44982999999996,69358.0,-56.80072,370.0,222223.0,275.00247,3.5145986000000002,-12.963316,7392330.0,1247799.8,4732390.0,3959.0,-1763620900.0,-2286.487,10242.0,63950.113,104234600.0,294.61084,-0.00018860807,478.34827,-0.0007931282000000001,3690.5854,1819237.0,-1.0,-74128.0,-1.2072368999999998
263,-0.21052632,13.0,-292.0,603.20465,1068167.0,296.37155,24.0,0.7845285,362.0,54627.367,394.99664,2.4441473,2.2206460999999997,7461480.0,1295869.8,-3113739.0,24824.0,-129731080.0,3375.9353,7098.0,54578.727,61358908.0,229.08292999999998,-0.00036390102,-764.89343,0.0026343188,1065.2693,1070915.0,11.000005999999999,-74129.0,604.7072
264,-0.3125,12.0,-53.0,603.2123,625203.0,294.96143,30.0,0.6515276,361.0,319902.38,395.00336,0.08882845,4.33643,264744.0,1196187.5,-10236864.0,23529.0,-218612560.0,2071.8516,6864.0,17383.988,35892024.0,123.196396,-0.0004874086,329.4278,-0.0015575460000000001,-448.7307,626434.0,9.000046000000001,-74125.0,600.7072
265,-0.4054054,17.0,-53.377644,1.3159851999999999,903260.0,783.4884,64.0,0.35618877,366.0,218153.0,269.99496,3.5762067,10.501766,9757388.0,1156986.0,-8071624.0,189658.0,-202350740.0,-693.68854,9639.0,28238.367000000002,51798876.0,53.51744,-0.0009975061999999999,-765.0,0.003472222,-1961.8276,903808.0,-0.99999964,-134087.0,2.0
266,-1.0,37.0,367.0,183.59136999999998,2099308.0,299.55457,0.0,-0.035972416,-33.0,320716.38,394.00167999999996,2.4416244,-34.410637,21237444.0,3688271.0,-11545776.0,79143.0,-1744289400.0,7161.791,5476.0,75810.164,120642670.0,175.13788,-0.00014100395,555.54346,-0.0005948462000000001,5052.2695,2105612.0,36.0,-74125.0,181.0
267,-0.6315789,25.0,-293.0,603.5812400000001,1289228.0,703.0319999999999,100.0,0.13001525,456.0,18471.367,394.99258,2.4416244,12.937094,9726925.0,1626456.0,-701898.0,194649.0,-642971650.0,2054.518,13584.0,39881.547,73955096.0,63.906734,-0.00057077623,-1901.2256,0.005597014399999999,-1030.7512,1290588.0,24.0,-91157.0,605.0
268,-0.31111112,162.0,-552.36255,0.3292595,5230072.0,539.9537,69336.0,-56.84529499999999,366.0,222223.0,275.0,0.12408749,-20.231033,224430.0,970510.94,2732392.0,32798.0,-2335206700.0,-3477.1238,7840.0,231094.9,300175420.0,641.34015,-7.9559555e-05,0.0,-0.0,5944.25,5239050.0,-0.99999917,-134085.0,-0.20723684
269,-0.96,25.0,367.0,183.58122,1007275.0,783.7056,0.0,0.004027605,-45.0,320716.38,393.99496,2.4467006000000002,17.724897,14349325.0,2492075.0,-8017900.0,129766.0,-260509020.0,1814.3876,3975.0,21724.52,57769840.0,41.66517,-0.0009175842,-853.1831,0.0032894735,-1771.2178,1008021.0,24.0,-134088.0,185.0
270,-0.5625,19.0,366.0,183.59645,1885339.0,532.5391,0.0,0.19909418,28.0,320716.38,394.00504,0.08883248,3.2383509,419349.0,1302583.0,-10262912.0,23529.0,-697684100.0,3411.0486,2888.0,58208.234000000004,108174480.0,147.9312,-0.00031304784,1597.5922,-0.005281689599999999,-102.21777,1888001.0,18.0,-92217.0,179.0
271,-0.3243243,13.0,246.0,63.586296,672826.0,467.88754000000006,0.0,0.43726987,-97.0,320716.38,393.99506,2.4390712000000003,7.94555,5057845.0,822684.0,-11866492.0,33820.0,-237415410.0,1901.075,336.0,19494.527,38630416.0,116.8968,-0.0007132667999999999,-355.77585,0.0025125376000000002,262.5841,674054.0,12.000005999999999,-50982.0,64.0
272,-1.3333334,49.0,364.0,0.33923155,598290.0,359.17075,0.0,-0.5717392,171.0,218967.0,269.00742,3.5724907,-151.39772,19065900.0,800553.94,-7882776.0,3888.0,-10846320000.0,-5678.512,7152.0,617860.1,34279492.0,253.5367,-8.217602e-05,100.3879,-0.0005298272,-147.06933999999998,598290.0,-1.0,-3038.0,-3.2072368
273,-1.7142857,49.0,-54.0,1.3159851999999999,2095484.0,532.97797,196.0,-0.75025815,478.0,218153.0,269.99496,3.5762080000000003,3.2766256,28125852.0,2293543.0,-6108256.0,144942.0,-3254411300.0,-1636.6376,28224.0,56494.835999999996,120237650.0,63.770084,-0.00029956427000000005,-1775.7489,0.005136986,296.17236,2098543.0,-1.0,-92216.0,2.0
274,-0.88235295,223.0,-553.0,0.40796676,6827652.0,543.2833,47158.0,-57.416540000000005,463.0,222223.0,274.98267000000004,3.5182480000000003,-89.680954,12061542.0,1413848.8,5176834.0,199640.0,-0.0,-4578.219,17130.0,230957.64,391883070.0,399.9587,-8.0568985e-05,-13478.891000000001,0.025362317000000002,9009.25,6839650.0,-1.0,-91158.0,6.707236999999999
275,-0.28125,11.0,-54.0,603.5812400000001,1903820.0,532.57776,10.0,0.48034418,274.0,319902.38,394.98992999999996,2.4438607999999995,1.4268739,6313538.0,1469237.0,-10236864.0,164934.0,-263811660.0,3654.2893,6292.0,58842.905999999995,109235310.0,299.75128,-0.00028838628,-3226.5183,0.019543972,-73.21777,1906516.0,9.000123,-179668.0,608.0
276,-0.6923077,19.0,-292.0,603.5812400000001,964409.0,633.9923,38.0,0.27171987,283.0,319902.38,394.9916,2.4467006000000002,4.9230375,10905373.0,2537773.0,-8317452.0,134568.0,-477738880.0,3112.8752,10982.0,21260.164,55394244.0,133.60912,-0.00036975413,-1275.4155,0.0041240132,1148.2693,966473.0,18.0,-99325.0,607.0
277,-0.24489796,208.0,-132.36253,0.41891566,1148308.0,531.4465299999999,69322.0,-56.77908299999999,-56.0,223037.0,273.99258,3.5072775000000003,5.6940055,5057832.0,831867.5,1850256.8,178250.0,-216986240.0,-604.5103,1632.0,36650.656,65865504.0,105.23013,-0.0005282619999999999,-970.90985,0.0049019605,-1723.7498,1149570.0,-0.9999938,-134085.0,2.7072368
278,-0.1875,7.0,-292.0,603.5863,2914412.0,534.4256,7.0,0.5740941999999999,438.0,319902.38,394.9933,2.4330554,-0.9505333,4017685.0,474383.0,-10236864.0,117645.0,-393272300.0,5192.884,4004.0,89234.49,167247630.0,768.62695,-7.2290895e-05,-3293.3643,0.028571427000000003,1842.7822,2919022.0,6.0024724,-91156.0,606.0
279,-0.82758623,25.0,444.0,103.15063,1486339.0,871.7001300000001,0.0,-0.06599206,-210.0,320716.38,393.99258,2.4390862,11.646336,9726900.0,3205589.0,-9300764.0,37590.0,-1002471000.0,2810.2847,1824.0,40115.54,85269864.0,79.24006999999999,-0.0005260389299999999,-1256.9456,0.0024193546,-1144.7512,1487901.0,23.0,-179670.0,105.79276000000002
280,-0.65217394,16.0,500.0,48.59391,1244932.0,296.31754,0.0,0.31185365,-188.0,320716.38,394.00247,2.4416234,-0.52047825,6225088.0,1495245.0,-7376468.0,8544.0,-408829300.0,4202.323,405.0,26880.943,71522320.0,224.59761,-0.00029691213,329.35074,-0.00074829924,2231.584,1248300.0,15.0,-74129.0,46.0
281,-0.24,13.0,-54.0,603.5863,1310876.0,531.3396,52.0,0.52159417,277.0,319902.38,394.99832000000004,2.4441473,6.0187445,7461493.0,1736371.0,-15995100.0,182070.0,-131826370.0,2509.2651,7202.0,60798.69,75197784.0,131.23013,-0.0005294367,-370.19016,0.0008650519,-1194.2178,1312449.0,12.000005999999999,-179668.0,603.0
282,-0.36734694,19.0,366.0,2.7707287999999997,113803.0,225.19736,0.0,0.39424723,27.0,8758.0,62.994965,15.253969,9.056436999999999,10905354.0,208283.56,-429093.0,249550.0,-566276540.0,-6149.611,2546.0,3421.28,6603223.5,80.32009000000001,-0.0005382545,-26.264193,0.000110204055,1324.8782,115074.0,-1.0,-8522.0,2.7072368
283,-0.23809524,16.0,367.0,183.58629,707164.0,294.28002999999995,0.0,0.52349895,-54.0,320716.38,393.99832000000004,2.4390852,6.823359,9183424.0,1594928.0,-20205108.0,227840.0,-319908400.0,2339.552,1936.0,40917.67,40604600.0,101.38410999999999,-0.00048245615,-186.97878,0.00067937694,266.2693,708684.0,15.0,-74125.0,183.0
284,-0.6486486,25.0,-53.0,1.33829,1393342.0,468.33075,0.0,0.11294556,-43.0,218967.0,269.00742,3.5799255,-4.7245817,9726925.0,1110456.0,-8101742.0,27056.0,-864469300.0,-1821.8875,1632.0,44186.754,80054810.0,161.61507,-0.00023637615000000003,1105.9252,-0.0028684805,2748.5854,1397048.0,-1.0,-50394.0,-4.0
285,-1.3428571000000002,247.0,-293.0,0.43351419999999996,6152648.0,542.16315,47175.0,-57.87704,480.0,222223.0,275.0,3.5182480000000003,-121.44837,18676752.0,2215029.8,4954612.0,25704.0,-0.0,-4197.575,26790.0,217927.61,353135070.0,228.14386000000002,-9.128179e-05,0.0,-0.0,7740.25,6163370.0,-1.0,-91158.0,-0.29276314
286,-1.8461539,678.0,-54.0,1.2919707,3007868.0,534.8831,47872.0,-58.380337,478.0,222223.0,275.00336,3.5109489999999997,-24.194159,28699850.0,2383850.0,6954610.0,38502.0,-1486486500.0,-2064.3198,28900.0,77345.52,172612400.0,99.76586999999999,-0.00019580200000000002,1699.5026,-0.0027027025,2029.1724,3012655.0,-1.0,-92216.0,-3.0
287,-1.5483870000000002,49.0,444.0,0.3206442,739450.0,96.963615,0.0,-0.7867929,91.0,218967.0,268.9901,3.5724907,-73.35868,19065900.0,800553.94,-6787946.0,20736.0,-346361730.0,-3640.22,3552.0,18733.959,42801780.0,157.9742,-0.00013189133,-496.31777999999997,0.006319946999999999,7195.8755,747032.0,-1.0,-5456.0,3.7927632000000004
288,-0.24489796,13.0,-293.0,1.3159851999999999,605177.0,555.96155,52.0,0.7191295999999999,278.0,218153.0,269.99258,3.576186,6.176043,5057845.0,1094304.0,-10689448.0,244902.0,-284517200.0,-753.4071700000001,6672.0,706041.8,34674028.0,91.08033,-0.0006105006299999999,-512.0889,0.0025862067,-2557.7498,605176.0,-0.9999938,-179666.0,2.0
289,-0.5,648.0,-510.0,1.2737226000000001,166974.0,88.23043,47228.0,-57.034183999999996,455.0,12832.0,274.99496,3.5072992,15.922145,14349325.0,1178225.0,119274.11,244902.0,-544525760.0,-482.54883,13875.0,4418.474,9625519.0,42.6984,-0.00081380206,-147.3911,0.0004739960400000001,1084.6588,167997.0,-1.0,-15131.0,2.0
290,-0.46153846,13.0,-511.0,603.5914,1047932.0,530.2878,26.0,0.30005570000000004,278.0,319902.38,394.99753,0.09136999400000001,7.7838525999999995,194493.0,1602804.0,-8317452.0,57834.0,-49382600.0,1536.5552,6948.0,17084.736,60103670.0,89.73013,-0.00077447336,-295.88354,0.001597444,-1483.7512,1049007.0,12.000005999999999,-179668.0,603.0
291,-1.2857143,37.0,-512.0,0.33551413,5452252.0,712.4631,36.0,-0.5241201,469.0,218153.0,269.99753,3.5724907,-78.19084000000001,14396256.0,1665655.5,-6108256.0,10382.0,-2767157200.0,-4181.1720000000005,20772.0,148596.45,312929470.0,261.07672,-0.00010640562,-1537.6096,0.006944444,6363.25,5461478.0,-1.0,-91160.0,0.7927632
292,-0.54545456,172.0,-293.36255,0.32560986,2140099.0,300.41898,69370.0,-56.877205000000004,376.0,222223.0,275.0,3.5109489999999997,-26.78623,10115976.0,1733055.2,2954614.0,9630.0,-1257821800.0,-2615.8042,14025.0,90949.07,122986420.0,267.4985,-0.00015578751,0.0,-0.0,4806.5854,2146518.0,-1.0,-74128.0,-0.20723684
293,-0.75,43.0,-55.0,8.968254,1660481.0,297.89194,172.0,0.011594176000000001,393.0,50469.0,64.00336,15.253969,-22.71519,24681612.0,685420.0,-2826208.0,12198.0,-1643465600.0,-15818.39,23564.0,91702.336,95413280.0,114.20861000000001,-0.00020850709,878.73096,-0.0013104733,3551.6594,1665276.0,-1.0,-74129.0,-3.0
294,-1.0434783,50.0,-131.0,183.1608,2493419.0,554.4664,0.0,-0.07945067,-22.0,54766.367,394.00167999999996,2.4467006000000002,-71.03576,28699800.0,4984110.5,-2519236.0,100392.0,-1410487800.0,7995.4014,6850.0,109766.516,143299490.0,158.95758,-0.00012561716999999999,893.17786,-0.0006235826999999999,5895.2695,2500795.0,47.0,-74127.0,181.79277
295,-1.8461539,49.0,-293.0,1.32342,5738684.0,712.3230599999999,49.0,-1.0845597,481.0,218153.0,269.9901,3.5799255,-109.04088,19065948.0,2220912.0,-5671952.0,96255.0,-3434350300.0,-4518.7124,27792.0,148807.42,329372960.0,207.51587,-9.621821e-05,-6485.863,0.027397257999999997,7404.25,5748471.0,-1.0,-91158.0,3.0
296,-0.6,13.0,127.0,183.5939,2948203.0,706.49615,0.0,0.16159415,24.0,320716.38,393.99832000000004,2.4390712000000003,-5.9754086,7461493.0,880997.0,-6414320.0,7518.0,-456419170.0,5198.22,2132.0,55439.574,169187440.0,389.64682,-0.00021390373999999999,-832.8905599999999,0.006578947,1909.7822,2952706.0,12.000005999999999,-91160.0,183.0
297,-0.22222222,11.0,367.0,183.21231,703840.0,574.7561,0.0,0.53937197,-59.0,320716.38,394.00504,0.09136641,5.628788500000001,242682.0,1096505.1,-14432220.0,32085.0,-114501160.0,2104.6897,1529.0,1083231.8,40327060.0,128.77615,-0.0006216006,594.4529,-0.0036057690000000004,-3194.2178,703840.0,9.000046000000001,-134088.0,179.70723
298,-0.41860464,19.0,-55.0,603.5863,1807724.0,532.3771,57.0,0.34298953,284.0,319902.38,394.99506,2.4390862,3.7469349999999997,7392349.0,2404206.0,-13755786.0,157080.0,-642936600.0,3468.72,10116.0,75230.93,103718990.0,139.76453,-0.00030925558999999995,-1021.1936599999999,0.002252252,-46.75122,1810238.0,18.0,-179666.0,604.0
299,-0.65625,22.0,500.0,1.32342,1063639.0,469.63065,0.0,0.30777758,-103.0,218967.0,268.99506,3.5836432,3.549695,8559628.0,982947.0,-7006912.0,117480.0,-410430800.0,-1540.6058,378.0,31724.625,61099300.0,130.7602,-0.00032960362,-562.7083,0.0024240679999999997,1611.5854,1066210.0,-1.0,-50980.0,1.0
300,-0.11111111,7.0,-293.0,603.0533,836198.0,531.0827,6.0,0.6504831,549.0,319902.38,395.0,2.4330554,1.8417398,2723406.0,146568.0,-17274708.0,39270.0,-69159780.0,1064.4749,3306.0,30431.174,47949116.0,112.12693,-0.0004960318,0.0,-0.0,-2493.7512,836870.0,5.0024724,-32856.0,603.0
