,atemp_tanh,workingday_tanh,casual_tanh,registered_tanh,weather_sigmoid,humidity_sigmoid,casual_sigmoid,temp_ln,season_ln,(weather/atemp),(workingday/atemp),(season/atemp),windspeed_sin,registered_sin,workingday_sin,workingday_adde,weather_adde,registered_adde,(casual+datetime),(casual+registered),(workingday+temp),(workingday+atemp),(temp+datetime),humidity_mmnorm,weather_mmnorm,registered_mmnorm,workingday_zscore,registered_zscore,atemp_zscore,windspeed_zscore,count
1162,1.0,0.7615942,0.9950548,0.9950548,0.880797,1.0,0.95257413,3.097386,0.6931472,0.07763975,0.038819876,0.07763975,0.6492998,0.14112,0.841471,3.7182817,4.7182817,5.7182817,7558.0,6.0,23.14,26.76,7577.14,0.77,0.33333334,0.0033860046,0.6859943,-1.009801,0.2448541,0.27070683,6.0
1163,1.0,0.7615942,1.0,1.0,0.880797,1.0,0.9999833,2.3664985,0.0,0.1552795,0.07763975,0.07763975,0.9127412,0.8167426,0.841471,3.7182817,4.7182817,111.718285,6450.0,120.0,11.66,13.88,6449.66,0.55,0.33333334,0.123024836,0.6859943,-0.3097803,-1.2772998,0.88139695,120.0
1164,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.168845,0.6931472,0.03666361,0.0,0.07332722,-0.27634147,0.8859248,0.0,2.7182817,3.7182817,136.71828,7568.0,176.0,23.78,27.275,7549.78,0.56,0.0,0.15124154,-1.4577379,-0.14468108,0.4238962,-0.828699,176.0
1165,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.2355363,1.3862944,0.033846673,0.033846673,0.13538669,0.6492998,-0.8555044,0.841471,3.7182817,3.7182817,290.7183,10051.0,375.0,26.42,30.545,9989.42,0.72999996,0.0,0.32505643,0.6859943,0.8723302,0.69216406,0.27070683,375.0
1166,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,2.8925915,0.6931472,0.045516614,0.0,0.09103323,-0.999983,-0.6435381,0.0,2.7182817,3.7182817,39.71828,1748.0,56.0,18.04,21.97,1747.04,0.66999996,0.0,0.041760724,-1.4577379,-0.7852661,-0.20304689,-0.21800892,56.0
1167,0.99999946,0.0,0.99999994,1.0,0.880797,1.0,0.9998766,1.8809906,0.0,0.2640264,0.0,0.1320132,0.41835144,-0.99975514,0.0,2.7182817,4.7182817,57.71828,392.0,64.0,6.56,7.575,389.56,0.55,0.33333334,0.06207675,-1.4577379,-0.66639465,-1.904243,0.025939684,64.0
1168,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.2355363,1.3862944,0.03219575,0.0,0.128783,0.9999419,-0.49104783,0.0,2.7182817,3.7182817,213.71828,4572.0,377.0,25.42,31.06,4431.42,0.31,0.0,0.23814899,-1.4577379,0.36382455,0.87120616,2.469519,377.0
1169,1.0,0.0,0.7615942,0.9640276,0.7310586,1.0,0.7310586,2.104134,0.0,0.07763975,0.0,0.07763975,0.0,0.9092974,0.0,2.7182817,3.7182817,4.7182817,8.0,3.0,8.2,12.88,15.2,0.85999995,0.0,0.0022573364,-1.4577379,-1.016405,-1.2772998,-1.562182,3.0
1170,1.0,0.0,1.0,1.0,0.880797,1.0,0.9999999,2.8460715,0.0,0.09429515,0.0,0.047147576,0.9127412,0.123573124,0.0,2.7182817,4.7182817,49.71828,1011.0,63.0,17.22,21.21,1012.22,0.77,0.33333334,0.053047404,-1.4577379,-0.7192264,-0.29286346,0.88139695,63.0
1171,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.2027464,1.0986123,0.032997854,0.032997854,0.09899356,-0.27634147,0.16732597,0.841471,3.7182817,3.7182817,294.7183,9406.0,338.0,25.6,31.305,9384.6,0.64,0.0,0.32957113,0.6859943,0.898746,0.78198063,-0.828699,338.0
1172,1.0,0.7615942,0.99999976,1.0,0.880797,1.0,0.99966466,2.5741377,1.3862944,0.12001199,0.060005996,0.24002399,0.6581168,-0.995687,0.841471,3.7182817,4.7182817,126.718285,5253.0,132.0,14.12,17.665,5258.12,0.57,0.33333334,0.13995485,0.6859943,-0.21072076,-0.82998973,-0.7067247,132.0
1173,1.0,0.7615942,0.0,1.0,0.7310586,1.0,0.5,2.104134,1.3862944,0.07763975,0.07763975,0.310559,0.0,-0.7794661,0.841471,3.7182817,3.7182817,94.718285,5260.0,92.0,9.2,13.88,5268.2,0.79999995,0.0,0.103837475,0.6859943,-0.4220478,-1.2772998,-1.562182,92.0
1174,1.0,0.0,1.0,1.0,0.95257413,1.0,0.9999938,2.1994443,0.0,0.30456853,0.0,0.10152284,0.27157956,0.8859248,0.0,2.7182817,5.7182817,136.71828,6142.0,146.0,9.02,9.85,6139.02,0.75,0.6666666,0.15124154,-1.4577379,-0.14468108,-1.6353841,1.8588285,146.0
1175,1.0,0.7615942,0.99999994,1.0,0.880797,1.0,0.9998766,3.2027464,0.6931472,0.069468565,0.034734283,0.069468565,0.6581168,0.9333205,0.841471,3.7182817,4.7182817,154.71828,8142.0,161.0,25.6,29.79,8157.6,0.78,0.33333334,0.17155756,0.6859943,-0.025809633,0.60293853,-0.7067247,161.0
1176,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.356897,1.0986123,0.030698387,0.0,0.09209517,0.41384864,-0.24525198,0.0,2.7182817,3.7182817,96.718285,2926.0,113.0,28.7,32.575,2935.7,0.61,0.0,0.10609481,-1.4577379,-0.40883985,1.0502485,-0.46277606,113.0
1177,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,2.9370432,1.3862944,0.0440044,0.0440044,0.1760176,-0.999983,0.0088814525,0.841471,3.7182817,3.7182817,379.7183,10239.0,434.0,19.86,23.725,10200.86,0.38,0.0,0.4255079,0.6859943,1.4600835,-0.11382113,-0.21800892,434.0
1178,1.0,0.7615942,0.9993293,1.0,0.7310586,1.0,0.98201376,3.1337535,0.6931472,0.037714504,0.037714504,0.07542901,0.41384864,0.1498772,0.841471,3.7182817,3.7182817,21.71828,2623.0,23.0,23.96,27.515,2641.96,0.94,0.0,0.021444695,0.6859943,-0.90413755,0.33407962,-0.46277606,23.0
1179,1.0,0.0,1.0,1.0,0.7310586,1.0,0.9999999,3.3279095,1.0986123,0.031426776,0.0,0.094280325,0.0,0.99287266,0.0,2.7182817,3.7182817,60.71828,3452.0,74.0,27.88,31.82,3463.88,0.57,0.0,0.06546275,-1.4577379,-0.6465828,0.9610227,-1.562182,74.0
1180,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.385068,1.0986123,0.028694406,0.0,0.08608322,0.41835144,-0.55876404,0.0,2.7182817,3.7182817,303.7183,9203.0,374.0,29.52,34.85,9159.52,0.74,0.0,0.33972913,-1.4577379,0.95818174,1.3191069,0.025939684,374.0
1181,1.0,0.0,1.0,1.0,0.880797,1.0,1.0,3.2355363,0.6931472,0.06599571,0.0,0.06599571,-0.999983,0.8600694,0.0,2.7182817,4.7182817,91.718285,7591.0,131.0,25.42,30.305,7574.42,0.61,0.33333334,0.10045147,-1.4577379,-0.44185972,0.78198063,-0.21800892,131.0
1182,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.412467,1.0986123,0.028694406,0.0,0.08608322,0.6492998,0.91293293,0.0,2.7182817,3.7182817,337.7183,9292.0,500.0,30.34,34.85,9157.34,0.7,0.0,0.37810385,-1.4577379,1.1827167,1.3191069,0.27070683,500.0
1183,1.0,0.7615942,0.9950548,1.0,0.7310586,1.0,0.95257413,2.4406064,0.0,0.0660066,0.0660066,0.0660066,-0.27634147,0.5290827,0.841471,3.7182817,3.7182817,36.71828,597.0,37.0,12.48,16.15,605.48,0.81,0.0,0.03837472,0.6859943,-0.805078,-1.009032,-0.828699,37.0
1184,1.0,0.0,0.9640276,0.99999994,0.7310586,1.0,0.880797,2.9370432,1.3862944,0.0440044,0.0,0.1760176,0.0,0.41211846,0.0,2.7182817,3.7182817,11.718282,4276.0,11.0,18.86,22.725,4292.86,0.88,0.0,0.010158014,-1.4577379,-0.97017723,-0.11382113,-1.562182,11.0
1185,1.0,0.7615942,0.0,1.0,0.880797,1.0,0.5,2.104134,0.0,0.20304568,0.10152284,0.10152284,0.6492998,-0.008851309,0.841471,3.7182817,4.7182817,24.71828,397.0,22.0,9.2,10.85,405.2,0.85999995,0.33333334,0.0248307,0.6859943,-0.8843257,-1.6353841,0.27070683,22.0
1186,0.9999976,0.7615942,0.0,1.0,0.7310586,1.0,0.5,1.8809906,0.0,0.14662756,0.14662756,0.14662756,-0.011651149,0.43616477,0.841471,3.7182817,3.7182817,59.71828,274.0,57.0,7.56,7.82,280.56,0.55,0.0,0.06433409,0.6859943,-0.65318674,-1.9934685,1.1261642,57.0
1187,1.0,0.0,1.0,1.0,0.95257413,1.0,1.0,3.3279095,1.0986123,0.094280325,0.0,0.094280325,-0.90583307,0.6090679,0.0,2.7182817,5.7182817,210.71828,3599.0,358.0,27.88,31.82,3476.88,0.78999996,0.6666666,0.23476298,-1.4577379,0.34401265,0.9610227,1.3701127,358.0
1188,1.0,0.7615942,0.9999092,1.0,0.7310586,1.0,0.9933072,2.7972813,1.3862944,0.048887804,0.048887804,0.19555122,0.41384864,0.8775898,0.841471,3.7182817,3.7182817,179.71828,4559.0,182.0,17.4,21.455,4570.4,0.65999997,0.0,0.19977427,0.6859943,0.1392896,-0.382089,-0.46277606,182.0
1189,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.6301904,1.0986123,0.023571009,0.0,0.07071302,-0.9608175,-0.19344382,0.0,2.7182817,3.7182817,228.71828,8402.0,389.0,37.72,42.425,8276.72,0.35,0.0,0.255079,-1.4577379,0.46288407,2.2143178,0.5146555,389.0
1190,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.5857387,1.0986123,0.026939657,0.0,0.080818966,0.6492998,-0.35493836,0.0,2.7182817,3.7182817,194.71828,2936.0,398.0,36.08,37.12,2766.08,0.22,0.0,0.2167043,-1.4577379,0.23834914,1.5873748,0.27070683,398.0
1191,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,2.7972813,0.0,0.048887804,0.048887804,0.048887804,0.6492998,-0.57338184,0.841471,3.7182817,3.7182817,100.718285,6642.0,137.0,17.4,21.455,6619.4,0.5,0.0,0.11060949,0.6859943,-0.38242397,-0.382089,0.27070683,137.0
1192,1.0,0.7615942,0.9999877,0.99999833,0.7310586,1.0,0.9975274,3.3279095,0.6931472,0.031426776,0.031426776,0.06285355,-0.999983,0.6569866,0.841471,3.7182817,3.7182817,9.718282,2458.0,13.0,28.88,32.82,2479.88,0.69,0.0,0.007900678,0.6859943,-0.9833852,0.9610227,-0.21800892,13.0
1193,1.0,0.0,0.9999092,1.0,0.7310586,1.0,0.9933072,2.6919208,0.6931472,0.0550055,0.0,0.110011,-0.27634147,-0.91652155,0.0,2.7182817,3.7182817,44.71828,1669.0,47.0,14.76,18.18,1678.76,0.81,0.0,0.047404066,-1.4577379,-0.75224626,-0.65094763,-0.828699,47.0
1194,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.412467,0.6931472,0.030698387,0.0,0.061396774,0.9127412,0.2709348,0.0,2.7182817,3.7182817,329.7183,7211.0,375.0,30.34,32.575,7193.34,0.37,0.0,0.3690745,-1.4577379,1.129885,1.0502485,0.88139695,375.0
1195,1.0,0.0,0.9950548,1.0,0.880797,1.0,0.95257413,2.2864556,0.0,0.1885903,0.0,0.09429515,-0.011651149,0.1673557,0.0,2.7182817,4.7182817,65.718285,5469.0,66.0,9.84,10.605,5475.84,0.41,0.33333334,0.0711061,-1.4577379,-0.61356294,-1.5461586,1.1261642,66.0
1196,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.0204248,0.6931472,0.041254126,0.041254126,0.08250825,0.41835144,-0.6435612,0.841471,3.7182817,3.7182817,320.7183,6980.0,402.0,21.5,25.24,6916.5,0.31,0.0,0.3589165,0.6859943,1.0704492,0.065220974,0.025939684,402.0
1197,1.0,0.7615942,0.9999092,1.0,0.7310586,1.0,0.9933072,3.097386,0.0,0.038819876,0.038819876,0.038819876,0.6581168,0.5290827,0.841471,3.7182817,3.7182817,36.71828,6646.0,39.0,23.14,26.76,6663.14,0.59999996,0.0,0.03837472,0.6859943,-0.805078,0.2448541,-0.7067247,39.0
1198,1.0,0.7615942,0.99999976,1.0,0.880797,1.0,0.99966466,2.5095992,1.3862944,0.13893713,0.069468565,0.27787426,-0.9608175,0.5734066,0.841471,3.7182817,4.7182817,455.7183,10086.0,461.0,13.3,15.395,10090.3,0.48999998,0.33333334,0.5112867,0.6859943,1.9619851,-1.0982575,0.5146555,461.0
1199,1.0,0.7615942,0.7615942,0.9999877,0.880797,1.0,0.7310586,2.9370432,0.0,0.0880088,0.0440044,0.0440044,0.6581168,-0.2794155,0.841471,3.7182817,4.7182817,8.718282,835.0,7.0,19.86,23.725,852.86,0.66999996,0.33333334,0.006772009,0.6859943,-0.98998916,-0.11382113,-0.7067247,7.0
1200,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.412467,0.6931472,0.029998502,0.029998502,0.059997004,-0.27634147,0.24531044,0.841471,3.7182817,3.7182817,618.71826,7321.0,681.0,31.34,34.335,7286.34,0.48,0.0,0.69525963,0.6859943,3.0384321,1.1400648,-0.828699,681.0
1201,1.0,0.0,1.0,1.0,0.880797,1.0,1.0,3.1337535,1.3862944,0.07542901,0.0,0.15085801,0.15106326,0.5139784,0.0,2.7182817,4.7182817,80.718285,9881.0,105.0,22.96,26.515,9876.96,0.68,0.33333334,0.08803612,-1.4577379,-0.51450336,0.33407962,0.7594226,105.0
1202,1.0,0.0,1.0,1.0,0.95257413,1.0,1.0,3.2672849,1.0986123,0.09899356,0.0,0.09899356,0.0,0.9268185,0.0,2.7182817,5.7182817,110.718285,9094.0,149.0,26.24,30.305,9079.24,0.72999996,0.6666666,0.12189616,-1.4577379,-0.3163843,0.78198063,-1.562182,149.0
1203,0.99977446,0.7615942,0.9993293,1.0,0.7310586,1.0,0.98201376,1.5933086,0.0,0.220022,0.220022,0.220022,0.27157956,0.9333205,0.841471,3.7182817,3.7182817,154.71828,5492.0,156.0,5.92,5.545,5492.92,0.28,0.0,0.17155756,0.6859943,-0.025809633,-2.2623272,1.8588285,156.0
1204,1.0,0.7615942,1.0,1.0,0.880797,1.0,1.0,3.4391353,1.0986123,0.056171887,0.028085943,0.08425783,0.41384864,-0.21081054,0.841471,3.7182817,4.7182817,175.71828,8458.0,229.0,32.16,36.605,8433.16,0.58,0.33333334,0.1952596,0.6859943,0.112873726,1.4083327,-0.46277606,229.0
1205,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,2.6919208,1.3862944,0.060005996,0.060005996,0.24002399,-0.9608175,-0.33830503,0.841471,3.7182817,3.7182817,209.71828,10374.0,227.0,15.76,17.665,10368.76,0.45999998,0.0,0.23363432,0.6859943,0.3374087,-0.82998973,0.5146555,227.0
1206,1.0,0.7615942,0.9999092,0.9640276,0.7310586,1.0,0.9933072,2.9370432,0.6931472,0.0440044,0.0440044,0.0880088,0.6492998,0.9092974,0.841471,3.7182817,3.7182817,4.7182817,1760.0,7.0,19.86,23.725,1773.86,0.63,0.0,0.0022573364,0.6859943,-1.016405,-0.11382113,0.27070683,7.0
1207,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.0204248,1.3862944,0.041254126,0.041254126,0.1650165,0.41835144,-0.8817846,0.841471,3.7182817,3.7182817,158.71828,4410.0,178.0,21.5,25.24,4408.5,0.45,0.0,0.17607224,0.6859943,0.0006062444,0.065220974,0.025939684,178.0
1208,1.0,0.7615942,1.0,1.0,0.880797,1.0,1.0,2.5741377,1.3862944,0.1320132,0.0660066,0.2640264,0.6492998,-0.3465929,0.841471,3.7182817,4.7182817,542.71826,10732.0,561.0,14.12,16.15,10724.12,0.53,0.33333334,0.6094808,0.6859943,2.5365305,-1.009032,0.27070683,561.0
1209,1.0,0.7615942,0.0,0.9999877,0.880797,1.0,0.5,2.6347623,0.0,0.114777625,0.057388812,0.057388812,-0.27634147,-0.2794155,0.841471,3.7182817,4.7182817,8.718282,1113.0,6.0,14.94,18.425,1126.94,1.0,0.33333334,0.006772009,0.6859943,-0.98998916,-0.7401734,-0.828699,6.0
1210,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.0204248,1.3862944,0.041254126,0.041254126,0.1650165,0.41835144,0.88998187,0.841471,3.7182817,3.7182817,469.7183,9971.0,516.0,21.5,25.24,9942.5,0.71999997,0.0,0.52708805,0.6859943,2.0544407,0.065220974,0.025939684,516.0
1211,1.0,0.0,0.9999092,0.99999976,0.7310586,1.0,0.9933072,2.8460715,0.6931472,0.047147576,0.0,0.09429515,0.41384864,0.98935825,0.0,2.7182817,3.7182817,10.718282,7513.0,13.0,17.22,21.21,7525.22,0.66999996,0.0,0.009029346,-1.4577379,-0.97678125,-0.29286346,-0.46277606,13.0
1212,1.0,0.0,0.9640276,1.0,0.7310586,1.0,0.880797,2.2864556,0.0,0.07763975,0.0,0.07763975,0.6581168,0.8366556,0.0,2.7182817,3.7182817,23.71828,558.0,23.0,9.84,12.88,565.84,0.65,0.0,0.023702033,-1.4577379,-0.89092964,-1.2772998,-0.7067247,23.0
1213,1.0,0.0,1.0,1.0,0.7310586,1.0,0.99999774,3.3279095,1.0986123,0.031426776,0.0,0.094280325,0.0,-0.8462204,0.0,2.7182817,3.7182817,25.71828,9082.0,36.0,27.88,31.82,9096.88,0.78999996,0.0,0.025959369,-1.4577379,-0.87772167,0.9610227,-1.562182,36.0
1214,1.0,0.7615942,0.9999877,1.0,0.95257413,1.0,0.9975274,3.097386,0.6931472,0.11645962,0.038819876,0.07763975,-0.9608175,0.39592513,0.841471,3.7182817,5.7182817,55.71828,7567.0,59.0,23.14,26.76,7583.14,0.88,0.6666666,0.059819415,0.6859943,-0.6796026,0.2448541,0.5146555,59.0
1215,1.0,0.7615942,1.0,1.0,0.880797,1.0,0.9999833,3.2355363,1.3862944,0.07332722,0.03666361,0.14665444,0.0,-0.8218178,0.841471,3.7182817,4.7182817,89.718285,9577.0,98.0,26.42,28.275,9591.42,0.94,0.33333334,0.09819413,0.6859943,-0.45506766,0.4238962,-1.562182,98.0
1216,1.0,0.7615942,0.99999833,1.0,0.7310586,1.0,0.999089,2.8460715,1.3862944,0.047147576,0.047147576,0.1885903,0.41384864,-0.98023367,0.841471,3.7182817,3.7182817,497.7183,10516.0,502.0,18.22,22.21,10526.22,0.88,0.0,0.5586908,0.6859943,2.2393517,-0.29286346,-0.46277606,502.0
1217,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.2355363,0.6931472,0.03219575,0.03219575,0.0643915,0.41835144,0.64351505,0.841471,3.7182817,3.7182817,394.7183,7757.0,483.0,26.42,32.059998,7691.42,0.41,0.0,0.44243795,0.6859943,1.559143,0.87120616,0.025939684,483.0
1218,1.0,0.7615942,0.99999976,1.0,0.95257413,1.0,0.99966466,3.2355363,0.6931472,0.09899356,0.032997854,0.06599571,-0.011651149,0.1673557,0.841471,3.7182817,5.7182817,65.718285,7429.0,71.0,26.42,31.305,7446.42,0.69,0.6666666,0.0711061,0.6859943,-0.61356294,0.78198063,1.1261642,71.0
1219,1.0,0.7615942,0.9640276,0.9993293,0.880797,1.0,0.880797,3.385068,0.6931472,0.057388812,0.028694406,0.057388812,-0.27634147,-0.7568025,0.841471,3.7182817,4.7182817,6.7182817,2432.0,6.0,30.52,35.85,2459.52,0.78999996,0.33333334,0.004514673,0.6859943,-1.0031971,1.3191069,-0.828699,6.0
1220,1.0,0.0,0.0,1.0,0.7310586,1.0,0.5,2.8925915,0.0,0.045516614,0.0,0.045516614,0.27157956,-0.54402107,0.0,2.7182817,3.7182817,12.718282,1305.0,10.0,18.04,21.97,1323.04,0.44,0.0,0.0112866815,-1.4577379,-0.9635733,-0.20304689,1.8588285,10.0
1221,1.0,0.7615942,0.0,0.9640276,0.7310586,1.0,0.5,2.104134,0.0,0.09429515,0.09429515,0.09429515,0.41384864,0.9092974,0.841471,3.7182817,3.7182817,4.7182817,5664.0,2.0,9.2,11.605,5672.2,0.79999995,0.0,0.0022573364,0.6859943,-1.016405,-1.5461586,-0.46277606,2.0
1222,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.3279095,0.6931472,0.031426776,0.031426776,0.06285355,0.41835144,0.63676125,0.841471,3.7182817,3.7182817,298.7183,8140.0,385.0,28.88,32.82,8078.88,0.44,0.0,0.3340858,0.6859943,0.9251619,0.9610227,0.025939684,385.0
1223,1.0,0.7615942,0.9993293,1.0,0.7310586,1.0,0.98201376,2.2864556,0.0,0.07763975,0.07763975,0.07763975,0.6581168,-0.521551,0.841471,3.7182817,3.7182817,58.71828,5544.0,60.0,10.84,13.88,5549.84,0.7,0.0,0.06320542,0.6859943,-0.6597907,-1.2772998,-0.7067247,60.0
1224,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.6082115,0.6931472,0.024443902,0.024443902,0.048887804,0.41835144,-0.61604047,0.841471,3.7182817,3.7182817,127.718285,2276.0,154.0,37.9,41.91,2283.9,0.37,0.0,0.14108352,0.6859943,-0.20411679,2.0352757,0.025939684,154.0
1225,1.0,0.0,1.0,1.0,0.7310586,0.99999917,0.9999546,2.9370432,0.0,0.0440044,0.0,0.0440044,0.27157956,0.8366556,0.0,2.7182817,3.7182817,23.71828,864.0,31.0,18.86,22.725,872.86,0.14,0.0,0.023702033,-1.4577379,-0.89092964,-0.11382113,1.8588285,31.0
1226,1.0,0.7615942,1.0,1.0,0.880797,1.0,1.0,3.385068,0.6931472,0.059997004,0.029998502,0.059997004,0.41835144,-0.587795,0.841471,3.7182817,4.7182817,144.71828,7979.0,164.0,30.52,34.335,7986.52,0.58,0.33333334,0.16027088,0.6859943,-0.09184933,1.1400648,0.025939684,164.0
1227,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.2355363,0.6931472,0.034734283,0.034734283,0.069468565,0.41384864,0.36317137,0.841471,3.7182817,3.7182817,143.71828,2678.0,178.0,26.42,29.79,2666.42,0.83,0.0,0.15914221,0.6859943,-0.0984533,0.60293853,-0.46277606,178.0
1228,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.385068,1.0986123,0.029334115,0.0,0.08800235,-0.9608175,0.39592513,0.0,2.7182817,3.7182817,55.71828,2948.0,72.0,29.52,34.09,2958.52,0.65999997,0.0,0.059819415,-1.4577379,-0.6796026,1.2292906,0.5146555,72.0
1229,1.0,0.7615942,1.0,1.0,0.880797,1.0,0.9999938,2.6347623,1.3862944,0.1320132,0.0660066,0.2640264,-0.90583307,-0.61604047,0.841471,3.7182817,4.7182817,127.718285,5351.0,137.0,14.94,16.15,5352.94,0.39,0.33333334,0.14108352,0.6859943,-0.20411679,-1.009032,1.3701127,137.0
1230,1.0,0.7615942,1.0,1.0,0.7310586,1.0,0.9999999,3.356897,1.0986123,0.030698387,0.030698387,0.09209517,-0.27634147,0.39592513,0.841471,3.7182817,3.7182817,55.71828,8383.0,69.0,29.7,33.575,8395.7,0.7,0.0,0.059819415,0.6859943,-0.6796026,1.0502485,-0.828699,69.0
1231,1.0,0.7615942,1.0,1.0,0.95257413,1.0,1.0,3.1337535,0.6931472,0.1131435,0.037714504,0.07542901,-0.9608175,0.07075223,0.841471,3.7182817,5.7182817,178.71828,2221.0,202.0,23.96,27.515,2217.96,0.83,0.6666666,0.1986456,0.6859943,0.13268563,0.33407962,0.5146555,202.0
1232,0.9999891,0.7615942,0.7615942,1.0,0.7310586,1.0,0.7310586,1.7474592,0.0,0.1650165,0.1650165,0.1650165,-0.011651149,-0.92345846,0.841471,3.7182817,3.7182817,88.718285,485.0,87.0,6.74,7.06,489.74,0.5,0.0,0.09706546,0.6859943,-0.46167162,-2.083285,1.1261642,87.0
1233,1.0,0.7615942,0.7615942,1.0,0.880797,1.0,0.7310586,2.1994443,0.0,0.1650165,0.08250825,0.08250825,0.6581168,0.67022914,0.841471,3.7182817,4.7182817,53.71828,5637.0,52.0,10.02,13.12,5645.02,0.87,0.33333334,0.05756208,0.6859943,-0.69281054,-1.3671163,-0.7067247,52.0
1234,1.0,0.7615942,0.7615942,1.0,0.95257413,1.0,0.7310586,2.8925915,1.3862944,0.13654985,0.045516614,0.18206646,0.41835144,-0.9055784,0.841471,3.7182817,5.7182817,26.71828,5125.0,25.0,19.04,22.97,5142.04,1.0,0.6666666,0.027088037,0.6859943,-0.8711177,-0.20304689,0.025939684,25.0
1235,1.0,0.0,1.0,1.0,0.7310586,1.0,0.9999546,2.8460715,0.6931472,0.047147576,0.0,0.09429515,-0.27634147,-0.8462204,0.0,2.7182817,3.7182817,25.71828,7519.0,33.0,17.22,21.21,7526.22,0.66999996,0.0,0.025959369,-1.4577379,-0.87772167,-0.29286346,-0.828699,33.0
1236,0.9999976,0.7615942,0.0,1.0,0.95257413,1.0,0.5,1.7474592,0.0,0.4398827,0.14662756,0.14662756,0.41835144,-0.28790334,0.841471,3.7182817,5.7182817,18.71828,643.0,16.0,6.74,7.82,648.74,0.85999995,0.6666666,0.018058691,0.6859943,-0.9239495,-1.9934685,0.025939684,16.0
1237,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.3279095,1.0986123,0.031426776,0.031426776,0.094280325,0.41384864,-0.7794661,0.841471,3.7182817,3.7182817,94.718285,3658.0,138.0,28.88,32.82,3639.88,0.61,0.0,0.103837475,0.6859943,-0.4220478,0.9610227,-0.46277606,138.0
1238,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.6082115,1.0986123,0.025383933,0.025383933,0.076151796,0.6581168,-0.7023863,0.841471,3.7182817,3.7182817,196.71828,8383.0,293.0,37.9,40.395,8320.9,0.26999998,0.0,0.21896163,0.6859943,0.25155708,1.8562336,-0.7067247,293.0
1239,1.0,0.0,0.99999833,1.0,0.95257413,1.0,0.999089,3.0204248,0.6931472,0.12376238,0.0,0.08250825,0.6581168,-0.96611774,0.0,2.7182817,5.7182817,63.71828,6814.0,68.0,20.5,24.24,6827.5,0.63,0.6666666,0.06884876,-1.4577379,-0.62677085,0.065220974,-0.7067247,68.0
1240,1.0,0.0,0.7615942,0.9999877,0.7310586,1.0,0.7310586,2.3664985,0.0,0.07763975,0.0,0.07763975,-0.999983,-0.2794155,0.0,2.7182817,3.7182817,8.718282,5430.0,7.0,10.66,12.88,5439.66,0.93,0.0,0.006772009,-1.4577379,-0.98998916,-1.2772998,-0.21800892,7.0
1241,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.412467,1.0986123,0.029334115,0.029334115,0.08800235,0.41384864,0.8775898,0.841471,3.7182817,3.7182817,179.71828,2845.0,227.0,31.34,35.09,2825.34,0.58,0.0,0.19977427,0.6859943,0.1392896,1.2292906,-0.46277606,227.0
1242,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,2.8925915,0.0,0.045516614,0.045516614,0.045516614,0.41835144,0.48331794,0.841471,3.7182817,3.7182817,191.71828,1289.0,207.0,19.04,22.97,1289.04,0.58,0.0,0.21331829,0.6859943,0.21853724,-0.20304689,0.025939684,207.0
1243,1.0,0.7615942,1.0,1.0,0.880797,1.0,1.0,3.2027464,1.0986123,0.07332722,0.03666361,0.109990835,0.9127412,0.39595285,0.841471,3.7182817,4.7182817,304.7183,9512.0,324.0,25.6,28.275,9514.6,0.88,0.33333334,0.3408578,0.6859943,0.96478575,0.4238962,0.88139695,324.0
1244,1.0,0.0,1.0,1.0,0.880797,1.0,0.9999546,3.2355363,0.6931472,0.06599571,0.0,0.06599571,0.6581168,-0.9999902,0.0,2.7182817,4.7182817,13.718282,2346.0,21.0,25.42,30.305,2361.42,0.61,0.33333334,0.01241535,-1.4577379,-0.9569693,0.78198063,-0.7067247,21.0
