,weather_sigmoid_adde_zscore,workingday_sin_adde_zscore,(casual+registered)_negative_zscore,workingday_zscore_degree_zscore,casual_sigmoid_radian_zscore,(casual+registered)_degree_zscore,(casual+registered)_radian_ln,(casual+registered)_adde_ln,workingday_zscore_abs_ln,season_ln_adde_ln,(workingday+atemp)_radian_ln,(casual+registered)_recip_sigmoid,casual_sigmoid_radian_sigmoid,(casual+registered)_adde_sigmoid,(casual+datetime)_ln_sigmoid,workingday_zscore_abs_sigmoid,workingday_tanh_radian_negative,(casual+registered)_ln_negative,casual_sigmoid_radian_negative,season_ln_negative_negative,(casual+registered)_degree_negative,(casual+registered)_negative_abs,workingday_zscore_degree_abs,humidity_sigmoid_zscore_abs,(casual+registered)_recip_tanh,humidity_sigmoid_zscore_tanh,workingday_tanh_radian_tanh,workingday_sin_adde_recip,workingday_tanh_radian_recip,(casual+registered)_negative_recip,humidity_sigmoid_zscore_mmnorm,(casual+registered)_adde_mmnorm,workingday_sin_adde_mmnorm,weather_sigmoid_adde_mmnorm,workingday_tanh_radian_mmnorm,count
1051,-0.7005614,-1.4577379,-2.5434415,-1.4577379,0.46024832,2.5434415,2.4348805,6.487255,0.3768859,1.4121025,-0.6123062,0.50038224,0.5043632,1.0,0.999905,0.81118643,-0.0,-6.4831076,-0.017453292,1.3862944,-37471.438,654.0,83.522224,0.04476791,0.0015290509,0.044738024,0.0,0.36787945,0.0,-0.001529052,1.0,0.66905737,0.0,0.0,0.0,654.0
1052,2.043696,0.6859944,0.70555973,0.6859943,-2.845338,-0.70555973,0.11065611,4.200479,-0.37688592,1.4121025,-0.91403794,0.5039062,0.50218165,1.0,0.9998047,0.66507524,-0.013292326,-4.158883,-0.008726646,1.3862944,-3666.9297,64.0,39.304577,0.04476791,0.015623728,0.044738024,0.013291542,0.2809184,0.013292326,-0.015625,1.0,0.06454918,1.0,0.8826904,0.99999994,64.0
1053,-0.7005614,0.6859944,0.9808988,0.6859943,-1.3177699,-0.98089886,-1.4091697,2.8165028,-0.37688592,1.2271312,-0.79013044,0.51784956,0.5031898,1.0,0.999861,0.66507524,-0.013292326,-2.6390574,-0.012759379,0.6931472,-802.14087,14.0,39.304577,0.04476791,0.07130734,0.044738024,0.013291542,0.2809184,0.013292326,-0.071428575,1.0,0.013319671,1.0,0.0,0.99999994,14.0
1054,-0.7005614,0.6859944,-0.015828693,0.6859943,0.14670785,0.015828729,1.2247726,5.2868433,-0.37688592,1.0,-1.7366822,0.50128204,0.5041563,1.0,0.9902913,0.66507524,-0.013292326,-5.273,-0.016625555,0.0,-11172.677,195.0,39.304577,0.04476791,0.00512816,0.044738024,0.013291542,0.2809184,0.013292326,-0.0051282053,1.0,0.19877046,1.0,0.0,0.99999994,195.0
1055,-0.7005614,-1.4577379,-0.043362606,-1.4577379,0.46024832,0.043362603,1.2500904,5.311817,0.3768859,1.4121025,-1.3302264,0.50124997,0.5043632,1.0,0.99979955,0.81118643,-0.0,-5.2983174,-0.017453292,1.3862944,-11459.155,200.0,83.522224,0.04476791,0.004999958,0.044738024,0.0,0.36787945,0.0,-0.005,1.0,0.20389342,0.0,0.0,0.0,200.0
1056,-0.7005614,0.6859944,1.052487,0.6859943,-2.845338,-1.052487,-4.048227,1.3132616,-0.37688592,1.0,-1.7366822,0.7310586,0.50218165,0.9762997,0.9990244,0.66507524,-0.013292326,-0.0,-0.008726646,0.0,-57.295776,1.0,39.304577,0.04476791,0.7615942,0.044738024,0.013291542,0.2809184,0.013292326,-1.0,1.0,0.0,1.0,0.0,0.99999994,1.0
1057,1.1544789,0.6859944,-0.5059323,0.6859943,0.46013826,0.5059323,1.6007473,5.6585,-0.37688592,1.4121025,-0.94768435,0.50088024,0.5043631,1.0,0.9999063,0.66507524,-0.013292326,-5.6489744,-0.017453002,1.3862944,-16272.0,284.0,39.304577,0.04476791,0.003521112,0.044738024,0.013291542,0.2809184,0.013292326,-0.0035211267,1.0,0.289959,1.0,0.59667397,0.99999994,284.0
1058,-0.7005614,0.6859944,0.4137003,0.6859943,0.46024832,-0.41370028,0.71394694,4.7851415,-0.37688592,1.339437,-0.38774696,0.50213677,0.5043632,1.0,0.999665,0.66507524,-0.013292326,-4.762174,-0.017453292,1.0986123,-6703.606,117.0,39.304577,0.04476791,0.008546801,0.044738024,0.013291542,0.2809184,0.013292326,-0.008547009,1.0,0.11885246,1.0,0.0,0.99999994,117.0
1059,2.043696,0.6859944,1.0304599,0.6859943,-1.3177699,-1.0304599,-2.4387891,2.0435917,-0.37688592,1.2271312,-1.0183349,0.549834,0.5031898,0.9995555,0.99938154,0.66507524,-0.013292326,-1.609438,-0.012759379,0.6931472,-286.47888,5.0,39.304577,0.04476791,0.19737533,0.044738024,0.013291542,0.2809184,0.013292326,-0.2,1.0,0.0040983604,1.0,0.8826904,0.99999994,5.0
1060,-0.7005614,0.6859944,0.9974192,0.6859943,-0.3278231,-0.9974191,-1.6503317,2.6187294,-0.37688592,1.0,-1.5333571,0.52271163,0.5038431,0.9999989,0.9893617,0.66507524,-0.013292326,-2.3978953,-0.015372808,0.0,-630.25354,11.0,39.304577,0.04476791,0.090659484,0.044738024,0.013291542,0.2809184,0.013292326,-0.09090909,1.0,0.0102459015,1.0,0.0,0.99999994,11.0
1061,-0.7005614,0.6859944,0.9203242,0.6859943,-0.3278231,-0.9203242,-0.8293511,3.322092,-0.37688592,1.339437,-0.5120617,0.5099987,0.5038431,1.0,0.99988556,0.66507524,-0.013292326,-3.218876,-0.015372808,1.0986123,-1432.3944,25.0,39.304577,0.04476791,0.03997868,0.044738024,0.013291542,0.2809184,0.013292326,-0.04,1.0,0.02459016,1.0,0.0,0.99999994,25.0
1062,-0.7005614,0.6859944,0.8267089,0.6859943,0.14670785,-0.8267089,-0.3105573,3.8003824,-0.37688592,1.0,-1.6640618,0.5059521,0.5041563,1.0,0.9966101,0.66507524,-0.013292326,-3.7376697,-0.016625555,0.0,-2406.4226,42.0,39.304577,0.04476791,0.023805026,0.044738024,0.013291542,0.2809184,0.013292326,-0.023809524,1.0,0.04200819,1.0,0.0,0.99999994,42.0
1063,-0.7005614,0.6859944,1.0414734,0.6859943,-2.845338,-1.0414734,-2.9496148,1.7436683,-0.37688592,1.2271312,-0.8197969,0.5825702,0.50218165,0.9967253,0.9995054,0.66507524,-0.013292326,-1.0986123,-0.008726646,0.6931472,-171.88733,3.0,39.304577,0.04476791,0.32151276,0.044738024,0.013291542,0.2809184,0.013292326,-0.33333334,1.0,0.0020491802,1.0,0.0,0.99999994,3.0
1064,2.043696,-1.4577379,-0.6270815,-1.4577379,0.46024832,0.6270815,1.675358,5.732429,0.3768859,1.4121025,-0.99375427,0.500817,0.5043632,1.0,0.9998975,0.81118643,-0.0,-5.723585,-0.017453292,1.3862944,-17532.508,306.0,83.522224,0.04476791,0.0032679623,0.044738024,0.0,0.36787945,0.0,-0.003267974,1.0,0.3125,0.0,0.8826904,0.0,306.0
1065,-0.7005614,0.6859944,-0.7592443,0.6859943,0.46024832,0.7592442,1.7508657,5.8072963,-0.37688592,1.2271312,-0.58061796,0.5007576,0.5043632,1.0,0.99962234,0.66507524,-0.013292326,-5.799093,-0.017453292,0.6931472,-18907.605,330.0,39.304577,0.04476791,0.0030302936,0.044738024,0.013291542,0.2809184,0.013292326,-0.003030303,1.0,0.33709016,1.0,0.0,0.99999994,330.0
1066,-0.7005614,0.6859944,-0.15900502,0.6859943,0.46024832,0.15900499,1.3499358,5.4103875,-0.37688592,1.0,-0.85016626,0.50113124,0.5043632,1.0,0.9998499,0.66507524,-0.013292326,-5.398163,-0.017453292,0.0,-12662.366,221.0,39.304577,0.04476791,0.004524856,0.044738024,0.013291542,0.2809184,0.013292326,-0.004524887,1.0,0.2254098,1.0,0.0,0.99999994,221.0
1067,1.1544789,0.6859944,0.02271878,0.6859943,0.4602074,-0.022718826,1.188215,5.2507973,-0.37688592,1.0,-1.2203218,0.5013298,0.5043632,1.0,0.99908924,0.66507524,-0.013292326,-5.236442,-0.017453184,0.0,-10771.605,188.0,39.304577,0.04476791,0.0053190985,0.044738024,0.013291542,0.2809184,0.013292326,-0.005319149,1.0,0.19159834,1.0,0.59667397,0.99999994,188.0
1068,1.1544789,0.6859944,0.08880017,0.6859943,0.4602074,-0.08880016,1.122257,5.1858106,-0.37688592,1.2271312,-0.8197969,0.5014205,0.5043632,1.0,0.9993679,0.66507524,-0.013292326,-5.170484,-0.017453184,0.6931472,-10084.057,176.0,39.304577,0.04476791,0.005681758,0.044738024,0.013291542,0.2809184,0.013292326,-0.0056818184,1.0,0.17930326,1.0,0.59667397,0.99999994,176.0
1069,-0.7005614,0.6859944,-0.25812712,0.6859943,0.46024832,0.2581271,1.4282365,5.487773,-0.37688592,1.339437,-0.34952098,0.501046,0.5043632,1.0,0.99988353,0.66507524,-0.013292326,-5.476464,-0.017453292,1.0986123,-13693.69,239.0,39.304577,0.04476791,0.0041840756,0.044738024,0.013291542,0.2809184,0.013292326,-0.0041841003,1.0,0.24385244,1.0,0.0,0.99999994,239.0
1070,-0.7005614,0.6859944,-0.021335475,0.6859943,0.46024832,0.021335524,1.2298877,5.291888,-0.37688592,1.339437,-0.44804215,0.5012755,0.5043632,1.0,0.9998851,0.66507524,-0.013292326,-5.278115,-0.017453292,1.0986123,-11229.973,196.0,39.304577,0.04476791,0.0051019965,0.044738024,0.013291542,0.2809184,0.013292326,-0.0051020407,1.0,0.19979507,1.0,0.0,0.99999994,196.0
1071,-0.7005614,0.6859944,0.22646971,0.6859943,0.46024832,-0.22646973,0.9690529,5.0351214,-0.37688592,1.339437,-0.5571889,0.50165564,0.5043632,1.0,0.999713,0.66507524,-0.013292326,-5.0172796,-0.017453292,1.0986123,-8651.662,151.0,39.304577,0.04476791,0.00662242,0.044738024,0.013291542,0.2809184,0.013292326,-0.0066225166,1.0,0.1536885,1.0,0.0,0.99999994,151.0
1072,-0.7005614,-1.4577379,0.9368446,-1.4577379,0.4542257,-0.9368446,-0.95718455,3.2075431,0.3768859,1.0,-1.55337,0.5113617,0.50435925,1.0,0.999848,0.81118643,-0.0,-3.0910425,-0.017437393,0.0,-1260.5071,22.0,83.522224,0.04476791,0.04542327,0.044738024,0.0,0.36787945,0.0,-0.045454547,1.0,0.021516392,0.0,0.0,0.0,22.0
1073,1.1544789,0.6859944,0.19342902,0.6859943,0.46024832,-0.19342907,1.0080189,5.0734115,-0.37688592,1.2271312,-0.706249,0.50159234,0.5043632,1.0,0.999866,0.66507524,-0.013292326,-5.056246,-0.017453292,0.6931472,-8995.437,157.0,39.304577,0.04476791,0.0063693402,0.044738024,0.013291542,0.2809184,0.013292326,-0.006369427,1.0,0.15983604,1.0,0.59667397,0.99999994,157.0
1074,1.1544789,0.6859944,0.11633408,0.6859943,0.46024832,-0.11633404,1.0934366,5.157435,-0.37688592,1.2271312,-0.629026,0.501462,0.5043632,1.0,0.9998685,0.66507524,-0.013292326,-5.1416636,-0.017453292,0.6931472,-9797.578,171.0,39.304577,0.04476791,0.0058478867,0.044738024,0.013291542,0.2809184,0.013292326,-0.0058479533,1.0,0.17418031,1.0,0.59667397,0.99999994,171.0
1075,-0.7005614,0.6859944,-0.032349043,0.6859943,0.46024832,0.032349017,1.2400401,5.3019023,-0.37688592,1.0,-1.0183349,0.5012626,0.5043632,1.0,0.9998411,0.66507524,-0.013292326,-5.288267,-0.017453292,0.0,-11344.563,198.0,39.304577,0.04476791,0.005050462,0.044738024,0.013291542,0.2809184,0.013292326,-0.005050505,1.0,0.20184425,1.0,0.0,0.99999994,198.0
1076,-0.7005614,-1.4577379,-0.4398509,-1.4577379,0.46024832,0.43985093,1.5575751,5.615746,0.3768859,1.4121025,-1.0678623,0.5009191,0.5043632,1.0,0.9999076,0.81118643,-0.0,-5.605802,-0.017453292,1.3862944,-15584.451,272.0,83.522224,0.04476791,0.003676454,0.044738024,0.0,0.36787945,0.0,-0.0036764706,1.0,0.27766392,0.0,0.0,0.0,272.0
1077,-0.7005614,0.6859944,0.9808988,0.6859943,0.4594327,-0.98089886,-1.4091697,2.8165028,-0.37688592,1.2271312,-0.6798971,0.51784956,0.50436264,1.0,0.9995772,0.66507524,-0.013292326,-2.6390574,-0.01745114,0.6931472,-802.14087,14.0,39.304577,0.04476791,0.07130734,0.044738024,0.013291542,0.2809184,0.013292326,-0.071428575,1.0,0.013319671,1.0,0.0,0.99999994,14.0
1078,-0.7005614,0.6859944,0.18241546,0.6859943,0.34133822,-0.18241547,1.0206773,5.085856,-0.37688592,1.339437,-0.629026,0.5015723,0.50428474,1.0,0.9998877,0.66507524,-0.013292326,-5.0689044,-0.017139373,1.0986123,-9110.028,159.0,39.304577,0.04476791,0.0062892246,0.044738024,0.013291542,0.2809184,0.013292326,-0.006289308,1.0,0.16188523,1.0,0.0,0.99999994,159.0
1079,-0.7005614,0.6859944,-0.48390514,0.6859943,0.46024832,0.48390517,1.5865626,5.644451,-0.37688592,1.339437,-0.5120617,0.5008929,0.5043632,1.0,0.9997203,0.66507524,-0.013292326,-5.6347895,-0.017453292,1.0986123,-16042.817,280.0,39.304577,0.04476791,0.0035714132,0.044738024,0.013291542,0.2809184,0.013292326,-0.0035714286,1.0,0.28586066,1.0,0.0,0.99999994,280.0
1080,-0.7005614,0.6859944,0.97539204,0.6859943,-1.3177699,-0.97539204,-1.3401767,2.8745968,-0.37688592,1.4121025,-1.3141842,0.5166605,0.5031898,1.0,0.9997998,0.66507524,-0.013292326,-2.7080503,-0.012759379,1.3862944,-859.43665,15.0,39.304577,0.04476791,0.06656808,0.044738024,0.013291542,0.2809184,0.013292326,-0.06666667,1.0,0.01434426,1.0,0.0,0.99999994,15.0
1081,-0.7005614,-1.4577379,-0.9299545,-1.4577379,0.46024832,0.9299545,1.840651,5.8963795,0.3768859,1.2271312,-0.8293511,0.50069255,0.5043632,1.0,0.99947125,0.81118643,-0.0,-5.888878,-0.017453292,0.6931472,-20683.775,361.0,83.522224,0.04476791,0.002770076,0.044738024,0.0,0.36787945,0.0,-0.002770083,1.0,0.36885244,0.0,0.0,0.0,361.0
1082,-0.7005614,-1.4577379,-0.21957964,-1.4577379,0.46024832,0.21957964,1.3985105,5.458386,0.3768859,1.4121025,-1.2812791,0.5010776,0.5043632,1.0,0.9997937,0.81118643,-0.0,-5.4467373,-0.017453292,1.3862944,-13292.62,232.0,83.522224,0.04476791,0.0043103183,0.044738024,0.0,0.36787945,0.0,-0.004310345,1.0,0.2366803,0.0,0.0,0.0,232.0
1083,-0.7005614,0.6859944,0.05575947,0.6859943,0.46024832,-0.055759493,1.1557797,5.218832,-0.37688592,1.339437,-0.38774696,0.5013736,0.5043632,1.0,0.9997249,0.66507524,-0.013292326,-5.2040067,-0.017453292,1.0986123,-10427.831,182.0,39.304577,0.04476791,0.00549445,0.044738024,0.013291542,0.2809184,0.013292326,-0.0054945056,1.0,0.18545079,1.0,0.0,0.99999994,182.0
1084,-0.7005614,0.6859944,0.15488155,0.6859943,0.46024832,-0.1548815,1.0516396,5.1163054,-0.37688592,1.2271312,-0.5120617,0.5015244,0.5043632,1.0,0.9996182,0.66507524,-0.013292326,-5.0998664,-0.017453292,0.6931472,-9396.508,164.0,39.304577,0.04476791,0.0060974853,0.044738024,0.013291542,0.2809184,0.013292326,-0.0060975607,1.0,0.16700818,1.0,0.0,0.99999994,164.0
1085,-0.7005614,0.6859944,-0.7812714,0.6859943,0.46024832,0.7812714,1.7629141,5.819247,-0.37688592,1.339437,-0.44804215,0.5007485,0.5043632,1.0,0.99971384,0.66507524,-0.013292326,-5.811141,-0.017453292,1.0986123,-19136.79,334.0,39.304577,0.04476791,0.002994003,0.044738024,0.013291542,0.2809184,0.013292326,-0.002994012,1.0,0.34118852,1.0,0.0,0.99999994,334.0
1086,-0.7005614,0.6859944,0.3476189,0.6859943,0.45994774,-0.3476189,0.81158537,4.8806653,-0.37688592,1.0,-1.596791,0.501938,0.504363,1.0,0.99982566,0.66507524,-0.013292326,-4.8598123,-0.017452499,0.0,-7391.1553,129.0,39.304577,0.04476791,0.007751783,0.044738024,0.013291542,0.2809184,0.013292326,-0.007751938,1.0,0.13114752,1.0,0.0,0.99999994,129.0
1087,1.1544789,0.6859944,1.0359666,0.6859943,-2.845338,-1.0359668,-2.6619327,1.9048324,-0.37688592,1.2271312,-1.5333571,0.5621765,0.50218165,0.99879277,0.9992465,0.66507524,-0.013292326,-1.3862944,-0.008726646,0.6931472,-229.1831,4.0,39.304577,0.04476791,0.24491866,0.044738024,0.013291542,0.2809184,0.013292326,-0.25,1.0,0.0030737706,1.0,0.59667397,0.99999994,4.0
1088,-0.7005614,0.6859944,-1.4751259,0.6859943,0.46024832,1.4751259,2.0829995,6.1371183,-0.37688592,1.4121025,-0.79013044,0.5005435,0.5043632,1.0,0.9998988,0.66507524,-0.013292326,-6.1312265,-0.017453292,1.3862944,-26356.057,460.0,39.304577,0.04476791,0.0021739095,0.044738024,0.013291542,0.2809184,0.013292326,-0.002173913,1.0,0.47028688,1.0,0.0,0.99999994,460.0
1089,-0.7005614,0.6859944,-0.17001858,0.6859943,0.46024832,0.17001857,1.3589448,5.4192877,-0.37688592,1.339437,-0.5344452,0.5011211,0.5043632,1.0,0.99967384,0.66507524,-0.013292326,-5.4071717,-0.017453292,1.0986123,-12776.958,223.0,39.304577,0.04476791,0.004484275,0.044738024,0.013291542,0.2809184,0.013292326,-0.004484305,1.0,0.227459,1.0,0.0,0.99999994,223.0
1090,-0.7005614,0.6859944,0.0006916518,0.6859943,0.46024832,-0.0006916521,1.2092685,5.271554,-0.37688592,1.0,-0.58061796,0.50130206,0.5043632,1.0,0.9998311,0.66507524,-0.013292326,-5.2574954,-0.017453292,0.0,-11000.789,192.0,39.304577,0.04476791,0.0052082865,0.044738024,0.013291542,0.2809184,0.013292326,-0.0052083335,1.0,0.1956967,1.0,0.0,0.99999994,192.0
1091,-0.7005614,0.6859944,0.26501718,0.6859943,0.46024832,-0.26501718,0.9215864,4.9885144,-0.37688592,1.4121025,-0.94768435,0.5017361,0.5043632,1.0,0.9997813,0.66507524,-0.013292326,-4.9698133,-0.017453292,1.3862944,-8250.592,144.0,39.304577,0.04476791,0.0069443327,0.044738024,0.013291542,0.2809184,0.013292326,-0.0069444445,1.0,0.14651637,1.0,0.0,0.99999994,144.0
1092,-0.7005614,0.6859944,-1.4090446,0.6859943,0.46024832,1.4090445,2.0565662,6.1108427,-0.37688592,1.2271312,-0.5571889,0.500558,0.5043632,1.0,0.9998764,0.66507524,-0.013292326,-6.104793,-0.017453292,0.6931472,-25668.508,448.0,39.304577,0.04476791,0.0022321392,0.044738024,0.013291542,0.2809184,0.013292326,-0.002232143,1.0,0.45799178,1.0,0.0,0.99999994,448.0
1093,1.1544789,0.6859944,0.3641393,0.6859943,0.46013826,-0.3641393,0.78805494,4.857626,-0.37688592,1.4121025,-0.8197969,0.5019841,0.5043631,1.0,0.9999063,0.66507524,-0.013292326,-4.836282,-0.017453002,1.3862944,-7219.2676,126.0,39.304577,0.04476791,0.007936342,0.044738024,0.013291542,0.2809184,0.013292326,-0.007936508,1.0,0.12807375,1.0,0.59667397,0.99999994,126.0
1094,-0.7005614,0.6859944,0.6670123,0.6859943,0.4542257,-0.6670123,0.21445292,4.300251,-0.37688592,1.0,-1.5333571,0.5035211,0.50435925,1.0,0.998538,0.66507524,-0.013292326,-4.26268,-0.017437393,0.0,-4068.0,71.0,39.304577,0.04476791,0.014083575,0.044738024,0.013291542,0.2809184,0.013292326,-0.014084507,1.0,0.071721315,1.0,0.0,0.99999994,71.0
1095,-0.7005614,0.6859944,1.0249531,0.6859943,-2.845338,-1.0249531,-2.2564676,2.1654222,-0.37688592,1.0,-1.2203218,0.5415705,0.50218165,0.99983644,0.9987608,0.66507524,-0.013292326,-1.7917595,-0.008726646,0.0,-343.77466,6.0,39.304577,0.04476791,0.16514042,0.044738024,0.013291542,0.2809184,0.013292326,-0.16666667,1.0,0.0051229503,1.0,0.0,0.99999994,6.0
1096,-0.7005614,0.6859944,-3.1822283,0.6859943,0.46024832,3.1822283,2.5981636,6.6499147,-0.37688592,1.2271312,-0.7334957,0.50032467,0.5043632,1.0,0.99986815,0.66507524,-0.013292326,-6.6463904,-0.017453292,0.6931472,-44117.746,770.0,39.304577,0.04476791,0.0012987006,0.044738024,0.013291542,0.2809184,0.013292326,-0.0012987013,1.0,0.7879098,1.0,0.0,0.99999994,770.0
1097,1.1544789,0.6859944,0.64498514,0.6859943,0.4602462,-0.64498514,0.26926112,4.353091,-0.37688592,1.2271312,-0.8197969,0.5033333,0.5043632,1.0,0.9994382,0.66507524,-0.013292326,-4.317488,-0.017453287,0.6931472,-4297.183,75.0,39.304577,0.04476791,0.013332544,0.044738024,0.013291542,0.2809184,0.013292326,-0.013333334,1.0,0.07581967,1.0,0.59667397,0.99999994,75.0
1098,-0.7005614,0.6859944,0.9643785,0.6859943,0.4542257,-0.9643785,-1.2150136,2.9815462,-0.37688592,1.339437,-0.5120617,0.51470166,0.50435925,1.0,0.99970335,0.66507524,-0.013292326,-2.8332133,-0.017437393,1.0986123,-974.0282,17.0,39.304577,0.04476791,0.058755778,0.044738024,0.013291542,0.2809184,0.013292326,-0.05882353,1.0,0.01639344,1.0,0.0,0.99999994,17.0
1099,-0.7005614,0.6859944,0.8322157,0.6859943,-1.3177699,-0.8322157,-0.33465487,3.7777662,-0.37688592,1.339437,-0.76131874,0.50609726,0.5031898,1.0,0.9998934,0.66507524,-0.013292326,-3.713572,-0.012759379,1.0986123,-2349.127,41.0,39.304577,0.04476791,0.024385406,0.044738024,0.013291542,0.2809184,0.013292326,-0.024390243,1.0,0.040983602,1.0,0.0,0.99999994,41.0
1100,2.043696,0.6859944,0.061266255,0.6859943,0.46013826,-0.06126629,1.1502701,5.2134037,-0.37688592,1.4121025,-0.7334957,0.5013812,0.5043631,1.0,0.99977857,0.66507524,-0.013292326,-5.198497,-0.017453002,1.3862944,-10370.535,181.0,39.304577,0.04476791,0.005524806,0.044738024,0.013291542,0.2809184,0.013292326,-0.005524862,1.0,0.1844262,1.0,0.8826904,0.99999994,181.0
1101,-0.7005614,-1.4577379,-1.3925242,-1.4577379,0.46024832,1.3925242,2.0498474,6.104164,0.3768859,1.4121025,-1.0678623,0.50056183,0.5043632,1.0,0.9999019,0.81118643,-0.0,-6.0980744,-0.017453292,1.3862944,-25496.621,445.0,83.522224,0.04476791,0.002247187,0.044738024,0.0,0.36787945,0.0,-0.002247191,1.0,0.45491803,0.0,0.0,0.0,445.0
1102,-0.7005614,-1.4577379,-1.8826277,-1.4577379,0.46024832,1.8826277,2.232169,6.2854733,0.3768859,1.2271312,-0.49717385,0.5004682,0.5043632,1.0,0.99987686,0.81118643,-0.0,-6.280396,-0.017453292,0.6931472,-30595.945,534.0,83.522224,0.04476791,0.001872657,0.044738024,0.0,0.36787945,0.0,-0.0018726592,1.0,0.5461065,0.0,0.0,0.0,534.0
1103,-0.7005614,-1.4577379,-2.1634736,-1.4577379,0.46024832,2.1634734,2.323385,6.376248,0.3768859,1.4121025,-0.8602228,0.50042737,0.5043632,1.0,0.99990404,0.81118643,-0.0,-6.371612,-0.017453292,1.3862944,-33518.027,585.0,83.522224,0.04476791,0.0017094,0.044738024,0.0,0.36787945,0.0,-0.0017094017,1.0,0.5983606,0.0,0.0,0.0,585.0
1104,-0.7005614,0.6859944,0.7936682,0.6859943,0.34133822,-0.79366827,-0.17702593,3.9262865,-0.37688592,1.0,-1.417778,0.50520813,0.50428474,1.0,0.99892247,0.66507524,-0.013292326,-3.871201,-0.017139373,0.0,-2750.1973,48.0,39.304577,0.04476791,0.02083032,0.044738024,0.013291542,0.2809184,0.013292326,-0.020833334,1.0,0.048155732,1.0,0.0,0.99999994,48.0
1105,1.1544789,-1.4577379,0.9808988,-1.4577379,0.4160008,-0.98089886,-1.4091697,2.8165028,0.3768859,1.2271312,-1.1903211,0.51784956,0.50433403,1.0,0.9994086,0.81118643,-0.0,-2.6390574,-0.01733648,0.6931472,-802.14087,14.0,83.522224,0.04476791,0.07130734,0.044738024,0.0,0.36787945,0.0,-0.071428575,1.0,0.013319671,0.0,0.59667397,0.0,14.0
1106,-0.7005614,0.6859944,-0.37376952,0.6859943,0.46024832,0.37376958,1.5124546,5.571082,-0.37688592,1.4121025,-0.8197969,0.50096154,0.5043632,1.0,0.9997633,0.66507524,-0.013292326,-5.560682,-0.017453292,1.3862944,-14896.902,260.0,39.304577,0.04476791,0.003846135,0.044738024,0.013291542,0.2809184,0.013292326,-0.0038461538,1.0,0.26536885,1.0,0.0,0.99999994,260.0
1107,1.1544789,-1.4577379,-2.0863786,-1.4577379,0.46024832,2.0863786,2.2991621,6.3521385,0.3768859,1.2271312,-0.63691425,0.5004378,0.5043632,1.0,0.9998685,0.81118643,-0.0,-6.347389,-0.017453292,0.6931472,-32715.889,571.0,83.522224,0.04476791,0.0017513117,0.044738024,0.0,0.36787945,0.0,-0.0017513135,1.0,0.5840164,0.0,0.59667397,0.0,571.0
1108,-0.7005614,0.6859944,-0.8638731,0.6859943,0.46024832,0.8638732,1.806845,5.8628306,-0.37688592,1.2271312,-0.5571889,0.5007163,0.5043632,1.0,0.9995766,0.66507524,-0.013292326,-5.855072,-0.017453292,0.6931472,-19996.227,349.0,39.304577,0.04476791,0.0028653217,0.044738024,0.013291542,0.2809184,0.013292326,-0.0028653296,1.0,0.35655737,1.0,0.0,0.99999994,349.0
1109,-0.7005614,0.6859944,0.94235134,0.6859943,-2.845338,-0.9423514,-1.0037045,3.1662462,-0.37688592,1.2271312,-0.6798971,0.5119025,0.50218165,1.0,0.99958473,0.66507524,-0.013292326,-3.0445225,-0.008726646,0.6931472,-1203.2113,21.0,39.304577,0.04476791,0.04758309,0.044738024,0.013291542,0.2809184,0.013292326,-0.04761905,1.0,0.020491801,1.0,0.0,0.99999994,21.0
1110,-0.7005614,0.6859944,1.052487,0.6859943,-2.845338,-1.052487,-4.048227,1.3132616,-0.37688592,1.4121025,-1.596791,0.7310586,0.50218165,0.9762997,0.99990284,0.66507524,-0.013292326,-0.0,-0.008726646,1.3862944,-57.295776,1.0,39.304577,0.04476791,0.7615942,0.044738024,0.013291542,0.2809184,0.013292326,-1.0,1.0,0.0,1.0,0.0,0.99999994,1.0
1111,2.043696,0.6859944,0.39717996,0.6859943,0.46024832,-0.39717996,0.7392648,4.809891,-0.37688592,1.4121025,-0.76131874,0.50208336,0.5043632,1.0,0.9997701,0.66507524,-0.013292326,-4.787492,-0.017453292,1.3862944,-6875.493,120.0,39.304577,0.04476791,0.008333141,0.044738024,0.013291542,0.2809184,0.013292326,-0.008333334,1.0,0.121926226,1.0,0.8826904,0.99999994,120.0
1112,-0.7005614,-1.4577379,-1.6513429,-1.4577379,0.46024832,1.6513427,2.1502519,6.2039886,0.3768859,1.339437,-0.374588,0.5005081,0.5043632,1.0,0.99988735,0.81118643,-0.0,-6.1984787,-0.017453292,1.0986123,-28189.521,492.0,83.522224,0.04476791,0.0020325175,0.044738024,0.0,0.36787945,0.0,-0.0020325202,1.0,0.50307375,0.0,0.0,0.0,492.0
1113,-0.7005614,0.6859944,-0.6821493,0.6859943,0.46024832,0.6821493,1.7075152,5.7643075,-0.37688592,1.339437,-0.58061796,0.50079113,0.5043632,1.0,0.9998933,0.66507524,-0.013292326,-5.755742,-0.017453292,1.0986123,-18105.465,316.0,39.304577,0.04476791,0.0031645466,0.044738024,0.013291542,0.2809184,0.013292326,-0.003164557,1.0,0.3227459,1.0,0.0,0.99999994,316.0
