,weather_adde_ln,(casual+registered)_ln,(casual+datetime)_ln,season_ln_adde,weather_sigmoid_adde,(weather/atemp)_adde,(casual+registered)_adde,workingday_sin_adde,registered_sin_abs,workingday_zscore_abs,(casual+registered)_radian,(weather/atemp)_radian,workingday_tanh_radian,(workingday+atemp)_radian,casual_sigmoid_radian,season_ln_degree,windspeed_zscore_degree,workingday_zscore_degree,(casual+registered)_degree,atemp_zscore_degree,windspeed_sin_exp,registered_sin_exp,registered_tanh_negative,(casual+registered)_negative,windspeed_zscore_negative,registered_sin_negative,season_ln_negative,humidity_sigmoid_zscore,(casual+registered)_zscore,(casual+registered)_recip,casual_tanh_recip,(season/atemp)_recip,count
3124,1.3132616,1.609438,8.558335,4.104576,3.4493403,2.8382578,7.7182817,2.7182817,0.9589243,1.4577379,0.08726646,0.0020939764,0.0,0.1454732,0.008726646,79.42881,-12.490991,-83.522224,286.47888,-103.95896,0.36788568,0.38330498,-0.9999092,-5.0,0.21800892,0.9589243,-1.3862944,0.04476791,-1.0304599,0.2,0.0,2.08375,5.0
3125,1.5514446,3.610918,8.292548,3.816894,3.5990787,2.8062906,39.71828,2.7182817,0.99991184,1.4577379,0.6457718,0.0015360432,0.0,0.39662609,0.017139373,62.945847,1.4862343,-83.522224,2119.9438,-6.5214696,1.5194545,2.7180421,-1.0,-37.0,-0.025939684,-0.99991184,-1.0986123,0.04476791,-0.85424286,0.027027028,0.9993293,7.575,37.0
3126,1.3132616,6.161207,9.140454,3.816894,3.4493403,2.7469761,476.7183,2.7182817,0.6230122,1.4577379,8.272861,0.00050081185,0.0,0.6082472,0.017453292,62.945847,-89.506424,-83.522224,27158.197,75.579254,1.0,1.864536,-1.0,-474.0,1.562182,-0.6230122,-1.0986123,0.04476791,1.5522208,0.0021097045,1.0,11.616666,474.0
3127,1.3132616,4.905275,8.420902,4.104576,3.4493403,2.7637985,137.71828,3.5597527,0.7849804,0.6859943,2.3561945,0.0007944148,0.013292326,0.40090212,0.017453292,79.42881,-26.515114,39.304577,7734.9297,-11.633729,1.5126282,2.192364,-1.0,-135.0,0.46277606,-0.7849804,-1.3862944,0.04476791,-0.31457824,0.0074074073,1.0,5.4925,135.0
3128,1.7436683,5.560682,9.164715,4.104576,3.670856,2.8282726,262.7183,3.5597527,0.99920803,0.6859943,4.537856,0.0019197022,0.013292326,0.49349183,0.017139373,79.42881,-40.49234,39.304577,14896.902,24.287462,1.9311522,0.3681709,-1.0,-260.0,0.7067247,0.99920803,-1.3862944,0.04476791,0.37376952,0.0038461538,0.9993293,6.8187504,260.0
3129,1.3132616,5.4293456,6.8700533,2.7182817,3.4493403,2.8198047,230.71828,3.5597527,0.86895084,0.6859943,3.9793506,0.0017719078,0.013292326,0.18936823,0.017410139,0.0,-26.515114,39.304577,13063.4375,-93.7006,1.5126282,2.384408,-1.0,-228.0,0.46277606,-0.86895084,-0.0,0.04476791,0.1975525,0.004385965,0.9999877,9.85,228.0
3130,1.7436683,5.620401,9.078407,3.816894,3.670856,2.8082771,278.7183,3.5597527,0.18475212,0.6859943,4.8171086,0.0015707178,0.013292326,0.5992588,0.017453292,62.945847,-12.490991,39.304577,15813.635,65.3209,0.36788568,1.2029202,-1.0,-276.0,0.21800892,-0.18475212,-1.0986123,0.04476791,0.46187803,0.0036231885,1.0,11.111667,276.0
3131,1.3132616,5.2257466,8.425735,4.104576,3.4493403,2.7595358,188.71828,3.5597527,0.3383334,0.6859943,3.2463124,0.0007200203,0.013292326,0.4405211,0.017453292,79.42881,-26.515114,39.304577,10657.015,3.7368863,1.5126282,0.71295756,-1.0,-186.0,0.46277606,0.3383334,-1.3862944,0.04476791,-0.033732343,0.005376344,1.0,6.06,186.0
3132,1.5514446,5.030438,8.585412,4.104576,3.5990787,2.850295,155.71828,3.5597527,0.36317137,0.6859943,2.6703537,0.002304065,0.013292326,0.28187066,0.017453184,79.42881,50.500324,39.304577,8766.254,-57.81327,2.4911418,1.4378823,-1.0,-153.0,-0.88139695,-0.36317137,-1.3862944,0.04476791,-0.21545614,0.006535948,1.0,3.7875,153.0
3133,1.5514446,5.5412636,9.110631,3.816894,3.5990787,2.7756705,257.7183,3.5597527,0.7024078,0.6859943,4.4505897,0.0010016237,0.013292326,0.62570053,0.017453292,62.945847,50.500324,39.304577,14610.423,75.579254,2.4911418,0.49539107,-1.0,-255.0,-0.88139695,0.7024078,-1.0986123,0.04476791,0.34623563,0.003921569,1.0,11.616666,255.0
3134,1.3132616,5.7899604,7.8902082,3.411429,3.4493403,2.753016,329.7183,3.5597527,0.9234469,0.6859943,5.7072268,0.0006062276,0.013292326,0.5199336,0.017453292,39.714405,43.511707,39.304577,18735.719,34.54583,1.1630702,0.39714774,-1.0,-327.0,-0.7594226,0.9234469,-0.6931472,0.04476791,0.74272394,0.003058104,1.0,14.395,327.0
3135,1.3132616,4.454347,8.675393,2.7182817,3.4493403,2.8649094,88.718285,3.5597527,0.92345846,0.6859943,1.5009831,0.0025591336,0.013292326,0.13648474,0.008726646,0.0,-12.490991,39.304577,4927.4365,-114.21732,0.36788568,0.39714316,-1.0,-86.0,0.21800892,0.92345846,-0.0,0.04476791,-0.58441055,0.011627907,0.0,6.82,86.0
3136,1.7436683,5.198497,7.948032,3.816894,3.670856,2.7991006,183.71828,2.7182817,0.18478173,1.4577379,3.159046,0.0014105571,0.0,0.6478662,0.017453292,62.945847,309.50107,-83.522224,10370.535,90.949875,1.5424496,1.2029558,-1.0,-181.0,-5.401813,-0.18478173,-1.0986123,0.04476791,-0.061266255,0.005524862,1.0,12.373333,181.0
3137,1.5514446,4.89784,8.4362,4.104576,3.5990787,2.812577,136.71828,3.5597527,0.94543535,0.6859943,2.338741,0.0016457608,0.013292326,0.38763762,0.017453292,79.42881,64.52445,39.304577,7677.634,-16.779839,0.9884165,2.5739336,-1.0,-134.0,-1.1261642,-0.94543535,-1.3862944,0.04476791,-0.320085,0.0074626864,1.0,5.3025,134.0
3138,1.3132616,0.6931472,3.871201,2.7182817,3.4493403,2.8382578,4.7182817,3.5597527,0.9092974,0.6859943,0.034906585,0.0020939764,0.013292326,0.16292648,0.008726646,0.0,106.50302,39.304577,114.59155,-103.95896,1.3120353,2.4825778,-0.9640276,-2.0,-1.8588285,-0.9092974,-0.0,0.04476791,-1.0469803,0.5,0.0,8.335,2.0
3139,1.5514446,5.8636312,9.269363,4.104576,3.5990787,2.8198304,354.7183,3.5597527,0.75100714,0.6859943,6.143559,0.0017723577,0.013292326,0.3611959,0.017453287,79.42881,-89.506424,39.304577,20168.113,-27.038193,1.0,0.47189105,-1.0,-352.0,1.562182,0.75100714,-1.3862944,0.04476791,0.8803935,0.0028409092,1.0,4.92375,352.0
3140,1.3132616,4.1271343,7.2420826,3.411429,3.4493403,2.7782876,64.718285,2.7182817,0.017701926,1.4577379,1.0821041,0.0010473022,0.0,0.29085913,0.017453292,39.714405,-12.490991,-83.522224,3552.3381,-47.554905,0.36788568,1.0178596,-1.0,-62.0,0.21800892,-0.017701926,-0.6931472,0.04476791,-0.7165733,0.016129032,1.0,8.3325,62.0
3141,1.3132616,6.152733,9.137554,3.816894,3.4493403,2.744681,472.7183,3.5597527,0.74509305,0.6859943,8.203048,0.00046075217,0.013292326,0.67858404,0.017453292,62.945847,43.511707,39.304577,26929.016,96.095985,1.1630702,0.4746901,-1.0,-470.0,-0.7594226,0.74509305,-1.0986123,0.04476791,1.5301937,0.0021276595,1.0,12.626667,470.0
3142,1.5514446,5.7203116,9.170768,4.104576,3.5990787,2.7826734,307.7183,3.5597527,0.9300949,0.6859943,5.323254,0.0011238437,0.013292326,0.5595525,0.017453292,79.42881,-12.490991,39.304577,17475.21,49.916435,0.36788568,0.39451626,-1.0,-305.0,0.21800892,0.9300949,-1.3862944,0.04476791,0.6215747,0.0032786885,1.0,7.765,305.0
3143,1.7436683,1.9459102,9.08557,3.816894,3.670856,2.8082771,9.718282,3.5597527,0.6569866,0.6859943,0.12217305,0.0015707178,0.013292326,0.5992588,0.008726646,62.945847,43.511707,39.304577,401.07043,65.3209,1.1630702,1.9289708,-0.99999833,-7.0,-0.7594226,-0.6569866,-1.0986123,0.04476791,-1.0194463,0.14285715,0.0,11.111667,7.0
3144,1.3132616,2.7725887,7.551187,3.411429,3.4493403,2.7756705,18.71828,3.5597527,0.28790334,0.6859943,0.27925268,0.0010016237,0.013292326,0.3215769,0.008726646,39.714405,-40.49234,39.304577,916.7324,-42.40881,1.9311522,0.74983406,-1.0,-16.0,0.7067247,0.28790334,-0.6931472,0.04476791,-0.9698853,0.0625,0.0,8.7125,16.0
3145,1.3132616,2.8332133,8.594339,4.104576,3.4493403,2.806271,19.71828,3.5597527,0.9906074,0.6859943,0.29670596,0.0015357054,0.013292326,0.21580996,0.016625555,79.42881,-47.480953,39.304577,974.0282,-83.442245,0.75855386,2.69287,-1.0,-17.0,0.828699,-0.9906074,-1.3862944,0.04476791,-0.9643785,0.05882353,0.9950548,2.84125,17.0
3146,1.5514446,1.7917595,9.217813,4.104576,3.5990787,2.850295,8.718282,3.5597527,0.7568025,0.6859943,0.10471976,0.002304065,0.013292326,0.28187066,0.015372808,79.42881,-12.490991,39.304577,343.77466,-57.81327,0.36788568,0.4691642,-0.9993293,-6.0,0.21800892,0.7568025,-1.3862944,0.04476791,-1.0249531,0.16666667,0.9640276,3.7875,6.0
3147,1.7436683,4.0253515,8.313607,4.104576,3.670856,2.8832982,58.71828,2.7182817,0.39592513,1.4577379,0.9773844,0.0028800813,0.0,0.31730086,0.016625555,79.42881,-40.49234,-83.522224,3208.5635,-37.29655,1.9311522,1.4857581,-1.0,-56.0,0.7067247,-0.39592513,-1.3862944,0.04476791,-0.749614,0.017857144,0.9950548,4.545,56.0
3148,1.3132616,5.874931,9.057655,3.816894,3.4493403,2.7463677,358.7183,2.7182817,0.50639164,1.4577379,6.213372,0.0004901922,0.0,0.6214245,0.017453292,62.945847,-47.480953,-83.522224,20397.297,80.69151,0.75855386,0.6026663,-1.0,-356.0,0.828699,0.50639164,-1.0986123,0.04476791,0.90242064,0.0028089888,1.0,11.868333,356.0
3149,1.3132616,4.0430512,9.144414,3.816894,3.4493403,2.7559962,59.71828,3.5597527,0.90178835,0.6859943,0.99483764,0.00065824226,0.013292326,0.48022732,0.017453002,62.945847,-47.480953,39.304577,3265.8594,19.141352,0.75855386,2.4640057,-1.0,-57.0,0.828699,-0.90178835,-1.0986123,0.04476791,-0.7441072,0.01754386,1.0,8.838333,57.0
3150,1.3132616,5.9584246,9.197255,4.104576,3.4493403,2.7571015,389.7183,3.5597527,0.83179146,0.6859943,6.754424,0.0006775346,0.013292326,0.4670501,0.017453292,79.42881,127.51576,39.304577,22173.465,14.029105,0.6681691,0.43526882,-1.0,-387.0,-2.22557,0.83179146,-1.3862944,0.04476791,1.0731308,0.0025839794,1.0,6.44,387.0
3151,1.3132616,5.4071717,6.6541524,2.7182817,3.4493403,2.8282928,225.71828,3.5597527,0.5877706,0.6859943,3.8920841,0.0019200541,0.013292326,0.17610373,0.017452499,0.0,78.50167,39.304577,12776.958,-98.84671,0.40420502,0.5555645,-1.0,-223.0,-1.3701127,0.5877706,-0.0,0.04476791,0.17001858,0.004484305,1.0,9.09,223.0
3152,1.3132616,5.313206,7.624619,3.411429,3.4493403,2.7582817,205.71828,3.5597527,0.21078107,0.6859943,3.5430183,0.0006981317,0.013292326,0.4537856,0.017453292,39.714405,-26.515114,39.304577,11631.043,8.882996,1.5126282,0.80995136,-1.0,-203.0,0.46277606,0.21078107,-0.6931472,0.04476791,0.05988295,0.0049261083,1.0,12.5,203.0
3153,1.5514446,2.944439,9.181529,4.104576,3.5990787,2.8198304,21.71828,3.5597527,0.1498772,0.6859943,0.33161256,0.0017723577,0.013292326,0.3611959,0.008726646,79.42881,1.4862343,39.304577,1088.6198,-27.038193,1.5194545,1.1616917,-1.0,-19.0,-0.025939684,-0.1498772,-1.3862944,0.04476791,-0.9533649,0.05263158,0.0,4.92375,19.0
3154,1.5514446,2.7725887,8.695842,2.7182817,3.5990787,2.8832982,18.71828,2.7182817,0.28790334,1.4577379,0.27925268,0.0028800813,0.0,0.2115339,0.008726646,0.0,-12.490991,-83.522224,916.7324,-78.329994,0.36788568,0.74983406,-1.0,-16.0,0.21800892,0.28790334,-0.0,0.04476791,-0.9698853,0.0625,0.0,12.12,16.0
3155,1.3132616,4.454347,7.5918617,3.411429,3.4493403,2.7582817,88.718285,2.7182817,0.99287266,1.4577379,1.5009831,0.0006981317,0.0,0.43633232,0.017453292,39.714405,-26.515114,-83.522224,4927.4365,8.882996,1.5126282,2.6989768,-1.0,-86.0,0.46277606,-0.99287266,-0.6931472,0.04476791,-0.58441055,0.011627907,1.0,12.5,86.0
3156,1.3132616,4.9767337,8.454892,4.104576,3.4493403,2.7559962,147.71828,3.5597527,0.94543535,0.6859943,2.5307274,0.00065824226,0.013292326,0.48022732,0.017453292,79.42881,-12.490991,39.304577,8307.888,19.141352,0.36788568,2.5739336,-1.0,-145.0,0.21800892,-0.94543535,-1.3862944,0.04476791,-0.2595104,0.0068965517,1.0,6.6287494,145.0
3157,1.5514446,5.3844953,9.164611,4.104576,3.5990787,2.7959216,220.71828,3.5597527,0.7148975,0.6859943,3.8048177,0.0013550692,0.013292326,0.4670501,0.017453253,79.42881,-26.515114,39.304577,12490.4795,14.029105,1.5126282,0.48924226,-1.0,-218.0,0.46277606,0.7148975,-1.3862944,0.04476791,0.14248468,0.0045871558,1.0,6.44,218.0
3158,1.3132616,1.7917595,8.008366,3.816894,3.4493403,2.7504776,8.718282,3.5597527,0.9589243,0.6859943,0.10471976,0.00056192186,0.013292326,0.5595525,0.012759379,62.945847,50.500324,39.304577,343.77466,49.916435,2.4911418,0.38330498,-0.9999092,-6.0,-0.88139695,0.9589243,-1.0986123,0.04476791,-1.0249531,0.16666667,0.7615942,10.3533325,6.0
3159,1.3132616,6.1903152,9.126741,3.816894,3.4493403,2.7497084,490.7183,2.7182817,0.40406522,1.4577379,8.517207,0.00054850074,0.0,0.5553638,0.017453292,62.945847,-12.490991,-83.522224,27960.34,55.062542,0.36788568,0.6676006,-1.0,-488.0,0.21800892,0.40406522,-1.0986123,0.04476791,1.6293157,0.0020491802,1.0,10.606667,488.0
3160,1.7436683,4.204693,8.679482,2.7182817,3.670856,2.8649452,69.718285,3.5597527,0.85552,0.6859943,1.1693705,0.0025597594,0.013292326,0.3744604,0.008726646,0.0,-12.490991,39.304577,3838.817,-21.892086,0.36788568,0.4250621,-1.0,-67.0,0.21800892,0.85552,-0.0,0.04476791,-0.6890394,0.014925373,0.0,20.455,67.0
3161,1.3132616,5.3565865,8.288786,3.816894,3.4493403,2.7476158,214.71828,3.5597527,0.8817846,0.6859943,3.700098,0.0005119769,0.013292326,0.61243606,0.017453292,62.945847,15.510358,39.304577,12146.705,70.43316,1.9142001,0.41404334,-1.0,-212.0,-0.27070683,0.8817846,-1.0986123,0.04476791,0.109443985,0.004716981,1.0,11.363334,212.0
3162,1.5514446,6.1136823,9.212538,4.104576,3.5990787,2.8160574,454.7183,3.5597527,0.11475487,0.6859943,7.8888884,0.0017065062,0.013292326,0.3744604,0.017453292,79.42881,-12.490991,39.304577,25897.691,-21.892086,0.36788568,1.1215985,-1.0,-452.0,0.21800892,-0.11475487,-1.3862944,0.04476791,1.4310716,0.0022123894,1.0,5.11375,452.0
3163,1.5514446,5.7071104,9.267949,4.104576,3.5990787,2.850295,303.7183,3.5597527,0.9200142,0.6859943,5.253441,0.002304065,0.013292326,0.28187066,0.017452499,79.42881,-26.515114,39.304577,17246.03,-57.81327,1.5126282,2.5093262,-1.0,-301.0,0.46277606,-0.9200142,-1.3862944,0.04476791,0.59954756,0.003322259,1.0,3.7875,301.0
3164,1.3132616,3.5263605,9.277532,4.104576,3.4493403,2.7842884,36.71828,3.5597527,0.99991184,0.6859943,0.5934119,0.0011520325,0.013292326,0.28187066,0.012759379,79.42881,-12.490991,39.304577,1948.0564,-57.81327,0.36788568,2.7180421,-1.0,-34.0,0.21800892,-0.99991184,-1.3862944,0.04476791,-0.8707632,0.029411765,0.7615942,3.7875,34.0
3165,1.3132616,5.9532433,8.5512085,4.104576,3.4493403,2.7877502,387.7183,3.5597527,0.84623647,0.6859943,6.7195177,0.0012124552,0.013292326,0.26869345,0.017437393,79.42881,-89.506424,39.304577,22058.873,-62.925518,1.0,2.330858,-1.0,-385.0,1.562182,-0.84623647,-1.3862944,0.04476791,1.0621173,0.0025974025,0.99999833,3.59875,385.0
3166,1.5514446,5.996452,8.953511,3.411429,3.5990787,2.7877502,404.7183,3.5597527,0.9906115,0.6859943,7.0162234,0.0012124552,0.013292326,0.5199336,0.017453292,39.714405,1.4862343,39.304577,23032.902,34.54583,1.5194545,0.37134957,-1.0,-402.0,-0.025939684,0.9906115,-0.6931472,0.04476791,1.1557326,0.0024875621,1.0,14.395,402.0
3167,1.3132616,4.248495,6.6333184,2.7182817,3.4493403,2.7811353,72.718285,3.5597527,0.82682866,0.6859943,1.2217305,0.0010970015,0.013292326,0.29513517,0.01733648,0.0,127.51576,39.304577,4010.7043,-52.667164,0.6681691,2.2860572,-1.0,-70.0,-2.22557,-0.82682866,-0.0,0.04476791,-0.6725191,0.014285714,0.9999092,15.91,70.0
3168,1.3132616,4.94876,8.686936,2.7182817,3.4493403,2.7671695,143.71828,3.5597527,0.1934734,0.6859943,2.4609141,0.0008532531,0.013292326,0.3744604,0.017453184,0.0,-40.49234,39.304577,8078.7046,-21.892086,1.9311522,0.8240918,-1.0,-141.0,0.7067247,0.1934734,-0.0,0.04476791,-0.28153753,0.0070921984,1.0,20.455,141.0
3169,1.3132616,5.9584246,7.877397,3.411429,3.4493403,2.744681,389.7183,2.7182817,0.98195785,1.4577379,6.754424,0.00046075217,0.0,0.6611307,0.017453292,39.714405,1.4862343,-83.522224,22173.465,96.095985,1.5194545,0.37457702,-1.0,-387.0,-0.025939684,0.98195785,-0.6931472,0.04476791,1.0731308,0.0025839794,1.0,18.94,387.0
3170,1.3132616,5.198497,9.202208,4.104576,3.4493403,2.7671695,183.71828,3.5597527,0.35491017,0.6859943,3.159046,0.0008532531,0.013292326,0.3744604,0.017453292,79.42881,-47.480953,39.304577,10370.535,-21.892086,0.75855386,0.7012364,-1.0,-181.0,0.828699,0.35491017,-1.3862944,0.04476791,-0.061266255,0.005524862,1.0,5.11375,181.0
3171,1.3132616,5.605802,7.6834035,3.411429,3.4493403,2.7582817,274.7183,3.5597527,0.044212565,0.6859943,4.7472954,0.0006981317,0.013292326,0.4537856,0.017453292,39.714405,43.511707,39.304577,15584.451,8.882996,1.1630702,0.9567506,-1.0,-272.0,-0.7594226,0.044212565,-0.6931472,0.04476791,0.4398509,0.0036764706,1.0,12.5,272.0
3172,1.5514446,3.295837,8.722743,2.7182817,3.5990787,3.3783479,29.71828,2.7182817,0.7625584,1.4577379,0.47123888,0.011520325,0.0,0.052883476,0.012759379,0.0,183.51848,-83.522224,1546.986,-139.88014,2.6221178,2.1437538,-1.0,-27.0,-3.2030017,-0.7625584,-0.0,0.04476791,-0.90931064,0.037037037,0.7615942,3.03,27.0
3173,1.5514446,5.894403,9.034796,3.816894,3.5990787,2.7842774,365.7183,3.5597527,0.9880363,0.6859943,6.335545,0.0011518424,0.013292326,0.54637533,0.017453292,62.945847,-12.490991,39.304577,20798.367,44.804188,0.36788568,0.37230706,-1.0,-363.0,0.21800892,0.9880363,-1.0986123,0.04476791,0.9409681,0.002754821,1.0,10.101667,363.0
3174,1.3132616,2.3025851,8.394799,4.104576,3.4493403,2.769056,12.718282,2.7182817,0.6569866,1.4577379,0.17453292,0.00088617887,0.0,0.34374258,0.016625555,79.42881,-12.490991,-83.522224,572.95776,-27.038193,0.36788568,1.9289708,-0.99999833,-10.0,0.21800892,-0.6569866,-1.3862944,0.04476791,-1.002926,0.1,0.9950548,4.92375,10.0
3175,1.3132616,4.8441873,8.858085,3.411429,3.4493403,2.7671695,129.71828,3.5597527,0.9819522,0.6859943,2.2165682,0.0008532531,0.013292326,0.3744604,0.01745114,39.714405,141.493,39.304577,7276.5635,-21.892086,2.718124,0.3745791,-1.0,-127.0,-2.469519,0.9819522,-0.6931472,0.04476791,-0.3586325,0.007874016,0.99999994,10.2275,127.0
3176,1.3132616,5.365976,9.059866,3.816894,3.4493403,2.7422826,216.71828,3.5597527,0.21942526,0.6859943,3.7350047,0.00041889577,0.013292326,0.74464476,0.017453292,62.945847,29.487585,39.304577,12261.296,121.72496,0.38257998,1.2453609,-1.0,-214.0,-0.5146555,-0.21942526,-1.0986123,0.04476791,0.120457545,0.004672897,1.0,13.888333,214.0
3177,1.3132616,6.542472,9.177403,3.816894,3.4493403,2.7504776,696.71826,2.7182817,0.99920565,1.4577379,12.112585,0.00056192186,0.0,0.54209924,0.017453292,62.945847,-12.490991,-83.522224,39763.27,49.916435,0.36788568,2.7161236,-1.0,-694.0,0.21800892,-0.99920565,-1.0986123,0.04476791,2.763713,0.0014409221,1.0,10.3533325,694.0
3178,1.5514446,5.961005,9.264923,4.104576,3.5990787,2.809315,390.7183,3.5597527,0.65700936,0.6859943,6.7718773,0.0015888296,0.013292326,0.40090212,0.017453292,79.42881,15.510358,39.304577,22230.762,-11.633729,1.9142001,0.5183993,-1.0,-388.0,-0.27070683,0.65700936,-1.3862944,0.04476791,1.0786376,0.0025773195,1.0,5.4925,388.0
3179,1.3132616,3.7612002,8.878636,3.411429,3.4493403,2.7504776,45.71828,3.5597527,0.99991184,0.6859943,0.75049156,0.00056192186,0.013292326,0.5595525,0.017452499,39.714405,1.4862343,39.304577,2463.7183,49.916435,1.5194545,2.7180421,-1.0,-43.0,-0.025939684,-0.99991184,-0.6931472,0.04476791,-0.82120216,0.023255814,1.0,15.53,43.0
3180,1.3132616,5.525453,9.255792,4.104576,3.4493403,2.7637985,253.71828,3.5597527,0.7148975,0.6859943,4.3807764,0.0007944148,0.013292326,0.40090212,0.017453292,79.42881,29.487585,39.304577,14381.24,-11.633729,0.38257998,0.48924226,-1.0,-251.0,-0.5146555,0.7148975,-1.3862944,0.04476791,0.3242085,0.003984064,1.0,5.4925,251.0
3181,1.3132616,5.4595857,9.26776,4.104576,3.4493403,2.7811353,237.71828,3.5597527,0.9746419,0.6859943,4.101524,0.0010970015,0.013292326,0.29513517,0.017453292,79.42881,-89.506424,39.304577,13464.508,-52.667164,1.0,0.3773274,-1.0,-235.0,1.562182,0.9746419,-1.3862944,0.04476791,0.23609999,0.004255319,1.0,3.9775,235.0
3182,1.3132616,4.882802,7.922986,3.816894,3.4493403,2.7497084,134.71828,2.7182817,0.24525198,1.4577379,2.3038347,0.00054850074,0.0,0.5553638,0.017453292,62.945847,-89.506424,-83.522224,7563.0425,55.062542,1.0,0.78250736,-1.0,-132.0,1.562182,0.24525198,-1.0986123,0.04476791,-0.33109856,0.007575758,1.0,10.606667,132.0
3183,1.5514446,5.198497,9.263881,4.104576,3.5990787,2.80079,183.71828,3.5597527,0.873312,0.6859943,3.159046,0.0014400407,0.013292326,0.4405211,0.017453292,79.42881,50.500324,39.304577,10370.535,3.7368863,2.4911418,0.41756627,-1.0,-181.0,-0.88139695,0.873312,-1.3862944,0.04476791,-0.061266255,0.005524862,1.0,6.06,181.0
3184,1.5514446,6.3561077,9.20251,4.104576,3.5990787,2.7826734,578.71826,2.7182817,0.7682354,1.4577379,10.053097,0.0011238437,0.0,0.54209924,0.017453292,79.42881,106.50302,-83.522224,33002.367,49.916435,1.3120353,0.46383086,-1.0,-576.0,-1.8588285,0.7682354,-1.3862944,0.04476791,2.1139126,0.0017361111,1.0,7.765,576.0
3185,1.3132616,2.9957323,6.632002,2.7182817,3.4493403,2.7877502,22.71828,3.5597527,0.1498772,0.6859943,0.34906584,0.0012124552,0.013292326,0.26869345,0.012759379,0.0,141.493,39.304577,1145.9155,-62.925518,2.718124,1.1616917,-1.0,-20.0,-2.469519,-0.1498772,-0.0,0.04476791,-0.94785815,0.05,0.7615942,14.395,20.0
3186,1.3132616,6.4676986,8.988446,3.411429,3.4493403,2.7504776,646.71826,2.7182817,0.9906115,1.4577379,11.239921,0.00056192186,0.0,0.54209924,0.017453292,39.714405,29.487585,-83.522224,36898.48,49.916435,0.38257998,0.37134957,-1.0,-644.0,-0.5146555,0.9906115,-0.6931472,0.04476791,2.4883738,0.0015527951,1.0,15.53,644.0
3187,1.3132616,5.4026775,9.078294,3.816894,3.4493403,2.7457807,224.71828,2.7182817,0.7024078,1.4577379,3.874631,0.0004799475,0.0,0.63468903,0.017453292,62.945847,50.500324,-83.522224,12719.662,85.83763,2.4911418,0.49539107,-1.0,-222.0,-0.88139695,0.7024078,-1.0986123,0.04476791,0.1645118,0.0045045046,1.0,12.121667,222.0
3188,1.3132616,5.9939613,8.918651,3.411429,3.4493403,2.7637985,403.7183,3.5597527,0.2963974,0.6859943,6.99877,0.0007944148,0.013292326,0.40090212,0.01744744,39.714405,50.500324,39.304577,22975.605,-11.633729,2.4911418,0.7434919,-1.0,-401.0,-0.88139695,0.2963974,-0.6931472,0.04476791,1.1502258,0.0024937657,0.99999976,10.985,401.0
3189,1.7436683,4.2195077,8.2395935,3.816894,3.670856,2.82531,70.718285,3.5597527,0.026551155,0.6859943,1.1868238,0.0018679941,0.013292326,0.5066691,0.015372808,62.945847,78.50167,39.304577,3896.1128,29.399721,0.40420502,0.9737982,-1.0,-68.0,-1.3701127,0.026551155,-1.0986123,0.04476791,-0.68353266,0.014705882,0.9640276,9.343334,68.0
3190,1.5514446,5.241747,8.886824,3.411429,3.5990787,2.812577,191.71828,3.5597527,0.99779725,0.6859943,3.2986722,0.0016457608,0.013292326,0.38763762,0.017453292,39.714405,-47.480953,39.304577,10828.901,-16.779839,0.75855386,2.7123008,-1.0,-189.0,0.828699,-0.99779725,-0.6931472,0.04476791,-0.017211998,0.005291005,1.0,10.605,189.0
3191,1.7436683,3.7841897,8.7396965,2.7182817,3.670856,2.8982997,46.71828,3.5597527,0.91652155,0.6859943,0.7679449,0.0031419066,0.013292326,0.30831242,0.015372808,0.0,-26.515114,39.304577,2521.0142,-47.554905,1.5126282,0.39990765,-1.0,-44.0,0.46277606,0.91652155,-0.0,0.04476791,-0.81569535,0.022727273,0.9640276,16.665,44.0
3192,1.7436683,3.5263605,7.388328,3.411429,3.670856,2.8706048,36.71828,3.5597527,0.99991184,0.6859943,0.5934119,0.0026585367,0.013292326,0.3611959,0.012759379,39.714405,15.510358,39.304577,1948.0564,-27.038193,1.9142001,2.7180421,-1.0,-34.0,-0.27070683,-0.99991184,-0.6931472,0.04476791,-0.8707632,0.029411765,0.7615942,9.8475,34.0
3193,1.5514446,6.0473723,8.012018,3.816894,3.5990787,2.7744536,425.7183,2.7182817,0.9364514,1.4577379,7.382743,0.0009803844,0.0,0.6214245,0.017453292,62.945847,-89.506424,-83.522224,24236.113,80.69151,1.0,0.39201647,-1.0,-423.0,1.562182,0.9364514,-1.0986123,0.04476791,1.2713751,0.0023640662,1.0,11.868333,423.0
3194,1.5514446,0.6931472,9.24116,4.104576,3.5990787,2.857219,4.7182817,3.5597527,0.9092974,0.6859943,0.034906585,0.0024249104,0.013292326,0.26869345,0.008726646,79.42881,-47.480953,39.304577,114.59155,-62.925518,0.75855386,2.4825778,-0.9640276,-2.0,0.828699,-0.9092974,-1.3862944,0.04476791,-1.0469803,0.5,0.0,3.59875,2.0
3195,1.3132616,5.590987,9.263976,4.104576,3.4493403,2.7504776,270.7183,3.5597527,0.4677185,0.6859943,4.677482,0.00056192186,0.013292326,0.5595525,0.017453292,79.42881,-89.506424,39.304577,15355.268,49.916435,1.0,1.596348,-1.0,-268.0,1.562182,-0.4677185,-1.3862944,0.04476791,0.41782376,0.0037313432,1.0,7.765,268.0
