,alcohol_rbfFeature,residual sugar_rbfFeature,sulphates_rbfFeature,pH_rbfFeature,alcohol_sin,total sulfur dioxide_sin,volatile acidity_sin,chlorides_exp,volatile acidity_ln,alcohol_ln,chlorides_ln,chlorides_tanh,sulphates_tanh,total sulfur dioxide_tanh,residual sugar_tanh,citric acid_square,alcohol_square,free sulfur dioxide_square,alcohol_recip,sulphates_recip,fixed acidity_recip,pH_recip,total sulfur dioxide_radian,volatile acidity_radian,citric acid_radian,sulphates_radian,fixed acidity_cos,chlorides_cos,alcohol_cos,citric acid_cos,quality
164,-0.37964424,0.17331076,0.37016857,0.41333902,0.024775807,0.99881524,0.556361,1.0725082,-0.5276328,2.2407095,-2.65926,0.06988589,0.45421645,1.0,0.99999887,0.0676,88.35999,1225.0,0.10638298,2.0408163,0.1369863,0.2967359,2.1118484,0.010297442,0.0045378557,0.008552114,0.52607733,0.997551,-0.99969304,0.96638995,2.0
165,-0.23062232,0.18259647,0.0965204,-0.2919525,-0.075151116,0.98358774,0.58914477,1.105171,-0.46203548,2.2512918,-2.3025851,0.099667996,0.551128,1.0,0.93540907,0.2304,90.25,196.0,0.10526316,1.6129032,0.12820512,0.31347963,1.6755161,0.010995574,0.00837758,0.010821042,0.05395523,0.9950042,-0.9971722,0.8869949,2.0
166,-0.36187178,0.41942164,0.16496691,0.4167569,-0.6998745,0.4520258,0.59719545,1.0887171,-0.44628716,2.3223877,-2.465104,0.084795885,0.4777,1.0,0.97045195,0.010000001,104.03999,324.0,0.09803922,1.923077,0.14705881,0.2994012,1.7627826,0.011170107,0.0017453292,0.0090757115,0.8693974,0.9963897,-0.71426576,0.9950042,2.0
167,-0.24267481,-0.2177424,0.26542297,-0.30228597,0.41211846,-0.91652155,0.52268726,1.0746554,-0.597837,2.1972246,-2.6310892,0.07187584,0.4462436,1.0,0.9216685,0.0009,81.0,289.0,0.11111111,2.0833335,0.1369863,0.2967359,0.7330383,0.009599311,0.00052359875,0.00837758,0.52607733,0.9974091,-0.91113025,0.99955004,1.0
168,0.42633075,0.22033072,-0.1058206,-0.30127496,-0.82782626,0.017701926,0.58914477,1.0930806,-0.46203548,2.3418057,-2.419119,0.088765755,0.5005202,1.0,0.97045195,0.0049,108.15999,121.0,0.09615385,1.8181818,0.14705881,0.28818443,0.7679449,0.010995574,0.0012217305,0.009599311,0.8693974,0.99604213,-0.56098455,0.997551,3.0
169,0.12251038,-0.35149947,-0.42507246,-0.18395863,-0.075151116,0.1673557,0.6480338,1.4333293,-0.3495575,2.2512918,-1.0216513,0.345214,0.9201493,1.0,0.946806,0.0576,90.25,225.0,0.10526316,0.6289308,0.13333334,0.33333334,1.0995574,0.0123045705,0.00418879,0.027750736,0.3466353,0.9358968,-0.9971722,0.971338,2.0
170,-0.40561917,-0.011286274,-0.33643213,-0.3129763,0.319098,0.98935825,0.773915,1.059715,-0.12216765,2.2082744,-2.8473122,0.057935044,0.3185208,0.99999976,0.946806,0.0009,82.810005,16.0,0.1098901,3.030303,0.12658228,0.29761904,0.13962634,0.015446164,0.00052359875,0.0057595866,-0.04600222,0.9983185,-0.9477217,0.99955004,1.0
171,0.42053503,0.42581546,0.405423,0.30640602,0.2228901,-0.75098723,0.40776044,1.0757306,-0.8675006,2.2192035,-2.6172957,0.072870605,0.5441271,1.0,0.9640276,0.028900001,84.64,36.0,0.108695656,1.6393442,0.125,0.30395138,0.31415927,0.0073303827,0.0029670598,0.010646509,-0.14550003,0.9973367,-0.97484356,0.9855848,3.0
172,0.42053503,0.42581546,0.405423,0.30640602,0.2228901,-0.75098723,0.40776044,1.0757306,-0.8675006,2.2192035,-2.6172957,0.072870605,0.5441271,1.0,0.9640276,0.028900001,84.64,36.0,0.108695656,1.6393442,0.125,0.30395138,0.31415927,0.0073303827,0.0029670598,0.010646509,-0.14550003,0.9973367,-0.97484356,0.9855848,3.0
173,0.026863778,-0.4156995,0.41878694,-0.3766778,-0.87545216,-0.91652155,0.5810352,1.0703653,-0.4780358,2.442347,-2.6882474,0.06789538,0.5153593,1.0,0.95623744,0.0025000002,132.25,576.0,0.08695652,1.754386,0.13513513,0.29239765,0.7330383,0.010821042,0.0008726646,0.009948377,0.43854725,0.9976889,0.48330477,0.99875027,3.0
174,0.40752655,0.3346988,-0.37995583,0.40695706,-0.075151116,-0.42818266,0.37092048,1.0832871,-0.967584,2.2512918,-2.5257287,0.07982977,0.43819928,1.0,0.9640276,0.044099998,90.25,49.0,0.10526316,2.1276596,0.1369863,0.3003003,0.61086524,0.006632251,0.0036651914,0.008203047,0.52607733,0.99680173,-0.9971722,0.9780309,2.0
175,0.21369576,0.006975722,0.12708159,0.3752509,-0.075151116,-0.95375264,0.47942555,1.0887171,-0.6931472,2.2512918,-2.465104,0.084795885,0.65270674,1.0,0.90514827,0.0016,90.25,361.0,0.10526316,1.2820513,0.14492753,0.29850748,0.8552113,0.008726646,0.0006981317,0.013613568,0.815725,0.9963897,-0.9971722,0.9992001,2.0
176,0.40752655,0.3346988,-0.37995583,0.40695706,-0.075151116,-0.42818266,0.37092048,1.0832871,-0.967584,2.2512918,-2.5257287,0.07982977,0.43819928,1.0,0.9640276,0.044099998,90.25,49.0,0.10526316,2.1276596,0.1369863,0.3003003,0.61086524,0.006632251,0.0036651914,0.008203047,0.52607733,0.99680173,-0.9971722,0.9780309,2.0
177,-0.0011332128,0.42627177,-0.42512786,0.32848153,-0.8796958,0.29636857,0.4968801,1.0908966,-0.6539265,2.3513753,-2.4418473,0.08678117,0.5441271,1.0,0.9800964,0.17639999,110.25,64.0,0.0952381,1.6393442,0.13333334,0.27932963,0.6632251,0.0090757115,0.0073303827,0.010646509,0.3466353,0.9962179,-0.47553694,0.9130889,3.0
178,-0.0541714,0.042520337,0.05436261,0.21577576,-0.17432716,0.9129453,0.7208307,1.0703653,-0.216913,2.261763,-2.6882474,0.06789538,0.5079775,1.0,0.9866143,0.0,92.16,49.0,0.104166664,1.7857143,0.14285715,0.28735632,0.34906584,0.014049901,0.0,0.009773844,0.75390226,0.9976889,-0.9846878,1.0,2.0
179,-0.24465348,-0.36922646,-0.27554172,-0.4264014,-0.075151116,-0.91652155,0.57286745,1.0692954,-0.4942963,2.2512918,-2.7030625,0.066899925,0.5298956,1.0,0.9836749,0.0196,90.25,100.0,0.10526316,1.6949153,0.11363636,0.31347963,0.7330383,0.010646509,0.002443461,0.010297442,-0.81109315,0.99775636,-0.9971722,0.990216,2.0
180,-0.24465348,-0.36922646,-0.27554172,-0.4264014,-0.075151116,-0.91652155,0.57286745,1.0692954,-0.4942963,2.2512918,-2.7030625,0.066899925,0.5298956,1.0,0.9836749,0.0196,90.25,100.0,0.10526316,1.6949153,0.11363636,0.31347963,0.7330383,0.010646509,0.002443461,0.010297442,-0.81109315,0.99775636,-0.9971722,0.990216,2.0
181,-0.39651796,0.38642207,-0.42443812,-0.027292931,0.12445424,-0.044242676,0.57286745,1.3099644,-0.4942963,2.2300143,-1.3093333,0.26362485,0.7698665,1.0,0.9640276,0.24010001,86.490005,529.0,0.107526876,0.98039216,0.11235955,0.32051283,1.9198622,0.010646509,0.008552114,0.017802358,-0.865435,0.96377087,-0.99222535,0.88233286,2.0
182,-0.38881323,-0.114743344,-0.4024287,0.31415987,0.12445424,-0.91652155,0.66686964,1.0789626,-0.31471074,2.2300143,-2.577022,0.07585401,0.4777,1.0,0.9866143,0.0004,86.490005,256.0,0.107526876,1.923077,0.1388889,0.29069766,0.7330383,0.0127409035,0.00034906584,0.0090757115,0.60835147,0.9971134,-0.99222535,0.9998,2.0
183,-0.22817655,-0.3581238,-0.4243586,0.39638993,0.12445424,0.82682866,0.57286745,1.0800421,-0.4942963,2.2300143,-2.5639498,0.07684818,0.5226654,1.0,0.946806,0.040000003,86.490005,121.0,0.107526876,1.724138,0.14705881,0.28248587,1.134464,0.010646509,0.0034906585,0.010122909,0.8693974,0.997037,-0.99222535,0.9800666,2.0
184,0.42552996,-0.29797405,-0.36749148,-0.42537627,0.12445424,-0.7391807,0.5810352,1.0822042,-0.4780358,2.2300143,-2.5383074,0.07883607,0.5226654,1.0,0.95623744,0.044099998,86.490005,64.0,0.107526876,1.724138,0.14925374,0.2840909,1.0821041,0.010821042,0.0036651914,0.010122909,0.91438323,0.9968811,-0.99222535,0.9780309,3.0
185,0.3305887,0.3258164,-0.42579627,0.17862877,-0.27176043,-0.17607561,0.30505863,1.1173949,-1.171183,2.272126,-2.198225,0.11054636,0.4853811,1.0,0.9640276,0.3249,94.09,676.0,0.10309278,1.8867925,0.11235955,0.30674848,1.4835298,0.005410521,0.009948377,0.009250244,-0.865435,0.9938458,-0.9623649,0.841901,2.0
186,-0.3561721,0.306579,0.09221296,-0.07457394,0.2228901,-0.85552,0.3801884,1.0854559,-0.94160855,2.2192035,-2.501036,0.0818167,0.5005202,1.0,0.9640276,0.2304,84.64,196.0,0.108695656,1.8181818,0.13513513,0.2994012,1.1693705,0.006806784,0.00837758,0.009599311,0.43854725,0.9966399,-0.97484356,0.8869949,2.0
187,0.3026617,0.16395973,0.14409357,-0.37592894,-0.27176043,0.7625584,0.6480338,1.087629,-0.3495575,2.272126,-2.4769385,0.08380298,0.45421645,1.0,0.9890274,0.010000001,94.09,81.0,0.10309278,2.0408163,0.12987013,0.29498523,0.4537856,0.0123045705,0.0017453292,0.008552114,0.15337405,0.9964741,-0.9623649,0.9950042,2.0
188,0.18393363,-0.34418893,0.41647342,0.38935047,-0.075151116,-0.9983454,0.47942555,1.087629,-0.6931472,2.2512918,-2.4769385,0.08380298,0.5005202,1.0,0.9640276,0.10890001,90.25,225.0,0.10526316,1.8181818,0.12658228,0.3125,2.4958208,0.008726646,0.0057595866,0.009599311,-0.04600222,0.9964741,-0.9971722,0.94604236,2.0
189,-0.37912408,0.39534977,-0.31274316,0.16923513,-0.075151116,-0.4910216,0.4706259,1.0854559,-0.7133499,2.2512918,-2.501036,0.0818167,0.5005202,1.0,0.95623744,0.1024,90.25,289.0,0.10526316,1.8181818,0.12658228,0.3125,2.5132742,0.008552114,0.0055850535,0.009599311,-0.04600222,0.9966399,-0.9971722,0.94923544,2.0
190,0.36403975,0.07633547,0.40762392,-0.24742936,0.024775807,0.9726301,0.47942555,1.0800421,-0.6931472,2.2407095,-2.5639498,0.07684818,0.551128,1.0,0.9939632,0.122499995,88.35999,441.0,0.10638298,1.6129032,0.12195122,0.30959752,2.2165682,0.008726646,0.0061086523,0.010821042,-0.3391547,0.997037,-0.99969304,0.9393727,2.0
191,0.11019247,-0.36689013,0.33574983,0.40988055,-0.3664793,-0.95375264,0.36161545,1.0768068,-0.99425226,2.2823825,-2.6036901,0.07386523,0.551128,1.0,0.95623744,0.0625,96.04,441.0,0.10204081,1.6129032,0.15625,0.28011206,0.8552113,0.006457718,0.004363323,0.010821042,0.9931849,0.99726325,-0.9304262,0.9689124,3.0
192,-0.25923043,-0.32050917,0.06364277,0.4051653,-0.075151116,0.3299908,0.58914477,1.1040664,-0.46203548,2.2512918,-2.3126354,0.09867783,0.5441271,1.0,0.9989996,0.0144,90.25,256.0,0.10526316,1.6393442,0.14705881,0.30487806,2.1991148,0.010995574,0.002094395,0.010646509,0.8693974,0.9951035,-0.9971722,0.99280864,2.0
193,0.176137,-0.42567813,-0.014960433,-0.40654063,-0.27176043,0.2709058,0.52268726,1.0735812,-0.597837,2.272126,-2.6450753,0.070880935,0.5005202,1.0,0.9757431,0.044099998,94.09,49.0,0.10309278,1.8181818,0.13157895,0.30487806,0.4886922,0.009599311,0.0036651914,0.009599311,0.25125992,0.9974806,-0.9623649,0.9780309,2.0
194,0.176137,-0.42567813,-0.014960433,-0.40654063,-0.27176043,0.2709058,0.52268726,1.0735812,-0.597837,2.272126,-2.6450753,0.070880935,0.5005202,1.0,0.9757431,0.044099998,94.09,49.0,0.10309278,1.8181818,0.13157895,0.30487806,0.4886922,0.009599311,0.0036651914,0.009599311,0.25125992,0.9974806,-0.9623649,0.9780309,2.0
195,0.41729438,-0.39518514,-0.30888274,-0.14225617,0.024775807,0.58061117,0.556361,1.0768068,-0.5276328,2.2407095,-2.6036901,0.07386523,0.492988,1.0,0.9640276,0.10890001,88.35999,576.0,0.10638298,1.8518518,0.12820512,0.30769232,2.0943952,0.010297442,0.0057595866,0.009424779,0.05395523,0.99726325,-0.99969304,0.94604236,2.0
196,-0.351977,0.2012462,-0.03732998,-0.3836828,-0.6998745,-0.99975514,0.54802394,1.0768068,-0.5447272,2.3223877,-2.6036901,0.07386523,0.5298956,1.0,0.9836749,0.09,104.03999,225.0,0.09803922,1.6949153,0.1369863,0.28901735,0.9599311,0.010122909,0.0052359877,0.010297442,0.52607733,0.99726325,-0.71426576,0.9553365,2.0
197,0.37266293,0.17515488,0.405548,0.34494385,-0.6250709,0.95637596,0.29552022,1.0692954,-1.2039728,2.3125355,-2.7030625,0.066899925,0.7487043,1.0,0.9640276,0.36,102.01001,144.0,0.099009894,1.0309278,0.08695652,0.32154343,0.47123888,0.0052359877,0.010471975,0.016929694,0.48330477,0.99775636,-0.78056794,0.8253356,3.0
198,-0.20337191,-0.28113768,0.35635352,0.41061968,0.42016706,-0.9482821,0.74129647,1.0470744,-0.18032359,2.5649493,-3.079114,0.04596758,0.6910695,1.0,0.83365464,0.0064,169.0,169.0,0.07692308,1.1764705,0.18518518,0.28011206,1.6231562,0.014573499,0.0013962634,0.014835299,0.63469297,0.9989422,0.9074468,0.99680173,4.0
199,-0.37501523,0.26522228,-0.18680194,0.2511182,-0.9193287,-0.40403765,0.8866269,1.0628989,0.08617772,2.4336133,-2.7968814,0.06092445,0.4053213,1.0,0.97045195,0.0036,129.95999,144.0,0.0877193,2.3255813,0.14492753,0.28490028,0.54105204,0.019024089,0.0010471975,0.007504916,0.815725,0.9981401,0.39349052,0.99820054,1.0
200,-0.29716212,0.07899299,-0.1548344,-0.18241017,-0.76768595,-0.9055784,0.31456655,1.0575978,-1.1394343,2.3321438,-2.8824036,0.055941533,0.6750699,1.0,0.88535166,0.2209,106.090004,81.0,0.097087376,1.2195122,0.104166664,0.310559,0.41887903,0.0055850535,0.008203047,0.014311699,-0.9846878,0.9984324,-0.6408263,0.8915683,4.0
201,-0.3296994,0.25034368,-0.2913968,-0.4126723,0.12445424,0.46774516,0.36161545,1.1018604,-0.99425226,2.2300143,-2.3330443,0.09669692,0.7739083,1.0,0.97045195,0.2304,86.490005,1521.0,0.107526876,0.97087383,0.11363636,0.32894737,2.5307274,0.006457718,0.00837758,0.017976891,-0.81109315,0.99529916,-0.99222535,0.8869949,2.0
202,0.024915237,0.034161676,0.386444,-0.24666561,-0.075151116,-0.95375264,0.47942555,1.0778842,-0.6931472,2.2512918,-2.5902672,0.07485969,0.6584091,1.0,0.90514827,0.0121,90.25,256.0,0.10526316,1.2658228,0.14705881,0.29761904,0.8552113,0.008726646,0.0019198621,0.013788101,0.8693974,0.9971888,-0.9971722,0.9939561,2.0
203,-0.25349572,0.281834,-0.3720306,0.25170913,0.2228901,0.96379536,0.40776044,1.0919881,-0.8675006,2.2192035,-2.4304185,0.08777355,0.5005202,1.0,0.9216685,0.122499995,84.64,256.0,0.108695656,1.8181818,0.14285715,0.2994012,0.6806784,0.0073303827,0.0061086523,0.009599311,0.75390226,0.9961305,-0.97484356,0.9393727,2.0
204,0.06205478,-0.4142016,-0.4238616,0.28646478,0.2228901,-0.6435381,0.4168708,1.0930806,-0.84397006,2.2192035,-2.419119,0.088765755,0.5079775,1.0,0.9216685,0.1296,84.64,196.0,0.108695656,1.7857143,0.14285715,0.2994012,0.6457718,0.007504916,0.0062831854,0.009773844,0.75390226,0.99604213,-0.97484356,0.9358968,3.0
205,0.3257895,-0.29131615,0.4016308,-0.28675312,-0.9809363,0.2709058,0.29552022,1.0996588,-1.2039728,2.3795462,-2.3538785,0.09471524,0.64692944,1.0,0.9890274,0.54760003,116.64001,81.0,0.09259259,1.2987013,0.078125,0.3125,0.4886922,0.0052359877,0.012915436,0.013439035,0.9728325,0.9954909,-0.19432972,0.7384685,4.0
206,0.3257895,-0.29131615,0.4016308,-0.28675312,-0.9809363,0.2709058,0.29552022,1.0996588,-1.2039728,2.3795462,-2.3538785,0.09471524,0.64692944,1.0,0.9890274,0.54760003,116.64001,81.0,0.09259259,1.2987013,0.078125,0.3125,0.4886922,0.0052359877,0.012915436,0.013439035,0.9728325,0.9954909,-0.19432972,0.7384685,4.0
207,0.35357744,-0.39706668,-0.37290907,0.3989195,0.12445424,0.58061117,0.539632,1.0714362,-0.56211895,2.2300143,-2.6736488,0.0688907,0.4853811,1.0,0.946806,0.0961,86.490005,676.0,0.107526876,1.8867925,0.12820512,0.30395138,2.0943952,0.009948377,0.005410521,0.009250244,0.05395523,0.99762046,-0.99222535,0.95233357,2.0
208,-0.42434797,-0.30575293,-0.07281506,0.25369647,0.024775807,0.6832617,0.42593947,1.105171,-0.82098055,2.2407095,-2.3025851,0.099667996,0.58497995,1.0,0.99100745,0.0784,88.35999,324.0,0.10638298,1.4925373,0.12820512,0.310559,1.6580628,0.0076794485,0.004886922,0.011693706,0.05395523,0.9950042,-0.99969304,0.96105546,2.0
209,-0.03299151,-0.42394456,0.4084677,0.17096093,-0.8796958,0.1498772,0.29552022,1.0554847,-1.2039728,2.3513753,-2.9187713,0.053947575,0.7064193,1.0,0.97045195,0.33639997,110.25,49.0,0.0952381,1.1363636,0.09090909,0.3021148,0.33161256,0.0052359877,0.010122909,0.015358897,0.004425698,0.99854237,-0.47553694,0.8364627,4.0
210,0.19888614,-0.19398445,0.39858297,-0.29827324,-0.16560456,0.1498772,0.50553334,1.0397705,-0.63487834,2.5176964,-3.2441936,0.03898024,0.69625765,1.0,0.9640276,0.36,153.76,25.0,0.08064517,1.1627907,0.10309278,0.3030303,0.33161256,0.009250244,0.010471975,0.015009832,-0.9623649,0.9992396,0.9861922,0.8253356,3.0
211,0.057421613,-0.28763777,-0.23439538,-0.2682726,-0.54402107,-0.7391807,0.66313547,1.0865418,-0.32158363,2.3025851,-2.4889147,0.082809925,0.5079775,1.0,0.9926315,0.0576,100.0,100.0,0.1,1.7857143,0.125,0.29850748,1.0821041,0.012653638,0.00418879,0.009773844,-0.14550003,0.9965575,-0.8390715,0.971338,3.0
212,0.05220673,0.26418385,-0.33431923,0.006203592,-0.6998745,0.65028787,0.42593947,1.0607752,-0.82098055,2.3223877,-2.8302178,0.058931634,0.58497995,1.0,0.97045195,0.4096,104.03999,25.0,0.09803922,1.4925373,0.08620689,0.31152648,0.2617994,0.0076794485,0.011170107,0.011693706,0.56828994,0.99826,-0.71426576,0.8020958,3.0
213,-0.41672358,0.045450635,-0.39713237,0.058244586,-0.6250709,0.82682866,0.539632,1.0618366,-0.56211895,2.3125355,-2.8134108,0.059928104,0.4053213,1.0,0.9757431,0.0676,102.01001,784.0,0.099009894,2.3255813,0.12195122,0.3030303,1.134464,0.009948377,0.0045378557,0.007504916,-0.3391547,0.99820054,-0.78056794,0.96638995,2.0
214,-0.4263371,0.3774428,0.142603,-0.38577735,-0.3664793,-0.15862267,0.6705872,1.0963649,-0.30788478,2.2823825,-2.3859668,0.091741316,0.6106768,1.0,0.9836749,0.0064,96.04,100.0,0.10204081,1.4084507,0.12820512,0.30864197,0.715585,0.01282817,0.0013962634,0.012391837,0.05395523,0.995771,-0.9304262,0.99680173,3.0
215,-0.42396143,0.24714677,-0.0529666,-0.20317732,-0.8796958,0.99881524,0.4706259,1.0618366,-0.7133499,2.3513753,-2.8134108,0.059928104,0.641077,1.0,0.99997264,0.24010001,110.25,676.0,0.0952381,1.3157895,0.14285715,0.2994012,2.1118484,0.008552114,0.008552114,0.013264502,0.75390226,0.99820054,-0.47553694,0.88233286,2.0
216,-0.2897352,0.422038,0.4247292,0.30523714,-0.9999902,-0.95375264,0.58509725,1.1062768,-0.47000363,2.3978953,-2.2926347,0.10065796,0.5153593,1.0,0.9640276,0.0256,121.0,169.0,0.09090909,1.754386,0.11494253,0.3184713,0.8552113,0.0109083075,0.0027925267,0.009948377,-0.7486465,0.99490386,0.004425698,0.98722726,2.0
217,-0.31977218,0.42159805,-0.3018894,-0.1599446,0.319098,-0.15862267,0.66313547,1.0746554,-0.32158363,2.2082744,-2.6310892,0.07187584,0.5005202,1.0,0.9757431,0.0484,82.810005,121.0,0.1098901,1.8181818,0.12345678,0.29761904,0.715585,0.012653638,0.0038397242,0.009599311,-0.24354452,0.9974091,-0.9477217,0.97589743,2.0
218,-0.089785665,0.34837422,-0.085318446,-0.16612285,-0.27176043,0.017701926,0.4706259,1.0789626,-0.7133499,2.272126,-2.577022,0.07585401,0.492988,1.0,0.95623744,0.0361,94.09,100.0,0.10309278,1.8518518,0.13333334,0.29498523,0.7679449,0.008552114,0.0033161256,0.009424779,0.3466353,0.9971134,-0.9623649,0.9820042,2.0
219,0.24469616,0.06425403,0.2581606,0.18887815,-0.075151116,-0.4910216,0.50553334,1.0832871,-0.63487834,2.2512918,-2.5257287,0.07982977,0.5370496,1.0,0.9836749,0.10890001,90.25,576.0,0.10526316,1.6666666,0.12820512,0.3030303,2.5132742,0.009250244,0.0057595866,0.010471975,0.05395523,0.99680173,-0.9971722,0.94604236,2.0
220,-0.21613055,-0.22821306,-0.08715113,0.023484077,0.024775807,0.99287266,0.3334871,1.0854559,-1.0788096,2.2407095,-2.501036,0.0818167,0.5298956,1.0,0.9640276,0.13690001,88.35999,576.0,0.10638298,1.6949153,0.12820512,0.2994012,1.012291,0.0059341197,0.006457718,0.010297442,0.05395523,0.9966399,-0.99969304,0.93232733,3.0
221,0.42638564,-0.113335595,-0.18067689,-0.372862,0.024775807,0.25382337,0.50553334,1.1062768,-0.63487834,2.2407095,-2.2926347,0.10065796,0.5153593,1.0,0.9640276,0.0676,88.35999,256.0,0.10638298,1.754386,0.13513513,0.3174603,1.2566371,0.009250244,0.0045378557,0.009948377,0.43854725,0.99490386,-0.99969304,0.96638995,2.0
222,0.42511147,-0.23594102,-0.30326822,-0.21637769,-0.075151116,-0.54402107,0.57286745,1.0586559,-0.4942963,2.2512918,-2.8647041,0.05693835,0.5370496,1.0,0.90514827,0.0016,90.25,25.0,0.10526316,1.6666666,0.14705881,0.29239765,0.17453292,0.010646509,0.0006981317,0.010471975,0.8693974,0.99837595,-0.9971722,0.9992001,2.0
223,-0.12968518,-0.29699984,0.032328777,-0.2743318,-0.54402107,0.2709058,0.60119843,1.0865418,-0.438505,2.3025851,-2.4889147,0.082809925,0.5370496,1.0,0.9640276,0.0625,100.0,64.0,0.1,1.6666666,0.116279066,0.30487806,0.4886922,0.011257373,0.004363323,0.010471975,-0.67872036,0.9965575,-0.8390715,0.9689124,3.0
224,-0.16236208,0.4187524,0.23878616,-0.40968278,-0.82782626,-0.99975514,0.5931775,1.0930806,-0.4541303,2.3418057,-2.419119,0.088765755,0.5153593,1.0,0.9640276,0.1296,108.15999,225.0,0.09615385,1.754386,0.11904763,0.3021148,0.9599311,0.01108284,0.0062831854,0.009948377,-0.5192883,0.99604213,-0.56098455,0.9358968,1.0
225,-0.12036763,-0.37604004,-0.15247509,0.20157096,-0.8796958,0.1673557,0.4168708,1.0757306,-0.84397006,2.3513753,-2.6172957,0.072870605,0.5226654,1.0,0.9890274,0.0625,110.25,841.0,0.0952381,1.724138,0.12987013,0.2967359,1.0995574,0.007504916,0.004363323,0.010122909,0.15337405,0.9973367,-0.47553694,0.9689124,3.0
226,-0.31694525,-0.17042108,-0.3104052,-0.28401375,-0.075151116,-0.629888,0.556361,1.4007391,-0.5276328,2.2512918,-1.0876722,0.3247965,0.92316,1.0,0.9640276,0.25,90.25,729.0,0.10526316,0.621118,0.11235955,0.32894737,1.4137167,0.010297442,0.008726646,0.028099801,-0.865435,0.94375086,-0.9971722,0.87758255,3.0
227,0.13128787,0.31967136,0.29441875,-0.41809377,-0.3664793,-0.8462204,0.73114586,1.0930806,-0.19845094,2.2823825,-2.419119,0.088765755,0.55805224,1.0,0.9890274,0.0196,96.04,81.0,0.10204081,1.5873016,0.11111111,0.29498523,0.40142572,0.014311699,0.002443461,0.010995574,-0.91113025,0.99604213,-0.9304262,0.990216,2.0
228,-0.12036763,-0.37604004,-0.15247509,0.20157096,-0.8796958,0.1673557,0.4168708,1.0757306,-0.84397006,2.3513753,-2.6172957,0.072870605,0.5226654,1.0,0.9890274,0.0625,110.25,841.0,0.0952381,1.724138,0.12987013,0.2967359,1.0995574,0.007504916,0.004363323,0.010122909,0.15337405,0.9973367,-0.47553694,0.9689124,3.0
229,-0.4075947,-0.30815956,-0.16879533,0.42471722,-0.9999902,-0.6435381,0.4968801,1.0843709,-0.6539265,2.3978953,-2.5133061,0.08082332,0.46211717,1.0,0.9890274,0.0625,121.0,100.0,0.09090909,2.0,0.14492753,0.28901735,0.6457718,0.0090757115,0.004363323,0.008726646,0.815725,0.99672127,0.004425698,0.9689124,2.0
230,0.3288368,0.27922717,0.3694962,0.20311674,-0.35822946,-0.7271425,0.46177918,1.0554847,-0.7339692,2.501436,-2.9187713,0.053947575,0.551128,1.0,0.9216685,0.0016,148.84,361.0,0.08196721,1.6129032,0.1923077,0.28248587,1.850049,0.00837758,0.0006981317,0.010821042,0.4685165,0.99854237,0.93363357,0.9992001,4.0
231,0.27057746,0.35716978,0.2693162,0.37488368,-0.45753556,-0.95375264,0.37092048,1.0811226,-0.967584,2.2925348,-2.5510464,0.0778422,0.4777,1.0,0.946806,0.0036,98.009995,144.0,0.10101011,1.923077,0.125,0.2967359,0.8552113,0.006632251,0.0010471975,0.0090757115,-0.14550003,0.99695957,-0.8891913,0.99820054,3.0
232,0.037234373,0.014592811,0.01803678,0.39547184,-0.17432716,0.99287266,0.36161545,1.0941744,-0.99425226,2.261763,-2.4079456,0.089757785,0.60436773,1.0,0.9926315,0.040000003,92.16,324.0,0.104166664,1.4285715,0.11764706,0.2994012,1.012291,0.006457718,0.0034906585,0.012217305,-0.6020119,0.9959527,-0.9846878,0.9800666,3.0
233,-0.4075947,-0.30815956,-0.16879533,0.42471722,-0.9999902,-0.6435381,0.4968801,1.0843709,-0.6539265,2.3978953,-2.5133061,0.08082332,0.46211717,1.0,0.9890274,0.0625,121.0,100.0,0.09090909,2.0,0.14492753,0.28901735,0.6457718,0.0090757115,0.004363323,0.008726646,0.815725,0.99672127,0.004425698,0.9689124,2.0
234,-0.3194781,0.082384355,-0.37458533,0.37689197,0.41211846,-0.6435381,0.841471,1.067159,0.0,2.1972246,-2.7333682,0.064908616,0.5005202,1.0,0.9800964,0.0081,81.0,49.0,0.11111111,1.8181818,0.12195122,0.30120483,0.6457718,0.017453292,0.0015707964,0.009599311,-0.3391547,0.99788827,-0.91113025,0.9959527,3.0
235,0.38705415,0.40549794,0.24315444,0.30553085,0.41211846,0.29636857,0.58914477,1.1018604,-0.46203548,2.1972246,-2.3330443,0.09669692,0.5226654,1.0,0.95623744,0.0,81.0,196.0,0.11111111,1.724138,0.1388889,0.2967359,0.6632251,0.010995574,0.0,0.010122909,0.60835147,0.99529916,-0.91113025,1.0,3.0
236,0.38705415,0.40549794,0.24315444,0.30553085,0.41211846,0.29636857,0.58914477,1.1018604,-0.46203548,2.1972246,-2.3330443,0.09669692,0.5226654,1.0,0.95623744,0.0,81.0,196.0,0.11111111,1.724138,0.1388889,0.2967359,0.6632251,0.010995574,0.0,0.010122909,0.60835147,0.99529916,-0.91113025,1.0,3.0
237,0.36421394,-0.1579961,0.27562818,0.42372835,0.2228901,0.96379536,0.60119843,1.1018604,-0.438505,2.2192035,-2.3330443,0.09669692,0.5226654,1.0,0.95623744,0.0,84.64,225.0,0.108695656,1.724138,0.1388889,0.2967359,0.6806784,0.011257373,0.0,0.010122909,0.60835147,0.99529916,-0.97484356,1.0,3.0
