,alcohol_rbfFeature_abs,alcohol_sin_abs,volatile acidity_ln_abs,alcohol_recip_exp,alcohol_cos_exp,sulphates_radian_exp,volatile acidity_sin_exp,volatile acidity_sin_ln,alcohol_square_ln,alcohol_recip_ln,sulphates_recip_ln,sulphates_rbfFeature_relu,total sulfur dioxide_radian_relu,chlorides_exp_relu,sulphates_recip_relu,alcohol_ln_relu,free sulfur dioxide_square_tanh,total sulfur dioxide_sin_tanh,volatile acidity_radian_tanh,fixed acidity_recip_tanh,alcohol_ln_tanh,sulphates_recip_tanh,pH_rbfFeature_square,volatile acidity_ln_square,residual sugar_tanh_square,alcohol_square_square,sulphates_radian_square,alcohol_recip_square,(citric acid_cos*total sulfur dioxide),(citric acid_radian*alcohol),(alcohol_cos*residual sugar),(pH_rbfFeature*chlorides_cos),(sulphates_rbfFeature*citric acid_square),(pH_recip*total sulfur dioxide_radian),(citric acid_radian*chlorides_cos),(fixed acidity_recip*alcohol),(citric acid_cos*volatile acidity),(pH_recip*chlorides_cos),(total sulfur dioxide_sin*volatile acidity),(chlorides_ln*sulphates),(total sulfur dioxide_radian*alcohol),(alcohol_rbfFeature*sulphates_tanh),(sulphates_recip*volatile acidity_radian),(alcohol_recip*sulphates_recip),(alcohol_recip*alcohol_cos),(sulphates_radian*citric acid),(chlorides_tanh*volatile acidity_radian),(chlorides_ln*citric acid_cos),(fixed acidity_recip*total sulfur dioxide),(volatile acidity_ln*total sulfur dioxide),(alcohol_sin*chlorides),(pH_rbfFeature*citric acid_cos),(sulphates_tanh*residual sugar_tanh),(volatile acidity_ln*alcohol_ln),(chlorides_cos*alcohol_cos),(volatile acidity_radian-alcohol),(volatile acidity_sin-alcohol_cos),(alcohol_sin-volatile acidity_radian),(total sulfur dioxide_sin-sulphates_radian),(fixed acidity_recip-sulphates),(total sulfur dioxide_tanh-fixed acidity_recip),(fixed acidity_cos-citric acid),(pH_recip-density),(alcohol_sin-total sulfur dioxide),(residual sugar_rbfFeature-chlorides_exp),(pH_rbfFeature-total sulfur dioxide),(total sulfur dioxide_tanh-pH),(sulphates_recip-density),(total sulfur dioxide_tanh-volatile acidity),(sulphates_rbfFeature-sulphates_recip),(chlorides_ln-alcohol_recip),(volatile acidity_ln-citric acid_radian),(citric acid_cos-alcohol),(volatile acidity_sin-density),(pH_rbfFeature-fixed acidity_recip),(volatile acidity_radian-total sulfur dioxide),(alcohol_sin-residual sugar),(pH_rbfFeature-residual sugar),(citric acid_square-alcohol_square),(alcohol_recip-free sulfur dioxide),(alcohol_square-pH),(alcohol_rbfFeature-sulphates_rbfFeature),quality
267,0.2240437,0.23151,1.0498221,1.0812578,2.645427,1.015123,1.4090247,-1.0703229,5.0988903,-2.5494452,0.15082286,0.36772987,0.6457718,1.0811226,1.1627907,2.5494452,1.0,-0.5673038,0.0061085764,0.1259105,0.987867,0.8219473,0.08086006,1.1021265,0.99701804,26843.549,0.00022529505,0.0061035156,33.153942,0.10276499,3.502197,0.28349447,0.07781164,0.19276771,0.008004105,1.6202532,0.31361836,0.29759988,-0.22523834,-2.1938999,8.26588,0.15599214,0.0071030837,0.09084302,0.07600254,0.006904523,0.00047551093,-2.2858715,4.683544,-38.84342,0.01805778,0.25480062,0.6952188,-2.6764638,0.9698747,-12.793892,-0.62993467,0.22540134,-0.65854794,-0.73341775,0.87341774,-0.50600225,-0.6987926,-36.76849,-1.5061827,-36.71564,-2.35,0.16549063,0.65,-0.79506075,-2.6291714,-1.0578506,-11.903948,-0.65440226,0.15777676,-36.993893,-3.36849,-3.315641,-163.62842,-14.921875,160.49,-0.14368618,5.0
268,0.18186207,0.024775807,0.6161861,1.1122478,0.36799237,1.0160092,1.6721932,-0.6652674,4.4814196,-2.2407098,0.09431062,-0.0,0.47123888,1.0800421,1.098901,2.2407095,1.0,0.74265605,0.0094245,0.1439213,0.97761863,0.8001039,0.032980803,0.37968528,0.990134,7807.4883,0.00025225367,0.011317339,26.978403,0.0065624374,-2.9990792,-0.18106808,-0.0006293418,0.12770702,0.0006960631,1.3623188,0.53956807,0.27019972,0.516443,-2.3331945,4.4296455,0.13114661,0.010356899,0.11690437,-0.106350325,0.00063529983,0.00072427705,-2.561899,3.9130433,-16.637024,0.0019077371,-0.1814609,0.71756613,-1.380694,-0.9967309,-9.390574,1.513829,0.015351028,0.94049346,-0.76507246,0.8550725,0.775725,-0.7276973,-26.975224,-0.6615561,-27.181606,-2.69,0.10020101,0.45999998,-1.4922397,-2.670333,-0.61688423,-8.4008,-0.484564,-0.3265337,-26.990576,-2.9752243,-3.1816063,-88.35839,-6.893617,84.66999,0.57520074,3.0
269,0.408883,0.6250709,1.7147985,1.1040772,0.45814574,1.0170739,1.1960561,-1.7202042,4.625071,-2.3125355,0.030459153,-0.0,0.40142572,1.1096004,1.0309278,2.3125355,1.0,-0.6890898,0.0031415825,0.08673801,0.98058444,0.7742802,0.13162088,2.9405336,0.99865913,10406.042,0.00028661452,0.009802959,20.073124,0.08990191,-3.1222718,0.3608357,-0.10873603,0.12238589,0.008853084,0.8782609,0.15709402,0.30323076,-0.15231967,-2.1954634,4.0544,-0.30613247,0.0032387553,0.10207205,-0.07728395,0.0086341435,0.0003255528,-1.9753388,2.0,-39.440365,-0.06500738,0.31662816,0.7482022,-3.9655323,-0.77635044,-10.096859,0.9595975,-0.6282125,-0.86315006,-0.8830435,0.9130435,-0.026695222,-0.69472194,-23.62507,-1.4483836,-22.637203,-2.28,0.031327784,0.82,-1.4489825,-2.3623743,-1.7236996,-9.227256,-0.8205704,0.2758394,-22.996859,-4.625071,-3.6372042,-101.74991,-3.90099,98.73001,0.009171754,3.0
270,0.42571017,0.95663494,0.6069695,1.0979645,0.74729925,1.0117624,1.679369,-0.6569732,4.7404876,-2.3702438,0.40047756,-0.0,1.0646509,1.0908966,1.4925373,2.3702438,1.0,-0.7469933,0.009511758,0.1259105,0.98268247,0.90379053,0.067971505,0.36841196,0.99865913,13107.96,0.00013674276,0.008734387,60.890232,0.011205013,-1.1651579,-0.25972742,-0.0012360156,0.31686038,0.0010432369,1.3544303,0.5440193,0.2964934,-0.5265342,-1.6360377,11.391765,-0.24903192,0.01419708,0.13948947,-0.027223315,0.00070162234,0.0008254663,-2.4374533,7.721519,-37.02514,-0.08322724,-0.2602443,0.58458763,-1.4386656,-0.2901878,-10.690488,0.80970764,-0.966147,-0.97781146,-0.54341775,0.87341774,-0.10600222,-0.698881,-61.956635,-1.324733,-61.26071,-2.36,0.49603724,0.45499998,-1.8358749,-2.5353053,-0.60801667,-9.701799,-0.47808188,-0.38729572,-60.990486,-4.956635,-4.2607136,-114.4864,-26.906542,111.13,-0.08237252,3.0
271,0.408883,0.6250709,1.7147985,1.1040772,0.45814574,1.0170739,1.1960561,-1.7202042,4.625071,-2.3125355,0.030459153,-0.0,0.40142572,1.1096004,1.0309278,2.3125355,1.0,-0.6890898,0.0031415825,0.08673801,0.98058444,0.7742802,0.13162088,2.9405336,0.99865913,10406.042,0.00028661452,0.009802959,20.073124,0.08990191,-3.1222718,0.3608357,-0.10873603,0.12238589,0.008853084,0.8782609,0.15709402,0.30323076,-0.15231967,-2.1954634,4.0544,-0.30613247,0.0032387553,0.10207205,-0.07728395,0.0086341435,0.0003255528,-1.9753388,2.0,-39.440365,-0.06500738,0.31662816,0.7482022,-3.9655323,-0.77635044,-10.096859,0.9595975,-0.6282125,-0.86315006,-0.8830435,0.9130435,-0.026695222,-0.69472194,-23.62507,-1.4483836,-22.637203,-2.28,0.031327784,0.82,-1.4489825,-2.3623743,-1.7236996,-9.227256,-0.8205704,0.2758394,-22.996859,-4.625071,-3.6372042,-101.74991,-3.90099,98.73001,0.009171754,3.0
272,0.25199446,0.6250709,0.99425226,1.1040772,0.45814574,1.0137066,1.4356467,-1.017174,4.625071,-2.3125355,0.2484614,-0.0,1.134464,1.0735812,1.2820513,2.3125355,1.0,0.67876947,0.0064576287,0.09148658,0.98058444,0.8570305,0.13581601,0.98853755,0.99865913,10406.042,0.00018532922,0.009802959,54.370075,0.10224139,-3.1222718,0.36760375,-0.09942147,0.35231802,0.010097405,0.9266055,0.3094912,0.30977657,0.30592662,-2.0631588,11.458087,0.16447848,0.008279126,0.12693577,-0.07728395,0.007895869,0.0004577291,-2.2125068,5.9633026,-64.626396,-0.04438004,0.30826345,0.652269,-2.2992437,-0.77860135,-10.093543,1.1421834,-0.6315287,0.8132151,-0.68825686,0.9082569,-0.6754292,-0.68879104,-65.62507,-0.740553,-64.63147,-2.22,0.2827013,0.63,-1.5775968,-2.7440853,-1.0043752,-9.263537,-0.63773453,0.27678913,-64.993546,-4.625071,-3.6314678,-101.67361,-16.90099,98.79001,0.5475399,2.0
273,0.2742739,0.024775807,0.3354728,1.1122478,0.36799237,1.0112327,1.9263315,-0.42217788,4.4814196,-2.2407098,0.44628713,0.18282981,0.6632251,1.0789626,1.5625,2.2407095,1.0,0.28798583,0.012478456,0.1184884,0.97761863,0.91582453,0.094810784,0.112541996,0.96761626,7807.4883,0.0001247713,0.011317339,37.24253,0.03281219,-2.3992634,-0.30702478,0.007313193,0.20037013,0.0034805823,1.1190476,0.7007476,0.30124274,0.21190351,-1.6492941,6.234316,-0.15493721,0.019498598,0.1662234,-0.106350325,0.0022340214,0.00094659004,-2.5256534,4.52381,-12.747966,0.0018829613,-0.30177584,0.55567753,-0.75169706,-0.99680734,-9.387521,1.6553104,0.012296704,0.28519845,-0.52095234,0.88095236,-0.7192883,-0.69523513,-37.975224,-0.6525624,-38.307915,-2.31,0.56515,0.28500003,-1.3796701,-2.6834052,-0.33896345,-8.419933,-0.34173256,-0.42696124,-37.987522,-2.3752244,-2.7079136,-88.31999,-9.893617,85.049995,-0.45710373,2.0
274,0.13587269,0.024775807,0.43078297,1.1122478,0.36799237,1.0135298,1.8315936,-0.5022188,4.4814196,-2.2407098,0.26136473,-0.0,1.6406095,1.0919881,1.2987013,2.2407095,1.0,-0.24045028,0.0113441525,0.1325488,0.97761863,0.86138844,0.12865715,0.18557397,0.99999666,7807.4883,0.00018060766,0.011317339,92.48131,0.02953097,-6.9978514,0.35730016,-0.010438322,0.48538738,0.0031294364,1.2533333,0.63949835,0.29471314,-0.15941378,-1.8714222,15.421729,-0.08790004,0.014733298,0.1381597,-0.106350325,0.0024190263,0.0009957593,-2.391152,12.533334,-40.4936,0.002180271,0.352893,0.64692837,-0.9652595,-0.99582475,-9.388655,1.6048794,0.013431167,-0.258691,-0.63666666,0.8666667,0.1666353,-0.703292,-93.97523,-1.4928137,-93.64131,-2.38,0.2995513,0.35000002,-1.6208718,-2.5368016,-0.43392456,-8.416156,-0.39396358,0.22535475,-93.988655,-6.975224,-6.641312,-88.32759,-26.893618,84.979996,0.18629774,2.0
275,0.42571017,0.95663494,0.6069695,1.0979645,0.74729925,1.0117624,1.679369,-0.6569732,4.7404876,-2.3702438,0.40047756,-0.0,1.0646509,1.0908966,1.4925373,2.3702438,1.0,-0.7469933,0.009511758,0.1259105,0.98268247,0.90379053,0.067971505,0.36841196,0.99865913,13107.96,0.00013674276,0.008734387,60.890232,0.011205013,-1.1651579,-0.25972742,-0.0012360156,0.31686038,0.0010432369,1.3544303,0.5440193,0.2964934,-0.5265342,-1.6360377,11.391765,-0.24903192,0.01419708,0.13948947,-0.027223315,0.00070162234,0.0008254663,-2.4374533,7.721519,-37.02514,-0.08322724,-0.2602443,0.58458763,-1.4386656,-0.2901878,-10.690488,0.80970764,-0.966147,-0.97781146,-0.54341775,0.87341774,-0.10600222,-0.698881,-61.956635,-1.324733,-61.26071,-2.36,0.49603724,0.45499998,-1.8358749,-2.5353053,-0.60801667,-9.701799,-0.47808188,-0.38729572,-60.990486,-4.956635,-4.2607136,-114.4864,-26.906542,111.13,-0.08237252,3.0
276,0.18186207,0.024775807,0.6161861,1.1122478,0.36799237,1.0160092,1.6721932,-0.6652674,4.4814196,-2.2407098,0.09431062,-0.0,0.47123888,1.0800421,1.098901,2.2407095,1.0,0.74265605,0.0094245,0.1439213,0.97761863,0.8001039,0.032980803,0.37968528,0.990134,7807.4883,0.00025225367,0.011317339,26.978403,0.0065624374,-2.9990792,-0.18106808,-0.0006293418,0.12770702,0.0006960631,1.3623188,0.53956807,0.27019972,0.516443,-2.3331945,4.4296455,0.13114661,0.010356899,0.11690437,-0.106350325,0.00063529983,0.00072427705,-2.561899,3.9130433,-16.637024,0.0019077371,-0.1814609,0.71756613,-1.380694,-0.9967309,-9.390574,1.513829,0.015351028,0.94049346,-0.76507246,0.8550725,0.775725,-0.7276973,-26.975224,-0.6615561,-27.181606,-2.69,0.10020101,0.45999998,-1.4922397,-2.670333,-0.61688423,-8.4008,-0.484564,-0.3265337,-26.990576,-2.9752243,-3.1816063,-88.35839,-6.893617,84.66999,0.57520074,3.0
277,0.408883,0.6250709,1.7147985,1.1040772,0.45814574,1.0170739,1.1960561,-1.7202042,4.625071,-2.3125355,0.030459153,-0.0,0.40142572,1.1096004,1.0309278,2.3125355,1.0,-0.6890898,0.0031415825,0.08673801,0.98058444,0.7742802,0.13162088,2.9405336,0.99865913,10406.042,0.00028661452,0.009802959,20.073124,0.08990191,-3.1222718,0.3608357,-0.10873603,0.12238589,0.008853084,0.8782609,0.15709402,0.30323076,-0.15231967,-2.1954634,4.0544,-0.30613247,0.0032387553,0.10207205,-0.07728395,0.0086341435,0.0003255528,-1.9753388,2.0,-39.440365,-0.06500738,0.31662816,0.7482022,-3.9655323,-0.77635044,-10.096859,0.9595975,-0.6282125,-0.86315006,-0.8830435,0.9130435,-0.026695222,-0.69472194,-23.62507,-1.4483836,-22.637203,-2.28,0.031327784,0.82,-1.4489825,-2.3623743,-1.7236996,-9.227256,-0.8205704,0.2758394,-22.996859,-4.625071,-3.6372042,-101.74991,-3.90099,98.73001,0.009171754,3.0
278,0.2759052,0.033623427,1.1394343,1.0825995,2.7167454,1.0144145,1.3696655,-1.1565596,5.067394,-2.533697,0.19845095,-0.0,0.2268928,1.0757306,1.2195122,2.533697,1.0,0.39707118,0.0055849953,0.096783474,0.98748124,0.8395102,0.09700744,1.2983106,0.9999889,25204.74,0.00020482474,0.006298815,11.705812,0.09896017,6.3963814,-0.31063065,-0.002913703,0.070245445,0.007833064,1.2233009,0.28814307,0.30877298,0.13445346,-2.1461825,2.8588493,0.18625529,0.006811041,0.09678668,0.0793202,0.0064402646,0.00040698622,-2.3567364,1.2621359,-14.812647,0.0024545102,-0.2804534,0.6750662,-2.8869812,0.99677277,-12.594416,-0.68486804,0.028038373,0.40585536,-0.7229126,0.9029126,-1.0908263,-0.68800247,-12.966376,-0.6919874,-13.3114605,-2.23,0.2219122,0.68,-1.2339009,-2.6966608,-1.1472883,-11.6995535,-0.68303347,-0.40854755,-12.994415,-6.366377,-6.71146,-158.55751,-4.9206347,155.53001,0.29029384,5.0
279,0.1682272,0.8796958,0.9162907,1.0999206,0.6215513,1.0135298,1.4761218,-0.9431011,4.7027507,-2.3513753,0.26136473,0.35039026,0.82030475,1.0908966,1.2987013,2.3513753,1.0,0.122947946,0.006981204,0.111889094,0.98202246,0.86138844,1.4204767e-05,0.83958864,0.9999453,12155.0625,0.00018060766,0.009070295,44.614067,0.05864306,-2.6630068,0.0037546668,0.035879962,0.24269369,0.00556393,1.1797754,0.3796942,0.294739,0.04942925,-1.8802224,8.6132,-0.10883112,0.009066645,0.12368584,-0.045289233,0.004300491,0.0006058468,-2.317888,5.280899,-43.065662,-0.07653353,0.0035775935,0.64691174,-2.1545434,-0.47373843,-10.493019,0.8649553,-0.8866771,0.11013409,-0.65764046,0.8876405,-1.185435,-0.70324206,-47.879696,-1.3128284,-46.99623,-2.38,0.29960126,0.6,-0.94831103,-2.5370855,-0.9218758,-9.550764,-0.6096817,-0.10859063,-46.99302,-6.479696,-5.596231,-110.1476,-9.904762,106.87,-0.51861745,4.0
280,0.07916742,0.12445424,1.3470737,1.1135207,0.37075076,1.0144145,1.2931494,-1.3583658,4.4600286,-2.2300146,0.19845095,0.010285025,0.33161256,1.0735812,1.2195122,2.2300143,1.0,0.14876497,0.0045378245,0.087495,0.97714025,0.8395102,0.18176134,1.8146075,0.99701804,7480.521,0.00020482474,0.011562029,17.19028,0.071418874,-3.5720112,0.42526066,0.001991181,0.10628608,0.0076601007,0.8157895,0.23523542,0.3197053,0.03896807,-2.1689618,3.0839968,-0.053443544,0.0055339704,0.13113034,-0.10669089,0.006297148,0.00032164744,-2.3931363,1.6666666,-25.5944,0.008836251,0.38572708,0.67406267,-3.0039935,-0.98972553,-9.295463,1.249306,0.11991638,0.1355655,-0.7322807,0.9122807,-0.046509475,-0.6780872,-18.875546,-0.8944996,-18.573666,-2.12,0.22091222,0.74,-1.2092272,-2.752602,-1.3547531,-8.395248,-0.74151945,0.33861548,-18.995462,-3.4755456,-3.173665,-86.2964,-5.892473,83.37,-0.089452446,3.0
281,0.070725545,0.45753556,1.3093333,1.1062877,0.41098794,1.0190283,1.3056897,-1.3215129,4.5850697,-2.2925348,-0.07696106,-0.0,0.17453292,1.4304655,0.9259259,2.2925348,1.0,-0.49602568,0.0047123544,0.12914488,0.97980005,0.72868884,0.17635608,1.7143538,0.9963591,9605.959,0.00035530582,0.010203042,7.775727,0.11749557,-3.1121697,-0.39332283,-0.18445319,0.05370244,0.011115787,1.2857143,0.20994464,0.28818446,-0.1468857,-1.1094002,1.7278758,0.05609944,0.0043633236,0.093527876,-0.08981731,0.012817699,0.0016184758,-0.79873997,1.2987013,-13.093333,-0.16379774,-0.32653987,0.7917538,-3.0016923,-0.8328161,-9.8952875,1.1559228,-0.46224797,-0.5628706,-0.9501299,0.8701299,-0.526626,-0.6895077,-10.457536,-1.4045095,-10.419948,-2.25,-0.0712741,0.73,-1.3248298,-1.1282324,-1.3212016,-9.122427,-0.7304686,-0.54981786,-9.995288,-3.9575355,-3.9199476,-97.54759,-4.8989897,94.759995,0.46962947,4.0
282,0.22009909,0.319098,0.6539265,1.1161554,0.38762313,1.009998,1.6435854,-0.6994065,4.4165487,-2.2082744,0.5621189,0.4260482,0.9250245,1.0692954,1.754386,2.2082744,1.0,0.37645698,0.009075463,0.13082483,0.9761365,0.94187266,0.00014947154,0.42761984,0.990134,6857.497,9.8970195e-05,0.012075835,52.61886,0.019058995,-2.8431652,-0.012198425,0.006135094,0.2753049,0.002089696,1.1973685,0.51626045,0.2969513,0.20588106,-1.5407456,8.417724,0.11343011,0.0159223,0.19278966,-0.10414524,0.0011938051,0.0006071644,-2.6836238,6.9736843,-34.658104,0.021379566,-0.012137935,0.5128107,-1.4440491,-0.9455954,-9.090924,1.4446018,0.3100223,0.38597676,-0.43842104,0.8684211,0.13125992,-0.69948095,-52.6809,-0.64612156,-53.012226,-2.36,0.75728595,0.48000002,-1.3283378,-2.8129525,-0.6560209,-8.107192,-0.5002199,-0.1438048,-52.990925,-2.680902,-3.0122259,-82.79561,-11.89011,79.450005,-0.2059491,2.0
283,0.1682272,0.8796958,0.9162907,1.0999206,0.6215513,1.0135298,1.4761218,-0.9431011,4.7027507,-2.3513753,0.26136473,0.35039026,0.82030475,1.0908966,1.2987013,2.3513753,1.0,0.122947946,0.006981204,0.111889094,0.98202246,0.86138844,1.4204767e-05,0.83958864,0.9999453,12155.0625,0.00018060766,0.009070295,44.614067,0.05864306,-2.6630068,0.0037546668,0.035879962,0.24269369,0.00556393,1.1797754,0.3796942,0.294739,0.04942925,-1.8802224,8.6132,-0.10883112,0.009066645,0.12368584,-0.045289233,0.004300491,0.0006058468,-2.317888,5.280899,-43.065662,-0.07653353,0.0035775935,0.64691174,-2.1545434,-0.47373843,-10.493019,0.8649553,-0.8866771,0.11013409,-0.65764046,0.8876405,-1.185435,-0.70324206,-47.879696,-1.3128284,-46.99623,-2.38,0.29960126,0.6,-0.94831103,-2.5370855,-0.9218758,-9.550764,-0.6096817,-0.10859063,-46.99302,-6.479696,-5.596231,-110.1476,-9.904762,106.87,-0.51861745,4.0
284,0.35125923,0.3664793,0.5276328,1.1074288,0.39438558,1.0124689,1.7443132,-0.58633786,4.564765,-2.2823825,0.34249032,-0.0,1.2391838,1.1073835,1.4084507,2.2823825,1.0,0.7402601,0.010297079,0.10066797,0.97938997,0.8871647,0.07989899,0.27839634,0.99555475,9223.682,0.00015355763,0.010412327,70.826126,0.011972959,-3.163449,0.28119496,-0.001851816,0.3743758,0.0012153806,0.98989904,0.5885551,0.3005446,0.5611222,-1.6207756,12.144001,-0.21450587,0.014503439,0.14371945,-0.094941445,0.0008674286,0.0010467116,-2.277192,7.1717176,-37.461926,-0.03738089,0.28197184,0.609318,-1.2042598,-0.92559034,-9.789702,1.4867872,-0.37677675,0.93866277,-0.6089899,0.8989899,-0.9591913,-0.6980351,-71.36648,-1.1031693,-70.71734,-2.31,0.40830076,0.41000003,-1.7863723,-2.3848233,-0.5288545,-8.802449,-0.44378895,0.18165398,-70.9897,-3.7664795,-3.117336,-96.0351,-31.897959,92.73,0.02666238,2.0
285,0.35125923,0.3664793,0.5276328,1.1074288,0.39438558,1.0124689,1.7443132,-0.58633786,4.564765,-2.2823825,0.34249032,-0.0,1.2391838,1.1073835,1.4084507,2.2823825,1.0,0.7402601,0.010297079,0.10066797,0.97938997,0.8871647,0.07989899,0.27839634,0.99555475,9223.682,0.00015355763,0.010412327,70.826126,0.011972959,-3.163449,0.28119496,-0.001851816,0.3743758,0.0012153806,0.98989904,0.5885551,0.3005446,0.5611222,-1.6207756,12.144001,-0.21450587,0.014503439,0.14371945,-0.094941445,0.0008674286,0.0010467116,-2.277192,7.1717176,-37.461926,-0.03738089,0.28197184,0.609318,-1.2042598,-0.92559034,-9.789702,1.4867872,-0.37677675,0.93866277,-0.6089899,0.8989899,-0.9591913,-0.6980351,-71.36648,-1.1031693,-70.71734,-2.31,0.40830076,0.41000003,-1.7863723,-2.3848233,-0.5288545,-8.802449,-0.44378895,0.18165398,-70.9897,-3.7664795,-3.117336,-96.0351,-31.897959,92.73,0.02666238,2.0
286,0.33931622,0.76768595,0.79850775,1.1019566,0.5268569,1.013353,1.5449097,-0.83248854,4.664288,-2.332144,0.27443683,0.3448659,0.8552113,1.0757306,1.3157895,2.3321438,1.0,-0.74147725,0.007853819,0.08314097,0.98132414,0.865733,0.0032814278,0.6376146,0.9293492,11255.089,0.00017594702,0.009425959,41.7737,0.09887291,-1.2816526,-0.057131182,0.104321934,0.27587464,0.009573746,0.85833335,0.38363603,0.32172152,-0.42918867,-1.9891447,8.808677,0.21752782,0.010334185,0.12774655,-0.062216144,0.0072954763,0.0005723244,-2.2313087,4.0833335,-39.12688,-0.056041073,-0.0488358,0.6180159,-1.8622348,-0.63911957,-10.292147,1.0757918,-0.77553993,-0.9670171,-0.6766667,0.9166667,0.29385394,-0.6771194,-49.767685,-0.8630604,-49.057285,-2.1,0.31608945,0.55,-0.97092354,-2.7143831,-0.8081071,-9.447475,-0.56473446,-0.14061709,-48.992146,-2.767686,-2.0572836,-105.787506,-24.902912,102.990005,-0.0055496693,3.0
287,0.2884075,0.76768595,0.9162907,1.1019566,0.5268569,1.0122923,1.4761218,-0.9431011,4.664288,-2.332144,0.35667497,-0.0,0.9250245,1.0963649,1.4285715,2.3321438,1.0,0.37645698,0.006981204,0.1325488,0.98132414,0.89137346,0.023109317,0.83958864,0.990134,11255.089,0.00014926253,0.009425959,52.61886,0.02157227,-1.9224789,-0.15137461,-0.004871786,0.274488,0.0020855379,1.3733335,0.39712346,0.29548103,0.15837006,-1.6701767,9.527753,-0.17430419,0.00997331,0.13869625,-0.062216144,0.0014660765,0.0006404752,-2.3688085,7.066667,-48.563408,-0.07062711,-0.15092428,0.601379,-2.1369216,-0.63811624,-10.293019,1.0302446,-0.77466726,0.38370782,-0.56666666,0.8666667,0.2266353,-0.69996405,-53.767685,-0.84014845,-53.152016,-2.37,0.43187147,0.6,-1.7668899,-2.4830542,-0.9183851,-9.307192,-0.6072817,-0.28535083,-52.99302,-3.767686,-3.1520176,-106.07561,-28.902912,102.72,0.049910992,3.0
288,0.30791005,0.92277557,0.6539265,1.0989329,0.6802208,1.015123,1.6435854,-0.6994065,4.7217083,-2.3608541,0.15082286,0.3794532,0.8552113,1.095269,1.1627907,2.3608541,1.0,-0.74147725,0.009075463,0.11443899,0.9823571,0.8219473,0.012460902,0.42761984,0.97340775,12624.771,0.00022529505,0.008899963,48.801685,0.016650442,-0.9633446,-0.11116654,0.003073571,0.2560513,0.001564297,1.2183908,0.5178954,0.29816237,-0.49595135,-2.0613306,9.06524,0.21438473,0.010553152,0.10969722,-0.036352623,0.0013508849,0.0008236175,-2.3871949,5.632184,-32.042397,-0.08397257,-0.111176625,0.68693775,-1.543825,-0.38374344,-10.590924,0.88221794,-0.93185127,-0.96876246,-0.74505746,0.88505745,-0.83864653,-0.6981988,-49.922775,-0.93013906,-49.11163,-2.34,0.16519064,0.48000002,-0.7833375,-2.4912355,-0.6554973,-9.604048,-0.5007199,-0.22657093,-48.990925,-3.4227755,-2.6116285,-112.351906,-19.90566,109.02001,-0.07154316,4.0
289,0.3563101,0.2228901,0.8675006,1.114823,0.37725136,1.0167189,1.5034469,-0.8970754,4.438407,-2.2192035,0.051293332,0.39732423,1.7104226,1.1107107,1.0526316,2.2192035,1.0,-0.51783854,0.0073302514,0.085993975,0.9766464,0.7828274,0.1812295,0.7525573,0.99457335,7163.9297,0.00027491723,0.011814746,84.55509,0.085102245,-3.2169838,-0.42336604,0.11160836,0.5345071,0.009199299,0.7931034,0.36237895,0.31077895,-0.24082036,-2.1411052,15.735888,-0.26359218,0.0077161924,0.11441649,-0.10596126,0.008787733,0.00076687394,-1.9445902,8.448276,-85.01506,0.023403458,-0.3673061,0.7377731,-1.9251604,-0.9694747,-9.19267,1.382604,0.2155597,-0.5899625,-0.8637931,0.9137931,0.038289964,-0.68850005,-97.77711,-1.5302913,-98.42571,-2.2,0.05163157,0.58000004,-0.6553074,-2.3624907,-0.8767508,-8.337193,-0.5932396,-0.5119175,-97.99267,-3.0771098,-3.7257106,-84.3591,-32.891304,81.44,-0.75363433,2.0
290,0.30791005,0.92277557,0.6539265,1.0989329,0.6802208,1.015123,1.6435854,-0.6994065,4.7217083,-2.3608541,0.15082286,0.3794532,0.8552113,1.095269,1.1627907,2.3608541,1.0,-0.74147725,0.009075463,0.11443899,0.9823571,0.8219473,0.012460902,0.42761984,0.97340775,12624.771,0.00022529505,0.008899963,48.801685,0.016650442,-0.9633446,-0.11116654,0.003073571,0.2560513,0.001564297,1.2183908,0.5178954,0.29816237,-0.49595135,-2.0613306,9.06524,0.21438473,0.010553152,0.10969722,-0.036352623,0.0013508849,0.0008236175,-2.3871949,5.632184,-32.042397,-0.08397257,-0.111176625,0.68693775,-1.543825,-0.38374344,-10.590924,0.88221794,-0.93185127,-0.96876246,-0.74505746,0.88505745,-0.83864653,-0.6981988,-49.922775,-0.93013906,-49.11163,-2.34,0.16519064,0.48000002,-0.7833375,-2.4912355,-0.6554973,-9.604048,-0.5007199,-0.22657093,-48.990925,-3.4227755,-2.6116285,-112.351906,-19.90566,109.02001,-0.07154316,4.0
