,fixed acidity_square,alcohol_square,volatile acidity_square,chlorides_exp,density_sin,volatile acidity_sin,fixed acidity_sin,density_sigmoid,chlorides_sigmoid,alcohol_sigmoid,alcohol_cos,chlorides_cos,density_cos,free sulfur dioxide_rbfFeature,sulphates_rbfFeature,pH_rbfFeature,residual sugar_tanh,volatile acidity_tanh,free sulfur dioxide_tanh,pH_zscore,alcohol_zscore,residual sugar_zscore,citric acid_zscore,alcohol_degree,residual sugar_degree,citric acid_degree,sulphates_degree,quality
1526,201.64,123.21,0.0729,1.037693,0.83712167,0.26673144,0.99802667,0.72948277,0.509249,0.99998486,0.10423603,0.99931556,0.54701674,0.4257446,-0.38573945,0.4248037,0.800499,0.26362485,1.0,-0.2534463,0.4760141,-1.0433546,1.2875942,635.98315,63.025356,28.074932,30.93972,6
1527,62.41,121.0,0.0784,1.0460279,0.8389767,0.27635565,0.99894136,0.7301532,0.5112481,0.9999833,0.004425698,0.9989877,0.54416734,0.42484555,0.33193573,0.4046297,0.9999996,0.27290508,1.0,-0.9819946,0.394746,0.2580252,1.2875942,630.2536,441.1775,28.074932,31.512678,6
1528,54.76,123.21,0.0729,1.037693,0.83712167,0.26673144,0.8987081,0.72948277,0.509249,0.99998486,0.10423603,0.99931556,0.54701674,0.18998858,0.1797,0.39912716,0.800499,0.26362485,1.0,-0.2534463,0.4760141,-1.0433546,1.2875942,635.98315,63.025356,28.074932,30.93972,6
1529,43.56,75.69,0.0441,1.0428945,0.84130883,0.2084599,0.31154135,0.7309996,0.51049846,0.99983346,-0.7486466,0.99911815,0.5405547,-0.30455944,-0.42547947,-0.42346993,1.0,0.2069665,1.0,0.6075653,-1.4744205,2.3185432,1.2875942,498.47327,1039.9185,28.074932,22.345354,6
1530,51.84,75.69,0.0729,1.037693,0.8404429,0.26673144,0.79366785,0.7306849,0.509249,0.99983346,-0.7486466,0.99931556,0.5419001,-0.40313673,-0.37668246,0.06958601,1.0,0.26362485,1.0,-0.9819946,-1.4744205,1.2044833,3.3535826,498.47327,716.19727,42.398876,25.210142,5
1531,65.61,125.44,0.09,1.037693,0.8383776,0.29552022,0.9698898,0.7299364,0.509249,0.99998635,0.20300487,0.99931556,0.5450899,-0.42500207,-0.025066867,0.23054071,0.9999998,0.2913126,1.0,-0.5846046,0.5572822,0.33689672,1.2875942,641.7127,464.09583,28.074932,17.188734,7
1532,56.25,123.21,0.0529,1.0502204,0.8382686,0.22797753,0.93799996,0.72989696,0.51224756,0.99998486,0.10423603,0.99879974,0.54525757,0.42123482,-0.31805873,0.1797497,0.9999996,0.22602835,1.0,-0.31967798,0.4760141,0.2580252,1.2875942,635.98315,441.1775,28.074932,17.188734,7
1533,53.29,116.64,0.0676,1.0283957,0.8379958,0.25708055,0.8504366,0.7297984,0.50699955,0.9999796,-0.1943299,0.99960804,0.5456766,0.38660845,0.42640114,0.1568282,0.9999092,0.25429553,1.0,0.34263864,0.23220977,-0.27435747,1.2875942,618.79443,286.4789,28.074932,30.93972,6
1534,50.41,81.0,0.0324,1.0449823,0.8412548,0.17902957,0.72896904,0.7309799,0.51099825,0.9998766,-0.91113025,0.99903214,0.54063886,-0.42084673,0.41508356,-0.42042565,1.0,0.17808087,1.0,1.269882,-1.2306162,1.8157375,3.3535826,515.662,893.81415,42.398876,38.388172,6
1535,72.25,106.09,0.0225,1.0314856,0.8377775,0.14943813,0.7984871,0.7297195,0.5077494,0.9999664,-0.6408264,0.9995195,0.54601175,-0.093047895,-0.08246591,0.38747942,0.90514827,0.14888503,1.0,-1.0482262,-0.17413078,-0.96448314,1.2875942,590.14655,85.94367,28.074932,22.918312,6
1536,79.21,98.01,0.0169,1.0283957,0.8374497,0.12963414,0.50102085,0.72960114,0.50699955,0.9999498,-0.88919115,0.99960804,0.54651433,-0.3945112,-0.3726066,-0.21480335,0.7615942,0.12927258,0.9999877,-1.8430063,-0.49920323,-1.0630726,1.2875942,567.2282,57.29578,28.074932,18.33465,5
1537,65.61,100.0,0.0784,1.0408108,0.8379958,0.27635565,0.9698898,0.7297984,0.5099987,0.9999546,-0.8390715,0.9992001,0.5456766,-0.14330797,0.4263989,-0.40763938,0.7615942,0.27290508,1.0,-0.38590965,-0.41793513,-1.0630726,1.2875942,572.9578,57.29578,28.074932,23.49127,6
1538,36.0,96.04,0.0289,1.0345846,0.83712167,0.16918235,-0.2794155,0.72948277,0.5084992,0.99994457,-0.9304263,0.9994221,0.54701674,-0.23361722,-0.1737005,-0.2013828,0.7615942,0.16838105,1.0,0.14394367,-0.58047134,-1.0630726,1.2875942,561.49866,57.29578,28.074932,24.064228,6
1539,53.29,116.64,0.0676,1.0283957,0.8379958,0.25708055,0.8504366,0.7297984,0.50699955,0.9999796,-0.1943299,0.99960804,0.5456766,0.38660845,0.42640114,0.1568282,0.9999092,0.25429553,1.0,0.34263864,0.23220977,-0.27435747,1.2875942,618.79443,286.4789,28.074932,30.93972,6
1540,50.41,81.0,0.0324,1.0449823,0.8412548,0.17902957,0.72896904,0.7309799,0.51099825,0.9998766,-0.91113025,0.99903214,0.54063886,-0.42084673,0.41508356,-0.42042565,1.0,0.17808087,1.0,1.269882,-1.2306162,1.8157375,3.3535826,515.662,893.81415,42.398876,38.388172,6
1541,50.41,82.81,0.2809,1.0294245,0.8376683,0.50553334,0.72896904,0.72968006,0.5072495,0.99988836,-0.9477216,0.99957955,0.5461793,-0.16780305,-0.4258963,0.20006436,0.66403675,0.4853811,1.0,-0.18721466,-1.1493481,-1.1025083,-0.7783943,521.3916,45.836624,13.750987,18.33465,4
1542,51.84,112.36,0.0256,1.037693,0.8373404,0.15931821,0.79366785,0.7295617,0.509249,0.9999751,-0.3853382,0.99931556,0.5466818,-0.22712146,0.2893133,0.15669471,0.8617232,0.1586485,1.0,0.276407,0.06967355,-1.0039189,1.2875942,607.33527,74.48451,28.074932,32.658596,6
1543,53.29,112.36,0.0196,1.0387312,0.83755904,0.13954312,0.8504366,0.7296406,0.50949883,0.9999751,-0.3853382,0.99927807,0.54634684,0.05366115,-0.3820343,0.41719657,0.800499,0.13909245,1.0,0.077712,0.06967355,-1.0433546,1.2875942,607.33527,63.025356,28.074932,41.25296,6
1544,79.21,98.01,0.0169,1.0283957,0.8374497,0.12963414,0.50102085,0.72960114,0.50699955,0.9999498,-0.88919115,0.99960804,0.54651433,-0.3945112,-0.3726066,-0.21480335,0.7615942,0.12927258,0.9999877,-1.8430063,-0.49920323,-1.0630726,1.2875942,567.2282,57.29578,28.074932,18.33465,5
1545,62.41,112.36,0.0144,1.0502204,0.83886784,0.119712204,0.99894136,0.7301138,0.51224756,0.9999751,-0.3853382,0.99879974,0.5443351,0.39257687,-0.424508,0.01589934,0.99993914,0.1194273,1.0,-0.05475133,0.06967355,-0.23492171,1.2875942,607.33527,297.93805,28.074932,26.929016,6
1546,44.89,98.01,0.0841,1.0345846,0.8384866,0.2859522,0.40484992,0.7299758,0.5084992,0.9999498,-0.88919115,0.9994221,0.5449222,0.077866465,-0.37751743,0.15140562,0.99983454,0.2821348,1.0,-0.38590965,-0.49920323,-0.33351108,1.2875942,567.2282,269.29016,28.074932,25.7831,6
1547,44.89,98.01,0.09,1.0345846,0.8384866,0.29552022,0.40484992,0.7299758,0.5084992,0.9999498,-0.88919115,0.9994221,0.5449222,0.38724965,-0.11467939,-0.22163138,0.9998646,0.2913126,1.0,-0.4521413,-0.49920323,-0.3137932,1.2875942,567.2282,275.01974,28.074932,25.7831,6
1548,50.41,163.84,0.1296,1.0253152,0.8361905,0.35227424,0.72896904,0.7291472,0.50624967,0.99999726,0.97283256,0.9996875,0.548439,-0.32486916,0.332195,-0.28091586,0.946806,0.34521404,1.0,1.0049553,1.857572,-0.9053295,-0.7783943,733.386,103.1324,13.750987,33.80451,6
1549,72.25,106.09,0.0225,1.0314856,0.8377775,0.14943813,0.7984871,0.7297195,0.5077494,0.9999664,-0.6408264,0.9995195,0.54601175,-0.093047895,-0.08246591,0.38747942,0.90514827,0.14888503,1.0,-1.0482262,-0.17413078,-0.96448314,1.2875942,590.14655,85.94367,28.074932,22.918312,6
1550,62.41,112.36,0.0324,1.0523229,0.83892226,0.17902957,0.99894136,0.7301335,0.5127472,0.9999751,-0.3853382,0.9986998,0.54425126,-0.4195114,0.011470659,-0.40579775,0.99993914,0.17808087,1.0,-0.05475133,0.06967355,-0.23492171,1.2875942,607.33527,297.93805,28.074932,27.501974,6
1551,43.56,75.69,0.0361,1.1297541,0.8379958,0.1888589,0.31154135,0.7297984,0.5304622,0.99983346,-0.7486466,0.99256724,0.5456766,-0.3763106,-0.42569527,-0.42453814,0.8336546,0.18774621,1.0,-0.6508363,-1.4744205,-1.0236368,5.4195714,498.47327,68.75494,56.72282,17.761692,6
1552,53.29,158.76,0.0441,1.0387312,0.8366838,0.2084599,0.8504366,0.7293249,0.50949883,0.9999966,0.9994346,0.99927807,0.5476862,-0.22555117,-0.42636693,-0.3252509,0.946806,0.2069665,1.0,0.87249196,1.6950358,-0.9053295,1.2875942,721.9268,103.1324,28.074932,25.210142,7
1553,47.61,121.0,0.09,1.0586559,0.8394118,0.29552022,0.5784398,0.7303108,0.51424617,0.9999833,0.004425698,0.99837595,0.543496,-0.3384547,-0.39819083,-0.42527664,0.9999995,0.2913126,1.0,1.6010402,0.394746,0.23830733,1.2875942,630.2536,435.44794,28.074932,36.09634,7
1554,62.41,125.44,0.1764,1.0575976,0.83957475,0.40776044,0.99894136,0.73036987,0.51399636,0.99998635,0.20300487,0.9984324,0.5432441,-0.38581058,-0.1934643,-0.4167599,0.9999998,0.39693043,1.0,0.67379695,0.5572822,0.3566146,1.2875942,641.7127,469.82538,28.074932,34.37747,7
1555,47.61,114.49,0.0576,1.0325176,0.8377775,0.23770262,0.5784398,0.7297195,0.5079993,0.99997747,-0.29128927,0.99948806,0.54601175,-0.41979882,-0.4245241,0.19374344,0.8617232,0.23549575,1.0,1.7335036,0.15094167,-1.0039189,1.2875942,613.0648,74.48451,28.074932,32.658596,7
1556,57.76,92.16,0.0529,1.0366559,0.8396834,0.22797753,0.96791965,0.73040926,0.50899905,0.9999323,-0.98468786,0.9993521,0.5430762,0.18977603,-0.41849852,-0.14092946,1.0,0.22602835,1.0,-0.71706796,-0.74300754,0.71153635,1.2875942,550.0395,572.9578,28.074932,33.231552,6
1557,62.41,112.36,0.0324,1.0523229,0.83892226,0.17902957,0.99894136,0.7301335,0.5127472,0.9999751,-0.3853382,0.9986998,0.54425126,-0.4195114,0.011470659,-0.40579775,0.99993914,0.17808087,1.0,-0.05475133,0.06967355,-0.23492171,1.2875942,607.33527,297.93805,28.074932,27.501974,6
1558,38.44,81.0,0.1849,1.0460279,0.8394661,0.4168708,-0.083089404,0.73033047,0.5112481,0.9998766,-0.91113025,0.9989877,0.543412,-0.009068264,0.31414345,0.18464324,0.99999446,0.4053213,1.0,0.5413337,-1.2306162,0.0016928067,1.2875942,515.662,366.693,28.074932,32.658596,4
1559,77.44,110.25,0.1225,1.0366559,0.83712167,0.3428978,0.5849172,0.72948277,0.50899905,0.99997246,-0.47553694,0.9993521,0.54701674,0.35168034,-0.19550432,-0.41972244,0.7615942,0.33637553,1.0,-1.511848,-0.01159456,-1.0630726,1.2875942,601.6057,57.29578,28.074932,18.907608,4
1560,60.84,163.84,0.09,1.0335505,0.83657426,0.29552022,0.9985433,0.7292854,0.5082492,0.99999726,0.97283256,0.9994556,0.5478536,-0.41237777,-0.35483748,-0.35346285,0.946806,0.2913126,1.0,0.67379695,1.857572,-0.9053295,3.3535826,733.386,103.1324,42.398876,29.793806,6
1561,82.81,102.01,0.0784,1.0607753,0.8391943,0.27635565,0.31909835,0.730232,0.5147457,0.99995893,-0.7805682,0.99826,0.5438317,0.4259149,-0.28215197,0.33623526,0.9640276,0.27290508,1.0,-0.2534463,-0.336667,-0.8658938,1.2875942,578.6874,114.59156,28.074932,26.356058,5
1562,50.41,148.84,0.1156,1.0273678,0.83602595,0.3334871,0.72896904,0.72908795,0.5067496,0.999995,0.9336336,0.9996355,0.54868984,0.27809516,0.13511822,0.38157964,0.90514827,0.3274774,1.0,0.7400286,1.3699633,-0.96448314,1.2875942,699.0085,85.94367,28.074932,18.907608,7
1563,60.84,163.84,0.09,1.0335505,0.83657426,0.29552022,0.9985433,0.7292854,0.5082492,0.99999726,0.97283256,0.9994556,0.5478536,-0.41237777,-0.35483748,-0.35346285,0.946806,0.2913126,1.0,0.67379695,1.857572,-0.9053295,3.3535826,733.386,103.1324,42.398876,29.793806,6
1564,82.81,102.01,0.0784,1.0607753,0.8391943,0.27635565,0.31909835,0.730232,0.5147457,0.99995893,-0.7805682,0.99826,0.5438317,0.4259149,-0.28215197,0.33623526,0.9640276,0.27290508,1.0,-0.2534463,-0.336667,-0.8658938,1.2875942,578.6874,114.59156,28.074932,26.356058,5
1565,72.25,102.01,0.0361,1.0449823,0.83810496,0.1888589,0.7984871,0.72983783,0.51099825,0.99995893,-0.7805682,0.99903214,0.545509,0.29379886,0.42262483,-0.33406746,0.9981779,0.18774621,1.0,-0.31967798,-0.336667,-0.57012564,1.2875942,578.6874,200.53523,28.074932,29.220848,6
1566,57.76,84.64,0.0324,1.0470744,0.8412548,0.17902957,0.96791965,0.7309799,0.511498,0.99989897,-0.9748436,0.9989422,0.54063886,0.40390998,-0.35871542,-0.42580873,1.0,0.17808087,1.0,-0.8495313,-1.0680801,2.2988255,1.2875942,527.12115,1034.1888,28.074932,23.49127,5
1567,56.25,98.01,0.0361,1.0565406,0.8385411,0.1888589,0.93799996,0.72999555,0.51374656,0.9999498,-0.88919115,0.9984879,0.54483837,0.36107102,-0.13486871,0.42630756,0.946806,0.18774621,1.0,0.9387236,-0.49920323,-0.9053295,1.2875942,567.2282,103.1324,28.074932,25.210142,5
1568,54.76,94.09,0.09,1.0565406,0.84006333,0.29552022,0.8987081,0.7305471,0.51374656,0.9999387,-0.96236485,0.9984879,0.5424883,0.06951714,0.17760938,-0.37552288,0.9999998,0.2913126,1.0,2.1971252,-0.66173947,0.3566146,1.2875942,555.76904,469.82538,28.074932,33.231552,6
1569,44.89,98.01,0.09,1.0387312,0.8384866,0.29552022,0.40484992,0.7299758,0.50949883,0.9999498,-0.88919115,0.99927807,0.5449222,-0.2942645,-0.19454992,0.019341098,0.9999092,0.2913126,1.0,0.14394367,-0.49920323,-0.27435747,3.3535826,567.2282,286.4789,42.398876,26.356058,5
1570,43.56,98.01,0.09,1.0418521,0.8385411,0.29552022,0.31154135,0.72999555,0.51024854,0.9999498,-0.88919115,0.99915963,0.54483837,-0.07480542,0.4257055,0.31962538,0.99979794,0.2913126,1.0,0.14394367,-0.49920323,-0.353229,3.3535826,567.2282,263.56058,42.398876,25.7831,5
1571,54.76,94.09,0.09,1.0565406,0.84006333,0.29552022,0.8987081,0.7305471,0.51374656,0.9999387,-0.96236485,0.9984879,0.5424883,0.06951714,0.17760938,-0.37552288,0.9999998,0.2913126,1.0,2.1971252,-0.66173947,0.3566146,1.2875942,555.76904,469.82538,28.074932,33.231552,6
1572,47.61,106.09,0.0484,1.0650269,0.83913994,0.21822962,0.5784398,0.73021233,0.5157448,0.9999664,-0.6408264,0.9980162,0.5439156,0.3957197,0.41760236,0.29990244,0.99999833,0.21651806,1.0,2.3295887,-0.17413078,0.120000064,1.2875942,590.14655,401.07047,28.074932,28.64789,6
1573,60.84,106.09,0.0676,1.0460279,0.8377229,0.25708055,0.9985433,0.7296998,0.5112481,0.9999664,-0.6408264,0.9989877,0.54609555,0.10927417,-0.29614437,-0.2852088,0.9959494,0.25429553,1.0,-0.18721466,-0.17413078,-0.6489971,1.2875942,590.14655,177.61691,28.074932,20.053522,5
1574,72.25,110.25,0.0289,1.0491706,0.83859557,0.16918235,0.7984871,0.7300153,0.5119977,0.99997246,-0.47553694,0.9988482,0.5447545,-0.22870329,-0.3030354,0.018916802,0.99999994,0.16838105,1.0,-2.0417013,-0.01159456,0.47492185,1.2875942,601.6057,504.20285,28.074932,19.480564,4
1575,46.24,110.25,0.0289,1.0544297,0.83892226,0.16918235,0.49411336,0.7301335,0.5132469,0.99997246,-0.47553694,0.99859583,0.54425126,0.2588657,0.3735104,0.39982694,0.9836749,0.16838105,1.0,2.9256735,-0.01159456,-0.78702223,3.3535826,601.6057,137.50987,42.398876,43.544792,6
1576,38.44,96.04,0.0729,1.0512711,0.8377229,0.26673144,-0.083089404,0.7296998,0.5124974,0.99994457,-0.9304263,0.99875027,0.54609555,-0.3590661,-0.25591016,0.30913064,0.88535166,0.26362485,1.0,0.87249196,-0.58047134,-0.984201,1.2875942,561.49866,80.21409,28.074932,25.210142,6
1577,50.41,112.36,0.4096,1.0512711,0.8385411,0.59719545,0.72896904,0.72999555,0.5124974,0.9999751,-0.3853382,0.99875027,0.54483837,-0.07585078,0.15517223,0.1781162,0.946806,0.56489956,1.0,0.8062603,0.06967355,-0.9053295,1.2875942,607.33527,103.1324,28.074932,33.231552,4
1578,40.96,102.01,0.0324,1.0470744,0.8402803,0.17902957,0.1165492,0.7306258,0.511498,0.99995893,-0.7805682,0.9989422,0.5421522,-0.37820116,-0.35178474,-0.15444349,1.0,0.17808087,1.0,2.5945153,-0.336667,1.086176,3.3535826,578.6874,681.81976,42.398876,38.96113,5
1579,57.76,81.0,0.0961,1.0639623,0.84087616,0.30505863,0.96791965,0.73084223,0.51549506,0.9998766,-0.91113025,0.99807864,0.5412276,0.28294665,0.34430075,-0.26563296,1.0,0.3004371,1.0,0.21017532,-1.2306162,1.3819442,1.2875942,515.662,767.7634,28.074932,30.366764,4
1580,96.04,90.25,0.0961,1.0470744,0.841687,0.30505863,-0.36647913,0.7311372,0.511498,0.99992514,-0.9971722,0.9989422,0.5399657,-0.12130271,0.003377323,-0.299761,1.0,0.3004371,1.0,-0.05475133,-0.8242757,1.7763017,1.2875942,544.3099,882.355,28.074932,25.7831,5
1581,81.0,132.25,0.09,1.0397705,0.83810496,0.29552022,0.4121185,0.72983783,0.50974876,0.99998987,0.48330477,0.9992396,0.545509,0.29660428,-0.426282,-0.05644043,0.99999887,0.2913126,1.0,-1.6443113,0.80108654,0.15943582,1.2875942,658.9015,412.5296,28.074932,18.33465,6
1582,70.56,141.61,0.0576,1.0397705,0.8378867,0.23770262,0.8545989,0.729759,0.50974876,0.9999932,0.7860703,0.9992396,0.5458442,-0.42547435,0.41679963,0.11079048,0.9999992,0.23549575,1.0,-1.0482262,1.126159,0.19887157,1.2875942,681.81976,423.98877,28.074932,18.907608,7
1583,40.96,102.01,0.0324,1.0470744,0.8402803,0.17902957,0.1165492,0.7306258,0.511498,0.99995893,-0.7805682,0.9989422,0.5421522,-0.37820116,-0.35178474,-0.15444349,1.0,0.17808087,1.0,2.5945153,-0.336667,1.086176,3.3535826,578.6874,681.81976,42.398876,38.96113,5
1584,40.96,84.64,0.0625,1.0460279,0.8390855,0.24740396,0.1165492,0.7301926,0.5112481,0.99989897,-0.9748436,0.9989877,0.54399955,-0.062779956,-0.09751641,0.38442084,0.99999964,0.24491866,1.0,0.14394367,-1.0680801,0.27774307,3.3535826,527.12115,446.90707,42.398876,24.064228,6
1585,53.29,75.69,0.09,1.0397705,0.8404971,0.29552022,0.8504366,0.73070455,0.50974876,0.99983346,-0.7486466,0.9992396,0.54181606,-0.0051089004,-0.35282674,-0.1526961,1.0,0.2913126,1.0,-1.114458,-1.4744205,1.401662,3.3535826,498.47327,773.49304,42.398876,22.918312,5
1586,86.49,96.04,0.0961,1.0428945,0.83865005,0.30505863,0.124454424,0.73003495,0.51049846,0.99994457,-0.9304263,0.99911815,0.54467064,0.1775133,-0.42594796,-0.028805174,0.8617232,0.3004371,1.0,-0.51837295,-0.58047134,-1.0039189,1.2875942,561.49866,74.48451,28.074932,26.356058,5
1587,40.96,84.64,0.0625,1.0460279,0.8390855,0.24740396,0.1165492,0.7301926,0.5112481,0.99989897,-0.9748436,0.9989877,0.54399955,-0.062779956,-0.09751641,0.38442084,0.99999964,0.24491866,1.0,0.14394367,-1.0680801,0.27774307,3.3535826,527.12115,446.90707,42.398876,24.064228,6
1588,53.29,75.69,0.09,1.0397705,0.8404971,0.29552022,0.8504366,0.73070455,0.50974876,0.99983346,-0.7486466,0.9992396,0.54181606,-0.0051089004,-0.35282674,-0.1526961,1.0,0.2913126,1.0,-1.114458,-1.4744205,1.401662,3.3535826,498.47327,773.49304,42.398876,22.918312,5
1589,49.0,125.44,0.0729,1.0366559,0.8374497,0.26673144,0.6569866,0.72960114,0.50899905,0.99998635,0.20300487,0.9993521,0.54651433,-0.38526195,0.4119064,0.09892485,0.90514827,0.26362485,1.0,1.071187,0.5572822,-0.96448314,3.3535826,641.7127,85.94367,42.398876,27.501974,6
1590,62.41,151.29,0.0196,1.0283957,0.83657426,0.13954312,0.99894136,0.7292854,0.50699955,0.99999547,0.96473265,0.99960804,0.5478536,-0.39400053,-0.3754963,-0.3663009,0.8336546,0.13909245,1.0,-0.71706796,1.4512315,-1.0236368,3.3535826,704.7381,68.75494,42.398876,46.98254,6
1591,40.96,108.16,0.0144,1.0428945,0.8384866,0.119712204,0.1165492,0.7299758,0.51049846,0.99996954,-0.56098425,0.99911815,0.5449222,-0.11953129,0.23102814,0.3773615,0.99999446,0.1194273,1.0,1.0049553,-0.09286267,0.0016928067,1.2875942,595.8761,366.693,28.074932,25.210142,6
1592,46.24,114.49,0.0441,1.048122,0.8369028,0.2084599,0.49411336,0.72940385,0.51174784,0.99997747,-0.29128927,0.9988957,0.54735154,-0.01666335,-0.16184664,-0.28746167,0.8336546,0.2069665,1.0,-0.38590965,0.15094167,-1.0236368,3.3535826,613.0648,68.75494,42.398876,23.49127,6
1593,73.96,110.25,0.0256,1.0439379,0.83892226,0.15931821,0.7343971,0.7301335,0.5107483,0.99997246,-0.47553694,0.99907565,0.54425126,0.42092058,-0.27833512,0.38411966,0.9999991,0.1586485,0.99999994,-0.38590965,-0.01159456,0.1791537,1.2875942,601.6057,418.2592,28.074932,33.80451,6
1594,49.0,88.36,0.0841,1.048122,0.83810496,0.2859522,0.6569866,0.72983783,0.51174784,0.99991727,-0.99969304,0.9988957,0.545509,-0.4228501,-0.31495073,-0.16597234,0.9989996,0.2821348,1.0,-1.5780796,-0.9055438,-0.51097196,1.2875942,538.5803,217.72397,28.074932,22.918312,6
1595,40.96,84.64,0.0729,1.0470744,0.8390855,0.26673144,0.1165492,0.7301926,0.511498,0.99989897,-0.9748436,0.9989422,0.54399955,0.41358534,0.330945,0.05547753,0.9999991,0.26362485,1.0,0.34263864,-1.0680801,0.1791537,1.2875942,527.12115,418.2592,28.074932,24.637186,6
1596,43.56,141.61,0.3025,1.0345846,0.83635503,0.52268726,0.31154135,0.72920644,0.5084992,0.9999932,0.7860703,0.9994221,0.54818815,0.2845812,-0.3306242,0.028908988,0.99100745,0.5005202,1.0,-0.2534463,1.126159,-0.7278686,-2.6791036,681.81976,154.69861,0.5729578,17.188734,5
1597,40.96,84.64,0.0729,1.0470744,0.8390855,0.26673144,0.1165492,0.7301926,0.511498,0.99989897,-0.9748436,0.9989422,0.54399955,0.41358534,0.330945,0.05547753,0.9999991,0.26362485,1.0,0.34263864,-1.0680801,0.1791537,1.2875942,527.12115,418.2592,28.074932,24.637186,6
1598,39.69,98.01,0.0576,1.1876779,0.8377775,0.23770262,0.0168139,0.7297195,0.5428943,0.9999498,-0.88919115,0.98524445,0.54601175,-0.40857273,0.36965936,0.36439472,0.88535166,0.23549575,1.0,0.5413337,-0.49920323,-0.984201,3.3535826,567.2282,80.21409,42.398876,22.345354,6
1599,44.89,129.96,0.1089,1.1817542,0.8367933,0.32404304,0.40484992,0.72936434,0.5416532,0.9999888,0.39349088,0.98608786,0.5475189,0.2512733,0.39928085,0.15039285,0.9216685,0.31852078,1.0,-0.51837295,0.7198185,-0.94476527,1.2875942,653.1719,91.67325,28.074932,28.64789,6
1600,49.0,88.36,0.0841,1.048122,0.83810496,0.2859522,0.6569866,0.72983783,0.51174784,0.99991727,-0.99969304,0.9988957,0.545509,-0.4228501,-0.31495073,-0.16597234,0.9989996,0.2821348,1.0,-1.5780796,-0.9055438,-0.51097196,1.2875942,538.5803,217.72397,28.074932,22.918312,6
1601,67.24,114.49,0.1156,1.0470744,0.8393031,0.3334871,0.9407306,0.7302714,0.511498,0.99997747,-0.29128927,0.9989422,0.54366386,-0.31582493,0.33752006,0.3938416,0.99999976,0.3274774,1.0,-0.71706796,0.15094167,0.31717885,1.2875942,613.0648,458.36624,28.074932,29.793806,6
1602,31.36,161.29,0.1521,1.0345846,0.83635503,0.3801884,-0.63126665,0.72920644,0.5084992,0.99999696,0.9910849,0.9994221,0.54818815,0.14014082,-0.013671301,0.40835467,0.99983454,0.37136024,1.0,0.6075653,1.7763039,-0.33351108,-0.7783943,727.6564,269.29016,13.750987,20.62648,5
1603,31.36,182.25,0.1681,1.0345846,0.83500946,0.39860934,-0.63126665,0.72872233,0.5084992,0.9999986,0.59492064,0.9994221,0.55023557,-0.35335493,0.26631284,-0.3202307,0.95623744,0.38847268,1.0,0.87249196,2.4264488,-0.88561165,-0.7783943,773.49304,108.861984,13.750987,28.64789,7
1604,44.89,90.25,0.1681,1.0491706,0.8383231,0.39860934,0.40484992,0.7299167,0.5119977,0.99992514,-0.9971722,0.9988482,0.5451737,0.37874943,-0.22623196,-0.30669734,0.9926315,0.38847268,1.0,0.34263864,-0.8242757,-0.70815074,-2.6791036,544.3099,160.42818,0.5729578,20.053522,5
1605,50.41,166.41,0.0676,1.0325176,0.8361905,0.25708055,0.72896904,0.7291472,0.5079993,0.9999975,0.94486004,0.99948806,0.548439,0.33844167,-0.40068316,-0.23861015,0.9757431,0.25429553,1.0,1.2036502,1.9388402,-0.82645804,1.2875942,739.11554,126.05071,28.074932,24.064228,9
1606,56.25,156.25,0.1024,1.0314856,0.83635503,0.31456655,0.93799996,0.72920644,0.5077494,0.99999624,0.99779826,0.9995195,0.54818815,0.2686357,0.12209078,-0.06705066,0.93540907,0.30950692,1.0,-0.7832996,1.6137676,-0.9250474,1.2875942,716.19727,97.402824,28.074932,26.356058,6
1607,33.64,90.25,0.0361,1.0408108,0.8379413,0.1888589,-0.46460217,0.7297787,0.5099987,0.99992514,-0.9971722,0.9992001,0.5457604,-0.3429059,-0.23306184,-0.06304085,0.9998891,0.18774621,1.0,1.0049553,-0.8242757,-0.29407534,1.2875942,544.3099,280.74933,28.074932,21.772396,7
1608,47.61,73.96,0.0729,1.0586559,0.8427653,0.26673144,0.5784398,0.7315302,0.51424617,0.99981594,-0.67872006,0.99837595,0.5382812,0.15130267,0.4184407,0.31677207,1.0,0.26362485,1.0,-1.3793846,-1.5556887,3.3734498,1.2875942,492.7437,1346.4508,28.074932,26.929016,5
1609,65.61,100.0,0.04,1.0491706,0.8397377,0.19866933,0.9698898,0.73042893,0.5119977,0.9999546,-0.8390715,0.9988482,0.54299223,-0.06795335,-0.080369905,-0.30465016,1.0,0.19737533,1.0,-0.6508363,-0.41793513,1.0664581,1.2875942,572.9578,676.0902,28.074932,26.356058,7
1610,56.25,156.25,0.1024,1.0314856,0.83635503,0.31456655,0.93799996,0.72920644,0.5077494,0.99999624,0.99779826,0.9995195,0.54818815,0.2686357,0.12209078,-0.06705066,0.93540907,0.30950692,1.0,-0.7832996,1.6137676,-0.9250474,1.2875942,716.19727,97.402824,28.074932,26.356058,6
1611,67.24,102.01,0.0676,1.0408108,0.8382686,0.25708055,0.9407306,0.72989696,0.5099987,0.99995893,-0.7805682,0.9992001,0.54525757,-0.30277446,0.23071781,0.062912755,0.99993914,0.25429553,1.0,-0.4521413,-0.336667,-0.23492171,1.2875942,578.6874,297.93805,28.074932,19.480564,6
