,sulphates_rbfFeature_exp,volatile acidity_sin_exp,alcohol_sigmoid_exp,volatile acidity_square_sigmoid,chlorides_cos_sigmoid,alcohol_sigmoid_sigmoid,density_sigmoid_sigmoid,chlorides_exp_tanh,density_sigmoid_tanh,alcohol_zscore_tanh,volatile acidity_tanh_tanh,free sulfur dioxide_tanh_rbfFeature,free sulfur dioxide_rbfFeature_rbfFeature,sulphates_rbfFeature_rbfFeature,density_sigmoid_rbfFeature,density_cos_rbfFeature,volatile acidity_sin_ln,sulphates_degree_ln,alcohol_square_ln,chlorides_sigmoid_ln,sulphates_rbfFeature_sin,volatile acidity_sin_sin,density_cos_sin,residual sugar_tanh_sin,chlorides_cos_sin,pH_zscore_zscore,alcohol_square_zscore,chlorides_exp_zscore,volatile acidity_tanh_zscore,free sulfur dioxide_rbfFeature_zscore,chlorides_cos_negative,volatile acidity_tanh_negative,residual sugar_tanh_negative,free sulfur dioxide_rbfFeature_negative,alcohol_cos_negative,chlorides_exp_radian,volatile acidity_sin_radian,volatile acidity_square_radian,pH_zscore_radian,alcohol_degree_radian,citric acid_degree_radian,quality
491,0.6906235,1.2560571,2.7182736,0.5132219,0.730958,0.73105794,0.6745964,0.77491605,0.6224829,0.94429624,0.22225624,0.12364492,0.14439993,-0.18071885,0.15781209,-0.13843955,-1.4785082,3.1319363,5.083204,-0.6772752,-0.36176497,0.22600785,0.5217125,0.79661137,0.8411943,0.4088703,1.8465118,-0.60182923,-0.48094586,-0.71492904,-0.99948806,-0.22602835,-0.9216685,0.20810527,-0.9910849,0.018020831,0.0039789584,0.0009232792,0.007136133,12.7,0.39,7
492,0.77215976,1.2078706,2.7181456,0.509024,0.73090905,0.7310487,0.6748649,0.7777974,0.62323135,-0.4614903,0.18557094,-0.17495184,0.2689743,-0.23102468,0.07230145,0.20747161,-1.6667552,3.2716982,4.5850697,-0.6738373,-0.25569236,0.18773821,0.51727504,0.84147096,0.8410599,-0.05475133,-0.5271749,-0.30240119,-0.91477734,0.5079876,-0.9992396,-0.18774621,-0.99999994,-0.16163895,0.88919115,0.018147418,0.0032962095,0.0006300639,-0.000955591,9.9,0.26,6
493,1.4189941,1.2078706,2.7182515,0.509024,0.73101103,0.7310564,0.67463547,0.7707789,0.62259173,0.6167968,0.18557094,0.045463227,0.24080312,-0.04309474,0.19430496,-0.047762834,-1.6667552,3.60194,4.8672266,-0.6822077,0.34284917,0.18773821,0.52107036,0.8115535,0.84134024,0.077712,0.67129725,-1.0259705,-0.91477734,1.3001764,-0.999758,-0.18774621,-0.946806,-0.4011542,-0.39349088,0.017841518,0.0032962095,0.0006300639,0.0013563302,11.4,0.28,6
494,1.3576437,1.2197787,2.7182207,0.5099987,0.7309013,0.7310541,0.67477834,0.778208,0.6229903,0.1498057,0.1948516,-0.035878282,0.05546014,-0.2134986,-0.2460121,0.27212274,-1.6161135,3.5034997,4.7404876,-0.6733471,0.3010091,0.19736502,0.51870996,0.84138155,0.8410385,1.2036502,0.09100391,-0.2594521,-0.8056556,-1.2660803,-0.9992001,-0.19737533,-0.99983454,0.37474376,0.29128927,0.018165575,0.0034674339,0.0006981317,0.021007659,10.7,0.38,6
495,0.7146608,1.531028,2.7182715,0.5482494,0.73099715,0.7310578,0.67466146,0.7720226,0.6226642,0.9237149,0.39156273,-0.2719863,-0.09216006,0.24922435,-0.23975511,0.26171964,-0.85345805,3.3142579,5.0514574,-0.68072534,-0.32966354,0.4131765,0.5206418,0.84147006,0.8413021,0.9387236,1.6574574,-0.8991705,1.6452094,0.4591718,-0.9996875,-0.41364443,-0.99999833,-0.14687967,-0.99779826,0.017895125,0.007434046,0.0033789573,0.016383817,12.5,0.13,6
496,0.78087085,1.4761218,2.7177815,0.5399149,0.7308933,0.7310224,0.6749339,0.7786184,0.62342393,-0.9147192,0.36266318,-0.08597756,0.110991426,-0.24755795,-0.22941335,0.00068177463,-0.9431011,3.334877,4.3035245,-0.67285734,-0.24483116,0.37965035,0.5161247,0.841471,0.84101665,-0.71706796,-1.4293112,-0.21646366,1.2633563,1.3280232,-0.99915963,-0.37994897,-1.0,-0.40957358,0.67872006,0.01818375,0.006796632,0.0027925267,-0.012515197,8.6,0.62,4
497,1.5241089,1.2560571,2.7182715,0.5132219,0.7309921,0.7310578,0.6746224,0.7724367,0.62255543,0.9237149,0.22225624,0.23245843,0.25211206,0.22672592,0.24478671,-0.06849981,-1.4785082,3.4320407,5.0514574,-0.68023163,0.40904742,0.22600785,0.52128446,0.79661137,0.8412883,0.67379695,1.6574574,-0.85682184,-0.48094586,-0.35935882,-0.99966204,-0.22602835,-0.9216685,0.10059996,-0.99779826,0.017913029,0.0039789584,0.0009232792,0.011759975,12.5,0.32000002,6
498,0.77312857,1.3892572,2.7181585,0.5280268,0.7309013,0.73104966,0.67469174,0.778208,0.6227488,-0.39518946,0.31222272,-0.21971793,-0.11180108,-0.2491023,-0.10879824,0.22943756,-1.1123993,3.6327116,4.6051702,-0.6733471,-0.25447997,0.32287836,0.5201416,0.6900761,0.8410385,0.5413337,-0.45252836,-0.2594521,0.61805505,-0.4951054,-0.9992001,-0.32300633,-0.7615942,0.14164242,0.8390715,0.018165575,0.0057381047,0.0019586957,0.009448055,10.0,0.33999997,5
499,0.78087085,1.4761218,2.7177815,0.5399149,0.7308933,0.7310224,0.6749339,0.7786184,0.62342393,-0.9147192,0.36266318,-0.08597756,0.110991426,-0.24755795,-0.22941335,0.00068177463,-0.9431011,3.334877,4.3035245,-0.67285734,-0.24483116,0.37965035,0.5161247,0.841471,0.84101665,-0.71706796,-1.4293112,-0.21646366,1.2633563,1.3280232,-0.99915963,-0.37994897,-1.0,-0.40957358,0.67872006,0.01818375,0.006796632,0.0027925267,-0.012515197,8.6,0.62,4
500,0.935026,1.3183166,2.7180784,0.51959,0.7308595,0.7310438,0.67499435,0.7802573,0.6235923,-0.67739034,0.26632595,0.27207416,-0.2588727,0.18229389,0.11888011,-0.25051028,-1.2860667,3.334877,4.5025835,-0.6709003,-0.06713041,0.2728514,0.51511645,0.841471,0.8409236,-0.71706796,-0.8182592,-0.044071816,0.0502837,0.24052954,-0.9989877,-0.27290508,-1.0,-0.08077401,0.9971722,0.01825663,0.004823316,0.0013683381,-0.012515197,9.499999,0.53999996,6
501,1.4480661,1.2078706,2.7180977,0.509024,0.7309166,0.7310453,0.6749296,0.77738655,0.62341195,-0.6309588,0.18557094,-0.26997614,0.19148125,-0.09142062,-0.24039824,0.27121848,-1.6667552,3.3142579,4.523526,-0.67432773,0.36182883,0.18773821,0.51619667,0.841471,0.8410807,-0.4521413,-0.7466133,-0.34530598,-0.91477734,0.5331523,-0.99927807,-0.18774621,-1.0,-0.16924739,0.98468786,0.01812928,0.0032962095,0.0006300639,-0.007891354,9.6,0.58,6
502,0.6947666,1.3438252,2.7181456,0.52248484,0.7309166,0.7310487,0.67476535,0.77738655,0.6229541,-0.4614903,0.28334248,0.23244874,0.24745096,-0.1032385,-0.26307467,0.086777955,-1.219018,3.5701911,4.5850697,-0.67432773,-0.35618258,0.29123756,0.51892495,0.82939625,0.8410807,0.077712,-0.5271749,-0.34530598,0.25888658,-1.4304765,-0.99927807,-0.2913126,-0.9780261,0.42444837,0.88919115,0.01812928,0.005157801,0.0015707964,0.0013563302,9.9,0.3,6
503,0.6620159,1.3438252,2.7181456,0.52248484,0.73092395,0.7310487,0.67476535,0.7769754,0.6229541,-0.4614903,0.28334248,0.08622793,-0.17914398,-0.20801866,0.015865732,0.24307828,-1.219018,3.5701911,4.5850697,-0.6748182,-0.40086946,0.29123756,0.51892495,0.82939625,0.841101,0.011480334,-0.5271749,-0.3881665,0.25888658,-1.4310277,-0.99931556,-0.2913126,-0.9780261,0.424615,0.88919115,0.01811116,0.005157801,0.0015707964,0.00020036964,9.9,0.29,5
504,1.4843057,1.1960561,2.717911,0.50809926,0.7307824,0.7310318,0.6749512,0.78352255,0.62347215,-0.86475146,0.17622197,0.24084476,-0.23646127,-0.20604287,0.0893355,-0.27098802,-1.7202044,3.4133487,4.3721027,-0.66699827,0.3847594,0.17807473,0.5158368,0.841471,0.8407115,-0.8495313,-1.2323792,0.30278376,-1.0243096,1.3671099,-0.99859583,-0.17808087,-1.0,-0.4213913,0.8654352,0.01840327,0.0031246555,0.00056548667,-0.014827118,8.9,0.31,6
505,1.4843057,1.1960561,2.717911,0.50809926,0.7307824,0.7310318,0.6749512,0.78352255,0.62347215,-0.86475146,0.17622197,0.24084476,-0.23646127,-0.20604287,0.0893355,-0.27098802,-1.7202044,3.4133487,4.3721027,-0.66699827,0.3847594,0.17807473,0.5158368,0.841471,0.8407115,-0.8495313,-1.2323792,0.30278376,-1.0243096,1.3671099,-0.99859583,-0.17808087,-1.0,-0.4213913,0.8654352,0.01840327,0.0031246555,0.00056548667,-0.014827118,8.9,0.31,6
506,0.8842443,1.6293436,2.7178721,0.5646609,0.73026204,0.7310289,0.6747956,0.79839665,0.62303853,-0.88386256,0.43815503,-0.2642856,-0.2663339,-0.17505112,0.17390028,0.269632,-0.7170767,3.3943005,4.3495035,-0.6491593,-0.12271168,0.46901682,0.51842326,0.83999985,0.8392774,-1.1806896,-1.2987733,1.9435894,2.2832365,1.3350152,-0.9959527,-0.4699452,-0.997283,-0.41168758,0.81109303,0.019096943,0.0085203005,0.0045396015,-0.02060692,8.8,0.26,5
507,1.0448517,1.2683319,2.7181585,0.514396,0.73083204,0.73104966,0.67476964,0.7814837,0.6229661,-0.39518946,0.23123682,0.20669754,0.2372369,0.15947624,-0.15588515,0.022426538,-1.4367349,3.4320407,4.6051702,-0.66943514,0.04386094,0.23547047,0.51885325,0.81702787,0.8408481,2.9919052,-0.45252836,0.085671134,-0.3736568,0.18259509,-0.9988482,-0.23549575,-0.95623744,-0.06325775,0.8390715,0.018311482,0.0041486933,0.0010053096,0.052218597,10.0,0.26999998,7
508,0.66003907,1.787888,2.7182653,0.59493387,0.73090905,0.7310574,0.67463547,0.7777974,0.62259173,0.835906,0.5013652,0.2523118,-0.24619134,-0.2616115,0.20855206,-0.15008666,-0.5429441,3.2272463,4.9698133,-0.6738373,-0.40360746,0.5488895,0.52107036,0.8404851,0.8410599,1.667272,1.1979494,-0.30240119,3.2032392,0.36908832,-0.9992396,-0.55112803,-0.9981779,-0.11964327,-0.84385395,0.018147418,0.010140976,0.0067090457,0.029099384,12.0,0.28,6
509,1.0448517,1.2683319,2.7181585,0.514396,0.73083204,0.73104966,0.67476964,0.7814837,0.6229661,-0.39518946,0.23123682,0.20669754,0.2372369,0.15947624,-0.15588515,0.022426538,-1.4367349,3.4320407,4.6051702,-0.66943514,0.04386094,0.23547047,0.51885325,0.81702787,0.8408481,2.9919052,-0.45252836,0.085671134,-0.3736568,0.18259509,-0.9988482,-0.23549575,-0.95623744,-0.06325775,0.8390715,0.018311482,0.0041486933,0.0010053096,0.052218597,10.0,0.26999998,7
510,0.671752,1.3056897,2.7181585,0.51821697,0.7308933,0.73104966,0.6746961,0.7786184,0.6227609,-0.39518946,0.25768283,0.12623242,0.019646125,-0.2712272,0.13400249,0.19760713,-1.3215129,3.1807265,4.6051702,-0.67285734,-0.38745195,0.26357988,0.5200701,0.75896573,0.84101665,0.14394367,-0.45252836,-0.21646366,-0.05488436,1.3307751,-0.99915963,-0.26362485,-0.8617232,-0.41040564,0.8390715,0.01818375,0.0046553416,0.001272345,0.0025122908,10.0,0.12,6
511,0.68836814,1.395827,2.7182667,0.52886784,0.73088515,0.7310575,0.67463976,0.77902853,0.6226038,0.85878444,0.3162523,0.1335532,0.004774113,-0.049062815,-0.26109362,0.14238918,-1.0981511,3.1566288,4.986411,-0.67236763,-0.36481255,0.32733998,0.5209989,0.8115535,0.8409942,-0.51837295,1.2883507,-0.1734309,0.6687233,-1.4296514,-0.99911815,-0.3274774,-0.946806,0.4241989,-0.8932061,0.018201942,0.0058204476,0.0020176005,-0.0090473145,12.099999,0.35,6
512,1.4891121,1.2931494,2.7182364,0.51689357,0.7309013,0.7310553,0.67473936,0.778208,0.62288165,0.3754445,0.24895227,0.27210954,-0.2413251,0.2709101,-0.2710021,0.25067538,-1.3583658,3.5205941,4.7957907,-0.6733471,0.38774148,0.25425813,0.51935464,0.8414381,0.8410385,-0.18721466,0.33519965,-0.2594521,-0.16060866,-0.26111588,-0.9992001,-0.25429553,-0.99993914,0.07089658,-0.004425698,0.018165575,0.004486902,0.0011798425,-0.0032675122,11.0,0.35999998,6
513,1.0852993,1.4222984,2.7182448,0.5323547,0.73099715,0.7310559,0.6746701,0.7720226,0.6226885,0.5059582,0.3321243,0.13008459,0.21601097,0.26173094,0.27095717,-0.27173164,-1.0433453,2.9395645,4.8318276,-0.68072534,0.08176442,0.3450333,0.520499,0.7741377,0.8413021,0.14394367,0.50174797,-0.8991705,0.86972344,-1.3790472,-0.9996875,-0.34521404,-0.88535166,0.4088989,-0.20300487,0.017895125,0.0061483453,0.0022619467,0.0025122908,11.2,0.33,6
514,1.4305116,1.3183166,2.7181904,0.51959,0.7309312,0.731052,0.6748302,0.7765641,0.6231349,-0.1723919,0.26632595,-0.08050119,0.271032,-0.06419656,-0.09123869,0.26317647,-1.2860667,3.1066184,4.6642876,-0.6753091,0.3504318,0.2728514,0.51784945,0.84147096,0.8411208,-0.12098299,-0.22408736,-0.43098268,0.0502837,-0.592214,-0.9993521,-0.27290508,-0.99999994,0.17100285,0.6408264,0.018093059,0.004823316,0.0013683381,-0.0021115516,10.3,0.32000002,7
515,1.4211489,1.3567046,2.718199,0.52400655,0.7308029,0.73105264,0.6747178,0.7827078,0.6228212,-0.09259666,0.29171255,0.11873391,0.24959241,0.24197088,0.013547947,-0.18327877,-1.1872513,3.2932043,4.683612,-0.66797227,0.34427425,0.3003491,0.51971245,0.8281187,0.8407678,1.2036502,-0.1464396,0.2158078,0.3622896,1.3189906,-0.9986998,-0.3004371,-0.9757431,-0.40684262,0.56098425,0.018366499,0.0053242776,0.0016772614,0.021007659,10.4,0.26,6
516,0.75805026,1.1960561,2.7179782,0.50809926,0.7307612,0.7310366,0.67475235,0.7843362,0.6229179,-0.817538,0.17622197,-0.11509192,0.21712016,-0.2609129,0.27162436,0.2532696,-1.7202044,3.2497191,4.4165487,-0.6660252,-0.2734766,0.17807473,0.5191398,0.79661137,0.840653,-0.71706796,-1.0973401,0.38993195,-1.0243096,1.382396,-0.9984879,-0.17808087,-0.9216685,-0.426013,0.9477216,0.018440112,0.0031246555,0.00056548667,-0.012515197,9.1,0.37,5
517,0.6650296,1.1611816,2.718199,0.5056248,0.7308595,0.73105264,0.67469174,0.7802573,0.6227488,-0.09259666,0.14779459,0.24044994,0.13501835,-0.27216527,-0.1949198,-0.11570206,-1.9008728,3.5374014,4.683612,-0.6709003,-0.39670432,0.14888255,0.5201416,0.80484194,0.8409236,-1.2469213,-0.1464396,-0.044071816,-1.355171,1.3711442,-0.9989877,-0.14888503,-0.93540907,-0.42261106,0.56098425,0.01825663,0.0026081873,0.0003926991,-0.021762881,10.4,0.42000002,6
518,0.6549627,1.1384118,2.7182264,0.5042249,0.7308128,0.7310546,0.67468315,0.78230006,0.6227247,0.2281242,0.12855725,-0.24890766,0.0959841,0.042594656,-0.24470371,0.26013753,-2.043039,3.60194,4.7590923,-0.6684596,-0.41065934,0.12927136,0.52028453,0.81702787,0.8407951,1.6010402,0.1716523,0.17238626,-1.5774286,-0.5775135,-0.99875027,-0.12927258,-0.95623744,0.1665582,0.1943299,0.01834814,0.0022625425,0.00029496063,0.027943423,10.8,0.28,6
519,0.68199664,1.395827,2.718259,0.52886784,0.73083204,0.7310569,0.674787,0.7814837,0.62301433,0.7458885,0.3162523,0.26909375,-0.1451028,-0.07872235,0.091324456,0.2666123,-1.0981511,3.1319363,4.9191775,-0.66943514,-0.37345487,0.32733998,0.5185666,0.841471,0.8408481,0.011480334,0.93124723,0.085671134,0.6687233,-0.80090666,-0.9988482,-0.3274774,-1.0,0.23410028,-0.64759636,0.018311482,0.0058204476,0.0020176005,0.00020036964,11.7,0.33999997,5
520,1.0668085,1.2078706,2.718131,0.509024,0.73090905,0.73104763,0.674787,0.7777974,0.62301433,-0.5230079,0.18557094,0.26835704,-0.051408738,0.2686187,-0.2599645,0.13656417,-1.6667552,3.7471218,4.564765,-0.6738373,0.064626366,0.18773821,0.5185666,0.82514113,0.8410599,-0.91576296,-0.6010713,-0.30240119,-0.91477734,0.54972726,-0.9992396,-0.18774621,-0.97045195,-0.17425877,0.9304263,0.018147418,0.0032962095,0.0006300639,-0.015983079,9.8,0.26,5
521,1.0668085,1.2078706,2.718131,0.509024,0.73090905,0.73104763,0.674787,0.7777974,0.62301433,-0.5230079,0.18557094,0.26835704,-0.051408738,0.2686187,-0.2599645,0.13656417,-1.6667552,3.7471218,4.564765,-0.6738373,0.064626366,0.18773821,0.5185666,0.82514113,0.8410599,-0.91576296,-0.6010713,-0.30240119,-0.91477734,0.54972726,-0.9992396,-0.18774621,-0.97045195,-0.17425877,0.9304263,0.018147418,0.0032962095,0.0006300639,-0.015983079,9.8,0.26,5
522,1.4993092,1.2806964,2.7182515,0.51561993,0.7309166,0.7310564,0.6746095,0.77738655,0.62251914,0.6167968,0.24013622,-0.055556376,0.06361238,0.2618781,0.089801826,0.13969733,-1.3967328,3.1066184,4.8672266,-0.67432773,0.3940229,0.2448878,0.52149856,0.75896573,0.8410807,-1.0482262,0.67129725,-0.34530598,-0.26687184,1.2068092,-0.99927807,-0.24491866,-0.8617232,-0.37292498,-0.39349088,0.01812928,0.004318014,0.0010908308,-0.018295,11.4,0.4,6
523,0.93908393,1.4222984,2.7182448,0.5323547,0.73095155,0.7310559,0.6745964,0.7753284,0.6224829,0.5059582,0.3321243,0.20101,0.23969328,0.25019503,-0.18287146,-0.054575533,-1.0433453,3.080643,4.8318276,-0.6767834,-0.062809065,0.3450333,0.5217125,0.80484194,0.8411767,-1.0482262,0.50174797,-0.55918527,0.86972344,0.78752536,-0.9994556,-0.34521404,-0.93540907,-0.24615613,-0.20300487,0.01803886,0.0061483453,0.0022619467,-0.018295,11.2,0.32000002,6
524,1.2159176,1.4090247,2.7182515,0.5305868,0.7309166,0.7310564,0.6746138,0.77738655,0.6225312,0.6167968,0.32423776,-0.21528393,0.25844657,-0.24514107,-0.22359346,-0.14509843,-1.0703229,2.9694173,4.8672266,-0.67432773,0.19425607,0.3362176,0.52142715,0.6900761,0.8410807,1.2036502,0.67129725,-0.34530598,0.7695613,1.0056313,-0.99927807,-0.33637553,-0.7615942,-0.31209964,-0.39349088,0.01812928,0.0059846956,0.0021380284,0.021007659,11.4,0.37,5
525,1.5147753,1.3696655,2.7180073,0.52557766,0.7297805,0.73103875,0.67475235,0.80783033,0.6229179,-0.7887368,0.29998848,-0.06436528,-0.14681162,0.27197906,-0.019046994,0.266478,-1.1565596,3.2497191,4.438407,-0.63777083,0.40343437,0.3094043,0.5191398,0.83999985,0.83794624,-0.6508363,-1.0286951,3.0408213,0.46507326,0.6035176,-0.99350905,-0.30950692,-0.997283,-0.19052207,0.9748436,0.019560814,0.005490222,0.0017872171,-0.011359236,9.2,0.39,6
526,1.2080649,1.3567046,2.7182715,0.52400655,0.7309013,0.7310578,0.6746311,0.778208,0.6225796,0.9237149,0.29171255,0.019175552,0.16047953,0.23288015,-0.16769718,-0.20583235,-1.1872513,3.4133487,5.0514574,-0.6733471,0.18789627,0.3003491,0.5211417,0.84142196,0.8410385,-0.9819946,1.6574574,-0.2594521,0.3622896,1.1962448,-0.9992001,-0.3004371,-0.9999092,-0.3697309,-0.99779826,0.018165575,0.0053242776,0.0016772614,-0.01713904,12.5,0.45999998,4
527,0.67459667,1.3183166,2.7182724,0.51959,0.730945,0.7310579,0.6745964,0.77574056,0.6224829,0.9347856,0.26632595,-0.22855113,-0.26382673,0.04658753,0.27136976,0.030469423,-1.2860667,3.2272463,5.067394,-0.67629164,-0.38355285,0.2728514,0.5217125,0.8115535,0.84115857,1.1374186,1.7516094,-0.51649207,0.0502837,1.0185568,-0.9994221,-0.27290508,-0.946806,-0.3160076,-0.9994346,0.018056909,0.004823316,0.0013683381,0.0198517,12.599999,0.21999998,6
528,1.0033429,1.4222984,2.7182684,0.5323547,0.73096406,0.7310576,0.6745877,0.77450347,0.62245864,0.8786838,0.3321243,0.267141,-0.27151442,0.10377692,0.114630856,0.089926146,-1.0433453,2.9984047,5.002872,-0.6777673,0.0033372245,0.3450333,0.5218551,0.79661137,0.8412113,1.667272,1.3795018,-0.6444338,0.86972344,1.3533069,-0.9995195,-0.34521404,-0.9216685,-0.417218,-0.9336336,0.01800282,0.0061483453,0.0022619467,0.029099384,12.2,0.020000001,6
529,1.4425943,1.2078706,2.7182448,0.509024,0.73097014,0.7310559,0.6747004,0.7740906,0.62277293,0.5059582,0.18557094,-0.19634782,-0.26038304,-0.24844564,0.035486743,0.19871403,-1.6667552,3.2497191,4.8318276,-0.6782596,0.35829702,0.18773821,0.51999855,0.8413376,0.8412278,2.4620519,0.50174797,-0.68699896,-0.91477734,-1.4242166,-0.99955004,-0.18774621,-0.99975324,0.4225557,-0.20300487,0.017984824,0.0032962095,0.0006300639,0.04297091,11.2,0.47,6
530,0.9972047,1.1049869,2.7181153,0.5025,0.73083204,0.73104656,0.6748086,0.7814837,0.62307465,-0.57951987,0.099339284,-0.18187872,-0.09809481,-0.11171721,-0.20745498,-0.115321174,-2.3042524,3.8125045,4.544252,-0.66943514,-0.002799119,0.09966766,0.51820815,0.84141105,0.8408481,1.6010402,-0.67421764,0.085671134,-1.9129219,0.37692225,-0.9988482,-0.099667996,-0.9998891,-0.12201183,0.96236485,0.018311482,0.0017424218,0.00017453292,0.027943423,9.7,0.35,6
531,1.5020344,1.1960561,2.7180333,0.50809926,0.7276539,0.7310406,0.6748,0.8349985,0.62305063,-0.75599957,0.17622197,0.24833539,0.24403377,-0.024687454,0.24912208,-0.26118073,-1.7202044,3.1319363,4.4600286,-0.6044655,0.3956913,0.17807473,0.51835155,0.84110844,0.832027,-0.8495313,-0.9593001,6.495036,-1.0243096,-1.2900661,-0.9827518,-0.17808087,-0.9993293,0.3819958,0.99222535,0.021021133,0.0031246555,0.00056548667,-0.014827118,9.3,0.48,5
532,0.65289265,1.2806964,2.7179463,0.51561993,0.7306172,0.73103434,0.6749339,0.78919566,0.62342393,-0.84275794,0.24013622,-0.08313977,-0.2697217,0.035765916,0.26484206,0.10028334,-1.3967328,3.3142579,4.394449,-0.6602082,-0.4135435,0.2448878,0.5161247,0.841471,0.84025663,-1.1806896,-1.1652346,0.9165025,-0.26687184,-1.428446,-0.99775636,-0.24491866,-1.0,0.42383444,0.91113025,0.018662728,0.004318014,0.0010908308,-0.02060692,8.999999,0.35999998,6
533,0.65289265,1.2806964,2.7179463,0.51561993,0.7306172,0.73103434,0.6749339,0.78919566,0.62342393,-0.84275794,0.24013622,-0.08313977,-0.2697217,0.035765916,0.26484206,0.10028334,-1.3967328,3.3142579,4.394449,-0.6602082,-0.4135435,0.2448878,0.5161247,0.841471,0.84025663,-1.1806896,-1.1652346,0.9165025,-0.26687184,-1.428446,-0.99775636,-0.24491866,-1.0,0.42383444,0.91113025,0.018662728,0.004318014,0.0010908308,-0.02060692,8.999999,0.35999998,6
534,0.65289265,1.2806964,2.7179463,0.51561993,0.7306172,0.73103434,0.6749339,0.78919566,0.62342393,-0.84275794,0.24013622,-0.08313977,-0.2697217,0.035765916,0.26484206,0.10028334,-1.3967328,3.3142579,4.394449,-0.6602082,-0.4135435,0.2448878,0.5161247,0.841471,0.84025663,-1.1806896,-1.1652346,0.9165025,-0.26687184,-1.428446,-0.99775636,-0.24491866,-1.0,0.42383444,0.91113025,0.018662728,0.004318014,0.0010908308,-0.02060692,8.999999,0.35999998,6
535,1.0401578,1.4024163,2.7179782,0.52972114,0.7308414,0.7310366,0.6749815,0.7810752,0.6235564,-0.817538,0.32025737,0.21583745,0.27216008,-0.074844666,0.07723495,-0.24851294,-1.0841277,3.3748825,4.4165487,-0.6699233,0.039362203,0.33178645,0.51533264,0.841471,0.84087384,-0.6508363,-1.0973401,0.042382475,0.71922606,0.6165207,-0.9988957,-0.33193386,-1.0,-0.19445351,0.9477216,0.018293181,0.005902645,0.002077378,-0.011359236,9.1,0.51,5
536,1.0401578,1.4024163,2.7179782,0.52972114,0.7308414,0.7310366,0.6749815,0.7810752,0.6235564,-0.817538,0.32025737,0.21583745,0.27216008,-0.074844666,0.07723495,-0.24851294,-1.0841277,3.3748825,4.4165487,-0.6699233,0.039362203,0.33178645,0.51533264,0.841471,0.84087384,-0.6508363,-1.0973401,0.042382475,0.71922606,0.6165207,-0.9988957,-0.33193386,-1.0,-0.19445351,0.9477216,0.018293181,0.005902645,0.002077378,-0.011359236,9.1,0.51,5
537,0.65289265,1.2806964,2.7179463,0.51561993,0.7306172,0.73103434,0.6749339,0.78919566,0.62342393,-0.84275794,0.24013622,-0.08313977,-0.2697217,0.035765916,0.26484206,0.10028334,-1.3967328,3.3142579,4.394449,-0.6602082,-0.4135435,0.2448878,0.5161247,0.841471,0.84025663,-1.1806896,-1.1652346,0.9165025,-0.26687184,-1.428446,-0.99775636,-0.24491866,-1.0,0.42383444,0.91113025,0.018662728,0.004318014,0.0010908308,-0.02060692,8.999999,0.35999998,6
538,1.2804328,1.2683319,2.718199,0.514396,0.7308595,0.73105264,0.67469174,0.7802573,0.6227488,-0.09259666,0.23123682,-0.14343296,0.22447479,-0.2657851,-0.1784152,-0.22965424,-1.4367349,3.4320407,4.683612,-0.6709003,0.24468827,0.23547047,0.5201416,0.7865167,0.8409236,0.8062603,-0.1464396,-0.044071816,-0.3736568,-0.08410334,-0.9989877,-0.23549575,-0.90514827,0.017377513,0.56098425,0.01825663,0.0041486933,0.0010053096,0.014071897,10.4,0.3,5
539,1.4179517,1.2806964,2.7180784,0.51561993,0.7307824,0.7310438,0.67484325,0.78352255,0.6231711,-0.67739034,0.24013622,-0.24588723,-0.19988474,-0.15724175,-0.2188132,0.024992274,-1.3967328,3.6477494,4.5025835,-0.66699827,0.34215882,0.2448878,0.5176341,0.8413503,0.8407115,1.2036502,-0.8182592,0.30278376,-0.26687184,0.078160286,-0.99859583,-0.24491866,-0.9997767,-0.03168228,0.9971722,0.01840327,0.004318014,0.0010908308,0.021007659,9.499999,0.24,6
540,1.1460232,1.3567046,2.7182515,0.52400655,0.7309013,0.7310564,0.67483455,0.778208,0.623147,0.6167968,0.29171255,-0.1076502,-0.13936608,-0.2624187,-0.10462682,-0.2691913,-1.1872513,3.4503899,4.8672266,-0.6733471,0.13587622,0.3003491,0.5177777,0.841471,0.8410385,1.7997353,0.67129725,-0.2594521,0.3622896,-1.4067957,-0.9992001,-0.3004371,-1.0,0.41728857,-0.39349088,0.018165575,0.0053242776,0.0016772614,0.031411305,11.4,0.31,4
541,0.7794344,1.5588495,2.717829,0.5527035,0.7308128,0.7310259,0.6749339,0.78230006,0.62342393,-0.9004174,0.4053917,-0.11996735,-0.19660142,-0.12370387,0.18020934,0.109338425,-0.8120476,3.1807265,4.3266463,-0.6684596,-0.24661596,0.4295082,0.5161247,0.841471,0.8407951,-0.18721466,-1.3644172,0.17238626,1.8315127,0.5452426,-0.99875027,-0.4300842,-1.0,-0.17290285,0.7486466,0.01834814,0.0077483566,0.0036931168,-0.0032675122,8.7,0.65,5
542,1.1927522,1.4090247,2.7181456,0.5305868,0.7308595,0.7310487,0.67469174,0.7802573,0.6227488,-0.4614903,0.32423776,0.23259465,0.14775307,0.23621586,0.27199915,0.1267488,-1.0703229,3.6625645,4.5850697,-0.6709003,0.17535216,0.3362176,0.5201416,0.7177037,0.8409236,1.0049553,-0.5271749,-0.044071816,0.7695613,-0.4212451,-0.9989877,-0.33637553,-0.800499,0.11931106,0.88919115,0.01825663,0.0059846956,0.0021380284,0.017539779,9.9,0.35,6
