,205382_s_at_sigmoid,37892_at_sigmoid,220988_s_at_sigmoid,223122_s_at_sigmoid,206488_s_at_sigmoid,209612_s_at_radian,212354_at_radian,221541_at_radian,205913_at_radian,209613_s_at_radian,204589_at_radian,(202766_s_at*211161_s_at),(200665_s_at*207175_at),(212489_at*221729_at),(207175_at*229554_at),(212354_at*223122_s_at),(206488_s_at*209687_at),(209596_at*227061_at),(203325_s_at*211161_s_at),(204589_at*205913_at),(201125_s_at*207175_at),(201150_s_at*212489_at),(213069_at*223122_s_at),(209613_s_at*223122_s_at),(203666_at*203980_at),(221730_at*228481_at),(203325_s_at*221729_at),(200665_s_at*221729_at),(204589_at*223121_s_at),(204589_at*211161_s_at),(204589_at*212667_at),201744_s_at_recip,223122_s_at_recip,228766_at_recip,209612_s_at_recip,209613_s_at_recip,225241_at_recip,232458_at_square,205382_s_at_square,212489_at_square,209613_s_at_square,209612_s_at_square,209596_at_square,207175_at_ln,226997_at_ln,201147_s_at_ln,207175_at_mmnorm,201852_x_at_mmnorm,209687_at_mmnorm,207175_at_zscore,229554_at_zscore,209612_s_at_degree,221730_at_degree,Tissue
42,1.0,1.0,1.0,1.0,1.0,2.0559978,79.95528,37.301174,0.40142572,1.4189527,28.925343,113108960.0,1566186.1,32308980.0,22872.078,6643053.0,1927401.5,14478163.0,132841176.0,38117.902,163541.83,13683175.0,6053442.5,117893.13,284803.22,2012449.8,35213156.0,241619800.0,665240.25,59415364.0,18389236.0,5.3921725e-05,0.00068960764,0.0019215987,0.008488964,0.0123001225,0.0017618042,2155317.5,608244.06,11558640.0,6609.6904,13876.841,80928020.0,4.1206617,6.1362143,6.931179,0.0050960705,0.38824305,0.18415071,-0.33157855,-0.27835408,6749.443,179742.58,1.0
43,1.0,1.0,1.0,1.0,1.0,0.24085544,52.674038,20.93348,0.20769417,0.69115037,17.65575,37805084.0,2275313.5,7362250.0,43010.58,5188243.5,115906.18,988735.2,47890616.0,12038.039,495239.78,3249456.8,4584839.5,68076.36,86368.3,2068558.9,10868200.0,111825840.0,813731.06,21842266.0,5345395.5,0.00010419923,0.0005816997,0.0054347827,0.072463766,0.025252527,0.0017117425,1528437.8,60074.01,2257506.2,1568.1599,190.44,6805837.5,4.6021657,7.0064235,7.4420824,0.008326691,0.29485396,0.024371628,-0.30640846,-0.20448552,790.6817,215529.52,1.0
44,1.0,1.0,1.0,1.0,1.0,1.3945181,9.032079,18.053686,0.43458697,0.7382743,6.351253,8404510.0,1136625.6,551576.6,5597.0205,55734.75,42319.75,964775.6,5125035.5,9061.109,312300.12,323805.62,286137.34,4555.71,6965.1,146725.75,584690.0,10446322.0,4294.02,3321461.0,1216990.8,0.0003003454,0.009285051,0.0078003122,0.012515645,0.023640662,0.003773585,65638.445,1755.6101,280582.1,1789.2899,6384.0103,17338062.0,4.730039,5.1095753,6.046663,0.0094798785,0.061018907,0.021130081,-0.29742387,-0.6739995,4577.9326,37001.613,1.0
45,1.0,1.0,1.0,1.0,1.0,1.4782938,68.586205,13.887585,0.2391101,1.0663961,14.398966,45675332.0,1047018.8,5575368.5,19624.1,5626544.5,429786.78,3398447.5,37643610.0,11302.5,258957.25,2781182.5,4641036.5,87482.984,14100.15,1687656.4,8710331.0,70729310.0,435765.0,14981175.0,3632475.0,9.888263e-05,0.00069842156,0.00501002,0.011806376,0.016366612,0.0020470829,1606809.8,251301.67,1760663.6,3733.2097,7174.0894,57906012.0,4.130355,6.462561,6.471264,0.0051469468,0.24589837,0.09035167,-0.33118218,-0.3469375,4852.952,172362.89,1.0
46,1.0,1.0,1.0,1.0,1.0,0.26703537,80.15599,6.4088492,0.48345622,0.19024087,10.180505,12652930.0,1051761.2,1350767.0,35276.133,1751158.4,69976.78,915416.6,6320848.0,16157.41,542396.7,1219143.8,327536.7,4156.17,121111.11,370723.34,2042488.0,18216882.0,143550.12,3855029.5,1225513.2,0.00031298905,0.002622607,0.005194805,0.06535947,0.09174312,0.002800336,345744.0,77284.0,400056.25,118.80999,234.09001,7928730.0,4.8146205,5.805436,6.895278,0.01032781,0.13304563,0.04110247,-0.29081753,-0.38307288,876.62537,79434.87,1.0
47,1.0,1.0,1.0,0.9999993,1.0,0.44854963,11.840314,3.8065631,0.3944444,1.1100293,11.231194,5421779.5,973746.0,492721.22,28623.0,9633.28,49703.926,466354.06,4919288.5,14543.101,463055.75,613038.0,15700.939,903.12,10346.4,100406.7,894021.8,8199356.0,7786.35,3503278.5,1460294.6,0.00050042535,0.07042254,0.00923361,0.038910504,0.015723271,0.033898305,208574.9,4057.6902,248004.0,4044.9597,660.49005,21277922.0,4.7664385,5.1428323,6.4583383,0.00983601,0.03849636,0.010762278,-0.2946492,-0.43530938,1472.5015,44083.37,1.0
48,1.0,1.0,1.0,1.0,1.0,0.22514747,154.6414,16.278687,0.19896753,0.13613568,13.210398,27151956.0,2812224.5,4216251.0,32369.75,35309180.0,14819.63,478056.88,22203992.0,8628.66,890386.25,313424.28,5712641.0,31083.781,29730.799,1851939.9,6375315.5,75314430.0,1041948.56,12319456.0,2105317.5,9.72791e-05,0.00025093474,0.008826125,0.07751938,0.12820512,0.0020733983,714532.06,42394.81,813964.9,60.840004,166.40999,3573234.2,5.161925,7.015353,5.524656,0.014669222,0.2469399,0.0028127711,-0.25699317,-0.50671977,739.1155,167126.05,0.0
49,1.0,1.0,1.0,1.0,1.0,23.266983,84.78286,83.81071,6.2290797,21.907372,40.189697,206736910.0,39875180.0,22338410.0,648177.06,27582508.0,1821962.0,12420957.0,260633980.0,821833.6,8080498.0,10169972.0,18952930.0,7127151.0,13636479.0,7430794.5,45528460.0,289804500.0,4415887.5,98133016.0,21905356.0,4.6221612e-05,0.00017611525,0.0017182131,0.00075013126,0.0007966858,0.00085601787,27724436.0,652379.3,9004200.0,1575526.9,1777155.5,64960372.0,6.9317646,6.7664223,7.3999486,0.08672648,0.5705093,0.16823456,0.3044122,0.043054037,76381.0,344823.16,0.0
50,1.0,1.0,1.0,1.0,1.0,0.1972222,51.64778,5.689773,4.4191737,0.5864306,21.451841,1643625.0,178548.75,1274940.5,3138.8,1138108.4,53574.57,1485286.9,9793375.0,311208.12,52725.35,1091288.1,699279.7,12922.56,48553.75,245587.12,5670237.0,10239620.0,389255.97,3591430.2,1001347.75,0.00056980056,0.0026001038,0.015822785,0.088495575,0.029761907,0.0034458993,37674.812,20996.008,567912.94,1128.9598,127.69,38718260.0,3.3843904,5.4138756,6.953971,0.0023742092,0.050643057,0.016567906,-0.35278487,-0.60394114,647.44226,83359.625,0.0
51,1.0,1.0,1.0,1.0,1.0,12.945107,112.661,111.299644,4.8624873,10.487684,65.98042,295235740.0,3734202.0,40250110.0,203017.1,102659020.0,6199063.5,17094214.0,99048250.0,1053219.4,759172.7,29586456.0,55062136.0,9556594.0,6059925.5,13411072.0,44682664.0,351926370.0,35240890.0,112936800.0,36827144.0,5.6083365e-05,6.2878054e-05,0.00063783646,0.001348254,0.0016641703,0.0012124152,11006470.0,826099.25,8919780.0,361080.84,550118.94,62376824.0,4.962845,7.348459,7.706208,0.011998236,0.3549082,0.20564954,-0.27780306,1.0102282,42496.277,436341.72,0.0
52,1.0,1.0,1.0,1.0,1.0,6.4646993,84.7846,33.519047,0.7190757,5.6740656,12.3953285,32770072.0,3002065.5,7996788.5,78604.5,7724387.5,844797.2,2241401.0,62834440.0,29260.24,353365.0,2925523.2,3336984.0,516941.5,76386.125,630670.25,12732141.0,92360100.0,624265.8,15635408.0,2682851.8,6.170859e-05,0.0006288913,0.01048218,0.002699784,0.0030759766,0.0046707145,1687401.0,376382.25,3213414.8,105690.016,137196.16,8327842.0,4.9767337,6.1752434,6.2348027,0.012167823,0.35538357,0.28142285,-0.2764818,-0.06842482,21222.355,121747.79,0.0
53,1.0,1.0,1.0,1.0,1.0,1.940806,34.739033,48.822094,0.3228859,3.328343,19.79378,39694560.0,1024618.75,824412.44,32063.398,6914251.5,130767.69,433860.94,3138609.2,20980.85,1160458.2,640879.2,7408921.0,662453.7,84748.8,477193.4,493925.62,12488722.0,1403902.4,12385166.0,2489009.2,0.00012630728,0.0002878692,0.0020300446,0.008992806,0.0052438388,0.004553734,323647.25,1497.6901,230112.11,36366.49,12365.439,1947420.2,4.94876,5.4553213,5.8236375,0.01182865,0.07434618,0.018102925,-0.27912435,-0.45522073,6371.29,47807.598,0.0
54,1.0,1.0,1.0,1.0,1.0,0.31415927,137.99796,19.313812,0.17278759,0.06632251,24.619614,47343290.0,906135.6,30178648.0,13700.64,12375567.0,6259492.0,685833.94,101017370.0,13964.939,57777.84,4006344.0,1115048.5,5947.76,31657.92,2698565.5,80228350.0,181238610.0,1553070.6,19609596.0,9257626.0,6.459072e-05,0.000638896,0.0017337032,0.055555556,0.2631579,0.0016178612,1560750.6,46828.957,7471475.0,14.44,324.0,3281532.2,4.010963,6.1516685,7.2435846,0.0045533944,0.21852288,0.18216977,-0.3358066,-0.42965558,1031.324,391037.94,0.0
55,1.0,1.0,1.0,1.0,1.0,33.44051,247.66571,96.52544,8.183848,37.65548,87.78657,356227650.0,22760192.0,200005340.0,1010620.4,126203384.0,5006547.0,50364370.0,489603650.0,2358473.0,2872858.0,160858420.0,42512776.0,19188158.0,13816009.0,62910456.0,210705000.0,678126460.0,16705474.0,236616370.0,73910390.0,2.9434446e-05,0.00011243914,0.000987947,0.0005219207,0.00046349943,0.0005694437,23602110.0,363729.6,97596610.0,4654806.0,3671056.0,280810460.0,6.521357,7.3362207,8.53625,0.057489783,0.4419172,0.26313984,0.07662614,1.093315,109778.71,778964.75,0.0
56,1.0,0.9998493,1.0,0.9999963,1.0,0.5375614,5.900958,6.700319,0.46774822,0.58468527,16.454964,2444766.5,348059.25,419734.6,1842.7499,4226.25,20148.0,14351.4,2021633.9,25267.04,29142.748,615387.1,5960.0,418.75,4496.23,232070.98,478386.22,6469924.5,11313.6,3888201.5,2611933.0,0.02570694,0.08,0.01669449,0.032467533,0.029850746,0.023809524,25058.89,2196916.8,184986.02,1122.25,948.63995,54990.25,3.9608133,4.166665,6.399925,0.0043244525,0.030083185,0.010968091,-0.3375903,-0.6915755,1764.7098,36955.777,1.0
57,1.0,1.0,1.0,0.9983412,1.0,0.85172063,2.4678955,8.302531,0.65449846,0.28797933,9.96583,1932013.1,454550.97,358264.5,33613.82,904.95996,115332.25,44694.27,1537165.1,21412.5,231226.72,123853.98,4500.48,105.6,3125.85,23586.22,576969.44,4528788.5,8051.1,1565682.0,761542.7,0.00013067284,0.15625,0.0037965074,0.020491803,0.060606062,0.012254902,44436.64,21228.488,121173.62,272.25,2381.44,1017879.25,4.6376376,5.422303,5.457882,0.0086319465,0.023592839,0.03527969,-0.30403018,-0.3347695,2796.034,50804.164,1.0
58,1.0,1.0,1.0,1.0,1.0,5.2028265,17.774433,19.357447,0.30543262,2.974041,17.064085,70624090.0,1746732.4,2360005.2,9480.601,179238.4,719739.1,3183524.2,35851788.0,17109.75,250196.77,800144.1,484299.2,29990.398,115989.59,192979.8,5642745.0,50984332.0,10265.851,15012975.0,7605137.5,0.0002609263,0.0056818184,0.0052273916,0.003354579,0.005868545,0.0011077877,3795873.0,262041.61,953552.25,29036.158,88863.62,17639160.0,4.416428,5.0447145,5.872681,0.0068936865,0.2008931,0.23713884,-0.31757316,-0.59398544,17079.871,94503.66,1.0
59,1.0,1.0,1.0,1.0,1.0,0.73129296,9.932669,5.5693455,0.4049164,1.4974926,10.04437,9779964.0,777354.2,754632.56,14410.89,180347.78,11574.9,980158.56,7493494.0,13351.601,340093.1,174974.2,519462.47,27190.02,14544.18,121214.86,1672754.8,13273660.0,20890.65,4318552.0,2141262.8,0.0004203977,0.0031555695,0.018281536,0.023866348,0.011655011,0.0079302145,505663.2,27556.0,202950.25,7361.6406,1755.6101,21764092.0,4.5859876,5.460861,4.7050157,0.008191022,0.054546162,0.03195239,-0.3074655,-0.5541628,2400.693,38995.504,1.0
60,1.0,1.0,1.0,1.0,1.0,6.9725904,11.540117,14.601424,0.6667158,3.4906585,4.4139376,26072894.0,1258542.4,218087.16,18075.32,50846.28,476678.4,292641.4,4338819.5,9660.78,360075.8,273545.47,54499.03,15380.0,222945.89,23863.51,232882.28,5713014.0,4223.43,2660735.8,1205574.2,0.00096190843,0.013003901,0.005235602,0.002503129,0.005,0.0047125355,94740.836,151009.97,149150.45,40000.0,159600.25,5753761.5,4.823502,5.611667,4.9712014,0.010421083,0.068718545,0.11027261,-0.29009083,-0.55612934,22889.662,25273.168,1.0
61,1.0,1.0,1.0,1.0,1.0,2.7820547,76.85732,24.186773,0.63529986,1.8203784,33.314846,137836420.0,3399536.0,21476672.0,43349.457,10360350.0,2951862.2,4302083.5,128037460.0,69480.33,313694.9,4873583.0,5099241.5,245386.61,3431508.8,2031476.2,24194306.0,167911790.0,1853254.0,84519950.0,11243787.0,7.017544e-05,0.00042504357,0.00069910515,0.0062735258,0.0095877275,0.0009841551,6867545.0,14932.839,6588462.5,10878.49,25408.357,10698133.0,5.1322627,6.2863703,6.678971,0.014236776,0.48090562,0.19230604,-0.2603624,-0.42019153,9132.946,333988.56,1.0
62,1.0,1.0,1.0,1.0,1.0,0.43982297,11.395255,16.22458,0.15707964,0.9738937,14.901621,29144598.0,869074.8,1882556.2,21500.0,89969.625,207189.08,198648.95,15317938.0,7684.1997,222107.05,554323.6,135664.11,7689.24,493428.03,14196.881,3602686.0,35932704.0,11014.02,10326455.0,3667753.8,0.00017371969,0.007256894,0.0006326712,0.039682537,0.017921148,0.1369863,1117249.0,16615.209,437979.22,3113.64,635.04004,10005834.0,4.231204,5.507362,5.46806,0.0057065818,0.11626098,0.004562177,-0.326822,-0.3506248,1443.8536,47291.934,1.0
63,1.0,1.0,1.0,1.0,1.0,0.55501467,18.715166,9.4369955,0.6318092,3.02291,7.4892077,19085898.0,2578101.2,3574003.2,61983.355,27021.963,77280.9,1067807.9,24224720.0,15533.421,489011.5,801236.9,33248.883,4364.64,12890.88,678395.4,3258106.2,29515800.0,11113.69,6936359.0,1235164.4,0.00028204767,0.039682537,0.012820513,0.031446543,0.0057736724,0.0035842294,130321.0,174139.28,2702407.2,29998.238,1011.2399,4376883.0,5.2464976,6.207382,5.1532917,0.015975038,0.1833903,0.06761797,-0.24681942,-0.3335404,1822.0056,110643.875,1.0
64,1.0,1.0,1.0,1.0,1.0,26.942646,57.487656,37.892845,5.419247,32.342697,36.760124,57342744.0,9965455.0,18145852.0,159480.12,5194981.5,5931248.0,16084344.0,132410980.0,653975.06,1600773.0,9568782.0,4235728.5,2922709.2,23550882.0,4405352.0,29626156.0,120820860.0,1802275.4,60853172.0,9742439.0,0.00010611543,0.00063403504,0.0005723771,0.0006477943,0.0005396363,0.0006930487,2403740.2,389251.25,7879249.0,3433979.5,2383009.5,62859524.0,6.278897,7.290429,7.422852,0.04508454,0.31432593,0.24902451,-0.020024357,-0.36709467,88447.484,287578.97,1.0
65,1.0,1.0,1.0,1.0,1.0,1.3596115,187.58449,28.42443,1.0384709,1.3875368,16.933184,74077900.0,1060322.6,21657218.0,50138.883,51989260.0,452138.38,2047945.8,51275136.0,57726.902,212122.25,15115314.0,8823053.0,384557.4,294771.56,3508175.8,23629884.0,126862180.0,2552984.2,17732638.0,4692469.5,7.833921e-05,0.00020673116,0.005353319,0.01283697,0.012578616,0.0030826142,1662294.6,98156.88,6611069.0,6320.25,6068.41,21742636.0,4.2541933,6.8710914,7.3608036,0.005842251,0.2089245,0.072120115,-0.32576498,0.14064415,4463.3413,261996.4,1.0
66,1.0,1.0,1.0,1.0,1.0,3.3807027,13.007938,23.282692,0.81681406,1.1379546,17.139133,63254210.0,3149867.8,1380513.1,48422.04,39948.08,263951.6,112473.4,14179471.0,45957.598,469508.66,406399.3,36780.32,3494.7197,132294.36,213824.11,1571722.4,32677046.0,14239.0,15330002.0,5286007.5,0.00020466639,0.018656718,0.014245015,0.005162623,0.015337424,0.0024931438,1636608.6,6144944.5,636484.8,4251.0396,37519.688,55366.09,5.1167955,6.263017,5.0039463,0.014016314,0.10931565,0.17554946,-0.26208004,-0.3779107,11098.191,46724.707,1.0
67,1.0,1.0,1.0,1.0,1.0,5.24995,41.4952,25.921629,0.94945914,5.0300393,13.514084,11122328.0,733762.7,852341.6,40230.457,1893916.5,429779.12,4798816.0,7081990.5,42121.92,325272.75,508573.28,745936.25,229580.12,27668.648,746456.06,987273.2,9012126.0,177314.7,8827407.0,803103.94,0.000115005976,0.0012553352,0.0040617385,0.0033244682,0.0034698125,0.0017574693,1524978.1,580644.0,287617.7,83059.25,90480.63,224889010.0,4.8629084,5.909983,6.440149,0.010845048,0.08997249,0.15754946,-0.2867877,-0.35259137,17234.568,75790.86,1.0
68,1.0,1.0,1.0,0.99999976,1.0,2.089159,23.902285,10.192722,0.81681406,1.9896753,21.54609,12404122.0,1958232.9,416926.0,24727.26,20953.35,90637.47,1246291.8,5970432.0,57774.598,361005.47,297824.47,23708.88,1744.2001,45155.0,69168.0,1102413.0,18430134.0,25307.25,9860199.0,3833493.0,0.0002629918,0.06535947,0.004364906,0.008354219,0.00877193,0.008136696,308469.2,289.0,79919.3,12996.0,14328.089,79930760.0,5.054333,4.806477,6.4342256,0.013159903,0.061545245,0.03773229,-0.26875243,-0.5407657,6858.304,33025.285,1.0
69,1.0,1.0,1.0,1.0,1.0,5.778785,29.59904,20.237093,1.0821041,3.4906585,13.638003,17386676.0,3316903.2,1041794.0,112915.484,353595.16,650990.2,393409.56,9337186.0,48446.8,733877.56,440496.6,322528.66,41700.0,32042.0,248503.5,1352231.5,18195876.0,17034.52,8651818.0,3901999.2,0.00033955858,0.004796163,0.0019727757,0.0030202356,0.005,0.0121951215,657883.2,628531.8,422110.1,40000.0,109627.21,1065643.4,5.6777806,5.776413,4.4391155,0.024657859,0.02975144,0.12741508,-0.17917068,-0.25991768,18970.633,29650.564,1.0
70,1.0,1.0,1.0,1.0,1.0,3.5971236,7.4351025,11.838568,0.3263766,2.364921,12.407546,66146784.0,1420531.2,5211179.5,8257.59,30629.4,503382.78,78526.6,24095108.0,13293.831,203580.62,2095479.1,63415.8,9742.45,99559.44,410689.75,4945011.0,69075880.0,6042.6504,10561202.0,4769215.0,0.00035161743,0.013908206,0.0055432376,0.0048520137,0.007380074,0.004127115,236682.25,104006.25,2921364.5,18360.25,42477.21,157609.0,4.1383615,6.6753187,6.2820797,0.0051893434,0.16587174,0.13732837,-0.33085185,-0.57284504,11808.66,96279.82,1.0
71,1.0,1.0,1.0,1.0,1.0,0.3159046,3.6582103,8.26937,0.24609143,0.7557275,5.3965583,3646877.5,469214.03,282346.1,2329.0,11905.28,99124.6,3768.6,2707504.8,4359.72,123119.16,87523.5,44122.24,2459.44,1082.3999,7680.0,431665.47,7664971.0,1236.8,1736127.1,643723.5,0.0013388672,0.017605634,0.008077544,0.055248618,0.02309469,0.049261086,103426.56,21112.092,99477.16,1874.8899,327.61002,29343.691,4.0036902,6.1484685,5.2401586,0.004519477,0.045700237,0.034182023,-0.33607087,-0.6824803,1037.0536,18334.648,1.0
72,1.0,1.0,1.0,0.99999964,1.0,5.379105,37.29245,3.562217,0.2565634,0.14835298,8.457866,7395337.5,36398.42,512201.88,551.08,32050.5,165270.0,367719.9,4536968.5,7123.62,10769.98,278157.94,25930.5,127.5,78912.24,72779.0,979325.7,8452346.0,9110.4795,2398140.2,1186930.9,0.0006232083,0.06666667,0.011135857,0.0032446461,0.11764706,0.0075018755,499707.66,397025.97,229920.25,72.25,94987.25,1841177.6,1.5260563,5.6160436,5.322034,0.00026285887,0.0729432,0.040210616,-0.3692346,-0.58747125,17658.559,32200.227,1.0
73,1.0,1.0,1.0,1.0,1.0,2.651155,48.846527,19.435986,0.61784655,2.0018926,15.482815,41594650.0,1888281.9,2546214.0,23189.107,1149426.1,214521.61,2538131.2,23863880.0,31403.34,653368.25,1255681.5,1114023.8,47107.29,61238.76,134149.08,3833458.2,32108118.0,62717.965,12103858.0,5074389.5,0.00025313892,0.0024348672,0.008795075,0.0065832785,0.008718396,0.0030778702,913171.3,106667.56,1349546.8,13156.089,23073.607,61633492.0,4.859037,5.548687,5.415211,0.010802652,0.14327413,0.09100342,-0.287118,-0.5136027,8703.229,101001.0,1.0
74,1.0,1.0,1.0,1.0,1.0,35.646606,25.02802,14.487978,3.3841932,42.364376,16.268213,41676616.0,1702734.1,1020781.3,97031.34,958915.8,879879.2,2106594.8,7016356.5,180734.17,487048.8,1672971.4,1299150.4,1623135.6,1029224.5,305151.28,1155146.4,12549441.0,60120.45,9288376.0,4215049.5,5.3027048e-05,0.0014954389,0.0033025101,0.00048962,0.00041198038,0.0013044613,928910.44,228006.25,387132.84,5891785.5,4171397.8,6117707.0,5.4053764,5.6006417,6.7728515,0.018747775,0.07987001,0.3645196,-0.22521675,-0.1989546,117020.9,51182.316,1.0
75,1.0,1.0,1.0,1.0,1.0,2.3527038,18.381807,13.051572,0.39618975,2.22704,13.884094,57288590.0,1198638.6,2467343.8,30849.857,117221.16,2436256.5,303185.25,21047700.0,18057.852,182322.84,779206.6,122897.46,14201.88,355014.0,244927.89,3246625.5,38630756.0,10659.699,14742843.0,4207399.5,0.00012815092,0.008984726,0.000971534,0.0074183973,0.007836991,0.003990423,587369.0,97094.56,744941.56,16281.76,18171.041,690727.2,4.48526,5.7838254,5.777033,0.0073939655,0.11116805,0.14959137,-0.31367543,-0.3072378,7723.4707,64669.74,1.0
76,1.0,1.0,1.0,1.0,1.0,32.768555,97.08917,39.456657,18.331194,19.27716,17.221165,62414800.0,36259160.0,8789267.0,975185.25,26164072.0,1727825.5,3756751.5,59834584.0,1036331.06,4983475.0,4345569.5,8026352.0,5194905.0,12374409.0,4182189.0,16187089.0,118248800.0,1836742.1,21005758.0,4304577.5,8.612967e-05,0.00021261215,0.0008165932,0.00053262315,0.00090538705,0.0009825113,2194249.8,1892550.4,2328981.2,1219920.2,3525006.2,10069198.0,7.4764724,6.4829545,6.936051,0.14961757,0.40147397,0.07272041,0.79440314,-0.05601092,107572.82,210120.8,0.0
77,1.0,1.0,1.0,1.0,1.0,381.82742,103.70397,115.758965,94.93544,258.18655,19.244,277219970.0,163496580.0,35457710.0,22751866.0,159956220.0,109379416.0,67084588.0,120254260.0,5997482.0,32261588.0,25081812.0,106917464.0,398234940.0,129080870.0,2464558.0,42731436.0,285663970.0,19912514.0,37837040.0,19042672.0,3.8904906e-05,3.7146412e-05,0.00016301248,4.5709898e-05,6.759954e-05,0.00037625103,95806900.0,30713764.0,8455301.0,218832850.0,478607500.0,55766548.0,8.850676,6.2176037,7.996553,0.5916529,0.38557243,0.8719503,4.2383456,3.27213,1253465.4,337013.75,0.0
78,1.0,1.0,1.0,1.0,1.0,1.6179202,93.3053,90.47612,0.5235988,2.3143067,74.55348,569717570.0,8563568.0,39841680.0,278773.9,54975590.0,236661.12,6359267.5,224571000.0,128148.0,2200607.8,58866840.0,33083048.0,1363592.1,24659.879,11459464.0,58354596.0,397345300.0,12896388.0,184051710.0,65819376.0,2.9309354e-05,9.724316e-05,0.0056785913,0.010787487,0.0075414777,0.0011227125,17519248.0,317757.72,12662922.0,17582.762,8593.289,139717140.0,5.486041,7.140691,8.33226,0.020333407,0.49737617,0.21870148,-0.21286292,0.68525577,5311.3184,598849.75,0.0
79,1.0,1.0,1.0,1.0,1.0,2.125811,39.57534,62.798695,0.30892327,6.2465334,50.45049,329513660.0,3344492.8,12032603.0,185710.61,21901556.0,3939484.0,14947236.0,111755530.0,51163.625,583369.0,4787783.5,16380529.0,3456920.5,647582.06,2589281.0,28438444.0,309385540.0,3211456.8,140807490.0,59740900.0,2.766137e-05,0.000103531456,0.0065402226,0.00821018,0.0027940767,0.0025018763,132586010.0,142204.42,942258.5,128092.41,14835.241,23799762.0,4.89784,5.894678,6.8188148,0.011235097,0.31325838,0.837451,-0.28374878,0.96868485,6978.626,184223.11,0.0
80,1.0,1.0,1.0,1.0,1.0,78.346085,76.72642,94.033104,39.847614,67.88109,34.8263,417394180.0,142607420.0,25363018.0,5094145.0,49401176.0,41974400.0,63726870.0,323264700.0,4555698.0,13230681.0,9017639.0,45496144.0,43706010.0,138319460.0,6139536.5,38323604.0,320129280.0,7900387.5,135175180.0,25892112.0,2.9329212e-05,8.898776e-05,0.00035626494,0.00022277173,0.00025711567,0.00043759847,11116223.0,4023233.8,9973596.0,15126655.0,20150222.0,124532216.0,8.182447,6.8136644,6.897402,0.3032289,0.7857305,0.9217312,1.9912046,1.0153904,257195.0,280921.2,0.0
81,1.0,1.0,1.0,1.0,1.0,12.285373,73.05425,81.03389,0.34208453,17.99609,36.496582,353049920.0,5540050.5,45540656.0,142300.81,128678056.0,620051.06,11983896.0,212947680.0,40985.562,601512.5,73207200.0,119692070.0,31698386.0,275079.25,5581703.0,59954950.0,544177400.0,36896210.0,94548460.0,22707256.0,2.1174597e-05,3.252847e-05,0.0034554251,0.0014206563,0.00096983806,0.0010130686,2598866.2,395012.25,12797790.0,1063167.1,495475.25,92296360.0,4.864453,6.8061657,8.562836,0.010862008,0.63113993,0.16436699,-0.28665555,0.61482865,40330.5,435705.72,0.0
82,1.0,1.0,1.0,1.0,1.0,1.0890855,41.84078,22.479841,0.25830874,0.26529005,17.191492,58241908.0,908392.0,16212530.0,61231.184,8427708.0,134258.9,3287614.0,74442650.0,14578.0,291616.66,3248078.0,6513870.0,53435.598,45662.4,2814728.8,27638698.0,135295600.0,1434554.0,21614152.0,3743689.5,7.1801944e-05,0.00028445455,0.019120459,0.01602564,0.065789476,0.0019054879,4772040.0,327298.38,3960100.0,231.04,3893.7603,40704400.0,4.0018635,6.7951465,6.278897,0.004510998,0.29448608,0.075310215,-0.3361369,0.6411313,3575.2566,227624.66,0.0
83,1.0,1.0,1.0,1.0,1.0,4.2202063,125.02143,36.59781,0.3926991,5.099852,25.567327,121250936.0,4978485.5,11819928.0,140100.3,42349556.0,379338.94,2661301.0,94274120.0,32960.25,734282.56,4716331.0,9062658.0,1727515.8,513376.84,5260532.0,15667918.0,129687130.0,3178833.0,58894692.0,6703676.0,3.8057544e-05,0.00016914464,0.0018115942,0.004135649,0.0034223134,0.0044385265,1798817.2,32688.64,3129361.0,85380.84,58467.242,17861610.0,5.5471287,6.785362,6.912942,0.021622263,0.26974416,0.049352117,-0.20282131,-0.06338549,13854.119,232494.8,0.0
84,1.0,1.0,1.0,1.0,1.0,1.9233527,55.665527,54.59739,1.3718288,0.15184364,21.697931,236491340.0,4806109.0,9113423.0,102791.04,38114604.0,3502055.8,2739412.2,145985820.0,97715.516,456931.2,2181892.2,22395050.0,103968.484,825096.3,3440632.0,23441278.0,185697400.0,6293327.0,63179548.0,3356764.2,7.224442e-05,8.36792e-05,0.0021857924,0.00907441,0.11494253,0.000993246,12127806.0,7569.0,1247242.4,75.689995,12144.039,11264750.0,5.3528056,6.6386986,7.063305,0.017781133,0.60248476,0.36632046,-0.23274797,-0.13651659,6313.994,275672.9,1.0
85,1.0,1.0,1.0,1.0,1.0,0.33161256,26.66514,2.4644048,0.39618975,0.3647738,3.166027,185709.92,138902.03,56059.3,4461.17,110612.73,15289.36,4384.5,209142.5,4117.78,64103.29,189896.5,29177.201,1513.16,2900.7102,3461.4602,77044.336,1092065.0,2158.66,244291.36,77675.48,0.003282994,0.0138121545,0.012077294,0.05263158,0.04784689,0.0621118,31470.758,17689.0,12769.0,436.81,361.0,351056.25,4.1447206,4.398146,6.829145,0.0052232603,0.0076403357,0.0123058725,-0.33058763,-0.6478198,1088.6198,10662.744,1.0
