,oz2_zscore,oz4_zscore,oz19_zscore,oz25_zscore,oz12_zscore,oz1_cos,oz2_cos,oz23_cos,oz21_cos,oz24_cos,oz4_relu,oz3_relu,oz23_relu,oz2_relu,oz17_relu,oz19_sin,oz4_sin,oz15_sin,oz20_sin,oz2_sin,oz5_adde,oz1_adde,oz25_adde,oz6_adde,oz8_adde,oz19_rbfFeature,oz11_rbfFeature,oz20_rbfFeature,oz10_rbfFeature,oz16_rbfFeature,oz13_radian,oz4_radian,oz12_radian,oz8_radian,oz2_radian,oz20_recip,oz13_recip,oz18_recip,oz4_recip,oz1_recip,oz9_negative,oz4_negative,oz19_negative,oz17_negative,oz2_negative,oz26
297,-1.2525321,0.43484536,-0.0012894437,0.25271404,0.1503186,0.3305125,0.31351334,0.99519867,0.92780614,0.98219657,0.4346279,-0.0,-0.0,-0.0,1.516017,-0.0012887958,0.42107293,0.53383285,-0.7164345,-0.94958377,2.0858767,1.484332,2.9708693,1.8383551,2.9562879,-0.28283325,-0.13165508,-0.18055905,-0.23812391,0.25406763,0.029860487,0.0075856876,0.0026222423,0.0041539893,-0.021849876,-1.252069,0.58449453,0.5814828,2.3008187,-0.81040573,-0.12643273,-0.4346279,0.0012887962,-1.516017,1.2519057,0.20507035
298,0.8752125,0.8826873,1.6222707,-0.29913524,-0.101124376,0.36531767,0.6411697,0.84858894,0.964837,0.9313084,0.88224584,0.9470108,0.55748385,0.87477475,-0.0,0.9987169,0.77216786,-0.37363452,0.13039988,0.7673991,3.8843884,3.915104,2.419296,1.6222193,3.7960763,-0.21435624,0.18227708,0.17379338,0.22855583,-0.2508771,-0.022046037,0.015398094,-0.0017640706,0.018811062,0.0152677,7.6468797,-0.79167485,2.8318052,1.1334709,0.83554596,-1.471437,-0.88224584,-1.6214594,0.97320896,-0.87477475,-1.1373473
299,-1.206438,1.4784147,-4.1201263e-05,1.2636322,0.89506435,0.6987199,0.3569135,0.38563728,0.16757852,0.9197215,1.4776753,-0.0,1.1748979,-0.0,-0.0,-4.117812e-05,0.9956674,-0.1072472,0.3234037,-0.9341374,2.1418915,1.921092,3.981282,2.3773441,2.9783745,-0.23631024,-0.22528595,-0.24272877,0.0865932,0.24497306,0.0036590484,0.0257903,0.015614008,0.0045394725,-0.021045784,3.0365207,4.7698994,-0.69680053,0.6767387,-1.2544066,-1.0010554,-1.4776753,4.117812e-05,0.78452075,1.2058346,0.9598289
300,1.46985,-1.5573183,-0.74663293,-0.44057932,-1.3289956,0.879143,0.10150642,0.44239858,0.9872234,0.98073506,-0.0,-0.0,-0.0,1.4691148,-0.0,-0.67889714,-0.9998984,0.98643357,0.88732386,0.9948349,2.4383664,3.215017,2.2779226,2.2420127,3.1616735,0.21225566,0.28004315,0.25621438,-0.12575972,-0.28248346,0.002166501,-0.02716674,-0.023183746,0.007738646,0.02564089,0.9161628,8.055982,-0.83768296,-0.64245075,2.013144,-0.4760604,1.5565395,0.7462595,0.01995213,-1.4691148,-1.8540066
301,0.10530682,0.68419534,0.8295115,-0.64169276,-0.7880944,0.88139945,0.9944659,0.10610651,0.99118793,0.973925,0.68385315,0.7491342,1.4644897,0.10525415,-0.0,0.73732144,0.63178444,-0.8698816,0.99657476,0.105059914,3.2917526,3.2102613,2.07691,2.2056832,3.1455123,0.039875697,-0.123364605,0.2711651,-0.25185248,-0.2756088,-0.0025160736,0.011935489,-0.013747962,0.007456579,0.0018370315,0.67204076,-6.9367175,-0.59716487,1.4623022,2.0326045,0.3272455,-0.68385315,-0.8290967,0.46554473,-0.10525415,0.33105686
302,0.95258504,0.100294165,-1.3172667,0.44775823,0.31266388,0.5213102,0.5799666,0.7942191,0.28882286,0.9918724,0.10024401,0.8210108,0.65307504,0.9521086,0.8602975,-0.9678677,0.100076206,-0.74361837,-0.92868084,0.8146403,3.7887354,3.7406926,3.165816,4.14778,1.2334019,0.21616359,0.25549144,-0.20171294,0.2798605,-0.24200682,-0.031056905,0.001749588,0.005454285,-0.025916042,0.01661743,-0.8397434,-0.56197786,2.808565,9.975658,0.9780805,-0.26803562,-0.10024401,1.316608,-0.8602975,-0.9521086,-1.2882288
303,-0.7027977,-0.6276695,0.8040755,-0.02813653,0.8711427,0.9299898,0.763264,0.26146683,0.6606036,0.96808064,-0.0,-0.0,-0.0,-0.0,-0.0,0.7199105,-0.5870059,0.7794128,-0.7330365,-0.64608675,1.838859,2.3418705,2.6901593,3.7607334,0.99292517,0.27633616,0.064572155,-0.27867037,-0.27515027,0.19457147,-0.030045249,-0.010949421,0.015196704,-0.030113153,-0.012259999,-1.2153984,-0.58090025,0.6371864,-1.5939924,-2.6566691,0.96043193,0.6273556,-0.8036733,0.19920114,0.7024462,0.9164243
304,0.36751348,-0.7266083,-1.6778376,0.6039482,-0.23025103,0.9996263,0.93328965,0.60219216,-0.19175106,-0.08623645,-0.0,-0.0,-0.0,0.3673297,1.6053269,-0.9943659,-0.66406673,-0.92938125,0.02934518,0.35912454,1.9281859,2.7456226,3.3219278,2.0881248,1.6180141,0.24722917,0.06668046,0.055210304,-0.05160881,-0.110410504,0.023183387,-0.012675364,-0.0040166285,-0.019203292,0.0064111124,34.072254,0.75283617,-2.870726,-1.3769461,36.57517,-0.18021496,0.72624487,1.6769985,-1.6053269,-0.3673297,-0.30940908
305,-1.4291962,0.88687205,-0.62212396,1.2140108,1.1417485,-0.33309975,0.14183496,0.1448289,0.99899644,0.6219376,0.88642853,-0.0,1.4254563,-0.0,-0.0,-0.58250964,0.7748189,0.7064409,0.8380982,-0.98989034,2.0853028,0.80789626,3.9316854,1.145564,3.3434072,0.27500525,-0.27748796,0.28282553,0.25857598,-0.13657378,0.010131179,0.015471096,0.019917306,0.010910496,-0.024931705,1.0062511,1.7227305,-0.6019831,1.1281226,-0.52345455,0.8785749,-0.88642853,0.6218128,0.761254,1.4284815,0.08509885
306,0.6795893,0.4006933,-0.9334282,1.725582,-1.2169054,0.98323876,0.77804446,0.33605003,0.67307025,0.92945904,0.4004929,0.9220322,1.2280765,0.6792494,0.10269324,-0.80338687,0.38987228,-0.643697,0.9930894,0.62820923,3.2369874,2.5349336,4.443001,2.7748725,1.9341626,-0.27042735,0.10621613,-0.06419167,0.054993846,0.12610057,0.026410077,0.0069899196,-0.021228384,-0.013685459,0.0118551385,0.6881532,0.6608573,1.9982554,2.4969232,-5.454105,-1.649181,-0.4004929,0.9329614,-0.10269324,-0.6792494,0.007718478
307,-0.6643687,0.12383547,0.6509419,-0.61233306,1.0103308,0.2247581,0.78751105,0.76894605,0.60490704,0.46160626,0.12377353,0.1444141,-0.0,-0.0,-0.0,0.60567695,0.12345774,0.9997971,0.99158937,-0.6163006,2.2616243,1.3741802,2.106255,4.1403103,2.5918856,0.180444,0.2721831,0.24937455,0.19359842,0.13350593,-0.022031948,0.0021602556,0.017624779,-0.0022060315,-0.011589621,0.69395846,-0.7921811,6.0677495,8.079272,-0.74399143,0.32092327,-0.12377353,-0.65061635,0.084353946,0.6640364,0.12940183
308,-1.3221118,-1.7155,1.4698075,-0.81564397,1.2589717,0.7757304,0.24676998,0.99659234,0.71085525,-0.099973686,-0.0,-0.0,0.0825784,-0.0,-0.0,0.9948306,-0.989672,-0.7548491,0.87319916,-0.9690741,1.4951497,2.035357,1.9030457,1.8229733,1.2407055,-0.2561549,-0.076175004,0.009426423,-0.28081825,0.14648664,0.013439625,-0.02992615,0.02196221,-0.02578857,-0.023063663,0.9418605,1.2986443,1.1024868,-0.5832121,-1.4642903,1.0464425,1.714642,-1.4690725,1.760712,1.3214506,-0.06298129
309,0.85701823,1.4731315,1.3820028,0.1918373,0.19754866,0.89640826,0.6550182,0.99253964,0.044454657,0.1624545,1.4723948,1.6555116,-0.0,0.8565896,1.3015406,0.98210144,0.9951625,-0.44977415,0.7875418,0.7556131,4.205778,3.1774797,2.9100232,4.2323627,3.6225853,0.1643442,-0.113568164,0.20621274,-0.20165579,-0.1477559,-0.013363967,0.025698137,0.00344615,0.015783073,0.014950309,1.102767,-1.3059964,1.3473663,0.67916566,2.1777098,0.6790161,-1.4723948,-1.3813117,-1.3015406,-0.8565896,-0.47259298
310,-0.88111407,-0.959504,-1.3453962,-1.1931735,0.66616625,0.9454379,0.63663197,0.23847601,0.52157235,0.9534198,-0.0,-0.0,1.33,-0.0,1.1246604,-0.9745542,-0.81863153,0.38091573,-0.9999936,-0.77116776,2.0289288,2.3864217,1.525705,2.0019965,3.0171332,0.12935579,0.24029899,-0.1715504,-0.27981034,0.21178019,0.01755699,-0.016738128,0.011620979,0.005215941,-0.01537065,-0.63517267,0.9940937,0.70895636,-1.0427266,-3.0133173,1.001433,0.95902413,1.3447233,-1.1246604,0.8806734,0.4997704
311,0.430771,0.805683,1.0873152,0.23349665,-1.1257063,0.99364316,0.908734,0.85299474,0.9778019,0.54419416,0.8052801,0.9807786,0.54909974,0.43055555,0.809543,0.8851291,0.72102475,-0.9527941,-0.6803164,0.4173757,3.1824467,2.605467,2.9516616,3.517508,1.3830646,-0.27417222,-0.17184377,0.27719456,0.036604848,0.2821304,-0.028960418,0.014054789,-0.019637454,-0.023303935,0.007514612,-1.3365513,-0.60266024,0.6850678,1.241804,-8.864101,1.3110396,-0.8052801,-1.0867714,-0.809543,-0.43055555,0.7195576
312,-0.2693167,1.4318603,0.010980925,-0.15220697,1.4311525,0.92309946,0.9639888,0.17836456,0.93415195,0.24483772,1.4311442,0.4569151,-0.0,-0.0,-0.0,0.010975215,0.9902645,-0.5684482,0.5148947,-0.265943,2.771308,2.3235493,2.566151,3.3878028,2.1427078,0.273157,-0.26200938,0.27112314,0.12883703,-0.057039592,-0.028834086,0.02497818,0.02496583,-0.010045659,-0.004698112,1.8488224,-0.60530066,0.7592174,0.6987416,-2.5333607,1.0592984,-1.4311442,-0.010975435,0.9391511,0.269182,1.4539645
313,0.7564034,1.4192253,1.1356729,0.026336566,1.566307,0.66262066,0.7275687,0.5805842,0.98491716,0.30633023,1.4185156,1.9028184,-0.0,0.7560251,-0.0,0.9065784,0.9884277,-0.7456981,-0.42588297,0.68603486,4.4088225,3.5647657,2.744605,1.2098975,3.5147204,-0.23691364,-0.17232217,-0.24698621,-0.2823993,-0.28270787,-0.02358085,0.024757767,0.027323542,0.013900478,0.013195126,-2.2730498,-0.7401469,10.718813,0.7049623,1.1813574,0.9974412,-1.4185156,-1.1351049,1.4023635,-0.7560251,-0.63261396
314,-0.2660231,-0.7664372,-1.6402828,-0.045101862,1.579319,0.73054844,0.964859,0.07481512,0.6914965,0.9200245,-0.0,-0.0,1.4959112,-0.0,-0.0,-0.9976434,-0.69329685,-0.24288836,-0.5363984,-0.26276815,1.8172435,1.9666102,2.6732025,0.9602947,1.1862408,-0.2618431,-0.15041582,0.035391543,-0.19209291,-0.2460446,-0.003356121,-0.013370162,0.02755053,-0.02673916,-0.004640657,-1.7662731,-5.200436,-0.60431975,-1.3053912,-1.3303683,1.5077747,0.76605386,1.6394624,0.7603547,0.26589006,0.9957215
315,-0.5704137,1.5954937,-0.15657412,-0.13792005,-1.0534918,0.39144906,0.8418317,0.06941521,0.30189684,-0.05946992,1.5946957,-0.0,-0.0,-0.0,0.23582895,-0.1558578,0.99971443,0.5754329,-0.83159876,-0.5397402,1.8921226,1.5496912,2.5804307,1.8862541,2.192455,0.2827772,-0.2825766,0.17614013,0.27068985,-0.18404344,0.023595184,0.02783269,-0.018377705,-0.009177408,-0.009950618,-1.0183505,0.7396972,0.8647533,0.6270789,-0.8557317,0.2896435,-1.5946957,0.15649581,-0.23582895,0.57012844,0.9021542
316,0.39983138,-1.1781169,1.0911044,1.531298,1.1901869,0.62850004,0.92120445,0.8987688,0.6854889,0.8197377,-0.0,-0.0,0.45384327,0.3996314,-0.0,0.88688517,-0.9236614,-0.38014737,0.5141913,0.38907883,1.5466378,3.6094549,4.248814,1.7950997,1.0555261,-0.26815143,-0.116128325,0.20969279,0.09740058,0.25834602,0.00069356436,-0.020551736,0.02076229,-0.029020559,0.006974884,1.8516307,25.16463,-1.3561393,-0.84923697,1.1221164,0.43338478,1.1775277,-1.0905586,0.049748946,-0.3996314,-1.4622046
317,1.0996596,0.7572785,-0.090097494,1.04284,-0.81279653,0.6370414,0.45438942,0.6944135,-0.050730065,0.5608314,0.7568998,1.0154798,0.80319184,1.0991096,0.08761684,-0.08993077,0.68667096,0.3422066,0.9936946,0.89080316,3.5900514,3.5984242,3.7606,2.2340977,1.8885531,0.28283975,-0.28250608,0.2510503,0.27635288,-0.28194496,0.029208522,0.0132103935,-0.0141788805,-0.014481496,0.019183083,0.59412307,0.5975411,-0.7813981,1.3211789,1.1361798,-0.33740795,-0.7568998,0.09005243,-0.08761684,-1.0991096,-1.085151
318,-1.2601943,0.97153795,-0.5115162,-1.6472793,1.639836,0.53329176,0.30623195,0.2447923,0.80925065,0.99700505,0.97105205,-0.0,1.3234909,-0.0,0.6091661,-0.48927686,0.82548,0.7014865,0.64670694,-0.9519569,1.9164736,1.7099725,1.0718263,3.2182682,1.1151383,-0.262547,0.21062557,0.20036855,-0.28281885,-0.27491695,-0.022667356,0.016948055,0.028606221,-0.027980132,-0.02198354,1.4219512,-0.76997477,-2.200284,1.0298109,-0.99175924,-0.044019856,-0.97105205,0.5112604,-0.6091661,1.259564,0.3530946
319,-0.87173575,0.8130404,0.007754935,-0.5341161,-1.7060481,0.538527,0.6438325,0.9885055,-0.059605457,0.82547075,0.81263375,0.017105486,-0.0,-0.0,0.11937596,0.007750981,0.7261006,0.085931756,0.28942078,-0.76516646,2.2828467,1.7161734,2.1844327,1.2306383,1.1066574,-0.27977815,0.28240842,0.23667628,0.0980744,0.17693742,0.02675249,0.014183135,-0.029761266,-0.02812815,-0.01520705,3.4057434,0.65239877,0.6199309,1.2305666,-0.9978961,0.4454821,-0.81263375,-0.007751059,-0.11937596,0.8712998,0.47152102
320,0.68294734,-1.185899,0.6765895,-0.8927601,-1.6258907,0.3990932,0.7759316,0.99596345,0.59481555,0.99216914,-0.0,-0.0,0.08988069,0.6826058,1.2184778,0.62587357,-0.92661417,-0.43235245,0.31064466,0.6308171,2.3065598,3.8785505,1.8259681,2.9927344,1.1898218,0.0052385074,0.1751249,0.18194497,-0.23200595,-0.28058267,-0.004750749,-0.02068749,-0.028362954,-0.026676659,0.011913719,3.1658475,-3.673798,5.0836654,-0.84366405,0.86186934,-1.4792483,1.185306,-0.6762511,-1.2184778,-0.6826058,-1.9887422
321,-1.0493617,-1.4203761,0.69265556,-1.7310743,0.19248937,-0.11096886,0.49857956,0.6642475,0.8691776,0.94029635,-0.0,-0.0,0.8443096,-0.0,-0.0,0.6383164,-0.9886015,-0.47827792,0.8880138,-0.86684394,1.8258457,1.0362875,0.9880731,3.881621,3.300875,0.22306168,-0.12080982,0.12387939,-0.23573479,0.2828124,0.006041492,-0.02477784,0.003357893,0.01016817,-0.018305657,0.91490686,2.8889046,11.456269,-0.7043912,-0.5945324,-1.5422055,1.4196657,-0.69230914,0.5683526,1.048837,-0.5595509
322,-1.2252089,0.8676794,1.4847883,0.3306038,1.4028221,0.5123569,0.3393259,0.96669,0.62394905,0.9116698,0.8672455,-0.0,0.25883028,-0.0,-0.0,0.99623954,0.7625499,0.9966274,-0.15023212,-0.9406689,1.8213778,1.6854124,3.0487201,1.0251298,2.8530402,-0.12352385,-0.19347785,0.2425901,0.20271015,0.012574308,0.019942818,0.015136289,0.02447162,0.00235198,-0.021373235,-6.631165,0.87516683,0.975605,1.153076,-0.96817666,-0.7125085,-0.8672455,-1.4840457,0.35182333,1.2245961,0.2571002
323,1.0238211,-1.0099733,0.13651158,-0.045176934,-0.37213296,0.87885934,0.5205434,0.31521612,0.039744828,0.8593464,-0.0,-0.0,1.2501119,1.0233091,-0.0,0.13602035,-0.8465489,0.9992225,-0.57176083,0.8538352,2.697076,3.215612,2.6731274,4.2692914,4.2096887,0.029767599,0.1447537,0.09452859,0.06385585,-0.10893667,0.020055046,-0.017618544,-0.006491697,0.02602996,0.017860113,-1.642979,0.87026936,-1.0977014,-0.9906206,2.010736,-0.20043172,1.0094682,-0.1364433,0.2765731,-1.0233091,-2.144111
324,-1.3851011,-0.9798888,-1.2676897,0.97324556,-1.1748809,-0.38460013,0.18531065,0.7451256,0.122110575,-0.03687825,-0.0,-0.0,0.7300732,-0.0,1.5864112,-0.9542244,-0.8301623,0.9578869,-0.2698545,-0.98267996,2.0113702,0.7527108,3.6910405,1.8300972,4.1023307,0.24188304,-0.22250082,0.25016308,-0.2676105,0.252275,-0.025925888,-0.017093733,-0.020495284,0.024156211,-0.024162484,-3.6597607,-0.6731994,1.4617251,-1.0210346,-0.508758,-0.24152133,0.9793987,1.2670557,-1.5864112,1.3844084,-0.6396376
325,-1.2206986,0.07780536,-0.87449235,-1.0954295,-1.5744174,0.9629651,0.343563,0.70213854,0.46530977,0.12166936,0.07776645,-0.0,-0.0,-0.0,1.3076344,-0.7669374,0.07768809,0.9984427,0.9981673,-0.93912965,1.9341996,2.445277,1.6234001,4.023782,2.169126,0.27587467,0.10748122,0.14005361,-0.08970022,0.2718344,0.0041155512,0.0013572805,-0.027465025,-0.009584576,-0.021294555,0.66214454,4.240815,-0.986392,12.859016,-3.6629405,0.8613408,-0.07776645,0.87405497,-1.3076344,1.2200881,0.63922757
326,-0.07352735,0.15308067,-1.0162728,0.3840338,0.1725539,0.84835756,0.9973008,0.5110442,0.8986255,-0.2060724,0.15300411,0.16083911,1.0343971,-0.0,0.19419071,-0.8498837,0.15240782,-0.94981986,0.29321986,-0.07342444,2.0382633,2.1603608,3.1021235,3.2338457,1.9169085,-0.25746775,-0.2706789,0.15675181,-0.22439125,0.08471173,-0.0033741156,0.0026704255,0.0030101275,-0.0139866015,-0.0012826525,3.360294,-5.1727014,0.8527979,6.5357723,-1.7923683,0.32420316,-0.15300411,1.0157645,-0.19419071,0.073490575,0.8353026
327,-0.10035466,0.041183487,1.1508007,-1.4236095,-1.6554343,0.5837922,0.9949737,0.42991787,0.9999123,-0.018217433,0.04116289,0.17153262,1.1263945,-0.0,-0.0,0.91285586,0.041151267,-0.91022694,-0.59453535,-0.10013636,2.27516,1.7708771,1.2953843,1.4222162,4.45399,-0.28227684,-0.08035269,-0.24553749,0.2825818,0.26190645,-0.015121593,0.00071842794,-0.028878327,0.030293826,-0.0017506432,-1.5706289,-1.1541967,0.627329,24.293728,-1.0555152,-1.1503243,-0.04116289,-1.1502252,1.3509333,0.10030447,0.8611734
328,-1.418261,-0.7965224,-1.0548848,-0.8162101,-0.53786683,-0.09570393,0.15264548,0.08681283,0.98855925,0.9254482,-0.0,-0.0,-0.0,-0.0,-0.0,-0.869583,-0.7146503,-0.8780987,-0.846387,-0.988281,1.8626375,1.0516348,1.9024799,2.8366776,2.7400339,-0.2802433,0.24208032,0.036190182,-0.22609037,-0.06126575,-0.0026310754,-0.013894985,-0.009382852,0.00037964614,-0.024740946,-0.990919,-6.63352,-1.2953812,-1.2560856,-0.6000071,1.5648098,0.79612404,1.0543572,0.2565237,1.4175518,-0.47996527
329,1.3737282,0.8008062,-0.98297757,-0.7903488,-0.54689467,0.8735237,0.19646876,0.32902268,0.5368027,0.51566786,0.80040574,1.3251601,1.2355279,1.3730412,1.5321832,-0.83187956,0.71763873,0.9312162,0.57755226,0.9805101,3.866779,3.2266834,1.9283283,3.723773,2.05623,0.034354344,0.26954657,-0.22413597,-0.21853797,0.22585972,0.0058917794,0.013969716,-0.009540339,-0.0115549825,0.023964088,1.624096,2.9623127,-0.7860197,1.2493664,1.9669491,-0.7856981,-0.80040574,0.98248595,-1.5321832,-1.3730412,-1.0566646
330,1.1777729,-0.5063939,0.4702027,1.364078,-0.7796071,0.47825882,0.38352713,0.84329987,0.8655163,0.8645471,-0.0,0.63213736,0.5674024,1.1771839,-0.0,0.45285735,-0.4848054,-0.59366107,-0.62322736,0.9235296,3.5715885,3.7904072,4.0816774,1.0535884,1.102227,0.06746029,0.16732979,0.18305549,0.28087112,-0.18292992,-0.02033184,-0.008833821,-0.013599906,-0.028205477,0.020545734,-1.4861871,-0.85842174,-1.9626178,-1.9757354,0.9327268,-0.6281491,0.50614065,-0.46996754,0.40007046,-1.1771839,-1.5105892
331,0.9842852,-0.3594309,1.0272021,-0.6669167,1.2092893,-0.10503224,0.55386853,0.56683147,0.62423855,0.807761,-0.0,0.5621014,-0.0,0.9837929,0.07152227,0.85558945,-0.3515733,0.99813974,-0.035917193,0.83260417,3.5984654,4.3943043,2.0516987,3.5685222,4.2218084,0.26261997,-0.19978085,-0.2675122,-0.279324,-0.18125074,-0.0035968095,-0.0062701153,0.021095525,0.026241494,0.017170426,-27.835833,-4.8524375,-1.7493331,-2.7835681,0.59665066,-0.19455408,0.35925114,-1.0266885,-0.07152227,-0.9837929,-0.077230535
332,0.9514109,1.1862801,-0.6535833,-0.7726897,-1.4014927,0.54624265,0.58092225,0.2217878,0.76719284,0.8698754,1.1856868,2.2675838,1.3471488,0.95093507,-0.0,-0.60777557,0.9267573,0.6305409,-0.8430185,0.81395906,4.886419,3.7112062,1.9459784,3.3592405,2.4262347,-0.16377598,-0.20133771,0.1116618,0.23997712,0.27610296,0.014987998,0.020694138,-0.024448428,-0.0050971843,0.016596947,-0.99713767,1.1644846,3.1600442,0.843393,1.007126,0.33686584,-1.1856868,0.6532564,0.16865055,-0.95093507,-0.25118437
333,-0.536532,-1.0708317,1.5831164,-1.3373427,-0.7504144,0.9988662,0.8596237,0.9492553,0.89473087,0.51038563,-0.0,-0.0,-0.0,-0.0,0.9953014,0.99993354,-0.87734264,0.41545525,0.89314014,-0.5109277,1.8866165,2.765906,1.3816079,3.775701,1.3269763,0.2110544,-0.266619,-0.21693763,0.28284258,0.26514867,-0.02647974,-0.01868019,-0.0130906515,-0.024282862,-0.0093595665,0.90556824,-0.6591187,-1.1475348,-0.9343209,20.997635,1.6804188,1.070296,-1.5823246,-0.9953014,0.53626364,0.7410665
334,1.671102,-0.8170943,-1.337712,-0.1519397,-1.2855848,0.64730006,-0.099305995,0.928984,0.9929195,0.63450176,-0.0,0.3457857,-0.0,1.6702663,0.26875207,-0.9728039,-0.7288807,-0.7580268,0.9740387,0.9950569,3.4317584,3.585041,2.566418,1.9154141,2.4346855,-0.2585479,-0.25375253,0.26921827,-0.2816383,0.23413788,0.017171107,-0.014253854,-0.022426467,-0.004949687,0.029151646,0.7449149,1.0164337,0.6671169,-1.2244613,1.1537228,-0.43554834,0.8166857,1.337043,-0.26875207,-1.6702663,-0.6358114
335,-0.7800001,-0.9795753,0.33930734,-1.6876496,0.78014314,0.77724385,0.7111878,0.9867683,0.6341751,0.8423227,-0.0,-0.0,0.1628555,-0.0,-0.0,0.33267397,-0.8299876,0.70718014,0.4312001,-0.7030021,2.6537585,2.0377588,1.0314761,2.9136505,3.4996967,-0.27977383,0.2240598,0.09235939,0.28258023,0.21922496,0.018097643,-0.017088264,0.013609257,0.013638264,-0.013606761,2.2430453,0.96439594,0.7579599,-1.0213614,-1.4694583,-0.38180184,0.9790854,-0.33913764,0.6258729,0.77961,0.10812496
336,-1.2197937,-0.21184166,0.48483324,1.4578471,-0.10914301,0.9880173,0.34441224,0.59809405,0.65787506,0.56266314,-0.0,-0.0,-0.0,-0.0,0.15201893,0.46584627,-0.21015717,-0.68546647,0.97059596,-0.9388185,2.2725477,2.5633192,4.1754,4.250656,3.3437965,0.1331327,-0.13514547,0.26468942,-0.03304754,-0.20681179,0.0010836676,-0.0036954852,-0.0019039522,0.010917291,-0.021278769,0.7531854,16.10576,-0.86095685,-4.722869,-6.453176,1.2220753,0.21173571,-0.48459077,-0.15201893,1.2191837,0.17967348
337,0.53399664,1.258711,-1.0192345,-1.6549779,1.044866,0.8792874,0.86091566,0.98184234,-0.22089635,0.9471518,1.2580814,1.3831353,0.19085531,0.53372955,-0.0,-0.85143995,0.95150185,-0.7482386,-0.009472892,0.5087477,3.0310097,2.2218494,1.0641315,2.32436,4.120265,-0.22349977,0.1690341,0.25047797,0.09413629,0.06522643,-0.009561537,0.021957664,0.01822723,0.02446922,0.009315338,-105.56281,-1.8253648,-2.426224,0.7948611,-2.0143735,1.4978065,-1.2580814,1.0187248,1.3388057,-0.53372955,1.096368
338,0.9636505,0.91141343,-0.54937273,0.86502683,0.58947,0.9640558,0.5709215,0.1042753,0.99052405,0.8411157,0.91095763,1.2991854,-0.0,0.96316856,-0.0,-0.521918,0.79009116,0.8921513,-0.88704115,0.8210047,3.92775,2.9872115,3.582876,1.0180943,2.3701916,0.24320439,-0.010914832,-0.09706614,0.11078503,0.058038123,-0.0018716558,0.01589921,0.010283047,-0.0060753217,0.016810462,-0.91667724,-9.325054,-0.87524354,1.0977459,3.7184424,0.860922,-0.91095763,0.54909796,0.28298458,-0.96316856,-0.91697377
339,-1.5535814,1.2875979,-1.2927126,0.70128065,-0.9508839,0.728537,0.017991005,0.5991686,0.9489215,0.9797856,1.2869539,-0.0,0.92833406,-0.0,1.3252951,-0.9614056,0.95998645,0.77692956,0.9964178,-0.9998382,1.2441493,1.9636692,3.4192116,2.3911307,1.3513937,0.25666478,-0.27335516,0.09470431,-0.26412314,-0.2670331,-0.023350477,0.022461584,-0.016587755,-0.023856698,-0.027101548,0.67288935,-0.74744904,-0.7400426,0.7770286,-1.3251834,-1.3394296,-1.2869539,1.2920661,-1.3252951,1.5528044,1.1878562
340,-1.2952642,1.558578,-1.1369821,0.35097635,1.230308,0.83292645,0.27268228,0.13679838,0.91898376,0.77723145,1.5577985,-0.0,1.4335676,-0.0,-0.0,-0.90712994,0.99991554,-0.9997972,0.9154561,-0.96210414,2.2559805,2.1318605,3.0690825,3.5190122,2.5133362,0.086343,0.2572946,0.12218518,0.26718873,-0.14026146,-0.008595285,0.027188713,0.021462185,-0.003576977,-0.02259532,0.8645733,-2.030566,-2.7822304,0.64193153,-1.7052588,-0.11468439,-1.5577985,1.1364135,0.4286629,1.2946165,0.636464
341,-0.71043694,-1.0386546,-1.4348611,1.2875364,1.1442024,0.9987276,0.75830865,0.995723,0.94910634,0.5020689,-0.0,-0.0,-0.0,-0.0,-0.0,-0.99067754,-0.86145866,-0.75911844,0.94151163,-0.6518957,2.468965,2.6678312,4.005174,3.5500119,1.7791135,0.15239121,0.1885954,-0.09019367,-0.24191947,0.11571576,-0.012199505,-0.018118875,0.019960111,-0.016391577,-0.012393262,0.8149372,-1.4306558,-0.9250295,-0.96326584,-19.821426,-1.4407315,1.038135,1.4341434,1.0984293,0.71008164,0.40636232
342,-0.065132335,1.0995668,-0.5106775,-0.7274153,-1.4455805,0.88770646,0.99788177,0.9999669,0.9351892,-0.07162315,1.0990169,0.81350726,-0.0,-0.0,1.1574432,-0.4885456,0.890761,0.9999287,-0.9561458,-0.06505379,3.401451,3.1967385,1.9912302,2.8939173,3.7261338,0.27659276,0.2818894,-0.24136198,-0.28270155,-0.1858584,-0.023479553,0.019181464,-0.02521752,0.017590335,-0.0011362052,-0.7852084,-0.74334,1.7073475,0.9099041,2.0900528,1.2470213,-1.0990169,0.5104221,-1.1574432,0.06509976,0.53276277
343,0.4671307,-0.9581255,-0.96230966,0.40223598,1.5875785,0.92283416,0.89296925,0.81654906,0.33277458,0.15207501,-0.0,-0.0,-0.0,0.46689707,1.4576032,-0.8202388,-0.81783944,-0.701838,-0.7360011,0.45011765,2.030827,2.32286,3.1203165,3.0945966,4.3956423,-0.15034394,-0.114709765,0.23990218,0.076586686,-0.28199548,0.018457403,-0.016714081,0.027694616,0.02927546,0.008148891,-1.208979,0.9455984,0.78144616,-1.0442269,-2.5289447,1.2448027,0.9576463,0.9618284,-1.4576032,-0.46689707,0.12981728
