,oz33_radian,oz3_radian,oz1_radian,oz7_radian,oz29_radian,oz36_radian,oz3_tanh,oz1_tanh,oz48_tanh,oz5_tanh,oz28_tanh,oz37_tanh,oz22_degree,oz36_degree,oz23_degree,oz2_degree,oz37_degree,oz11_degree,oz30_zscore,oz29_zscore,oz35_zscore,oz40_zscore,oz32_zscore,oz2_zscore,oz14_mmnorm,oz27_mmnorm,oz12_mmnorm,oz18_mmnorm,oz2_mmnorm,oz24_mmnorm,oz20_sin,oz45_sin,oz39_sin,oz35_sin,oz1_sin,oz3_sin,oz2_relu,oz34_relu,oz13_relu,oz27_relu,oz35_relu,oz48_relu,(oz20+oz36),(oz4+oz9),(oz23+oz43),(oz12+oz14),(oz3+oz17),(oz31+oz38),(oz3+oz6),(oz35+oz48),(oz15+oz41),(oz14+oz48),(oz27+oz34),(oz12+oz47),(oz27+oz48),(oz26+oz31),(oz11+oz50),(oz4+oz41),(oz1+oz9),(oz11+oz37),(oz17-oz20),(oz14-oz29),(oz4-oz18),(oz11-oz45),(oz42-oz48),(oz2-oz13),(oz8-oz50),(oz1-oz31),(oz13-oz14),(oz12-oz31),(oz22-oz36),(oz15-oz26),(oz2-oz47),(oz35-oz42),oz51
278,-0.014422631,0.010855451,-0.008897743,-0.026359461,0.010339366,0.015377896,0.55249923,-0.46979177,0.7943363,-0.14246373,-0.22563447,0.61259764,48.88545,50.482655,53.656178,12.664464,40.85584,62.785,-1.234611,0.59269845,-0.22940548,-1.7196562,0.61514765,0.22114721,0.74832356,0.2803803,0.73504645,0.23770793,0.58035535,0.65191513,-0.43765405,-0.98950076,0.068702325,-0.22728689,-0.4880054,0.5826386,0.22103661,-0.0,0.3447159,-0.0,-0.0,1.0830741,0.42810065,-1.519205,1.655596,1.6219339,1.8772228,2.0046124,-1.0473044,0.85378337,2.9283173,1.9148726,-1.9252809,2.3608441,0.35455513,1.6982386,-0.19517386,1.492208,-2.2424648,1.808874,1.7082391,0.23939657,1.1516373,2.811637,0.213794,-0.12367928,2.6623716,-1.2130522,-0.48708272,0.08688623,-0.027876496,0.6545765,-1.3496723,-1.5261588,0.5528407
279,0.024966747,0.032618828,0.00529362,0.020600317,0.0051174667,0.021220801,0.9534962,0.29433155,0.41930822,0.8947157,0.5684689,-0.8623288,12.842866,69.66378,-21.526081,45.195015,-74.61959,-67.79571,1.2905356,0.29335597,-0.35557324,0.023742104,0.31600028,0.78919655,0.7590001,0.42705598,0.24416612,0.96646684,0.7460511,0.5116891,0.9982641,-0.6646359,-0.9967728,-0.3479611,0.29867318,0.9558889,0.78880185,0.53957736,-0.0,-0.0,-0.0,0.44685236,2.84559,2.7695937,0.74776715,-0.03284228,3.5121474,-2.393209,2.1132965,0.09145695,-2.5259242,1.3158536,0.3104484,-2.0284946,0.2177234,-0.81265056,-0.45862156,0.5202452,1.6519276,-2.485616,0.0134984255,0.575792,-0.15372872,-0.45625204,0.8923936,1.2313812,0.27397525,1.8487493,-1.3115807,0.6436037,-0.9917121,-2.357998,1.915453,-1.6946414,-0.2816538
280,-0.0019314903,-0.003282675,-8.8287146e-05,-0.01619691,0.0226486,0.027583944,-0.18589652,-0.005058438,0.5859595,-0.33794466,-0.64069533,-0.53231794,-79.25507,90.55274,-50.977886,-14.5962925,-33.997833,-90.51459,0.26685616,1.2983186,0.29546866,1.0914608,1.025519,-0.25488085,0.22949423,0.58975226,0.59778523,0.47688287,0.44150153,0.72308534,0.10230351,0.9999186,-0.020840768,0.29104686,-0.0050584595,-0.18697646,-0.0,0.19466884,-0.0,0.3248066,0.2953209,0.67149055,1.6829264,-0.16862479,0.5653939,-0.65905,-1.2472423,2.1527963,-0.40084502,0.9668114,-0.077731416,-0.30457932,0.51947546,1.7417314,0.9962971,1.6692461,-1.9022677,-0.4341713,0.117956355,-2.173152,-1.1616417,-2.273739,-0.17817256,-3.1378121,-0.22311348,1.2922504,0.9764774,-1.2148432,-0.5709339,-0.8927648,-2.9637055,-0.39466125,-1.6794649,-0.15305617,0.76835155
281,-0.022049349,-0.016490802,0.0049084323,-0.018428883,0.0023351205,-0.014197776,-0.73744416,0.27404538,0.93201596,-0.60735744,-0.6666974,0.2680672,98.55025,-46.608547,-38.730267,-12.840456,15.743748,17.38353,-1.536884,0.1338595,-0.3868899,1.6739215,-1.3928678,-0.22422038,0.029952006,0.40549737,0.28985298,0.6788358,0.45044497,0.06703049,0.64361477,-0.16349666,-0.79055434,-0.3771308,0.27753988,-0.81041104,-0.0,0.019788982,-0.0,-0.0,-0.0,1.673523,-0.11426067,-3.0210457,-1.8109345,-2.4157467,-0.84225684,0.16426958,-1.8880522,1.2868266,-1.5306585,0.0021452904,-0.2827411,-1.0356791,1.3709929,-0.6104559,-1.066921,-1.7704266,-1.2856807,0.5781801,-0.59661543,-1.8051702,-2.0370314,0.46763378,-1.7750582,1.1927533,1.287552,0.45337582,0.25451612,-0.5722256,2.533499,-0.7760519,0.06720191,-0.28516123,0.053057034
282,-0.004510744,0.008524141,-0.0086372495,-0.010590772,0.0076245684,0.015079097,0.45294344,-0.45807943,-0.5208131,0.021783784,0.8632897,0.9365762,20.76888,49.50175,-93.18182,-35.27281,97.94246,1.6392105,1.1399568,0.43707418,0.81412053,-0.6233579,-0.34735313,-0.6159348,0.27426365,0.59144187,0.12994286,0.8758949,0.3361848,0.81294036,-0.9538002,-0.16587827,-0.921679,0.7268425,-0.47492427,0.46921116,-0.0,0.45475736,1.6405936,0.33055934,0.8137134,-0.0,-0.401672,-0.008868098,-0.1363579,-2.1156213,0.410424,-0.7102843,0.45206624,0.23625857,1.6951307,-1.397525,0.7853167,-1.5054189,-0.24689546,0.78885645,-1.0548725,1.724484,-1.9893278,1.7380282,1.1876673,-1.2569257,0.2231915,0.19525817,1.1219051,-2.2562203,2.5638108,0.32958058,2.4606638,-0.47109264,-0.5014832,-0.15708649,-0.40575898,0.26926303,1.3898298
283,-0.015314329,0.005181515,0.011751329,-0.014672182,-0.0013590881,-0.007292593,0.28845388,0.58714736,0.8725272,0.4807799,-0.9254247,-0.06055896,-37.811695,-23.940168,5.980255,18.588717,-3.4740236,-43.49549,-0.21568944,-0.07790898,-0.38666245,-1.3300812,0.6528171,0.32459667,0.78519213,0.17861255,0.73080766,0.04656798,0.6105308,0.77029556,-0.23353927,-0.7017767,-0.053121045,-0.37692025,0.6235704,0.29253712,0.32443434,1.587457,0.44943953,-0.0,-0.0,1.3435705,-0.6535508,0.7846545,1.1808158,1.7357926,-1.2209977,-0.71462893,-0.41959122,0.9571014,-0.1317141,2.3038383,0.512447,1.9497063,0.26856053,-2.0352616,-0.23918277,-1.3921518,1.4506493,-0.8197727,-1.2821606,1.0381377,1.6045684,0.01874882,-1.9223745,-0.12500519,-1.2891471,2.0886276,-0.5108282,2.190851,-0.24210384,1.8876799,-0.8497471,0.19233489,-0.84217435
284,-0.019971015,-0.022301644,-0.0034332986,0.027181959,0.001036915,0.027462803,-0.855895,-0.19421482,-0.9211133,-0.84874684,-0.7831509,-0.3916949,11.5343485,90.15506,-17.637875,-7.6361136,-23.70902,45.16492,0.09014727,0.05944058,-1.2468123,0.9911625,-1.7415998,-0.13334201,0.7458963,0.5980809,0.14592828,0.41933504,0.4769535,0.21492095,0.41447988,-0.9634745,-0.99999577,-0.94777596,-0.1954473,-0.9573799,-0.0,-0.0,0.7378306,0.35316333,-0.0,-0.0,2.0008738,-0.027460098,-1.5032148,-0.41711158,-1.2779487,-1.2748246,-0.93366015,-2.8425126,1.8154006,-0.77298313,0.07481757,-2.8170307,-1.2431605,-2.271603,0.9814122,-0.07590127,1.0103937,0.3744761,-0.42752984,0.76392984,-0.9226662,2.0879638,2.8418622,-0.8711059,-0.40085042,1.1771439,-0.085510135,0.13340521,-1.3721902,1.55448,1.4433031,-2.491727,0.7759786
285,-0.012138466,0.003885854,0.009980217,0.025457125,0.018619036,-0.0012009467,0.21903574,0.51669776,0.43994018,0.3298135,-0.64134014,0.4962004,51.284233,-3.9424756,22.715069,43.7464,31.183384,-32.61741,1.4301016,1.0673261,-0.86137193,-0.51900244,-1.4923368,0.7639008,0.25715235,0.49218786,0.17354079,0.88700855,0.7386725,0.9563994,-0.8770648,-0.79523987,0.26766998,-0.75845623,0.541167,0.2208082,0.76351875,-0.0,-0.0,-0.0,-0.0,0.4721566,-1.1385267,-1.3654301,2.0556545,-2.0249715,-1.4764848,-0.7838921,1.2262496,-0.3887845,-2.3770387,-0.40753815,-0.37612087,-0.4400109,0.46478355,-1.3854179,-0.6526259,-1.2685642,-0.28994578,-0.025028467,-0.62941027,-1.946487,-1.8043718,0.35012192,1.0327402,0.7853075,-0.8244717,1.2303712,0.857906,-0.48672992,0.96388793,-0.8852635,0.05825287,-2.365838,-2.0656664
286,-0.029425455,0.035471365,0.024059841,0.021637946,0.0045864135,0.0067190295,0.9662439,0.8806211,0.9434673,0.9840894,-0.80519843,-0.9270972,65.68435,22.057272,-85.70864,84.04077,-93.8116,-66.68908,-0.76513803,0.2629136,-0.6137524,-0.2943755,-1.6486874,1.4675223,0.75076985,0.6946606,0.82814926,0.12066957,0.9439136,0.44323665,0.9719633,0.9214012,0.6470669,-0.5756881,0.9815732,0.8953574,1.4667883,1.4358926,1.450437,0.6819904,-0.0,1.7687052,1.7184134,2.2151828,-1.6683716,1.9513671,1.1198602,1.0800092,2.0634687,1.1552598,-0.42400765,2.6090279,2.117883,-0.52286863,2.4506955,1.134501,-1.1191885,-0.42435253,2.458405,-2.8012655,-2.2459407,0.5775405,2.4770527,-2.3356152,-2.1061757,0.016351342,-1.7478163,1.1309148,0.6101143,0.8634318,0.76143616,0.24876177,3.1007013,-0.2759751,2.1513302
287,0.023096671,0.0103840865,-0.0041671433,0.010273742,0.020185238,-0.004363565,0.5334566,-0.23432393,0.11436151,0.11496937,0.93011355,0.16443941,-18.33608,-14.3247385,-95.810036,-12.692568,9.508011,44.8705,1.2515041,1.1571076,1.6653311,0.2949063,0.8079202,-0.22163796,0.89122236,0.008685236,0.6738054,0.29724878,0.45119822,0.30201527,-0.4055189,0.95467174,-0.92981344,0.9956132,-0.23649772,0.5604792,-0.0,-0.0,0.56645477,-0.0,1.6644982,0.11486403,-0.6675603,0.81964016,-0.52224123,1.9087797,-0.32285035,1.7415051,0.10118678,1.7793622,-0.7870148,1.4445956,-2.6676202,0.47461087,-1.5387013,0.47808206,0.93540597,0.019143939,-0.6289142,0.94908404,-0.5002682,0.17320263,1.9426689,-0.48541707,-1.0334108,-0.78798187,-1.5617727,-1.6166395,-0.7632768,-0.7988316,-0.07001114,1.3034337,-0.117089815,2.583045,1.0058424
288,0.022796039,-0.0027646793,-0.012912684,-0.013418788,0.0037572205,0.008880195,-0.15709272,-0.62904984,-0.14474328,-0.42557457,0.88838625,-0.90311027,27.456676,29.15196,-10.82689,-30.209332,-85.304,44.337696,0.2959842,0.2153806,-0.6754269,0.25125885,1.1838394,-0.5275161,0.8576472,0.47399542,0.48760414,0.34570277,0.36197588,0.43389267,-0.61351305,0.63371366,-0.7361802,-0.6249669,-0.67417145,-0.15774284,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1517039,0.5593916,-0.48296016,1.1499832,0.19958217,-2.0245278,-1.237086,-0.8208561,0.27707314,1.0669713,-0.37748963,-0.8691692,-0.21508029,0.07703382,2.3023293,0.092743754,0.43004513,-0.714997,1.0184882,0.9974654,-0.044698775,0.08749431,0.5496053,1.0975177,-1.8835254,-0.40445873,-2.8375082,0.2726284,-0.029588282,-0.8385838,0.2791617,-1.0789274,0.36890602
289,0.014913451,-0.0011673799,-0.014404114,0.00463658,-0.026338805,-0.012168206,-0.06678638,-0.67794156,-0.9357534,-0.45073083,0.32144684,-0.46803573,40.702503,-39.945866,-49.876965,-52.828205,-29.080591,-21.45612,0.71885765,-1.5098574,-0.7577174,-0.6242465,0.9910597,-0.9224875,0.7207547,0.75294405,0.87175745,0.07723301,0.24676569,0.83255655,-0.4717629,0.09372693,0.5206104,-0.6869898,-0.7347479,-0.06683608,-0.0,-0.0,-0.0,0.88042945,-0.0,-0.0,-1.188476,0.2758801,0.31273073,1.9970887,1.146315,2.2188382,-0.4711758,-2.4601002,-2.9125712,-0.96702725,0.5633958,0.8153658,-0.8223322,1.6225224,0.5109487,0.08130193,-1.9831352,-0.88203204,1.70449,2.2448368,2.925244,-0.46834466,2.165787,-0.8837123,-1.998534,-1.8969547,-0.7740482,0.18969452,1.4075797,-2.1110156,-0.47603774,-1.2203636,1.0311182
290,-0.012672679,0.007880649,0.0044934284,0.026650386,-0.004716116,-0.025590803,0.42315418,0.2519131,0.61777645,0.23064455,0.9090312,-0.8371384,3.002948,-84.00965,99.266525,55.90847,-69.41565,-89.60913,0.81551784,-0.27034876,1.7249632,-1.5368665,1.6109247,0.9762752,0.55006653,0.9858304,0.4235828,0.26210093,0.8006205,0.8039573,0.2324591,-0.59801126,-0.27256086,0.9882719,0.25461975,0.43634084,0.9757869,1.3591397,0.008161569,1.6733428,1.7241005,0.7214011,-1.2316397,1.8578064,3.0050724,-0.14245652,0.731181,2.1265368,0.4853384,2.4455016,0.038260937,0.86237013,3.0324826,-0.7906023,2.394744,2.193379,-1.3561842,0.044968784,1.27067,-2.7755063,0.04504785,0.41118258,1.6986604,-0.922957,-0.71712756,0.9676254,-0.8827548,-1.0987973,-0.13280748,-1.6396774,1.5186564,0.0007557869,1.4829637,1.7198269,-1.286835
291,0.02142258,-0.023946906,-0.028645486,-0.0027888075,-0.026573636,-0.011855839,-0.87916005,-0.92764926,-0.9425406,-0.7805011,-0.48724005,-0.29845527,70.956375,-38.92042,17.278824,-88.93119,-17.636955,87.58499,0.6553386,-1.523319,-0.47996345,1.2891622,-0.084734835,-1.5529188,0.5518712,0.78927404,0.3015832,0.04327888,0.06287362,0.6456435,-0.89647245,-0.66173613,0.28017136,-0.46153384,-0.99751806,-0.98031616,-0.0,-0.0,-0.0,1.0041229,-0.0,-0.0,-1.7910328,-1.9118619,0.80859524,-0.55667955,-0.5897411,-0.6485285,-2.1852481,-2.2400599,-0.9260886,-1.6130791,-0.088478684,-1.027119,-0.75621355,-1.6158496,2.6657987,-1.3177843,-2.7227454,1.2208236,1.8940587,1.6698145,0.77822125,2.2517786,0.36193085,-1.3449439,-2.1818352,-0.42936313,-0.35445562,0.5079654,1.917712,-0.03473869,-1.22896,0.9186821,-0.2415323
292,0.022665303,0.034667384,0.018612621,0.018284602,0.024628552,0.015416717,0.9630464,0.7881104,-0.8987614,0.96235037,0.80832803,0.7555078,-44.35979,50.610092,97.90101,44.113266,56.474438,94.36299,-1.1156514,1.4118181,1.6577584,0.95403636,0.7203729,0.770307,0.15397838,0.75361043,0.9574492,0.61117744,0.74054116,0.9441246,0.4703997,0.9694487,-0.3969273,0.9962928,0.87547827,0.9149152,0.7699218,-0.0,-0.0,0.8826983,1.6569293,-0.0,1.3730565,2.0666926,3.106288,0.31751287,2.3655748,0.102917254,3.6644266,0.19119072,-1.4741161,-2.7049446,0.5026339,3.1569495,-0.58304024,0.2118746,0.2139411,1.4901643,1.7950339,2.6326098,-0.11046368,-2.6503181,0.98848116,0.32397187,2.8684564,1.8124803,2.8748355,0.9620375,0.1966474,1.4523317,-1.6575372,-1.7336847,-0.8303089,0.2542113,-0.35599756
293,0.016173664,-0.0014447261,0.016816769,0.021044193,-0.021165255,-0.015684962,-0.08258816,0.7458473,-0.44077423,-0.05203769,-0.30809873,-0.92740077,6.9482293,-51.490692,12.638137,46.19706,-93.93565,89.4894,0.9667594,-1.2132866,0.89881474,-0.94265103,-1.0779383,0.8066943,0.4428318,0.37270853,0.94313145,0.19352289,0.751155,0.87017727,0.61776,0.264144,0.9796335,0.78230965,0.8212109,-0.082682215,0.80629086,0.5923971,-0.0,-0.0,0.8983652,-0.0,-0.23279119,-2.2562747,-0.8595731,1.274676,-0.42939824,-0.8497598,1.3783892,0.42517388,-2.3684933,-0.70588326,0.17823008,2.6274009,-0.8873583,-0.14207119,1.735702,-2.3650732,0.2097109,-0.07760179,-1.0125126,0.979988,-0.41191804,1.2945685,1.5298305,2.4052258,0.3077203,0.3723691,-1.3662431,0.9162071,1.0199517,-0.77264374,-0.31374204,-0.15827388,-2.123873
294,0.018049989,0.0045698117,-0.0032680596,0.027363427,0.019122576,0.009420508,0.25600725,-0.18508793,0.013086261,-0.18206397,0.92513233,-0.9340044,-72.32024,30.925701,-18.486706,-34.872932,-96.765686,-34.461792,0.0058968384,1.0961912,-0.8303933,-0.4833246,0.38288012,-0.6089521,0.31928635,0.3107856,0.4041573,0.95542175,0.3382216,0.034982454,-0.99914277,-0.83827555,0.9908424,-0.7379165,-0.18615377,0.2588495,-0.0,0.3732896,-0.0,-0.0,-0.0,0.013087009,-1.0724508,1.2349896,-0.50296617,-1.0135698,0.38018137,-1.5108677,2.7708259,-0.81689095,-0.8130351,-0.6501009,-0.2517078,1.0122596,-0.61191034,-1.043256,-0.9322619,0.5110493,0.41652483,-2.2903519,1.7305565,-1.7588308,-0.9053928,0.39264107,1.574514,0.6590275,1.0215998,0.007978097,-0.6044871,-0.15515776,-1.8019817,0.15516627,-1.9712889,-2.4175792,0.9821563
295,-0.00019219017,0.0046085157,-0.010364891,0.020801716,0.0008810244,-0.00024612658,0.2580783,-0.5326693,0.3718549,0.038221605,0.9275568,0.78714633,51.022537,-0.8079859,44.88181,-46.996544,60.956135,-93.50794,1.3728803,0.05050424,-0.87783283,1.4659004,1.0488482,-0.8206549,0.152197,0.43612286,0.94862753,0.3735603,0.2764695,0.2848067,-0.19153604,-0.89852375,-0.9953354,-0.7690757,-0.55956805,0.26099086,-0.0,0.45073134,1.7384195,-0.0,-0.0,0.39057395,-0.20682894,1.4755323,-0.4906158,0.2808988,0.29016143,1.0329202,2.2786095,-0.48681983,-0.42289042,-0.8548392,0.25247252,1.1501094,0.19231513,1.7235707,-1.2964771,0.14185381,-0.7731539,-0.5681362,0.21883985,-1.2958921,2.1245615,-0.515627,-0.226881,-2.558664,1.2550354,-0.77175516,2.9838328,1.3484213,0.9046134,-0.45560253,-0.44404188,-1.0410867,1.2226003
296,0.008125115,-0.004647335,-0.014809238,0.019374965,0.018791458,0.02400884,-0.26015317,-0.69028854,-0.0127347,-0.48243174,-0.051453903,-0.5524259,66.88508,78.81637,93.44876,-56.996475,-35.6303,52.786987,-1.6923277,1.07721,0.407451,1.3104029,-0.18317844,-0.99527395,0.4441211,0.7701984,0.77307147,0.77017903,0.22553442,0.5585483,0.99573725,-0.8393748,0.99846655,0.39608318,-0.7502941,-0.2631373,-0.0,0.34836408,-0.0,0.9391756,0.40724722,-0.0,2.854035,-1.1111853,3.109579,0.6930015,-0.04999371,-2.2599754,0.3338767,0.39451182,2.114714,-0.24093477,1.2875397,-0.059954584,0.92644024,-2.6145368,-0.096135914,1.1546023,-2.0074468,0.29944074,-1.2621506,-1.3048706,-0.8501104,1.9174387,1.5807734,-0.776898,1.3788607,0.6169112,0.0103212,2.3866189,-0.20824027,2.156985,-0.013620734,-1.1607908,0.6048614
297,-0.021067778,0.011162284,0.02968365,-0.0007609957,-0.0045204917,0.013981099,0.56459427,0.93550247,0.8599173,0.81494606,0.4221575,-0.92564285,53.984543,45.89724,-2.1727817,95.052055,-93.22409,13.236894,-1.50914,-0.2591347,-0.48409536,-0.47338802,-1.190729,1.6598015,0.96250415,0.80423933,0.2728269,0.10846695,1.0,0.52842516,0.1880722,-0.1494729,-0.9671551,-0.46519354,0.99156815,0.59683585,1.6589714,1.7375077,-0.0,1.0550756,-0.0,1.2930272,0.99025697,-1.0331855,0.9600259,0.77505916,-0.6383538,0.9197382,1.4034168,0.80917394,1.074833,2.8711412,2.7925835,-0.92719734,2.3481028,-0.9931305,-0.85232854,-0.6184042,1.2032635,-1.3960401,-1.4671046,1.8371191,0.84812295,0.38106257,-0.31491077,3.3374875,2.5824096,1.8627559,-3.25663,-0.6410468,0.14115006,1.9886584,1.783114,-1.4619696,0.8437204
298,0.004161423,-0.012235077,-0.0066129602,0.024810068,0.0089481035,0.0056315553,-0.60501367,-0.36174724,-0.584993,-0.4969633,0.061405487,0.7531506,-29.476574,18.487305,-100.9079,-40.42019,56.161076,-72.85552,1.5615715,0.5129451,1.5001981,0.43261325,0.6216728,-0.7058184,0.72334707,0.71643496,0.6667452,0.9059311,0.30996642,0.16958636,0.90994346,0.9808127,-0.6854792,0.9974558,-0.36989382,-0.64499617,-0.0,-0.0,-0.0,0.75612605,1.4994478,-0.0,1.4658121,-0.079767466,-2.1135373,1.2994804,-1.903933,0.75219536,0.71918553,0.82942784,1.3952082,0.07474762,-0.3123455,-1.1426778,0.08610606,-2.5500245,-2.2056484,0.0073589906,-0.5607549,-0.291373,-2.3460624,0.23207903,-1.263867,-2.6461563,-0.692178,-0.03726238,0.52482367,0.5598663,-1.4129707,1.4934738,-0.8371277,3.1012053,0.9919251,2.8616457,0.98110837
299,-0.0046745245,0.012543788,0.008778703,0.016903536,0.024540719,0.029945362,0.61610717,0.46445966,0.55312395,0.7992747,-0.5976369,-0.6163348,18.256931,98.304825,-31.830763,9.615715,-41.199852,63.695957,-0.043959834,1.4067832,-0.10263417,-0.17055689,1.3348598,0.16790988,0.18876965,0.4223939,0.61083734,0.74401873,0.5648264,0.69596446,-0.99968755,0.99889946,-0.36885992,-0.10240302,0.48204094,0.6584114,0.1678259,-0.0,0.73202723,-0.0,-0.0,0.6228711,0.11994743,2.5977983,-0.30447388,-0.755967,2.2238154,1.4690373,1.7706754,0.5202882,2.0369349,-0.49510413,-1.476103,0.06351432,0.37786895,-1.1023246,0.4163412,1.768278,2.0060236,0.3926311,3.100905,-2.524055,0.2870971,-0.41217232,-0.03724301,-0.56420135,-0.177149,0.17591521,1.8500025,0.03494078,-1.3970994,2.7928061,0.4663198,-0.68821096,0.11303265
300,0.013216655,-0.016765028,0.001100322,-0.004257288,-0.023913942,-0.026832609,-0.744529,0.06296042,0.74988127,-0.6169832,-0.6572252,0.9014913,24.661465,-88.08625,42.94916,52.826412,84.80488,-37.963276,-1.5756928,-1.3708535,-0.612237,1.5492024,0.7098879,0.9224562,0.5894248,0.42518398,0.86245555,0.71955943,0.7849219,0.184022,0.36988652,-0.20275609,0.9772601,-0.57444894,0.06300206,-0.81951565,0.92199486,-0.0,-0.0,-0.0,-0.0,0.9726838,-1.1585083,-1.7770082,2.131743,1.5074058,-0.26941907,-0.7442374,-1.4894938,0.360753,-1.4767947,1.2507974,-0.49445623,2.929583,0.73718107,1.4003723,-1.3419101,-1.5661218,-0.17337376,0.8175403,0.31225938,1.6482816,-2.2639112,-0.45841253,-1.4948897,1.4778646,1.5626113,0.4024197,-0.8339833,1.568668,1.967819,-3.1910117,-0.77829593,-0.0897249,-1.9532518
301,0.022288697,0.029566256,0.012120373,0.0014233446,-0.028902503,-0.022253284,0.9346575,0.6008308,0.7696948,0.93508196,-0.012989371,0.81938857,46.566788,-73.05322,-3.1368513,77.77864,66.17398,53.966835,1.1072059,-1.65682,-1.5697563,-0.4069028,1.4440075,1.3581727,0.29109797,0.51073915,0.92914003,0.5788825,0.9120171,0.15074621,0.5672021,0.9751357,0.3984743,-0.99999833,0.63996,0.99241734,1.3574934,-0.0,0.09590832,0.055789016,-0.0,1.0195785,-0.6719147,1.4199815,-1.1950852,0.69773126,1.226751,0.8536067,1.0806316,-0.5493927,-2.152398,0.25816774,-0.44053897,1.2968792,1.0753675,2.1268888,2.6660101,-0.34212446,1.1895843,2.096853,-1.0703753,0.8945807,0.68659955,-0.4054336,0.012596965,1.2615851,-1.4567455,-0.92511773,0.85731906,-0.16042197,2.087763,-1.392755,1.5197562,-2.6011467,-0.37021032
302,0.0290275,-0.0120372735,-0.016822156,0.0033666166,0.008786913,-0.02971448,-0.5977796,-0.7459842,-0.63319445,-0.59929407,0.33922878,0.54155004,34.594822,-97.546875,3.8619497,-51.8595,34.741085,63.0416,-1.2797272,0.5037049,-1.4137523,-0.118047915,1.0284499,-0.905572,0.836551,0.6940533,0.82046217,0.8703043,0.2516998,0.39978102,-0.46734202,0.39260837,0.9299303,-0.9875831,-0.821387,-0.6362942,-0.0,-0.0,-0.0,0.67992264,-0.0,-0.0,-2.188796,-0.019301772,0.6622533,2.2237768,-2.193459,1.2345903,-0.67702174,-2.159776,0.44804317,0.39249772,0.54076314,1.3650227,-0.066807985,-0.88681686,1.470581,0.8035902,-1.2589746,1.7066299,-1.0174923,0.6357753,-0.9672786,0.6968175,0.4906578,0.12051302,0.59564465,-1.280172,-2.1648605,0.76821494,2.3063078,1.1234376,-1.1855934,-1.1569724,0.4560114
303,-0.024836402,-0.017817704,-0.012929637,0.018372837,-0.0027472621,-0.002986083,-0.77022445,-0.6296365,-0.84190613,-0.55393094,-0.8227769,-0.104051396,-53.681274,-9.802732,-92.9038,0.49923497,-5.9833612,-82.435196,-0.9566134,-0.15748529,-1.1644057,-1.3809947,0.7807753,0.008717656,0.61691,0.84007215,0.5536973,0.60731214,0.51839125,0.23485784,0.99402606,-0.8491848,-0.652898,-0.9183232,-0.6748885,-0.85256785,0.008713295,0.7412786,1.3744595,1.1770765,-0.0,-0.0,1.2903457,-3.30796,-2.2644937,0.53894234,-2.5117438,-0.41109842,-0.98168564,-2.3915071,-0.27442038,-0.8537976,1.918355,-1.0108895,-0.050607204,0.48339063,-1.6816813,-0.38990998,-2.4338627,-1.543195,-2.9523,0.53129256,-1.9511847,-0.42432594,0.6064006,-1.3657463,-1.391788,0.19078559,1.0005734,1.0966555,-0.7658251,-2.914411,1.1846591,-0.5425403,0.5620122
304,0.00421575,0.038253862,0.013654502,0.0015222186,-0.010395343,0.0047805463,0.97534627,0.6540508,-0.5486782,0.93127143,0.8112983,0.9317022,81.02351,15.693607,-35.80156,69.88283,95.74924,41.46898,-1.3796117,-0.59590733,-0.7056297,1.4417887,-0.8420576,1.2202959,0.48929223,0.16611241,0.4195238,0.06822082,0.87179947,0.652569,-0.4548111,0.20330809,-0.8085339,-0.6482446,0.70494485,0.8133037,1.2196856,0.72766453,-0.0,-0.0,-0.0,-0.0,-0.19825497,0.008012891,-1.4316168,-0.36821616,2.4928536,-0.108291745,2.0646355,-1.3217651,2.3983803,-0.68728817,-0.38990492,1.3246958,-1.7340577,1.2359838,1.2937856,2.5432186,-0.2825144,2.3949099,0.7732289,0.5248094,2.5954719,0.51903486,2.2674189,1.4829582,-1.6495848,1.2935326,-0.19247274,0.21377105,1.1402221,-0.8191368,-0.4024266,-2.3562074,-0.1616106
305,-0.018166516,-0.0026647246,0.00226363,0.02119829,0.02158255,0.004607753,-0.15150212,0.12897408,0.9212252,-0.21294141,0.5570907,-0.2443611,-63.750538,15.12636,-93.06792,13.623628,-14.289964,59.35426,0.0556953,1.2372078,-1.0020348,-1.2182924,-0.614261,0.23789616,0.40560576,0.6421973,0.32375932,0.6244287,0.5852409,0.71933347,-0.8588856,0.22999333,-0.80593073,-0.8422986,0.12933314,-0.152085,0.23777717,0.13368286,-0.0,0.50336754,-0.0,1.5970623,-0.76908493,-1.5340286,-2.2209342,-0.98990643,-0.045399025,0.06782043,-1.2900951,0.5955287,0.00508523,1.2346557,0.6370504,0.3657661,2.10043,1.2310039,2.579576,0.46921593,-0.41602826,0.78652036,1.1403682,-1.5989956,-1.3835983,0.8038565,-1.0571482,1.1426489,-3.0386086,-0.831409,-0.5424651,-1.5886052,-1.3766617,-1.7223332,-0.7554887,-1.5414479,-0.7587603
