,oz1_rbfFeature_abs_exp,oz2_tanh_relu_exp,oz11_tanh_relu_exp,(oz3_relu_degree*oz20_abs),((oz14_negative-oz14_tanh)*oz17_degree),(oz2_tanh_zscore*oz22),(oz2_degree_degree*oz2_tanh_mmnorm),(oz14_tanh_exp*oz14),((oz2_abs-oz2)*oz2_degree),(oz9_rbfFeature_degree*oz3_abs),((oz15_negative-oz16)*oz19),(oz18_rbfFeature_degree*oz3_cos),((oz20_cos-oz12)*(oz15_negative-oz16)),(oz3_cos_tanh*(oz1_cos/oz14_cos)),((oz19_cos-oz1)*oz19),((oz2_negative/oz15)*oz9),(oz2_relu_relu*(oz15_negative-oz16)),(oz2_degree_degree*(oz14_negative-oz14_tanh)),(oz11_tanh_relu*(oz14_negative-oz14_tanh)),(oz3_relu_tanh*oz2_relu),((oz14_negative-oz14_tanh)*oz20_abs),(oz2_degree_tanh*oz7),(oz2_tanh_exp*oz2_tanh_mmnorm),(oz2_tanh_relu*oz25),((oz2_abs-oz2)*oz23_tanh),((oz16_square/oz13)*oz5),(oz3_cos_zscore*(oz3_cos/oz2_square)),(oz15_negative_abs*oz24_rbfFeature),(oz3_relu_relu*oz10),(oz15_negative_zscore*oz8),(oz2_tanh_zscore*oz1),((oz2_abs-oz2)*oz24_rbfFeature),((oz2_negative-oz14_tanh)*oz2_tanh_zscore),(oz24_rbfFeature_degree*(oz16_square/oz13)),(oz15_abs_degree*oz20),(oz7_rbfFeature_exp*oz2_degree_degree),((oz2_relu-oz25)*(oz14_cos-oz14_abs)),((oz19_cos-oz1)*oz17),(oz7_rbfFeature_exp*oz19_negative),((oz14_cos-oz14_abs)*oz20_square_zscore),((oz2_negative/oz18_degree)*oz8_relu),((oz3_cos/oz2_square)*oz18),(oz2_tanh_relu*oz14_cos),oz3_cos_zscore_adde,(oz2_degree-oz11)_adde,oz3_relu_tanh_adde,oz1_cos_degree_adde,oz18_degree_zscore_adde,(oz2_relu-oz25)_adde,(oz7_rbfFeature-oz3_degree)_adde,((oz16_square/oz13)/oz18),((oz2_relu/oz18_degree)/oz3_square),((oz15_abs-oz15)/oz9_tanh),((oz2_degree-oz11)/oz14_cos),((oz2_negative/oz15)/oz24),(oz3_relu_degree/(oz9_rbfFeature-oz16_degree)),(oz2_tanh_exp/(oz19_cos-oz1)),(oz1_cos_tanh/oz3),(oz2_degree_tanh/(oz3_cos/oz2_square)),((oz9_rbfFeature-oz16_degree)/oz21),(oz15_negative_mmnorm/oz16_square),(oz3_cos_zscore/(oz2_abs/oz25)),(oz1_cos_degree/oz14),(oz8_negative_abs/oz15),((oz16_relu-oz11_tanh)/oz4),((oz2_square-oz6)/oz1_cos_tanh),(oz7_rbfFeature_exp/oz1_rbfFeature_abs),((oz14_cos-oz14_abs)/oz2_degree),((oz14_negative-oz14_tanh)/oz9_tanh),(oz3_degree_abs/oz7_rbfFeature),(oz9_rbfFeature_degree/(oz2_relu-oz18_degree)),((oz2_degree-oz11)/oz1_cos_tanh),(oz3_abs_relu/oz3_cos_zscore),(oz17_degree_mmnorm/oz20_cos),(oz11_tanh_tanh/oz9_rbfFeature),(oz3_relu_degree/(oz14_negative-oz14_tanh)),((oz2_degree-oz11)/oz3_degree),((oz2_degree-oz11)/oz4),(oz1_rbfFeature_abs/(oz2_relu-oz18_degree)),(oz3_relu_relu/(oz2_abs/oz25)),(oz15_abs_degree/oz2_degree_degree),((oz11_tanh-oz13)/oz11_tanh),(oz2_tanh_relu/oz9_rbfFeature_degree),((oz18_rbfFeature/oz11)/oz9_rbfFeature),(oz2_relu_relu/oz19_cos),(oz2_tanh_relu/oz15),(oz3_abs_relu/oz16),(oz20_abs_mmnorm/oz19_negative),(oz2_tanh_relu/oz3_cos_tanh),((oz2_degree-oz11)-(oz18_rbfFeature/oz11)),((oz18_rbfFeature/oz11)-oz18_degree),(oz15_negative_abs-oz1_cos),(oz2_tanh_zscore-oz3),((oz2_square-oz6)-oz20_square),(oz18_rbfFeature_tanh-oz16_degree),(oz15_negative_zscore-oz22),((oz16_square/oz13)-(oz1_cos/oz14_cos)),(oz1_cos_degree-oz9_tanh),((oz15_negative-oz16)-oz20_square_zscore),((oz16_square/oz13)-oz23),((oz11_tanh-oz13)-(oz8_negative-oz9_tanh)),(oz2_negative_abs-(oz2_relu-oz25)),((oz15_abs-oz15)-oz7),(oz24_rbfFeature_degree-oz3_degree),(oz2_relu_relu-(oz16_relu-oz11_tanh)),(oz7_rbfFeature_exp-oz1_rbfFeature_abs),(oz11_tanh_relu-oz1_cos_tanh),(oz3_degree_abs-(oz14_abs-oz3)),((oz8_relu-oz3_degree)-oz3_relu),((oz16_square/oz13)-oz8),(oz8_negative_abs-oz15_negative_zscore),(oz20_abs_mmnorm-oz8_negative),(oz2_negative_zscore-oz24_rbfFeature),((oz2_relu-oz25)-oz9_tanh),((oz19_cos/oz14_abs)-oz11_tanh),(oz2_relu_relu-(oz2_square-oz6)),(oz2_degree_degree-oz1_cos_tanh),(oz9_rbfFeature_degree-oz1_cos_degree),(oz3_cos_tanh-(oz2_relu/oz18_degree)),(oz3_abs_relu-oz18_rbfFeature),(oz20_abs_mmnorm-oz3_cos_zscore),((oz14_negative-oz14_tanh)-oz1_rbfFeature),(oz11_tanh_tanh-oz3_cos_zscore),(oz14_tanh_mmnorm-(oz2_relu/oz18_degree)),((oz7_rbfFeature-oz3_degree)-oz14_cos),((oz2_square-oz6)-oz15_negative),((oz1_rbfFeature-oz21)-(oz2_abs/oz25)),(oz2_degree_degree-oz3_abs_mmnorm),(oz9_tanh_exp-oz13),((oz15_abs-oz15)-oz3_relu),(oz17_degree_mmnorm-oz16),((oz14_abs-oz3)-(oz1_cos/oz14_cos)),oz2_negative_zscore_zscore,oz9_rbfFeature_degree_zscore,oz14_tanh_mmnorm_zscore,oz1_cos_tanh_zscore,oz1_cos_relu_sigmoid,(oz2_abs-oz2)_sigmoid,oz2_tanh_relu_sigmoid,oz15_negative_abs_sigmoid,oz1_cos_tanh_sigmoid,oz18_degree_zscore_square,oz1_cos_relu_square,(oz11_tanh-oz13)_square,oz2_relu_relu_square,oz1_rbfFeature_abs_square,oz18_rbfFeature_degree_square,(oz2_relu-oz18_degree)_square,oz26
546,1.2555465,1.0,1.0,-0.0,-92.941444,-0.5766588,-363.05212,4.017378,-90.935776,-2.9691641,-2.8590176,-7.3818707,-3.0096436,-24.032434,0.96096987,2.454859,0.0,7369.837,0.0,0.0,-1.6138124,0.5456162,0.06092591,0.0,-0.49535027,2.926674,1.0402304,0.04998921,0.0,0.14466567,0.5039927,0.20656934,0.03248639,-12.733814,15.819236,-2239.1416,-1.2279428,0.47245082,-1.0024521,1.0622622,-0.0,1.840756,0.0,3.560848,-48.199963,2.7182817,53.660374,4.2100043,3.473236,14.006321,-1.2856427,-0.0,0.0,1827.8932,-3.2363281,0.0,0.66861784,-3.525267,-0.80998045,172.73532,0.11911156,-0.71405846,31.865572,0.7778312,3.535052,-0.8829984,3.3645608,0.031867184,-3.0362897,-43.277996,0.17234242,-71.61974,0.23935612,0.8525416,0.47055796,0.0,4.406585,-96.04626,-0.0026639341,0.0,-0.008447297,-12.187296,0.0,-4.190984,-0.0,-0.0,0.11507266,-0.26969418,-0.0,-51.99515,-84.34974,-0.45795426,-0.85845935,-1.0378447,-100.54587,-0.9753184,30.000835,50.11209,-1.5306356,-1.6313175,1.9754944,0.13586783,0.5456162,18.198082,-1.8740828,0.5381054,-0.7109526,9.754705,11.555035,-1.5814989,0.76673305,0.017729402,0.77532494,-0.07504606,0.28326094,0.62777,-2925.1077,-65.66473,0.75295013,0.33317655,-0.48947263,-2.747693,-0.9634802,0.9884193,11.315895,-0.19661698,1.9903504,-2924.4631,3.8956866,0.0,-1.0689433,33.71803,0.891268,-1.2721733,1.3687301,0.70226604,0.7087059,0.8558998,0.5,0.606149,0.6706116,2.225236,0.7905118,2.192941,0.0,0.051788546,56.769836,7297.713,0.81119657
547,1.3095256,1.0,1.0,-0.0,69.74187,-1.1965061,-121.61457,-0.35466734,-243.97235,11.77147,-0.05748939,-8.425945,-1.0684186,0.42513788,-0.11033584,-0.014386664,-0.0,-5544.4697,-0.0,0.0,1.357087,0.86094606,0.010348424,0.0,-2.4582894,-0.8446363,-0.0436824,0.18734384,0.0,0.34876746,1.0215963,0.30987868,-2.6747155,-2.9195411,118.51716,-6304.221,0.10069071,1.854717,0.0823344,0.086023666,0.004831725,0.25752178,-0.0,2.5416338,-80.57116,2.7182817,44.023952,3.7601995,3.2058122,61.224705,-0.4607954,-0.0,202.86526,-101.757126,-0.587689,0.0,0.23110022,-0.607554,-4.0439167,52.27665,1.399408,0.05902234,-67.49513,-0.11198897,4.9449797,5.262951,4.8805375,-0.0024704211,66.54674,211.99818,-0.19411305,-134.8863,-5.7534523,2.0743704,-1.4535259,-0.0,1.43031,-358.74078,-0.004519452,0.0,-0.021103531,-3.9186447,-0.0,4.421055,-0.0,0.0,1.2022904,10.334745,-0.0,-84.18315,-58.77392,1.0433772,-0.31792033,1.8751689,-48.70629,0.86842096,-1.3606397,41.288277,0.5024494,0.74944866,1.40135,0.9715996,4.38954,64.31576,-1.1480842,1.046445,-0.61747885,56.603428,58.429325,-0.67745256,-1.5675982,0.84411216,1.353674,0.4701367,1.9335951,-3.2497609,-4790.6587,-29.723408,0.48268947,1.295661,0.8231783,1.4271644,-0.11718033,0.21083277,57.687912,1.4854637,3.6458626,-4790.3765,2.5066714,3.5285943,-0.04065734,0.7475468,1.4598602,1.0172602,-0.8053325,0.4207526,0.6728096,0.9487418,0.5,0.85374707,0.649645,1.0855925,0.5197257,1.4074843,0.0,0.072719194,256.1331,3560.226,0.98517746
548,1.3245379,1.0,1.0,-0.0,-62.51345,0.09246711,-196.81825,2.6558266,-188.74208,3.6984432,3.693074,9.91528,-3.470694,1.2432977,0.9713329,-0.5951295,-0.0,8380.728,0.0,0.0,-2.3642545,1.2909313,0.01982004,0.0,-2.3018746,-0.56012535,0.041050546,-0.23144662,-0.0,0.66133296,0.6952669,-0.64444447,-0.58697385,-441.33444,62.775738,-4606.2485,-0.4516143,0.36940736,-1.5768089,-0.35434303,0.015948318,0.39817783,-0.0,2.8221092,-70.141846,2.7182817,51.705082,3.7258797,3.3029113,52.174362,30.463352,-0.0,4.572531,-185.07327,-1.273896,-0.0,0.6299547,-0.8050732,-2.5292573,-256.0424,0.28172895,-0.047297116,42.00686,-0.7778504,-0.35777497,4.220401,3.8899095,0.010505246,-4.9334607,553.36816,-0.074389786,-105.03683,8.298528,1.7570283,-7.0412045,0.0,1.4758912,44.431664,-0.00487093,0.0,-0.012536397,1.1492152,-0.0,-5.273737,-0.0,0.0,-0.5257494,-0.4544473,-0.0,-72.465034,-58.097336,0.06685448,-0.41344452,1.5148942,94.15776,0.99481666,28.507713,48.583595,2.1019578,32.13507,0.44602484,0.6987587,3.1346023,34.981533,-0.58668816,0.81224835,-0.6936627,47.339096,50.08392,29.962414,-0.20524669,1.3724682,1.5351019,0.18142375,0.6966308,-2.9275346,-4213.8086,-44.694344,0.57248604,0.59587306,0.5515908,-1.7081363,-0.6313369,0.93624675,49.062397,2.0056992,2.281174,-4213.3994,1.4090719,1.843671,2.29422,-0.1439755,1.2840304,0.38279554,1.2228602,0.6501944,0.701611,0.92869246,0.5,0.71541595,0.66678125,1.0152538,0.7309925,0.45458743,0.0,0.07899674,231.82683,3329.5486,-0.2918943
549,1.2902713,1.0,1.0,2.395672,7.233596,0.19315746,-131.46855,2.3173497,-236.09058,1.9461476,-0.30546933,12.89659,-1.4010015,1.0211974,0.7919072,-1.4530708,0.0,8679.6045,0.0,-0.0,-0.31002915,1.5968182,0.0114259515,0.0,2.1267781,-0.13132961,0.38536665,0.022992134,0.29640773,-2.253346,1.1100059,0.046601117,-0.8636861,-0.79211533,-13.658702,-4591.036,-0.77247244,-0.118832774,-0.44502094,0.60945743,0.117468655,0.1595459,-0.0,3.5373905,-79.282326,2.9617186,41.11875,3.0575712,4.0826325,-11.541391,-2.511363,-0.0,-0.0,-166.94785,0.6701384,0.33124807,0.23620138,2.3553298,-2.1255307,-34.10319,0.1454321,-0.77858233,36.317375,1.1226867,0.19128047,2.8848553,3.8230815,0.0068844827,2.0639906,-547.1619,-0.40318665,-140.14299,0.30328608,0.47906503,-1.6903389,-7.727248,-5.761035,-66.64032,-0.013116359,-0.23613317,-0.017222269,-1.7880447,-0.0,-7.0805116,-0.0,-0.0,-0.3323055,-0.203059,-0.0,-81.0325,-20.398233,0.74615294,-1.5757089,1.659661,43.061188,-1.271548,-2.2161658,39.29292,0.4076419,-1.8040092,1.1185386,0.07101643,1.5968182,-13.303568,-0.23536976,0.7194694,-0.58512104,13.424726,-12.891947,-2.4417899,3.0072136,1.6828843,1.4198523,2.2568011,1.0841748,-1.6879895,-4712.617,-30.566504,0.748397,0.016207457,-0.7263616,-1.5871563,-1.0502262,0.9158993,-14.750848,3.1043572,2.057192,-4712.1143,1.0658722,-0.24842425,1.2198734,-0.5555791,1.4360855,0.6910291,1.1659706,0.32330105,0.66155124,0.9463806,0.5,0.8047684,0.64224494,0.115117274,0.44918776,0.17711611,0.0,0.064949796,177.02412,377.52982,0.56919515
550,1.2942756,2.168533,1.0,41.460754,-7.356408,-0.028866047,3092.9304,-0.47722596,0.0,-12.567688,0.84253937,7.2802663,0.20027067,0.23301697,-0.9510207,1.3582158,0.78522384,6139.79,-0.0,0.8074061,1.2454189,1.0826927,1.9829136,0.57319057,0.0,0.0155227855,-0.11658824,-0.0742034,-0.4638574,0.016816616,1.483462,-0.0,-0.2870184,-5.7501364,12.254207,4413.898,-0.15367007,0.06084546,-1.4426924,0.31058028,-0.0014847006,0.30359718,0.39313212,2.467477,62.903244,3.5019007,17.556004,3.3717072,3.0081298,-57.44421,0.6455372,0.024753993,1.6016672,118.50018,-202.63202,2.360846,-2.5209253,0.24019556,2.151201,425.43536,2.8616436,-0.18025117,-14.293654,-0.1729756,5.225715,6.277726,5.0588565,-0.008980676,4.663319,227.04263,0.32746118,237.57611,-4.205179,0.60958374,3.2399633,33.29061,0.99596745,384.61194,-0.007088628,0.75798845,0.0052802986,1.5883329,-0.06495827,1.0765797,2.296669,-2.4831405,-2.3418183,-0.34219632,1.6937824,60.408867,-37.643696,0.052755445,0.07873535,1.1195831,26.056087,0.3373468,-0.08828959,14.448475,1.3478978,-0.90447795,-0.8556626,0.74050754,-0.4592476,-74.067505,0.21262372,1.0469868,-0.2533292,60.445263,-61.429405,0.36767903,-0.25795817,0.4322403,-0.7928282,-0.09939948,1.249912,-0.5599756,3382.2046,-26.753849,0.42946044,0.79720616,0.62912464,2.073137,-0.4230288,0.06053493,-60.67038,1.2786088,-1.709534,3382.1096,0.99477136,-0.43123376,0.9220121,-0.5265043,-1.0308713,-1.0279102,-1.1485664,-0.6759514,0.5643824,0.5,0.68439656,0.5773057,0.5629958,0.42696476,0.06706397,1.686961,1.0616329,0.0665388,217.62454,1324.1909,-0.7260003
551,1.3210216,1.0,1.0,-0.0,-8.036216,1.86738,-245.86551,0.41199857,-157.59425,-10.503222,-0.12574255,10.953541,0.76581085,0.44944605,0.114512436,0.2832941,0.0,2321.7693,0.0,0.0,-0.10899904,-1.1195116,0.027983624,-0.0,2.140103,2.0611005,0.16782048,0.1137181,-0.0,-1.315159,1.011735,0.23954578,-1.0749899,-7.7829337,-11.530025,-3751.389,-0.56048566,0.42380258,-0.061233774,-0.69371104,0.42219275,0.03092757,-0.0,3.0288491,-63.333225,2.7182817,41.62821,2.7755446,1.8524617,44.691853,-23.238043,-0.0,0.0,-69.27269,0.6283646,0.0,0.24045335,-0.80615926,-1.850592,103.6579,0.21425487,0.22929229,127.09292,1.0603057,-1.095569,4.082246,3.5000596,-0.009634305,-2.295997,-1621.7748,4.369405,-111.77397,2.3602908,0.57094294,2.687456,0.0,1.5726748,42.51512,-0.08489819,-0.0,-0.016570989,0.27284503,0.0,0.902082,-0.0,-0.0,0.82590014,-1.5849632,-0.0,-65.82591,-3.5048773,0.4343288,-0.49442953,2.3796895,-50.601242,0.40734613,-2.0422382,38.64726,-0.92936456,-2.8720007,1.2210116,2.038539,-1.1195116,47.851242,-1.7020764,0.6960299,-0.59093815,40.96029,43.18005,-2.5105953,2.294574,1.2801812,1.0711728,-1.128489,4.0744143,-2.4123547,-3850.3992,-53.23845,0.63104516,0.47577938,-0.21096775,-0.32468167,-0.982646,0.6573813,41.020073,3.5257897,-1.1398684,-3850.0503,1.8926818,0.0,-0.32590836,0.32695758,1.1733055,-1.2378718,0.4431773,0.34082037,0.66353923,0.9125709,0.5,0.75276893,0.6435804,0.0032790462,0.46118546,0.049390182,0.0,0.07750953,217.24757,10.753708,-0.40416628
552,1.1969924,1.0,1.4756217,-0.0,-162.5416,0.81419545,-374.17514,-0.6781541,-14.3685055,-1.2312814,-2.8381734,-10.973721,3.842456,-2.572041,1.5355722,0.16208881,0.0,-3109.8667,1.0408912,0.0,3.3871784,1.6583596,0.22910579,0.0,-0.16624428,5.284164,6.8799396,-0.3734287,0.0,0.667343,0.5013983,-0.19404583,-0.6614771,-67.8546,-98.868164,-1409.7733,-2.4230325,-1.5929108,-1.2397331,-1.2724179,0.0,-4.9134636,0.0,3.5880544,-17.981033,2.7182817,34.59967,2.0968032,3.9938483,10.239506,-6.958297,0.0,0.0,126.20269,-0.22935376,0.0,0.4738264,-3.9508538,-0.12642156,54.19482,0.048408672,-3.1331367,-18.36954,0.35909235,-1.2887156,-2.4523866,6.7445936,0.09362763,4.8306656,37.990665,-0.2704853,-40.962162,0.14705385,0.5932615,-2.2055326,-0.0,2.8245628,26.039019,0.0050522787,0.0,-0.06717548,-0.18810892,0.0,2.79834,-0.0,-0.0,0.09048549,-0.68300396,-0.0,-20.229149,35.120117,0.8064612,-0.38335866,-2.8422904,-81.1797,0.2289424,7.714827,31.32758,-3.4462645,4.5614696,-0.008785903,-0.92146355,1.6583596,-8.37051,-1.0244446,1.0329471,-0.11624825,5.464865,7.3283257,4.811675,1.8529842,0.20878953,0.62827647,0.72175735,-0.08862591,1.2392589,-1162.9565,-41.508038,0.7581422,0.32100835,-0.1715774,2.8550785,-0.49920622,0.0018895268,7.6852403,0.12363756,1.5952966,-1162.4933,1.2775989,0.0,-1.2355485,5.256018,0.35428008,-0.8286468,-1.3895192,0.08298867,0.6356273,0.6700046,0.5,0.79623,0.6237105,0.38623554,0.30962017,0.0053566764,0.0,0.032332372,122.41425,1266.6685,0.93552727
553,1.0500627,1.0,1.9862913,31.364632,72.123184,-0.5757315,-423.29938,4.052823,-29.884338,5.694515,-0.35134953,-11.873906,0.32033753,-11.217098,1.5058845,0.78298175,0.0,4246.766,-1.7384498,-0.0,-3.8865013,-0.538048,0.15773702,-0.0,-0.86279595,0.6914578,2.6822329,0.07015155,-0.40174922,0.33018306,0.6531514,0.07958857,0.2903347,-3.8456204,79.13633,-1478.9062,0.03503255,-0.7003994,-0.9424981,-2.4779732,0.0,-4.010011,0.0,3.4647977,-27.382172,3.0606751,37.065598,1.6016614,2.69704,-17.8503,0.77175665,0.0,0.0,767.49634,0.56699693,0.61917657,0.44321615,1.5041285,-0.27831888,158.58568,0.7055648,0.03105134,21.3334,0.40720516,-0.40474758,1.1284595,18.058691,0.05636596,-2.8753088,-163.05516,0.24958555,-56.08693,0.4779553,9.442639,2.1381214,-8.070146,-1.4723939,-17.752632,0.00076392863,0.014841152,-0.030767627,1.5523337,-0.0,-0.9442488,-0.0,-0.0,-0.62444484,-0.79190844,-0.0,-29.83743,63.682606,0.30077416,-1.060664,-1.7482535,32.52058,-1.7186583,14.423954,33.4663,-1.8313482,0.37623286,1.5797479,0.5319177,-0.538048,-15.978451,0.6862692,0.8333153,0.14959425,19.189983,-20.800009,-0.4947425,1.2672839,0.4794829,0.4330069,-0.90225625,-0.3871843,-0.605616,-1676.987,-18.387411,0.7338496,0.5779695,0.09955245,-2.582039,-0.15093613,0.9893192,-20.529364,1.5058639,-24.200693,-1676.5681,2.7923968,-0.3568013,0.91657174,16.538506,0.5109316,1.3982658,1.3712461,0.17739679,0.6455359,0.7352359,0.5,0.71100044,0.6310386,1.246841,0.3593688,1.1349041,0.0,0.0023863122,160.57965,4089.0435,0.94514257
554,1.0724163,2.4469573,1.0,35.769753,9.513956,1.8816224,4644.717,-0.20961201,0.0,28.196657,0.20867494,-4.3689494,0.56247747,-0.16013743,-0.3462936,-0.7434435,0.32856175,2567.4705,-0.0,1.3774533,0.1814742,1.0777013,2.3947108,-0.086660005,-0.0,0.68497866,0.27438128,0.0313376,-1.0255418,1.5856599,1.2912611,0.0,-1.5459765,4.764927,19.754555,4195.6196,1.0627444,-0.115762904,-0.8117162,-0.6772654,-0.0,0.1988243,0.8615112,0.7142303,86.5512,3.6710548,34.42429,1.2653637,4.260856,-104.03364,-1.8782208,-0.0050169337,0.0,87.076645,1.9802547,1.4773942,-6.4881763,0.27030587,-7.303893,-47.601128,0.122857176,0.13424316,-115.79715,1.5003326,0.71468854,5.175418,12.644367,0.008317116,1.1171274,-864.9847,0.17898577,166.65096,-0.9286294,0.6181722,-2.4265947,197.10654,0.7862138,78.728004,0.00082592113,-0.12466214,0.012407738,1.7588377,0.05906112,-1.009004,2.380801,0.8706536,-1.4828271,-0.20140609,-3.2118943,84.09973,82.93762,0.47441155,-0.5492791,2.4909337,72.16935,-2.4627457,2.1527505,31.221756,1.2103148,3.1535501,-2.3962994,-0.0968436,-1.0777013,-104.881676,0.6847001,0.81410855,-0.5030449,108.21586,-108.48967,4.269557,2.5703206,-1.3570881,-1.4769444,1.0583237,2.9788218,-1.157737,4745.5503,-16.554832,-0.261228,1.5945598,2.188984,0.47105524,1.3623679,0.37575322,-107.71467,3.6312535,16.514647,4745.4385,1.0454595,-1.861021,1.8387637,-2.1620004,-1.446454,1.3278785,-0.3928104,0.076113604,0.6349181,0.5,0.70988905,0.7364864,0.6231746,2.110971,0.30622303,1.7916608,2.0901372,0.004888018,233.08441,7165.6514,0.17827193
555,1.1354879,1.2095962,1.0,168.87083,119.774635,-0.26426268,381.91104,2.8621566,0.0,3.2822607,0.059233896,1.1764756,-0.0015152842,-0.3650917,-0.0029582493,-0.1821049,-0.014735569,-1312.1274,0.0,0.18096577,-3.528542,0.046891138,0.73050547,-0.29836413,0.0,9.827791,7.5092597,0.10758137,1.6976142,-0.62036395,0.19312868,0.0,-0.2813143,-109.80378,-93.07183,707.42456,-1.5832372,-0.0038489548,0.86624014,-1.8877565,0.0,-4.547789,0.0632783,0.99427366,15.24257,3.6577077,46.129772,3.7629051,4.478889,-96.471176,-16.297176,0.0010720167,-2.6616588,37.66225,-0.50771976,-1.680825,316.62332,0.36910152,-0.22958429,-37.87504,0.71992844,14.032787,35.242367,-0.6795709,1.1479173,-1.8933777,8.804076,-0.081475474,2.8908265,885.5281,-0.0317596,19.578238,-1.0052968,-1.4964374,-21.712038,-47.85853,0.12612373,7.4318147,-0.0021308498,-14.107117,0.086544745,0.9307113,0.10047745,2.5844219,0.26946563,-0.19920985,1.679885,1.2110982,-1.1875213,12.438864,-59.737156,0.19753295,-1.4615314,-4.1031923,-59.238495,1.9286389,-19.294327,44.129246,-2.175737,-18.043125,-2.2071283,-1.5679729,1.8635218,-92.84859,-1.7418658,0.99160504,-0.6397046,99.80294,-101.03474,-16.366768,-0.3065539,0.28868335,-0.30535713,2.4783602,1.48315,1.4038368,631.74176,-41.51767,-0.16345851,1.8601782,2.6618218,-2.2019613,1.0063503,0.94366086,-99.522,-2.1664088,-1.3099241,631.8089,0.5504011,0.17727304,-0.8380253,-2.7797694,-0.19273083,0.17403166,1.2525924,0.48768952,0.6808484,0.5,0.5474286,0.722161,0.6546867,1.0912383,0.57406914,0.7060118,0.037108026,0.016144868,52.98032,3555.7302,-0.43679315
556,1.3261138,1.2982883,1.9475023,22.258362,-103.505775,0.23959042,562.8198,-0.48240778,0.0,15.24646,-0.024931708,-5.400404,0.16662107,1.0457299,-0.09548316,0.94251895,0.0616392,1615.7455,1.2276416,0.19909059,0.74403554,-0.7561313,0.8329289,-0.39155483,0.0,0.07131658,-0.59227663,0.051936902,-1.2424353,-0.5270156,0.041665122,0.0,0.19456369,-0.54043436,10.967455,1104.4445,-1.0000232,-0.866455,0.13607982,0.5245057,0.0,12.636221,0.12825541,2.6443594,17.225004,3.4632938,59.662777,4.2962065,4.4854546,-52.149944,-0.054563865,0.0031978728,1.0171338,29.526493,-2.564812,-4.0346165,1.4696935,0.7892756,0.12481072,-13.443564,10.606965,0.41491905,-53.863464,-2.3460994,-0.8319255,-1.3730347,4.460393,-0.03695907,1.9767808,239.26282,-0.17597312,19.112759,-13.008906,0.2192317,2.10581,29.915726,0.263287,28.505945,-0.0031328003,-5.397643,0.030947097,2.0309756,0.016465181,-0.73998475,0.26880005,-0.5509198,3.954489,2.060503,0.5049757,14.711486,-90.567986,-0.520031,-0.5855794,-1.2053382,-14.096415,-0.16301298,-2.108942,56.012783,1.1575291,-1.1152482,1.1737833,-1.4999415,1.7038074,-48.81838,0.6905996,0.9767054,-0.09245956,55.00296,-56.06016,1.0256164,0.63759595,-0.8889529,-0.37697405,0.83546054,0.27382618,1.3093747,876.50964,-41.090027,0.51399183,1.1263835,0.29664063,1.5595381,0.6566269,0.08115427,-55.35954,-1.5159814,-0.5554211,876.95105,3.2260468,-0.013974428,-0.04159455,-1.9273372,-0.26736507,1.3890895,-1.1596336,0.8469916,0.7298514,0.5,0.5648936,0.61629176,0.68113816,2.4898472,0.9877756,1.8326178,0.07141259,0.0796666,89.08542,8117.2866,-0.46806103
557,1.0717887,1.0,1.8878706,0.34457007,113.92307,-1.1732898,-387.74405,-0.47177374,-76.45764,-0.8365205,-1.1806443,6.219268,-0.49008402,0.45443675,-1.785999,1.8796412,-0.0,-4791.6973,1.1355102,-0.0,0.18704306,-0.6106775,0.07374567,-0.0,-0.66519773,0.676506,1.323361,0.13580486,0.031968314,0.44460043,1.2559891,0.42094597,-1.5911819,-15.766202,3.1608748,-3013.5942,0.34471506,1.9999961,1.1167,0.5399436,-0.038304016,-0.4695493,-0.0,3.6027124,-44.833397,2.775673,20.687946,2.4043148,2.0187585,-0.45685983,3.4031067,0.0,-1.2585984,-90.551186,1.8510079,0.08748839,0.28374004,5.2865505,-0.66832155,-23.188972,1.4701663,0.7574114,-17.65329,-1.5997288,0.66985935,1.7754109,16.210306,0.010529345,-2.1336055,28.195232,-0.8097741,-156.55614,0.06496203,0.82733506,-2.2107816,1.8421966,-14.445077,50.12662,0.0038558927,0.049202982,-0.011261503,1.6441232,0.0,-0.57009906,-0.0,0.0,-0.08690149,0.05801868,-0.0,-47.69655,18.124855,0.21342176,-1.0608145,0.5282993,37.989067,-0.6420453,-1.6651642,18.807184,2.2838922,-0.6357024,1.0503755,1.5163579,0.44342566,11.471453,0.63544947,1.0545136,0.33171383,2.331428,-2.5062099,-1.9110682,0.31582427,0.90078956,0.5595743,0.1379981,-0.09941679,-0.53925556,-2681.8132,-32.52939,0.7609004,-0.051271703,-0.82678074,1.8562691,-0.32263756,0.092365354,-3.7002773,0.012203991,0.385579,-2681.5283,0.84208965,0.9966487,1.4839511,0.3632316,0.81724334,-1.2579945,-1.1365569,-0.52414304,0.577771,0.83667165,0.5,0.62879515,0.57535547,0.09857525,0.09836365,1.0915177,0.0,0.004806495,38.807255,323.27985,0.1838373
