,oz2_tanh_exp,oz9_tanh_exp,oz7_rbfFeature_exp,oz14_tanh_exp,oz3_degree_abs,oz15_negative_abs,oz2_negative_abs,oz8_negative_abs,oz1_rbfFeature_abs,oz11_tanh_relu,oz15_abs_relu,oz3_abs_relu,oz1_cos_relu,oz3_relu_relu,oz2_tanh_relu,oz2_relu_relu,oz24_rbfFeature_degree,oz18_rbfFeature_degree,oz15_abs_degree,oz9_rbfFeature_degree,oz3_relu_degree,oz2_degree_degree,oz1_cos_degree,(oz20_cos-oz12),(oz2_degree-oz11),(oz2_relu-oz25),(oz11_tanh-oz13),(oz14_abs-oz3),(oz14_cos-oz14_abs),(oz8_negative-oz9_tanh),(oz2_relu-oz18_degree),(oz1_rbfFeature-oz21),(oz3_degree-oz10),(oz15_abs-oz15),(oz14_negative-oz14_tanh),(oz2_abs-oz2),(oz15_negative-oz16),(oz8_relu-oz3_degree),(oz9_rbfFeature-oz16_degree),(oz19_cos-oz1),(oz2_negative-oz14_tanh),(oz2_square-oz6),(oz7_rbfFeature-oz3_degree),(oz16_relu-oz11_tanh),oz1_cos_tanh,oz2_degree_tanh,oz3_relu_tanh,oz11_tanh_tanh,oz3_cos_tanh,oz18_rbfFeature_tanh,oz2_tanh_mmnorm,oz3_abs_mmnorm,oz3_degree_mmnorm,oz14_tanh_mmnorm,oz17_degree_mmnorm,oz20_abs_mmnorm,oz15_negative_mmnorm,oz18_degree_zscore,oz2_tanh_zscore,oz15_negative_zscore,oz2_negative_zscore,oz3_cos_zscore,oz17_degree_zscore,oz20_square_zscore,(oz2_relu/oz18_degree),(oz18_rbfFeature/oz11),(oz2_abs/oz25),(oz2_negative/oz18_degree),(oz19_cos/oz14_abs),(oz16_square/oz13),(oz1_cos/oz14_cos),(oz2_negative/oz15),(oz3_cos/oz2_square),oz26
194,2.2466004,2.0798485,1.109388,0.5878657,1.4869232,0.3831694,1.1253392,0.37721524,0.23572366,0.89755344,0.3831694,0.025951708,0.6479228,-0.0,0.8094181,1.1253392,-3.5381634,8.567753,21.953989,-13.909296,-0.0,3694.27,37.12324,0.072494894,63.017693,2.2866101,1.3709533,0.6178462,0.23799068,-1.1095103,-42.67396,-0.8861342,-0.29847538,0.7663388,1.1231513,0.0,-0.3649013,1.8641385,-43.104057,-0.16613567,-0.5940824,0.569965,1.5907317,-0.14948273,0.57026994,1.0,-0.0,0.7151045,0.7614527,0.1484308,0.93321335,0.00837916,0.40510193,0.21839282,0.37423295,0.59668595,0.60106695,0.76482457,1.1856264,0.38336113,-1.1259023,0.88738394,-0.39921468,0.19055937,0.025693085,0.1024574,-0.9690582,-0.025693085,1.1823161,-1.1821079,0.7807379,2.9369233,0.78938144,-1.6382183
195,0.75185555,2.0491261,1.2272455,1.0666085,43.7993,0.7005704,0.29334533,0.9306871,0.27344283,-0.0,0.7005704,0.764442,0.7979624,-0.0,-0.0,-0.0,5.7853675,-8.040255,40.139725,-15.243863,-0.0,-962.99585,45.719875,-0.27641636,-15.442114,0.91451705,-1.5658226,0.82901573,0.93334216,-1.6481006,91.21137,0.44934362,-42.956318,0.0,-0.12905777,0.58669066,-2.1378076,44.72999,-82.61367,0.7819132,0.22886126,0.85991055,44.004074,2.314862,0.66289616,-1.0,-0.0,-0.70522743,0.61800367,-0.139415,0.35102934,0.25243664,0.2611754,0.5341697,0.53157544,0.2489109,0.28803313,-1.5927354,-0.43036392,-0.70092094,0.2934921,0.26248503,0.13130286,-0.8818169,0.0,0.10277979,-0.3207653,-0.0032161048,2.091003,3.0015368,0.799629,0.41872355,8.387637,0.38268304
196,1.8376858,0.60796624,0.9125034,2.3278122,88.49114,0.22363935,0.7065472,1.4223946,0.24765661,-0.0,0.22363935,1.5444618,0.44116208,1.5444618,0.60850704,0.7065472,-15.783788,11.198776,12.81359,-14.544091,88.49114,2319.4573,25.276724,2.0070543,41.126938,1.8788335,-0.3723899,-0.30630577,-0.9116164,-0.9247587,65.91058,-0.9765096,89.605835,0.4472787,-2.083085,0.0,-0.5759132,-87.06875,-46.064827,-0.9536952,-1.551476,1.5589591,-88.5827,1.3676894,0.4146072,1.0,0.91286707,-0.5139896,0.026325352,0.19300398,0.82635784,0.51021886,0.71116436,0.9478502,0.3760748,0.18760456,0.5549873,-1.1385945,0.88902336,0.22375126,-0.7069007,-1.3013381,-0.39300454,-0.9794205,-0.010835943,-0.3031412,-0.6027087,0.010835943,0.12939243,-3.265873,1.3510213,3.159315,0.052746322,-1.8401934
197,1.7731735,0.42365953,1.3261862,1.904112,125.80583,1.3911442,0.6516368,1.3723975,0.27367598,-0.0,1.3911442,2.1957262,0.9997932,2.1957262,0.5727708,0.6516368,-10.123266,-7.1161284,79.70669,11.769381,125.80583,2139.1973,57.283924,0.82160145,38.266983,0.5461633,-1.6568615,-1.430721,-0.043626368,-0.5135724,36.1688,1.4525859,124.4638,2.7822883,-1.4090209,0.0,2.0088925,-124.43343,35.59979,0.059455186,-1.2956524,1.0276318,-125.52352,0.73103434,0.7615073,1.0,0.9755374,-0.62369776,-0.52631927,-0.12356518,0.8073513,0.7254498,0.83809114,0.84135467,0.61702806,0.72758424,0.8922163,-0.62020165,0.8362663,1.3918402,-0.6519628,-2.6761239,0.41942677,0.8226321,-0.018347096,0.13341264,6.1782064,0.018347096,0.051132165,0.41218603,1.3859476,0.46841785,-1.3777635,-0.29017702
198,1.584218,0.39420643,1.2840368,0.401188,25.782154,0.48134354,0.49742666,1.151333,0.27104387,0.12186353,0.48134354,0.4499835,0.7546845,0.4499835,0.46009097,0.49742666,11.370088,-10.683059,27.57895,15.06354,25.782154,1632.9552,43.240234,0.8161749,28.377974,1.802697,-0.8101882,1.0972339,-1.5236406,2.0822136,-72.36062,-0.72142756,27.239788,0.9626871,2.4605427,0.0,-0.2507898,-25.782154,-41.685238,-0.21570325,0.41589853,-1.3292212,-25.532145,0.6102698,0.63793534,1.0,0.42188546,0.12126384,0.71651906,-0.18432349,0.747422,0.1485139,0.49785832,0.015874594,0.89810705,0.9599144,0.6294241,1.2722492,0.6699182,0.4815844,-0.49767557,0.6642936,1.3671514,2.252166,0.00682734,-1.5224234,-0.3810909,-0.00682734,0.32310906,0.575096,32.00966,1.0334129,3.6391802,-1.3983334
199,0.5608494,0.47538134,1.1244515,2.0368102,21.178162,0.71062076,0.6599088,0.09181393,0.2762352,0.68826956,0.71062076,0.36962867,0.86403614,-0.0,-0.0,-0.0,-11.880318,4.443896,40.71557,-8.691887,-0.0,-2166.3525,49.505623,-0.80407983,-38.654648,-1.2949243,-0.29810005,1.2596108,-0.26055616,0.83545184,-30.250776,-0.2642502,-22.009703,0.0,-1.601367,1.3198175,0.9212768,21.178162,93.34914,0.4866312,-0.05147612,-0.14705783,21.295458,-0.68826956,0.69833136,-1.0,-0.0,0.59686923,0.73173946,0.07740547,0.19514698,0.12195809,0.33812174,0.8770642,0.8875189,0.37669742,0.2851301,0.52823985,-0.86305255,-0.71097636,0.660239,0.73626804,1.331451,-0.59027493,-0.0,0.091824636,0.50961185,0.021814607,-0.04599246,2.6998904,1.3727368,0.928637,2.1412292,0.7872991
200,1.2421445,1.9319016,0.80951697,0.5228352,57.974445,0.008747057,0.22033711,0.06273986,0.2716538,-0.0,0.008747057,1.011845,0.8941006,1.011845,0.21683934,0.22033711,-0.93254775,-11.516582,0.50116944,-10.965286,57.974445,723.324,51.228188,0.81854373,12.844103,-0.6013354,-1.7517804,-0.23915845,-0.05664867,-0.72124463,-59.631985,1.4068068,59.02347,0.0,1.4211755,0.0,-1.5703058,-57.911705,-89.6621,1.460982,0.42815185,0.22734505,-58.185764,1.7778071,0.7134132,1.0,0.7665241,-0.21293949,0.48560837,-0.19833834,0.61804736,0.3341988,0.60736114,0.15625301,0.26622444,0.51905245,0.48786345,1.0451429,0.31080812,-0.008751434,-0.22044736,-0.1680746,-0.76339114,-0.12528826,0.003681346,0.91482294,0.26815686,-0.003681346,1.2897916,1.5880265,1.2486778,-25.189856,10.923058,0.42078078
201,0.4348417,1.4466037,1.1314808,1.981088,22.692835,0.027356016,1.1971173,1.0017865,0.22550252,-0.0,0.027356016,0.3960647,0.13419358,-0.0,-0.0,-0.0,16.025976,15.68714,1.5673841,-6.902225,-0.0,-3929.904,7.6887255,1.8154048,-67.78201,1.4340423,-2.0992277,1.2319926,-0.16543835,0.6325679,-22.589516,0.4517251,-23.775766,0.0,-1.5195742,2.3942347,0.25453597,22.692835,16.030754,2.2611628,0.5134711,0.75363827,22.816362,0.6683478,0.13339382,-1.0,-0.0,-0.583892,0.7271186,0.26715,0.059805542,0.13069472,0.33296955,0.86236113,0.9348602,0.7540975,0.48248833,0.3944587,-1.2387248,-0.027369704,1.1977164,0.71406174,1.4910736,0.9658739,-0.0,-0.33895624,-0.8347852,0.052994378,0.98688656,0.05553443,0.2001427,43.760662,0.6437742,0.18172202
202,0.5203521,0.40857676,1.3191231,0.499544,49.33162,1.5509952,0.7809465,1.6159974,0.20943673,0.93203187,1.5509952,0.8609992,0.44776854,-0.0,-0.0,-0.0,4.7645574,15.837164,88.86548,8.711555,-0.0,-2563.6958,25.655247,0.41467643,-46.41858,-0.2985908,0.7305753,1.7167456,-0.20009124,-0.720922,19.544554,1.1354896,-48.974823,0.0,1.549806,1.561893,-1.2641747,50.947617,16.585655,1.4832325,1.4750061,2.0293028,49.608585,-0.93203187,0.42006305,-1.0,-0.0,0.7315398,0.5727998,0.26957983,0.15528613,0.28434703,0.2423571,0.13209793,0.6867032,0.7250556,0.04239139,-0.34128752,-0.9736958,-1.5517713,0.78133726,0.104877,0.65435314,0.80923855,0.0,0.16515495,2.6154406,-0.039957244,0.44020566,0.40835625,0.68293303,0.50351316,1.0685424,0.90361226
203,2.409883,2.4245348,1.1022573,0.4408257,6.679602,1.5490329,1.3739009,1.0170867,0.10869344,0.9027042,1.5490329,0.11658106,0.537993,-0.0,0.8795782,1.3739009,-14.759184,-11.175759,88.753044,-16.11684,-0.0,4510.25,30.824728,1.0307425,77.23208,2.6472545,0.138022,1.270675,-0.74934655,-1.9027264,24.939898,-0.043090075,-8.054146,3.0980659,1.9731996,0.0,1.6020601,7.6966887,2.7569373,-1.1042428,-0.55479515,1.5022309,6.7769623,-0.9027042,0.49146724,1.0,-0.0,0.7176121,0.7587286,-0.19261721,0.97052836,0.0383305,0.38743892,0.06581631,0.87162364,0.90482324,0.9378218,-0.41151005,1.289203,1.549808,-1.3745884,0.87287724,1.2778562,1.8775893,-0.05830014,-0.13120468,-1.0789627,0.05830014,-0.08794849,0.0036771803,1.3292072,0.8869411,0.5261762,-0.9815525
204,1.6945472,1.4074163,0.9783483,0.4124259,10.423612,1.286094,0.5865581,0.6597133,0.2738785,-0.0,1.286094,0.18192635,0.6897167,-0.0,0.52741563,0.5865581,-9.484855,13.3726845,73.68775,2.633275,-0.0,1925.5565,39.517853,2.083194,34.720024,0.6605424,-1.4345026,1.5835345,-1.233226,0.31795767,97.98921,0.1963326,-9.262037,0.0,2.2873068,0.0,-2.8665118,10.423612,-90.5053,0.18985361,0.29914063,-1.1424841,10.401722,2.3854394,0.59779996,1.0,-0.0,-0.66683483,0.7545757,0.2292497,0.78322893,0.059925918,0.3747036,0.030518204,0.0110271275,0.008962727,0.118907034,-1.7008477,0.7693089,-1.2867374,-0.5868516,0.8510309,-1.6238495,-1.1075485,-0.006021993,-0.20975398,-7.928142,0.006021993,0.71314675,3.9679048,4.0961375,-0.4560772,2.858584,-2.274369
205,2.3360326,1.0736244,1.2863344,0.47126055,24.599161,1.4417598,1.2506078,1.6423258,0.27092215,0.70371276,1.4417598,0.42933637,0.33007243,-0.0,0.848454,1.2506078,4.0753746,11.186411,82.60675,11.807966,-0.0,4105.503,18.911757,-0.665435,70.77993,-0.3290856,0.42555082,1.4076712,-0.41993004,1.5712855,-96.49365,-1.1307745,-24.434483,2.8835196,1.7306789,0.0,1.1084805,24.599161,-18.88941,-0.998031,-0.49826372,3.0519104,24.850958,-0.37043345,0.31858587,1.0,-0.0,0.60671914,0.72076833,0.19279622,0.95397484,0.14169039,0.32648513,0.1012038,0.93907076,0.49590567,0.9068364,1.706813,1.2432548,1.4424813,-1.2512336,0.6840549,1.5052704,-0.21095468,0.012794693,0.22322859,0.79167753,-0.012794693,0.24161975,0.39931813,0.5910989,0.8674176,0.5813495,-0.936215
206,2.4861999,2.505744,0.7642562,0.90686274,71.23664,1.1862459,1.5319365,0.52031034,0.24689548,-0.0,1.1862459,1.243314,0.16448237,-0.0,0.9107554,1.5319365,-12.781664,1.1553674,67.96688,15.282561,-0.0,5029.0503,9.424145,0.9436897,88.30725,0.03928566,-1.4152193,1.3413914,0.8971168,-0.39827532,29.352375,0.07576938,-71.688,0.0,0.19584166,0.0,-0.92799485,71.23664,15.063429,-1.4374409,-1.4341724,3.995413,70.96779,0.48825288,0.16301492,1.0,-0.0,-0.45282868,0.31100726,0.020162234,0.98711014,0.41069505,0.16784666,0.44816875,0.088320374,0.44296828,0.14774773,-0.48580125,1.3352298,-1.1868395,-1.532703,-0.63723516,-1.363237,-0.39219186,-0.055065148,-0.03777882,1.0263194,0.055065148,-0.3250264,0.071948275,0.16527665,-1.2914157,0.13706158,0.43654284
207,1.1818225,2.3916655,1.0628911,0.90244037,70.06738,0.2134373,0.1686384,0.67593414,0.18227164,-0.0,0.2134373,1.2229066,0.90446615,1.2229066,0.16705774,0.1686384,-14.4462185,0.21899928,12.229056,-8.073511,70.06738,553.6071,51.82209,0.963826,10.538368,-1.0445523,-1.626184,-1.119891,0.8916831,-0.19605583,28.526814,0.1645145,69.84397,0.4268746,0.20566812,0.0,-1.4899672,-70.06738,-97.73879,-0.436649,-0.06598576,-1.550653,-70.00639,2.407865,0.71846557,1.0,0.8405095,-0.6071913,0.32829377,0.00382224,0.59157073,0.40395078,0.64849555,0.4455776,0.15859488,0.6188476,0.5520405,-0.49519122,0.23731601,0.2135441,-0.16872278,-0.5939376,-1.1262898,0.2887863,-0.0059467293,-0.004362808,0.13900404,0.0059467293,0.039031748,3.1480014,0.9092867,0.7901074,11.987617,0.059072323
208,0.51303566,0.45476878,1.061299,0.4556286,13.662832,0.9413883,0.8060578,0.5290477,0.2797174,0.28694108,0.9413883,0.23846142,0.73114955,-0.0,-0.0,-0.0,-11.287743,15.94313,53.937572,-15.273926,-0.0,-2646.1313,41.89178,-0.037752807,-46.47894,1.4051853,-0.004152864,1.2995424,-0.5731523,1.3170139,-75.3075,0.955983,-13.830815,1.8827766,1.8471583,1.6121156,2.4452677,13.662832,85.89936,1.6554703,1.5921351,0.2826029,13.722326,-0.28694108,0.62376815,-1.0,-0.0,0.27931696,0.7494516,0.27129403,0.14775491,0.07860972,0.3636853,0.0833233,0.31965202,0.04129642,0.76230615,1.3150216,-0.9946005,0.94185936,0.80646116,0.82450897,-0.5832473,-1.1016054,-0.0,0.9425208,-0.5736309,0.0107035525,0.8526016,7.7694964,1.498476,-0.8562437,1.4955502,0.12540135
209,0.79366577,0.48783898,0.8398049,1.1418996,49.72161,0.5369427,0.23534364,0.008132757,0.20739286,0.8799181,0.5369427,0.86780584,0.77580047,-0.0,-0.0,-0.0,-3.1598265,-16.056606,30.76455,-7.923278,-0.0,-772.5875,44.45009,0.5943332,-14.859602,-1.3429856,0.33004117,1.0012861,0.8576244,0.7096371,16.338253,0.38394123,-47.961452,0.0,-0.26617348,0.47068727,0.9404533,49.729744,84.51026,0.85457337,0.10265046,-1.052436,49.547024,-0.8799181,0.65028965,-1.0,-0.0,0.7063782,0.5693105,-0.2731278,0.37981233,0.2865965,0.24103053,0.5703244,0.44310838,0.82813007,0.3352963,-0.285299,-0.35046983,-0.5372114,0.2354614,0.09323374,-0.16698477,1.3929842,0.0,-0.2037514,0.17523913,-0.014404455,1.2867801,3.9694319,0.78276336,0.43830305,11.67253,0.58568305
210,0.9905189,0.51081836,1.1678566,0.41584632,68.199684,1.1723608,0.009526649,0.5134415,0.19185686,-0.0,1.1723608,1.1903092,0.9805524,-0.0,-0.0,-0.0,-16.193455,-11.948852,67.17132,-7.748166,-0.0,-31.27414,56.18151,2.120984,0.60972995,-1.698899,-1.6739876,2.554839,-1.1597227,1.1851827,81.93259,0.3718913,-69.82954,0.0,2.241969,0.019053297,-1.4808662,68.199684,-17.811287,0.69600946,0.88696617,1.3673863,68.35485,1.1280953,0.7533049,-0.49739346,-0.0,-0.67484653,0.3551919,-0.20557515,0.4976536,0.39317793,0.17817694,0.034896076,0.9816401,0.40413973,0.1517584,-1.430709,-0.023373391,-1.1729474,0.009531416,-0.5254468,1.6488031,-0.51213497,0.0,0.18047146,0.0056075426,-0.000116274234,0.6548405,0.11139492,4.7876883,0.008126038,4091.9453,0.20501377
211,0.440426,2.3953474,0.811016,0.39341405,23.03978,1.7363113,1.156857,0.90155876,0.19087574,0.5015781,1.7363113,0.40212002,0.12699038,-0.0,-0.0,-0.0,12.143585,-15.5283575,99.48331,7.0236025,-0.0,-3797.737,7.2760124,1.7514976,-66.834435,0.23376521,0.12418121,2.0823596,-1.7894645,0.028030455,7.2299204,-1.5237031,-24.302979,3.4726226,2.6131322,2.313714,1.6129662,23.03978,-6.94457,2.3273928,2.0897496,-0.20701694,22.830313,-0.37823296,0.1263121,-1.0,-0.0,0.4633573,0.72600776,-0.26457462,0.06659219,0.1326959,0.3317894,0.0055027306,0.9916971,0.45176584,0.9919164,-0.12624906,-1.2198869,1.7371801,1.1574359,0.70877063,1.6827126,-0.36348817,0.0,-0.49150318,-4.9487987,-0.16000965,0.5260742,0.040313054,-1.1626507,-0.6662728,0.68760437,-0.20322622
212,2.515096,1.6123099,0.81847125,2.105497,45.923206,0.5706158,1.6042846,1.0328128,0.28191882,-0.0,0.5706158,0.8015112,0.36334205,-0.0,0.92231095,1.6042846,-14.888732,-2.9916024,32.69388,7.9696403,-0.0,5266.555,20.817965,1.8059709,92.401344,2.8053522,1.1380591,1.7621272,-0.38760072,-1.5104806,51.326275,1.1046445,-44.297382,1.1412317,-1.7051675,0.0,0.7647037,46.95602,11.259512,-0.2530738,-2.3488362,3.2955995,45.72289,0.44833085,0.34815443,1.0,-0.0,-0.420526,0.60158145,-0.052165918,0.99325603,0.26468733,0.2539509,0.8946445,0.1785692,0.49720576,0.65521,-0.8682467,1.3522891,0.57090133,-1.6050874,0.2036889,-1.0589416,-0.20624658,-0.032265093,0.10818963,-1.3357155,0.032265093,0.98464936,-0.023745803,0.6340879,2.811497,0.2702778,0.70978755
213,1.7853864,0.40210184,0.8844784,0.92076755,47.669266,1.4543309,0.6619126,0.9193876,0.13473931,-0.0,1.4543309,0.83198565,0.9973729,0.83198565,0.5796348,0.6619126,6.060434,-5.9997993,83.32702,-1.8413529,47.669266,2172.9307,57.145256,-1.7211081,38.111004,-0.83287066,-1.0856296,-0.74924976,0.91384345,-0.008337796,74.22246,-0.107247904,46.742718,0.0,0.16528356,0.0,-1.9090225,-46.749878,-26.08404,0.7177734,-0.57936496,-1.06522,-47.792023,0.63877636,0.7604887,1.0,0.6815407,-0.18203329,0.5872179,-0.10433518,0.81100196,0.27475858,0.5723078,0.4562344,0.08116791,0.87979716,0.07031247,-1.2845162,0.84639955,-1.4550586,-0.66224384,0.15373945,-1.3873532,1.7147417,-0.008998201,0.5623631,0.4428151,0.008998201,9.55177,0.22932234,1.0007963,-0.45513207,1.5370135,-1.0401158
214,1.2329997,0.40818068,0.9035865,2.434802,20.185976,0.5576895,0.21259604,0.6900382,0.17224321,0.9254153,0.5576895,0.35231176,0.9976298,-0.0,0.20945,0.21259604,-7.8428226,-8.997227,31.953253,-15.308768,-0.0,697.91156,57.159977,0.6702621,10.555375,-1.140623,-0.16455007,1.7735909,-1.2723185,0.20600712,-61.149033,-1.4006224,-19.620056,0.0,-2.3111446,0.0,-0.9614023,20.876015,-23.398226,0.9689651,-1.1024615,1.5481915,20.084593,-0.5217025,0.76059693,1.0,-0.0,0.72844917,0.73456794,-0.1557531,0.61411726,0.11623517,0.34149668,0.9716692,0.17813545,0.29445845,0.32930368,1.0714984,0.2998993,-0.55796856,-0.21270242,0.750021,-1.0604041,-0.791558,0.0034646415,-0.09660603,0.15710394,-0.0034646415,0.63330346,0.14953138,6.6972704,-0.38120863,20.766333,-0.038476434
215,2.0701156,2.3366795,0.8994498,2.3741267,50.203598,0.208485,0.923618,0.029190946,0.27551028,0.42718834,0.208485,0.87621814,-0.0,-0.0,0.7276045,0.923618,7.388754,0.6256789,11.945311,11.980062,-0.0,3032.0588,-3.273281,-0.5680421,52.46296,0.4688072,0.0876466,2.1876197,-1.054906,-0.8779219,67.18274,-0.6036521,-51.863224,0.0,-2.176031,0.0,-0.83545756,50.232788,-35.713787,-1.360898,-1.7882476,2.0189433,50.097626,0.19978422,-0.057067465,1.0,-0.0,0.40296888,0.56494135,0.010919725,0.8897004,0.28937662,0.23939104,0.9582927,0.79079634,0.01716686,0.43016997,-1.1570187,1.0648458,-0.20858933,-0.9240802,0.0787506,1.0053279,-1.1067623,-0.013939484,0.023923986,2.030774,0.013939484,0.20364396,1.157721,-0.22273108,-4.430141,0.75030327,-0.42283347
216,0.42760658,1.5103214,0.75379187,0.90839756,42.980064,0.28211063,1.2545396,1.4344912,0.20755473,0.1496772,0.28211063,0.7501437,0.049954552,-0.0,-0.0,-0.0,13.91842,-16.081875,16.163748,-15.015525,-0.0,-4118.41,2.8621848,0.77487683,-72.03063,-0.7583158,-1.3126909,0.84651417,0.8989895,-1.8468137,87.20869,1.0337685,-41.945316,0.56422126,0.19244365,2.5090792,0.84710085,44.414555,32.109486,2.3167124,1.3506129,2.8632007,42.697426,-0.1496772,0.04991304,-1.0,-0.0,0.14856938,0.62403774,-0.27353585,0.050881803,0.24771133,0.26396206,0.44906506,0.3848475,0.9524793,0.5718765,-1.5228404,-1.2634948,0.2822518,1.2551674,0.2845722,-0.36342523,2.2003217,0.0,-1.861158,1.6543761,-0.014385489,8.258668,0.21828565,0.050187424,-4.4469776,0.4648358,0.7975871
217,2.472848,1.4432853,1.1739284,1.7169784,106.19224,1.2666733,1.5012313,0.9105693,0.26165956,0.6269874,1.2666733,1.8534043,-0.0,1.8534043,0.90537053,1.5012313,-15.897705,5.4114428,72.575035,-16.181612,106.19224,4928.251,-23.856834,0.9359114,85.27778,0.12821913,1.6642885,-1.2484493,0.21757269,-1.2774913,-48.83083,-0.40872478,105.24072,2.5333467,-1.1455212,0.0,0.9605036,-105.28167,-17.824656,-1.0646169,-2.0417974,2.68677,-106.03188,-0.32081768,-0.39387667,1.0,0.9520655,0.55597436,-0.27185068,0.094167665,0.98424613,0.6123187,0.77137506,0.7865205,0.36156523,0.74906373,0.8562634,0.8788998,1.32728,1.2673072,-1.5019825,-1.9876215,-0.44192696,0.938284,0.02982654,0.12824932,1.0933853,-0.02982654,1.5466273,-0.09036904,-0.5062204,1.1851764,-0.12373504,1.4745276
218,2.467344,2.4136393,0.9402983,2.4470282,78.3209,0.9601585,1.4890097,0.50136507,0.16323206,0.53517,0.9601585,1.3669577,-0.0,1.3669577,0.90314233,1.4890097,-8.281995,16.202343,55.013027,13.279384,78.3209,4888.1304,-28.994179,1.4887886,84.71661,0.036119223,0.1791277,0.07891762,-1.3212789,-0.37977064,89.30162,-1.6669507,77.71805,1.920317,-2.3407495,0.0,-0.740406,-78.3209,-97.2034,-1.8607287,-2.383884,3.8932893,-78.38246,1.1653945,-0.46685708,1.0,0.877997,0.4893231,0.19970955,0.27548,0.9830611,0.451557,0.67657006,0.9743241,0.49959165,0.4518878,0.76772785,-1.5333862,1.3239906,0.96063894,-1.4897548,-0.9053468,0.023461994,-0.3630864,-0.016956672,0.4733881,1.0248603,0.016956672,0.16644555,8.122404,-4.0614653,1.5507957,0.0913019,0.4407669
219,0.44801703,0.77709794,0.78852916,0.39768207,52.31251,0.42073393,1.1067877,1.4939173,0.04096759,0.911147,0.42073393,0.9130256,-0.0,-0.0,-0.0,-0.0,-14.894976,-14.295585,24.106277,-16.202488,-0.0,-3633.3694,-7.180189,0.962368,-64.9485,1.6348428,2.0568688,2.5159156,-1.6349782,-1.2417285,-1.5833673,0.7352003,-53.016754,0.84146786,2.5249925,2.2135754,1.3243504,53.806427,51.490616,1.9567744,2.0288901,1.5223,52.074924,-0.911147,-0.12466601,-1.0,-0.0,0.72168237,0.54507965,-0.24445334,0.07568103,0.3015408,0.23221752,0.011222124,0.24038076,0.54122144,0.61191726,0.027648803,-1.1946588,0.42094445,1.1073415,0.014197122,-0.85052913,-0.039577827,-0.0,-0.16262476,-0.67699945,0.69900876,0.16241272,-0.712671,3.905424,-2.630612,0.49907327,-0.4381048
220,0.43937713,1.6468761,1.1203176,2.151679,43.605526,0.7009196,1.1641788,1.6764209,0.28086564,-0.0,0.7009196,0.76106006,0.33428434,-0.0,-0.0,-0.0,-9.113067,-15.47693,40.159733,3.9410117,-0.0,-3821.7732,19.15308,-0.20740724,-66.44586,1.0850894,0.4842351,1.7722373,-0.48031372,-2.1753013,54.371395,-0.7781497,-45.282,0.0,-1.7774256,2.3283577,-1.9697869,45.281948,-72.63195,1.8545973,0.39793038,1.5972333,43.71914,1.5200425,0.3223652,-1.0,-0.0,-0.24602313,0.6194458,-0.26373965,0.06532413,0.25131896,0.26183453,0.9061451,0.8152744,0.50782984,0.28793225,-0.94943476,-1.2234067,-0.70127034,1.1647614,0.26773936,1.0878615,-0.16731104,0.0,1.052428,-1.0728874,-0.021411605,0.61774224,-2.1892865,0.6296993,1.6609306,0.5342719,-0.22079213
221,2.3698492,1.3989775,1.2121007,0.4652306,11.44424,0.3679575,1.3043014,1.458453,0.23393449,-0.0,0.3679575,0.19973968,-0.0,0.19973968,0.86282635,1.3043014,7.0390735,-7.4911847,21.08241,0.0715074,11.44424,4281.768,-19.228949,-1.296294,76.27474,1.1129541,-0.80420107,0.808956,-0.47573096,-1.7941947,-66.56514,-0.33238795,11.198159,0.735915,1.7739177,0.0,1.3658509,-9.985786,57.176323,-1.1074996,-0.53907937,1.9281402,-11.251884,0.9127541,-0.3235512,1.0,0.19712514,-0.72245157,0.75311714,-0.1300059,0.96161884,0.06581289,0.4490876,0.094377786,0.7942958,0.6904508,0.596673,1.185138,1.2644725,0.36814162,-1.304954,0.84343326,1.0171272,0.6306302,0.019217802,0.08469178,6.81641,-0.019217802,0.7986035,-9.173316,-0.6297011,3.5447066,0.5761328,0.46237612
222,0.45511615,1.228966,1.0877535,0.4503154,68.4288,0.2705887,1.0640332,0.32965356,0.14360829,-0.0,0.2705887,1.1943079,0.5453207,-0.0,-0.0,-0.0,15.352733,-15.892099,15.50359,12.165449,-0.0,-3493.0144,31.244572,1.0433991,-59.411106,-0.10970085,-2.007554,2.286858,-0.6323273,-0.5358267,89.18925,-1.3558214,-67.75358,0.5411774,1.8903573,2.1280663,1.9847717,68.75845,98.42778,0.9312993,1.8618402,-0.068092346,68.51292,0.91436136,0.49700496,-1.0,-0.0,-0.72321904,0.35194072,-0.27046874,0.08404252,0.39449945,0.1773976,0.07710585,0.8707515,0.1166702,0.56854844,-1.557425,-1.1714494,0.2707241,1.0645655,-0.5338023,1.2749158,-1.0581523,0.0,0.17854473,9.699407,-0.011930061,-0.057411905,2.6879287,1.1849058,-3.9322898,0.32473767,1.1024221
