,oz2_relu,oz16_relu,oz13_relu,oz8_relu,oz3_relu,oz20_cos,oz19_cos,oz1_cos,oz14_cos,oz3_cos,oz9_rbfFeature,oz7_rbfFeature,oz1_rbfFeature,oz18_rbfFeature,oz24_rbfFeature,oz19_negative,oz2_negative,oz8_negative,oz14_negative,oz15_negative,oz15_abs,oz20_abs,oz14_abs,oz2_abs,oz3_abs,oz2_degree,oz3_degree,oz18_degree,oz17_degree,oz16_degree,oz16_square,oz5_square,oz20_square,oz2_square,oz3_square,oz14_tanh,oz2_tanh,oz23_tanh,oz9_tanh,oz11_tanh,oz26
135,-0.0,1.0516094,-0.0,-0.0,-0.0,0.91017145,0.5211332,0.20055325,0.020124702,0.5594001,-0.26612008,-0.20304522,0.1233383,-0.24896426,0.06401534,1.0226182,0.7764486,1.6904083,-1.5506703,-0.4730568,0.4730568,0.4270985,1.5506703,0.7764486,0.97713447,-44.487225,-55.98568,-59.510193,15.912253,60.252777,1.1058823,0.093208544,0.18241315,0.60287243,0.9547918,0.913896,-0.6506636,-0.6918038,-0.61214125,-0.8317017,0.08589573
136,-0.0,-0.0,-0.0,0.59784937,-0.0,0.95170945,0.044027355,0.93769926,0.4123661,0.81838864,-0.25272232,0.029489607,0.16103218,0.20390914,0.052069277,-1.5267547,0.5696929,-0.59784937,-1.1457466,0.5346779,0.5346779,0.3120395,1.1457466,0.5696929,0.6121949,-32.641,-35.076183,70.37614,-45.830276,-5.5654955,0.009435447,0.6929146,0.09736864,0.32455,0.3747826,0.8163401,-0.51513374,-0.18924467,0.6749178,0.020377947,0.9618089
137,-0.0,-0.0,1.6783887,1.0257189,-0.0,0.75774115,0.28291124,0.295968,-0.064493015,0.7970215,-0.19797352,-0.28071052,0.2014094,0.28280172,-0.23112716,-1.2839683,0.9805834,-1.0257189,-1.6353341,-1.3215395,1.3215395,0.71095175,1.6353341,0.9805834,0.64844894,-56.18329,-37.153385,66.15729,24.588127,-17.687952,0.09530373,0.5609537,0.5054524,0.96154386,0.42048603,0.9268175,-0.75331837,-0.9154641,-0.86326456,-0.9020027,0.9243132
138,-0.0,-0.0,-0.0,-0.0,-0.0,0.21266639,0.5403918,-0.5078516,0.99999946,0.44666788,0.17100865,0.23878804,-0.15629402,0.22549526,-0.17810173,-0.9998936,1.6592075,1.4677861,-0.0010394308,-1.0790609,1.0790609,1.3564934,0.0010394308,1.6592075,1.1077588,-95.06558,-63.4699,55.057625,-71.45831,-60.768524,1.1248955,0.014443115,1.8400742,2.7529695,1.2271295,0.0010394305,-0.93011034,-0.8002468,-0.411414,-0.8785408,0.20699912
139,-0.0,-0.0,-0.0,0.64365906,-0.0,0.8708633,-0.08619963,0.43582353,0.98666996,0.8828843,0.27643332,-0.2825519,-0.016755795,0.12644905,-0.23337436,1.6571031,0.29436192,-0.64365906,0.1634612,-0.7985292,0.7985292,0.5138404,0.1634612,0.29436192,0.4888269,-16.865694,-28.007717,-37.906136,-46.942875,-39.71582,0.48048723,2.0310533,0.26403195,0.08664894,0.23895174,-0.16202073,-0.28614458,0.42466423,-0.8405348,0.6150297,0.25464037
140,-0.0,-0.0,1.2221118,1.099121,-0.0,0.8070157,0.25806972,0.89267385,0.5940325,0.6128288,0.2663814,0.0972077,-0.14113972,-0.27832592,0.082439624,-1.3097726,0.3075126,-1.099121,-0.93473387,-1.3133332,1.3133332,0.6317154,0.93473387,0.3075126,0.91116095,-17.619173,-52.205673,0.97623193,79.95527,-2.5909793,0.0020449501,1.9650266,0.39906436,0.094564006,0.83021426,0.7327934,-0.29817253,0.29435518,0.9423237,0.42337224,0.3935579
141,-0.0,-0.0,0.7051448,0.54056734,-0.0,0.31053352,-0.08773196,-0.064288996,0.8593414,0.78208447,-0.045855675,0.23952945,-0.069285706,-0.05760396,-0.12337209,-1.6586412,1.5256,-0.54056734,0.5368159,0.225235,0.225235,1.2550421,0.5368159,1.5256,0.6727926,-87.41043,-38.548176,-67.46046,92.67908,-33.83958,0.34882268,1.0785527,1.5751306,2.3274553,0.4526499,-0.49057394,-0.9096686,-0.51642543,-0.83918583,-0.92071825,-0.0613103
142,1.411319,0.7939684,-0.0,-0.0,0.055500932,0.43681797,0.8333802,0.3248761,0.16326147,0.99846023,-0.10208174,0.24610391,-0.22247143,-0.04093464,-0.0773355,0.58560073,-1.411319,1.5803812,-1.4068007,1.3899267,1.3899267,1.118738,1.4068007,1.411319,0.055500932,80.86262,3.179969,20.307648,-33.118515,45.491035,0.6303858,2.0385494,1.2515749,1.9918214,0.0030803534,0.8868128,0.8877739,0.9382526,0.39988148,-0.7092985,0.008378113
143,-0.0,-0.0,-0.0,0.53258514,-0.0,0.14966108,0.9080133,-0.14806399,0.66279036,0.78960973,-0.06590198,-0.23788199,0.16215347,0.27566236,-0.26060468,0.43227908,1.1996922,-0.53258514,-0.84625727,0.3427211,0.3427211,1.4205709,0.84625727,1.1996922,0.6606236,-68.7373,-37.850945,-96.59695,75.374825,-93.75373,2.677515,0.67140025,2.0180216,1.4392614,0.43642354,0.6891091,-0.8335607,0.75856954,-0.9041044,-0.82548773,-0.7699999
144,0.17604928,1.1239487,0.7473237,-0.0,-0.0,0.97260565,0.9387906,0.9999942,0.91879976,0.9456126,0.26165724,-0.13043119,-0.2514006,0.255113,0.2576393,-0.35169363,-0.17604928,1.2069032,-0.40576735,0.8337812,0.8337812,0.23460762,0.40576735,0.17604928,0.33132356,10.08688,-18.98344,71.038185,-20.561377,64.397514,1.2632607,2.8024657,0.055040736,0.030993348,0.109775305,0.3848729,0.17425275,-0.56168616,-0.61178553,0.5757992,-0.3095061
145,1.6881268,-0.0,-0.0,1.3832352,0.8266126,0.59979844,0.8663528,0.37694854,0.65193033,0.67737156,-0.27312574,-0.1918892,0.25589886,0.028745439,-0.2649877,-0.5229436,-1.6881268,-1.3832352,0.860669,-0.89989054,0.89989054,0.92754716,0.860669,1.6881268,0.8266126,96.722534,47.361412,-47.189716,11.754409,-64.55204,1.2693305,0.08932853,0.86034375,2.8497722,0.6832884,-0.6966022,0.9339082,0.5925667,-0.88544464,-0.8086435,0.2721814
146,0.93350494,-0.0,-0.0,-0.0,1.2544031,0.11054048,0.75194013,0.3226906,0.3442916,0.31114084,-0.018394135,-0.2828421,-0.22444072,0.25759903,0.28240687,0.7197961,-0.93350494,0.017693702,-1.2193122,-1.1560419,1.1560419,1.4600295,1.2193122,0.93350494,1.2544031,53.48589,71.872,-1.3277668,-23.898746,-36.28218,0.4009974,1.5107402,2.131686,0.87143147,1.5735272,0.8394512,0.73222387,-0.36444476,0.77799416,-0.63793844,-1.6632044
147,-0.0,1.2587241,0.9989799,-0.0,-0.0,0.9913689,0.41665453,0.98453486,0.99972254,0.4718207,0.27253506,-0.28267413,-0.22825806,0.2367469,0.2308321,1.1410342,0.12791818,1.6633976,0.023556275,0.5743977,0.5743977,0.13148065,0.023556275,0.12791818,1.0794417,-7.3291717,-61.847446,-11.466807,-18.322462,72.119576,1.5843863,0.26950735,0.017287161,0.016363062,1.1651943,-0.023551919,-0.12722501,-0.74600005,-0.9382105,0.8574101,0.8235913
148,-0.0,-0.0,-0.0,-0.0,-0.0,0.9993231,0.017588858,-0.021333668,0.98955137,0.79029727,-0.24706192,-0.019233257,0.036901023,0.2794742,0.18314344,-1.5532066,1.6071823,1.6016386,0.1446849,0.73976606,0.73976606,0.036794677,0.1446849,1.6071823,0.6595023,-92.084755,-37.786697,-82.99387,83.359474,-64.08249,1.2509316,1.544369,0.0013538483,2.5830348,0.43494332,-0.14368367,-0.92274255,-0.5306334,0.89158463,-0.66174245,0.1143732
149,-0.0,1.116307,0.6462781,0.21319503,-0.0,0.4653869,0.9611049,0.9501243,0.81869584,0.3839496,0.08698155,-0.19246341,0.07591584,0.0053414153,0.04208131,-0.27982083,0.435753,-0.21319503,0.6116601,1.3880656,1.3880656,1.0867246,0.6116601,0.435753,1.1767263,-24.966806,-67.42145,-96.77765,12.878284,63.95968,1.2461413,0.0008145682,1.1809704,0.18988067,1.3846849,-0.54529464,-0.41011792,0.23227473,-0.09414165,0.21029934,0.8576195
150,0.63325214,-0.0,-0.0,1.205202,-0.0,0.07341648,0.013944965,0.96933365,0.6108303,0.9973925,0.1416972,0.05844077,-0.2651591,-0.22379072,-0.14940003,1.5568509,-0.63325214,-1.205202,0.91368747,0.31209308,0.31209308,1.4973137,0.91368747,0.63325214,0.07223126,36.282673,-4.1385465,46.207268,15.954778,-13.294116,0.05383612,0.15514256,2.2419484,0.40100828,0.005217355,-0.7228974,0.5602875,-0.8312544,-0.6867409,-0.8161243,-1.666557
151,0.11093773,-0.0,-0.0,-0.0,-0.0,-0.09803621,0.8560491,0.9298403,0.9981365,0.5090314,0.24021491,-0.2678474,-0.11308872,0.17530093,0.08687916,0.5432192,-0.11093773,1.6756049,-0.06105861,1.6842,1.6842,1.6689903,0.06105861,0.11093773,1.0367372,6.356263,-59.40066,42.907635,24.65361,-90.049675,2.4701257,0.20874783,2.7855284,0.01230718,1.074824,0.060982846,0.110484846,-0.4181424,-0.7187981,0.5118298,-0.44590178
152,-0.0,0.43963438,-0.0,-0.0,-0.0,0.07042565,0.4322218,-0.06290861,0.24063893,0.3769122,-0.18000571,-0.24670744,0.28205416,-0.2736135,0.28135142,-1.1238412,1.3869289,0.09235349,1.3277723,0.44325098,0.44325098,1.5003123,1.3277723,1.3869289,1.184336,-79.46517,-67.857445,28.556532,80.61297,25.189194,0.19327839,0.12909691,2.250937,1.9235718,1.4026517,-0.8687038,-0.8824934,-0.8497165,-0.6297271,0.881994,0.23152852
153,1.3970774,0.29953554,-0.0,-0.0,0.6097367,0.3527772,0.92397666,0.65874946,0.9397322,0.8197988,0.26055065,-0.19898856,0.17586464,-0.26811883,0.27951667,-0.39244524,-1.3970774,1.412027,-0.34895006,-0.9728022,0.9728022,1.2102588,0.34895006,1.3970774,0.6097367,80.04664,34.935337,-79.57607,50.179325,17.16212,0.08972154,1.0790819,1.4647264,1.9518254,0.37177882,0.33544406,0.8847183,0.12940693,-0.41459978,0.88652223,-0.9111176
154,1.1623287,-0.0,0.6557797,-0.0,-0.0,0.25997323,0.77574456,0.7379812,0.9870941,0.93902963,0.15937695,0.07625624,-0.2818605,0.14409384,0.19585183,0.6829022,-1.1623287,0.7870172,-0.16083391,1.1521679,1.1521679,1.3078018,0.16083391,1.1623287,0.35099918,66.59653,-20.110771,-96.80783,18.254242,-21.430975,0.13990675,0.53895426,1.7103456,1.351008,0.123200424,0.15946132,0.8217974,-0.44127518,0.8117458,-0.90729517,-1.8604051
155,-0.0,1.0593612,-0.0,1.637115,0.023291916,-0.1089188,0.87183034,0.9949232,0.8299229,0.99972874,0.15192533,-0.2284452,-0.26964414,-0.035126906,-0.25822255,-0.51186943,0.23116314,-1.637115,-0.5918268,-0.91036946,0.91036946,1.6799316,0.5918268,0.23116314,0.023291916,-13.244672,1.3345284,46.03914,48.32069,60.696922,1.1222461,0.36150643,2.8221703,0.0534364,0.0005425133,0.5312082,-0.22713178,-0.39246514,0.74909866,-0.20219387,0.30291113
156,0.7646808,-0.0,0.3200971,-0.0,0.9706184,0.19670439,0.3279831,0.99787277,0.91747606,0.5647893,-0.28262648,-0.116817616,-0.20975338,-0.15570469,0.25872287,-1.2366285,-0.7646808,0.11295636,0.40910795,0.73992026,0.73992026,1.3728008,0.40910795,0.7646808,0.9706184,43.81298,55.612335,22.844751,-34.39421,-56.630386,0.9769084,1.1572696,1.8845822,0.5847367,0.9421001,-0.38771498,0.64382577,0.70461863,-0.81032294,0.910165,-1.1141186
157,-0.0,-0.0,0.013592598,0.8389601,-0.0,0.9983041,0.7464267,0.38049343,0.318306,0.8536042,0.18919593,0.26421255,-0.039395206,0.16004562,-0.28122613,-0.72812015,1.1571211,-0.8389601,-1.2468543,0.47037387,0.47037387,0.058246393,1.2468543,1.1571211,0.54793084,-66.29815,-31.394123,-83.47396,-0.4787227,-1.8097395,0.0009976699,0.6701319,0.0033926424,1.3389292,0.3002282,0.8473992,-0.8200994,0.90757334,0.76968014,0.44172516,0.3930905
158,-0.0,1.1551228,-0.0,1.6107343,-0.0,0.95771945,0.7926802,0.6951865,0.8667114,0.94412875,-0.05654614,0.2772965,0.12319426,0.021331739,-0.19636914,0.65560347,0.9451454,-1.6107343,0.5222252,0.7843876,0.7843876,0.2918283,0.5222252,0.9451454,0.3358553,-54.15284,-19.24309,-93.71303,-44.548397,66.183655,1.3343086,1.017608,0.08516376,0.8932999,0.11279879,-0.47941557,-0.7375774,-0.8987922,0.64811534,0.93334925,1.2519068
159,-0.0,1.5614268,0.7137588,-0.0,-0.0,0.16915923,0.2795714,0.9080146,0.65914965,0.7995936,0.021854412,0.01103852,0.101357445,-0.25413737,-0.27531058,1.2874486,0.9104768,0.5903096,0.8511089,1.0213712,1.0213712,1.4008198,0.8511089,0.9104768,0.6441781,-52.166477,-36.908684,-33.07473,-66.87966,89.46316,2.4380536,0.027099522,1.962296,0.828968,0.41496542,-0.6916483,-0.72136104,0.43484116,-0.8174834,-0.72528857,0.3068464
160,1.2801831,1.4445899,1.0608064,-0.0,1.4971752,0.8976511,0.7171529,0.18925153,0.14434846,0.07355462,0.096368454,0.27871436,-0.2314102,-0.23500447,0.25866848,-0.77108794,-1.2801831,0.6534864,1.4259418,0.97404927,0.97404927,0.45638594,1.4259418,1.2801831,1.4971752,73.34908,85.781815,-94.42634,-82.93235,82.7689,2.08684,1.2714407,0.20828813,1.6388687,2.2415335,-0.89083195,0.8565337,-0.5579551,0.6185964,-0.24107835,0.33885798
161,0.66494817,-0.0,0.57601106,1.0785118,-0.0,0.96354246,0.4577676,0.6307986,-0.02291066,0.99970824,0.26296976,-0.1967446,0.10195453,-0.028450748,-0.13995656,-1.0953137,-0.66494817,-1.0785118,1.593709,1.1246504,1.1246504,0.27085516,1.593709,0.66494817,0.024156734,38.09872,-1.3840789,72.69869,-77.416985,-56.693707,0.9790942,0.603901,0.073362514,0.44215608,0.0005835478,-0.92071605,0.581647,-0.9372972,0.6463835,-0.8922525,-1.2522134
162,-0.0,1.2136271,1.31186,1.203708,-0.0,0.9345511,0.977673,0.9955947,0.8285896,0.967755,-0.2677561,0.034637704,-0.15857771,0.2828411,0.2284337,-0.21171017,0.49977335,-1.203708,0.59421253,-1.0162818,1.0162818,0.3638008,0.59421253,0.49977335,0.25463602,-28.634903,-14.589568,91.43177,-48.434452,69.535706,1.4728907,0.41193599,0.13235101,0.2497734,0.064839505,-0.5329186,-0.4619389,0.80760705,-0.93375355,0.8828384,0.7821859
163,1.4423317,1.7139366,-0.0,-0.0,2.1200795,0.99196833,0.8977816,0.535178,0.13177185,-0.522076,-0.060302224,-0.19408125,0.22968598,0.25297144,-0.25927112,0.45608968,-1.4423317,0.20031208,1.4386401,-0.32719204,0.32719204,0.12682608,1.4386401,1.4423317,2.1200795,82.63951,121.4716,26.845036,49.316666,98.201324,2.9375784,0.026863504,0.016084854,2.0803206,4.494737,-0.8934237,0.8941661,0.7659776,0.9361284,0.8052774,0.12197457
164,1.0764318,-0.0,-0.0,0.988328,0.9941727,0.9935175,0.6333445,-0.049013324,0.089168176,0.5451966,-0.19034132,0.2615817,0.08410275,-0.11729086,0.06662976,-0.884929,-1.0764318,-0.988328,1.4815096,0.056055382,0.056055382,0.11392537,1.4815096,1.0764318,0.9941727,61.67499,56.961895,-94.47281,10.133936,-2.3334186,0.0016585939,0.5333193,0.01297899,1.1587054,0.98837936,-0.90175045,0.79187214,-0.80934757,-0.7586332,0.90459615,-0.20091955
165,0.9471447,-0.0,-0.0,0.81810296,1.4470682,0.99579036,0.12618804,0.43946883,0.9310912,0.12341267,0.14399597,-0.08718813,-0.18916781,0.20887773,-0.05914066,1.444271,-0.9471447,-0.81810296,0.37340355,-0.20855176,0.20855176,0.091789104,0.37340355,0.9471447,1.4470682,54.26739,82.9109,-54.48763,44.7345,-2.2612116,0.0015575329,0.25104842,0.0084252395,0.89708304,2.0940063,-0.35696515,0.73848766,0.6757982,-0.7665035,0.7570792,-1.2526371
166,-0.0,0.17743431,1.5039136,0.9931703,-0.0,0.7331706,0.9616327,0.9068457,0.46449298,0.9788194,0.11231718,0.2788629,-0.086983286,-0.13066663,0.20567265,0.2779035,0.061674472,-0.9931703,1.0877343,-1.6475754,1.6475754,0.7478236,1.0877343,0.061674472,0.20618367,-3.5336866,-11.813454,70.463646,69.58021,10.166237,0.031482935,1.3609734,0.5592401,0.0038037405,0.042511705,-0.7960497,-0.061596394,0.4065873,0.103591956,-0.43808788,0.35250303
167,-0.0,-0.0,1.6744717,-0.0,-0.0,-0.008287736,0.8542965,-0.31030074,0.9581277,0.16391228,-0.1430347,-0.12468772,0.2826443,0.07824807,0.049803887,-0.54660046,1.6074657,1.7065119,-0.29040608,1.4175448,1.4175448,1.5790842,0.29040608,1.6074657,1.406141,-92.101,-80.56594,-26.187012,7.9642987,-14.356328,0.06278292,0.00057508395,2.4935067,2.5839462,1.9772326,0.28250852,-0.9227846,0.60080457,-0.5926168,-0.3020702,-0.00078653253
168,0.5100028,0.48710653,-0.0,0.35215327,1.220144,0.98134136,0.7924128,0.04373152,0.4893523,0.34351048,0.24306962,-0.27130693,-0.19903103,0.26292548,-0.2821679,-0.65604186,-0.5100028,-0.35215327,1.0594494,-0.8286331,0.8286331,0.19347844,1.0594494,0.5100028,1.220144,29.221006,69.9091,53.608,67.946526,27.909147,0.23727277,0.007003937,0.037433904,0.26010284,1.4887514,-0.7854531,0.46994734,-0.88557297,-0.92552227,0.91314346,-1.4726698
169,-0.0,0.73173475,0.23865297,1.2858518,-0.0,0.9992244,0.5001667,0.99083513,0.6268442,0.61741555,-0.27864477,0.27628824,0.27249157,0.03675085,-0.26401624,1.047005,0.80380714,-1.2858518,0.89330006,0.84882647,0.84882647,0.039387226,0.89330006,0.80380714,0.9053433,-46.054752,-51.87235,-2.224556,72.800896,41.925312,0.53543574,0.77566946,0.0015513536,0.64610595,0.8196465,-0.7130199,-0.6661598,-0.72971565,0.9401261,0.7520793,0.60503775
170,0.7382431,1.4045593,-0.0,0.5812163,0.7922218,0.5644112,0.0058405823,0.3723481,0.2563081,0.7022653,-0.15782723,-0.21963453,-0.02934401,-0.12753287,-0.20112485,1.5649557,-0.7382431,-0.5812163,-1.3115956,1.390104,1.390104,0.9710765,1.3115956,0.7382431,0.7922218,42.29821,45.39096,-95.349754,-15.629721,80.47531,1.9727867,0.62597185,0.9429895,0.5450029,0.62761533,0.86467856,0.6280825,-0.28459278,0.7897498,0.7806559,-1.2164308
171,0.1568426,0.7524428,-0.0,-0.0,0.5497072,0.41981626,0.0949382,0.94508916,0.6836983,0.8526775,0.27510643,0.27960002,-0.009030416,0.27516913,-0.11556297,-1.4757149,-0.1568426,1.2724757,0.81797785,-1.0105962,1.0105962,1.1375535,0.81797785,0.1568426,0.5497072,8.986419,31.4959,49.56116,63.167656,43.111794,0.56617016,0.5674759,1.2940278,0.024599602,0.30217797,-0.6739677,0.15556906,-0.5104061,0.78266495,-0.7467955,0.7572004
172,-0.0,1.3184468,-0.0,0.14651296,0.1073461,-0.1244873,0.88906324,0.9738043,0.8293365,0.9942439,0.080619715,-0.22309501,0.17507377,0.2773795,-0.037757155,-0.47550148,0.5253992,-0.14651296,-0.59287715,1.1119003,1.1119003,1.6956074,0.59287715,0.5253992,0.1073461,-30.103155,6.1504784,54.16255,79.08819,75.54143,1.7383019,1.1568018,2.8750846,0.27604434,0.011523185,0.53196174,-0.48185635,-0.69935197,0.84830236,-0.90493315,0.06289496
173,-0.0,0.3275647,-0.0,0.59940827,-0.0,0.8122074,0.9898791,-0.23752575,0.3304818,0.33458284,-0.02424932,0.28283915,0.28282544,0.28250775,0.28105795,0.142394,1.6419128,-0.59940827,1.2339823,-0.24084961,0.24084961,0.62287027,1.2339823,1.6419128,1.2296338,-94.07467,-70.45283,-35.621864,59.123707,18.768072,0.10729863,0.005693236,0.38796738,2.6958778,1.5119992,-0.84373057,-0.9277395,0.9122548,-0.88509136,0.24996975,-0.39024442
174,-0.0,0.5161651,-0.0,1.344052,-0.0,0.9270938,0.96942115,0.7975455,0.9852275,-0.16787359,-0.19648004,-0.18748632,0.21569394,-0.21734247,-0.28280497,-0.24793543,1.126654,-1.344052,-0.1720989,0.63845825,0.63845825,0.3842127,0.1720989,1.126654,1.7394686,-64.55252,-99.6642,-87.97582,17.82045,29.57408,0.26642638,2.7497633,0.1476194,1.2693493,3.0257509,0.17041974,-0.809871,0.6966264,-0.93890715,-0.81119263,1.1359686
175,1.4990357,0.15532963,0.78425145,-0.0,2.7766378,0.9786705,0.9998133,-0.3896118,0.99227285,-0.93413985,-0.21499395,0.2394349,-0.2524288,0.07520091,-0.09200312,-0.019322312,-1.4990357,0.43549395,-0.12439534,1.2739277,1.2739277,0.20690963,0.12439534,1.4990357,2.7766378,85.88841,159.08961,54.343513,80.79769,8.899732,0.024127293,2.4443557,0.042811595,2.247108,7.7097173,0.12375765,0.90497386,0.85086375,0.6736409,-0.14990452,1.9804373
176,1.5315307,1.0929745,0.9927149,-0.0,2.1039717,0.79609764,0.9472242,0.29562056,0.9947384,-0.50827056,0.26805946,0.21579982,-0.055483233,-0.05730614,0.10637555,-0.32633308,-1.5315307,1.3846887,-0.10262743,0.80994034,0.80994034,0.64997715,0.10262743,1.5315307,2.1039717,87.750244,120.54869,-92.812195,-76.11684,62.622826,1.1945933,0.0013431304,0.4224703,2.3455863,4.426697,0.10226863,0.9106862,0.94173753,0.39602464,-0.9284687,0.8428423
177,0.7904062,-0.0,0.96921164,-0.0,-0.0,0.96842426,-0.050084654,0.71115535,0.48275417,0.7955616,0.103148594,-0.06036325,0.13475843,-0.20518869,-0.012773355,1.620902,-0.7904062,0.59103316,1.0669994,1.2043707,1.2043707,0.25196546,1.0669994,0.7904062,0.65086234,45.286938,-37.291664,-4.3770056,42.795532,-89.960434,2.4652326,2.8084874,0.06348659,0.62474203,0.42362177,-0.78832805,0.65863913,0.1044206,0.88562524,0.76359236,-1.9488747
178,-0.0,0.34658915,0.47413304,0.84203494,0.29633343,0.8167066,0.4645108,0.7595088,0.5490114,0.9564136,0.060751878,-0.25163847,0.026165884,-0.06577448,-0.16924392,1.0877142,0.36350274,-0.84203494,0.9896153,0.0301398,0.0301398,0.6151159,0.9896153,0.36350274,0.29633343,-20.827171,16.978655,32.615482,40.64545,19.858095,0.120124035,1.1617775,0.37836754,0.13213424,0.087813504,-0.7571983,-0.34829563,-0.09840517,0.18564801,0.52580273,0.7494152
179,0.8896988,-0.0,-0.0,1.5023947,-0.0,0.77301717,0.061147504,0.19354843,0.6096506,0.879182,-0.27837178,-0.08055127,-0.2827784,0.22444594,0.099932335,1.5096107,-0.8896988,-1.5023947,-0.9151766,-0.533917,0.533917,0.6872128,0.9151766,0.8896988,0.4966536,50.975983,-28.456152,-7.371501,-21.009369,-48.944748,0.729738,0.00013311912,0.47226146,0.791564,0.24666479,0.72360754,0.7112449,-0.15962328,0.084690645,-0.010147027,-1.4032477
180,1.2969161,-0.0,0.17353179,1.2984489,0.614047,0.21311925,0.08795405,0.2687856,0.65634966,0.8173229,0.23104386,-0.09756718,0.029755415,-0.19553106,0.08259809,1.4827285,-1.2969161,-1.2984489,-0.85482615,0.61668026,0.61668026,1.3560299,0.85482615,1.2969161,0.614047,74.307816,35.1823,75.88961,17.416946,-78.67988,1.8857416,0.7740892,1.838817,1.6819915,0.3770537,0.69358236,0.86092716,-0.89338374,0.6052313,0.34878752,-0.36768773
181,0.37379628,0.008278937,0.6253699,-0.0,0.6686047,-0.22183798,0.95302916,0.92778337,0.35152805,0.7846874,0.13631544,0.25458625,-0.0097020045,-0.22447146,0.19677,-0.30771163,-0.37379628,1.1683255,-1.2115935,1.2115945,1.2115945,1.7944953,1.2115935,0.37379628,0.6686047,21.416948,38.308224,-15.384592,-77.07428,0.47434813,6.85408e-05,0.6831992,3.2202137,0.13972366,0.4470322,0.83715683,0.3573078,0.8905303,-0.92128795,0.74260885,-0.351842
182,0.73364276,-0.0,1.3522869,0.46969742,-0.0,0.3617929,0.957408,0.68527186,0.9773474,0.8190499,0.17833109,-0.015928796,-0.13203962,0.17351128,0.053497035,0.29290882,-0.73364276,-0.46969742,0.21325415,0.60083854,0.60083854,1.200606,0.21325415,0.73364276,0.61104333,42.03463,-35.0102,-94.74882,-20.211578,-59.696083,1.0855415,1.5393232,1.4414548,0.5382317,0.37337396,-0.21007915,0.62528884,0.49247766,0.50390494,-0.6809291,-1.6967636
183,-0.0,0.81669724,-0.0,0.077129126,-0.0,0.76822263,0.98310393,-0.19672072,-0.11406508,0.9958236,-0.27853474,-0.15253638,0.18381253,-0.2646682,-0.2825732,-0.18408605,1.0990481,-0.077129126,1.6851102,-1.012995,1.012995,0.6947362,1.6851102,1.0990481,0.091425106,-62.970818,-5.238272,17.421244,-29.428272,46.7933,0.6669944,0.25209585,0.48265836,1.2079068,0.00835855,-0.93352157,-0.80015683,0.70565253,0.6341626,0.17926812,-0.30419937
184,-0.0,-0.0,-0.0,-0.0,-0.0,0.08383135,0.89548457,0.3257478,0.22234909,0.94525504,0.27830207,-0.016054176,-0.021161828,0.25356215,-0.01259917,0.4612776,0.94435745,1.5028635,-1.3465731,-1.4364606,1.4364606,1.4868665,1.3465731,0.94435745,0.33242103,-54.107693,-19.046322,5.875499,-31.33946,-15.112747,0.06957314,0.7861098,2.2107718,0.891811,0.11050374,0.873242,-0.73721784,0.5325521,-0.7773725,-0.851756,0.12299845
185,1.6584395,-0.0,0.26383576,0.19063722,0.23886608,0.45210725,0.07413537,-0.52834135,0.7025747,0.9716069,-0.015545022,-0.03220043,-0.26179883,0.15690966,0.06666169,1.4965929,-1.6584395,-0.19063722,-0.7917872,1.258752,1.258752,1.1016699,0.7917872,1.6584395,0.23886608,95.021576,13.686017,-27.587074,-40.27067,-76.50733,1.7830393,0.14173815,1.2136766,2.7504215,0.057057,0.65942025,0.9300067,0.6137398,-0.7935401,0.039819792,-0.36162418
186,0.07943873,-0.0,0.055421203,-0.0,0.61495805,0.91738844,0.8721133,0.9674616,0.9552183,0.8167977,0.06658686,-0.2391419,-0.1824775,0.22202449,-0.2685887,0.5112915,-0.07943873,0.7201331,-0.30039972,1.3013796,1.3013796,0.40932813,0.30039972,0.07943873,0.61495805,4.5515037,35.234497,11.420789,13.426011,-6.9114294,0.0145509215,0.3923494,0.16754952,0.006310512,0.3781734,0.29167837,0.07927205,-0.8882507,0.064431205,0.35828468,0.19676447
187,0.9924744,0.27797788,-0.0,-0.0,0.15219101,0.9980169,0.78252155,-0.4282414,0.5849325,0.9884413,0.25274786,0.027820718,-0.014050895,-0.07961524,-0.15467738,-0.6720909,-0.9924744,1.5333852,-0.9459995,1.7583708,1.7583708,0.06298797,0.9459995,0.9924744,0.15219101,56.86459,8.719902,93.70306,-28.913473,15.926959,0.07727171,1.6177905,0.003967484,0.9850054,0.023162104,0.73796654,0.75841546,-0.7975986,0.80481553,-0.9302306,0.5266762
188,0.8116145,-0.0,1.7173225,-0.0,1.2039517,0.7092756,0.9980736,0.18105166,0.99053407,0.35867178,0.12181451,-0.25876862,-0.20421627,-0.276032,0.110591955,-0.062081583,-0.8116145,1.3393284,-0.13770176,1.5198709,1.5198709,0.7823263,0.13770176,0.8116145,1.2039517,46.502083,68.981346,-77.09723,-83.25807,-30.918926,0.29120818,0.61489207,0.6120344,0.6587181,1.4494997,0.13683796,0.6704799,0.85757446,-0.90253305,0.60597146,-1.1334457
