,capital_run_length_average_relu,word_freq_email_relu,char_freq_%28_relu,char_freq_%21_relu,word_freq_you_relu,word_freq_hp_sin,word_freq_make_sin,char_freq_%28_sin,char_freq_%21_sin,word_freq_your_sin,word_freq_hp_mmnorm,capital_run_length_longest_mmnorm,word_freq_free_mmnorm,char_freq_%28_mmnorm,word_freq_re_mmnorm,capital_run_length_longest_ln,capital_run_length_average_ln,char_freq_%21_tanh,word_freq_you_tanh,word_freq_business_tanh,word_freq_all_tanh,word_freq_our_tanh,char_freq_%21_square,word_freq_free_square,word_freq_our_square,word_freq_re_square,capital_run_length_total_square,capital_run_length_total_recip,word_freq_hp_recip,word_freq_will_recip,word_freq_your_recip,capital_run_length_average_recip,word_freq_hp_degree,word_freq_business_degree,capital_run_length_longest_degree,char_freq_%21_degree,char_freq_%21_negative,word_freq_all_negative,char_freq_%24_negative,word_freq_business_negative,word_freq_our_negative,class
259,3.456,0.44,0.069,0.159,3.55,0.0,0.06994285,0.06894526,0.1583309,0.9612752,0.0,0.004305166,0.0,0.007075472,0.0,3.7841897,1.2401118,0.15767352,0.99835116,0.13909245,0.66959023,0.4699452,0.025281,0.0,0.2601,0.0,643204.0,0.0012468828,0.0,1.48,1.85,0.28935185,0.0,8.021409,2521.0144,9.110029,-0.159,-0.81,-0.159,-0.14,-0.51,1
260,2.195,0.0,0.107,0.0,1.98,0.0,0.0,0.106795944,0.0,-0.15774569,0.0,0.004905887,0.0165,0.010972109,0.0154061625,3.912023,0.78618205,0.0,0.962587,0.31852078,0.31852078,0.7573623,0.0,0.1089,0.9801,0.1089,40804.0,0.004950495,0.0,0.33,3.3,0.45558086,0.0,18.907608,2864.789,0.0,-0.0,-0.33,-0.161,-0.33,-0.99,1
261,5.423,1.27,0.088,0.862,0.79,0.8134155,0.0,0.08788647,0.7591459,0.0,0.0456073,0.0050060074,0.0555,0.00902379,0.0,3.9318256,1.6906492,0.69728667,0.65840906,0.0,0.14888503,0.3004371,0.743044,1.2321,0.0961,0.0,1272384.0,0.0008865248,0.95,0.0,0.0,0.18439978,54.430992,0.0,2922.0847,49.38896,-0.862,-0.15,-0.707,-0.0,-0.31,1
262,1.741,0.0,0.086,0.043,2.48,0.0,0.0,0.08589403,0.04298675,0.80161995,0.0,0.0013015618,0.0155,0.008818704,0.0,2.6390574,0.55445963,0.04297352,0.9860718,0.0,0.55112803,0.8454556,0.001849,0.0961,1.5376,0.0,24025.0,0.006451613,0.0,0.0,0.93,0.57438254,0.0,0.0,802.1409,2.4637184,-0.043,-0.62,-0.0,-0.0,-1.24,1
263,6.294,0.86,0.0,0.665,0.17,0.0,0.0,0.0,0.6170591,0.75784254,0.0,0.0131157385,0.0085,0.0,0.0,4.882802,1.8395967,0.58168125,0.16838105,0.0,0.597982,0.3274774,0.442225,0.0289,0.1156,0.0,927369.0,0.0010384216,0.0,0.0,0.86,0.15888147,0.0,0.0,7563.043,38.101692,-0.665,-0.69,-0.083,-0.0,-0.34,1
264,3.257,1.58,0.271,0.271,3.17,0.0,0.0,0.26769507,0.26769507,0.9999576,0.0,0.0025030037,0.0395,0.027789172,0.03688142,3.2580965,1.1808065,0.2645551,0.9964776,0.65840906,0.0,0.0,0.073441,0.6241,0.0,0.6241,12996.0,0.00877193,0.0,0.0,1.58,0.307031,0.0,45.263664,1489.6903,15.527156,-0.271,-0.0,-0.135,-0.79,-0.0,1
265,2.962,0.14,0.204,0.204,2.35,0.0,0.13954312,0.20258799,0.20258799,0.7707389,0.0,0.0072086505,0.007,0.020918787,0.0,4.2904596,1.0858647,0.20121644,0.9819734,0.0,0.2821348,0.0,0.041616,0.0196,0.0,0.0,160000.0,0.0025,0.0,0.58,0.88,0.3376097,0.0,0.0,4182.592,11.688339,-0.204,-0.29,-0.127,-0.0,-0.0,1
266,5.687,0.0,0.0,0.784,2.22,0.0,0.0,0.0,0.70611745,-0.18729466,0.0,0.0038045654,0.0,0.0,0.0,3.6635616,1.7381829,0.65499663,0.97668314,0.0,0.0,0.80406237,0.614656,0.0,1.2321,0.0,8281.0,0.010989011,0.0,0.0,3.33,0.17583963,0.0,0.0,2234.5354,44.91989,-0.784,-0.0,-0.0,-0.0,-1.11,1
267,2.866,0.0,0.0,0.203,2.5,0.0,0.0,0.0,0.20160863,0.997495,0.0,0.0033039649,0.0125,0.0,0.0,3.5263605,1.0529174,0.20025674,0.9866143,0.46211717,0.7615942,0.0,0.041209,0.0625,0.0,0.0,16641.0,0.007751938,0.0,1.5,1.5,0.34891835,0.0,28.64789,1948.0565,11.631043,-0.203,-1.0,-0.203,-0.5,-0.0,1
268,1.829,0.58,0.27,0.09,2.92,0.0,0.54802394,0.26673144,0.08987855,0.21978362,0.0,0.00080096116,0.029,0.027686628,0.0,2.1972246,0.60376936,0.089757785,0.9941992,0.0,0.0,0.9812446,0.0081,0.3364,5.4289,0.0,5625.0,0.013333334,0.0,0.0,2.92,0.54674685,0.0,0.0,515.662,5.15662,-0.09,-0.0,-0.09,-0.0,-2.33,1
269,2.962,0.14,0.204,0.204,2.35,0.0,0.13954312,0.20258799,0.20258799,0.7707389,0.0,0.0072086505,0.007,0.020918787,0.0,4.2904596,1.0858647,0.20121644,0.9819734,0.0,0.2821348,0.0,0.041616,0.0196,0.0,0.0,160000.0,0.0025,0.0,0.58,0.88,0.3376097,0.0,0.0,4182.592,11.688339,-0.204,-0.29,-0.127,-0.0,-0.0,1
270,2.962,0.14,0.204,0.204,2.35,0.0,0.13954312,0.20258799,0.20258799,0.7707389,0.0,0.0072086505,0.007,0.020918787,0.0,4.2904596,1.0858647,0.20121644,0.9819734,0.0,0.2821348,0.0,0.041616,0.0196,0.0,0.0,160000.0,0.0025,0.0,0.58,0.88,0.3376097,0.0,0.0,4182.592,11.688339,-0.204,-0.29,-0.127,-0.0,-0.0,1
271,2.529,0.0,0.0,0.829,1.76,0.0,0.0,0.0,0.7372561,0.0,0.0,0.000700841,0.029,0.0,0.0,2.0794415,0.92782396,0.6799387,0.94250304,0.0,0.52266544,0.82427216,0.687241,0.3364,1.3689,0.0,7396.0,0.011627907,0.0,0.58,0.0,0.39541322,0.0,0.0,458.36624,47.4982,-0.829,-0.58,-0.0,-0.0,-1.17,1
272,3.181,0.0,0.082,0.041,3.29,0.0,0.24740396,0.08190814,0.040988512,0.84683186,0.0,0.0031037244,0.0,0.008408532,0.0,3.465736,1.1571956,0.040977042,0.99722815,0.46211717,0.0,0.63514894,0.001681,0.0,0.5625,0.0,44100.0,0.004761905,0.0,1.51,1.01,0.31436655,0.0,28.64789,1833.465,2.349127,-0.041,-0.0,-0.124,-0.5,-0.75,1
273,9.428,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0059070885,0.0,0.0,0.0,4.0943446,2.243684,0.0,0.99999255,0.0,0.0,0.99999255,0.0,0.0,39.0625,0.0,4356.0,0.015151516,0.0,3.12,0.0,0.10606703,0.0,0.0,3437.7468,0.0,-0.0,-0.0,-0.0,-0.0,-6.25,1
274,16.217,0.57,0.081,0.487,3.42,0.0,0.0,0.08091146,0.46797678,0.9086335,0.0,0.014617541,0.0,0.008305988,0.026610645,4.9904327,2.78606,0.45183212,0.9978621,0.0,0.5153593,0.8144141,0.237169,0.0,1.2996,0.3249,139129.0,0.0026809652,0.0,0.57,1.14,0.061663687,0.0,0.0,8422.4795,27.903044,-0.487,-0.57,-0.0,-0.0,-1.14,1
275,3.564,0.7,0.143,0.085,0.88,0.0,0.0,0.14251313,0.08489768,0.64421767,0.0,0.0038045654,0.0,0.014663659,0.0,3.6635616,1.2708836,0.084795885,0.70641935,0.16838105,0.0,0.0,0.007225,0.0,0.0,0.0,173889.0,0.0023980816,0.0,0.52,0.7,0.28058362,0.0,9.740282,2234.5354,4.870141,-0.085,-0.0,-0.057,-0.17,-0.0,1
276,3.459,0.0,0.133,0.401,1.42,0.0,0.0,0.13260823,0.3903392,0.45288628,0.0,0.0060072085,0.0475,0.013638228,0.02194211,4.1108737,1.2409796,0.38080427,0.8895989,0.73978305,0.4381993,0.73978305,0.160801,0.9025,0.9025,0.2209,65536.0,0.00390625,0.0,0.0,0.47,0.2891009,0.0,54.430992,3495.0425,22.975607,-0.401,-0.47,-0.267,-0.95,-0.95,1
277,16.217,0.57,0.081,0.487,3.42,0.0,0.0,0.08091146,0.46797678,0.9086335,0.0,0.014617541,0.0,0.008305988,0.026610645,4.9904327,2.78606,0.45183212,0.9978621,0.0,0.5153593,0.8144141,0.237169,0.0,1.2996,0.3249,139129.0,0.0026809652,0.0,0.57,1.14,0.061663687,0.0,0.0,8422.4795,27.903044,-0.487,-0.57,-0.0,-0.0,-1.14,1
278,6.364,0.86,0.0,0.315,0.34,0.0,0.0,0.0,0.30981648,0.48817724,0.0,0.014817782,0.0085,0.0,0.0,5.0039463,1.8506571,0.30497894,0.3274774,0.0,0.597982,0.3274774,0.099225,0.0289,0.1156,0.0,887364.0,0.0010615712,0.0,0.0,0.51,0.15713388,0.0,0.0,8537.071,18.04817,-0.315,-0.69,-0.0,-0.0,-0.34,1
279,16.217,0.57,0.081,0.487,3.42,0.0,0.0,0.08091146,0.46797678,0.9086335,0.0,0.014617541,0.0,0.008305988,0.026610645,4.9904327,2.78606,0.45183212,0.9978621,0.0,0.5153593,0.8144141,0.237169,0.0,1.2996,0.3249,139129.0,0.0026809652,0.0,0.57,1.14,0.061663687,0.0,0.0,8422.4795,27.903044,-0.487,-0.57,-0.0,-0.0,-1.14,1
280,14.818,0.0,0.36,0.54,0.0,0.0,0.0,0.35227424,0.514136,0.998248,0.0,0.0139167,0.0815,0.036915503,0.0,4.9416423,2.6958427,0.49298796,0.0,0.9260616,0.0,0.0,0.2916,2.6569,0.0,0.0,26569.0,0.006134969,0.0,0.0,1.63,0.06748549,0.0,93.39212,8021.409,30.93972,-0.54,-0.0,-0.18,-1.63,-0.0,1
281,4.979,1.46,0.08,0.764,0.58,0.0,0.0,0.0799147,0.69181526,0.0,0.0,0.004405286,0.0435,0.008203445,0.0,3.8066626,1.605229,0.643427,0.52266544,0.0,0.13909245,0.2821348,0.583696,0.7569,0.0841,0.0,1440000.0,0.00083333335,0.0,0.0,0.0,0.20084354,0.0,0.0,2578.31,43.773975,-0.764,-0.14,-0.784,-0.0,-0.29,1
282,6.789,0.95,0.0,0.632,0.19,0.0,0.0,0.0,0.59075963,0.8134155,0.0,0.0131157385,0.0095,0.0,0.0,4.882802,1.9153037,0.55942786,0.18774621,0.0,0.641077,0.36270747,0.399424,0.0361,0.1444,0.0,755161.0,0.001150748,0.0,0.0,0.95,0.1472971,0.0,0.0,7563.043,36.210934,-0.632,-0.76,-0.03,-0.0,-0.38,1
283,3.946,0.4,0.096,1.453,2.21,0.0,0.38941833,0.09585261,0.99307,0.49826163,0.0,0.006307569,0.02,0.009844135,0.0,4.158883,1.3727024,0.89628446,0.97621775,0.92316,0.5370496,0.19737533,2.111209,0.16,0.04,0.0,263169.0,0.0019493178,0.0,1.2,2.62,0.2534212,0.0,92.24621,3666.93,83.25077,-1.453,-0.6,-0.129,-1.61,-0.2,1
284,2.9,0.0,0.132,0.531,0.91,0.0,0.0,0.13161701,0.5063959,0.381661,0.0,0.0027032439,0.0,0.013535685,0.0,3.3322046,1.0647107,0.48614514,0.7211323,0.0,0.0,0.0,0.281961,0.0,0.0,0.0,7569.0,0.011494253,0.0,0.0,2.75,0.3448276,0.0,0.0,1604.2819,30.424059,-0.531,-0.0,-0.0,-0.0,-0.0,1
285,5.058,1.53,0.083,0.732,0.61,0.0,0.0,0.08290473,0.6683586,0.0,0.0,0.004405286,0.046,0.008511075,0.0,3.8066626,1.6209712,0.6242874,0.5441271,0.0,0.14888503,0.2913126,0.535824,0.8464,0.09,0.0,1272384.0,0.0008865248,0.0,0.0,0.0,0.19770661,0.0,0.0,2578.31,41.94051,-0.732,-0.15,-0.753,-0.0,-0.3,1
286,2.22,0.0,0.192,0.867,1.56,0.0,0.0,0.19082253,0.76239103,0.0,0.0,0.0019022827,0.026,0.01968827,0.0,2.9957323,0.79750717,0.6998467,0.9154205,0.0,0.47770002,0.47770002,0.751689,0.2704,0.2704,0.0,17161.0,0.007633588,0.0,0.0,0.0,0.45045045,0.0,0.0,1145.9156,49.67544,-0.867,-0.52,-0.0,-0.0,-0.52,1
287,1.206,0.0,0.159,1.117,2.14,0.0,0.0,0.1583309,0.89878935,0.95801586,0.0,0.0006007209,0.021,0.016304348,0.019607844,1.9459101,0.1873091,0.8065229,0.97269267,0.0,0.6910695,0.39693043,1.247689,0.1764,0.1764,0.1764,13689.0,0.008547009,0.0,0.0,1.28,0.8291874,0.0,0.0,401.07047,63.999386,-1.117,-0.85,-0.0,-0.0,-0.42,1
288,1.733,0.06,0.052,0.01,4.48,0.0,0.17902957,0.05197657,0.009999833,0.91276395,0.0,0.0011013215,0.0,0.0053322394,0.0028011205,2.4849067,0.54985404,0.009999666,0.99974316,0.6169093,0.17808087,0.91702574,1e-04,0.0,2.4649,0.0036,195364.0,0.0022624435,0.0,0.54,1.15,0.57703406,0.0,41.25296,687.5494,0.5729578,-0.01,-0.18,-0.167,-0.72,-1.57,1
289,4.064,0.31,0.163,0.785,2.4,0.099833414,0.099833414,0.16227917,0.7068252,0.21978362,0.004800768,0.009110933,0.005,0.01671452,0.0,4.5217886,1.4021677,0.6555672,0.9836749,0.8144141,0.62306535,0.19737533,0.616225,0.01,0.04,0.0,667489.0,0.0012239902,0.1,1.04,2.92,0.246063,5.729578,65.31719,5271.212,44.97719,-0.785,-0.73,-0.065,-1.14,-0.2,1
290,24.785,0.9,0.0,0.841,1.8,0.0,0.0,0.0,0.7453102,0.7833269,0.0,0.029435322,0.27,0.0,0.0,5.6869755,3.2102387,0.68633837,0.946806,0.0,0.0,0.0,0.707281,29.16,0.0,0.0,120409.0,0.0028818443,0.0,0.0,0.9,0.040346984,0.0,0.0,16902.256,48.18575,-0.841,-0.0,-0.21,-0.0,-0.0,1
291,5.163,0.0,0.115,1.158,1.97,0.0,0.16918235,0.11474669,0.9160026,-0.82960916,0.0,0.006207449,0.0,0.011792453,0.0,4.1431346,1.6415178,0.820387,0.9618456,0.94576055,0.6106768,0.4853811,1.340964,0.0,0.2809,0.0,358801.0,0.001669449,0.0,1.61,4.12,0.19368584,0.0,102.55945,3609.634,66.34851,-1.158,-0.71,-0.057,-1.79,-0.53,1
292,5.392,0.08,0.077,0.348,3.43,0.0,0.0799147,0.07692394,0.34101838,0.6961352,0.0,0.011814177,0.0255,0.007895816,0.0,4.7791233,1.6849164,0.33460066,0.99790436,0.07982977,0.3274774,0.8976526,0.121104,0.2601,2.1316,0.0,2119936.0,0.0006868132,0.0,1.37,0.77,0.18545994,0.0,4.5836625,6818.1978,19.93893,-0.348,-0.34,-0.103,-0.08,-1.46,1
293,1.862,0.69,0.036,0.841,2.76,0.0,0.0,0.035992224,0.7453102,0.963983,0.0,0.0051061274,0.0,0.0036915503,0.0,3.9512436,0.6216512,0.68633837,0.99202025,0.597982,0.0,0.8177541,0.707281,0.0,1.3225,0.0,81225.0,0.003508772,0.0,0.69,1.84,0.5370569,0.0,39.53409,2979.3806,48.18575,-0.841,-0.0,-0.036,-0.69,-1.15,1
294,1.206,0.0,0.032,0.0,0.32,0.0,0.0,0.03199454,0.0,0.059964005,0.0,0.001401682,0.0,0.0032813782,0.0,2.7080503,0.1873091,0.0,0.30950692,0.0,0.37136024,0.6527067,0.0,0.0,0.6084,0.0,57600.0,0.004166667,0.0,0.26,0.06,0.8291874,0.0,0.0,859.4367,0.0,-0.0,-0.39,-0.032,-0.0,-0.78,1
295,6.487,0.0,0.0,0.702,3.7,0.0,0.0,0.0,0.6457461,0.86742324,0.0,0.0046055266,0.0525,0.0,0.0,3.8501475,1.8698002,0.6056357,0.9987782,0.0,0.0,0.0,0.492804,1.1025,0.0,0.0,70756.0,0.0037593986,0.0,1.05,1.05,0.15415446,0.0,0.0,2692.9016,40.221638,-0.702,-0.0,-0.263,-0.0,-0.0,1
296,1.494,0.0,0.105,0.0,2.27,0.0,0.0,0.10480717,0.0,-0.09824859,0.0,0.0009010813,0.016,0.010767022,0.029878618,2.3025851,0.4014571,0.0,0.9788786,0.30950692,0.30950692,0.56489956,0.0,0.1024,0.4096,0.4096,19321.0,0.007194245,0.0,0.32,3.24,0.66934407,0.0,18.33465,572.9578,0.0,-0.0,-0.32,-0.157,-0.32,-0.64,1
297,2.345,0.0,0.0,0.715,2.17,0.0,0.514136,0.0,0.6556174,-0.30809057,0.0,0.002102523,0.027,0.0,0.0,3.0910425,0.8522854,0.6138026,0.9742625,0.49298796,0.49298796,0.9260616,0.511225,0.2916,2.6569,0.0,16641.0,0.007751938,0.0,0.54,5.97,0.42643923,0.0,30.93972,1260.5072,40.966484,-0.715,-0.54,-0.318,-0.54,-1.63,1
298,2.0,0.0,0.0,0.759,3.27,0.0,0.998248,0.0,0.68819624,-0.12805477,0.0,0.0015018021,0.0815,0.0,0.0,2.7725887,0.6931472,0.64048755,0.9971152,0.0,0.9260616,0.0,0.576081,2.6569,0.0,0.0,1296.0,0.027777778,0.0,0.0,3.27,0.5,0.0,0.0,916.7325,43.487495,-0.759,-1.63,-0.253,-0.0,-0.0,1
299,2.623,0.0,0.08,0.242,2.45,0.0,0.0,0.0799147,0.23964483,0.8075581,0.0,0.0034040848,0.0,0.008203445,0.0,3.5553482,0.9643187,0.23738395,0.9852169,0.35399172,0.5079774,0.0,0.058564,0.0,0.0,0.0,59536.0,0.0040983604,0.0,2.07,0.94,0.38124284,0.0,21.199438,2005.3523,13.865579,-0.242,-0.56,-0.107,-0.37,-0.0,1
300,2.917,0.0,0.0,0.411,5.3,0.0,0.3428978,0.0,0.39952624,0.31607798,0.0,0.0059070885,0.035,0.0,0.01633987,4.0943446,1.0705557,0.38932145,0.9999502,0.78566384,0.33637553,0.33637553,0.168921,0.49,0.1225,0.1225,45369.0,0.0046948357,0.0,1.06,2.82,0.34281796,0.0,60.73353,3437.7468,23.548565,-0.411,-0.35,-0.0,-1.06,-0.35,1
301,1.888,3.44,0.116,0.0,4.13,0.0,0.3334871,0.11574002,0.0,0.88270736,0.0,0.0005006007,0.0,0.011894996,0.0,1.7917595,0.6355181,0.0,0.9994828,0.0,0.3274774,0.7739083,0.0,0.0,1.0609,0.0,4624.0,0.014705882,0.0,2.06,2.06,0.529661,0.0,0.0,343.7747,0.0,-0.0,-0.34,-0.0,-0.0,-1.03,1
302,2.542,0.0,0.08,0.295,2.45,0.0,0.0,0.0799147,0.29073986,0.8075581,0.0,0.0033039649,0.0,0.008203445,0.0,3.5263605,0.93295115,0.2867303,0.9852169,0.35399172,0.5079774,0.0,0.087025,0.0,0.0,0.0,57121.0,0.0041841003,0.0,2.07,0.94,0.39339104,0.0,21.199438,1948.0565,16.902254,-0.295,-0.56,-0.107,-0.37,-0.0,1
303,2.333,0.0,0.0,0.551,1.28,0.0,0.59719545,0.0,0.5235395,-0.058374144,0.0,0.002102523,0.032,0.0,0.0,3.0910425,0.847155,0.50126934,0.8564849,0.56489956,0.56489956,0.8564849,0.303601,0.4096,1.6384,0.0,14161.0,0.008403362,0.0,0.64,3.2,0.42863268,0.0,36.6693,1260.5072,31.569975,-0.551,-0.64,-0.459,-0.64,-1.28,1
304,1.494,0.0,0.106,0.0,2.28,0.0,0.0,0.10580161,0.0,-0.118130855,0.0,0.0009010813,0.016,0.010869565,0.014939309,2.3025851,0.4014571,0.0,0.9792925,0.30950692,0.30950692,0.57167,0.0,0.1024,0.4225,0.1024,19321.0,0.007194245,0.0,0.32,3.26,0.66934407,0.0,18.33465,572.9578,0.0,-0.0,-0.32,-0.159,-0.32,-0.65,1
305,2.333,0.0,0.0,0.554,1.28,0.0,0.59719545,0.0,0.5260931,0.54935545,0.0,0.002102523,0.032,0.0,0.0,3.0910425,0.847155,0.50351214,0.8564849,0.56489956,0.56489956,0.8564849,0.306916,0.4096,1.6384,0.0,14161.0,0.008403362,0.0,0.64,2.56,0.42863268,0.0,36.6693,1260.5072,31.741861,-0.554,-0.64,-0.369,-0.64,-1.28,1
306,2.616,0.0,0.14,0.07,0.94,0.0,0.0,0.13954312,0.06994285,0.0,0.0,0.002202643,0.009,0.014356029,0.0,3.1354942,0.96164644,0.06988589,0.7352223,0.0,0.5079774,0.0,0.0049,0.0324,0.0,0.0,36481.0,0.005235602,0.0,0.75,0.0,0.382263,0.0,0.0,1317.803,4.0107045,-0.07,-0.56,-0.07,-0.0,-0.0,1
307,2.9,0.0,0.133,0.532,0.91,0.0,0.0,0.13260823,0.50725794,0.381661,0.0,0.0027032439,0.0,0.013638228,0.0,3.3322046,1.0647107,0.4869084,0.7211323,0.0,0.0,0.0,0.283024,0.0,0.0,0.0,7569.0,0.011494253,0.0,0.0,2.75,0.3448276,0.0,0.0,1604.2819,30.481354,-0.532,-0.0,-0.0,-0.0,-0.0,1
308,1.333,0.0,0.0,0.309,0.0,0.0,0.0,0.0,0.30410615,0.971527,0.0,0.0010012015,0.0,0.0,0.0,2.3978953,0.28743204,0.29952708,0.0,0.0,0.0,0.0,0.095481,0.0,0.0,0.0,3136.0,0.017857144,0.0,1.81,1.81,0.7501876,0.0,0.0,630.2536,17.704395,-0.309,-0.0,-0.0,-0.0,-0.0,1
309,5.8,0.43,0.129,0.129,1.72,0.0,0.0,0.12864251,0.12864251,0.75784254,0.0,0.0045054066,0.0215,0.013228056,0.0,3.8286414,1.7578579,0.12828916,0.93786305,0.4053213,0.0,0.85912657,0.016641,0.1849,1.6641,0.0,13456.0,0.00862069,0.0,0.0,0.86,0.1724138,0.0,24.637186,2635.606,7.3911557,-0.129,-0.0,-0.0,-0.43,-1.29,1
310,1.2,0.0,0.161,1.133,2.17,0.0,0.0,0.16030535,0.9056881,0.9635582,0.0,0.0005006007,0.0215,0.016509434,0.020074697,1.7917595,0.18232156,0.8120435,0.9742625,0.0,0.69625765,0.4053213,1.283689,0.1849,0.1849,0.1849,12996.0,0.00877193,0.0,0.0,1.3,0.8333333,0.0,0.0,343.7747,64.916115,-1.133,-0.86,-0.0,-0.0,-0.43,1
311,3.718,1.37,0.055,0.718,1.72,0.0,0.0,0.054972276,0.65787977,0.857299,0.0,0.0060072085,0.017,0.005639869,0.0,4.1108737,1.3131859,0.61566895,0.93786305,0.0,0.3274774,0.3274774,0.515524,0.1156,0.1156,0.0,69696.0,0.003787879,0.0,0.68,1.03,0.26896182,0.0,0.0,3495.0425,41.13837,-0.718,-0.34,-0.0,-0.0,-0.34,1
312,5.289,0.65,0.066,0.906,0.82,0.0,0.0,0.06595209,0.78704244,0.0,0.0,0.0051061274,0.082,0.0067678425,0.0,3.9512436,1.6656291,0.7192068,0.67506987,0.0,0.1586485,0.1586485,0.820836,2.6896,0.0256,0.0,1245456.0,0.00089605735,0.0,0.0,0.0,0.18907166,0.0,0.0,2979.3806,51.909977,-0.906,-0.16,-0.663,-0.0,-0.16,1
313,1.74,0.06,0.052,0.01,4.49,0.0,0.17902957,0.05197657,0.009999833,0.8866269,0.0,0.0011013215,0.0,0.0053322394,0.0028011205,2.4849067,0.5538851,0.009999666,0.99974823,0.6169093,0.17808087,0.91702574,1e-04,0.0,2.4649,0.0036,195364.0,0.0022624435,0.0,0.54,1.09,0.57471263,0.0,41.25296,687.5494,0.5729578,-0.01,-0.18,-0.167,-0.72,-1.57,1
314,2.576,0.34,0.037,0.322,0.58,0.0,0.0,0.03699156,0.3164644,0.54802394,0.0,0.004705647,0.023,0.0037940936,0.0,3.871201,0.9462378,0.31131423,0.52266544,0.22602835,0.22602835,0.52266544,0.103684,0.2116,0.3364,0.0,151321.0,0.002570694,0.0,0.92,0.58,0.38819876,0.0,13.178029,2750.1975,18.449242,-0.322,-0.23,-0.094,-0.23,-0.58,1
315,1.357,0.0,0.0,1.284,2.46,0.0,0.0,0.0,0.9591551,0.0,0.0,0.00040048058,0.0,0.0,0.0,1.609438,0.3052764,0.857547,0.98550755,0.0,0.0,0.0,1.648656,0.0,0.0,0.0,361.0,0.05263158,0.0,1.23,0.0,0.7369197,0.0,0.0,286.4789,73.56778,-1.284,-0.0,-0.0,-0.0,-0.0,1
316,4.35,0.0,0.134,0.672,0.0,0.0,0.0,0.13359934,0.6225524,0.0,0.0,0.0030036042,0.0,0.013740771,0.0,3.4339871,1.4701759,0.58629394,0.0,0.0,0.0,0.7211323,0.451584,0.0,0.8281,0.0,7569.0,0.011494253,0.0,0.0,0.0,0.22988506,0.0,0.0,1776.1692,38.502766,-0.672,-0.0,-0.269,-0.0,-0.91,1
317,4.818,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,-0.8537708,0.0,0.0024028835,0.0,0.0,0.0,3.218876,1.5723588,0.0,0.8642754,0.0,0.8642754,0.0,0.0,0.0,0.0,0.0,2809.0,0.018867925,0.0,1.31,5.26,0.207555,0.0,0.0,1432.3945,0.0,-0.0,-1.31,-0.199,-0.0,-0.0,1
318,2.698,0.0,0.08,0.268,2.44,0.0,0.0,0.0799147,0.26480335,0.80161995,0.0,0.004104926,0.0,0.008203445,0.0,3.7376697,0.99251074,0.26176286,0.9849205,0.35399172,0.5079774,0.0,0.071824,0.0,0.0,0.0,63001.0,0.003984064,0.0,2.06,0.93,0.37064493,0.0,21.199438,2406.4229,15.3552685,-0.268,-0.56,-0.107,-0.37,-0.0,1
319,2.623,0.0,0.08,0.241,2.45,0.0,0.0,0.0799147,0.23867385,0.8075581,0.0,0.0034040848,0.0,0.008203445,0.0,3.5553482,0.9643187,0.23644006,0.9852169,0.35399172,0.5079774,0.0,0.058081,0.0,0.0,0.0,59536.0,0.0040983604,0.0,2.07,0.94,0.38124284,0.0,21.199438,2005.3523,13.808283,-0.241,-0.56,-0.107,-0.37,-0.0,1
320,1.494,0.0,0.105,0.0,2.28,0.0,0.0,0.10480717,0.0,-0.10819513,0.0,0.0009010813,0.016,0.010767022,0.014939309,2.3025851,0.4014571,0.0,0.9792925,0.30950692,0.30950692,0.57167,0.0,0.1024,0.4225,0.1024,19321.0,0.007194245,0.0,0.32,3.25,0.66934407,0.0,18.33465,572.9578,0.0,-0.0,-0.32,-0.157,-0.32,-0.65,1
321,4.617,0.0,0.511,0.511,0.0,0.0,0.0,0.48904973,0.48904973,0.0,0.0,0.0026031237,0.0,0.05239951,0.0,3.295837,1.5297451,0.470724,0.0,0.0,0.0,0.0,0.261121,0.0,0.0,0.0,47089.0,0.004608295,0.0,0.0,0.0,0.21659087,0.0,0.0,1546.9861,29.278143,-0.511,-0.0,-0.0,-0.0,-0.0,1
322,4.592,1.24,0.05,1.152,2.49,0.0,0.0,0.04997917,0.9135791,0.945784,0.0,0.012014417,0.0155,0.0051271534,0.014472456,4.7957907,1.5243157,0.8184155,0.9863457,0.0,0.8454556,0.3004371,1.327104,0.0961,0.0961,0.0961,121801.0,0.0028653296,0.0,0.62,1.24,0.21777004,0.0,0.0,6932.7896,66.00474,-1.152,-1.24,-0.0,-0.0,-0.31,1
323,1.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030036044,0.0,0.0,0.0,1.3862944,0.23586233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.05263158,0.0,0.0,0.0,0.7898894,0.0,0.0,229.18312,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1
324,4.617,0.0,0.511,0.511,0.0,0.0,0.0,0.48904973,0.48904973,0.0,0.0,0.0026031237,0.0,0.05239951,0.0,3.295837,1.5297451,0.470724,0.0,0.0,0.0,0.0,0.261121,0.0,0.0,0.0,47089.0,0.004608295,0.0,0.0,0.0,0.21659087,0.0,0.0,1546.9861,29.278143,-0.511,-0.0,-0.0,-0.0,-0.0,1
