,oz2_relu,oz14_relu,oz22_relu,oz1_relu,oz24_relu,oz7_rbfFeature,oz5_rbfFeature,oz20_rbfFeature,oz19_rbfFeature,oz17_rbfFeature,oz25_degree,oz6_degree,oz1_degree,oz21_degree,oz2_degree,oz13_zscore,oz24_zscore,oz3_zscore,oz9_zscore,oz1_zscore,oz7_tanh,oz13_tanh,oz1_tanh,oz17_tanh,oz2_tanh,oz20_square,oz16_square,oz1_square,oz17_square,oz9_square,oz3_radian,oz1_radian,oz15_radian,oz20_radian,oz12_radian,oz9_sin,oz1_sin,oz4_sin,oz5_sin,oz19_sin,oz26
187,-0.0,-0.0,0.9163447,-0.0,1.5832072,-0.1487099,-0.011475892,0.16501936,-0.0019162815,0.27333724,88.00855,42.2381,-69.84998,-61.270004,-40.912186,-1.5663489,1.5839994,-1.0892733,0.35465136,-1.2197223,-0.84592324,-0.9163175,-0.8393921,0.8993495,-0.6132117,0.008751972,0.013481772,1.4862348,2.1573918,0.1256518,-0.019001897,-0.021277523,0.008714149,-0.0016327898,0.005057948,0.3470971,-0.9387939,-0.9988094,0.45369542,0.026583446,-0.018512757
188,-0.0,-0.0,0.315363,-0.0,-0.0,-0.13884279,0.09059927,-0.11142482,-0.15816496,0.15618654,53.924072,91.22226,-15.145894,-54.182785,-61.940983,-1.4977478,-0.9608554,1.6015099,0.6732383,-0.264478,-0.78618723,-0.90460443,-0.25835574,-0.28049874,-0.7935971,0.7108117,2.5736358,0.06987867,0.083072685,0.45279652,0.027937641,-0.0046137036,0.0008595377,0.01471481,-0.018105032,0.6232577,-0.2612778,-0.5416302,0.99367684,0.25040558,1.371951
189,0.7627051,1.3420967,-0.0,1.3423398,0.17370518,0.1598723,-0.03550162,-0.2378669,-0.2406101,0.16880222,-25.945906,-71.39662,76.9104,56.614937,43.69978,0.22024567,0.1737921,1.4980519,-1.3868403,1.3430114,0.93878686,0.21664722,0.8722331,-0.87266386,0.6426676,1.8713852,2.294543,1.8018761,1.8067214,1.9214029,0.026132861,0.023428248,0.011542704,0.023875857,0.00713586,-0.98300064,0.9740171,-0.46684796,-0.00078100024,0.4984381,-1.0603197
190,1.5595709,-0.0,0.6159273,0.81449145,-0.0,0.115068875,0.27523968,0.031565838,-0.11440794,0.27313837,88.28664,6.6079445,46.66692,-32.854042,89.35683,-1.2814559,-0.054343916,-0.7724273,1.4279385,0.814899,-0.73368925,-0.8567019,0.6720605,0.14566761,0.9153509,0.014438542,2.6032026,0.6633963,0.021524189,2.0369692,-0.013474658,0.014215558,-0.013271432,0.002097196,-0.026091663,0.9897112,0.7273767,-0.44543874,0.5531251,0.95846134,-0.42638075
191,1.3288406,0.5543739,0.0448895,1.0039214,0.9027229,0.025308633,0.24562931,0.22479342,-0.061987597,0.25615996,-57.283527,-93.01177,57.520454,44.34692,76.136955,-0.47285905,0.9031746,-0.5778222,-0.42829472,1.0044237,-0.724521,-0.44031584,0.76323617,0.64510846,0.8689657,0.109690696,1.2423553,1.0078582,0.5880969,0.18325295,-0.010079857,0.017521733,0.014949991,-0.005780458,0.003985525,-0.4151253,0.8435832,0.5323565,-0.91477084,0.02661859,-1.0011529
192,0.5095783,-0.0,-0.0,-0.0,0.5230157,0.060802493,-0.06069477,-0.22391815,0.20952445,-0.27958816,26.902197,-86.68983,-8.345804,-96.41829,29.196684,-0.776802,0.5232774,-1.4222124,0.8907266,-0.14573465,-0.88169354,-0.6506433,-0.14464025,-0.405002,0.46961656,0.70474464,0.8528362,0.021217352,0.18457162,0.7926005,-0.024809873,-0.0025422776,0.019027893,-0.014651877,0.023592278,0.7772487,-0.14514722,0.18235955,0.8062019,0.9877074,0.5711499
193,1.3239871,1.4762181,-0.0,1.8927598,0.4545116,-0.017346742,0.046191826,0.18778105,0.2725366,0.26096734,89.48315,-58.09671,108.44714,94.19447,75.85887,-1.5607411,0.45473903,1.1160705,1.5569286,1.8937069,-0.91137636,-0.91541404,0.9556133,-0.19189703,0.86777204,0.008067121,0.4843164,3.5825396,0.037754823,2.4216027,0.019469364,0.03303489,0.02982023,-0.001567605,0.02824385,0.9998928,0.94861597,0.98966146,-0.9875331,0.8862338,1.5031909
194,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12465273,-0.022325756,0.013676409,-0.2826658,-0.1156364,36.19489,95.0727,-82.07202,21.074568,-36.340267,0.08801958,-0.14593227,-1.652707,0.79432535,-1.4331439,0.18527474,0.087749295,-0.8921629,0.89154613,-0.56097674,0.18382473,0.38915676,2.0518472,2.0432203,0.6303218,-0.028830752,-0.025000568,-0.018970996,-0.007483062,0.017194202,0.7131126,-0.9904422,-0.7741181,-0.989552,0.30987874,0.10539285
195,-0.0,-0.0,1.5968771,-0.0,0.5350228,-0.28224984,0.27997535,0.0457169,0.018380793,-0.28244805,-20.50707,90.89812,-122.073204,26.735054,-96.17455,-1.4115629,0.5352905,-1.244931,-0.57820547,-2.1316454,-0.28280082,-0.887676,-0.97218055,0.82115096,-0.93267477,1.5214205,0.8492569,4.539369,1.346391,0.3339872,-0.021717278,-0.037185628,0.020029064,0.021527916,0.01576272,-0.5462798,-0.84737027,0.9879017,0.17790905,-0.6272166,0.37752533
196,0.08537124,1.6699978,1.2477866,-0.0,0.54914844,0.1801715,0.042988032,-0.061421495,-0.025782803,0.27716675,89.51205,52.172802,-24.087763,-49.98897,4.8914113,-0.4636124,0.5494232,-1.2749196,-0.5007655,-0.42062116,0.8739861,-0.4328354,-0.39727643,0.7084612,0.085164435,0.8138205,2.009347,0.17674522,0.78161085,0.2505153,-0.022240415,-0.0073375525,0.01771416,0.015744964,0.007215468,-0.47987747,-0.4081355,0.26421967,-0.11188821,-0.13471857,1.1472464
197,-0.0,-0.0,-0.0,-0.0,1.0774474,-0.010223787,-0.28002012,-0.23910432,0.2811352,0.04015164,-34.255543,-48.859398,-19.319033,27.118797,-35.19421,-0.5127875,1.0779866,0.54389936,0.789387,-0.33734947,0.2788828,-0.47191492,-0.32495818,-0.8724609,-0.5471153,0.7276821,1.2884288,0.11369087,1.804436,0.62250865,0.009488086,-0.0058849147,-0.028120482,-0.014888406,-0.002762672,0.70964354,-0.33082792,0.8589441,0.94457906,0.9946309,1.6541173
198,0.044932876,-0.0,-0.0,-0.0,-0.0,0.24663806,0.06546733,-0.27291706,-0.077725366,0.27111623,-53.765526,-33.49144,-23.685808,-33.665962,2.574464,-0.55016154,-1.3604032,-1.2114261,1.4614358,-0.4136022,-0.9105437,-0.50043505,-0.39135185,0.8533095,0.04490266,0.54425234,0.41590226,0.17089571,1.6083353,2.133659,-0.0211328,-0.0072151097,-0.012882757,0.012875898,0.005785361,0.9939461,-0.40172097,0.99990624,0.5128,0.07909671,1.7369577
199,-0.0,1.2117424,-0.0,-0.0,1.3792094,0.17000435,-0.27047545,-0.28263357,0.25537953,0.23293848,-84.20709,-60.231506,-40.566837,-73.83312,-53.885216,-1.6368712,1.3798995,-0.5900832,1.3906965,-0.7083792,0.48825246,-0.92691875,-0.6094368,0.7544904,-0.7354402,0.00027672658,1.5786338,0.50129926,0.9668764,1.9321029,-0.010293744,-0.012357366,-0.019114131,-0.00029033728,-0.026212845,0.983701,-0.65033466,0.5468825,-0.15601614,0.35335737,0.61746144
200,-0.0,-0.0,0.026464052,-0.0,-0.0,-0.26926005,0.2823002,-0.253254,0.27606362,0.013382847,77.72403,-84.380424,-130.654,-80.04064,-88.01793,0.51898247,-1.4728857,-1.6544158,-0.4225001,-2.281484,-0.8389587,0.4767137,-0.9793066,-0.33422828,-0.91148007,0.95464313,0.64449346,5.1999636,0.12081234,0.17832783,-0.028860562,-0.03979949,-0.020597493,0.017052887,0.024507992,-0.40984926,-0.7586574,-0.9849832,-0.895155,0.6803115,-0.7848849
201,-0.0,0.6578074,1.603656,-0.0,-0.0,-0.25658458,-0.1658479,0.09157111,0.2227183,-0.070055306,-17.38516,-75.16266,-68.85301,45.32313,-44.330666,0.3476509,-1.5832503,-0.56233805,1.4134218,-1.2023132,-0.08049101,0.33413613,-0.834176,0.82512677,-0.64908504,0.853425,0.18934631,1.4441115,1.3751591,1.9957632,-0.009809743,-0.02097383,-0.022209866,0.016123528,-0.014104254,0.9875311,-0.932658,-0.44060796,-0.5199261,-0.5228737,-0.15200013
202,0.4059753,1.475205,0.11123593,0.20910981,1.3236036,0.16880174,-0.21720694,-0.27065268,-0.04827192,0.0023631107,-5.6521583,-95.79865,11.981109,-74.30085,23.260672,-0.54425937,1.324266,-0.32591462,-1.6573318,0.20921445,-0.8703427,-0.4960001,0.20611428,-0.80728734,0.38505,0.0012527588,1.1217853,0.043726914,1.2525886,2.744002,-0.0056854384,0.0036496548,0.026756959,-0.00061774766,-0.016817942,-0.9963294,0.2075892,-0.46154293,-0.6548383,-0.9955453,-1.026974
203,-0.0,-0.0,1.3430159,-0.0,1.2691205,0.08843852,-0.28080934,-0.13982762,-0.27358264,0.2352213,-53.514835,35.874584,-15.558403,69.355385,-8.228786,-0.37588763,1.2697555,-0.54971814,1.604148,-0.27168125,-0.48342642,-0.35896704,-0.2650622,-0.9091567,-0.14264005,1.790545,2.6133964,0.07373689,2.318434,2.5707176,-0.009589593,-0.004739361,-0.0135239875,-0.023354469,-0.021855395,0.9994703,-0.2682205,0.9712412,0.18613769,0.199851,1.352852
204,-0.0,-0.0,0.36894828,0.22973216,-0.0,-0.28259388,-0.00016317451,-0.27552834,-0.07385509,0.21258321,-11.4178,5.7175684,13.162683,-43.994843,-45.49751,-0.16742331,-0.5205649,1.7469916,1.1456656,0.2298471,-0.87335104,-0.1657949,0.2257742,0.43163088,-0.66071486,0.30490056,0.02810346,0.052776862,0.21335092,1.3112373,0.030475507,0.0040095826,0.004112403,-0.009637324,0.02572813,0.91074836,0.22771673,-0.9985391,-0.72268,-0.54719967,0.73863494
205,-0.0,-0.0,0.07760847,-0.0,-0.0,0.034407917,0.2400001,-0.19285378,-0.10824734,-0.13413976,64.549774,-82.35456,-21.241423,86.398346,-57.08006,0.9087221,-1.403075,1.0804121,-1.1417288,-0.3709183,0.5856719,0.7202997,-0.35463253,0.17200753,-0.7600084,2.5474026,1.7648174,0.1374428,0.030183734,1.302241,0.018847318,-0.0064705075,0.029597744,0.027856475,-0.014164964,-0.9091163,-0.36229852,-0.16694406,-0.7213522,-0.10950374,0.53506076
206,0.7926796,1.2289388,-0.0,-0.0,-0.0,-0.11151121,0.22964391,-0.22114967,0.24138887,0.2540691,72.54642,-29.600409,-4.626824,37.801693,45.417194,-1.349999,-1.0371761,-1.5176783,0.5507832,-0.080793716,0.9222136,-0.87389356,-0.08057824,-0.91293496,0.6599244,0.30687395,2.7439179e-05,0.0065210974,2.3866212,0.30305883,-0.026475236,-0.0014094112,0.0024947634,-0.009668462,-0.017377675,0.52312005,-0.08066557,0.82963777,-0.8082072,-0.13612105,-0.07765426
207,-0.0,0.5321634,1.5173334,-0.0,-0.0,0.19380464,-0.2104893,-0.21193251,-0.28210708,-0.20030609,57.475067,32.31642,-54.499012,95.844765,-58.70128,0.13887608,-0.6699373,-0.435056,-0.60496324,-0.9516632,0.018603642,0.13792196,-0.74032,0.810654,-0.77170545,0.43324086,1.2480628,0.9047572,1.274491,0.36561456,-0.007589362,-0.01660135,-0.005018034,0.0114879375,-0.02173492,-0.56848294,-0.8141056,0.99970466,-0.30636922,0.99652874,0.9507732
208,-0.0,1.6380819,0.6041614,-0.0,0.64314485,-0.016439997,-0.019447189,0.28150135,-0.26624793,0.017126892,32.87988,-44.30465,-105.21642,84.08289,-86.05553,-0.10118493,0.64346665,-1.2014974,-0.776148,-1.837292,-0.86295724,-0.100790925,-0.9504458,0.17134586,-0.9055004,0.51673156,0.36797923,3.372266,0.029947309,0.60180336,-0.020959597,-0.032050755,-0.010729259,-0.012546132,0.0014211005,-0.70025873,-0.96494126,-0.30881566,-0.16001952,0.79347557,-0.31843194
209,1.5667981,-0.0,-0.0,0.94370514,0.90573615,-0.28168148,0.27090037,-0.109055445,0.13409884,0.22045423,-99.328636,-13.452131,54.07032,-41.09594,89.77091,-0.24486554,0.9061894,-0.4969949,0.7909741,0.9441773,-0.2553286,-0.23997076,0.73691994,-0.6914893,0.91651493,2.3424454,2.0779173,0.8905794,0.7238676,0.62501436,-0.00866986,0.016470762,0.0075599235,0.02671235,0.027739454,0.71076035,0.8097378,0.3910133,0.9480562,0.98840034,0.22143358
210,0.5538958,-0.0,0.10446677,0.7213957,0.74958104,0.27552328,0.19442175,0.034702398,-0.2675459,0.09415864,-84.30442,-41.018612,41.332924,81.190575,31.735888,0.009005163,0.74995613,0.7048761,0.6487517,0.72175664,0.73339295,0.009000416,0.61777306,0.33048254,0.5034343,1.2653316,0.01571845,0.52041173,0.11790287,0.4204579,0.012296257,0.01259073,-0.0031011384,0.019632678,-0.02750436,0.60393363,0.6604333,0.7146263,0.42683488,0.81449753,-1.1701801
211,1.2187854,1.1079016,0.501543,0.76460814,1.1878357,-0.0055970666,-0.15565029,-0.031155279,0.15007928,0.090146184,-28.395943,-56.89619,43.80882,-21.05503,69.83125,1.2814292,1.1884301,-0.7099777,0.5096076,0.76499075,0.17514993,0.8566948,0.6437832,-0.8130411,0.8392955,1.1169369,0.24103983,0.5846256,1.2903507,0.2594402,-0.012385251,0.01334493,-0.027943805,0.018445553,-0.024760244,0.48761225,0.69225425,0.34631374,-0.91468,0.71331614,-1.4873182
212,1.154921,1.3782083,0.84271663,1.0824178,-0.0,0.23784985,-0.15326169,0.24449392,0.27159953,0.24035569,54.814846,-27.1431,62.01797,-40.333366,66.1721,0.866906,-1.4845754,0.17320769,-0.018024728,1.0829594,0.8999472,0.69957745,0.79409397,0.7041686,0.8193778,2.9923053,2.2876823,1.1716284,0.76653785,0.0003245659,0.0030215327,0.018891755,-0.009153457,-0.030191196,-0.025569273,-0.018014738,0.8830948,0.7081296,0.4343343,0.49455366,-0.9243692
213,0.27242914,0.5409109,1.5715574,0.62786543,-0.0,0.21735668,-0.2826027,0.07552459,-0.27246985,-0.28158155,73.39198,-11.011537,35.974037,55.38199,15.609039,1.600389,-1.5677401,1.0202917,-1.6189462,0.6281796,-0.7384284,0.9216066,0.55658066,0.1354535,0.2658837,0.030058011,2.4954894,0.39421502,0.018575285,2.6183658,0.017798545,0.010958319,0.026413945,-0.0030259204,0.016921062,-0.9988797,0.5874186,-0.6691019,-0.88757616,-0.3700646,-1.3304975
214,-0.0,1.4882314,-0.0,-0.0,1.1376612,-0.2800781,0.23744637,0.27525124,-0.027776808,-0.065976836,-22.982311,-20.747082,-59.37259,29.597012,-25.625345,-0.43071738,1.1382304,-1.572014,-0.4741177,-1.0367658,-0.9246457,-0.4057407,-0.7764018,-0.8617343,-0.41963315,2.126993,1.4010366,1.0738083,1.6901121,0.22456281,-0.027423099,-0.018085927,-0.012664158,-0.025454255,0.0010704666,-0.45634267,-0.8604984,-0.64122885,0.9882477,-0.07325922,1.3669199
215,-0.0,-0.0,0.34531918,-0.0,-0.0,-0.062939025,0.14375438,-0.19042823,0.27414325,0.114615254,-21.405241,-75.0438,-42.221737,4.5955024,-69.99892,-0.2657535,-0.5774397,1.1471989,0.9725132,-0.7372771,-0.8854317,-0.2595451,-0.6272737,0.8991427,-0.84015834,0.013957457,0.843531,0.54303396,2.1542182,0.94483614,0.020012384,-0.012861477,0.002848981,-0.0020619612,0.022744358,0.8260298,-0.6720016,0.9997054,-0.8099824,0.9537456,0.6645835
216,0.23391627,0.94701993,-0.0,-0.0,0.29787245,0.16873854,-0.08715766,0.08549994,0.018546686,0.08813495,27.813957,49.335926,-23.79504,40.88661,13.402414,1.0765756,0.2980215,-1.5204848,1.4116467,-0.41550964,-0.79868567,0.7917249,-0.3929651,0.7367984,0.22974125,0.4702704,2.622541,0.1724756,0.8900774,1.9907539,-0.026524194,-0.0072483844,0.0019718232,-0.011968816,-0.025699278,0.98725027,-0.40346614,0.536627,-0.1982979,0.1336309,1.4533008
217,-0.0,1.206605,0.9144922,-0.0,0.73565733,0.015739048,0.17524414,-0.057684083,0.22575527,-0.26782212,59.532288,59.77538,-40.10015,-79.74535,-26.847158,-0.24035117,0.73602545,-0.43487844,-0.610088,-0.7002299,-0.23280354,-0.2357139,-0.60429144,-0.7415039,-0.43704426,1.173869,0.59466714,0.4898316,0.90975714,0.37183514,-0.0075862645,-0.0122152055,0.028107936,-0.01890981,-0.008564772,-0.5726895,-0.6441257,0.11151731,0.83667773,0.9653177,1.060615
218,-0.0,1.4486156,-0.0,-0.0,0.82779545,-0.2617974,0.28268817,-0.2827823,0.029267393,-0.26055044,41.78393,-28.661709,-35.669033,78.28599,-61.089108,1.6580586,0.82820964,0.78239685,-0.3216658,-0.6228536,0.62960017,0.929843,-0.5528955,-0.35086623,-0.7880276,0.34288502,1.9210513,0.38755864,0.13427183,0.103365414,0.013648571,-0.010865409,-0.027330853,0.010220017,-0.01005943,-0.31599474,-0.5831022,-0.9999985,-0.991198,0.46661037,-0.5945486
219,-0.0,-0.0,-0.0,-0.0,1.3546479,-0.20690444,-0.2826266,-0.27966636,-0.12730035,-0.23000485,-68.66404,-23.243324,-79.17297,95.91399,-62.775684,-0.30876672,1.3553257,-1.1061935,0.8117519,-1.3825206,-0.36649865,-0.29917413,-0.8813602,-0.83007145,-0.7989283,0.9223946,0.29868546,1.9094517,1.4122142,0.6582822,-0.019297063,-0.024117468,0.018973868,0.016762381,0.0014175754,0.72521454,-0.9821988,0.99986976,-0.40759882,0.8503864,0.56893426
220,-0.0,-0.0,-0.0,-0.0,-0.0,-0.13638201,-0.25780037,-0.2277182,-0.1395109,-0.22112593,-77.20755,-53.62812,-35.440243,34.008286,-71.00574,-0.95356154,-1.2376887,1.1463667,0.8773501,-0.61885846,-0.9181083,-0.7411763,-0.5501169,-0.51300716,-0.84525126,1.5321538,2.097258,0.38260278,0.32126507,0.7689734,0.019997869,-0.010795715,0.022607272,-0.02160372,-0.01358223,0.76876724,-0.57985353,0.8279372,-0.93699807,0.99624234,0.29095116
221,-0.0,0.5167932,0.3886001,-0.0,-0.0,-0.19336046,0.24186544,-0.27369094,0.008234925,0.19661058,-5.6018057,90.556206,-61.705273,61.66102,-46.542297,-0.4891782,-0.20763832,-0.5148265,1.5947024,-1.077499,0.916727,-0.4533696,-0.79206914,0.7527308,-0.6708661,2.160121,5.72912e-05,1.1598433,0.9588839,2.5405326,-0.008980923,-0.018796502,0.009484588,0.025651716,-0.003403633,0.99973303,-0.880521,0.82570434,0.38427863,0.023749465,0.6198959
222,1.6680129,1.3321702,1.687707,1.6472615,-0.0,-0.019880515,0.13969263,0.07550251,-0.01928519,0.060099125,87.96195,86.03624,94.38113,3.2854323,95.57009,-1.1410985,-0.51657456,0.183068,-1.2208236,1.6480857,0.6324853,-0.81459177,0.92848086,-0.55413634,0.9312885,2.4911103,1.5698074,2.7134705,0.38978913,1.4889199,0.0031935417,0.028750136,0.014597554,-0.02754697,-0.010137944,-0.93917257,0.99707794,0.92033684,0.99223787,-0.34371257,1.4998381
223,1.6421692,1.478639,-0.0,1.2182229,-0.0,0.19299878,0.19334106,-0.14715338,0.20233816,-0.24002022,84.361404,-67.659966,69.79903,-60.30118,94.08936,-0.9744469,-0.3294194,-0.818407,-0.60799444,1.2188324,-0.60418344,-0.7504391,0.8391292,-0.4381552,0.9277752,0.51224464,0.59635484,1.484067,0.22084868,0.36928755,-0.014276753,0.021262,-0.019959668,0.012491543,-0.024230381,-0.5709728,0.9384872,0.95843965,0.80341107,-0.92079866,1.2802453
224,0.5404224,-0.0,-0.0,-0.0,1.4727774,-0.26872587,0.050416946,-0.2383135,0.24111962,-0.058998007,-25.051477,-83.51082,-12.58992,-33.109966,30.96392,-1.2085632,1.4735143,-1.5276772,0.6172606,-0.21984553,0.85646725,-0.8360661,-0.21626602,0.8952943,0.49330765,1.3142592,0.08479009,0.048283722,2.096669,0.38062963,-0.026649661,-0.0038351093,-0.013629717,0.020008653,0.016018655,0.57855165,-0.21797156,0.66780734,-0.95655954,0.03374318,0.6297888
225,-0.0,0.22821821,0.8653136,0.17623992,-0.0,-0.13303636,0.28111023,-0.19987907,0.21853222,-0.23573096,-15.901522,1.9405549,10.097803,1.8140179,-20.526094,-1.5422556,-0.034343068,1.3944279,-1.1375334,0.17632811,-0.82772535,-0.9123695,0.17443761,-0.5422461,-0.34366983,0.7961591,0.56377363,0.031060511,0.36885187,1.2926884,0.024325186,0.0030759668,-0.0059735365,0.015573179,-0.02640559,-0.90736175,0.17532898,-0.41713125,-0.73170716,-0.3937675,0.8371449
226,-0.0,0.8991021,0.74712783,-0.0,0.5897389,-0.038286068,-0.08078488,0.20571473,-0.124925375,0.26205277,-17.970448,-74.15266,-16.232672,91.61265,-49.580017,-0.4218891,0.590034,0.77297837,0.011494612,-0.28345534,-0.7132328,-0.3983432,-0.2759691,0.60874736,-0.69899607,1.0840523,1.2886231,0.08026658,0.49974832,0.00013199398,0.01348427,-0.0049447548,-0.020868609,0.01817199,0.0097542675,0.011488611,-0.27953866,-0.6293915,-0.95807976,0.5338331,0.2293741
227,-0.0,0.17842877,0.2441416,-0.0,-0.0,-0.24119285,0.23064584,-0.2811117,0.22939108,0.2399391,67.905556,-97.81067,-24.311167,-46.82813,-66.32003,0.5042847,-0.23123255,1.013597,0.52168715,-0.42452225,0.7832376,0.4652826,-0.4005551,-0.533534,-0.82022446,0.0046107867,0.00047444692,0.18003893,0.35411122,0.27188534,0.017681759,-0.0074056056,-0.009340891,0.001185127,-0.011678021,0.49811736,-0.41169202,0.81815994,0.79776275,-0.92206955,0.9796802
228,-0.0,1.3142757,-0.0,-0.0,1.7041548,-0.26004884,-0.07560176,0.08916925,-0.28284135,-0.2798801,31.389791,25.089132,-10.854135,3.8446047,-34.449284,-0.87519574,1.7050076,0.69085765,1.3805912,-0.18953519,0.57251513,-0.7037835,-0.18720625,-0.91803414,-0.5379409,0.9638807,0.00794674,0.035887666,2.484963,1.9041259,0.01205171,-0.0033063586,-0.00024648348,0.017135194,0.016781157,0.9818347,-0.18830934,-0.46614268,-0.93844664,-0.5663527,0.46444806
229,0.04760127,-0.0,1.2956783,-0.0,-0.0,-0.19363478,-0.0920847,0.21773958,0.18641709,-0.09358198,45.533817,83.17804,-36.907288,16.092777,2.727352,-1.4427474,-1.7635089,-1.5680386,-0.48948747,-0.64447606,-0.20283444,-0.8941048,-0.5677211,-0.0045990516,0.047565352,0.033230986,1.2114342,0.414934,2.1151574e-05,0.2393584,-0.02735375,-0.011242603,0.024181718,0.003181625,-0.0188446,-0.46995753,-0.600522,-0.07778694,-0.36076787,0.8613809,1.3796312
230,0.81811225,-0.0,0.97255564,0.17100166,-0.0,-0.25618863,0.15416671,-0.19840026,-0.08545392,0.27098617,85.713684,67.95055,9.797672,-96.02171,46.87438,-0.99429375,-1.5393041,-0.948849,1.4693797,0.17108722,-0.36711606,-0.75897646,0.16935413,-0.5998038,0.67404103,0.24994406,2.5428038,0.029241567,0.48002824,2.1569173,-0.016552256,0.002984542,0.027048051,0.00872567,-0.0037235098,0.99478704,0.17016949,-0.99988234,-0.99292225,0.99833673,-1.9254147
231,0.8928977,-0.0,1.2913026,1.3702067,-0.0,-0.16075754,-0.060459953,-0.13678414,0.01265841,0.1765055,88.88115,0.88436663,78.50706,-50.17298,51.159267,-1.5365815,-0.2790518,1.5285476,-1.5900638,1.3708923,-0.53622806,-0.9114141,0.8787393,-0.6877096,0.7128221,1.5692664,2.4136255,1.8774664,0.7116561,2.5257745,0.026664846,0.023914618,0.007396394,-0.021863803,0.009717722,-0.9998294,0.9799493,0.082355306,-0.9903948,-0.20091061,-0.8429748
232,-0.0,0.1840061,0.569556,-0.0,-0.0,0.27427602,0.18264048,0.27884978,0.23786774,0.21462096,-49.18858,-93.10818,-36.863277,-54.943714,-77.8972,1.0817506,-0.9591947,0.7632916,-0.14967577,-0.6437075,0.060799662,0.7936473,-0.56720036,-0.16155034,-0.87629163,0.74681807,1.4311026,0.41394502,0.02656189,0.022380432,0.013315288,-0.011229197,0.023449695,-0.015082897,0.008359468,-0.14904352,-0.5999076,-0.33407897,-0.015596091,0.6024736,-0.008293521
233,-0.0,-0.0,0.80816114,-0.0,-0.0,-0.23605573,0.17421855,-0.03217399,-0.17823982,-0.11962667,-40.38827,-67.30266,-65.6004,-85.8437,-43.67037,-0.53096974,-1.3284639,-0.51874715,-0.9488123,-1.145516,0.48614687,-0.4859192,-0.81607187,0.823269,-0.6423661,0.16858752,0.2571369,1.3108947,1.3616059,0.89934456,-0.009049317,-0.019983027,0.018554248,-0.007166219,-0.017476331,-0.81244755,-0.9106866,0.35583335,-0.76571745,-0.20588878,0.3976885
234,1.415325,1.5987018,1.0532671,1.0235101,1.128272,-0.17447154,0.23442145,0.28148985,0.27618557,-0.15368508,-98.91902,-94.46154,58.642807,-60.32252,81.09215,-0.39176673,1.1288366,-0.290464,1.3684131,1.0240222,-0.86548865,-0.37271363,0.7712924,0.8032664,0.8886196,2.3589928,0.19113538,1.047573,1.2271149,1.8706819,-0.0050670183,0.017863622,-0.013157005,-0.026806535,-0.026485264,0.97945255,0.85393983,0.7353015,-0.030173022,0.4795215,-0.45673105
235,0.7513478,-0.0,1.4394472,0.36760557,-0.0,0.24161837,-0.2776174,-0.16237988,-0.090807065,-0.23577149,27.742287,19.864782,21.062246,29.747204,43.049053,0.79583716,-0.041976515,-1.0393099,0.52411336,0.3677895,-0.54359025,0.6614793,0.35189557,0.22994347,0.6359523,0.38634637,0.4454604,0.13513385,0.05481674,0.27442008,-0.018130308,0.0064159273,0.028560067,-0.010848402,-0.015172545,0.50021863,0.359382,-0.25489467,0.9965275,0.017364424,-1.1884725
236,0.99985003,0.88557357,-0.0,1.1538492,0.73494333,0.19708197,0.26896772,0.24108982,-0.2300279,0.1391257,-1.7470758,3.139527,66.11069,-87.507256,57.287186,1.2118709,0.7353111,0.787776,-1.6267365,1.1544266,0.47949228,0.8370585,0.8190252,-0.75836176,0.7615312,2.5382094,0.079325534,1.3313681,0.98475444,2.6436253,0.013742409,0.020138469,0.024533967,0.027806165,0.021839539,-0.9984809,0.9143295,-0.9999107,-0.34810436,-0.76652133,-1.9449513
237,1.15367,0.1414733,-0.0,1.7233505,-0.0,0.21168712,-0.117881246,0.2711095,-0.17523283,-0.110955924,-22.786148,70.681206,98.74071,90.19715,66.10042,1.6917162,-1.7457095,1.225538,1.0592798,1.7242129,-0.7786551,0.934258,0.9382652,-0.13301046,0.8189662,0.21531391,0.047389086,2.969937,0.01790332,1.1209517,0.021378975,0.030078141,-0.02700654,0.008098665,-0.027022887,0.87174374,0.98838615,0.94048065,0.9245157,0.96167564,1.5325686
238,1.0872623,-0.0,0.8563825,0.67403716,-0.0,0.092840746,-0.28163502,0.26119438,-0.039526656,-0.10840644,44.558525,22.68,38.619484,-42.355766,62.295536,1.600595,-1.5485277,-1.1323696,1.4425949,0.6743744,-0.59216094,0.9216376,0.5876292,-0.4683671,0.79587674,2.1274345,0.20800105,0.4543261,0.2580401,2.078999,-0.019753693,0.011764168,-0.015370111,0.025456896,-0.0013647008,0.99170095,0.6241453,0.9172784,0.6609748,0.7138364,-1.0247098
239,-0.0,-0.0,-0.0,0.6370999,-0.0,0.27429157,-0.22149307,-0.17669815,-0.16963448,0.12329655,-87.555824,78.627556,36.503136,-68.49485,-1.6038028,-1.309834,-1.3436021,1.7292674,-0.5278271,0.6374187,-0.23551154,-0.8640675,0.5629217,0.5901934,-0.027984332,1.4819187,1.2636973,0.4058963,0.45963362,0.27832282,0.030166315,0.011119491,0.012579613,0.021246605,-0.008079834,-0.50342923,0.5948668,-0.9985909,-0.9967998,0.45828333,-0.73338443
