,oz12_adde,oz11_adde,oz2_adde,oz6_adde,oz13_adde,oz5_adde,oz7_recip,oz44_recip,oz2_recip,oz31_recip,oz50_recip,oz1_recip,oz1_sin,oz30_sin,oz28_sin,oz19_sin,oz2_sin,oz45_sin,oz46_tanh,oz22_tanh,oz38_tanh,oz16_tanh,oz1_tanh,oz3_tanh,oz1_relu,oz37_relu,oz13_relu,oz34_relu,oz40_relu,oz4_relu,oz2_zscore,oz6_zscore,oz25_zscore,oz23_zscore,oz10_zscore,oz16_zscore,oz38_negative,oz2_negative,oz12_negative,oz29_negative,oz24_negative,oz30_negative,oz4_radian,oz5_radian,oz46_radian,oz51
99,1.6216854,3.235826,3.019502,2.7604825,3.9579825,3.1642828,-0.964856,1.1296024,3.3198311,-0.88854223,-5.1784825,3.5647671,0.27685848,-0.99827904,0.17170726,0.99114895,0.29668564,-0.9995688,-0.18386869,0.29965582,-0.7284116,0.15668504,0.27338928,0.5294873,0.28052324,-0.0,1.2397007,-0.0,0.7027164,0.047299802,0.3015218,0.042243063,-0.86774766,-0.26103854,1.6970304,0.15814471,0.92533517,-0.30122015,1.0965964,0.10358308,0.7918919,1.5121198,0.00082553725,0.0077841845,-0.00324603,-0.26228592
100,1.4347593,3.34158,1.8116908,3.3585038,1.0618453,2.178808,5.9018555,-1.2100093,-1.1030333,-8.110526,-0.65030867,-1.2273409,-0.7275675,-0.6565077,0.85756415,-0.76217043,-0.78740686,0.9827513,0.9100852,0.8704282,-0.8820525,-0.659905,-0.672213,-0.21614094,-0.0,1.688551,-0.0,-0.0,0.07110972,1.2541078,-0.9074989,0.6408631,-0.501748,-0.24814822,0.28165692,-0.7934392,1.3849393,0.90659094,1.2835225,0.13689695,-0.45277625,0.7161796,0.02188831,-0.009415595,0.026668984,0.6826675
101,2.1543317,2.2112703,4.4207225,3.029595,2.026274,4.135439,-5.3371434,-4.080491,0.587392,1.781642,21.800034,1.1168394,0.78044915,0.52698475,-0.85777044,-0.9759047,0.9913474,0.9866381,-0.8945239,-0.5266632,-0.75805336,-0.4724546,0.7140428,0.91242903,0.89538383,1.4139754,-0.0,-0.0,-0.0,0.35751396,1.7041458,0.31162483,0.35256234,0.2782332,0.7098256,-0.5137395,0.99162245,-1.7024407,0.5639502,0.9412208,0.82997006,-0.55504876,0.0062397956,0.024734054,-0.02520464,0.345751
102,3.0940125,3.51961,1.8845506,3.234168,3.8315673,2.474922,-54.477123,-0.87176967,-1.1994274,17.002926,5.5269647,-2.3527598,-0.41235062,0.9734612,-0.44291526,-0.13754018,-0.7404443,0.5556643,0.5395451,-0.86536026,0.9178673,-0.916773,-0.40116176,-0.2801004,-0.0,-0.0,1.1132857,1.2735099,-0.0,0.15524277,-0.8345662,0.5164029,1.4189969,1.5960699,1.8149302,-1.5699843,-1.5753165,0.8337312,-0.3757308,-1.7295212,0.9536695,-1.3398981,0.0027094975,-0.0042474307,0.0105333,0.844293
103,4.1217856,2.1991694,1.5893675,2.342071,1.2869031,1.8178217,-2.102834,-1.6630623,-0.88580686,0.6956332,-7.9039774,-2.3558254,-0.41184667,-0.932833,0.4608452,0.6304013,-0.9039484,0.61409307,0.10955539,0.6271993,-0.6992272,-0.93617666,-0.40069756,-0.8029372,-0.0,-0.0,-0.0,1.1911737,0.10917032,0.66210556,-1.1300448,-0.3765875,-0.6018218,0.28062534,0.18750201,-1.7078847,0.8657868,1.1289142,-1.4035039,0.6014994,-1.2663217,1.2021972,0.011555922,-0.015715992,0.001919808,0.91338015
104,2.6497214,1.8274058,3.1454146,3.1096504,2.857271,2.1090903,-12.25281,-3.9523728,2.3411915,16.683987,-1.100144,1.6769,0.5616167,0.42029694,0.8886068,0.9991672,0.41426304,-0.99978745,0.62600124,-0.868429,-0.6072708,0.16398044,0.534439,-0.61662686,0.59633845,1.0904065,0.13898931,-0.0,1.4368879,-0.0,0.42756072,0.39176065,0.109431125,-1.2804762,1.5881243,0.16564013,0.70458627,-0.42713293,0.06856047,-0.4612537,-0.7301479,-0.43377253,-0.022068903,-0.010632395,0.012824912,-1.21477
105,3.0986404,2.7277782,3.0444171,3.366958,3.7006905,2.438231,1.3555456,-0.790001,3.0662117,-0.86112654,-1.4390104,-145.19048,-0.00688745,0.982852,0.26901826,-0.999737,0.32038447,-0.90747386,-0.52709574,0.8620535,0.94154274,-0.90069366,-0.0068873954,-0.109751515,-0.0,-0.0,0.9824087,-0.0,1.53937,-0.0,0.32646197,0.6493258,0.26445523,0.22767794,0.961395,-1.4773605,-1.7514709,-0.32613534,-0.3803588,0.019758577,-1.509105,-1.3853388,-0.0063693617,-0.004887808,-0.010229638,-0.35964018
106,2.976647,3.944003,3.6146104,4.4646816,2.074715,3.577902,4.0319657,0.61486137,1.1156622,0.7463791,1.9979327,4.046855,0.24459837,0.41281846,0.96134394,0.9950333,0.78103954,-0.9565572,-0.9304152,-0.8423977,0.83290386,-0.9093016,0.24219581,0.7904598,0.24710546,0.5607852,-0.0,-0.0,-0.0,1.030764,0.89722633,1.748149,-0.47365552,0.8481008,0.5907011,-1.5250022,-1.1975436,-0.8963287,-0.25836506,-0.06670473,0.89011174,-0.42554635,0.017990226,0.015003206,-0.02899816,-1.0319616
107,2.410873,2.8750038,3.5276334,4.110065,1.1723435,3.2189872,0.65202487,-0.8745896,1.235557,3.0196214,-1.6080376,0.9480831,0.8697818,0.4812343,0.98594356,-0.80465686,0.72384,-0.94078064,-0.6693163,0.8156172,-0.88265437,-0.86239326,0.78365004,0.54238176,1.0547599,0.7704177,-0.0,0.50379866,-0.0,0.74358964,0.8101622,1.3931773,-1.2892829,0.894512,-0.9478298,-1.3039135,1.387657,-0.8093516,0.30740878,-0.60675997,-0.020515775,-0.50206226,0.012978087,0.008738958,-0.014128503,-1.228712
108,1.6265616,3.8540907,4.359136,2.4889657,1.0126027,4.76844,13.155428,0.69002676,0.60943866,1.2359926,1.2050822,1.0511386,0.8141996,0.9940047,0.6350297,0.9723686,0.997547,0.76036376,0.5713744,-0.48062822,0.779868,-0.8837107,0.7403932,0.96754074,0.95134926,-0.0,-0.0,-0.0,-0.0,1.4834418,1.6424975,-0.22954565,-1.0376928,1.5913675,0.48955545,-1.3938534,-1.0450335,-1.6408542,1.0917201,-1.3889025,0.5148221,-1.4612404,0.025890945,0.035782006,0.011336978,1.168152
109,2.6301248,4.4634795,2.3661783,2.2255182,2.147889,1.9457607,1.3016711,-0.76131105,-2.840075,-1.0229547,0.59350073,-2.6209812,-0.3723469,0.99113005,-0.19801715,0.7730147,-0.34487292,0.08173531,-0.8254906,-0.8759579,-0.8163899,-0.66534185,-0.36404103,-0.6341283,-0.0,0.28561452,-0.0,0.6601701,-0.0,0.2743331,-0.352456,-0.4932571,-1.4582142,0.39686513,-1.5288119,-0.8031416,1.1458958,0.35210338,0.08815695,0.7579419,1.529069,-1.704086,0.0047880155,-0.013483035,-0.020486897,1.1464957
110,3.1438086,3.7564065,3.6881273,2.1565113,3.5548637,2.7543762,0.7338981,-1.0560672,1.031092,-0.63685685,-2.1117427,6.295911,0.15816624,0.954656,0.98174334,-0.47861376,0.82479835,0.95534885,0.06706944,-0.5128366,-0.5999813,-0.8406498,0.1575109,0.29724523,0.15883325,-0.0,0.8365819,-0.0,0.9481526,-0.0,0.9708168,-0.56233317,-0.5447615,-0.89611673,-1.0653892,-1.22461,0.693118,-0.9698455,-0.42552695,0.18781877,-0.9205796,-1.2685021,-0.002514951,0.00062996615,0.0011723425,-1.6917413
111,4.5062,1.9690497,3.0527854,2.7925076,3.192713,3.490832,0.69319177,-0.7063911,2.989504,-1.751058,2.847914,-4.873925,-0.20373698,0.812232,0.96541226,0.8715869,0.3283004,0.9672131,0.93095565,0.5473021,0.4935677,0.34815246,-0.20234211,0.8868448,-0.0,-0.0,0.47443128,-0.0,-0.0,1.0118275,0.33483866,0.07430025,0.12612416,0.5569085,0.24262562,0.3637037,-0.5407661,-0.33450365,-1.787918,-0.22748324,-0.7127068,-0.94796824,0.01765972,0.013483546,0.029068645,0.81348836
112,3.5804677,2.0857308,2.9481843,3.4569056,4.094488,3.0831141,1.9695367,-1.5912309,4.3496695,15.204404,0.83691955,-2.357127,-0.41163307,-0.52302545,-0.960492,-0.97641927,0.22788262,-0.92488885,0.062775426,0.85740185,0.26921317,-0.8608854,-0.4005008,0.55486673,-0.0,1.6911505,1.3762062,1.5086848,-0.0,0.7480391,0.23013279,0.7393637,1.3107529,0.77524304,1.2118703,-1.2980533,-0.27601534,-0.22990254,-0.862186,1.4849727,-0.6436482,0.5503968,0.0130557455,0.006367529,0.0010970805,1.1136246
113,3.956508,4.2431903,2.1616106,1.2352159,1.9326704,1.6029302,-1.038583,0.77920264,-1.7963928,3.2342384,0.7875464,-5.9807396,-0.1664254,-0.65870315,-0.36396137,0.44496405,-0.5283629,0.13231051,-0.66049546,0.5522206,0.94259435,-0.39416733,-0.16566245,-0.90873396,-0.0,0.004370358,-0.0,1.2717139,-0.0,-0.0,-0.5572286,-1.4845512,0.7836754,1.7087797,-1.0085565,-0.41714177,-1.7608185,0.55667114,-1.2382262,-0.09234392,-0.3440527,0.71909386,-0.030364411,-0.019466557,-0.0138525395,0.8325172
114,2.4372716,0.9795935,1.8410456,1.7413858,4.300805,1.6705632,-4.545283,0.8259389,-1.1399438,-4.798061,-1.3030564,-0.7850596,-0.9562165,-0.97516316,0.5528022,0.98048985,-0.76897496,-0.21110627,0.20846838,-0.8110888,0.67910826,-0.8761569,-0.8548212,-0.7047684,-0.0,-0.0,1.5825232,-0.0,1.6323113,-0.0,-0.87811476,-0.9778743,1.1608281,-0.40744892,-0.18268922,-1.3603438,-0.8274572,0.8772362,0.28101027,0.3787238,1.1137003,1.3474566,-0.003154658,-0.018286137,0.003692586,0.244279
115,2.498745,1.9544437,3.9576082,4.891265,2.5870495,3.3188949,0.641647,3.013404,0.8068899,0.6388721,-2.602286,4.5534563,0.21785232,0.635641,0.65021384,0.49185908,0.94556504,-0.87302136,-0.8607304,-0.94042677,0.2303302,-0.93057925,0.21614955,0.61475754,0.2196134,1.3376057,-0.0,-0.0,-0.0,-0.0,1.2405677,2.1751595,1.6132975,-0.45319527,0.39698866,-1.6643599,-0.23453814,-1.2393265,0.21953677,-0.13541307,-1.3033681,-0.68883854,-0.0014544168,0.010482677,-0.022622194,-1.6993109
116,4.026181,2.3829541,4.420845,3.1763515,2.7784884,4.600277,0.73916465,0.65854603,0.5873497,-0.65415514,0.592047,0.39271972,0.56071365,0.8420183,0.9837243,-0.7471982,0.9913313,0.5699494,-0.8397857,0.56191456,-0.8865554,0.09775654,0.987792,0.57523924,2.5463452,-0.0,0.06020665,-0.0,1.0052754,0.31101638,1.7042683,0.45852864,-1.5576216,-1.1041433,-0.56532866,0.09816796,1.4055966,-1.7025632,-1.3078995,-0.7513044,-0.88914025,-1.0010138,0.0054282597,0.032847013,-0.021300802,-0.21340036
117,4.038878,0.99268866,1.9614656,5.4932985,2.374651,2.528262,0.90800637,-0.9310362,-1.3213248,-1.0333036,-1.1022942,-3.6022835,-0.27404994,-0.7850946,0.8305918,0.16547431,-0.6866102,-0.31344587,-0.80739313,-0.77664614,0.0679847,0.90057915,-0.2706839,0.4056824,-0.0,0.74862224,-0.0,-0.0,0.3625216,1.6121774,-0.75757414,2.7777963,-1.5946883,-1.0184488,1.5359353,1.4767536,-0.06808973,0.7568162,-1.3205963,1.0600238,-1.2898606,0.9028489,0.028137803,-0.0033164718,-0.01953887,1.1027707
118,2.934373,3.2054775,2.9468386,2.8775992,2.2619045,4.0853696,-2.3077235,-0.7215023,4.3752794,0.90399736,-1.0092946,1.2169216,0.7323356,-0.99555343,0.7282733,0.556429,0.22657213,-0.2375428,0.90734905,0.5758582,0.5259569,-0.78716063,0.67601883,0.9256374,0.82174563,-0.0,-0.0,1.3867593,-0.0,0.89297974,0.22878574,0.15947694,0.39770377,0.20809864,1.2060088,-1.0649883,-0.5845394,-0.22855684,-0.21609122,1.3845453,0.4363321,1.4764578,0.0155854365,0.023860186,0.02639488,-0.16429394
119,1.2464951,2.9669924,4.029683,2.742311,2.621229,3.704842,3.421328,4.6997833,0.7625432,-0.8189293,1.1448209,0.46217218,0.829324,-0.90169835,-0.9772212,-0.99476516,0.9665453,0.89627564,0.77727336,-0.16821745,-0.77719605,0.37567204,0.97394013,0.47340092,2.1636958,1.7427855,-0.0,-0.0,-0.0,-0.0,1.3127145,0.02405335,0.29271868,1.0545212,-1.2017378,0.39540648,1.03825,-1.3114011,1.4717866,1.5926371,-0.9776934,1.1236817,-0.015400603,0.017218726,0.018124288,0.6547335
120,4.4443455,2.6166024,1.3196677,1.6586741,2.9220364,2.0057292,-1.0901786,-1.0025336,-0.71499354,2.2209668,-18.517134,-0.73516786,-0.97791344,0.20564646,-0.9972609,-0.8371546,-0.9852132,0.8815773,0.9064313,-0.2642774,0.9093111,0.8447087,-0.8764472,-0.7779347,-0.0,-0.0,0.20375463,1.5561725,1.1805905,-0.0,-1.4000148,-1.0606688,-1.6165951,-0.5494333,-1.3318254,1.2386262,-1.5235314,1.398614,-1.7260638,-1.2580291,1.244887,-0.20712423,-0.026376039,-0.01243639,0.026304664,-0.5386382
121,1.8861508,3.2500288,1.2886854,3.4901695,3.9688082,2.1380808,-56.651302,-1.910492,-0.6994982,3.796695,0.905353,-0.80395037,-0.94702995,0.052691046,-0.87885034,-0.23798972,-0.9900478,0.130805,-0.4655496,0.74100006,0.1899582,0.94525015,-0.8465523,-0.27439526,-0.0,-0.0,1.2505264,0.13122252,0.06865891,1.0003153,-1.431028,0.77266073,-1.6312497,-0.54069877,0.30174145,1.7869736,-0.19229382,1.4295963,0.8321309,-0.66051406,0.28470653,-0.052715458,0.017458795,-0.010126415,-0.008802975,-0.15411682
122,3.5182564,3.6873665,1.9250078,2.3698525,3.884652,2.3170705,2.6485353,-2.3236156,-1.2605985,0.6778022,-2.7303238,-1.1714821,-0.7536643,0.41686347,-0.35163352,0.76510245,-0.7126539,-0.9880656,0.8172424,0.8848242,0.7042711,-0.93198794,-0.6929557,-0.4286934,-0.0,-0.0,1.1663702,0.77709854,0.52773565,1.0411019,-0.79406846,-0.34877822,0.86436963,0.43420044,-1.0945047,-1.6749855,-0.87572473,0.793274,-0.79997474,-1.5323545,1.405586,-0.42999193,0.018170657,-0.007002459,0.020044362,0.9084403
123,3.3994932,0.99201465,1.2643418,2.1750724,3.3565903,2.4036481,-25.732498,1.4002008,-0.68778634,5.7600245,1.0109777,-0.8275977,-0.9350204,0.9981017,-0.03157875,-0.21307868,-0.99318004,0.9999854,0.9283613,-0.67373693,0.33387756,-0.5495903,-0.8361738,-0.40775844,-0.0,0.60353553,0.63830847,-0.0,0.86872995,-0.0,-1.455396,-0.5437533,0.31615704,1.3543977,-0.19605151,-0.6184128,-0.347186,1.4539399,-0.6812116,0.48044732,1.3310974,-1.5091707,-0.010654966,-0.005491394,0.02873502,-0.54644877
124,2.8590453,3.3804033,3.5327752,4.43369,3.3562858,4.5006948,0.8996081,1.1821399,1.2277571,0.6507782,1.0530546,1.4282215,0.64434886,0.9765536,-0.53732973,-0.7995073,0.727378,0.5847821,0.10914971,0.106701426,0.3258493,-0.70466757,0.60447663,0.9272628,0.70017153,1.712145,0.6380041,-0.0,-0.0,1.2249347,0.81530905,1.7171265,0.39718887,-1.2667207,1.1739801,-0.87738967,-0.3381774,-0.81449336,-0.14076357,-1.1447526,0.9107771,-1.3538235,0.021379143,0.031108974,0.0019126416,-0.52552325
125,2.7856073,4.0332866,1.5318218,1.8488784,2.7068145,1.9267759,-1.0489968,-0.77822286,-0.8428435,-1.1069524,0.6129777,-0.6984207,-0.9903558,-0.8043415,0.9998904,0.33300146,-0.92704743,-0.17924814,0.73684466,-0.86731553,0.0813168,-0.51081276,-0.89203525,-0.57985556,-0.0,1.7592305,-0.0,-0.0,-0.0,0.29421842,-1.1876482,-0.870274,-0.035144605,-0.5174708,0.18807939,-0.5643936,-0.08149675,1.1864599,-0.06732554,-0.5349446,-1.703192,0.9345664,0.0051350803,-0.013814382,0.016467888,-0.07919489
126,1.9930594,1.499022,3.9249573,1.7312641,2.7056508,4.7190933,-0.94919705,1.3100318,0.82872313,-1.0232415,2.3253891,0.8350433,0.93114585,-0.9697929,0.47269294,-0.99810654,0.9344373,-0.4604731,-0.80522805,-0.30022314,-0.8759701,-0.01204586,0.8329035,0.93905276,1.1975427,-0.0,-0.0,-0.0,0.19506434,1.0075282,1.2078842,-0.9880061,-0.68952984,0.24104376,-0.06515574,-0.012058507,1.3581793,-1.2066756,0.72522235,1.4115838,-0.4605494,1.3243804,0.017584683,0.03492075,-0.019430863,0.12809356
127,1.3122333,3.0459428,2.6955192,1.2852759,2.215112,3.0447178,-0.7018287,-23.725815,-43.93197,2.1944764,-2.9853444,-10.047143,-0.09936653,-0.82336944,-0.9941152,-0.7152024,-0.022760503,-0.36722055,-0.8801522,-0.17255692,0.53576446,0.38106894,-0.09920341,0.59759015,-0.0,0.14028752,-0.0,0.5689779,-0.0,1.6657798,-0.022785263,-1.434441,-1.0984534,-1.5407228,-1.0478411,0.40171152,-0.5981958,0.022762468,1.4060484,0.4025524,1.436781,0.967323,0.029073343,0.0056973854,-0.024023458,1.2685994
128,1.7110927,1.6831768,3.471614,2.031159,2.2713246,1.9777615,-0.9703223,3.7692134,1.3274356,-0.7679069,-0.6140891,1.5812737,0.5910836,0.3818225,0.997037,-0.7892902,0.6840731,0.9002118,-0.79602474,-0.8953155,0.35451835,0.3249958,0.55970365,-0.55775905,0.6324016,-0.0,-0.0,0.85084885,0.9746145,-0.0,0.7540867,-0.68781096,0.47105676,-0.13078865,0.48995513,0.33756053,-0.3706022,-0.7533322,1.007189,0.32158366,1.3927339,-0.39176738,-0.01642459,-0.012924517,-0.018983355,-1.9118868
129,1.3986849,1.7927387,2.6307864,1.613492,3.1463318,2.1965826,-0.66192245,-0.5899282,-11.429196,-7.7758846,-1.0601616,-1.8492638,-0.51478404,0.6196535,-0.11701416,-0.013967438,-0.08738362,0.51728445,-0.53646165,-0.87746817,0.86219615,0.6581724,-0.49355984,-0.65987796,-0.0,0.16848288,0.42804992,0.026139155,-0.0,0.05291828,-0.08758284,-1.1058962,-0.41549587,-0.604131,0.38061437,0.79037327,-1.3018402,0.087495215,1.3195969,0.11907867,-1.5330243,-0.66830117,0.00092359824,-0.009105368,-0.010457561,1.1605513
130,4.3873014,2.5440285,3.431825,2.8109117,2.0920177,2.4617226,1.5728139,0.75392723,1.4014567,-0.96767396,0.74180496,0.8511512,0.9226433,0.9988721,-0.99761665,0.054003537,0.65451676,-0.031476315,-0.897129,0.56031,0.84341687,-0.700522,0.8258301,-0.53389925,1.1748793,-0.0,-0.0,-0.0,-0.0,-0.0,0.71425784,0.09272265,-0.8020977,0.5805698,-0.62162554,-0.86919457,-1.2328945,-0.71354324,-1.6690198,-0.6605686,0.06653419,-1.6182966,-0.025399344,-0.004477802,-0.025434865,-2.0571885
131,3.9955664,2.5872848,3.7613225,2.1516495,3.9909668,3.2770672,8.3795805,-0.8379789,0.9587353,1.4580061,0.7626543,1.8260283,0.52067095,-0.21066213,0.9808491,-0.033333264,0.8639395,0.42291024,-0.4317757,-0.6082506,0.26332706,0.6564914,0.4987468,0.5009227,0.5476366,-0.0,1.272685,-0.0,-0.0,-0.0,1.0440854,-0.56719977,0.06847689,0.6350255,-0.40549818,0.78741026,-0.26968002,-1.0430408,-1.2772847,1.5301117,-1.1661355,0.21225224,-0.0018447575,0.009752647,-0.008064768,-1.7342489
132,1.599615,4.0317287,2.5142043,1.609972,1.3139646,2.1256247,-1.1786934,-0.58389103,-4.9001007,2.4169724,-0.6183632,-1.3111303,-0.69087654,0.7813834,-0.9986933,-0.9741991,-0.20266382,0.7037046,-0.36997774,-0.26432535,0.1161486,-0.6755106,-0.64266497,0.34556958,-0.0,-0.0,-0.0,1.362526,0.39386174,0.5205809,-0.20428182,-1.1094197,-0.58253574,-0.51027036,-0.31028652,-0.8216323,-0.11667516,0.20407744,1.1186668,-0.5483141,0.036976337,-0.89687955,0.009085851,-0.010343817,-0.006778812,0.9179818
133,3.0488632,3.816864,2.6168854,4.8857627,1.9378457,2.3632948,0.838279,-1.8028905,-9.862299,0.7124342,0.67313725,-2.9555674,-0.33192593,-0.56713426,0.9266055,-0.6624218,-0.10122258,0.38112715,-0.5158911,0.1639165,0.90582985,0.8790301,-0.32599863,-0.45814908,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10149779,2.1696517,1.0526445,0.6314164,1.5505435,1.3728583,-1.5037847,0.10139624,-0.33058143,1.0367312,1.2466534,0.6030222,-0.013617097,-0.0061956914,-0.009961019,0.51758796
134,3.8816338,3.0899076,2.373196,3.0564964,4.229252,2.3162863,2.3728843,-0.83120394,-2.89783,1.4859843,-0.6301859,4.5729036,0.21694069,-0.8756686,0.80767757,0.90749204,-0.33827743,0.32692945,-0.90843374,-0.8416873,-0.5851827,0.5975851,0.21525903,-0.6062126,0.21867943,-0.0,1.5109702,0.73764133,-0.0,-0.0,-0.34543142,0.3385533,1.2663817,1.0238806,0.26107854,0.6900727,0.6703085,0.3450858,-1.1633521,-0.9839628,-1.6219367,1.0668186,-0.01646056,-0.007016142,-0.02650261,0.4786459
135,2.613083,1.8890567,1.6037364,1.8506725,1.8565493,2.3556404,-0.8486599,-0.6169763,-0.89722687,-8.03904,-0.6276722,-0.7559817,-0.96940213,-0.9554568,-0.51552737,0.9998252,-0.89771056,-0.9856827,-0.811125,-0.90679044,-0.87908036,-0.66378456,-0.86747444,-0.42653492,-0.0,0.56278276,-0.0,1.0472699,-0.0,-0.0,-1.1156616,-0.8684782,-0.5950178,-0.48944592,0.80102307,-0.8003498,1.3717058,1.1145453,0.10519884,0.17900778,-0.48356923,1.2712038,-0.0058514094,-0.0063292864,-0.019727614,-0.06839709
136,1.4961984,2.0749006,1.7453938,4.1369753,4.119527,2.11207,1.2055212,1.5968663,-1.0278677,-1.6063948,1.0130355,-3.4743214,-0.28386834,0.98578846,0.28239748,0.17800558,-0.82651484,0.8214728,0.0020996698,0.64878255,-0.5047526,0.65298194,-0.28013262,-0.17190951,-0.0,-0.0,1.4012452,-0.0,0.2112944,1.5246447,-0.9738623,1.4201146,0.64858043,1.2678415,1.2329949,0.7812612,0.5556631,0.97288793,1.2220833,1.0220346,1.0526803,-1.4020045,0.02661007,-0.010580391,3.6646205e-05,0.72291255
137,1.3071139,1.940594,2.368595,1.7047622,2.359773,2.1557205,-1.2692997,0.7027451,-2.8597016,-0.97408843,-0.6665094,-5.1327558,-0.19359693,-0.004818934,-0.6997487,-0.62204695,-0.3426036,0.68484473,-0.58226836,0.8358515,-0.8330939,-0.875345,-0.19239892,-0.6537914,-0.0,-0.0,-0.0,0.548954,-0.0,-0.0,-0.35003704,-1.0145346,1.4831471,-1.1539972,-0.62392646,-1.3568563,1.1981645,0.34968683,1.4111679,0.5770364,1.4810561,0.0048189526,-0.012239593,-0.0098185465,-0.0116219325,0.9018972
138,2.5653214,3.2996082,4.1018977,4.0354633,1.069228,4.1194086,1.0975769,0.68020844,0.722744,0.6995765,-0.7405276,0.9060657,0.89286727,-0.9848011,-0.07463102,-0.046145793,0.9825328,0.9010482,-0.698678,0.8983628,-0.87117326,0.6316669,0.80181444,0.8159822,1.1036727,-0.0,-0.0,0.688501,0.68089354,0.60551906,1.3850015,1.3185009,1.2223662,-0.6897123,-0.5006995,0.7449302,1.3379261,-1.3836159,0.15296029,0.91368425,-1.6221992,1.3962252,0.010568301,0.024454277,-0.015092091,0.18132302
139,1.5679194,2.049884,3.5750866,2.7217658,3.7126396,3.696453,-2.524776,-0.6208903,1.1671269,0.6316623,-1.2103813,1.3328025,0.6818573,0.5516514,-0.9924729,-0.50654715,0.75575405,-0.9976632,0.75636303,0.59443647,-0.24006805,0.8572649,0.6353271,0.5890612,0.7502987,-0.0,0.9943579,-0.0,-0.0,0.11937439,0.8576629,0.003487412,-0.5734657,-0.964682,-0.12573174,1.2842197,0.24484631,-0.85680485,1.1503624,0.80241996,-0.22430554,-0.5843429,0.0020834762,0.01707231,0.01723793,-1.514245
140,2.2036371,2.3614855,2.0981164,1.300086,0.97456396,1.6224257,-0.59210014,0.83589727,-1.612473,-2.388884,-1.023357,-4.116433,-0.24054644,0.37882513,-0.9449384,0.99992734,-0.5811698,0.49752805,0.65126747,-0.65101266,-0.22380035,-0.8423732,-0.23826018,-0.87466717,-0.0,-0.0,-0.0,0.78384495,-0.0,-0.0,-0.6207865,-1.4196161,-0.06430736,0.25247705,1.1944954,-1.230521,0.22765328,0.6201654,0.5146446,-0.11448969,0.98059887,-0.38852647,-0.017806644,-0.019126296,0.013569874,0.81523794
141,4.070825,1.3085314,1.3716719,2.7262974,4.120296,1.6377038,136.38234,-1.3092797,-0.7426056,1.3261609,0.8321907,-0.5211721,-0.94007176,0.7759043,0.43838108,0.39696112,-0.9749753,-0.7477789,0.63386315,0.59491366,-0.82329124,0.8917789,-0.95781434,-0.5381733,-0.0,-0.0,1.4020143,0.7161903,0.14504915,-0.0,-1.3479584,0.00802366,1.6545972,1.3808843,1.77465,1.431981,1.1669477,1.3466098,-1.3525432,-0.4619141,0.12629078,-0.88814723,-0.006395054,-0.018859643,0.013052403,-0.601838
142,3.6561522,3.5174391,1.3319647,3.0513132,2.8126493,2.5433083,0.6808121,1.4889199,-0.7213357,-0.88591635,9.704875,-1.3022617,-0.69462234,-0.65322477,-0.93147033,-0.9331919,-0.98303187,-0.46783224,-0.90340674,0.93838006,0.4445867,-0.855794,-0.6457036,-0.054428678,-0.0,-0.0,0.09436745,-0.0,-0.0,1.12232,-1.3877054,0.33336502,1.3162026,-0.18921363,-0.60585624,-1.278692,-0.47793302,1.386317,-0.9378704,-1.2084045,-0.5205075,0.7118357,0.01958818,-0.0030538656,-0.026013184,0.1880911
143,1.4928231,3.5042267,1.3943901,3.1653397,3.3401604,2.1061635,2.5747447,-22.41197,-0.7553488,5.3061514,0.606725,-0.8057853,-0.9461165,0.63638973,0.8973762,0.6107796,-0.9696736,0.33227268,-0.77618706,0.9003876,0.7958881,0.6188045,-0.84574777,0.024621155,-0.0,-0.0,0.62187856,0.46701717,1.4607956,-0.0,-1.3252175,0.44750562,0.689513,0.7680102,1.1139781,0.7237895,-1.0872934,1.3238916,1.2254586,0.6173276,0.4698212,-0.68980885,-0.015256357,-0.010683478,-0.018076492,-1.0070223
144,2.192698,3.049071,2.7799911,3.5243678,3.4854918,2.5255318,1.8080968,0.8047621,16.204983,0.72673804,1.4559312,-3.2015624,-0.3072934,0.16682129,-0.63006175,-0.25618225,0.061670255,-0.7547735,-0.8302576,-0.82328534,-0.65195686,0.42354906,-0.3025712,-0.086105235,-0.0,-0.0,0.7672099,-0.0,-0.0,0.73965025,0.061771218,0.80689347,-0.42704245,-1.3059244,0.73740584,0.45246178,0.77869475,-0.06170941,0.5255838,0.4252485,-0.6552783,-0.1676049,0.012909332,-0.0033641232,-0.020751353,1.2191544
145,2.102702,1.7638987,2.5695505,5.434089,1.0143794,2.2238877,0.6167879,-3.205527,-6.7235355,0.6671827,0.85286146,-2.8561497,-0.34301212,-0.4465049,0.9770098,0.57353914,-0.14818354,-0.98917526,-0.53024834,-0.70931816,-0.9170751,-0.6161799,-0.33648348,0.002930784,-0.0,-0.0,-0.0,-0.0,1.2461351,1.0655541,-0.14888023,2.7185273,0.071545675,0.3457861,1.0542516,-0.71954316,1.5703102,0.14873128,0.61557984,1.4758488,-0.35093507,0.4628554,0.018597428,-0.008628802,-0.010306004,1.1297628
