,oz5_adde_ln,oz2_adde_ln,oz3_tanh_exp,oz5_radian_exp,oz1_sin_exp,oz30_sin_exp,oz34_relu_sigmoid,oz28_sin_sigmoid,oz5_adde_sigmoid,oz12_adde_sigmoid,oz2_adde_sigmoid,oz4_relu_sigmoid,oz5_radian_adde,oz6_adde_adde,oz2_negative_adde,oz1_recip_adde,oz44_recip_adde,oz7_recip_degree,oz44_recip_degree,oz1_relu_degree,oz2_adde_degree,oz30_negative_degree,oz5_adde_degree,(oz4_relu*oz16_zscore),(oz1_recip*oz28),(oz28_sin*oz17),(oz5_adde*oz2_sin),(oz37_relu*oz2),(oz31_recip*oz29_negative),(oz28_sin*oz41),(oz16_tanh*oz15),(oz22_tanh*oz40_relu),(oz6_adde*oz1),(oz28_sin*oz23_zscore),(oz2_recip*oz6),(oz5_adde*oz47),(oz46_tanh*oz9),(oz23_zscore*oz43),(oz37_relu*oz46),(oz46_tanh*oz2_negative),(oz46_radian*oz36),(oz44_recip*oz41),(oz16_tanh*oz12_negative),(oz4_radian*oz32),(oz28_sin*oz38_negative),(oz6_zscore*oz16_zscore),(oz30_negative*oz37),(oz46_radian*oz23),(oz37_relu*oz23),(oz19_sin*oz24_negative),(oz1_recip*oz43),(oz23_zscore*oz46),(oz3_tanh+oz11),(oz2_adde+oz1_recip),(oz2_recip+oz18),(oz7_recip+oz13_relu),(oz40_relu+oz5),(oz38_negative+oz10),(oz11_adde+oz20),(oz40_relu+oz2),(oz2_adde+oz8),(oz12_adde+oz1_tanh),(oz30_sin+oz10),(oz44_recip+oz46_tanh),(oz1_relu+oz40_relu),(oz13_adde+oz26),(oz44_recip+oz4_relu),(oz4_radian+oz50),(oz50_recip+oz4),(oz11_adde+oz15),(oz13_relu+oz27),(oz19_sin+oz4_radian),(oz3_tanh+oz3),(oz5_radian+oz24),(oz3_tanh+oz2_zscore),(oz22_tanh+oz4_relu),(oz2_adde+oz3),(oz12_adde+oz4),(oz12_adde+oz28),oz37_relu_tanh,oz5_radian_tanh,oz2_sin_tanh,oz51
112,1.1259402,1.0811895,1.7417089,1.006388,0.6625674,0.5927246,0.8188662,0.27677968,0.9561909,0.97289264,0.9501776,0.67875123,2.7246492,6.175187,2.4883792,0.3611548,1.1270509,112.84613,-91.17081,-0.0,168.9185,31.535412,176.64941,-0.97099465,3.0377824,-0.5616944,0.70258814,0.3887998,22.578125,-1.4113643,0.54926705,-0.0,-1.4665759,-0.7446148,3.21277,-3.5481539,-0.03147312,-0.8494161,0.10630248,-0.014432229,-0.00080328796,-2.3381834,0.74224335,0.0078008533,0.26511052,-0.9597334,0.93080384,0.0008496531,1.309741,0.62847054,2.5826502,0.04873029,-0.07768422,0.5910573,2.8699837,3.3457427,0.36483252,0.9346425,0.44120312,0.22990254,2.7468822,3.179967,0.6876324,-1.5284555,-0.0,4.4983835,-0.84319174,1.2079138,1.5849587,1.447705,0.8966867,-0.9633635,1.1802524,0.6500157,0.7849995,1.605441,3.57357,4.328507,2.2917027,0.9342936,0.0063674427,0.2240182,1.1136246
113,0.47183332,0.7708536,0.40303412,0.9807217,0.84668595,0.5175221,0.781036,0.41000095,0.83242756,0.9812293,0.8967488,0.5,2.698815,3.9534976,3.274953,-3.2624578,3.4974844,-59.50642,44.64502,-0.0,123.85116,41.201042,91.84113,0.0,2.2279298,0.5876851,-0.8469288,-0.002432852,-0.29866225,-0.58463264,0.2923783,-0.0,-0.2065323,-0.6219298,2.6641688,2.7350154,-0.501998,-0.28912896,-0.0034687184,-0.36767876,0.010650129,1.2516364,0.4880683,-0.044182137,0.6408699,0.6192683,0.0031426975,-0.023647256,0.007460507,-0.15309109,1.0119532,-1.3562448,0.6161746,-3.819129,-0.8646621,-1.038583,-1.1153516,-2.7683659,5.150043,-0.55667114,0.71338224,3.7908454,-1.6662505,0.11870718,-0.0,0.46905196,0.77920264,1.239402,-0.95220625,3.5014284,-1.3229613,0.41459963,-2.4289422,0.32458615,-1.4659626,0.5522206,0.64140224,2.2167554,3.5839906,0.00437033,-0.019464098,-0.48412865,0.8325172
114,0.5131608,0.6103337,0.49422303,0.98188,0.3843443,0.3771308,0.5,0.63478553,0.84165084,0.91962564,0.86307234,0.5,2.6999955,4.4596677,3.5955179,1.9332222,3.5442207,-260.4255,47.32281,-0.0,105.48414,77.20357,95.71622,0.0,-0.45982763,0.17972985,-1.2846212,0.0,-1.8171399,0.8670312,1.280109,-1.3239495,-2.2181575,-0.22523867,1.1136065,2.8527772,0.16774684,-0.23383546,-0.0,0.182876,0.0027162584,1.2954267,-0.2462091,-0.0050930562,-0.45742017,1.3302453,-0.6386629,-0.0015030348,0.0,1.0919718,-0.4505467,-0.0862038,-2.4434566,1.055986,-0.38172662,-2.9627595,0.5845928,-1.0099636,0.429927,0.75507516,0.26697886,1.5824504,-1.1576695,1.0344073,1.6323113,3.2080545,0.8259389,-0.7705811,-1.483805,-0.4814564,2.4799335,0.9773352,-1.5814806,-1.1319864,-1.5828831,-0.8110888,0.9643334,2.256523,3.0229948,-0.0,-0.0182841,-0.646333,0.244279
115,1.1996318,1.3756399,1.8492081,1.0105379,1.2434034,1.888232,0.5,0.65705866,0.9650714,0.9240537,0.9812495,0.5,2.7287645,7.6095467,1.4789553,7.271738,5.7316856,36.76366,172.65532,12.58292,226.75424,-39.46754,190.15866,0.0,3.223236,0.13376382,3.138231,1.6577302,-0.08651163,0.061995853,0.6902099,0.0,1.0741873,-0.29467383,1.7533581,0.40756494,0.44719324,0.7082294,-1.733746,1.066726,0.014784347,0.28731862,-0.20429637,-0.0019825816,-0.15249994,-3.6202483,-0.92139435,0.010242014,-0.6055901,-0.6410734,-7.1158986,0.5874119,-0.14908057,8.511065,-0.7443948,0.641647,0.6006132,0.16205335,2.1861794,1.2393265,5.1962185,2.7148945,1.0322325,2.1526735,0.2196134,1.8841846,3.013404,-0.3857319,-2.685618,1.2127445,-0.58012646,0.49040467,1.3312912,1.3138508,1.8553252,-0.94042677,4.674142,2.415413,3.2066107,0.87109596,0.010482294,0.73776865,-1.6993109
116,1.5261165,1.4863309,1.7775558,1.0333924,1.7519224,2.3210468,0.5,0.72784656,0.99005085,0.98247045,0.9881188,0.57713336,2.7511287,5.8946333,1.0157186,3.1110015,3.3768277,42.351013,37.731907,145.89482,253.29575,-57.35386,263.57645,0.030531844,0.54593176,-1.5750068,4.5603986,-0.0,0.49146962,-0.13182749,0.091101095,0.5648789,8.088088,-1.0861726,0.26904723,-6.365736,1.1000737,-1.3019413,0.0,1.4297882,0.023690844,-0.088250816,-0.12785573,0.00813592,1.3827195,0.045012824,1.2789185,0.023495605,0.0,0.66436404,0.46307218,1.3475473,0.2399115,4.813565,1.7178969,0.7993713,2.8872707,0.84083354,0.9394655,2.7078385,4.7260118,5.013973,0.27725524,-0.18123966,3.5516205,4.0066957,0.9695624,1.6944834,0.90306336,3.3148723,1.0886215,-0.74176997,1.2305573,0.92198724,2.2795076,0.87293094,5.0761633,4.337198,5.416312,-0.0,0.032835204,0.75792944,-0.21340036
117,0.9275321,0.6736919,1.5003258,0.9966891,0.7602941,0.45607653,0.5,0.6964801,0.9260995,0.9826878,0.87669146,0.8337135,2.7149653,8.21158,3.475098,-0.88400173,1.7872455,52.02493,-53.34444,-0.0,112.3837,51.729427,144.85873,2.3807888,-3.5308483,0.014392234,-1.7359304,-0.56656945,-1.0953264,0.7959067,1.2577693,-0.281551,-1.524949,-0.84591526,-3.666699,-1.406257,0.43891168,0.76546615,-0.8380787,-0.6110482,0.017035695,-0.8921566,-1.1893015,0.008411169,-0.056554772,4.1021204,0.6758928,0.019879429,-0.7616706,-0.2134388,2.7074764,1.1401482,-1.3199106,-1.6408179,-2.7893786,0.90800637,0.17250174,1.4663088,0.47949958,-0.39429462,3.3475242,3.768194,0.74930394,-1.7384293,0.3625216,2.1650915,0.6811412,-0.87906104,0.50988317,2.3893113,-0.43696854,0.19361211,0.8361145,1.2865441,-0.35189173,0.83553123,2.3918977,5.6510553,5.0190473,0.63432634,-0.0033164597,-0.5957999,1.1027707
118,1.4074122,1.080733,2.5234764,1.024147,2.079933,0.36951888,0.8000744,0.67442626,0.98346114,0.94951975,0.95011383,0.70950466,2.742142,5.595881,2.4897249,3.9352033,1.9967794,-132.22281,-41.339035,47.082554,168.8414,84.594795,234.07442,-0.9510129,0.99276316,0.44740987,0.92563087,-0.0,1.2516253,-0.2947829,-0.5239908,-0.0,2.3646545,0.15155268,0.697058,3.3181949,0.56537133,-0.16042653,-0.0,-0.20738083,-0.013188251,0.29204223,0.1700985,0.0027404015,-0.42570442,-0.16984107,-1.1078833,0.005487243,-0.0,0.24278785,-0.9381441,0.3147107,1.4128332,4.16376,5.477185,-2.3077235,1.367088,0.62026274,2.5152006,0.22855684,2.8936927,3.6103916,0.20924872,0.18584675,0.82174563,1.522865,0.17147744,-0.97520554,-0.11631489,3.8711495,-1.2831045,0.57201445,2.5526671,-0.41247192,1.1544231,1.468838,4.5738683,3.8273525,3.7501717,-0.0,0.023855658,0.22277309,-0.16429394
119,1.3096406,1.3936877,1.6054449,1.0173678,2.291769,0.40587974,0.5,0.27344352,0.9759867,0.7766926,0.98253065,0.5,2.7355006,5.4605927,1.4068806,3.180454,7.418065,196.02765,269.27774,123.970634,230.88382,64.38221,212.2718,-0.0,-0.627143,0.7255725,3.5808976,2.2854908,-1.3042572,0.5962463,-0.37191457,0.0,5.933527,-1.0305004,0.018323367,-0.2516888,-1.0317127,0.4832312,1.8097873,-1.0193172,-0.020038724,-2.8675478,0.5529091,0.025202313,-1.0145999,0.0095108505,1.9583361,0.019093325,1.8359655,0.9725753,0.21178901,1.0950625,0.72211164,4.491855,1.8314784,3.421328,0.98656034,-0.16228545,1.5226557,1.3114011,3.9304044,2.2204351,-2.102234,5.4770565,2.1636958,3.2787263,4.6997833,0.85809845,0.26243132,1.9769944,0.57291853,-1.0101658,0.9878454,0.9949121,1.7861154,-0.16821745,4.5441275,0.36410552,-0.11045158,0.94054884,0.017217025,0.74718225,0.6547335
120,0.69600767,0.27737996,0.45935374,0.9876406,0.37609503,1.2283188,0.82580346,0.2694803,0.8813973,0.9883916,0.7891264,0.5,2.7058454,4.376956,4.1168957,1.9831139,1.7157482,-62.46263,-57.440937,-0.0,75.61138,-11.867344,114.919815,-0.0,1.2092242,-0.3271968,-1.9760709,0.0,-2.794041,0.77759236,-1.3111336,-0.31200337,-2.256184,0.54792833,0.7576126,-3.4237616,1.3169087,0.55583423,-0.0,1.2677475,0.03640007,0.7817036,-1.4580212,0.003181113,1.5193584,-1.3137722,0.24646012,-0.014438198,0.0,-1.0421629,0.74373263,-0.8280763,-0.87961394,0.58449984,-2.2569726,-0.88642395,0.46803784,-2.8540244,1.6738248,-0.21802354,2.6322172,3.5678983,-1.1248465,-0.09610224,1.1805905,3.3393698,-1.0025336,-0.08038008,-20.02837,1.0644299,-0.35372868,-0.86353064,-1.8180528,-1.2573234,-2.1779494,-0.2642774,0.2795496,2.9331098,2.799518,-0.0,-0.012435749,-0.7553139,-0.5386382
121,0.7599086,0.25362268,0.7600315,0.98992467,0.38789138,1.0541039,0.53275865,0.29341605,0.8945497,0.868316,0.78392464,0.7311205,2.7081554,6.2084513,4.147878,1.9143314,0.8077898,-3245.8804,-109.46312,-0.0,73.836235,-3.020373,122.503,1.7875371,0.8629982,0.022377314,-2.1168022,0.0,-2.5077703,0.80544037,0.19083382,0.050876256,-4.3412747,0.4751933,-0.53993404,-1.1748288,0.55213594,0.17333674,0.0,-0.66554797,-0.0026777457,1.7509094,0.78657186,0.016632808,0.1689975,1.3807243,0.07076131,0.0047549955,0.0,-0.06775723,0.2577297,0.27271402,0.2573518,0.48473507,-2.2601705,-55.400776,-0.51154196,0.10914573,2.4115982,-1.3609374,2.8631358,1.0395985,0.3541306,-2.3760414,0.06865891,3.169652,-0.91017663,1.1220003,1.9056683,3.451916,0.9474133,-0.22053093,-0.5560061,-0.29483294,-1.7054232,1.7413154,1.0070746,2.886466,0.8127037,-0.0,-0.010126068,-0.7573827,-0.15411682
122,0.84030366,0.65493006,0.65135956,0.99302197,0.47063884,1.5171953,0.6850544,0.41298637,0.910281,0.97120285,0.8726958,0.7390626,2.7112794,5.0881343,3.5115557,1.5467997,0.3946662,151.74988,-133.13336,-0.0,110.294815,-24.63672,132.75835,-1.7438307,0.42093167,-0.14373161,-1.6512693,0.0,-1.0386332,0.5761169,1.3513763,0.46695328,-2.0229523,-0.15267943,0.43922943,-0.6120139,0.08627495,0.68791664,-0.0,0.64829713,0.030278526,3.8070154,0.7455668,0.030525625,0.30793417,0.5841985,0.62518716,0.008694563,-0.0,1.0754173,-1.8560139,0.4986607,0.5403914,0.75352573,-2.498781,3.8149054,0.1265243,-1.9691343,4.980535,-0.26553833,0.70576453,2.8253007,-0.6765462,-1.5063732,0.52773565,3.3220658,-1.2825136,-0.34808627,-1.6892219,2.237373,0.5397512,0.7832731,-0.88698816,-1.4125885,-1.2227619,1.9259262,1.4667131,4.5593586,3.158941,-0.0,-0.0070023444,-0.6123383,0.9084403
123,0.87698764,0.23455168,0.6651395,0.99452364,0.3925779,2.7131264,0.5,0.492106,0.9171051,0.96768874,0.7797726,0.5,2.7127903,4.8933544,4.1722217,1.8906841,4.1184826,-1474.3634,80.22559,-0.0,72.441444,-86.4691,137.71889,0.0,0.026138848,-0.0031585093,-2.3872554,-0.8775044,2.7673883,-0.028922515,0.47207195,-0.58529544,-2.628176,-0.042770185,0.37361196,-0.033283636,-0.5042459,0.35613036,0.99365807,1.3497815,-0.008746516,1.2824235,0.37438726,0.0015559079,0.0109637,0.336264,-0.9108381,0.038879704,0.81660926,-0.28362846,-0.21761161,2.229874,-2.1340256,0.43674415,-1.1686957,-25.09419,0.5540962,-0.54304135,1.8210423,-0.58520997,0.19073558,2.5633194,0.80224633,2.3285623,0.86872995,1.6880183,1.4002008,0.9784864,0.40049314,0.13306218,0.7569299,-0.22373365,-0.8406781,-1.3365887,-1.8631545,-0.67373693,0.83142215,2.7890086,3.3679092,0.53956056,-0.0054913387,-0.758715,-0.54644877
124,1.5042318,1.2620838,2.5275812,1.031598,1.9047463,2.6552894,0.5,0.368809,0.98902065,0.9457844,0.9716061,0.7729308,2.7493906,7.151972,1.9037883,4.1465034,3.9004216,51.543743,67.73162,40.11687,202.4131,-77.568375,257.8708,-1.074745,-0.81018394,0.79606074,3.2737064,1.3945307,-0.74498004,-0.6522934,-0.6716785,-0.0,3.1043437,0.68064666,2.1061049,-0.22852553,-0.07528491,-0.017135613,0.18762761,-0.08890171,0.0031968798,1.435063,0.09919152,0.00956407,0.18171278,-1.506589,-2.3179421,-0.0024203586,-2.1666396,-0.72817296,0.01932032,-0.13881522,1.5893843,4.9609966,0.5178594,1.5376122,1.7824129,0.8346281,3.7270606,0.81449336,3.741625,3.463522,2.1493592,1.2912896,0.70017153,2.0979362,2.4070745,0.9709976,2.2779894,4.333588,-0.9397989,-0.77812815,2.5657644,-0.8796681,1.7425718,1.3316361,5.171277,4.08398,2.2917776,0.93691015,0.031098941,0.6214586,-0.52552325
125,0.6558481,0.42645782,0.55997926,0.98628056,0.37144446,0.44738245,0.5,0.7310371,0.87289214,0.94189304,0.82227266,0.5730286,2.7044673,4.56716,3.9047418,2.019861,1.940059,-60.103085,-44.588882,-0.0,87.76692,53.546707,110.396126,-0.166055,-1.1074173,1.4866313,-1.7862127,-2.0872564,0.5921582,-1.0316279,0.10301589,0.0,-2.6472273,-0.51741403,0.7327709,-0.55588454,-0.34318998,0.3753566,1.6599052,0.87423664,0.0010084956,0.80292445,0.034390744,-0.0010954882,-0.08148782,0.49117705,1.6441177,-0.008513125,-0.90943956,-0.56716543,0.5066118,-0.48825464,0.73514915,0.83340114,0.14367306,-1.0489968,-0.7915058,0.10639446,5.316657,-1.1864599,0.17775059,1.8935721,-0.6164503,-0.0413782,-0.0,3.8016057,-0.48400444,1.6365159,0.9071961,3.831616,-0.48086268,0.33813655,-1.2421007,1.6893777,-1.7675037,-0.5730971,0.86957675,3.0798259,4.371209,0.942417,-0.013813503,-0.7292143,-0.07919489
126,1.5516167,1.3673555,2.5575576,1.0355376,2.537415,0.37916154,0.5,0.616021,0.9911556,0.8800664,0.9806393,0.73253614,2.7532024,4.449546,1.5116061,3.5533252,4.0283136,-54.384983,75.05929,68.614136,224.88347,75.8814,270.38412,-0.0121492855,0.4111287,-0.5824605,4.4096966,-0.0,-1.4443911,-0.040832628,-0.0017285675,-0.058562826,2.0732627,0.11393968,-0.8179643,1.5843867,0.62350285,0.053474914,0.0,0.9716491,-0.032256953,-0.113164455,-0.008735927,0.014926763,0.64200175,0.011913878,-1.6007341,-0.0046790023,-0.0,0.45967737,0.18525213,-0.26835555,-0.28020698,4.7600007,-0.80838615,-0.94919705,2.195876,1.2930888,0.7477803,1.40174,4.9358687,2.825963,-1.0348835,0.5048037,1.392607,3.463128,2.31756,0.44762024,3.3329172,1.6425209,-0.18821245,-0.98052186,2.669026,0.49547017,2.146937,0.7073051,5.6549306,3.0005875,2.4854035,-0.0,0.034906562,0.732656,0.12809356
127,1.1134082,0.99159086,1.817733,1.0057136,0.9054108,0.43895015,0.63852733,0.27010003,0.9545539,0.78788656,0.9367618,0.84101236,2.7239792,4.0035577,2.7410443,-7.328861,-21.007534,-40.211823,-1359.389,-0.0,154.44186,55.423523,174.44946,0.6691629,14.691483,0.37261024,-0.06929931,-0.0031932902,0.88339174,-0.84824336,-0.20570996,0.0,-0.12792452,1.5316559,62.954765,-3.4570334,1.4874414,-1.3083403,-0.19309774,-0.020034436,0.007802171,-20.2444,0.5358014,0.021637259,0.59467554,-0.5762315,0.13570334,0.03697646,-0.21592793,-1.0275892,-8.531763,2.1207168,0.92525125,-7.3516235,-44.7531,-0.7018287,0.32643613,-1.6449885,4.352765,-0.022762468,1.2078477,1.2130299,-1.8701622,-24.605967,-0.0,3.2941372,-22.060036,-0.3058964,-1.3195646,2.5061193,-0.54535013,-0.68612903,1.2869804,-1.4310837,0.5748049,1.493223,3.3849094,2.978013,-0.15002143,0.13937439,0.005697324,-0.022756575,1.2685994
128,0.68196565,1.2446196,0.5724906,0.98715866,1.8059443,1.464952,0.70074517,0.7304756,0.87844235,0.846978,0.9698692,0.5,2.7053573,4.7494407,1.9649496,4.2995553,6.4874954,-55.59537,215.96,36.23394,198.90881,-22.446617,113.31738,-0.0,2.6056166,-1.3412098,1.3529334,-0.0,-0.2469463,0.15365344,0.5546003,-0.8725875,1.2845081,-0.13040112,-0.9121113,2.9445987,0.36538744,-0.09081405,0.0,0.59967107,-0.007332337,0.5808738,0.3273322,-0.010197474,-0.3695041,-0.23217784,0.04048751,0.0024803234,0.0,-1.0992712,1.0979688,0.1422544,-1.592864,5.0528874,-0.3618642,-0.9703223,0.23409426,0.11886275,2.1895266,1.7279468,1.8435047,2.2707963,0.87128747,2.9731886,1.6070161,2.360321,3.7692134,-1.6448528,-1.5551488,3.3896613,-1.598763,-0.8057148,-1.1873333,-1.4056585,0.19632763,-0.8953155,2.8420396,0.77003294,3.3588889,-0.0,-0.012923797,0.5941609,-1.9118868
129,0.7869028,0.9672828,0.5169144,0.990936,0.5976296,1.8582841,0.5065344,0.47077975,0.8999422,0.8019751,0.9328168,0.5132265,2.7091763,4.3317738,2.805777,0.86901796,2.1283536,-37.92536,-33.800396,-0.0,150.73296,-38.290833,125.854904,0.041825194,0.21688694,0.09365713,-0.19194533,-0.014741446,-0.925942,-0.09225827,-0.19689173,0.0,-0.87250507,0.07069188,12.626859,-3.5048347,-0.7716219,0.22036417,-0.10095059,-0.046937827,-0.01156164,-0.4651211,0.8685223,-0.0015149491,0.15233374,-0.8740708,-0.11259731,0.0063114157,-0.10168389,0.021412421,0.6745416,0.36197966,-1.585421,0.78152263,-11.118384,-0.23387253,-0.52169913,-0.92160666,0.12063205,-0.087495215,1.7910122,0.905125,0.9998871,-1.1263899,-0.0,2.7601066,-0.53700995,-0.9423288,-1.0072433,1.4935895,0.71029323,-0.0130438395,-1.4524754,1.523919,-0.7474608,-0.8245499,1.8381889,1.4516032,1.281402,0.16690657,-0.009105115,-0.08716188,1.1605513
130,0.9008614,1.2330922,0.5863143,0.99553216,2.5159318,2.7152176,0.5,0.26941025,0.9214145,0.98771846,0.9686845,0.5,2.713804,5.5291934,2.0047386,3.569433,3.472209,90.11559,43.196846,67.31562,196.62907,-92.72156,141.04631,0.0,-1.3957616,0.17715403,1.6112387,-0.0,0.63921505,-1.6239189,0.64283675,-0.0,3.302482,-0.5791861,0.12981677,-0.9525987,-1.2925144,0.5644303,0.0,0.64014035,-0.022476835,1.2272416,1.1691852,0.042155996,1.2299562,-0.08059402,2.5153625,-0.014751941,-0.0,0.0035930816,0.82748973,-0.8460704,-0.7081524,4.282976,2.4436226,1.5728139,-0.25655916,-1.8538982,1.6509628,0.71354324,2.2769089,5.2131314,0.37786847,-0.14320177,1.1748793,1.3834708,0.75392723,1.3226639,-0.7134702,1.6263746,1.7664452,0.028604193,-1.1294824,-0.07101199,0.18035859,0.56031,2.8362417,2.9320264,2.7474499,-0.0,-0.0044777724,0.5747028,-2.0571885
131,1.1869489,1.3247706,1.6502433,1.0098004,1.6831566,0.81004775,0.5,0.7272766,0.9636336,0.9819354,0.97727543,0.5,2.7280345,4.869931,1.675241,4.54431,1.8803029,480.11456,-48.012653,31.377266,215.50789,12.161157,187.76212,-0.0,2.5103762,0.9112653,2.831188,-0.0,2.2309122,-1.4206494,-0.33223727,0.0,1.1783221,0.6228642,-0.5432504,2.7700243,-0.6259987,0.20621559,0.0,0.45035964,-0.010343279,1.213718,-0.8385264,0.00050439424,-0.2645154,-0.4466189,-0.19362953,-0.00511621,-0.0,0.038871106,0.592977,-0.2934308,0.36992574,5.587351,0.89965767,9.652266,0.5587855,-0.6747725,3.3692327,1.0430408,2.1266847,4.4943132,-0.6157546,-1.2697546,0.5476366,3.5232534,-0.8379789,1.3093653,0.6569575,2.0812047,0.031951785,-0.03517802,1.0514598,1.1758882,1.5450081,-0.6082506,4.3118596,3.8898695,5.3703403,-0.0,0.009752338,0.6982818,-1.7342489
132,0.7540657,0.92195636,1.4127944,0.98970944,0.5011366,2.1844923,0.79616994,0.26919842,0.8933689,0.83196455,0.9251316,0.6272836,2.707938,4.3282537,2.9223592,1.4071515,2.1343908,-67.53416,-33.45449,-0.0,144.05328,-51.38741,121.789314,-0.4277261,2.1265538,-0.956044,-0.43078724,0.0,-1.32526,-1.3560168,-0.39510524,-0.10410764,-1.2279269,0.50960356,5.4308295,-1.4955082,0.18375714,-0.4955032,0.0,-0.07550411,0.010027275,-0.792802,-0.75567126,-0.0015765219,0.1165227,0.9115351,1.3134848,0.0034555662,0.0,-0.036022317,-1.2731863,0.19818765,1.6590166,1.203074,-6.305521,-1.1786934,-0.19879535,-0.42665124,4.486687,0.1897843,2.1704755,0.95695,0.47140732,-0.95386875,0.39386174,2.8192363,-0.06331015,-1.6080866,-0.097782314,4.616627,-0.9383427,-0.9651133,0.70597327,-0.047320154,0.14128776,0.25625554,2.874608,2.1201959,-0.022309065,-0.0,-0.010343448,-0.19993404,0.9179818
133,0.86005676,0.9619849,0.63245314,0.9938234,0.7175405,0.56714845,0.5,0.71638614,0.9139852,0.95473343,0.9319404,0.5,2.712086,7.6040444,2.819678,-0.23728561,0.9153912,48.029846,-103.29801,-0.0,149.93648,34.550625,135.40681,-0.0,-3.5031836,0.90352666,-0.2392188,0.0,0.73860276,-0.116670154,-1.00853,-0.0,-1.653071,0.5850739,-21.376345,4.045078,0.057811342,-0.249873,0.0,-0.052309416,-0.008059805,0.2270044,-0.29059103,0.012490632,-1.3934152,2.9786243,-0.44289827,-0.006283258,-0.0,-0.82581043,1.1696188,-0.3603647,0.6404332,-0.33868194,-10.894165,0.838279,-0.35498697,0.04520762,3.2772858,-0.10139624,4.0331063,2.7228646,0.981858,-2.3187816,-0.0,3.4529839,-1.8028905,1.4719641,-0.10706496,2.6695428,-0.63970906,-0.6760389,-0.9531152,-1.2528491,-0.55964684,0.1639165,2.1219194,2.268661,4.234146,-0.0,-0.0061956123,-0.10087828,0.51758796
134,0.83996516,0.86423755,0.54541266,0.99300843,1.2422705,0.4165834,0.6764799,0.6916144,0.91021687,0.97979933,0.9147604,0.5,2.7112656,5.7747784,3.0633676,7.2911854,1.8870778,135.95625,-47.624474,12.5294075,135.9741,61.1242,132.71342,-0.0,4.2994556,1.2397642,-0.7835474,0.0,-1.4621533,0.30208543,0.3026088,0.0,0.6683929,0.8269654,-0.98008835,-2.8328316,-0.42351395,-1.2936233,0.0,-0.3134876,0.021158287,-0.3108847,-0.6952019,0.019208949,0.5413931,0.2336264,-1.4148142,-0.027108358,-0.0,-1.4718946,-5.7776413,-1.5547501,-0.23458663,6.9460993,-2.6594546,3.8838544,-0.40199533,0.93112576,3.2480989,-0.3450858,3.071238,4.096893,-0.61485124,-1.7396376,0.21867943,4.1163726,-0.83120394,-1.6032939,-1.5733066,3.5962937,0.82041454,0.8910315,-1.3091242,1.6149205,-0.95164406,-0.8416873,1.6702843,2.938513,4.8218365,-0.0,-0.0070160264,-0.3259387,0.4786459
135,0.8568126,0.47233617,0.65276706,0.9936907,0.37930974,0.38463643,0.7402503,0.37389866,0.9133815,0.9316988,0.83254,0.5,2.7119524,4.5689545,3.832827,1.9623001,2.1013055,-48.624626,-35.350136,-0.0,91.88732,72.8346,134.96825,0.0,0.40945706,0.6310389,-2.1146834,-0.6272469,-1.4390507,-0.15469259,-0.5732582,0.0,-2.4480388,0.25232276,0.7784423,4.158321,-0.9090009,-0.77308774,-0.6361184,-0.90403557,0.017646223,-0.18513404,-0.06982937,-0.0070743966,-0.7071519,0.6950863,0.71541154,0.00964594,-0.27517614,-0.4834847,-1.1940852,0.5532251,-1.25576,0.8477547,-1.4963038,-0.8486599,-0.3626414,2.1719275,0.4523692,-1.1145453,0.25605762,1.7456084,-0.15523517,-1.4281013,-0.0,2.4609084,-0.6169763,-1.5990397,-0.9629333,2.7526774,-0.48753175,0.9939738,-0.8821882,0.47723994,-1.5421965,-0.90679044,1.1480831,2.2778218,2.0714598,0.51003927,-0.006329202,-0.71518135,-0.06839709
136,0.74766856,0.5569802,0.8420553,0.98947537,0.75286573,2.6799242,0.5,0.57013386,0.8920708,0.8170068,0.8513709,0.8212215,2.7077014,6.855257,3.6911697,-0.7560396,4.315148,69.07127,91.49369,-0.0,100.00369,-80.32893,121.012695,1.1911458,-0.9946718,0.4080363,-1.7456573,0.0,-1.6417911,0.40045464,-0.32960504,0.13708411,-1.190729,0.35803524,-1.4582294,1.5562843,-0.0034481115,0.33965355,-0.0,0.0020427434,-2.7921209e-05,2.2644413,0.79799837,0.039738055,0.15691786,1.1094805,1.84081,4.641509e-05,-0.0,0.18738295,-0.9307675,0.0026620522,-0.8152905,-1.7289276,-0.8950064,2.6067665,-0.3949173,1.7874244,0.8020927,-0.7615935,2.3561018,1.2160658,2.2175498,1.5989659,0.2112944,3.9596405,3.121511,1.0137423,2.5376801,1.5701315,2.8033087,0.20461565,-0.34554318,-1.0632607,-1.1457717,2.1734273,1.57176,3.020843,1.7824908,-0.0,-0.010579997,-0.6786002,0.72291255
