,employment_kterm_ln,personal_status_kterm_ln,credit_history_kterm_ln,residence_since_ln,property_magnitude_car_tanh,checking_status_'no checking'_tanh,credit_history_'critical/other existing credit'_tanh,foreign_worker_yes_tanh,checking_status_'<0'_tanh,installment_commitment_sigmoid,foreign_worker_yes_sigmoid,checking_status_'no checking'_sigmoid,duration_sigmoid,(foreign_worker_kterm-housing_own),(foreign_worker_yes-purpose),(purpose_kterm-other_payment_plans_kterm),(savings_status_kterm-foreign_worker_yes),(checking_status_kterm-property_magnitude_car),(employment_'>=7'-other_payment_plans_none),(duration-savings_status_kterm),(credit_history_kterm-personal_status_'male single'),(credit_history_'existing paid'-employment_'>=7'),(savings_status_kterm-personal_status_'male single'),(other_payment_plans_none-housing_own),(purpose_kterm-housing_own),(checking_status_'<0'-job_skilled),property_magnitude_kterm_radian,checking_status_'no checking'_radian,checking_status_kterm_radian,credit_history_'critical/other existing credit'_radian,other_parties_none_radian,foreign_worker_yes_radian,job_skilled_degree,installment_commitment_degree,checking_status_kterm_degree,property_magnitude_'real estate'_degree,credit_history_'critical/other existing credit'_degree,checking_status_'<0'_degree,(other_payment_plans_kterm+checking_status_'<0'),(duration+credit_history_'critical/other existing credit'),(checking_status_'no checking'+credit_history_'existing paid'),(housing_kterm+credit_history_'existing paid'),(savings_status_'<100'+housing_own),(checking_status_'<0'+property_magnitude_car),(foreign_worker_yes+purpose),(residence_since+credit_history_'existing paid'),(credit_amount+job_skilled),(purpose_kterm+property_magnitude_'real estate'),(job_skilled+own_telephone_yes),(credit_amount+num_dependents),(checking_status_kterm*other_parties_kterm),(checking_status_kterm*property_magnitude_car),(other_parties_kterm*property_magnitude_car),(own_telephone_kterm*other_payment_plans_none),(existing_credits*foreign_worker_kterm),(housing_kterm*property_magnitude_car),(duration*residence_since),(credit_amount*property_magnitude_car),(existing_credits*purpose),(other_payment_plans_kterm*checking_status_'no checking'),(other_parties_none*housing_own),(property_magnitude_kterm*other_parties_none),(existing_credits*own_telephone_kterm),(age/purpose_kterm),(other_parties_kterm/own_telephone_kterm),(num_dependents/checking_status_kterm),(duration/savings_status_kterm),(duration/foreign_worker_kterm),(existing_credits/num_dependents),(residence_since/foreign_worker_kterm),(residence_since/checking_status_kterm),(credit_amount/other_payment_plans_kterm),class
157,5.5333896,4.5217886,3.8918202,0.0,0.7615942,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,0.9999938,962.0,-8.0,-130.0,602.0,273.0,1.0,-591.0,49.0,-1.0,603.0,-1.0,8.0,1.0,5.794493,0.0,4.7822022,0.0,0.017453292,0.017453292,0.0,229.1831,15699.043,0.0,0.0,57.295776,140.0,12.0,0.0,713.0,2.0,2.0,10.0,1.0,339.0,9.0,0.0,340.0,248518.0,274.0,907.0,0.0,963.0,713.0,12.0,339.0,9.0,0.0,1.0,332.0,596.0,5.0,1.5218121,0.003649635,0.019900497,0.012461059,1.0,0.0010384216,0.003649635,2.438849,1.0
158,5.159055,6.3062754,6.272877,1.0986123,0.7615942,0.0,0.0,0.7615942,0.0,0.880797,0.7310586,0.5,1.0,962.0,0.0,95.0,102.0,268.0,0.0,-79.0,529.0,1.0,102.0,-1.0,233.0,-1.0,5.794493,0.0,4.694936,0.0,0.017453292,0.017453292,57.295776,114.59155,15412.563,0.0,0.0,0.0,139.0,24.0,1.0,714.0,1.0,1.0,2.0,4.0,3513.0,234.0,2.0,3513.0,243983.0,269.0,907.0,0.0,1926.0,713.0,72.0,3512.0,2.0,0.0,1.0,332.0,808.0,0.16239317,2.2450495,0.003717472,0.23300971,0.024922118,2.0,0.0031152647,0.0111524165,25.266188,1.0
159,5.826,6.3062754,5.6801724,0.6931472,0.0,0.7615942,0.7615942,0.7615942,0.0,0.7310586,0.7310586,0.7310586,0.9975274,962.0,-6.0,-534.0,182.0,394.0,-1.0,-177.0,292.0,0.0,182.0,0.0,279.0,0.0,4.9218283,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,0.0,57.295776,22574.535,57.295776,57.295776,0.0,814.0,7.0,1.0,713.0,1.0,0.0,8.0,2.0,1898.0,281.0,0.0,1900.0,357358.0,0.0,0.0,596.0,1926.0,0.0,12.0,0.0,14.0,814.0,1.0,282.0,1192.0,0.12142857,1.5218121,0.005076142,0.032786883,0.0062305294,1.0,0.0020768433,0.005076142,2.3316953,1.0
160,5.5333896,6.3062754,5.6801724,1.3862944,0.0,0.7615942,0.7615942,0.7615942,0.0,0.95257413,0.7310586,0.7310586,1.0,962.0,-6.0,-534.0,102.0,394.0,0.0,-79.0,292.0,-1.0,102.0,0.0,279.0,-1.0,4.9218283,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,171.88733,22574.535,57.295776,57.295776,0.0,814.0,25.0,1.0,713.0,1.0,0.0,8.0,4.0,2873.0,281.0,2.0,2874.0,357358.0,0.0,0.0,404.0,963.0,0.0,96.0,0.0,7.0,814.0,1.0,282.0,404.0,0.12857144,2.2450495,0.005076142,0.23300971,0.024922118,0.5,0.0041536866,0.010152284,3.5282555,1.0
161,5.1474943,5.7365723,5.6801724,0.0,0.0,0.7615942,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.7310586,1.0,962.0,0.0,-580.0,602.0,394.0,-1.0,-585.0,293.0,0.0,603.0,0.0,233.0,-1.0,4.049164,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,229.1831,22574.535,0.0,57.295776,0.0,814.0,19.0,1.0,713.0,2.0,0.0,2.0,1.0,1056.0,234.0,1.0,1056.0,357358.0,0.0,0.0,596.0,1926.0,0.0,18.0,0.0,2.0,814.0,1.0,232.0,1192.0,0.12820514,1.5218121,0.002538071,0.029850746,0.018691588,2.0,0.0010384216,0.002538071,1.2960688,1.0
162,5.159055,6.3062754,6.272877,1.0986123,0.0,0.7615942,0.0,0.7615942,0.0,0.98201376,0.7310586,0.7310586,0.99999964,962.0,1.0,-802.0,62.0,394.0,-1.0,-48.0,529.0,1.0,62.0,0.0,11.0,-1.0,4.049164,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,229.1831,22574.535,0.0,0.0,0.0,814.0,15.0,2.0,714.0,1.0,0.0,1.0,4.0,1263.0,12.0,2.0,1263.0,357358.0,0.0,0.0,404.0,1926.0,0.0,45.0,0.0,0.0,814.0,1.0,232.0,808.0,3.0,2.2450495,0.002538071,0.23809524,0.015576324,2.0,0.0031152647,0.007614213,1.5503685,1.0
163,4.1271343,6.3062754,6.272877,1.3862944,0.0,0.0,0.0,0.7615942,0.0,0.880797,0.7310586,0.5,0.9999546,963.0,0.0,95.0,602.0,269.0,0.0,-593.0,529.0,1.0,602.0,0.0,234.0,0.0,2.687807,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,114.59155,15412.563,0.0,0.0,0.0,139.0,10.0,1.0,109.0,1.0,0.0,2.0,5.0,7308.0,234.0,1.0,7309.0,243983.0,0.0,0.0,0.0,963.0,0.0,40.0,0.0,1.0,0.0,0.0,154.0,404.0,0.2991453,2.2450495,0.003717472,0.016583748,0.010384216,1.0,0.0041536866,0.014869888,52.57554,1.0
164,5.5333896,6.3062754,6.272877,1.3862944,0.0,0.7615942,0.0,0.7615942,0.0,0.98201376,0.7310586,0.7310586,1.0,962.0,0.0,-580.0,62.0,394.0,0.0,-27.0,529.0,0.0,62.0,0.0,233.0,-1.0,4.049164,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,229.1831,22574.535,0.0,0.0,0.0,814.0,36.0,2.0,714.0,1.0,0.0,2.0,5.0,910.0,234.0,1.0,910.0,357358.0,0.0,0.0,596.0,963.0,0.0,144.0,0.0,1.0,814.0,1.0,232.0,596.0,0.15384616,1.5218121,0.002538071,0.5714286,0.037383176,1.0,0.0041536866,0.010152284,1.1167076,1.0
165,5.826,6.3062754,6.272877,0.6931472,0.7615942,0.7615942,0.0,0.7615942,0.0,0.7310586,0.7310586,0.7310586,0.9975274,962.0,-4.0,-633.0,62.0,393.0,-1.0,-57.0,529.0,1.0,62.0,0.0,180.0,-1.0,5.794493,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,57.295776,22574.535,0.0,0.0,0.0,814.0,6.0,2.0,714.0,1.0,1.0,6.0,3.0,2979.0,181.0,2.0,2979.0,357358.0,394.0,907.0,404.0,963.0,713.0,12.0,2978.0,5.0,814.0,1.0,332.0,404.0,0.17679559,2.2450495,0.002538071,0.0952381,0.0062305294,1.0,0.0020768433,0.005076142,3.6584766,1.0
166,4.1271343,5.7365723,6.272877,0.6931472,0.7615942,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,1.0,962.0,-4.0,-633.0,602.0,273.0,-1.0,-585.0,530.0,1.0,603.0,0.0,180.0,0.0,5.794493,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,229.1831,15699.043,0.0,0.0,57.295776,815.0,18.0,1.0,714.0,2.0,2.0,6.0,3.0,1132.0,181.0,1.0,1132.0,248518.0,274.0,907.0,596.0,963.0,713.0,36.0,1131.0,5.0,0.0,1.0,332.0,596.0,0.18232045,1.5218121,0.003649635,0.029850746,0.018691588,1.0,0.0020768433,0.00729927,1.3894349,0.0
167,5.1474943,5.7365723,6.272877,0.0,0.0,0.0,0.0,0.7615942,0.0,0.98201376,0.7310586,0.5,0.9999833,962.0,-4.0,-633.0,47.0,269.0,-1.0,-37.0,530.0,1.0,48.0,0.0,180.0,-1.0,4.9218283,0.0,4.694936,0.0,0.017453292,0.017453292,57.295776,229.1831,15412.563,57.295776,0.0,0.0,814.0,11.0,1.0,714.0,1.0,0.0,6.0,2.0,1578.0,182.0,1.0,1578.0,243983.0,0.0,0.0,596.0,963.0,0.0,11.0,0.0,5.0,0.0,1.0,282.0,596.0,0.110497236,1.5218121,0.003717472,0.22916667,0.011422638,1.0,0.0010384216,0.003717472,1.9373465,1.0
168,5.159055,5.7365723,6.272877,1.3862944,0.0,0.7615942,0.0,0.7615942,0.0,0.880797,0.7310586,0.7310586,1.0,963.0,-4.0,-633.0,602.0,394.0,-1.0,-579.0,530.0,1.0,603.0,1.0,181.0,-1.0,4.049164,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,114.59155,22574.535,0.0,0.0,0.0,814.0,24.0,2.0,180.0,1.0,0.0,6.0,5.0,3973.0,181.0,2.0,3973.0,357358.0,0.0,0.0,404.0,963.0,0.0,96.0,0.0,5.0,814.0,0.0,232.0,404.0,0.13812155,2.2450495,0.002538071,0.039800994,0.024922118,1.0,0.0041536866,0.010152284,4.8796067,1.0
169,5.5333896,3.912023,5.6801724,1.3862944,0.0,0.0,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.5,1.0,962.0,-2.0,-717.0,602.0,269.0,0.0,-579.0,293.0,-1.0,603.0,0.0,96.0,-1.0,4.9218283,0.0,4.694936,0.017453292,0.017453292,0.017453292,57.295776,229.1831,15412.563,57.295776,57.295776,0.0,814.0,25.0,0.0,713.0,2.0,0.0,4.0,4.0,1936.0,98.0,2.0,1936.0,243983.0,0.0,0.0,404.0,1926.0,0.0,96.0,0.0,6.0,0.0,1.0,282.0,808.0,0.31958762,2.2450495,0.003717472,0.039800994,0.024922118,2.0,0.0041536866,0.014869888,2.3771498,0.0
170,5.5333896,6.3062754,3.6888795,1.0986123,0.7615942,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,0.99999964,963.0,0.0,-580.0,602.0,273.0,0.0,-588.0,39.0,-1.0,602.0,1.0,234.0,0.0,5.794493,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,229.1831,15699.043,0.0,0.0,57.295776,815.0,15.0,0.0,179.0,1.0,2.0,2.0,3.0,951.0,234.0,1.0,952.0,248518.0,274.0,907.0,596.0,1926.0,179.0,45.0,950.0,2.0,0.0,0.0,332.0,1192.0,0.14102565,1.5218121,0.00729927,0.024875622,0.015576324,1.0,0.0031152647,0.010948905,1.1670761,0.0
171,5.826,5.7365723,6.272877,0.0,0.0,0.7615942,0.0,0.7615942,0.0,0.98201376,0.7310586,0.7310586,0.9999938,962.0,-4.0,-633.0,602.0,394.0,-1.0,-591.0,530.0,1.0,603.0,0.0,180.0,-1.0,4.9218283,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,229.1831,22574.535,57.295776,0.0,0.0,814.0,12.0,2.0,714.0,2.0,0.0,6.0,2.0,764.0,182.0,2.0,764.0,357358.0,0.0,0.0,404.0,963.0,0.0,12.0,0.0,5.0,814.0,1.0,282.0,404.0,0.1436464,2.2450495,0.002538071,0.019900497,0.012461059,1.0,0.0010384216,0.002538071,0.93734646,1.0
172,4.1271343,5.7365723,4.477337,0.6931472,0.0,0.0,0.0,0.7615942,0.0,0.95257413,0.7310586,0.5,1.0,962.0,-4.0,-633.0,602.0,269.0,-1.0,-579.0,88.0,0.0,603.0,0.0,180.0,0.0,4.049164,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,171.88733,15412.563,0.0,0.0,0.0,814.0,24.0,0.0,713.0,2.0,0.0,6.0,2.0,2064.0,181.0,1.0,2065.0,243983.0,0.0,0.0,404.0,963.0,0.0,48.0,0.0,5.0,0.0,1.0,232.0,404.0,0.1878453,2.2450495,0.003717472,0.039800994,0.024922118,1.0,0.0020768433,0.007434944,2.5356266,0.0
173,5.826,6.3062754,6.272877,0.6931472,0.0,0.0,0.0,0.0,0.0,0.98201376,0.5,0.5,0.99966466,36.0,-7.0,-534.0,603.0,269.0,-1.0,-595.0,529.0,1.0,602.0,0.0,279.0,-1.0,4.9218283,0.0,4.694936,0.0,0.0,0.0,57.295776,229.1831,15412.563,57.295776,0.0,0.0,814.0,8.0,1.0,714.0,2.0,0.0,7.0,3.0,1415.0,281.0,1.0,1415.0,13988.0,0.0,0.0,596.0,37.0,0.0,16.0,0.0,7.0,0.0,0.0,0.0,596.0,0.11785714,0.087248325,0.003717472,0.013266998,0.21621622,1.0,0.054054055,0.007434944,1.7371007,1.0
174,5.1474943,6.3062754,4.477337,0.0,0.0,0.0,0.0,0.7615942,0.7615942,0.880797,0.7310586,0.5,1.0,962.0,-3.0,-764.0,602.0,274.0,-1.0,-582.0,87.0,0.0,602.0,0.0,49.0,0.0,4.049164,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,114.59155,15699.043,0.0,0.0,57.295776,815.0,21.0,0.0,713.0,2.0,1.0,5.0,1.0,3415.0,50.0,1.0,3415.0,248518.0,0.0,0.0,596.0,1926.0,0.0,21.0,0.0,8.0,0.0,1.0,232.0,1192.0,0.52,1.5218121,0.003649635,0.03482587,0.021806853,2.0,0.0010384216,0.003649635,4.1941032,0.0
175,4.1271343,5.7365723,3.8918202,0.0,0.0,0.7615942,0.0,0.7615942,0.0,0.98201376,0.7310586,0.7310586,1.0,962.0,-1.0,-36.0,182.0,394.0,0.0,-153.0,49.0,0.0,183.0,-1.0,102.0,0.0,4.9218283,0.017453292,6.8765974,0.0,0.017453292,0.017453292,0.0,229.1831,22574.535,57.295776,0.0,0.0,139.0,30.0,1.0,713.0,1.0,0.0,3.0,1.0,7485.0,104.0,1.0,7486.0,357358.0,0.0,0.0,0.0,963.0,0.0,30.0,0.0,2.0,139.0,1.0,282.0,404.0,0.5145631,2.2450495,0.002538071,0.16393442,0.031152649,1.0,0.0010384216,0.002538071,53.848923,0.0
176,5.826,3.912023,6.272877,0.0,0.7615942,0.0,0.0,0.7615942,0.7615942,0.880797,0.7310586,0.5,0.9999938,962.0,-4.0,-633.0,602.0,273.0,-1.0,-591.0,530.0,1.0,603.0,0.0,180.0,0.0,5.794493,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,114.59155,15699.043,0.0,0.0,57.295776,815.0,12.0,1.0,714.0,2.0,2.0,6.0,2.0,2578.0,181.0,1.0,2578.0,248518.0,274.0,907.0,596.0,963.0,713.0,12.0,2577.0,5.0,0.0,1.0,332.0,596.0,0.2320442,1.5218121,0.003649635,0.019900497,0.012461059,1.0,0.0010384216,0.003649635,3.1658478,1.0
177,5.5333896,6.3062754,5.6801724,1.3862944,0.7615942,0.0,0.7615942,0.7615942,0.7615942,0.98201376,0.7310586,0.5,0.9975274,962.0,-6.0,-534.0,62.0,273.0,0.0,-57.0,292.0,-1.0,62.0,0.0,279.0,0.0,5.794493,0.0,4.7822022,0.017453292,0.017453292,0.017453292,57.295776,229.1831,15699.043,0.0,57.295776,57.295776,815.0,7.0,0.0,713.0,1.0,2.0,8.0,4.0,339.0,280.0,1.0,339.0,248518.0,274.0,907.0,596.0,1926.0,713.0,24.0,338.0,14.0,0.0,1.0,332.0,1192.0,0.18571429,1.5218121,0.003649635,0.0952381,0.0062305294,2.0,0.0041536866,0.01459854,0.4152334,1.0
178,5.159055,6.3062754,6.272877,0.6931472,0.7615942,0.7615942,0.0,0.7615942,0.0,0.98201376,0.7310586,0.7310586,0.9999938,963.0,-6.0,-534.0,602.0,393.0,-1.0,-591.0,529.0,1.0,602.0,1.0,280.0,0.0,5.794493,0.017453292,6.8765974,0.0,0.017453292,0.017453292,0.0,229.1831,22574.535,0.0,0.0,0.0,814.0,12.0,2.0,180.0,1.0,1.0,8.0,3.0,1963.0,280.0,1.0,1965.0,357358.0,394.0,907.0,404.0,1926.0,179.0,24.0,1963.0,14.0,814.0,0.0,332.0,808.0,0.11071429,2.2450495,0.005076142,0.019900497,0.012461059,1.0,0.0020768433,0.005076142,2.411548,1.0
179,5.5333896,6.3062754,5.6801724,1.3862944,0.0,0.0,0.7615942,0.7615942,0.7615942,0.98201376,0.7310586,0.5,1.0,962.0,0.0,-580.0,602.0,274.0,0.0,-582.0,292.0,-1.0,602.0,0.0,233.0,0.0,4.9218283,0.0,4.7822022,0.017453292,0.017453292,0.017453292,57.295776,229.1831,15699.043,57.295776,57.295776,57.295776,815.0,22.0,0.0,713.0,2.0,1.0,2.0,4.0,572.0,235.0,1.0,572.0,248518.0,0.0,0.0,596.0,1926.0,0.0,84.0,0.0,2.0,0.0,1.0,282.0,1192.0,0.2777778,1.5218121,0.003649635,0.03482587,0.021806853,2.0,0.0041536866,0.01459854,0.7014742,1.0
180,5.1474943,3.912023,4.477337,0.0,0.7615942,0.7615942,0.0,0.7615942,0.0,0.7310586,0.7310586,0.7310586,1.0,962.0,-2.0,-717.0,602.0,393.0,-1.0,-567.0,88.0,0.0,603.0,0.0,96.0,-1.0,5.794493,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,57.295776,22574.535,0.0,0.0,0.0,814.0,36.0,1.0,713.0,2.0,1.0,4.0,1.0,9573.0,97.0,1.0,9573.0,357358.0,394.0,907.0,596.0,1926.0,713.0,36.0,9572.0,6.0,814.0,1.0,332.0,1192.0,0.28865978,1.5218121,0.002538071,0.05970149,0.037383176,2.0,0.0010384216,0.002538071,11.759213,0.0
181,5.826,3.912023,4.477337,0.6931472,0.0,0.0,0.0,0.7615942,0.0,0.880797,0.7310586,0.5,1.0,962.0,-2.0,50.0,602.0,269.0,0.0,-567.0,88.0,0.0,603.0,-1.0,96.0,0.0,4.9218283,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,114.59155,15412.563,57.295776,0.0,0.0,47.0,36.0,0.0,713.0,2.0,0.0,4.0,2.0,4455.0,98.0,1.0,4456.0,243983.0,0.0,0.0,0.0,1926.0,0.0,72.0,0.0,6.0,0.0,1.0,282.0,808.0,0.30927834,2.2450495,0.003717472,0.05970149,0.037383176,2.0,0.0020768433,0.007434944,94.78723,0.0
182,5.826,6.3062754,3.8918202,0.6931472,0.0,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,1.0,962.0,0.0,-580.0,182.0,274.0,-1.0,-162.0,48.0,0.0,182.0,0.0,233.0,1.0,4.049164,0.0,4.7822022,0.0,0.017453292,0.017453292,0.0,229.1831,15699.043,0.0,0.0,57.295776,815.0,21.0,0.0,713.0,1.0,1.0,2.0,2.0,1647.0,234.0,0.0,1649.0,248518.0,0.0,0.0,596.0,1926.0,0.0,42.0,0.0,2.0,0.0,1.0,232.0,1192.0,0.17094018,1.5218121,0.00729927,0.114754096,0.021806853,1.0,0.0020768433,0.00729927,2.0233414,0.0
183,5.826,6.3062754,5.6801724,1.3862944,0.0,0.7615942,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.7310586,1.0,962.0,-4.0,-633.0,47.0,394.0,-1.0,-24.0,292.0,0.0,47.0,0.0,180.0,-1.0,4.9218283,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,229.1831,22574.535,57.295776,57.295776,0.0,814.0,25.0,1.0,713.0,1.0,0.0,6.0,4.0,3778.0,182.0,2.0,3778.0,357358.0,0.0,0.0,404.0,963.0,0.0,96.0,0.0,5.0,814.0,1.0,282.0,404.0,0.2762431,2.2450495,0.002538071,0.5,0.024922118,1.0,0.0041536866,0.010152284,4.640049,1.0
184,5.5333896,6.3062754,5.6801724,1.3862944,0.7615942,0.0,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.5,1.0,962.0,0.0,95.0,602.0,268.0,1.0,-585.0,292.0,-1.0,602.0,-1.0,233.0,-1.0,5.794493,0.0,4.694936,0.017453292,0.017453292,0.017453292,57.295776,229.1831,15412.563,0.0,57.295776,0.0,139.0,19.0,0.0,713.0,2.0,1.0,2.0,4.0,885.0,234.0,2.0,886.0,243983.0,269.0,907.0,0.0,963.0,713.0,72.0,884.0,1.0,0.0,1.0,332.0,404.0,0.15384616,2.2450495,0.007434944,0.029850746,0.018691588,0.5,0.0041536866,0.014869888,6.359712,0.0
185,5.826,6.3062754,5.6801724,0.6931472,0.0,0.7615942,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.7310586,0.99999964,962.0,-6.0,-534.0,602.0,394.0,-1.0,-588.0,292.0,0.0,602.0,0.0,279.0,-1.0,4.049164,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,229.1831,22574.535,0.0,57.295776,0.0,814.0,16.0,1.0,713.0,2.0,0.0,8.0,2.0,1361.0,280.0,1.0,1361.0,357358.0,0.0,0.0,596.0,1926.0,0.0,30.0,0.0,14.0,814.0,1.0,232.0,1192.0,0.11071429,1.5218121,0.002538071,0.024875622,0.015576324,2.0,0.0020768433,0.005076142,1.6707617,1.0
186,5.5333896,5.7365723,3.8918202,1.3862944,0.0,0.0,0.0,0.7615942,0.0,0.880797,0.7310586,0.5,0.9998766,963.0,-1.0,-36.0,602.0,269.0,1.0,-594.0,49.0,-1.0,603.0,0.0,103.0,0.0,2.687807,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,114.59155,15412.563,0.0,0.0,0.0,139.0,9.0,0.0,108.0,1.0,0.0,3.0,4.0,5129.0,103.0,1.0,5131.0,243983.0,0.0,0.0,0.0,963.0,0.0,36.0,0.0,2.0,0.0,0.0,154.0,404.0,0.7184466,2.2450495,0.007434944,0.014925373,0.009345794,0.5,0.0041536866,0.014869888,36.89928,0.0
187,4.1271343,6.3062754,5.6801724,1.0986123,0.7615942,0.0,0.7615942,0.7615942,0.0,0.880797,0.7310586,0.5,0.9999999,963.0,0.0,-580.0,602.0,268.0,-1.0,-587.0,292.0,0.0,602.0,1.0,234.0,0.0,5.794493,0.0,4.694936,0.017453292,0.017453292,0.017453292,0.0,114.59155,15412.563,0.0,57.295776,0.0,814.0,17.0,0.0,108.0,1.0,1.0,2.0,3.0,1175.0,234.0,1.0,1176.0,243983.0,269.0,907.0,404.0,2889.0,108.0,48.0,1175.0,3.0,0.0,0.0,332.0,1212.0,0.2905983,2.2450495,0.003717472,0.026533997,0.016614746,3.0,0.0031152647,0.0111524165,1.443489,1.0
188,5.159055,4.5217886,6.272877,0.0,0.0,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,0.9999938,962.0,-6.0,-534.0,102.0,274.0,-1.0,-91.0,530.0,1.0,103.0,0.0,279.0,0.0,4.049164,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,229.1831,15699.043,0.0,0.0,57.295776,815.0,12.0,1.0,714.0,1.0,1.0,8.0,2.0,675.0,280.0,1.0,675.0,248518.0,0.0,0.0,596.0,963.0,0.0,12.0,0.0,7.0,0.0,1.0,232.0,596.0,0.071428575,1.5218121,0.003649635,0.116504855,0.012461059,1.0,0.0010384216,0.003649635,0.82800984,0.0
189,5.826,5.7365723,3.6888795,1.3862944,0.7615942,0.0,0.0,0.7615942,0.0,0.7310586,0.7310586,0.5,1.0,962.0,-4.0,42.0,602.0,268.0,0.0,-585.0,40.0,0.0,603.0,-1.0,180.0,-1.0,5.794493,0.0,4.694936,0.0,0.017453292,0.017453292,57.295776,57.295776,15412.563,0.0,0.0,0.0,139.0,18.0,0.0,713.0,2.0,1.0,6.0,4.0,3245.0,181.0,2.0,3245.0,243983.0,269.0,907.0,0.0,1926.0,713.0,72.0,3244.0,10.0,0.0,1.0,332.0,808.0,0.18232045,2.2450495,0.003717472,0.029850746,0.018691588,2.0,0.0041536866,0.014869888,23.338129,1.0
190,5.826,6.3062754,6.272877,1.0986123,0.0,0.7615942,0.0,0.7615942,0.0,0.880797,0.7310586,0.7310586,1.0,962.0,-2.0,-717.0,47.0,394.0,-1.0,-24.0,529.0,1.0,47.0,0.0,96.0,0.0,4.049164,0.017453292,6.8765974,0.0,0.017453292,0.017453292,0.0,114.59155,22574.535,0.0,0.0,0.0,814.0,24.0,2.0,714.0,1.0,0.0,4.0,4.0,4591.0,97.0,1.0,4592.0,357358.0,0.0,0.0,404.0,2889.0,0.0,72.0,0.0,9.0,814.0,1.0,232.0,1212.0,0.556701,2.2450495,0.002538071,0.5,0.024922118,3.0,0.0031152647,0.007614213,5.640049,0.0
191,5.159055,6.3062754,3.6888795,1.3862944,0.0,0.0,0.0,0.7615942,0.0,0.98201376,0.7310586,0.5,1.0,963.0,-2.0,-717.0,102.0,269.0,-1.0,-55.0,39.0,0.0,102.0,1.0,97.0,0.0,2.687807,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,229.1831,15412.563,0.0,0.0,0.0,814.0,48.0,0.0,108.0,0.0,0.0,4.0,4.0,3844.0,97.0,0.0,3846.0,243983.0,0.0,0.0,596.0,963.0,0.0,192.0,0.0,3.0,0.0,0.0,154.0,596.0,0.35051546,1.5218121,0.007434944,0.46601942,0.049844235,0.5,0.0041536866,0.014869888,4.7223587,0.0
192,5.826,6.3062754,6.272877,0.6931472,0.7615942,0.0,0.0,0.7615942,0.0,0.98201376,0.7310586,0.5,1.0,962.0,-2.0,-717.0,602.0,268.0,-1.0,-576.0,529.0,1.0,602.0,0.0,96.0,-1.0,5.794493,0.0,4.694936,0.0,0.017453292,0.017453292,57.295776,229.1831,15412.563,0.0,0.0,0.0,814.0,27.0,1.0,714.0,2.0,1.0,4.0,3.0,3916.0,97.0,2.0,3917.0,243983.0,269.0,907.0,404.0,963.0,713.0,54.0,3915.0,3.0,0.0,1.0,332.0,404.0,0.371134,2.2450495,0.007434944,0.04477612,0.028037382,0.5,0.0020768433,0.007434944,4.809582,0.0
193,5.159055,4.5217886,6.272877,0.6931472,0.0,0.7615942,0.0,0.7615942,0.0,0.880797,0.7310586,0.7310586,0.9975274,963.0,-6.0,-534.0,602.0,394.0,-1.0,-597.0,530.0,1.0,603.0,1.0,280.0,-1.0,4.9218283,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,114.59155,22574.535,57.295776,0.0,0.0,814.0,6.0,2.0,180.0,1.0,0.0,8.0,3.0,2109.0,281.0,1.0,2109.0,357358.0,0.0,0.0,596.0,963.0,0.0,12.0,0.0,7.0,814.0,0.0,282.0,596.0,0.10357143,1.5218121,0.002538071,0.0099502485,0.0062305294,1.0,0.0020768433,0.005076142,2.5896807,1.0
