,(oz2_sin+oz1),(oz2_radian+oz4),(oz37_mmnorm+oz4),(oz2_negative+oz5),(oz2_negative*oz4),(oz1_zscore*oz2_negative)
325,1.8280146,0.9792413,1.1417038000000002,0.09664011,-1.0848979,-1.0444944
326,1.4010958999999998,0.8769783999999999,1.7047646,1.0841531999999998,-0.54335535,-0.5109964
327,2.9958649,-1.0684053,-1.0627775,-1.1543796,1.823994,-3.3258784
328,-1.6408025000000002,-0.46232292,-0.16032118,0.04959148,-0.39380005,-0.76637703
329,0.24300799,-0.88009274,-0.63208175,-0.81845117,0.07862979,-0.013736105
330,1.3826969,-1.3991053999999998,-1.0635655000000002,-1.731348,1.4417552,-0.5414788
331,-1.9386978,0.9106598,0.9873004,0.5124880999999999,1.3075093999999998,-1.3340062
332,0.3110411,-0.88188565,-0.16667074,-1.0793324,0.4317522,0.075249724
333,2.1576226000000003,0.0910599,0.9898018,0.27339613,-0.09909919,-1.7921431
334,-1.7919135,0.6513651,1.0017948,0.043103397,0.557508,-0.8787469000000001
335,1.6762036,-1.5733918,-1.29626,-1.5461451000000002,1.6591755,-0.8474835999999999
336,-0.37527552,-1.5467756,-0.6537781,-0.047554314,-0.9267529,0.1159153
337,-2.6996543,1.0239168,1.9955946,0.6719861,1.5859661,-2.5706377
338,1.8539875,1.2390348,2.1728163,1.2667038000000002,-1.4476314,-1.1011879999999998
339,0.8085598,-0.21061373,0.6279279000000001,-0.5639422,0.05838104,-0.14667684
340,2.8549209,-1.5587540000000002,-1.300698,-2.4113941000000003,1.9386222,-2.3487346
341,-0.014050186,-0.9417932,-0.5613517,-0.29520830000000003,0.13717456,0.023079261
342,2.3658357000000003,1.0113521,1.7932433999999997,0.4964639,-1.496702,-2.0787623
343,2.4694247000000003,0.92453617,1.28725,1.5186462,-1.4601634,-2.3983886
344,2.5288765,-0.28638864,0.18672198,-1.4138757,0.5057269,-2.4611742000000003
345,-0.23339471,1.7018596999999998,1.8528891,0.48067823,0.1661725,-0.013273148
346,2.7473478,0.34780788,1.0425193,0.8306568999999999,-0.51207614,-2.799462
347,0.61760044,0.4961645000000001,1.2644062,-0.43700567,-0.19674064,-0.091003776
348,1.2693597,0.84919804,0.8528626,-0.29105496,-1.1648208999999998,-0.39834103
349,-0.43942013,0.11313174,0.71797335,0.015897214,0.0664815,0.041597344
350,-1.4515747,0.4643709,0.84903216,0.55510795,0.6490715,-0.63947433
351,-1.2055107,-1.3897617,-0.8277228999999999,0.809154,-1.9082637,-0.30828524
352,-2.1451344,-0.48172992,-0.3786754000000001,0.80801,-0.6462791,-1.6374046
353,-0.5975383000000001,1.5316728000000002,2.005204,0.2563124,0.8654370000000001,-0.03658816
354,1.3465973,0.40810084,1.1675751,-0.05951124400000001,-0.32526016,-0.5052558
355,-2.2435546000000004,0.7922596,1.0055398000000002,0.2587486,0.76273215,-1.353275
356,-0.5468753000000001,-0.7653799,0.122828305,-0.31616798,-0.071173586,-0.042312376
357,1.3682417,0.9617589,1.6841177,0.5871948,-1.0866458,-0.52400595
358,1.0732466,-1.009372,-0.44842857,-1.183567,0.6223314,-0.30538404
359,-2.339117,-0.088163294,-0.01640781,0.282795,-0.079664655,-1.6686013
360,-1.4167246,0.30851567,0.4660775,0.20437163,0.39240476,-0.5815075
361,0.52373123,0.73521996,0.8966943000000002,-0.07596141,-0.29217577,-0.053464897
362,0.7295908,0.44976792,0.49815893,0.38965815,-0.08236031,-0.10078961
363,2.8251948,-1.5829066,-0.60827297,-1.0937743,1.9666622,-2.3108072
364,2.143484,0.28119865,0.48146182,0.767976,-0.19969216,-1.0919434
365,0.26002437,0.4823504,1.1061335,0.18557858,-0.061895013,-0.016956458
366,0.017214207,-0.31786126,-0.21969905,-0.056701723,0.013302228,0.0010246035
367,-1.1318343000000002,0.47513586,1.0556124,0.33661953,0.39732233,-0.32997337
368,0.2969816,-1.3570423,-1.0047159,-0.5211667999999999,0.5607213000000001,0.042176954
369,1.6041203000000002,0.65463805,0.6888524,0.79106796,-0.64356345,-0.76530904
370,-2.5477955000000003,-1.0039588,-0.865326,0.3849668,-1.293802,-2.0841053
371,-1.5965456,0.18691891,0.398334,0.7457782,0.21398969,-0.7645552
372,-0.34646344,0.25425035,0.29393625,-0.42660785,-0.026855795,0.048189975
373,-1.8377628,0.20897304,0.8585539000000001,0.26618934,0.22659303,-0.99710226
374,0.21860534,-1.5771190000000002,-1.4694773,-1.8005326,0.57566947,0.049827635
375,2.2981415000000003,-0.71147746,-0.013090014,-1.182213,1.1726928,-2.060735
376,1.8327272,-0.9733454,-0.17355019,-1.1538563,1.4266603999999998,-1.2049803
377,0.68121684,-0.18794674,0.15092996,-0.5092273,0.06583994,-0.118276305
378,0.5394253999999999,-1.114366,-0.80416876,-0.30974495,-0.010737618,0.0052940072
379,-1.2538439,-1.1180302,-0.39651942,0.55696297,-1.4712573,-0.37576836
380,-1.5506548999999998,0.5421779,1.0653405,0.41335338,0.69677335,-0.7496029000000001
381,0.2626005,-1.2782573999999998,-0.97573173,-1.2417712,0.033360418,-0.006173527
382,-3.2214935,0.6105158,1.4762995,1.0601532,1.1042159,-3.8512754
383,1.7258122,1.2750348,1.5082765,0.69396544,-1.4894847,-0.94854283
384,-2.8453212000000003,0.090037115,0.26550174,0.46040076,0.15825832,-2.581798
385,0.43573174,0.7586338,0.7994475999999999,1.069685,-0.0036533284,-0.0020764146
386,-0.29066736,0.6826795999999999,0.70922315,0.032471478,-0.1211518,0.083476074
387,1.6414906000000002,0.13918227,0.82618344,-0.5911232,-0.09873677,-0.73487186
388,2.6703131,1.3760649,1.7724235000000002,1.5112007,-1.8462292,-2.3103828
389,-0.56785446,0.87621707,1.2323096000000002,-0.0029097851000000003,0.018930757,-0.011802838
390,-1.713702,-0.89782465,-0.38415033,0.26054054,-1.080843,-0.95030206
391,-0.46607596,-0.38629162,0.24610567,-0.025317848,-0.1126153,-0.051699147
392,-1.7721813000000002,0.5286310000000001,0.8888632,0.049432218,0.33974627,-0.7454183000000001
393,2.799557,1.3340089,1.5296925,2.411477,-1.6654618000000003,-2.342972
394,1.900161,-1.0378424000000002,-0.98511845,-0.0039119124,0.782993,-0.9110585
395,-0.7785794,1.6269288999999998,1.7113686,0.39378336,0.4257325,-0.13591306
396,-1.0227995,-1.5680273,-1.4340763,0.032420397000000004,-1.2880176,-0.23681293
397,-1.1067417,-0.55332166,0.41900027,-0.23753506,-0.14047907,-0.21858214
398,-0.9342356,1.0899471,1.7357521,-0.29902333,0.2409174,-0.15772998
399,0.110961884,1.5955533000000002,2.3987496,0.4898268,-0.6395927,0.11314814
400,-0.60901755,0.2887106,0.974316,0.0037854314,0.095544785,-0.09421019
401,-2.8847692000000005,0.9885657,1.1846288,0.70021725,1.4610989,-2.7299883
402,-0.49937993,0.9709084,1.3671961,0.32396138,0.18593007,-0.05913279
403,2.5995884,-1.2281957,-1.2502209999999998,-1.4747665,1.9140972,-2.442801
404,0.21524645,-1.0602987,-0.47403222,-0.39381045,0.28365803,0.012784649
405,0.81578505,0.9330783,1.8688328,0.27219933,-0.28718084,-0.15831164
406,-1.4728991000000002,-1.7342521,-1.2533627,-0.39662242,-0.9431473,-0.52135146
407,-1.1603787,-1.3938780000000002,-1.3126235000000002,0.2771073,-1.3466884,-0.32385018
408,-0.80072534,1.3403089,2.094987,0.44698855,1.1732206,-0.033994626
409,-1.933302,1.6009113,2.5129,0.102476746,0.9034436,-0.7864134
410,2.115357,-1.583504,-1.1345587,-1.7368569,1.7553369,-1.343823
411,1.6697707999999998,1.1131513000000002,1.8655348000000005,0.7085694,-1.4741035,-0.9386176
412,2.1031466,-1.3396028,-0.38598144,-1.6762437,1.6666732,-1.4242924
413,-1.2335241,-1.4669137,-1.3140923999999998,0.04682851,-1.2887597,-0.4066592
414,1.1512608999999998,-0.47869834,0.34684595,-0.046125174000000005,0.34199646,-0.35519475
415,-0.38321435,1.4500086,2.3842704,0.34242493,0.5604066,-0.0030521909
416,1.6256111,-0.0011225864,0.89159125,-1.5998758999999998,0.048225300000000006,-1.0234109
417,0.9030409,-0.08210243,0.7473991,-1.168214,0.07427803,-0.15712237
418,-2.0511630000000003,0.57428735,1.125632,0.22435719,0.6486063,-1.2720264
419,1.8025136,0.29506020000000005,1.2257764,-0.04162538,-0.305829,-1.006772
420,0.28090328,1.0707232,1.5918868999999998,0.5631861,-0.08820734,-0.016383255
421,1.3551438,1.5556046,2.4507096,0.7537411,-1.3636668,-0.5146533
422,-1.2182031,-0.7826307,-0.29720786,0.1773684,-0.6950043,-0.3907814000000001
423,-0.27762842,0.61963284,0.95795864,-0.17714044,0.044307914,-0.014731445
424,-0.6187885000000001,1.1348602,1.9620192,0.24042878,0.43051818,-0.09452745
425,1.388342,-0.20113459,0.16214813,-0.37029505,0.10714613,-0.45937172
426,-1.9980938,-0.7986241,-0.03599882,1.3745618,-1.3599408000000002,-1.8044935
427,1.4842383999999995,0.4854165,1.1486087,-0.22998023,-0.4739073,-0.6444227
428,1.6050241000000005,1.1689329,1.525574,0.8103484999999999,-1.3767116,-0.8078012
429,-0.97090167,0.37571976,0.58509773,-0.07471728,0.34343520000000005,-0.17686419
430,-0.012109965,-0.8080176,0.018514693,0.32005215,-0.34950158,0.17947245
431,2.2389164,-0.61552405,0.28372818,-1.1312893999999998,1.0322225,-1.9891354
432,2.2175317000000003,-0.118270636,0.6798266,-0.20052838,0.18753356,-1.6549139
433,-2.1727657,1.434499,2.0499005,0.6263509,1.4442328000000002,-1.3277996
434,-3.0092378,-0.314105,0.06725839,0.5142102,-0.42186835,-2.9472868
435,2.2865329,0.9655687,1.6829243000000005,0.74645877,-1.4570698,-1.9987277
436,-2.460468,-1.7568971000000002,-0.89273655,0.43219888,-2.531072,-2.1447628
437,-0.5575603,-0.6431604000000001,0.08606952400000001,-1.0635102,-0.16559139,-0.078128375
438,-0.77379286,0.6415057,1.0399227,0.76732844,0.41316617,-0.11535784
439,-2.1804852,1.6452061999999998,1.770459,0.4026723,1.9466331,-1.4736024
440,-1.7579943,0.08152369999999999,0.25306207,-0.063545346,0.06160725,-0.7571816
441,-0.60144955,-0.35074914,0.048983663,0.22791377,-0.060220342,-0.074355386
442,-2.2555437,0.85578656,0.9869993,0.37018335,1.274602,-1.8284429
443,1.1951368,-1.6210938999999998,-1.4117178999999995,-1.5616639,1.5557258,-0.36282337
444,1.4991093,1.4296222,1.6473627,0.6681944000000001,-1.4176011,-0.6584228
445,-2.3363748,0.7020156,1.3487763000000002,0.96777064,1.1973506,-2.194963
446,-1.08423,1.1340456,1.6453178,0.7701068,0.71066874,-0.3121355
447,-1.7128968,1.1112714,1.9749687,0.11018208,0.6039391,-0.6468484
448,-1.4710219,-0.48049974,0.31686363,-0.245112,-0.19028407,-0.4341959
449,-1.8041813,0.6850622,1.7000941000000005,0.59660226,0.99469554,-1.147908
450,1.6553316000000002,1.427721,1.4876394,0.6133964,-1.5693879,-0.84478885
451,1.8915904,-1.5033108999999998,-1.2228719,-1.3838254,1.4376607,-1.022641
452,-0.25023568,-1.1485317,-0.16954899,-0.7988173000000001,-0.45232803,0.05379188
453,-1.6183285,1.1554972,1.4506018,0.20726329,0.9464748,-0.7242721
454,-1.7616496,1.0528746999999998,1.4645764,0.38417482,1.3268372,-1.0100882
455,-0.05965665,-0.30514613,0.5634116,-0.7699429,0.14382459,0.23110203
456,1.8666766,-0.77803713,-0.6782935999999999,-0.5880017,0.51771134,-0.82464725
457,0.31810427,0.27432767,0.4312,-0.13982618,-0.014440891,-0.01402031
458,1.0773583999999998,-0.43685618,0.50069296,-1.4050448999999998,0.40233827,-0.26754898
459,1.9294288,0.5662107,0.7553866,0.9171274,-0.43754625,-0.96494454
460,-1.3313735,0.72146034,1.1876818,0.8492316999999999,0.7819699000000001,-0.48698872
461,0.14645651,-0.50226307,-0.28688446,-0.055526875,-0.02275616,0.008708908000000001
462,1.2423117,0.5466824,0.9407202,-0.21199751,-0.59959275,-0.3808488
463,2.3222876,-1.5599976,-1.3087016000000002,-2.090485,2.1663985,-1.8376163
464,-3.30406,1.3848976999999998,1.9389324,0.48249686,1.9297547,-3.1852329
465,-1.6967936999999995,-1.2145225,-1.1885675,0.3300383,-1.3001212,-0.8827502
466,-2.674728,-1.3983034,-1.2177327,1.0846462,-2.2370737000000003,-2.7396066
467,-0.350025,1.3768538,2.0885625,0.22929132,0.5784151,0.023331288
468,-3.0011554,-1.6236351999999998,-0.9632051,0.56817055,-2.5681581,-3.2238483
469,1.4720833999999998,1.1252878000000002,1.1589695,0.15041971,-1.7728593,-0.7649062
470,1.9406391,-0.14611487,0.16767101,-0.07001811,0.0926495,-0.8190940999999999
471,1.439817,0.1621386,0.19383997,-0.85596424,-0.15081817,-0.6012404
472,-2.0918484,0.13418058,0.63908225,0.26748455,0.20179312,-1.4582534
473,1.3500531,0.068163745,0.687086,-0.95562476,-0.045617178,-0.5094761999999999
474,1.7219064,1.3481257,2.1011353,0.4491024,-1.9545683,-1.0739489
475,-2.2757187,0.6437997,1.6403418,0.32607073,0.7094518,-1.4979479
476,-3.1782982000000004,-1.5035648,-1.192172,1.1004412,-2.6331978,-3.939894
477,-2.1637602000000005,-0.70566714,-0.072707176,0.05132121,-0.5811778000000001,-1.1935847
478,-2.2929153,-1.6138499,-0.85649216,0.13475399999999998,-1.435315,-1.3574986
479,-2.5123925,1.0906265,1.7318888,0.87170553,1.9658207,-2.6820934
480,1.3476495000000002,-1.0011309000000002,-0.8941574000000001,-0.47861648,0.392324,-0.37703645
481,-0.74438685,-1.6762496,-0.6753167,-0.4310567,-0.5388813,-0.13792877
482,-2.104475,-1.7104781000000002,-0.8836757,0.9646224,-2.702181,-1.7757893
483,-0.6233255999999999,-0.20543906,0.33353597,0.5755513000000001,-0.15107706,0.06760431
484,-0.059902593,-0.23198433,0.25518233,-0.19847386,0.030392934,0.02457136
485,0.049605817,-0.53687125,-0.4415469,-0.042519048,0.11225695,0.03254021
486,1.8403668,-0.6027864,-0.12999952,-2.0931883,0.8125435000000001,-1.1399525
487,1.8772049,0.50867254,0.8412411,0.6166198,-0.78469837,-1.4376107
488,-2.876431,0.8163683,1.0081928,0.8213796999999998,1.4559976,-3.24871
489,-0.9249556,-0.8497120000000001,-0.3916539,0.02817291,-0.29886875,-0.20489751
490,1.3152332,-1.7154276000000002,-1.2936972,-0.8365239999999999,0.71042365,-0.37730113
491,1.891712,0.9122271,1.5597451,0.02333641,-1.2505412,-1.2753546999999998
492,-1.2268767,-1.5634277,-1.4801745000000002,0.046386927,-0.8082322,-0.37978262
493,-2.1044197,0.8376478,1.5719571,0.41947988,0.7841999,-1.2036698
494,1.1927134,-0.059913196,-0.056549594,-0.9651746,0.09635832,-0.31412256
495,-0.82098156,-0.50128114,-0.18806711,0.5147908,-0.39766327,-0.075339
496,-2.870719,-0.1940085,-0.032838627999999995,1.1117893,-0.2816126,-3.2312257
497,1.0378046,1.660726,2.5940297,-0.09965223,-1.3633546,-0.24950063
498,2.3343954,0.24085996,0.4995135,0.29762173,-0.30966082,-1.9288343
499,2.2734692,0.64751506,1.2145855,1.9274907,-0.60920006,-1.4022049
500,0.6243725999999999,1.0523688999999998,1.3919907,0.26829386,-0.42955962,-0.0924604
501,1.6433367,-0.6820056999999999,0.17485058,-1.5962133,1.0607158,-0.96810114
502,1.5424068000000002,-0.7861600999999999,-0.26114494,-0.5392184,0.26225552,-0.40330794
503,-0.45063108,-0.6638935,-0.28573757,-1.4236647,0.031560473,0.023660861
504,-1.8751906000000005,1.3623184,1.5973706,0.63454413,2.3359005,-1.4795308
505,2.590336,1.4355525,1.9936309,2.0848894,-1.6165334999999998,-1.9204221
506,0.109925374,0.70121753,1.1471355,-0.15406199,-0.043951154000000006,-0.0029639122
507,2.383622,-1.2463372,-1.034097,-1.6414785,1.2189035,-1.5076207
508,0.5376529999999999,-0.36687148,0.13127953,-0.96819425,0.04291496,-0.049068056
509,0.1655489,0.8159179,1.3954866,-0.21341994,-0.2986443,0.07200491
510,2.1837354,-1.2448882,-0.88801205,-1.2951837,1.1276056,-1.2564209
511,-1.160333,-0.678226,0.29107827,0.20139849,-0.74368453,-0.28948584
512,-0.6535389,0.5996588,1.0970258,-0.12935974,-0.001996863,0.00218868
513,2.6948586,-1.1842704,-0.5965645,-1.9239376,1.9010941000000003,-2.6605773
514,0.611323,1.5942778999999998,2.4502249,0.23023617,-0.7326675,-0.07656363
515,1.4631121,1.5797684,1.6595186999999998,2.1237352,-0.66342753,-0.44475642
516,1.1169087,-0.52483875,0.41880614,-0.17172015,0.122444496,-0.20556347
517,-0.8659382,1.1468751,1.2524991,0.9101076,0.991164,-0.096096426
518,1.5490806,-1.1407684,-0.84151727,-0.6855106,0.70796824,-0.59807104
519,0.21304017,-1.5127594,-1.266753,-0.31132865,-0.49997523,0.17883755
520,-1.2334025,-0.18122973,0.7759252,0.46477246,-0.13249902,-0.41336745
521,-2.6966202,0.32929364,1.0216384,0.48837537,0.45896557,-2.2592459
522,-1.6262318999999998,1.5824723,2.3614693,0.51654065,1.1700721,-0.70211744
523,-1.8527629,-1.5837343000000002,-1.2366148,0.08934009,-1.7173505,-1.0571507
524,1.9071546,1.2437575,2.0754468,1.3312606000000002,-1.0555967,-0.98835653
525,2.3574758,1.4113625,1.6682792000000002,1.7676574,-1.5083222,-1.59746
526,1.8441677,1.1011406,1.7815328,0.40601748,-0.78058636,-0.8515591999999998
527,-1.7211926,0.64588416,1.3714615,0.40019134,0.5335853,-0.80722505
528,0.6514005999999999,1.6646312,2.3801625,0.7696455,0.0037274938,0.0014643484
529,1.6218545,-0.58804363,-0.47963285,-1.1134403,0.7864808000000001,-0.85259616
530,0.11332496,1.7042625,1.9169316000000003,0.8137389,-0.30454183,0.011596201
531,-0.954062,-0.7480191999999999,-0.11001998,0.19894081,-0.6428967,-0.16237381
532,-1.00342,1.3579575000000002,1.7895026000000005,0.22495757,0.15669574,-0.10241908
533,2.4996753,1.6677828999999995,2.46267,2.3495784,-2.4412258,-2.2362037
534,-0.49409533,0.3653083,1.3544003,-0.6587564,-0.06388271599999999,0.11813912
535,-0.8375720999999999,0.49394783,1.0914593,-0.3138302,0.11632513,-0.14164348
536,-1.7927084,1.1607819,1.759052,0.6977416999999999,1.3637698,-1.0144234
537,-0.95992756,0.8456043,0.91376096,0.14616865,0.122776866,-0.11813699
538,2.8858747000000005,-0.060689427,0.3367555,-0.121273756,0.14663276,-3.1010232
539,1.7553873,-0.17482899999999998,-0.051114097,-0.47087574,0.20193428,-0.93130857
540,2.2741861,1.0166210999999998,1.4298067,0.6127180999999999,-1.4389318000000002,-1.8608174
541,-2.0238695,1.1967697,1.9667313,1.2828269,1.7216271,-1.4622399
542,2.6927037,1.7099243000000002,1.7833393,2.2259426,-2.6193125,-2.6362708
543,0.13747174,-1.5425391000000002,-1.2970331,-1.1621222,0.4066195,0.032168563
544,-2.2579002,0.42390233,0.93123186,0.8111776999999999,0.69755656,-1.9474097
545,1.4743457,0.5959800999999999,0.7924467,0.1536178,-0.4158255,-0.5850076
546,-1.4832648000000002,0.1536843,1.136829,0.078005195,0.07732608,-0.48893094
547,-1.6507418000000005,-1.2415967,-0.6350854,1.0304624,-1.8911879,-1.0140369
548,2.8744416,-1.2864635,-0.35274476,-1.7497449,1.8519924,-2.6666932
549,2.584127,1.5802404,1.7807759,1.3172816,-2.5202787,-2.5762074
550,1.7704113999999995,-0.629783,-0.60786676,-0.8179126999999999,0.6821278000000001,-0.9495334
551,0.43333286,0.9181565,1.3441553,0.60394883,-0.24694237,-0.04497257
552,2.5725868,1.2999036,1.9891348,1.5917104,-1.84167,-2.2846713
553,-2.6158955,0.30281532,1.3115503000000002,0.36278373,0.4053424000000001,-2.0830367
554,0.7283323,0.85909337,1.1171508,0.35950863,-0.35031090000000004,-0.13519709
555,2.1411042,-1.0499685,-0.80438066,-0.9143893,1.4823817,-1.6007195
556,-1.7164497,-0.55856407,-0.5329476,0.33787474,-0.392898,-0.76125443
557,-1.7055348999999995,-1.3591598,-1.2850689,0.43749297,-1.3838636,-0.8747079
558,1.66033,-0.95018697,0.029745042000000006,-0.7298298000000001,0.5484458000000001,-0.6398889
559,1.0220231,0.3039073,0.7909257,0.10862285,-0.07287199,-0.19007513
560,-1.785884,-0.8915552,-0.7274512,0.23878759,-0.70116085,-0.85470885
561,-1.1829195,-1.4997071000000002,-1.0221704,-0.18254662,-1.0376443000000002,-0.3772687
562,-1.4553345,1.627399,2.007112,0.14897382,2.052866,-0.63268024
563,2.2002175,1.3364857,2.1733990000000003,1.6233381000000002,-1.6927648999999998,-1.5980618
564,0.5798682,-0.29551485,0.2171908,-0.41164857,0.010862058,-0.019932862
565,-1.2397571000000005,-0.47543558,0.10929555,-0.16618991,-0.19059786,-0.34362593
566,1.4086721000000002,-0.42049465,-0.10098028,-1.3910017,0.606429,-0.5869131999999999
567,2.8897839,-0.6652186,-0.63196343,-0.8247585999999999,1.1255454,-3.0706508
568,-1.1658708999999998,1.6389556,2.1527262,0.31779182,1.9524208,-0.2855623
569,-0.77016604,-0.08554335,0.76849663,-0.16047771,-0.019060833,-0.12602167
570,-0.9700365,-1.1351352,-0.65559596,-0.46435866,-0.42913222,-0.22784406
571,1.619885,1.010356,1.2349288,0.45548975,-1.1795733,-0.8238224000000001
572,-1.5552223,-0.5287654,0.32198226,0.079527736,-0.3239654000000001,-0.6069099
573,-0.6307018,1.4703224,2.4210236000000003,0.7057456999999999,0.058892217,-0.023659565
574,-2.909834,0.07407471,0.49674848,0.8549949,0.16699798,-3.1156740000000003
575,-0.03425452,1.4988707,2.1402738,0.37266788,-0.4133772,0.08510116
576,1.61451,0.8063157,1.4642873,-0.30583322,-1.0453112,-0.85773486
577,0.61196953,1.0008553,1.3976249,-0.3630526,-0.23862031,-0.08978621
578,-1.6460305,1.385881,1.9179283,0.5791046999999999,2.1304696,-0.97801095
579,-2.089613,-0.102367334,0.1373055,0.8092991999999999,-0.1177636,-1.7130967
580,-2.0022414,1.3970677,1.9621077,1.2166333,2.4952774,-1.7800672
581,2.5022478,0.9377687,1.5844364,1.0977921,-1.2025906000000002,-2.018721
582,-0.33614177,0.21790113,0.43750232,0.19437599,0.11071276,0.06532933
583,-1.9320426,-0.14934987,0.046685174,0.19636118,-0.119205944,-1.0289882
584,-1.8283391,-0.48480216,0.16943926,0.5029613000000001,-0.3376278,-0.838801
585,1.8310316,-0.40234262,0.017604828,-0.45100898,0.35273546,-0.91599935
586,-0.47697288,-1.318515,-0.6249628,-0.9746353,-0.68264586,0.01098813
587,-0.17424646,1.5263671,2.0563290000000003,0.49080813,0.80086046,0.16907357
588,-1.3333297,0.082382046,0.25153905,0.29052627,0.05589578,-0.46192646
589,0.37390548,-0.8823565999999999,-0.641256,0.07028179999999999,0.122543156,-0.032681495
590,-1.2913488000000002,0.375261,0.60261124,0.2367338,0.3222093,-0.4595839
591,2.0073957,-1.5542432,-1.2686573,-0.8734084000000001,1.0307807,-0.91923076
592,1.4019687,-0.14007732,-0.09337482,-0.23522562,0.1607095,-0.56110835
593,1.5203444,-0.90463525,-0.543018,0.06755721599999999,0.51960385,-0.5583571999999999
594,-1.0802517,-0.15359554,-0.026269868,-0.51492476,-0.05473458,-0.26680514
595,-1.3802005,1.2578512,2.239318,0.81224895,1.5748458,-0.53868127
596,-1.5592582,0.07768163,1.0060117,0.91265476,0.14605972,-0.81224674
597,1.2826514999999998,-1.0074885,-0.034018397,-1.0745108,0.9372781,-0.44860244
598,0.22201377,-0.46826968,0.34270436,-0.25917783,0.13185143,0.014796843
599,-0.36967745,-1.0282199,-0.0706054,-0.62595165,0.008635621500000001,0.0031764398
600,-1.1629145,-1.6680944,-1.3335149,-0.5046288,-0.5377045,-0.27347150000000003
601,2.636867,0.31426996,1.2238532,1.0105023000000002,-0.3099947,-1.8554912
602,2.5242400000000003,1.4540928999999998,1.7609041,2.481575,-1.5198034,-1.7503334
603,-2.0836802,-0.26375553,0.622452,1.0207267,-0.38858366,-1.7995001
604,1.598871,-0.3269566,0.58823967,-1.3520591999999998,0.2928351,-0.72265667
605,0.05442655,1.2276868,1.503653,0.52314353,-0.07897066,0.00063853356
606,-0.56815815,-1.7224673,-0.7572296,-0.6440649,-0.6696553000000001,-0.07328939400000001
607,-1.3456305,-0.8865764000000002,-0.65342814,0.3405586,-0.9614046,-0.49973565
608,-0.17569017,-0.15983678,0.31757224,-0.38884094,-0.04012159,0.020609459
609,-2.29633,-1.1227448,-0.48833662,0.40337282,-1.2207638,-1.5521486
610,-2.5544617,1.1203367,2.1378303,0.51585066,1.2100741000000002,-1.786849
611,-0.5341478000000001,0.7735626999999999,1.564647,0.37502623,0.3064252,-0.059521414
612,-0.84896934,1.3978497,1.5204331,0.57216036,0.93198854,-0.15537663
613,-0.5219342,-0.25373966,0.26247302,-0.18563044,-0.13663258,0.005207915
614,1.3954189,-0.111443,0.46224582,-0.4718334,0.10406727,-0.5456688000000001
615,2.4748778,0.33592987,0.6484314,1.1443877,-0.5075066,-2.444221
616,-1.3444381,-1.228484,-0.9427675,0.66407233,-1.3532157,-0.4979362
617,-1.1200624,0.96746963,1.4182204,0.22759065,0.664799,-0.33427307
618,2.7771525,0.69849074,1.3396609,0.51815045,-1.0592952,-2.8072853
619,1.7310709999999998,1.0623672,1.2791939,1.2817338,-0.91900474,-0.844598
620,-2.1304235,-1.2167859,-0.97112274,-0.15699977,-0.9002173000000001,-1.085198
621,2.3842525,0.48254198,1.3799015,0.20439494,-0.60699683,-1.8705724
622,-1.6138608,0.11595577,0.90438247,0.81489205,0.19069757,-0.8669363000000001
623,-0.6736154000000001,1.2329111,1.9214092,0.33744687,0.6215437,-0.09700138
624,0.7320334,-0.42600825,-0.20002028,-0.17766654,0.20754139,-0.13012193
625,2.4379978,-1.5482855,-0.9984154,-1.3473033,1.3491175,-1.4489758
626,-0.023326308,-1.3883741000000005,-0.95979834,-1.0715181,0.5122582999999999,0.14051041
627,-1.5128046999999998,0.9849279,1.0462754,0.38984114,0.506386,-0.52255136
628,0.031588078,0.725938,1.6385082999999998,0.17917293,-0.09141045,0.011926584
629,-0.36772916,0.005144906,0.61595285,0.114513114,0.003644629,-0.013675055
630,2.2271323,0.8877549000000001,1.5473416000000002,0.38957512,-0.7268865,-1.2388977
631,0.94969463,1.5564446,2.2292113,1.4068771999999998,-0.26670015,-0.13378267
632,0.44110817,0.3762026,0.88887465,-0.19334984,-0.060553238,-0.045374338
633,-1.952014,1.6672064999999998,2.3774323,0.3927899,1.1317809,-0.8955243
634,1.6840695,0.29028958,1.2076677,0.59313726,-0.23074608,-0.78837436
635,-2.020008,0.46728063,0.6360526,0.9537263,0.80728984,-1.6647048999999998
636,-0.57662535,-0.85513765,-0.26037127,0.1140587,-0.20822345,-0.08186071
637,-1.3216573,-1.0706595,-0.6176035,-0.24339324,-0.7518098000000001,-0.47586784
638,0.32100743,-1.1510958999999998,-0.32339382,-0.8000506,-0.23131593,0.10511308
639,-2.0944657,-1.4744928,-0.70391405,0.56894344,-2.0836327,-1.5869136
640,-1.6081633999999998,-0.16577388,0.3754415,-0.08123106,-0.11995081,-0.70933264
641,1.7562256,0.6468323,0.6736449000000001,0.38249934,-0.67172825,-0.94078755
642,2.657973,0.6027157,1.2971294,0.7433505,-0.89535016,-2.5806153
643,1.1365889,-0.5690677,-0.44785523,-1.1551121000000002,0.68139845,-0.25596207
644,-1.3343898,0.1353512,0.5216899,-0.12468463,0.059576835,-0.38810843
645,0.39480647,1.2481977,1.3994225,0.713338,-0.55223274,0.015958386
646,-1.7327555,1.6658096000000002,2.3656273,-0.23636389,0.9028471,-0.65758467
647,1.7255466,-0.44310355,-0.40575886,-0.8967832,0.4716412999999999,-0.89242905
