,oz6_radian,oz4_radian,oz12_radian,oz1_radian,oz2_radian,oz17_radian,oz41_radian,(oz21+oz37),(oz9+oz18),(oz14+oz34),(oz11+oz26),(oz25+oz30),(oz18+oz24),(oz27+oz35),(oz8+oz25),(oz11+oz40),(oz3+oz39),(oz33+oz35),(oz35+oz49),(oz12+oz30),(oz7+oz18),(oz14+oz29),(oz10+oz12),(oz34+oz49),(oz29+oz30),(oz17+oz26),(oz16+oz34),(oz25+oz44),(oz30+oz33),(oz14+oz22),(oz3+oz31),(oz11+oz14),(oz30+oz46),(oz2+oz20),(oz10+oz15),(oz4+oz36),(oz18+oz43),(oz12+oz40),(oz25+oz28),(oz11+oz13),(oz36+oz45),(oz1+oz2),oz18_zscore,oz46_zscore,oz50_zscore,oz4_zscore,oz47_zscore,oz2_zscore,oz38_zscore,oz29_recip,oz16_recip,oz2_recip,oz15_recip,oz3_recip,oz17_recip,oz10_recip,oz24_mmnorm,oz16_mmnorm,oz2_mmnorm,oz31_mmnorm,oz35_mmnorm,oz1_mmnorm,oz19_mmnorm,oz1_negative,oz4_negative,oz40_negative,oz31_negative,oz20_negative,oz25_negative,oz21_negative,oz14_degree,oz3_degree,oz34_degree,oz30_degree,oz8_degree,oz1_degree,oz44_degree,oz15_sin,oz8_sin,oz23_sin,oz45_sin,oz28_sin,oz44_sin,oz2_sin,oz28_tanh,oz2_tanh,oz36_tanh,oz45_tanh,oz9_tanh,oz8_tanh,oz23_tanh,oz51
263,0.0029432953,-0.010058206,0.019315561,0.0009853987,0.005911159,-0.019700132,-0.019906592,0.81714046,0.5158782,0.078529894,-0.36146954,0.25021437,-0.8074098,1.9066926,1.8807443,0.3750007,1.1083548,0.16636752,1.4204278,1.1285142,0.33357787,-1.1597524,0.00019836426,1.7570823,-0.6867363,-1.6120806,-1.1489816,0.1902007,-0.0048961416,-0.028267175,-1.825829,-0.32932562,-0.92436135,-0.84631956,-0.3397841,-1.0762066,-0.9719019,1.3598243,1.1542839,-0.9292921,-1.989752,0.39514366,-1.0983154,-0.9466487,0.44668514,-0.5765811,-0.22109106,0.33885393,-1.4673297,-1.4113326,-0.5956942,2.9526007,1.304261,-1.8101109,-0.88594794,-0.9037491,0.5941486,0.010734737,0.61633515,0.13702482,0.5563756,0.5239104,0.7867206,-0.056459185,0.57629275,-0.2531241,1.2733767,1.185004,-0.22840042,-0.6875154,-25.85198,-31.653185,30.351412,1.2498462,94.672325,3.2348728,-2.1886826,0.6937751,0.99667686,0.9305893,-0.99672467,0.7991522,-0.03819043,0.33224657,0.72866887,0.32630244,-0.4620494,-0.903295,0.92369676,0.92917854,0.83243644,-0.33810362
264,0.02862562,-0.016272869,-0.019478464,-2.9712566e-05,-0.0024377294,-0.013394684,0.022474203,1.2412264,0.2931441,-0.41921508,-0.9156834,-0.5071411,1.4724897,-2.797079,1.0126549,-2.4405243,0.23428226,-0.06576085,-2.3118763,-0.95844436,0.009681821,2.3127956,-2.060513,-2.3157296,1.5634943,-0.23917764,-2.134089,1.0026971,1.4140812,1.9172063,-1.1869553,-0.53707373,0.6892364,-1.4796965,-2.2035432,0.17412174,1.1617726,-2.1125934,-0.6940509,-2.9364138,2.1454587,-0.141374,1.300283,0.5319129,-1.5458413,-0.93283325,-1.0398803,-0.1397415,-0.8170882,0.71128565,-1.2376498,-7.1596513,-0.79424065,-1.0158693,-1.3030014,-1.0587847,0.5610559,0.2672466,0.4777307,0.44467768,0.115950555,0.511283,0.628082,0.0017024047,0.9323667,0.9965597,0.2025766,1.340025,0.66473055,-0.61791897,51.961018,-56.40074,-75.98027,9.029211,96.1071,-0.0975406,95.53656,-0.95180374,0.99432474,-0.34717494,0.86188257,-0.029316159,0.9953348,-0.13921793,-0.02931196,-0.1387704,0.8028176,0.77748114,-0.7643057,0.93252146,-0.34041068,0.3638124
265,0.027849087,0.010825217,0.0023309835,0.0068565425,-0.0058461633,-0.004528342,-0.0032907268,-0.82449013,-2.2981994,-0.2269094,-0.30697882,1.3010137,0.5372294,0.50694335,1.8705962,2.1847146,1.0403349,1.5393505,0.4183811,1.1126211,-1.3878412,-1.3930484,1.647512,0.880042,1.2652898,-1.4825082,0.8059591,1.5492113,1.5277138,-2.9178343,0.8177017,-0.763198,-0.7003568,-1.8718903,2.1883092,0.1263977,-0.43176526,1.4021956,1.4592361,1.0478241,-1.435982,0.057890475,-1.0251222,-1.6802627,-0.12598479,0.6205496,1.491014,-0.3351281,1.1650968,3.493765,-1.5470201,-2.9854267,1.4829036,-5.4756455,-3.8542347,0.660521,0.9522511,0.31484675,0.4211454,0.7902858,0.7882022,0.5969442,0.50223494,-0.39285097,-0.62023926,-1.26864,-1.0003285,1.5369298,-0.3219481,1.5140387,-96.215225,-10.463749,83.21427,56.096325,88.730995,22.508701,70.317,0.6243918,0.9997547,-0.99881035,-0.80881864,0.90749764,0.9415705,-0.32873186,0.81349885,-0.32297093,-0.45726007,-0.7362041,-0.8547677,0.9135622,-0.9090479,0.8979093
266,-0.0052490495,0.017776819,-0.015680114,-0.00666983,-0.010033564,-0.0030492775,0.006119723,-0.71143824,2.8078027,-2.4912896,-0.26718566,-0.8103479,-0.11405587,1.146941,-1.8763572,-0.007054329,1.0687629,-0.85553133,0.7018,-0.2924925,0.33226693,0.16384435,-0.55615723,-1.0444603,1.8387014,-0.30566555,0.20992291,-2.582645,-0.5735352,-0.98603785,-1.6869036,-1.205176,-0.9971199,0.13080454,0.91690606,-0.08093727,0.8236692,-0.76922786,-0.8272406,-1.7700313,-2.4715922,-0.957034,1.2247037,-1.6038339,0.69431794,1.0190463,-0.11261004,-0.5751685,-0.97394437,0.8111685,0.6126447,-1.7394909,1.7401626,-2.6026814,-5.723747,2.9218652,0.13549414,0.9861293,0.3516281,0.12860438,0.5944032,0.42868355,0.38861847,0.38215312,-1.0185367,-0.12917653,1.3026844,-0.7056854,1.4162598,-0.47421497,-61.246044,-22.014133,-81.49434,34.71619,-26.361637,-21.89576,-66.82893,0.5435485,-0.44403538,-0.39722842,-0.9803283,0.55554575,-0.9193342,-0.5437348,0.5291899,-0.5189347,-0.80030996,-0.87917405,0.91917956,-0.43016356,-0.38719386,1.1535901
267,0.019527633,-0.01901791,-0.011618686,0.015232656,0.012303503,-0.0026216074,0.01911467,2.1537838,0.12997425,-1.9481318,2.4396935,0.914102,-1.3727102,1.912256,0.14798528,2.2173705,1.0335786,0.917832,-0.1302849,-0.720446,-1.9479709,-0.91427994,0.7429367,-1.651312,0.67123264,1.3123888,0.08707541,0.53982335,-0.35006443,-3.086316,-0.9217001,-0.66315913,-0.095646754,0.2369129,1.6408974,-1.3481344,-2.6809032,0.5745712,1.3570529,1.2302563,-0.6112175,1.5777057,-1.4177318,-0.04092292,0.82996196,-1.0901912,-0.049366318,0.70529157,-0.07062336,1.3774542,2.531964,1.4185628,4.3055377,-2.37419,-6.6574774,0.70990545,0.5248524,0.62162334,0.7224579,0.35907984,0.85285646,0.7011385,0.18124634,-0.8727669,1.089646,-1.2402729,0.50050384,0.46802592,-0.9688463,-0.49236733,-93.97979,-24.132769,-17.639933,-3.1366172,-47.03187,50.00586,-24.581203,0.2301765,-0.731733,-0.82040584,-0.3454601,0.37852904,-0.4159825,0.64798725,0.36981308,0.6074933,-0.25288117,-0.33879355,0.91328865,-0.6755382,-0.7452212,-1.8830212
268,-0.015749507,0.029182555,-0.029501738,-0.022487285,-0.023028659,-0.0058232285,0.0035130226,1.5649315,1.3521842,-1.0827209,0.55359524,-1.7872887,-0.7832729,0.8580643,-0.73043084,-0.24864435,-1.4574687,3.3620725,2.3091311,-3.2395139,0.5786339,-0.17444313,-0.23125637,1.129065,-0.11830056,-0.22369522,2.086629,-1.9053034,0.11020732,-1.8435566,-1.4250813,-1.1616873,-1.3348382,-1.0285643,1.6917166,0.30157995,0.0034944415,-2.3826137,1.1632906,-0.12092179,-1.4191196,-2.6078715,0.84701383,0.2144578,-0.69408673,1.6728739,0.47176972,-1.3201052,-0.44597855,0.6988666,0.6393786,-0.7578944,4.2983437,-1.5252113,-2.997185,0.68536866,0.053334713,0.96602356,0.13588944,0.28181309,0.99513483,0.23192304,0.17344692,1.2884265,-1.6720372,0.6922884,0.76943445,-0.29088068,0.23809992,-0.026521483,-91.97871,-37.565796,29.94337,-88.76197,-28.20848,-73.821396,-95.52371,0.23055476,-0.47268125,-0.10477362,-0.048643064,0.9856851,-0.99535644,-0.9685772,0.8856518,-0.8666458,-0.87879634,-0.048623893,0.4665051,-0.45606446,-0.10458245,0.6433614
269,-0.019568797,-0.007785199,-0.014731886,0.00033896006,0.000120853,-0.024630152,0.013265823,0.17596483,-0.022463245,1.7342579,-0.60062826,-2.2144773,0.018180821,-0.80863893,-0.12776822,-0.07049692,-0.8576149,-0.6990045,-2.505639,-2.235044,-1.6889042,1.3753781,0.20208174,-0.42687428,-0.9131594,-0.79858184,0.60112154,-0.5414325,-0.8478983,2.4198837,0.72647583,-0.31568176,-1.2312192,1.5800868,1.0826,-0.14958045,-1.0052568,0.29867834,-1.105044,-0.788473,-0.5196601,0.026345348,-0.041755226,0.15982988,-0.6640249,-0.44628224,-0.4856616,0.0069278334,0.5194317,2.092883,-4.24506,144.41753,27.439835,2.1999707,-0.7086149,0.9558798,0.52924675,0.43587655,0.5202071,0.5810071,0.1392538,0.5158691,0.48709905,-0.019420981,0.44605905,-1.1427532,-0.27192438,-1.5731624,0.8235081,0.9091549,51.42688,26.04388,47.938774,-79.696655,39.862957,1.1127402,16.161741,0.036435302,0.64095354,-0.521397,-0.7285061,-0.27783144,0.27834985,0.0069243116,-0.27432603,0.0069242567,0.28808674,-0.6729627,0.019268712,0.60165673,-0.49938557,0.043830734
270,-0.016106214,0.01631594,0.0015000885,0.0058424543,0.015707549,-0.026424726,-0.0067470917,2.2175288,1.0234838,0.8509956,1.3328767,-2.1700356,0.44121444,0.35917535,-1.2635031,0.14076316,2.313169,0.78041625,-0.8921481,-1.4519216,-1.6414797,3.0354075,-0.051688068,-2.3246562,-0.088181496,-1.8932325,-1.1089706,0.09610969,-1.455239,0.10565829,2.7922947,3.2978024,-2.9835594,1.2282928,0.5982857,-0.5014235,-1.1471796,-1.485372,-1.2544174,1.6744052,-2.0598469,1.2347243,-0.6678299,-1.4464124,-0.11583429,0.9353024,1.1945009,0.90042657,-0.3116365,0.68980324,-2.672029,1.1111404,1.3588387,0.7033812,-0.66049093,-7.265498,0.8246312,0.39502242,0.77897036,0.8966662,0.70306695,0.58432955,0.40878245,-0.33474797,-0.9348346,1.5713207,-1.3705906,-0.32831654,0.6321653,-0.59496987,90.85499,81.45764,-42.096535,-88.11347,-36.17299,19.179646,41.72708,0.6712712,-0.5902252,-0.10994158,-0.58395237,-0.5828666,0.6655832,0.78331214,-0.5526941,0.71628624,-0.89294195,-0.5536219,0.9342719,-0.5589728,-0.10972077,-0.9479038
271,0.016546588,-0.022033494,-0.02084512,0.020533027,0.01789311,-0.030506719,-0.022993673,-1.0047876,0.08090472,0.56359375,-2.27067,1.042917,2.5055342,-0.72752386,1.922298,-1.4666018,1.1467625,-0.22547102,-2.3929834,-1.3636576,0.65839636,-1.6090639,-2.743117,0.48286283,-1.125789,-2.6870418,0.6364199,0.0629549,1.2648664,-1.1326596,1.5765256,-1.9841292,-0.6829182,0.21752304,-0.15249825,-0.6975287,3.0805092,-1.3294051,0.02029419,-2.493992,2.270942,2.2016554,1.5289171,-0.5138551,1.6305816,-1.263058,-1.065084,1.0257126,1.3052089,-1.0455122,-1.7248255,0.97541976,0.716188,18.32345,-0.5721131,-0.64566964,0.7876436,0.33447713,0.815254,0.9401537,0.017885089,0.7670722,0.5540521,-1.1764559,1.2624263,0.1350676,-1.5219507,0.8076766,-1.2122371,0.6309276,-37.390934,3.1269097,69.68247,-9.701326,40.68349,67.40595,-65.849014,0.9848109,0.65187997,0.22493203,0.9908679,-0.9290893,-0.9124705,0.8548178,-0.83118045,0.77197593,0.5116021,0.93616045,-0.8951473,0.61071503,0.22305928,-1.4570248
272,-0.02153003,0.026681729,0.0008410529,-0.01903125,-0.016117077,-0.023701325,-0.019610232,1.5598335,-1.8422658,-0.8254936,1.3002151,-1.1636637,-0.34014213,-0.1163702,-2.0615432,0.32397908,0.11160186,1.2188921,-0.71389025,0.10642478,-2.6389685,0.15163302,-0.6794271,-0.9547914,1.257956,-0.09798479,-0.44947907,0.19417536,0.81363356,-1.6320837,0.14524055,-1.0078729,-0.8637522,-2.0271804,-1.339269,2.758998,-0.27255654,0.33195376,-0.90135336,1.543038,0.56602293,-2.013851,-1.068958,-0.9224495,0.9157318,1.5295154,0.41711053,-0.9239026,-1.0648853,0.8335278,-1.4879346,-1.0829068,-1.6349136,4.0116463,-0.7363847,-1.3743515,0.7174865,0.307285,0.25063238,0.47299019,0.63497126,0.2749142,0.7060639,1.0904104,-1.5287504,-0.283765,0.10403367,1.1037399,1.2218997,-1.1117067,-60.050957,14.28236,12.753665,3.3366768,-48.108025,-62.475906,81.135124,-0.5742217,-0.7444051,0.17850529,-0.6164488,0.3150852,0.9880545,-0.7976813,0.31000093,-0.727521,0.8426511,-0.58116806,-0.6491582,-0.6856201,0.17756483,0.7329989
273,0.018767733,0.0038807786,0.02231863,-0.0028710382,0.014581214,-0.00285245,0.026702788,0.5469281,0.059694897,-1.9165175,1.6761894,1.2528818,-1.76355,1.2368497,0.56563634,0.9745387,1.9831333,0.07823053,-0.60835356,2.0953686,-0.048687436,-2.099818,1.6947016,-2.5247579,-0.7774982,-0.055853084,-2.1436207,0.8139515,0.3892348,-0.34184593,-0.78588223,1.0628947,-0.47991055,1.2735205,-0.5056416,-0.9894004,-0.63573253,0.68469286,1.363931,2.2690032,-0.21299052,0.6709436,0.037538603,-1.2971647,1.1995448,0.22246349,1.4914306,0.83586,-1.0590774,-0.6273118,-1.3645959,1.1969712,-1.0850931,3.1143012,-6.1187024,2.4042027,0.0051157475,0.28938985,0.76027143,0.18483204,0.6472094,0.47593844,0.9525913,0.16449837,-0.22235224,0.59407043,1.1069815,-0.4380785,-0.43627632,-1.424424,-28.9753,18.397635,-80.83306,46.78804,7.4117827,-9.425062,21.63919,-0.7965577,0.12899953,-0.08672733,0.84080154,0.8002156,0.36876047,0.7415931,0.72949857,0.6833873,-0.83720446,0.76107377,0.022171436,0.12864324,-0.08661881,-0.87189263
274,0.00045053524,0.006326648,-0.009192339,0.009904259,0.0012998316,-0.022522438,-0.0015596807,1.2138133,2.1236472,-1.9125087,-2.189797,-0.02962339,2.43899,0.62226707,1.4940438,-1.2176777,-0.05446239,0.88349205,0.41584152,-0.37209314,2.7610843,-1.6587931,-1.1725621,-0.4075879,-0.9720593,-2.5140197,-1.5601969,-1.4381702,1.5950158,-2.1802778,-0.904623,-1.4983625,0.724289,-1.4621881,-2.0260172,1.6816564,0.50625086,-0.7781421,0.09652534,-1.3441935,1.9599187,0.6419471,1.3776063,0.569985,1.2655858,0.3626716,0.015869075,0.07451213,1.2997906,-0.8875883,-5.5607214,13.427349,-0.7245656,4.255745,-0.77492905,-1.5482756,0.81149614,0.45229578,0.53977996,0.17546055,0.33838737,0.63485616,0.36779898,-0.5674722,-0.36249024,0.2514598,1.1395994,1.5366629,0.1842125,-0.79091346,-30.489641,13.4631605,-79.08903,8.857304,96.157005,32.51376,-71.84648,-0.98187953,0.9942317,0.29392222,0.59779906,0.27706468,-0.9502252,0.074406035,0.27358785,0.07433748,0.8665764,0.5654119,0.633194,0.93263495,0.2897815,-0.46478257
275,-0.026851764,-0.020118969,0.014725994,-0.015619715,-0.029204285,-0.021306843,-0.025512319,0.24463153,-0.27495146,0.11271751,-0.3082577,0.67530173,-0.73661834,-0.4116205,0.21975845,-2.8284936,-1.0526248,-0.53627276,-0.6619104,2.3665903,0.42449534,0.9156665,1.9624732,-0.2490691,1.0964959,0.050961375,-1.0792652,0.09022081,2.6287277,1.31408,-2.9503965,-0.23798764,1.9902227,-1.6464808,-0.32003236,-2.4866512,0.022177756,-0.40474492,-1.600115,-1.4398301,-1.2740743,-2.5682259,-0.7038087,0.46760347,-1.3028984,-1.1533089,-1.1693795,-1.6741196,0.06040338,-2.3454518,6.664852,-0.5976278,-0.69503903,-0.77519226,-0.81914026,0.8938661,0.50303245,0.5494745,0.033364505,0.025830477,0.022974342,0.31735188,0.9654516,0.8949437,1.152732,1.2484822,1.6603938,-0.026801445,0.8475513,-0.088607386,76.89229,-73.9117,-70.434044,87.253044,61.15234,-51.276493,53.73038,-0.99129695,0.8759057,0.67243904,0.05980916,-0.68351233,0.8062421,-0.9947529,-0.6366759,-0.9319843,-0.870204,0.059773535,0.4040714,0.7884455,0.6276319,-0.81225723
276,0.010524313,-0.015023122,-0.008390827,-0.02909947,-0.023569724,0.009238174,-0.029787997,-2.762647,2.7023287,0.46455228,1.3258053,-0.3018303,2.3120146,-2.1398087,2.3470573,1.6574816,-2.6585073,-1.4199662,-1.6278737,-1.9719545,1.3983724,1.5960007,-1.32872,-1.2754536,-1.4674633,0.1821092,-2.5787518,2.8332477,-1.4510254,1.1157308,-2.4982076,3.245273,-0.69117147,-0.3581667,0.21548009,-2.0295117,0.08291292,-0.49628192,-0.1876831,3.089892,-2.5525107,-3.0177226,1.1772175,0.8004243,0.92380285,-0.86119217,1.0841343,-1.3511214,1.4371597,42.13697,-0.6797932,-0.7404962,0.9403436,-1.0241529,1.8892578,-1.1792996,0.83214414,0.07191542,0.1269069,0.0656527,0.07587519,0.14967108,0.08498052,1.6672769,0.86076146,0.015522942,1.5217907,-0.99227905,-1.1893651,1.5169636,90.08434,-55.944557,-63.46746,-85.4392,66.330864,-95.52792,94.187515,0.87403256,0.915879,0.678985,-0.98255974,-0.9812895,0.9973304,-0.9758209,-0.8802886,-0.87415844,-0.82387114,-0.8817906,0.90968585,0.8202863,0.63298386,-0.5166259
277,0.0163351,-0.0010633036,-0.00014333049,0.01125328,0.00095918303,-0.02658027,0.029521687,-1.1362245,0.849826,2.4683337,2.427031,1.1102402,0.085333705,-2.9334803,0.7951595,0.30198675,0.42554218,-0.16455007,-0.9677897,-0.43024254,0.19682667,0.94570136,-1.6396619,1.4328642,-1.132448,-0.34594023,-0.3418733,1.0664346,1.0018588,2.6582193,-1.5551614,2.9061527,0.40322992,1.344,-2.097856,-0.59891665,-1.9222809,-0.9562593,0.9850894,0.3478431,-0.93873525,0.6997226,-0.29443252,0.82567316,-0.45313108,-0.060953293,-0.8547976,0.05498464,-0.28193215,-1.4076227,-0.86648506,18.195997,-2.1440527,-13.225911,-0.65662587,-0.61295176,0.6192887,0.16528621,0.5341247,0.07778832,0.03858441,0.65163726,0.9950849,-0.64476544,0.06092281,0.9480471,1.4795521,-1.2890428,-1.5322706,0.94253665,94.888626,-4.332085,46.536472,-24.180553,-42.23335,36.942337,-26.690435,-0.44967946,-0.6721517,-0.7997655,-0.39010108,-0.520282,-0.44916987,0.05492948,-0.49840453,0.05490188,-0.49146783,-0.3805831,0.8157939,-0.6273966,-0.7291475,-0.7789562
278,-0.020525878,-0.023110075,-0.000618618,-0.031035487,-0.022789884,0.0042417003,0.003885929,-0.56592286,0.74000067,0.44643912,0.10733074,-1.8304489,1.8206216,-0.7978122,-0.9028496,0.25738174,-1.81162,-0.5964746,-1.2854319,-0.3097806,1.3798373,-0.34143758,0.13007526,0.12387377,-0.15256265,0.91049916,2.5121481,-0.09629226,-0.3711558,-2.0335877,-0.16724342,-1.0233482,-0.72068584,-1.1398257,1.2642096,-0.7679365,2.447632,0.78207445,-3.0831194,-0.37337744,-0.87175864,-3.0839667,1.5209974,-0.44657275,0.7398686,-1.3247724,0.14340377,-1.3064176,-1.6865803,8.211951,0.6240259,-0.76583505,0.9101747,-0.90021425,4.1146927,6.0415854,0.59697306,0.9773593,0.13985348,0.773988,0.35503542,0.12558809,0.26004755,1.7782024,1.3241098,-0.81751865,-0.9436032,-0.16593847,1.5561125,-0.17559084,-26.540052,-63.64682,52.11913,-15.718317,37.429207,-101.88349,83.64153,0.8906124,0.60778075,-0.7755764,-0.9898122,-0.9990414,0.9938485,-0.9650841,-0.909911,-0.8631997,0.5051326,-0.891242,-0.65284216,0.57386243,-0.71022004,-0.44523802
279,0.0035088875,0.0059009525,0.0023708167,0.011093094,0.023334065,-0.028229747,-0.007989717,0.44765693,0.31073287,-0.9934087,-0.31960922,-2.2016847,0.33774897,-0.91005254,-2.0961976,0.18947944,2.5261903,-0.23176062,-0.074275434,-1.3848633,-1.1429058,1.4481691,-1.5238594,-0.47264558,-0.27194726,-2.529434,-0.054243565,-1.3027067,-0.9580078,1.0145245,-0.30752814,0.79179466,-0.4684732,2.0276954,-3.0004125,2.0414064,-0.7299018,-0.2670621,0.1755982,1.6133434,0.9035662,1.972531,-0.35058403,1.0527544,1.3913066,0.33826888,0.8038567,1.3376125,0.41361022,0.80079836,0.87828666,0.74797475,-0.74587053,1.0814456,-0.6182589,-0.6025196,0.70618606,0.84069216,0.9055823,0.14885065,0.26935327,0.6496446,0.050240874,-0.63558745,-0.3380997,0.4028999,1.2322164,-0.6907519,0.6809837,-0.5163757,11.425657,52.98073,-68.34378,-87.129745,-81.085785,36.416477,-35.622105,-0.9736479,-0.9879215,-0.99838805,-0.71717536,0.7556081,-0.5824367,0.9727808,0.6944924,0.87093616,0.9358212,-0.66389173,0.5791226,-0.88859624,-0.92571664,-1.1363919
280,0.014642966,0.026876012,0.018799454,-0.0077582314,0.00016040102,0.0013385566,-0.008376825,-0.74549794,-0.9003192,-0.15688813,1.3880416,-0.68882453,-0.12524903,1.0133193,-0.58795476,-0.15998578,1.9652207,1.5687748,0.43864754,-0.593228,-2.959125,-0.41943562,2.502431,0.32709858,-1.1684186,0.4504181,1.2158387,2.3550332,-0.9776177,0.25913393,0.75607765,0.092942834,-2.5176365,-1.0832536,0.9202352,-0.021478891,-0.62535244,-0.09717357,-0.16007769,2.5813992,-1.8548739,-0.43532363,-1.3714731,-0.8477032,-1.5180405,1.5406526,-1.2473301,0.009194901,-0.4905348,1.9922751,2.2155635,108.810356,-1.9799379,1.138871,13.03889,0.7016059,0.8631676,0.638239,0.52086365,0.46783257,0.7548747,0.41514444,0.12513855,0.44451392,-1.5398821,1.1743029,0.12198495,1.092444,-0.9815328,-1.0528581,-52.790855,50.30928,43.80183,-95.70442,-89.92501,-25.46877,78.69577,-0.4838655,-0.99999917,0.8507278,-0.2893167,-0.90930486,0.9806002,0.009190172,-0.8149557,0.0091900425,-0.91564065,-0.28536493,0.43857735,-0.9169442,0.7687925,1.179303
281,0.023222873,-0.021394474,-0.0022409738,0.008928906,0.0072242282,0.01756519,0.0028085301,2.6383119,-0.072846055,2.5917907,1.3844271,-1.4649453,2.2987523,-1.5514271,-0.67461777,1.4606183,0.7388305,-0.92911005,-0.8604434,-0.31210148,0.108623385,-0.041133285,0.44275963,0.26902103,-1.7374651,2.3298726,0.97863275,-0.44938582,-1.0625106,0.9960377,-1.6708704,1.5735946,-1.2269082,-1.3226558,1.108262,0.2614081,0.49162298,1.2712541,-2.4155216,0.07948006,0.2529527,0.9255064,1.3967022,-1.0437272,-0.40657684,-1.2264265,-0.91705626,0.4141249,1.0826273,-0.6435992,-9.947363,2.4159389,1.861837,-1.127148,0.9936295,1.7508291,0.76662385,0.47565812,0.6381341,0.27772146,0.48563808,0.6227233,0.31210274,-0.51158863,1.2258132,-1.3996524,0.7836755,1.7365736,1.2812423,-1.3284737,86.66724,-50.832523,61.831417,-10.5254135,34.75702,29.311869,47.66186,0.51164985,0.57009745,-0.9744147,-0.9439069,-0.90622973,0.73918295,0.40219933,-0.8124788,0.39179415,0.9028121,-0.843813,-0.8993578,0.5417466,-0.87265396,-1.7241724
282,0.012234293,-0.022451222,0.006086745,0.018928291,0.018972201,-0.01643734,-0.00043568324,-0.91266733,-2.6874385,2.1769958,1.8143854,-0.58589876,-1.399828,-1.7172563,0.61461663,0.6420242,-1.1377695,-0.80702704,-2.7333388,-0.32491192,-2.3209631,-0.7559927,0.48847264,-0.091111064,-2.242168,-0.5537299,2.6835995,-1.1417328,-0.20293313,0.6776337,0.72676677,2.2388437,0.4079275,1.6286271,0.049915403,-0.80106306,-3.2691047,-0.43555608,1.7408739,2.0029092,-0.45602503,2.1715384,-1.5583616,1.0821254,0.95183784,-1.2870039,-1.3837306,1.087571,1.1657908,-0.6375472,0.7580799,0.9199403,-11.134315,-1.7011151,-1.0618076,7.1567698,0.55680233,0.89387864,0.8331686,0.88058424,0.12888488,0.7471102,0.33235812,-1.0845112,1.2863603,0.78430086,-1.3146164,-0.54160005,-0.087757915,0.41818982,46.553886,-33.681305,78.17878,-38.597683,30.18678,62.13791,-70.444626,-0.08969175,0.50282055,0.41108713,-0.8083373,0.9966136,-0.94231844,0.88524806,0.929284,0.7957905,0.45047596,-0.7358292,-0.81097007,0.48297626,0.39999783,-1.5371423
283,-0.028653637,0.015761042,-0.026623458,-0.0063197613,-0.019491876,0.022881897,-0.017445248,-0.7753532,2.8677611,-0.08274615,-1.3828412,2.161988,0.967415,-1.1101547,1.7132771,0.46108368,0.38249266,-1.1885237,-0.70322454,0.013046026,-0.18832493,-1.8679352,-2.9062455,-0.056836843,0.4434862,0.19575393,-0.05746746,0.19751495,0.3061043,-1.4287434,1.1614993,-1.0405227,1.3613749,-2.1943202,-1.3794272,1.7972748,2.6991243,-0.796769,0.3104479,0.9601741,-0.28426725,-1.4788978,1.37947,-0.17717151,1.5321231,0.90349305,-0.46780652,-1.1173611,-0.7211057,-0.91326576,-1.3374617,-0.8954137,710.9785,-3.0607476,0.7627555,-0.7242001,0.39651456,0.28501004,0.1946055,0.9304616,0.51299727,0.4330382,0.557518,0.36209565,-0.9030412,-0.7286427,-1.4882169,1.0775179,-0.6235302,1.5360864,-44.28755,-18.719536,39.546547,88.14713,62.43789,-20.746552,-24.408875,0.0014065118,0.8865098,-0.96068335,-0.92403394,-0.30799258,-0.4132455,-0.8987026,-0.3032386,-0.80645376,0.71347845,-0.8269783,0.9031371,0.7967857,-0.8589833,0.691048
284,-0.0014484305,-0.0005696085,0.017950766,-0.028843049,-0.021191057,-0.022821559,0.002601255,1.4185712,0.5280557,-1.6558049,-2.7727294,0.52457905,-0.353135,0.20555556,-0.5665752,-1.7188735,-0.22341096,1.4853487,1.5259767,2.3241274,2.0886157,0.67817813,1.5781136,-0.9540404,2.8525171,-2.690848,-1.5820109,-0.84147555,1.0780462,-1.9306257,-2.2856283,-2.2681751,2.5421023,0.40675187,1.347651,0.18883988,0.09341812,0.69909006,0.5454477,0.24311912,-0.34137556,-2.866743,1.3211607,1.2471019,-1.1770471,-0.032652497,-0.99076414,-1.2147657,-0.5587434,0.642305,-1.2423587,-0.8236159,1.2530689,-1.048676,-0.7647721,1.8194708,0.041006774,0.26814878,0.16639647,0.120168805,0.9952076,0.15286079,0.09512177,1.652585,0.032636166,0.32941312,1.3320448,-1.62091,0.7710452,-0.917118,-50.346638,-54.6363,-44.523994,74.233795,11.715266,-94.68614,-4.0353603,0.71598965,0.20304821,0.92020124,-0.5336001,0.96783876,-0.07037212,-0.9370758,0.8659091,-0.83792245,0.21792445,-0.5100901,-0.65979135,0.20166735,0.823821,-0.086574554
