,frequency_sin_abs,suction_side_displacement_thickness_zscore_abs,chord_length_sigmoid_exp,suction_side_displacement_thickness_tanh_exp,suction_side_displacement_thickness_sin_exp,frequency_sin_sin,suction_side_displacement_thickness_radian_sin,frequency_relu_sin,angle_of_attack_zscore_sin,chord_length_radian_radian,free_stream_velocity_ln_radian,frequency_sin_radian,chord_length_sin_radian,suction_side_displacement_thickness_zscore_radian,free_stream_velocity_ln_mmnorm,frequency_relu_mmnorm,chord_length_sigmoid_mmnorm,suction_side_displacement_thickness_tanh_mmnorm,chord_length_tanh_mmnorm,chord_length_radian_negative,frequency_ln_negative,suction_side_displacement_thickness_zscore_negative,free_stream_velocity_ln_negative,frequency_ln_adde,free_stream_velocity_ln_adde,angle_of_attack_relu_adde,chord_length_sigmoid_adde,angle_of_attack_degree_adde,frequency_ln_sigmoid,free_stream_velocity_ln_sigmoid,chord_length_sigmoid_sigmoid,suction_side_displacement_thickness_sin_sigmoid,angle_of_attack_degree_sigmoid,suction_side_displacement_thickness_tanh_square,chord_length_sin_square,angle_of_attack_zscore_square,frequency_ln_square,scaled_sound_pressure_level
215,0.7451333,0.6545613,1.745258,1.0025383,1.0025383,0.6780698,4.424602e-05,0.7451333,-0.9112887,6.963554e-05,0.06420768,0.013005029,0.003955163,-0.011424249,0.27451035,0.005808081,0.72983694,0.036835782,0.73733467,-0.0039898227,-5.7525725,0.6545613,-3.6788292,8.470854,6.397111,2.7182817,3.2751842,2.7182817,0.9968354,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,33.09209,121.055
216,0.85091937,0.6545613,1.745258,1.0025383,1.0025383,-0.75188684,4.424602e-05,-0.85091937,-0.9112887,6.963554e-05,0.06420768,-0.014851345,0.003955163,-0.011424249,0.27451035,0.01010101,0.72983694,0.036835782,0.73733467,-0.0039898227,-5.9914646,0.6545613,-3.6788292,8.709746,6.397111,2.7182817,3.2751842,2.7182817,0.9975062,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,35.897648,123.565
217,0.4677718,0.6545613,1.745258,1.0025383,1.0025383,-0.45089856,4.424602e-05,-0.4677718,-0.9112887,6.963554e-05,0.06420768,-0.008164158,0.003955163,-0.011424249,0.27451035,0.015151516,0.72983694,0.036835782,0.73733467,-0.0039898227,-6.214608,0.6545613,-3.6788292,8.93289,6.397111,2.7182817,3.2751842,2.7182817,0.998004,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,38.621353,126.195
218,0.993882,0.6545613,1.745258,1.0025383,1.0025383,0.83814967,4.424602e-05,0.993882,-0.9112887,6.963554e-05,0.06420768,0.017346513,0.003955163,-0.011424249,0.27451035,0.021717172,0.72983694,0.036835782,0.73733467,-0.0039898227,-6.4457197,0.6545613,-3.6788292,9.164001,6.397111,2.7182817,3.2751842,2.7182817,0.99841523,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,41.547302,128.705
219,0.89396966,0.6545613,1.745258,1.0025383,1.0025383,0.77956414,4.424602e-05,0.89396966,-0.9112887,6.963554e-05,0.06420768,0.015602713,0.003955163,-0.011424249,0.27451035,0.030303031,0.72983694,0.036835782,0.73733467,-0.0039898227,-6.684612,0.6545613,-3.6788292,9.402893,6.397111,2.7182817,3.2751842,2.7182817,0.9987515,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,44.684036,130.205
220,0.82687956,0.6545613,1.745258,1.0025383,1.0025383,0.7358219,4.424602e-05,0.82687956,-0.9112887,6.963554e-05,0.06420768,0.014431771,0.003955163,-0.011424249,0.27451035,0.04040404,0.72983694,0.036835782,0.73733467,-0.0039898227,-6.9077554,0.6545613,-3.6788292,9.626038,6.397111,2.7182817,3.2751842,2.7182817,0.99900097,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,47.717083,130.435
221,0.34653634,0.6545613,1.745258,1.0025383,1.0025383,-0.33964208,4.424602e-05,-0.34653634,-0.9112887,6.963554e-05,0.06420768,-0.0060482,0.003955163,-0.011424249,0.27451035,0.053030305,0.72983694,0.036835782,0.73733467,-0.0039898227,-7.130899,0.6545613,-3.6788292,9.84918,6.397111,2.7182817,3.2751842,2.7182817,0.99920064,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,50.84972,129.395
222,0.80122477,0.6545613,1.745258,1.0025383,1.0025383,-0.71820885,4.424602e-05,-0.80122477,-0.9112887,6.963554e-05,0.06420768,-0.013984011,0.003955163,-0.011424249,0.27451035,0.07070707,0.72983694,0.036835782,0.73733467,-0.0039898227,-7.377759,0.6545613,-3.6788292,10.096041,6.397111,2.7182817,3.2751842,2.7182817,0.9993754,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,54.431328,127.095
223,0.9300395,0.6545613,1.745258,1.0025383,1.0025383,0.80164355,4.424602e-05,0.9300395,-0.9112887,6.963554e-05,0.06420768,0.016232252,0.003955163,-0.011424249,0.27451035,0.09090909,0.72983694,0.036835782,0.73733467,-0.0039898227,-7.6009026,0.6545613,-3.6788292,10.319184,6.397111,2.7182817,3.2751842,2.7182817,0.9995003,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,57.77372,125.305
224,0.65012753,0.6545613,1.745258,1.0025383,1.0025383,-0.6052879,4.424602e-05,-0.65012753,-0.9112887,6.963554e-05,0.06420768,-0.011346865,0.003955163,-0.011424249,0.27451035,0.116161615,0.72983694,0.036835782,0.73733467,-0.0039898227,-7.824046,0.6545613,-3.6788292,10.542328,6.397111,2.7182817,3.2751842,2.7182817,0.99960023,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,61.2157,125.025
225,0.850761,0.6545613,1.745258,1.0025383,1.0025383,0.7517824,4.424602e-05,0.850761,-0.9112887,6.963554e-05,0.06420768,0.014848581,0.003955163,-0.011424249,0.27451035,0.1489899,0.72983694,0.036835782,0.73733467,-0.0039898227,-8.055158,0.6545613,-3.6788292,10.773439,6.397111,2.7182817,3.2751842,2.7182817,0.99968266,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,64.88557,124.625
226,0.6835038,0.6545613,1.745258,1.0025383,1.0025383,-0.6315136,4.424602e-05,-0.6835038,-0.9112887,6.963554e-05,0.06420768,-0.011929392,0.003955163,-0.011424249,0.27451035,0.1919192,0.72983694,0.036835782,0.73733467,-0.0039898227,-8.294049,0.6545613,-3.6788292,11.012331,6.397111,2.7182817,3.2751842,2.7182817,0.9997501,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,68.79125,123.465
227,0.9879664,0.6545613,1.745258,1.0025383,1.0025383,-0.8349084,4.424602e-05,-0.9879664,-0.9112887,6.963554e-05,0.06420768,-0.017243266,0.003955163,-0.011424249,0.27451035,0.24242425,0.72983694,0.036835782,0.73733467,-0.0039898227,-8.517193,0.6545613,-3.6788292,11.235475,6.397111,2.7182817,3.2751842,2.7182817,0.9998,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,72.54257,122.175
228,0.89423966,0.6545613,1.745258,1.0025383,1.0025383,-0.77973324,4.424602e-05,-0.89423966,-0.9112887,6.963554e-05,0.06420768,-0.015607426,0.003955163,-0.011424249,0.27451035,0.30808082,0.72983694,0.036835782,0.73733467,-0.0039898227,-8.748305,0.6545613,-3.6788292,11.466587,6.397111,2.7182817,3.2751842,2.7182817,0.9998412,0.9753694,0.6357355,0.5006338,0.5,6.426756e-06,0.05135398,1.3142397,76.532845,117.465
229,0.7451333,0.6402077,1.745258,1.0027275,1.0027275,0.6780698,4.7539277e-05,0.7451333,-0.9112887,6.963554e-05,0.060324106,0.013005029,0.003955163,-0.011173733,0.0,0.005808081,0.72983694,0.04009216,0.73733467,-0.0039898227,-5.7525725,0.6402077,-3.4563167,8.470854,6.1745987,2.7182817,3.2751842,2.7182817,0.9968354,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,33.09209,120.595
230,0.85091937,0.6402077,1.745258,1.0027275,1.0027275,-0.75188684,4.7539277e-05,-0.85091937,-0.9112887,6.963554e-05,0.060324106,-0.014851345,0.003955163,-0.011173733,0.0,0.01010101,0.72983694,0.04009216,0.73733467,-0.0039898227,-5.9914646,0.6402077,-3.4563167,8.709746,6.1745987,2.7182817,3.2751842,2.7182817,0.9975062,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,35.897648,123.635
231,0.4677718,0.6402077,1.745258,1.0027275,1.0027275,-0.45089856,4.7539277e-05,-0.4677718,-0.9112887,6.963554e-05,0.060324106,-0.008164158,0.003955163,-0.011173733,0.0,0.015151516,0.72983694,0.04009216,0.73733467,-0.0039898227,-6.214608,0.6402077,-3.4563167,8.93289,6.1745987,2.7182817,3.2751842,2.7182817,0.998004,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,38.621353,126.675
232,0.993882,0.6402077,1.745258,1.0027275,1.0027275,0.83814967,4.7539277e-05,0.993882,-0.9112887,6.963554e-05,0.060324106,0.017346513,0.003955163,-0.011173733,0.0,0.021717172,0.72983694,0.04009216,0.73733467,-0.0039898227,-6.4457197,0.6402077,-3.4563167,9.164001,6.1745987,2.7182817,3.2751842,2.7182817,0.99841523,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,41.547302,129.465
233,0.89396966,0.6402077,1.745258,1.0027275,1.0027275,0.77956414,4.7539277e-05,0.89396966,-0.9112887,6.963554e-05,0.060324106,0.015602713,0.003955163,-0.011173733,0.0,0.030303031,0.72983694,0.04009216,0.73733467,-0.0039898227,-6.684612,0.6402077,-3.4563167,9.402893,6.1745987,2.7182817,3.2751842,2.7182817,0.9987515,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,44.684036,130.725
234,0.82687956,0.6402077,1.745258,1.0027275,1.0027275,0.7358219,4.7539277e-05,0.82687956,-0.9112887,6.963554e-05,0.060324106,0.014431771,0.003955163,-0.011173733,0.0,0.04040404,0.72983694,0.04009216,0.73733467,-0.0039898227,-6.9077554,0.6402077,-3.4563167,9.626038,6.1745987,2.7182817,3.2751842,2.7182817,0.99900097,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,47.717083,130.595
235,0.34653634,0.6402077,1.745258,1.0027275,1.0027275,-0.33964208,4.7539277e-05,-0.34653634,-0.9112887,6.963554e-05,0.060324106,-0.0060482,0.003955163,-0.011173733,0.0,0.053030305,0.72983694,0.04009216,0.73733467,-0.0039898227,-7.130899,0.6402077,-3.4563167,9.84918,6.1745987,2.7182817,3.2751842,2.7182817,0.99920064,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,50.84972,128.805
236,0.80122477,0.6402077,1.745258,1.0027275,1.0027275,-0.71820885,4.7539277e-05,-0.80122477,-0.9112887,6.963554e-05,0.060324106,-0.013984011,0.003955163,-0.011173733,0.0,0.07070707,0.72983694,0.04009216,0.73733467,-0.0039898227,-7.377759,0.6402077,-3.4563167,10.096041,6.1745987,2.7182817,3.2751842,2.7182817,0.9993754,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,54.431328,125.625
237,0.9300395,0.6402077,1.745258,1.0027275,1.0027275,0.80164355,4.7539277e-05,0.9300395,-0.9112887,6.963554e-05,0.060324106,0.016232252,0.003955163,-0.011173733,0.0,0.09090909,0.72983694,0.04009216,0.73733467,-0.0039898227,-7.6009026,0.6402077,-3.4563167,10.319184,6.1745987,2.7182817,3.2751842,2.7182817,0.9995003,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,57.77372,123.455
238,0.65012753,0.6402077,1.745258,1.0027275,1.0027275,-0.6052879,4.7539277e-05,-0.65012753,-0.9112887,6.963554e-05,0.060324106,-0.011346865,0.003955163,-0.011173733,0.0,0.116161615,0.72983694,0.04009216,0.73733467,-0.0039898227,-7.824046,0.6402077,-3.4563167,10.542328,6.1745987,2.7182817,3.2751842,2.7182817,0.99960023,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,61.2157,123.445
239,0.850761,0.6402077,1.745258,1.0027275,1.0027275,0.7517824,4.7539277e-05,0.850761,-0.9112887,6.963554e-05,0.060324106,0.014848581,0.003955163,-0.011173733,0.0,0.1489899,0.72983694,0.04009216,0.73733467,-0.0039898227,-8.055158,0.6402077,-3.4563167,10.773439,6.1745987,2.7182817,3.2751842,2.7182817,0.99968266,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,64.88557,123.445
240,0.6835038,0.6402077,1.745258,1.0027275,1.0027275,-0.6315136,4.7539277e-05,-0.6835038,-0.9112887,6.963554e-05,0.060324106,-0.011929392,0.003955163,-0.011173733,0.0,0.1919192,0.72983694,0.04009216,0.73733467,-0.0039898227,-8.294049,0.6402077,-3.4563167,11.012331,6.1745987,2.7182817,3.2751842,2.7182817,0.9997501,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,68.79125,122.035
241,0.9879664,0.6402077,1.745258,1.0027275,1.0027275,-0.8349084,4.7539277e-05,-0.9879664,-0.9112887,6.963554e-05,0.060324106,-0.017243266,0.003955163,-0.011173733,0.0,0.24242425,0.72983694,0.04009216,0.73733467,-0.0039898227,-8.517193,0.6402077,-3.4563167,11.235475,6.1745987,2.7182817,3.2751842,2.7182817,0.9998,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,72.54257,120.505
242,0.89423966,0.6402077,1.745258,1.0027275,1.0027275,-0.77973324,4.7539277e-05,-0.89423966,-0.9112887,6.963554e-05,0.060324106,-0.015607426,0.003955163,-0.011173733,0.0,0.30808082,0.72983694,0.04009216,0.73733467,-0.0039898227,-8.748305,0.6402077,-3.4563167,11.466587,6.1745987,2.7182817,3.2751842,2.7182817,0.9998412,0.96941894,0.6357355,0.500681,0.5,7.41905e-06,0.05135398,1.3142397,76.532845,116.815
243,0.85091937,0.6244986,1.745258,1.0029346,1.0029346,-0.75188684,5.1143557e-05,-0.85091937,-0.72314554,6.963554e-05,0.074471384,-0.014851345,0.003955163,-0.010899557,1.0,0.01010101,0.72983694,0.043656074,0.73733467,-0.0039898227,-5.9914646,0.6244986,-4.2668962,8.709746,6.985178,4.7182817,3.2751842,117.30984,0.9975062,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,35.897648,125.116
244,0.4677718,0.6244986,1.745258,1.0029346,1.0029346,-0.45089856,5.1143557e-05,-0.4677718,-0.72314554,6.963554e-05,0.074471384,-0.008164158,0.003955163,-0.010899557,1.0,0.015151516,0.72983694,0.043656074,0.73733467,-0.0039898227,-6.214608,0.6244986,-4.2668962,8.93289,6.985178,4.7182817,3.2751842,117.30984,0.998004,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,38.621353,126.486
245,0.993882,0.6244986,1.745258,1.0029346,1.0029346,0.83814967,5.1143557e-05,0.993882,-0.72314554,6.963554e-05,0.074471384,0.017346513,0.003955163,-0.010899557,1.0,0.021717172,0.72983694,0.043656074,0.73733467,-0.0039898227,-6.4457197,0.6244986,-4.2668962,9.164001,6.985178,4.7182817,3.2751842,117.30984,0.99841523,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,41.547302,127.356
246,0.89396966,0.6244986,1.745258,1.0029346,1.0029346,0.77956414,5.1143557e-05,0.89396966,-0.72314554,6.963554e-05,0.074471384,0.015602713,0.003955163,-0.010899557,1.0,0.030303031,0.72983694,0.043656074,0.73733467,-0.0039898227,-6.684612,0.6244986,-4.2668962,9.402893,6.985178,4.7182817,3.2751842,117.30984,0.9987515,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,44.684036,128.216
247,0.82687956,0.6244986,1.745258,1.0029346,1.0029346,0.7358219,5.1143557e-05,0.82687956,-0.72314554,6.963554e-05,0.074471384,0.014431771,0.003955163,-0.010899557,1.0,0.04040404,0.72983694,0.043656074,0.73733467,-0.0039898227,-6.9077554,0.6244986,-4.2668962,9.626038,6.985178,4.7182817,3.2751842,117.30984,0.99900097,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,47.717083,128.956
248,0.34653634,0.6244986,1.745258,1.0029346,1.0029346,-0.33964208,5.1143557e-05,-0.34653634,-0.72314554,6.963554e-05,0.074471384,-0.0060482,0.003955163,-0.010899557,1.0,0.053030305,0.72983694,0.043656074,0.73733467,-0.0039898227,-7.130899,0.6244986,-4.2668962,9.84918,6.985178,4.7182817,3.2751842,117.30984,0.99920064,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,50.84972,128.816
249,0.80122477,0.6244986,1.745258,1.0029346,1.0029346,-0.71820885,5.1143557e-05,-0.80122477,-0.72314554,6.963554e-05,0.074471384,-0.013984011,0.003955163,-0.010899557,1.0,0.07070707,0.72983694,0.043656074,0.73733467,-0.0039898227,-7.377759,0.6244986,-4.2668962,10.096041,6.985178,4.7182817,3.2751842,117.30984,0.9993754,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,54.431328,127.796
250,0.9300395,0.6244986,1.745258,1.0029346,1.0029346,0.80164355,5.1143557e-05,0.9300395,-0.72314554,6.963554e-05,0.074471384,0.016232252,0.003955163,-0.010899557,1.0,0.09090909,0.72983694,0.043656074,0.73733467,-0.0039898227,-7.6009026,0.6244986,-4.2668962,10.319184,6.985178,4.7182817,3.2751842,117.30984,0.9995003,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,57.77372,126.896
251,0.65012753,0.6244986,1.745258,1.0029346,1.0029346,-0.6052879,5.1143557e-05,-0.65012753,-0.72314554,6.963554e-05,0.074471384,-0.011346865,0.003955163,-0.010899557,1.0,0.116161615,0.72983694,0.043656074,0.73733467,-0.0039898227,-7.824046,0.6244986,-4.2668962,10.542328,6.985178,4.7182817,3.2751842,117.30984,0.99960023,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,61.2157,127.006
252,0.850761,0.6244986,1.745258,1.0029346,1.0029346,0.7517824,5.1143557e-05,0.850761,-0.72314554,6.963554e-05,0.074471384,0.014848581,0.003955163,-0.010899557,1.0,0.1489899,0.72983694,0.043656074,0.73733467,-0.0039898227,-8.055158,0.6244986,-4.2668962,10.773439,6.985178,4.7182817,3.2751842,117.30984,0.99968266,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,64.88557,126.116
253,0.6835038,0.6244986,1.745258,1.0029346,1.0029346,-0.6315136,5.1143557e-05,-0.6835038,-0.72314554,6.963554e-05,0.074471384,-0.011929392,0.003955163,-0.010899557,1.0,0.1919192,0.72983694,0.043656074,0.73733467,-0.0039898227,-8.294049,0.6244986,-4.2668962,11.012331,6.985178,4.7182817,3.2751842,117.30984,0.9997501,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,68.79125,124.086
254,0.9879664,0.6244986,1.745258,1.0029346,1.0029346,-0.8349084,5.1143557e-05,-0.9879664,-0.72314554,6.963554e-05,0.074471384,-0.017243266,0.003955163,-0.010899557,1.0,0.24242425,0.72983694,0.043656074,0.73733467,-0.0039898227,-8.517193,0.6244986,-4.2668962,11.235475,6.985178,4.7182817,3.2751842,117.30984,0.9998,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,72.54257,122.816
255,0.89423966,0.6244986,1.745258,1.0029346,1.0029346,-0.77973324,5.1143557e-05,-0.89423966,-0.72314554,6.963554e-05,0.074471384,-0.015607426,0.003955163,-0.010899557,1.0,0.30808082,0.72983694,0.043656074,0.73733467,-0.0039898227,-8.748305,0.6244986,-4.2668962,11.466587,6.985178,4.7182817,3.2751842,117.30984,0.9998412,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,76.532845,120.786
256,0.997843,0.6244986,1.745258,1.0029346,1.0029346,0.8403036,5.1143557e-05,0.997843,-0.72314554,6.963554e-05,0.074471384,0.017415646,0.003955163,-0.010899557,1.0,0.3939394,0.72983694,0.043656074,0.73733467,-0.0039898227,-8.987197,0.6244986,-4.2668962,11.705479,6.985178,4.7182817,3.2751842,117.30984,0.99987495,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,80.76971,115.996
257,0.30561438,0.6244986,1.745258,1.0029346,1.0029346,-0.30087915,5.1143557e-05,-0.30561438,-0.72314554,6.963554e-05,0.074471384,-0.0053339773,0.003955163,-0.010899557,1.0,0.4949495,0.72983694,0.043656074,0.73733467,-0.0039898227,-9.2103405,0.6244986,-4.2668962,11.928622,6.985178,4.7182817,3.2751842,117.30984,0.9999,0.9861688,0.6357355,0.50073254,1.0,8.586668e-06,0.05135398,0.65342283,84.830376,113.086
258,0.85091937,0.6089089,1.745258,1.0031402,1.0031402,-0.75188684,5.4720433e-05,-0.85091937,-0.72314554,6.963554e-05,0.07009911,-0.014851345,0.003955163,-0.010627465,0.69094574,0.01010101,0.72983694,0.047192883,0.73733467,-0.0039898227,-5.9914646,0.6089089,-4.016383,8.709746,6.734665,4.7182817,3.2751842,117.30984,0.9975062,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,35.897648,122.292
259,0.4677718,0.6089089,1.745258,1.0031402,1.0031402,-0.45089856,5.4720433e-05,-0.4677718,-0.72314554,6.963554e-05,0.07009911,-0.008164158,0.003955163,-0.010627465,0.69094574,0.015151516,0.72983694,0.047192883,0.73733467,-0.0039898227,-6.214608,0.6089089,-4.016383,8.93289,6.734665,4.7182817,3.2751842,117.30984,0.998004,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,38.621353,124.692
260,0.993882,0.6089089,1.745258,1.0031402,1.0031402,0.83814967,5.4720433e-05,0.993882,-0.72314554,6.963554e-05,0.07009911,0.017346513,0.003955163,-0.010627465,0.69094574,0.021717172,0.72983694,0.047192883,0.73733467,-0.0039898227,-6.4457197,0.6089089,-4.016383,9.164001,6.734665,4.7182817,3.2751842,117.30984,0.99841523,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,41.547302,126.842
261,0.89396966,0.6089089,1.745258,1.0031402,1.0031402,0.77956414,5.4720433e-05,0.89396966,-0.72314554,6.963554e-05,0.07009911,0.015602713,0.003955163,-0.010627465,0.69094574,0.030303031,0.72983694,0.047192883,0.73733467,-0.0039898227,-6.684612,0.6089089,-4.016383,9.402893,6.734665,4.7182817,3.2751842,117.30984,0.9987515,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,44.684036,128.492
262,0.82687956,0.6089089,1.745258,1.0031402,1.0031402,0.7358219,5.4720433e-05,0.82687956,-0.72314554,6.963554e-05,0.07009911,0.014431771,0.003955163,-0.010627465,0.69094574,0.04040404,0.72983694,0.047192883,0.73733467,-0.0039898227,-6.9077554,0.6089089,-4.016383,9.626038,6.734665,4.7182817,3.2751842,117.30984,0.99900097,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,47.717083,129.002
263,0.34653634,0.6089089,1.745258,1.0031402,1.0031402,-0.33964208,5.4720433e-05,-0.34653634,-0.72314554,6.963554e-05,0.07009911,-0.0060482,0.003955163,-0.010627465,0.69094574,0.053030305,0.72983694,0.047192883,0.73733467,-0.0039898227,-7.130899,0.6089089,-4.016383,9.84918,6.734665,4.7182817,3.2751842,117.30984,0.99920064,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,50.84972,128.762
264,0.80122477,0.6089089,1.745258,1.0031402,1.0031402,-0.71820885,5.4720433e-05,-0.80122477,-0.72314554,6.963554e-05,0.07009911,-0.013984011,0.003955163,-0.010627465,0.69094574,0.07070707,0.72983694,0.047192883,0.73733467,-0.0039898227,-7.377759,0.6089089,-4.016383,10.096041,6.734665,4.7182817,3.2751842,117.30984,0.9993754,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,54.431328,126.752
265,0.9300395,0.6089089,1.745258,1.0031402,1.0031402,0.80164355,5.4720433e-05,0.9300395,-0.72314554,6.963554e-05,0.07009911,0.016232252,0.003955163,-0.010627465,0.69094574,0.09090909,0.72983694,0.047192883,0.73733467,-0.0039898227,-7.6009026,0.6089089,-4.016383,10.319184,6.734665,4.7182817,3.2751842,117.30984,0.9995003,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,57.77372,124.612
266,0.65012753,0.6089089,1.745258,1.0031402,1.0031402,-0.6052879,5.4720433e-05,-0.65012753,-0.72314554,6.963554e-05,0.07009911,-0.011346865,0.003955163,-0.010627465,0.69094574,0.116161615,0.72983694,0.047192883,0.73733467,-0.0039898227,-7.824046,0.6089089,-4.016383,10.542328,6.734665,4.7182817,3.2751842,117.30984,0.99960023,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,61.2157,123.862
267,0.850761,0.6089089,1.745258,1.0031402,1.0031402,0.7517824,5.4720433e-05,0.850761,-0.72314554,6.963554e-05,0.07009911,0.014848581,0.003955163,-0.010627465,0.69094574,0.1489899,0.72983694,0.047192883,0.73733467,-0.0039898227,-8.055158,0.6089089,-4.016383,10.773439,6.734665,4.7182817,3.2751842,117.30984,0.99968266,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,64.88557,123.742
268,0.6835038,0.6089089,1.745258,1.0031402,1.0031402,-0.6315136,5.4720433e-05,-0.6835038,-0.72314554,6.963554e-05,0.07009911,-0.011929392,0.003955163,-0.010627465,0.69094574,0.1919192,0.72983694,0.047192883,0.73733467,-0.0039898227,-8.294049,0.6089089,-4.016383,11.012331,6.734665,4.7182817,3.2751842,117.30984,0.9997501,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,68.79125,122.232
269,0.9879664,0.6089089,1.745258,1.0031402,1.0031402,-0.8349084,5.4720433e-05,-0.9879664,-0.72314554,6.963554e-05,0.07009911,-0.017243266,0.003955163,-0.010627465,0.69094574,0.24242425,0.72983694,0.047192883,0.73733467,-0.0039898227,-8.517193,0.6089089,-4.016383,11.235475,6.734665,4.7182817,3.2751842,117.30984,0.9998,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,72.54257,120.472
270,0.89423966,0.6089089,1.745258,1.0031402,1.0031402,-0.77973324,5.4720433e-05,-0.89423966,-0.72314554,6.963554e-05,0.07009911,-0.015607426,0.003955163,-0.010627465,0.69094574,0.30808082,0.72983694,0.047192883,0.73733467,-0.0039898227,-8.748305,0.6089089,-4.016383,11.466587,6.734665,4.7182817,3.2751842,117.30984,0.9998412,0.9823009,0.6357355,0.5007838,1.0,9.829727e-06,0.05135398,0.65342283,76.532845,118.712
271,0.7451333,0.58376867,1.745258,1.0034717,1.0034717,0.6780698,6.0488575e-05,0.7451333,-0.72314554,6.963554e-05,0.06420768,0.013005029,0.003955163,-0.010188685,0.27451035,0.005808081,0.72983694,0.052896407,0.73733467,-0.0039898227,-5.7525725,0.58376867,-3.6788292,8.470854,6.397111,4.7182817,3.2751842,117.30984,0.9968354,0.9753694,0.6357355,0.5008664,1.0,1.2011257e-05,0.05135398,0.65342283,33.09209,120.137
