,frequency_ln,free_stream_velocity_ln,chord_length_radian,suction_side_displacement_thickness_radian,chord_length_sigmoid,suction_side_displacement_thickness_sigmoid,suction_side_displacement_thickness_tanh,chord_length_tanh,suction_side_displacement_thickness_zscore,angle_of_attack_zscore,free_stream_velocity_adde,suction_side_displacement_thickness_adde,chord_length_adde,suction_side_displacement_thickness_sin,frequency_sin,chord_length_sin,chord_length_degree,angle_of_attack_degree,frequency_degree,chord_length_relu,frequency_relu,angle_of_attack_relu,scaled_sound_pressure_level
219,6.684612,3.6788292,0.0039898227,4.424602e-05,0.5569024,0.5006338,0.0025351048,0.22469945,-0.6545613,-1.146403,42.31828,2.7208169,2.9468818,0.0025351073,0.89396966,0.22661416,13.097815,0.0,45836.62,0.2286,800.0,0.0,130.205
220,6.9077554,3.6788292,0.0039898227,4.424602e-05,0.5569024,0.5006338,0.0025351048,0.22469945,-0.6545613,-1.146403,42.31828,2.7208169,2.9468818,0.0025351073,0.82687956,0.22661416,13.097815,0.0,57295.777,0.2286,1000.0,0.0,130.435
221,7.130899,3.6788292,0.0039898227,4.424602e-05,0.5569024,0.5006338,0.0025351048,0.22469945,-0.6545613,-1.146403,42.31828,2.7208169,2.9468818,0.0025351073,-0.34653634,0.22661416,13.097815,0.0,71619.72,0.2286,1250.0,0.0,129.395
222,7.377759,3.6788292,0.0039898227,4.424602e-05,0.5569024,0.5006338,0.0025351048,0.22469945,-0.6545613,-1.146403,42.31828,2.7208169,2.9468818,0.0025351073,-0.80122477,0.22661416,13.097815,0.0,91673.24,0.2286,1600.0,0.0,127.095
223,7.6009026,3.6788292,0.0039898227,4.424602e-05,0.5569024,0.5006338,0.0025351048,0.22469945,-0.6545613,-1.146403,42.31828,2.7208169,2.9468818,0.0025351073,0.9300395,0.22661416,13.097815,0.0,114591.555,0.2286,2000.0,0.0,125.305
224,7.824046,3.6788292,0.0039898227,4.424602e-05,0.5569024,0.5006338,0.0025351048,0.22469945,-0.6545613,-1.146403,42.31828,2.7208169,2.9468818,0.0025351073,-0.65012753,0.22661416,13.097815,0.0,143239.44,0.2286,2500.0,0.0,125.025
225,8.055158,3.6788292,0.0039898227,4.424602e-05,0.5569024,0.5006338,0.0025351048,0.22469945,-0.6545613,-1.146403,42.31828,2.7208169,2.9468818,0.0025351073,0.850761,0.22661416,13.097815,0.0,180481.7,0.2286,3150.0,0.0,124.625
226,8.294049,3.6788292,0.0039898227,4.424602e-05,0.5569024,0.5006338,0.0025351048,0.22469945,-0.6545613,-1.146403,42.31828,2.7208169,2.9468818,0.0025351073,-0.6835038,0.22661416,13.097815,0.0,229183.11,0.2286,4000.0,0.0,123.465
227,8.517193,3.6788292,0.0039898227,4.424602e-05,0.5569024,0.5006338,0.0025351048,0.22469945,-0.6545613,-1.146403,42.31828,2.7208169,2.9468818,0.0025351073,-0.9879664,0.22661416,13.097815,0.0,286478.88,0.2286,5000.0,0.0,122.175
228,8.748305,3.6788292,0.0039898227,4.424602e-05,0.5569024,0.5006338,0.0025351048,0.22469945,-0.6545613,-1.146403,42.31828,2.7208169,2.9468818,0.0025351073,-0.89423966,0.22661416,13.097815,0.0,360963.4,0.2286,6300.0,0.0,117.465
229,5.7525725,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,0.7451333,0.22661416,13.097815,0.0,18048.17,0.2286,315.0,0.0,120.595
230,5.9914646,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,-0.85091937,0.22661416,13.097815,0.0,22918.31,0.2286,400.0,0.0,123.635
231,6.214608,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,-0.4677718,0.22661416,13.097815,0.0,28647.889,0.2286,500.0,0.0,126.675
232,6.4457197,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,0.993882,0.22661416,13.097815,0.0,36096.34,0.2286,630.0,0.0,129.465
233,6.684612,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,0.89396966,0.22661416,13.097815,0.0,45836.62,0.2286,800.0,0.0,130.725
234,6.9077554,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,0.82687956,0.22661416,13.097815,0.0,57295.777,0.2286,1000.0,0.0,130.595
235,7.130899,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,-0.34653634,0.22661416,13.097815,0.0,71619.72,0.2286,1250.0,0.0,128.805
236,7.377759,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,-0.80122477,0.22661416,13.097815,0.0,91673.24,0.2286,1600.0,0.0,125.625
237,7.6009026,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,0.9300395,0.22661416,13.097815,0.0,114591.555,0.2286,2000.0,0.0,123.455
238,7.824046,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,-0.65012753,0.22661416,13.097815,0.0,143239.44,0.2286,2500.0,0.0,123.445
239,8.055158,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,0.850761,0.22661416,13.097815,0.0,180481.7,0.2286,3150.0,0.0,123.445
240,8.294049,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,-0.6835038,0.22661416,13.097815,0.0,229183.11,0.2286,4000.0,0.0,122.035
241,8.517193,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,-0.9879664,0.22661416,13.097815,0.0,286478.88,0.2286,5000.0,0.0,120.505
242,8.748305,3.4563167,0.0039898227,4.7539277e-05,0.5569024,0.500681,0.0027237933,0.22469945,-0.6402077,-1.146403,34.41828,2.7210054,2.9468818,0.0027237968,-0.89423966,0.22661416,13.097815,0.0,360963.4,0.2286,6300.0,0.0,116.815
243,5.9914646,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,-0.85091937,0.22661416,13.097815,114.59155,22918.31,0.2286,400.0,2.0,125.116
244,6.214608,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,-0.4677718,0.22661416,13.097815,114.59155,28647.889,0.2286,500.0,2.0,126.486
245,6.4457197,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,0.993882,0.22661416,13.097815,114.59155,36096.34,0.2286,630.0,2.0,127.356
246,6.684612,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,0.89396966,0.22661416,13.097815,114.59155,45836.62,0.2286,800.0,2.0,128.216
247,6.9077554,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,0.82687956,0.22661416,13.097815,114.59155,57295.777,0.2286,1000.0,2.0,128.956
248,7.130899,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,-0.34653634,0.22661416,13.097815,114.59155,71619.72,0.2286,1250.0,2.0,128.816
249,7.377759,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,-0.80122477,0.22661416,13.097815,114.59155,91673.24,0.2286,1600.0,2.0,127.796
250,7.6009026,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,0.9300395,0.22661416,13.097815,114.59155,114591.555,0.2286,2000.0,2.0,126.896
251,7.824046,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,-0.65012753,0.22661416,13.097815,114.59155,143239.44,0.2286,2500.0,2.0,127.006
252,8.055158,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,0.850761,0.22661416,13.097815,114.59155,180481.7,0.2286,3150.0,2.0,126.116
253,8.294049,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,-0.6835038,0.22661416,13.097815,114.59155,229183.11,0.2286,4000.0,2.0,124.086
254,8.517193,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,-0.9879664,0.22661416,13.097815,114.59155,286478.88,0.2286,5000.0,2.0,122.816
255,8.748305,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,-0.89423966,0.22661416,13.097815,114.59155,360963.4,0.2286,6300.0,2.0,120.786
256,8.987197,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,0.997843,0.22661416,13.097815,114.59155,458366.22,0.2286,8000.0,2.0,115.996
257,9.2103405,4.2668962,0.0039898227,5.1143557e-05,0.5569024,0.50073254,0.0029303017,0.22469945,-0.6244986,-0.80834574,74.01829,2.7212121,2.9468818,0.002930306,-0.30561438,0.22661416,13.097815,114.59155,572957.75,0.2286,10000.0,2.0,113.086
258,5.9914646,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,-0.85091937,0.22661416,13.097815,114.59155,22918.31,0.2286,400.0,2.0,122.292
259,6.214608,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,-0.4677718,0.22661416,13.097815,114.59155,28647.889,0.2286,500.0,2.0,124.692
260,6.4457197,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,0.993882,0.22661416,13.097815,114.59155,36096.34,0.2286,630.0,2.0,126.842
261,6.684612,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,0.89396966,0.22661416,13.097815,114.59155,45836.62,0.2286,800.0,2.0,128.492
262,6.9077554,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,0.82687956,0.22661416,13.097815,114.59155,57295.777,0.2286,1000.0,2.0,129.002
263,7.130899,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,-0.34653634,0.22661416,13.097815,114.59155,71619.72,0.2286,1250.0,2.0,128.762
264,7.377759,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,-0.80122477,0.22661416,13.097815,114.59155,91673.24,0.2286,1600.0,2.0,126.752
265,7.6009026,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,0.9300395,0.22661416,13.097815,114.59155,114591.555,0.2286,2000.0,2.0,124.612
266,7.824046,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,-0.65012753,0.22661416,13.097815,114.59155,143239.44,0.2286,2500.0,2.0,123.862
267,8.055158,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,0.850761,0.22661416,13.097815,114.59155,180481.7,0.2286,3150.0,2.0,123.742
268,8.294049,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,-0.6835038,0.22661416,13.097815,114.59155,229183.11,0.2286,4000.0,2.0,122.232
269,8.517193,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,-0.9879664,0.22661416,13.097815,114.59155,286478.88,0.2286,5000.0,2.0,120.472
270,8.748305,4.016383,0.0039898227,5.4720433e-05,0.5569024,0.5007838,0.0031352395,0.22469945,-0.6089089,-0.80834574,58.21828,2.721417,2.9468818,0.0031352448,-0.89423966,0.22661416,13.097815,114.59155,360963.4,0.2286,6300.0,2.0,118.712
271,5.7525725,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,0.7451333,0.22661416,13.097815,114.59155,18048.17,0.2286,315.0,2.0,120.137
272,5.9914646,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,-0.85091937,0.22661416,13.097815,114.59155,22918.31,0.2286,400.0,2.0,122.147
273,6.214608,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,-0.4677718,0.22661416,13.097815,114.59155,28647.889,0.2286,500.0,2.0,125.157
274,6.4457197,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,0.993882,0.22661416,13.097815,114.59155,36096.34,0.2286,630.0,2.0,127.417
275,6.684612,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,0.89396966,0.22661416,13.097815,114.59155,45836.62,0.2286,800.0,2.0,129.037
276,6.9077554,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,0.82687956,0.22661416,13.097815,114.59155,57295.777,0.2286,1000.0,2.0,129.147
277,7.130899,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,-0.34653634,0.22661416,13.097815,114.59155,71619.72,0.2286,1250.0,2.0,128.257
278,7.377759,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,-0.80122477,0.22661416,13.097815,114.59155,91673.24,0.2286,1600.0,2.0,125.837
279,7.6009026,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,0.9300395,0.22661416,13.097815,114.59155,114591.555,0.2286,2000.0,2.0,122.797
280,7.824046,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,-0.65012753,0.22661416,13.097815,114.59155,143239.44,0.2286,2500.0,2.0,121.397
281,8.055158,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,0.850761,0.22661416,13.097815,114.59155,180481.7,0.2286,3150.0,2.0,121.627
282,8.294049,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,-0.6835038,0.22661416,13.097815,114.59155,229183.11,0.2286,4000.0,2.0,120.227
283,8.517193,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,-0.9879664,0.22661416,13.097815,114.59155,286478.88,0.2286,5000.0,2.0,118.827
284,8.748305,3.6788292,0.0039898227,6.0488575e-05,0.5569024,0.5008664,0.003465726,0.22469945,-0.58376867,-0.80834574,42.31828,2.7217474,2.9468818,0.003465733,-0.89423966,0.22661416,13.097815,114.59155,360963.4,0.2286,6300.0,2.0,116.417
285,5.7525725,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,0.7451333,0.22661416,13.097815,114.59155,18048.17,0.2286,315.0,2.0,120.147
286,5.9914646,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,-0.85091937,0.22661416,13.097815,114.59155,22918.31,0.2286,400.0,2.0,123.417
287,6.214608,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,-0.4677718,0.22661416,13.097815,114.59155,28647.889,0.2286,500.0,2.0,126.677
288,6.4457197,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,0.993882,0.22661416,13.097815,114.59155,36096.34,0.2286,630.0,2.0,129.057
289,6.684612,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,0.89396966,0.22661416,13.097815,114.59155,45836.62,0.2286,800.0,2.0,130.307
290,6.9077554,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,0.82687956,0.22661416,13.097815,114.59155,57295.777,0.2286,1000.0,2.0,130.307
291,7.130899,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,-0.34653634,0.22661416,13.097815,114.59155,71619.72,0.2286,1250.0,2.0,128.677
292,7.377759,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,-0.80122477,0.22661416,13.097815,114.59155,91673.24,0.2286,1600.0,2.0,125.797
293,7.6009026,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,0.9300395,0.22661416,13.097815,114.59155,114591.555,0.2286,2000.0,2.0,123.037
294,7.824046,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,-0.65012753,0.22661416,13.097815,114.59155,143239.44,0.2286,2500.0,2.0,121.407
295,8.055158,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,0.850761,0.22661416,13.097815,114.59155,180481.7,0.2286,3150.0,2.0,121.527
296,8.294049,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,-0.6835038,0.22661416,13.097815,114.59155,229183.11,0.2286,4000.0,2.0,120.527
297,8.517193,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,-0.9879664,0.22661416,13.097815,114.59155,286478.88,0.2286,5000.0,2.0,118.267
298,8.748305,3.4563167,0.0039898227,6.4991e-05,0.5569024,0.5009309,0.0037236926,0.22469945,-0.56414497,-0.80834574,34.41828,2.7220054,2.9468818,0.0037237015,-0.89423966,0.22661416,13.097815,114.59155,360963.4,0.2286,6300.0,2.0,115.137
299,6.214608,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,-0.4677718,0.22661416,13.097815,229.1831,28647.889,0.2286,500.0,4.0,126.758
300,6.4457197,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,0.993882,0.22661416,13.097815,229.1831,36096.34,0.2286,630.0,4.0,129.038
301,6.684612,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,0.89396966,0.22661416,13.097815,229.1831,45836.62,0.2286,800.0,4.0,130.688
302,6.9077554,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,0.82687956,0.22661416,13.097815,229.1831,57295.777,0.2286,1000.0,4.0,131.708
303,7.130899,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,-0.34653634,0.22661416,13.097815,229.1831,71619.72,0.2286,1250.0,4.0,131.718
304,7.377759,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,-0.80122477,0.22661416,13.097815,229.1831,91673.24,0.2286,1600.0,4.0,129.468
305,7.6009026,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,0.9300395,0.22661416,13.097815,229.1831,114591.555,0.2286,2000.0,4.0,126.218
306,7.824046,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,-0.65012753,0.22661416,13.097815,229.1831,143239.44,0.2286,2500.0,4.0,124.338
307,8.055158,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,0.850761,0.22661416,13.097815,229.1831,180481.7,0.2286,3150.0,4.0,124.108
308,8.294049,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,-0.6835038,0.22661416,13.097815,229.1831,229183.11,0.2286,4000.0,4.0,121.728
309,8.517193,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,-0.9879664,0.22661416,13.097815,229.1831,286478.88,0.2286,5000.0,4.0,121.118
310,8.748305,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,-0.89423966,0.22661416,13.097815,229.1831,360963.4,0.2286,6300.0,4.0,118.618
311,8.987197,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,0.997843,0.22661416,13.097815,229.1831,458366.22,0.2286,8000.0,4.0,112.848
312,9.2103405,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,-0.30561438,0.22661416,13.097815,229.1831,572957.75,0.2286,10000.0,4.0,113.108
313,9.433484,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,0.38680893,0.22661416,13.097815,229.1831,716197.2,0.2286,12500.0,4.0,114.258
314,9.680344,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,0.13100706,0.22661416,13.097815,229.1831,916732.44,0.2286,16000.0,4.0,112.768
315,9.903487,4.2668962,0.0039898227,6.991842e-05,0.5569024,0.50100154,0.0040060086,0.22469945,-0.542669,-0.47028857,74.01829,2.722288,2.9468818,0.0040060193,0.58198476,0.22661416,13.097815,229.1831,1145915.5,0.2286,20000.0,4.0,109.638
316,5.9914646,4.016383,0.0039898227,7.48083e-05,0.5569024,0.5010715,0.0042861737,0.22469945,-0.52135664,-0.47028857,58.21828,2.722568,2.9468818,0.004286187,-0.85091937,0.22661416,13.097815,229.1831,22918.31,0.2286,400.0,4.0,123.274
317,6.214608,4.016383,0.0039898227,7.48083e-05,0.5569024,0.5010715,0.0042861737,0.22469945,-0.52135664,-0.47028857,58.21828,2.722568,2.9468818,0.004286187,-0.4677718,0.22661416,13.097815,229.1831,28647.889,0.2286,500.0,4.0,127.314
318,6.4457197,4.016383,0.0039898227,7.48083e-05,0.5569024,0.5010715,0.0042861737,0.22469945,-0.52135664,-0.47028857,58.21828,2.722568,2.9468818,0.004286187,0.993882,0.22661416,13.097815,229.1831,36096.34,0.2286,630.0,4.0,129.964
319,6.684612,4.016383,0.0039898227,7.48083e-05,0.5569024,0.5010715,0.0042861737,0.22469945,-0.52135664,-0.47028857,58.21828,2.722568,2.9468818,0.004286187,0.89396966,0.22661416,13.097815,229.1831,45836.62,0.2286,800.0,4.0,131.864
