,(frequency_ln_square*suction_side_displacement_thickness_sin),((frequency_ln_square*suction_side_displacement_thickness_sin)*(chord_length_radian_negative+chord_length_sigmoid_adde)),(suction_side_displacement_thickness_sin_sigmoid_radian*frequency_ln_sigmoid),((chord_length_radian_negative*frequency_degree)*(suction_side_displacement_thickness_radian_sin+free_stream_velocity_ln_adde)),((chord_length_radian_negative*frequency_degree)*free_stream_velocity_adde),((chord_length_sin_radian*frequency_relu)*angle_of_attack_relu_adde),((suction_side_displacement_thickness_zscore_abs+suction_side_displacement_thickness_zscore)+chord_length_sin_square_zscore),((suction_side_displacement_thickness_zscore_abs+suction_side_displacement_thickness_zscore)+(frequency_relu_mmnorm+suction_side_displacement_thickness_adde)),((suction_side_displacement_thickness_tanh_mmnorm-suction_side_displacement_thickness_sigmoid)+frequency_relu_mmnorm),((frequency_relu_mmnorm*suction_side_displacement_thickness_adde)+chord_length_sin_square_zscore),((chord_length_sin_radian*frequency_relu)-(frequency_relu_mmnorm+suction_side_displacement_thickness_sin)),((frequency_relu_mmnorm*suction_side_displacement_thickness_adde)-(suction_side_displacement_thickness_radian_sin+free_stream_velocity_ln_adde)),((chord_length_sin_radian*frequency_relu)-free_stream_velocity_ln_sigmoid),(frequency_relu_mmnorm_negative-(suction_side_displacement_thickness_tanh_mmnorm-suction_side_displacement_thickness_sigmoid)),(frequency_ln_square*suction_side_displacement_thickness_sin)_recip
328,0.32803407,1.0730631000000002,0.008743959499999999,-9699.237,-83844.8,167.40296999999998,0.828141,3.0306490000000004,-0.12593505,1.666912,24.605162,-5.895969,23.935226,0.12593505,3.0484638
329,0.34619406,1.132468,0.008744255,-12316.491000000002,-106469.586,212.5752,0.828141,3.1165075,-0.040076464,1.9006678,31.243078000000004,-5.6622129999999995,30.659002,0.040076464,2.8885534
330,0.15679008,0.5128908,0.008719636999999999,-460.65545999999995,-3047.2969,8.370148,0.828141,2.728828,-0.4205236,0.8439565,1.2353302,-6.3813777,0.27050692,0.4205236,6.3779544999999995
331,0.17008278,0.5563738,0.008725504,-584.95935,-3869.5833,10.62876,0.828141,2.733121,-0.41623068,0.85564625,1.5672262,-6.369688,0.60669583,0.41623068,5.8794900000000005
332,0.18298768,0.5985882,0.008729859,-731.19916,-4836.979,13.28595,0.828141,2.7381713,-0.4111802,0.86939883,1.9576919999999998,-6.3559356,1.002212,0.4111802,5.464849
333,0.19685079,0.6439372,0.008733456,-921.3109,-6094.5938,16.740295,0.828141,2.7447369999999998,-0.40461454,0.88727725,2.4652974999999997,-6.338057,1.5163832,0.40461454,5.0799900000000004
334,0.21171261,0.6925531,0.008736398000000001,-1169.9187,-7739.1665,21.25752,0.828141,2.7533228,-0.39602867,0.91065675,3.1290894000000002,-6.3146777,2.188761,0.39602867,4.723383999999999
335,0.22608317,0.7395619999999999,0.00873858,-1462.3983,-9673.958,26.5719,0.828141,2.763424,-0.38592765,0.93816197,3.910021,-6.2871723,2.9797935,0.38592765,4.423151
336,0.24092558,0.78811437,0.008740326,-1827.9978,-12092.447,33.214874,0.828141,2.77605,-0.3733014,0.97254354,4.8861856,-6.252791,3.9685845,0.3733014,4.150658999999999
337,0.25789520000000005,0.8436253,0.008741856,-2339.8374,-15478.333,42.51504,0.828141,2.793727,-0.35562462,1.0206777,6.2528157,-6.2046566,5.352891400000001,0.35562462,3.8775440000000003
338,0.27373144,0.8954287000000001,0.008742947,-2924.7966,-19347.916,53.1438,0.828141,2.8139288,-0.33542259999999996,1.0756881999999999,7.814678999999999,-6.1496463,6.9349566,0.33542259999999996,3.6532156000000002
339,0.2900395,0.9487755999999999,0.008743822,-3655.9956,-24184.895,66.42975,0.828141,2.8391813999999997,-0.31017008,1.1444514,9.767009,-6.080883,8.912539,0.31017008,3.4478061
340,0.30742732,1.0056545000000001,0.0087445425,-4606.5547,-30472.968999999997,83.70148499999999,0.828141,2.8720098,-0.27734178,1.2338434,12.305036999999999,-5.991491000000001,11.483395,0.27734178,3.2528014
341,0.3259324,1.0661882,0.008745133,-5849.5933,-38695.832,106.2876,0.828141,2.914939,-0.2344125,1.3507407,15.623995,-5.8745937,14.845282999999998,0.2344125,3.0681207
342,0.34370616,1.1243296,0.00874557,-7311.991,-48369.79,132.8595,0.828141,2.9654439999999997,-0.18390745,1.488267,19.528654,-5.737067,18.800447,0.18390745,2.909462
343,0.36261204,1.1861743999999999,0.00874593,-9213.109,-60945.937999999995,167.40296999999998,0.828141,3.0311007,-0.11825088,1.6670511000000001,24.60471,-5.5582833,23.94216,0.11825088,2.7577684
344,0.38268626,1.2518411,0.008746224,-11699.187,-77391.664,212.5752,0.828141,3.1169592999999995,-0.032392292999999996,1.9008458,31.242626,-5.3244886,30.665936,0.032392292999999996,2.6131067000000003
345,0.15519652,0.507678,0.008714003,-352.88336,-1967.0048,6.642975,0.828141,2.7258978,-0.41780839999999997,0.83501816,0.9811748,-6.16781,0.019371808,0.41780839999999997,6.443444
346,0.16846052,0.55106705,0.008721172,-444.63302999999996,-2478.4258,8.370148,0.828141,2.7291806,-0.41452557,0.84395856,1.2349776000000001,-6.1588697,0.27645737,0.41452557,5.936109
347,0.18274266,0.5977866999999999,0.00872704,-564.6134,-3147.2075,10.62876,0.828141,2.7334735,-0.41023263,0.85564977,1.5668736,-6.147178599999999,0.6126463000000001,0.41023263,5.472176
348,0.1966081,0.6431433000000001,0.008731395999999999,-705.7667,-3934.0095,13.28595,0.828141,2.738524,-0.40518212,0.8694042,1.9573393,-6.1334243,1.0081625,0.40518212,5.086260299999999
349,0.2115031,0.6918677,0.008734994,-889.26605,-4956.8516,16.740295,0.828141,2.7450895,-0.3986165,0.88728493,2.4649447999999996,-6.1155434,1.5223336,0.3986165,4.728063
350,0.22747116,0.74410236,0.008737936,-1129.2268,-6294.415,21.25752,0.828141,2.7536755,-0.39003062,0.9106674000000001,3.1287367,-6.092161,2.1947113999999996,0.39003062,4.396161599999999
351,0.24291135,0.7946101999999999,0.008740118,-1411.5334,-7868.019,26.5719,0.828141,2.7637765,-0.3799296,0.9381761999999999,3.9096682,-6.064652,2.985744,0.3799296,4.116728299999999
352,0.25885853,0.84677655,0.008741865,-1764.4167,-9835.021999999999,33.214874,0.828141,2.7764027000000002,-0.36730334,0.97256225,4.8858333,-6.0302663,3.974535,0.36730334,3.8631138999999997
353,0.27709126,0.90641934,0.008743394,-2258.4536,-12588.83,42.51504,0.828141,2.7940794999999996,-0.34962659999999995,1.0207026,6.2524633000000005,-5.9821258,5.358842,0.34962659999999995,3.6089191
354,0.29410625,0.96207863,0.008744486999999999,-2823.067,-15736.038,53.1438,0.828141,2.8142815,-0.32942456,1.0757203000000002,7.814326299999999,-5.9271082999999996,6.940907000000001,0.32942456,3.4001317
355,0.3116282,1.0193963,0.008745361,-3528.8335,-19670.045,66.42975,0.828141,2.839534,-0.30417204,1.1444923999999999,9.766656,-5.858336,8.918489,0.30417204,3.2089522
356,0.33031023,1.080509,0.008746081999999999,-4446.3306,-24784.26,83.70148499999999,0.828141,2.8723624,-0.27134377,1.2338959999999999,12.304684,-5.7689322999999995,11.489346000000001,0.27134377,3.027457
357,0.35019276,1.1455485,0.0087466715,-5646.134,-31472.076,106.2876,0.828141,2.9152915,-0.22841446,1.3508083999999998,15.623642000000002,-5.652019999999999,14.8512335,0.22841446,2.8555702999999997
358,0.36928943,1.2080175,0.008747108,-7057.6669999999995,-39340.09,132.8595,0.828141,2.9657967,-0.1779094,1.4883525,19.528301000000003,-5.514476,18.806396,0.1779094,2.7079031000000002
359,0.38960254,1.2744656,0.008747469,-8892.661,-49568.52,167.40296999999998,0.828141,3.0314534,-0.11225283,1.6671598,24.604357,-5.335668599999999,23.948109,0.11225283,2.5667183
360,0.18645874,0.60994273,0.008727491,-638.7329,-6768.232,12.685445,0.828141,2.733577,-0.408472,0.85565084,1.5667701,-6.957758999999999,0.5958964,0.408472,5.3631167
361,0.20060614,0.6562216,0.008731847,-798.41614,-8460.29,15.856806,0.828141,2.7386274,-0.40342152,0.86940575,1.9572358,-6.944003599999999,0.9914127,0.40342152,4.984892400000001
362,0.21580404,0.7059369000000001,0.008735444,-1006.0043300000001,-10659.965,19.979574,0.828141,2.745193,-0.39685586,0.88728714,2.4648414,-6.926122,1.5055838,0.39685586,4.6338334
363,0.23209679,0.75923365,0.008738385999999999,-1277.4658,-13536.464,25.37089,0.828141,2.753779,-0.38827,0.9106704999999999,3.1286332999999997,-6.9027389999999995,2.1779616,0.38827,4.3085474999999995
364,0.24785097,0.81076866,0.008740569,-1596.8323,-16920.58,31.713612,0.828141,2.76388,-0.37816897,0.9381804,3.9095647000000007,-6.875229400000001,2.9689941,0.37816897,4.034682800000001
365,0.26412246,0.86399585,0.008742316,-1996.0403,-21150.722999999998,39.642016999999996,0.828141,2.7765062,-0.3655427,0.97256774,4.8857292999999995,-6.840841999999999,3.9577851,0.3655427,3.7861226
366,0.28272596,0.92485154,0.008743845,-2554.9316,-27072.928,50.74178,0.828141,2.7941830000000003,-0.34786594,1.02071,6.2523599999999995,-6.7927,5.342092,0.34786594,3.5369940000000004
367,0.30008692,0.9816425999999999,0.008744937,-3193.6646,-33841.16,63.427223,0.828141,2.8143849999999997,-0.32766393,1.0757297,7.814222999999999,-6.73768,6.924157000000001,0.32766393,3.332368
368,0.31796518,1.0401258,0.008745812,-3992.0806,-42301.445,79.284035,0.828141,2.8396375,-0.3024114,1.1445043,9.766552,-6.6689053,8.901739,0.3024114,3.1449986
369,0.33702709999999997,1.1024811,0.008746534,-5030.022,-53299.83,99.89788,0.828141,2.8724658,-0.26958309999999996,1.2339114,12.30458,-6.579498299999999,11.472595,0.26958309999999996,2.9671203999999998
370,0.35731393,1.1688433,0.008747123,-6387.329000000001,-67682.32,126.85445,0.828141,2.915395,-0.22665383,1.3508283,15.623539000000001,-6.462581,14.834482999999999,0.22665383,2.7986592999999997
371,0.37679896,1.2325826000000002,0.00874756,-7984.161,-84602.89,158.56807,0.828141,2.9659002,-0.17614877,1.4883776000000002,19.528198,-6.325032,18.789648,0.17614877,2.6539352000000003
372,0.39752513,1.3003818999999999,0.00874792,-10060.044,-106599.66,199.79576,0.828141,3.0315567999999997,-0.1104922,1.6671917,24.604254,-6.146218,23.93136,0.1104922,2.5155642000000005
373,0.41953215,1.3723712,0.008748216,-12774.658000000001,-135364.64,253.7089,0.828141,3.1174154,-0.024633616,1.9010254,31.24217,-5.912383999999999,30.655136,0.024633616,2.3836076
374,0.44062397,1.4413666,0.008748434499999999,-15968.322,-169205.78,317.13614,0.828141,3.2184255,0.07637647,2.176124,39.051487,-5.6372857000000005,38.565464,-0.07637647,2.2695088
375,0.18728644,0.61265033,0.008718577,-365.601,-2418.4895,7.928403,0.828141,2.7269504,-0.39990625,0.83502084,0.98012227,-6.390338400000001,0.013421357,0.39990625,5.339415
376,0.20329304,0.66501105,0.00872575,-460.65725999999995,-3047.2969,9.989787,0.828141,2.7302332000000002,-0.3966234,0.84396464,1.233925,-6.3813944000000005,0.27050692,0.3966234,4.919008
377,0.22052827,0.72139084,0.008731622,-584.9616,-3869.5833,12.685445,0.828141,2.7345262000000004,-0.39233047,0.85566044,1.5658208999999998,-6.369699,0.60669583,0.39233047,4.534566000000001
378,0.23726068,0.7761258000000001,0.00873598,-731.202,-4836.979,15.856806,0.828141,2.7395766,-0.38728,0.8694202,1.9562868000000002,-6.355939,1.002212,0.38728,4.214773
379,0.25523552,0.834925,0.008739579499999999,-921.3145,-6094.5938,19.979574,0.828141,2.7461421,-0.38071433,0.88730776,2.4638922,-6.3380513,1.5163832,0.38071433,3.91795
380,0.27450526,0.8979600000000001,0.008742523,-1169.9232,-7739.1665,25.37089,0.828141,2.754728,-0.37212846,0.9106993,3.127684,-6.31466,2.188761,0.37212846,3.6429174
381,0.29313803,0.9589114,0.008744706,-1462.404,-9673.958,31.713612,0.828141,2.7648292000000003,-0.36202744,0.9382188,3.9086156,-6.2871404,2.9797935,0.36202744,3.4113622
382,0.31238259999999995,1.0218642,0.008746454499999999,-1828.0049,-12092.447,39.642016999999996,0.828141,2.7774553,-0.34940118,0.9726181,4.8847804,-6.2527413,3.9685845,0.34940118,3.2012026000000002
383,0.33438534,1.0938393999999998,0.008747984,-2339.8464,-15478.333,50.74178,0.828141,2.7951322,-0.33172440000000003,1.0207771,6.2514105,-6.204582,5.352891400000001,0.33172440000000003,2.9905617
384,0.35491848,1.1610073,0.008749077,-2924.808,-19347.916,63.427223,0.828141,2.815334,-0.31152240000000003,1.0758159999999999,7.8132734,-6.1495432999999995,6.9349566,0.31152240000000003,2.8175485
385,0.37606344,1.2301766,0.008749953000000001,-3656.0098,-24184.895,79.284035,0.828141,2.8405867000000002,-0.28626987,1.1446146000000001,9.765603,-6.0807447,8.912539,0.28626987,2.6591258
386,0.39860836,1.3039253999999998,0.008750673,-4606.5728,-30472.968999999997,99.89788,0.828141,2.873415,-0.25344157,1.2340528,12.303631,-5.9913063,11.483395,0.25344157,2.508728
387,0.42260197,1.3824131000000002,0.008751264,-5849.616,-38695.832,126.85445,0.828141,2.9163442,-0.2105123,1.3510103999999998,15.622589000000001,-5.874348599999999,14.845282999999998,0.2105123,2.3662927000000002
388,0.44564727,1.4577987,0.008751701,-7312.0195,-48369.79,158.56807,0.828141,2.9668493,-0.16000724,1.4886076000000001,19.527248,-5.7367516,18.800447,0.16000724,2.2439272
389,0.4701605,1.5379863999999999,0.008752062,-9213.1455,-60945.937999999995,199.79576,0.828141,3.032506,-0.094350666,1.667484,24.603304,-5.557875,23.94216,0.094350666,2.126933
390,0.29307932,0.9587194,0.008728557,-319.37064,-3384.116,7.9247875,0.828141,2.7287220000000003,-0.32935159999999997,0.828141,0.7805924,-6.985360000000001,-0.19513619,0.32935159999999997,3.4120457
391,0.31828579999999995,1.0411747,0.008737251,-399.21332,-4230.145,9.905985000000001,0.828141,2.7312474,-0.32682636,0.8350316999999999,0.9758253,-6.978469400000001,0.0026219487,0.32682636,3.1418304
392,0.34548837,1.1301596,0.008744439,-503.00875999999994,-5329.9824,12.481539999999999,0.828141,2.7345302000000005,-0.32354352,0.8439896000000001,1.2296280000000002,-6.9695115,0.2597075,0.32354352,2.8944535
393,0.374779,1.2259748,0.008750324,-638.7413,-6768.232,15.849575,0.828141,2.7388232000000006,-0.31925058,0.85570383,1.561524,-6.957797500000001,0.5958964,0.31925058,2.6682394
394,0.40321502,1.3189946000000001,0.008754691,-798.42664,-8460.29,19.811970000000002,0.828141,2.7438736,-0.3142001,0.86948526,1.9519898,-6.944016,0.9914127,0.3142001,2.4800663
395,0.43376255,1.4189216,0.008758298000000001,-1006.0175,-10659.965,24.963079999999998,0.828141,2.7504392,-0.30763444,0.8874011,2.4595952000000003,-6.9261003,1.5055838,0.30763444,2.3054087000000005
396,0.4665107,1.5260471000000002,0.008761248000000001,-1277.4825,-13536.464,31.69915,0.828141,2.759025,-0.29904857,0.91082954,3.1233869999999997,-6.902672,2.1779616,0.29904857,2.1435735
397,0.49817637,1.6296316000000002,0.008763436,-1596.8533,-16920.58,39.623940000000005,0.828141,2.7691262,-0.28894755,0.9383924000000001,3.9043187999999995,-6.8751087,2.9689941,0.28894755,2.0073211
398,0.53088176,1.7366172999999998,0.008765188,-1996.0664,-21150.722999999998,49.529926,0.828141,2.7817523,-0.2763213,0.9728459,4.8804836,-6.8406553,3.9577851,0.2763213,1.8836586
399,0.5682745,1.8589363,0.008766721,-2554.965,-27072.928,63.3983,0.828141,2.7994292,-0.25864452,1.021081,6.2471137,-6.7924204,5.342092,0.25864452,1.7597129
400,0.60316974,1.9730854,0.008767816,-3193.7065,-33841.16,79.24788000000001,0.828141,2.819631,-0.23844251,1.0762067,7.8089767000000005,-6.7372947,6.924157000000001,0.23844251,1.6579081000000002
401,0.6391047,2.0906358,0.008768694,-3992.1328,-42301.445,99.05985,0.828141,2.8448837000000005,-0.21318999,1.1451136999999998,9.761306,-6.668387400000001,8.901739,0.21318999,1.5646888
402,0.67741895,2.2159687999999997,0.008769416,-5030.088,-53299.83,124.81541399999999,0.828141,2.877712,-0.1803617,1.234693,12.299334,-6.5788082999999995,11.472595,0.1803617,1.4761913999999998
403,0.7181951,2.3493557000000003,0.008770008000000001,-6387.4130000000005,-67682.32,158.49576000000002,0.828141,2.9206412,-0.13743241,1.3518351,15.618293,-6.461666,14.834482999999999,0.13743241,1.3923794
404,0.7573597,2.4774706,0.008770445,-7984.2656,-84602.89,198.1197,0.828141,2.9711463,-0.086927354,1.4896493,19.522951000000003,-6.323851599999999,18.789648,0.086927354,1.3203766000000001
405,0.7990189999999999,2.6137462000000005,0.008770807,-10060.176,-106599.66,249.63082999999997,0.828141,3.036803,-0.021270782000000002,1.668808,24.599007,-6.1446934,23.93136,0.021270782000000002,1.2515346999999999
406,0.31357643,1.0257694,0.008731727,-307.9178,-2661.7397,7.9247875,0.8328146000000001,2.7341259,-0.3169338,0.828141,0.7798622,-6.73486,-0.19126827,0.3169338,3.1890152
407,0.34054577,1.1139914,0.008740423,-384.89722,-3327.1746,9.905985000000001,0.8328146000000001,2.7366512000000003,-0.31440857,0.83503354,0.97509515,-6.7279672999999995,0.006489873,0.31440857,2.9364629
408,0.3696508,1.2091995,0.008747615,-484.9705,-4192.2397,12.481539999999999,0.8328146000000001,2.739934,-0.31112573,0.84399384,1.2288978000000002,-6.719007,0.26357543,0.31112573,2.7052557
409,0.40098992,1.3117159999999999,0.008753501,-615.8356,-5323.4795,15.849575,0.8328146000000001,2.744227,-0.3068328,0.8557111999999999,1.5607939,-6.7072897,0.59976435,0.3068328,2.4938283
410,0.43141472,1.4112413000000001,0.00875787,-769.79443,-6654.349,19.811970000000002,0.8328146000000001,2.7492774,-0.3017823,0.86949635,1.9512596000000002,-6.693505,0.9952806000000001,0.3017823,2.3179553
411,0.46409863,1.5181568,0.008761479,-969.941,-8384.4795,24.963079999999998,0.8328146000000001,2.755843,-0.29521665,0.88741696,2.4588652,-6.675584,1.5094517,0.29521665,2.1547142999999997
412,0.4991371,1.6327744,0.008764429,-1231.6711,-10646.958999999999,31.69915,0.8328146000000001,2.7644289,-0.28663078,0.91085166,3.122657,-6.6521490000000005,2.1818294999999996,0.28663078,2.0034575
413,0.53301734,1.7436032,0.008766619,-1539.5889,-13308.698,39.623940000000005,0.8328146000000001,2.77453,-0.27652976,0.93842185,3.9035885,-6.624579,2.9728622000000002,0.27652976,1.8761116000000002
414,0.5680101,1.8580713,0.00876837,-1924.4861,-16635.871,49.529926,0.8328146000000001,2.787156,-0.2639035,0.97288465,4.879753,-6.590116,3.9616531999999998,0.2639035,1.7605321
415,0.6080179,1.9889448,0.008769904,-2463.3423,-21293.917999999998,63.3983,0.8328146000000001,2.8048330000000004,-0.24622674,1.0211325999999998,6.2463837,-6.541868,5.34596,0.24622674,1.6446883999999997
416,0.6453536999999999,2.1110773,0.0087709995,-3079.1777,-26617.396,79.24788000000001,0.8328146000000001,2.8250349,-0.22602472,1.076273,7.8082466,-6.4867277,6.9280252,0.22602472,1.5495378999999998
417,0.68380183,2.2368486,0.008771876999999999,-3848.9722,-33271.742,99.05985,0.8328146000000001,2.8502874,-0.2007722,1.1451986,9.760576,-6.4178023,8.905607,0.2007722,1.462412
418,0.72479564,2.3709474,0.0087726,-4849.705,-41922.4,124.81541399999999,0.8328146000000001,2.8831158,-0.16794391,1.2348018,12.298604,-6.328199,11.476463,0.16794391,1.3796992000000001
419,0.76842356,2.5136627999999996,0.008773191999999999,-6158.3555,-53234.793,158.49576000000002,0.8328146000000001,2.9260450000000002,-0.12501462,1.3519752,15.617562,-6.2110257,14.838351000000001,0.12501462,1.3013656
420,0.81032723,2.6507377999999995,0.0087736305,-7697.9443,-66543.484,198.1197,0.8328146000000001,2.97655,-0.07450956,1.4898263999999999,19.52222,-6.0731745,18.793514000000002,0.07450956,1.2340693
421,0.8549,2.7965438,0.008773992,-9699.41,-83844.8,249.63082999999997,0.8328146000000001,3.0422067999999998,-0.0088529885,1.6690328999999997,24.598276000000002,-5.893968,23.935226,0.0088529885,1.1697274
422,0.34662909999999997,1.1338911,0.008736839,-292.48575,-1934.7916,7.9247875,1.0119585,2.9144473,-0.29690975,0.828141,0.77868485,-6.3973265,-0.18433678,0.29690975,2.884928
423,0.37644118,1.2314121999999998,0.008745540999999999,-365.6072,-2418.4895,9.905985000000001,1.0119585,2.9169726000000002,-0.2943845,0.8350365,0.9739177,-6.3904309999999995,0.013421357,0.2943845,2.6564574
424,0.40861404,1.3366559,0.008752736,-460.66504000000003,-3047.2969,12.481539999999999,1.0119585,2.9202554,-0.29110166,0.8440006999999999,1.2277205,-6.381467,0.27050692,0.29110166,2.4472970000000003
425,0.44325647,1.449978,0.008758626,-584.9715,-3869.5833,15.849575,1.0119585,2.9245484,-0.28680873,0.8557231,1.5596164,-6.3697443,0.60669583,0.28680873,2.2560303
426,0.47688818,1.5599938999999998,0.008762998000000001,-731.2144,-4836.979,19.811970000000002,1.0119585,2.9295988,-0.28175825,0.86951417,1.9500822,-6.3559529999999995,1.002212,0.28175825,2.0969276000000003
427,0.5130172000000001,1.6781788,0.008766608,-921.3301,-6094.5938,24.963079999999998,1.0119585,2.9361644,-0.2751926,0.8874424999999999,2.4576876,-6.338025,1.5163832,0.2751926,1.9492525
428,0.55174893,1.8048779,0.008769561,-1169.943,-7739.1665,31.69915,1.0119585,2.9447502999999995,-0.26660672,0.91088736,3.1214795,-6.31458,2.188761,0.26660672,1.8124186000000002
429,0.5892003,1.9273886999999998,0.008771751,-1462.4288,-9673.958,39.623940000000005,1.0119585,2.9548514,-0.2565057,0.93846947,3.9024112,-6.2869980000000005,2.9797935,0.2565057,1.6972156999999999
430,0.62788147,2.0539221999999997,0.008773505,-1828.0359,-12092.447,49.529926,1.0119585,2.9674776,-0.24387944,0.9729471,4.878576,-6.2525205999999995,3.9685845,0.24387944,1.5926573
431,0.6721064,2.1985905,0.008775039,-2339.886,-15478.333,63.3983,1.0119585,2.9851544,-0.22620268,1.0212158000000002,6.245206,-6.204251999999999,5.352891400000001,0.22620268,1.4878597
432,0.71337754,2.3335965,0.008776136,-2924.8577,-19347.916,79.24788000000001,1.0119585,3.0053563,-0.20600066,1.07638,7.8070693,-6.1490874,6.9349566,0.20600066,1.4017823
433,0.7558783,2.4726248,0.008777013,-3656.0718,-24184.895,99.05985,1.0119585,3.030609,-0.18074813,1.1453353000000002,9.759398,-6.080132,8.912539,0.18074813,1.3229642
434,0.80119306,2.6208582000000002,0.008777736999999999,-4606.6504,-30472.968999999997,124.81541399999999,1.0119585,3.0634372,-0.14791985,1.2349771999999999,12.297426,-5.99049,11.483395,0.14791985,1.2481387
435,0.84941965,2.7786167,0.008778329,-5849.7153,-38695.832,158.49576000000002,1.0119585,3.1063664,-0.10499056,1.3522011999999999,15.616385000000001,-5.873266,14.845282999999998,0.10499056,1.1772743
436,0.89574015,2.93014,0.008778768000000001,-7312.1436,-48369.79,198.1197,1.0119585,3.1568716,-0.0544855,1.4901118,19.521044,-5.7353554,18.800447,0.0544855,1.1163952
437,0.94501114,3.0913150000000003,0.008779129,-9213.301,-60945.937999999995,249.63082999999997,1.0119585,3.2225282,0.011171073,1.6693957,24.5971,-5.5560718,23.94216,-0.011171073,1.0581886
438,0.37242815,1.2182848,0.008740828,-282.31323,-1573.6038,7.9247875,1.1517897,3.0551977000000003,-0.28128034,0.828141,0.7777658000000001,-6.1748304,-0.17838633,0.28128034,2.6850817000000005
439,0.40445906,1.3230641,0.008749534,-352.89153999999996,-1967.0048,9.905985000000001,1.1517897,3.0577229999999997,-0.2787551,0.83503884,0.9729986999999999,-6.1679325,0.019371808,0.2787551,2.472438
440,0.43902650000000004,1.436141,0.008756733499999999,-444.64334,-2478.4258,12.481539999999999,1.1517897,3.0610057999999998,-0.27547225,0.84400606,1.2268013999999998,-6.158965599999999,0.27645737,0.27547225,2.2777667
441,0.4762473,1.5578973999999999,0.008762625999999999,-564.62646,-3147.2075,15.849575,1.1517897,3.0652988,-0.27117932,0.8557324000000001,1.5586975,-6.147239,0.6126463000000001,0.27117932,2.0997493
442,0.5123822,1.6761017,0.008766999000000001,-705.7831,-3934.0095,19.811970000000002,1.1517897,3.0703492000000003,-0.26612884,0.86952806,1.9491631999999999,-6.1334434,1.0081625,0.26612884,1.951668
443,0.5512001999999999,1.8030830000000002,0.008770611,-889.2867,-4956.8516,24.963079999999998,1.1517897,3.0769148,-0.25956318,0.8874625,2.4567688,-6.115508999999999,1.5223336,0.25956318,1.8142228
444,0.5928147,1.939212,0.008773565,-1129.2529,-6294.415,31.69915,1.1517897,3.0855007000000003,-0.25097729999999996,0.9109152,3.1205606,-6.092056299999999,2.1947113999999996,0.25097729999999996,1.6868678
445,0.63305354,2.070841,0.008775757,-1411.5662,-7868.019,39.623940000000005,1.1517897,3.0956018,-0.2408763,0.9385065999999999,3.9014919999999997,-6.064465,2.985744,0.2408763,1.5796453000000001
446,0.67461365,2.2067924,0.00877751,-1764.4576,-9835.021999999999,49.529926,1.1517897,3.108228,-0.22825003,0.9729959,4.877657,-6.0299754,3.974535,0.22825003,1.48233
447,0.7221301,2.362228,0.008779046,-2258.5059,-12588.83,63.3983,1.1517897,3.1259048,-0.21057327,1.0212808,6.244287,-5.981690400000001,5.358842,0.21057327,1.384792
448,0.76647305,2.5072822999999995,0.008780142,-2823.1323,-15736.038,79.24788000000001,1.1517897,3.1461067000000003,-0.19037125,1.0764636,7.80615,-5.926508,6.940907000000001,0.19037125,1.3046772
449,0.8121371000000001,2.6566582000000003,0.0087810205,-3528.9153,-19670.045,99.05985,1.1517897,3.1713592999999998,-0.16511872,1.1454421000000001,9.758479,-5.857529,8.918489,0.16511872,1.2313192
450,0.8608245999999999,2.8159243999999997,0.008781745,-4446.4336,-24784.26,124.81541399999999,1.1517897,3.2041876,-0.13229044,1.2351142,12.296507,-5.767857,11.489346000000001,0.13229044,1.1616768999999998
451,0.9126405999999999,2.9854244999999997,0.008782337,-5646.2646,-31472.076,158.49576000000002,1.1517897,3.2471167999999997,-0.089361146,1.3523777,15.615466,-5.650593799999999,14.8512335,0.089361146,1.0957216
452,0.9624086,3.1482255,0.008782775999999999,-7057.8306,-39340.09,198.1197,1.1517897,3.297622,-0.03885609,1.4903347,19.520124,-5.5126367,18.806396,0.03885609,1.0390598
453,1.0153468,3.3213966,0.008783137,-8892.867,-49568.52,249.63082999999997,1.1517897,3.3632786,0.026800482999999996,1.6696789,24.59618,-5.333292500000001,23.948109,-0.026800482999999996,0.9848851999999999
454,0.0714408,0.23244324,0.008722719,-851.6363,-9024.309000000001,5.761881400000001,-0.12796396,2.7501835999999997,-0.44941962,-0.045543335,2.087776,-6.902785300000001,1.1335089,0.44941962,13.997603
455,0.076290034,0.24822094,0.008724896999999999,-1064.5454,-11280.386999999999,7.202352,-0.12796396,2.7602847,-0.43931859999999995,-0.018069796000000003,2.6075945,-6.875311999999999,1.6634285,0.43931859999999995,13.107872
456,0.08129849,0.2645167,0.008726642,-1330.6816,-14100.482,9.002939999999999,-0.12796396,2.7729107999999996,-0.42669234,0.016272143,3.2573676,-6.8409699999999996,2.3258278,0.42669234,12.300351
457,0.08702476,0.28314796,0.008728168,-1703.2726,-18048.617,11.523763,-0.12796396,2.7905877,-0.4090156,0.06435081,4.16705,-6.7928915,3.2531867,0.4090156,11.490982
458,0.09236858,0.30053487,0.008729259,-2129.0908,-22560.772999999997,14.404704,-0.12796396,2.8107896,-0.38881356,0.11929792,5.2066870000000005,-6.737944000000001,4.313026,0.38881356,10.826192
459,0.09787161,0.31843978,0.008730131,-2661.3633,-28200.965,18.005879999999998,-0.12796396,2.8360422,-0.36356103,0.18798175,6.506233,-6.6692605,5.637824500000001,0.36356103,10.217467
